wb_level,time,poverty_population
wb_lvl4,1964,320570365
wb_lvl4,1965,327531674
wb_lvl4,1966,327819103
wb_lvl4,1967,333093073
wb_lvl4,1968,333767069
wb_lvl4,1969,337217237
wb_lvl4,1970,348108040
wb_lvl4,1971,348833256
wb_lvl4,1972,350518101
wb_lvl4,1973,352464376
wb_lvl4,1974,353960540
wb_lvl4,1975,363283234
wb_lvl4,1976,370429674
wb_lvl4,1977,371787636
wb_lvl4,1978,379242751
wb_lvl4,1979,380949153
wb_lvl4,1980,389959301
wb_lvl4,1981,393327627
wb_lvl4,1982,399697342
wb_lvl4,1983,401165058
wb_lvl4,1984,409702945
wb_lvl4,1985,422613113
wb_lvl4,1986,434507309
wb_lvl4,1987,440837071
wb_lvl4,1988,454270304
wb_lvl4,1989,458030699
wb_lvl4,1990,472524676
wb_lvl4,1991,484819396
wb_lvl4,1992,506354317
wb_lvl4,1993,527048212
wb_lvl4,1994,535413850
wb_lvl4,1995,562488872
wb_lvl4,1996,586551862
wb_lvl4,1997,611010272
wb_lvl4,1998,624962404
wb_lvl4,1999,642451126
wb_lvl4,2000,682421889
wb_lvl4,2001,713861969
wb_lvl4,2002,758951523
wb_lvl4,2003,784967155
wb_lvl4,2004,830041251
wb_lvl4,2005,880134873
wb_lvl4,2006,909685046
wb_lvl4,2007,951828069
wb_lvl4,2008,970119715
wb_lvl4,2009,1006846944
wb_lvl4,2010,1062727747
wb_lvl4,2011,1133599803
wb_lvl4,2012,1171722098
wb_lvl4,2013,1240312254
wb_lvl4,2014,1285724205
wb_lvl4,2015,1330033153
wb_lvl4,2016,1364971563
wb_lvl4,2017,1378970519
wb_lvl4,2018,1409682248
wb_lvl4,2019,1435668345
wb_lvl4,2020,1383525224
wb_lvl4,2021,1437546768
wb_lvl4,2022,1461468027
wb_lvl4,2023,1490133552
wb_lvl4,2024,1526136701
wb_lvl4,2025,1555525359
wb_lvl4,2026,1597901927
wb_lvl4,2027,1658880616
wb_lvl4,2028,1661178713
wb_lvl4,2029,1713354130
wb_lvl4,2030,1714559916
wb_lvl4,2031,1768360707
wb_lvl4,2032,1757262842
wb_lvl4,2033,1809456910
wb_lvl4,2034,1833321383
wb_lvl4,2035,1813418934
wb_lvl4,2036,1855966946
wb_lvl4,2037,1879992945
wb_lvl4,2038,1860399998
wb_lvl4,2039,1891002692
wb_lvl4,2040,1919422573
wb_lvl4,2041,1920496687
wb_lvl4,2042,1910778967
wb_lvl4,2043,1936668646
wb_lvl4,2044,1944005673
wb_lvl4,2045,1929454702
wb_lvl4,2046,1945419256
wb_lvl4,2047,1951434017
wb_lvl4,2048,1935078912
wb_lvl4,2049,1926029418
wb_lvl4,2050,1943314910
wb_lvl5,1800,13406113
wb_lvl5,1801,13397212
wb_lvl5,1802,13623863
wb_lvl5,1803,13556841
wb_lvl5,1804,13713778
wb_lvl5,1805,13811116
wb_lvl5,1806,14008424
wb_lvl5,1807,14035421
wb_lvl5,1808,13952163
wb_lvl5,1809,14135879
wb_lvl5,1810,14083922
wb_lvl5,1811,14209771
wb_lvl5,1812,14031806
wb_lvl5,1813,14390260
wb_lvl5,1814,14544442
wb_lvl5,1815,14757160
wb_lvl5,1816,14690576
wb_lvl5,1817,14890057
wb_lvl5,1818,15188466
wb_lvl5,1819,15392535
wb_lvl5,1820,15702486
wb_lvl5,1821,16036204
wb_lvl5,1822,16149827
wb_lvl5,1823,16272330
wb_lvl5,1824,16369415
wb_lvl5,1825,16451397
wb_lvl5,1826,16773243
wb_lvl5,1827,16954999
wb_lvl5,1828,16901712
wb_lvl5,1829,16993483
wb_lvl5,1830,17331176
wb_lvl5,1831,17058758
wb_lvl5,1832,17388083
wb_lvl5,1833,17381703
wb_lvl5,1834,17184891
wb_lvl5,1835,17350494
wb_lvl5,1836,17611135
wb_lvl5,1837,17689815
wb_lvl5,1838,17973436
wb_lvl5,1839,18258897
wb_lvl5,1840,18361734
wb_lvl5,1841,18794664
wb_lvl5,1842,18878485
wb_lvl5,1843,19562556
wb_lvl5,1844,20132337
wb_lvl5,1845,20466881
wb_lvl5,1846,20417592
wb_lvl5,1847,20503871
wb_lvl5,1848,21239756
wb_lvl5,1849,21574895
wb_lvl5,1850,21832160
wb_lvl5,1851,22468196
wb_lvl5,1852,23661724
wb_lvl5,1853,24645641
wb_lvl5,1854,25103510
wb_lvl5,1855,24497238
wb_lvl5,1856,26538349
wb_lvl5,1857,26991572
wb_lvl5,1858,27109095
wb_lvl5,1859,28303712
wb_lvl5,1860,29425142
wb_lvl5,1861,29176822
wb_lvl5,1862,29888426
wb_lvl5,1863,31614943
wb_lvl5,1864,32839146
wb_lvl5,1865,33130360
wb_lvl5,1866,33490459
wb_lvl5,1867,33691936
wb_lvl5,1868,34581226
wb_lvl5,1869,36322421
wb_lvl5,1870,35571860
wb_lvl5,1871,37120126
wb_lvl5,1872,38623176
wb_lvl5,1873,39379713
wb_lvl5,1874,40714980
wb_lvl5,1875,41253541
wb_lvl5,1876,41244655
wb_lvl5,1877,41133657
wb_lvl5,1878,42155947
wb_lvl5,1879,43491347
wb_lvl5,1880,46501658
wb_lvl5,1881,48098980
wb_lvl5,1882,50336384
wb_lvl5,1883,51978771
wb_lvl5,1884,52622039
wb_lvl5,1885,53506154
wb_lvl5,1886,53993999
wb_lvl5,1887,56111393
wb_lvl5,1888,58069090
wb_lvl5,1889,58297317
wb_lvl5,1890,59859073
wb_lvl5,1891,59933483
wb_lvl5,1892,63227165
wb_lvl5,1893,63269411
wb_lvl5,1894,66688221
wb_lvl5,1895,70738736
wb_lvl5,1896,73724550
wb_lvl5,1897,77039061
wb_lvl5,1898,81430290
wb_lvl5,1899,87967960
wb_lvl5,1900,89152989
wb_lvl5,1901,91310980
wb_lvl5,1902,95242263
wb_lvl5,1903,97366587
wb_lvl5,1904,100288026
wb_lvl5,1905,106689161
wb_lvl5,1906,112115786
wb_lvl5,1907,115608580
wb_lvl5,1908,109999286
wb_lvl5,1909,121901955
wb_lvl5,1910,120521684
wb_lvl5,1911,125883619
wb_lvl5,1912,131377093
wb_lvl5,1913,135317544
wb_lvl5,1914,126431851
wb_lvl5,1915,125383148
wb_lvl5,1916,134457902
wb_lvl5,1917,132289964
wb_lvl5,1918,129819079
wb_lvl5,1919,129683118
wb_lvl5,1920,129250086
wb_lvl5,1921,129008142
wb_lvl5,1922,142556212
wb_lvl5,1923,147436944
wb_lvl5,1924,156832474
wb_lvl5,1925,172793378
wb_lvl5,1926,175002710
wb_lvl5,1927,182843880
wb_lvl5,1928,193123016
wb_lvl5,1929,205050220
wb_lvl5,1930,194738341
wb_lvl5,1931,179772831
wb_lvl5,1932,163165763
wb_lvl5,1933,170814183
wb_lvl5,1934,183672680
wb_lvl5,1935,196558490
wb_lvl5,1936,214572002
wb_lvl5,1937,231073958
wb_lvl5,1938,237437944
wb_lvl5,1939,255847624
wb_lvl5,1940,257090149
wb_lvl5,1941,265652531
wb_lvl5,1942,272524918
wb_lvl5,1943,280298642
wb_lvl5,1944,282580014
wb_lvl5,1945,257613118
wb_lvl5,1946,246612401
wb_lvl5,1947,253100159
wb_lvl5,1948,272810728
wb_lvl5,1949,284291271
wb_lvl5,1950,305181651
wb_lvl5,1951,323069059
wb_lvl5,1952,337934829
wb_lvl5,1953,358128010
wb_lvl5,1954,369972162
wb_lvl5,1955,398492529
wb_lvl5,1956,415506186
wb_lvl5,1957,433768566
wb_lvl5,1958,450533206
wb_lvl5,1959,467896643
wb_lvl5,1960,493724224
wb_lvl5,1961,530172057
wb_lvl5,1962,552684861
wb_lvl5,1963,582092100
wb_lvl5,1964,616449442
wb_lvl5,1965,643441901
wb_lvl5,1966,677144162
wb_lvl5,1967,716139870
wb_lvl5,1968,747811536
wb_lvl5,1969,787244956
wb_lvl5,1970,820344994
wb_lvl5,1971,855294215
wb_lvl5,1972,885488437
wb_lvl5,1973,938650966
wb_lvl5,1974,964538759
wb_lvl5,1975,982868007
wb_lvl5,1976,1015205103
wb_lvl5,1977,1048718118
wb_lvl5,1978,1077793222
wb_lvl5,1979,1103074062
wb_lvl5,1980,1122585776
wb_lvl5,1981,1137241410
wb_lvl5,1982,1147045750
wb_lvl5,1983,1161135621
wb_lvl5,1984,1181517264
wb_lvl5,1985,1203272700
wb_lvl5,1986,1245470820
wb_lvl5,1987,1255056770
wb_lvl5,1988,1275926677
wb_lvl5,1989,1300363096
wb_lvl5,1990,1304916043
wb_lvl5,1991,1305379423
wb_lvl5,1992,1293633064
wb_lvl5,1993,1280263065
wb_lvl5,1994,1297513903
wb_lvl5,1995,1339841396
wb_lvl5,1996,1349223240
wb_lvl5,1997,1379647638
wb_lvl5,1998,1404471067
wb_lvl5,1999,1399562958
wb_lvl5,2000,1450706500
wb_lvl5,2001,1491431180
wb_lvl5,2002,1536842441
wb_lvl5,2003,1580234902
wb_lvl5,2004,1650365549
wb_lvl5,2005,1738222574
wb_lvl5,2006,1819706281
wb_lvl5,2007,1916285431
wb_lvl5,2008,2006974115
wb_lvl5,2009,2064024099
wb_lvl5,2010,2169033012
wb_lvl5,2011,2252870833
wb_lvl5,2012,2355530999
wb_lvl5,2013,2471034238
wb_lvl5,2014,2560195047
wb_lvl5,2015,2638726145
wb_lvl5,2016,2731428100
wb_lvl5,2017,2859455357
wb_lvl5,2018,2974843943
wb_lvl5,2019,3072216059
wb_lvl5,2020,2998633239
wb_lvl5,2021,3129415486
wb_lvl5,2022,3260047021
wb_lvl5,2023,3308924620
wb_lvl5,2024,3424439629
wb_lvl5,2025,3546572461
wb_lvl5,2026,3688691988
wb_lvl5,2027,3759872917
wb_lvl5,2028,3874099520
wb_lvl5,2029,3944459759
wb_lvl5,2030,4037948894
wb_lvl5,2031,4137012258
wb_lvl5,2032,4234266225
wb_lvl5,2033,4312423364
wb_lvl5,2034,4370656756
wb_lvl5,2035,4463893487
wb_lvl5,2036,4547088330
wb_lvl5,2037,4600723523
wb_lvl5,2038,4693540352
wb_lvl5,2039,4784384324
wb_lvl5,2040,4825872559
wb_lvl5,2041,4898070399
wb_lvl5,2042,5021137336
wb_lvl5,2043,5049866745
wb_lvl5,2044,5120776000
wb_lvl5,2045,5193503768
wb_lvl5,2046,5297304173
wb_lvl5,2047,5360201495
wb_lvl5,2048,5435477082
wb_lvl5,2049,5540010493
wb_lvl5,2050,5603327045
