gm_level,time,poverty_population
gm_lvl4,1958,91279195
gm_lvl4,1959,94606621
gm_lvl4,1960,99853445
gm_lvl4,1961,114415726
gm_lvl4,1962,118254083
gm_lvl4,1963,132524965
gm_lvl4,1964,141639512
gm_lvl4,1965,155237529
gm_lvl4,1966,172472715
gm_lvl4,1967,181312274
gm_lvl4,1968,191559863
gm_lvl4,1969,206208959
gm_lvl4,1970,217203406
gm_lvl4,1971,238844080
gm_lvl4,1972,249590975
gm_lvl4,1973,279055285
gm_lvl4,1974,288648010
gm_lvl4,1975,284530599
gm_lvl4,1976,307118062
gm_lvl4,1977,325831474
gm_lvl4,1978,343590192
gm_lvl4,1979,359590854
gm_lvl4,1980,369715138
gm_lvl4,1981,378752100
gm_lvl4,1982,382430418
gm_lvl4,1983,395169014
gm_lvl4,1984,407459841
gm_lvl4,1985,419325421
gm_lvl4,1986,442410642
gm_lvl4,1987,457911833
gm_lvl4,1988,476815627
gm_lvl4,1989,498005870
gm_lvl4,1990,508217077
gm_lvl4,1991,511877239
gm_lvl4,1992,513359314
gm_lvl4,1993,515652993
gm_lvl4,1994,533487425
gm_lvl4,1995,550754609
gm_lvl4,1996,564019885
gm_lvl4,1997,578999873
gm_lvl4,1998,594107064
gm_lvl4,1999,606736625
gm_lvl4,2000,633229338
gm_lvl4,2001,652374346
gm_lvl4,2002,667510913
gm_lvl4,2003,686642186
gm_lvl4,2004,709398422
gm_lvl4,2005,734164327
gm_lvl4,2006,763279744
gm_lvl4,2007,806134860
gm_lvl4,2008,818430083
gm_lvl4,2009,837312002
gm_lvl4,2010,862599439
gm_lvl4,2011,874730081
gm_lvl4,2012,894907223
gm_lvl4,2013,916352291
gm_lvl4,2014,935940687
gm_lvl4,2015,956861204
gm_lvl4,2016,993277517
gm_lvl4,2017,1026524698
gm_lvl4,2018,1069086512
gm_lvl4,2019,1105604922
gm_lvl4,2020,1055424709
gm_lvl4,2021,1117159861
gm_lvl4,2022,1185003378
gm_lvl4,2023,1203788918
gm_lvl4,2024,1246439526
gm_lvl4,2025,1300316776
gm_lvl4,2026,1358691933
gm_lvl4,2027,1375928042
gm_lvl4,2028,1447899754
gm_lvl4,2029,1470553031
gm_lvl4,2030,1529686465
gm_lvl4,2031,1556631047
gm_lvl4,2032,1629092317
gm_lvl4,2033,1655999853
gm_lvl4,2034,1680778171
gm_lvl4,2035,1753339113
gm_lvl4,2036,1780143362
gm_lvl4,2037,1808985089
gm_lvl4,2038,1883016486
gm_lvl4,2039,1912060095
gm_lvl4,2040,1929316369
gm_lvl4,2041,1968417062
gm_lvl4,2042,2044854103
gm_lvl4,2043,2059592900
gm_lvl4,2044,2095085871
gm_lvl4,2045,2168461897
gm_lvl4,2046,2196317869
gm_lvl4,2047,2222107113
gm_lvl4,2048,2304452084
gm_lvl4,2049,2332417901
gm_lvl4,2050,2353786127
