geo,time,se_sec_enrl
cub,1995,674152
cub,1996,704601
cub,1997,712897
cub,1999,739980
cub,2000,789927
cub,2001,836642
cub,2002,895742
cub,2003,938047
cub,2004,932338
cub,2005,937493
cub,2006,928342
cub,2007,898833
cub,2008,865602
cub,2009,826088
cub,2010,808904
cub,2011,797860
cub,2012,784466
cub,2013,787297
cub,2014,830375
cub,2015,825055
cub,2016,826759
cub,2017,815786
cub,2018,795057
cub,2019,771999
cub,2020,753435
cym,1972,907
cym,1973,1187
cym,1974,1340
cym,1975,1556
cym,1976,1495
cym,1977,1558
cym,1980,1446
cym,1981,2075
cym,1999,2151
cym,2000,2342
cym,2001,2337
cym,2002,2341
cym,2004,2701
cym,2005,2824
cym,2006,2899
cym,2007,3010
cym,2008,3198
cym,2011,3246
cym,2012,3302
cym,2013,3387
cym,2018,3476
cym,2020,3515
cyp,1971,42305
cyp,1972,45041
cyp,1973,48069
cyp,1974,49668
cyp,1975,46800
cyp,1976,49373
cyp,1977,50633
cyp,1978,49358
cyp,1979,48886
cyp,1980,48797
cyp,1981,47599
cyp,1982,48881
cyp,1983,48527
cyp,1984,49274
cyp,1985,48752
cyp,1986,46159
cyp,1987,44308
cyp,1988,42191
cyp,1989,42613
cyp,1990,43219
cyp,1991,44614
cyp,1992,47908
cyp,1993,51641
cyp,1994,54687
cyp,1995,57804
cyp,1996,59845
cyp,1997,61266
cyp,1999,63050
cyp,2000,63677
cyp,2001,64065
cyp,2002,63871
cyp,2003,64711
cyp,2004,64534
cyp,2005,64293
cyp,2006,64714
cyp,2007,64853
cyp,2008,64966
cyp,2009,64557
cyp,2010,63662
cyp,2011,62894
cyp,2012,61801
cyp,2013,60793
cyp,2014,58634
cyp,2015,57161
cyp,2016,55711
cyp,2017,55212
cyp,2018,54966
cyp,2019,55499
cze,1971,1025567
cze,1972,1000466
cze,1973,974907
cze,1974,956646
cze,1975,960085
cze,1976,980311
cze,1977,1001695
cze,1978,1013162
cze,1979,1021962
cze,1980,1021020
cze,1982,1148591
cze,1983,1136748
cze,1984,1117289
cze,1985,1138810
cze,1986,1160863
cze,1987,1227253
cze,1988,1237801
cze,1989,1285595
cze,1990,1287458
cze,1991,1267699
cze,1992,1201149
cze,1993,1200260
cze,1994,1189988
cze,1995,1193245
cze,1996,1190725
cze,1997,1067160
cze,1998,956551
cze,1999,928467
cze,2000,957763
cze,2001,1004130
cze,2002,998608
cze,2003,1000493
cze,2004,982208
cze,2005,975284
cze,2006,966280
cze,2007,937026
cze,2008,903691
cze,2009,868328
cze,2010,836847
cze,2011,805253
cze,2012,777216
cze,2013,801314
cze,2014,781392
cze,2015,770437
cze,2016,765502
cze,2017,772457
cze,2018,787114
cze,2019,807502
deu,1991,7398011
deu,1992,7500078
deu,1993,7933806
deu,1994,8070103
deu,1995,8152297
deu,1996,8260674
deu,1997,8382335
deu,1998,8080886
deu,1999,8185146
deu,2000,8307277
deu,2001,8387525
deu,2002,8465150
deu,2003,8446559
deu,2004,8381930
deu,2005,8267636
deu,2006,8184604
deu,2007,7981848
deu,2008,7907105
deu,2009,7740935
deu,2010,7663755
deu,2011,7528270
deu,2012,7392963
deu,2013,7289386.5
deu,2014,7201072
deu,2015,7112949.5
deu,2016,7073164
deu,2017,7028712.5
deu,2018,6948797.5
deu,2019,6923443
dji,1971,1385
dji,1972,1841
dji,1973,1674
dji,1974,1920
dji,1975,2158
dji,1976,1994
dji,1979,3774
dji,1980,4472
dji,1981,5133
dji,1982,5543
dji,1983,5932
dji,1984,6331
dji,1985,6617
dji,1986,7041
dji,1987,8003
dji,1988,8136
dji,1989,8902
dji,1990,9152
dji,1991,9513
dji,1992,10026
dji,1993,9740
dji,1994,10384
dji,1995,11384
dji,1996,11860
dji,1997,13311
dji,1999,15511
dji,2000,15812
dji,2001,18808
dji,2002,20516
dji,2004,26549
dji,2005,30142
dji,2006,30265
dji,2007,34972
dji,2008,41159
dji,2009,44481
dji,2011,50965
dji,2012,55082
dji,2013,57155
dji,2014,58553
dji,2015,59483
dji,2016,61284
dji,2017,60772
dji,2018,65144
dji,2019,65499
dji,2020,67970
dji,2021,68734
dma,1973,6649
dma,1974,6566
dma,1975,6379
dma,1976,6487
dma,1977,6516
dma,1978,6342
dma,1979,6779
dma,1984,7562
dma,1986,7370
dma,1987,6308
dma,1990,5634
dma,1999,7126
dma,2000,7429
dma,2001,7456
dma,2002,7500
dma,2003,7724
dma,2004,7477
dma,2005,7476
dma,2006,7475
dma,2007,7481
dma,2008,7309
dma,2009,7214
dma,2010,6766
dma,2011,6507
dma,2014,5663
dma,2015,5561
dma,2019,4863
dma,2020,4750
dnk,1971,407103
dnk,1978,452625
dnk,1979,467879
dnk,1980,486692
dnk,1981,498944
dnk,1982,498462
dnk,1983,495950
dnk,1984,486541
dnk,1985,483859
dnk,1986,487526
dnk,1987,488775
dnk,1988,485842
dnk,1989,483502
dnk,1990,474908
dnk,1991,464555
dnk,1992,455639
dnk,1993,448596
dnk,1994,445746
dnk,1995,444682
dnk,1996,438809
dnk,1998,423986
dnk,1999,422399
dnk,2000,426149
dnk,2001,441523
dnk,2002,434517
dnk,2003,446863
dnk,2004,449750
dnk,2005,464952
dnk,2006,463617
dnk,2007,475140
dnk,2008,484199
dnk,2009,493144
dnk,2010,504205
dnk,2011,519115
dnk,2012,527851
dnk,2013,555278
dnk,2014,553791
dnk,2015,553263
dnk,2016,540622
dnk,2017,534080
dnk,2018,531247
dnk,2019,527967
dom,1971,126261
dom,1972,141070
dom,1973,161727
dom,1974,176727
dom,1975,191095
dom,1976,260133
dom,1977,279314
dom,1978,298293
dom,1979,318905
dom,1980,337511
dom,1981,356091
dom,1982,379377
dom,1984,480387
dom,1986,463511
dom,1994,425216
dom,1995,454561
dom,1998,585230
dom,1999,610519
dom,2000,653558
dom,2002,757790
dom,2004,782690
dom,2005,808352
dom,2007,920494
dom,2008,909331
dom,2009,934126
dom,2010,904527
dom,2011,898690
dom,2012,905616
dom,2013,919763
dom,2014,931068
dom,2015,929493
dom,2016,928854
dom,2017,924737
dom,2018,924714
dom,2019,940592
dom,2020,916659
dza,1971,242335
dza,1972,299280
dza,1973,343393
dza,1974,384001
dza,1975,429684
dza,1976,509258
dza,1977,612229
dza,1978,741961
dza,1979,844291
dza,1980,933335
dza,1981,1028294
dza,1982,1154709
dza,1983,1297490
dza,1984,1452389
dza,1985,1611744
dza,1986,1823392
dza,1987,1975853
dza,1988,2082646
dza,1989,2111292
dza,1990,2162469
dza,1991,2175580
dza,1992,2232780
dza,1993,2305198
dza,1994,2412079
dza,1995,2472569
dza,1996,2544864
dza,1997,2618242
dza,1999,2984927
dza,2000,2994258
dza,2001,3188826
dza,2002,3352340
dza,2003,3455930
dza,2004,3604785
dza,2005,3654232
dza,2006,3664852
dza,2007,3724095
dza,2008,3984536
dza,2009,4576166
dza,2010,4616226
dza,2011,4572513
ecu,1971,216727
ecu,1972,239557
ecu,1973,267422
ecu,1974,299456
ecu,1975,336702
ecu,1976,383624
ecu,1977,425765
ecu,1978,461115
ecu,1979,498165
ecu,1980,540639
ecu,1981,591969
ecu,1982,634933
ecu,1983,672575
ecu,1984,655219
ecu,1985,715082
ecu,1986,730226
ecu,1987,750018
ecu,1988,771928
ecu,1990,792297
ecu,1991,785844
ecu,1992,811666
ecu,1993,814359
ecu,1996,806096
ecu,1998,866606
ecu,1999,903569
ecu,2000,917245
ecu,2001,936406
ecu,2002,966362
ecu,2003,972777
ecu,2004,996535
ecu,2005,1053175
ecu,2006,1103258
ecu,2007,1141866
ecu,2009,1571052
ecu,2010,1655274
ecu,2011,1749833
ecu,2012,1822637
ecu,2013,1882586
ecu,2014,1942230
ecu,2015,1932353
ecu,2016,1929522
ecu,2017,1903418
ecu,2018,1891648
ecu,2019,1877419
ecu,2020,1876818
egy,1971,1448242
egy,1972,1559189
egy,1973,1668435
egy,1974,1775449
egy,1975,1982752
egy,1976,2176362
egy,1977,2397265
egy,1978,2561268
egy,1979,2685306
egy,1980,2807158
egy,1981,2929168
egy,1982,3085465
egy,1983,3246625
egy,1984,3414756
egy,1985,3590986
egy,1986,3826601
egy,1987,4041602
egy,1988,4130812
egy,1989,4180754
egy,1990,5286776
egy,1991,5507257
egy,1992,5284174
egy,1993,5515092
egy,1994,6133308
egy,1995,6147263
egy,1996,6142651
egy,1997,6717162
egy,1999,7671031
egy,2000,8028170
egy,2001,8323597
egy,2002,8360316
egy,2003,8384065
egy,2004,8329822
egy,2009,6665801
egy,2010,6845748
egy,2011,7745940
egy,2012,7910112
egy,2013,8121734
egy,2014,8208329
egy,2016,8744802
egy,2017,8938257
egy,2018,9136789
egy,2019,9413798
eri,1993,60955
eri,1994,66524
eri,1995,72969
eri,1996,80182
eri,1997,89087
eri,1999,115393
eri,2000,135209
eri,2001,142124
eri,2002,152723
eri,2003,161273
eri,2004,194124
eri,2005,216944
eri,2006,227786
eri,2007,218369
eri,2008,229079
eri,2009,242115
eri,2010,248082
eri,2011,256512
eri,2012,265600
eri,2013,268634
eri,2014,270088
eri,2015,245806
eri,2017,247424
eri,2018,260421
esp,1971,2313272
esp,1972,2237893
esp,1973,2498587
esp,1974,2676845
esp,1975,2918126
esp,1976,3188619
esp,1977,3381677
esp,1978,3502459
esp,1979,3775195
esp,1980,3912777
esp,1981,3976747
esp,1982,4067568
esp,1983,4169047
esp,1984,4112760
esp,1985,4222836
esp,1986,4555541
esp,1987,4684739
esp,1988,4805155
esp,1989,4845905
esp,1990,4695375
esp,1991,4755322
esp,1992,4773349
esp,1993,4859965
esp,1994,4837802
esp,1995,4744829
esp,1996,4117052
esp,1997,3852102
esp,1998,3389191
esp,1999,3299469
esp,2000,3245950
esp,2001,3183282
esp,2002,3106777
esp,2003,3052662
esp,2004,3048188
esp,2005,3107816
esp,2006,3091036
esp,2007,3080161
esp,2008,3069321
esp,2009,3065017
esp,2010,3185008
esp,2011,3248018
esp,2012,3296129
esp,2013,3296359
esp,2014,3288424
esp,2015,3313127
esp,2016,3329389
esp,2017,3332678
esp,2018,3371069
esp,2019,3421868
est,1986,126440
est,1989,114049
est,1990,138688
est,1991,134463
est,1992,132020
est,1993,123920
est,1994,122894
est,1995,125052
est,1996,112288
est,1998,115608
est,1999,115885
est,2000,116886
est,2001,118980
est,2002,123269
est,2003,123074
est,2004,124382
est,2005,124493
est,2006,120246
est,2007,114108
est,2008,106059
est,2009,99562
est,2010,95331
est,2011,90717
est,2012,85183
est,2013,80840
est,2014,77873
est,2015,77910
est,2016,80212
est,2017,82192.16406
est,2018,84017.25
est,2019,86033.32812
eth,1971,135179
eth,1972,149303
eth,1973,169635
eth,1974,191704
eth,1984,583783
eth,1986,666169
eth,1987,752346
eth,1988,852250
eth,1989,882119
eth,1991,866016
eth,1992,782412
eth,1993,720825
eth,1994,723009
eth,1995,756249
eth,1996,819242
eth,1999,1059753
eth,2000,1194701
eth,2001,1495445
eth,2002,1734131
eth,2003,1857817
eth,2004,2140751
eth,2005,2488465
eth,2006,2992589
eth,2007,3430129
eth,2008,3696385
eth,2009,3882551
eth,2010,4206700
eth,2011,4541623
eth,2012,4928710
eth,2015,5028678
fin,1971,509691
fin,1972,521167
fin,1973,516954
fin,1974,516979
fin,1975,508205
fin,1976,419808
fin,1977,431090
fin,1978,437675
fin,1979,446041
fin,1980,447643
fin,1981,449322
fin,1982,446341
fin,1983,439471
fin,1984,441950
fin,1985,434507
fin,1986,424076
fin,1987,410807
fin,1988,406835
fin,1989,409414
fin,1990,418209
fin,1991,426864
fin,1992,446207
fin,1993,443831
fin,1994,455300
fin,1995,454707
fin,1996,460878
fin,1997,469933
fin,1998,469495
fin,1999,479882
fin,2000,494095
fin,2001,499882
fin,2002,501689
fin,2003,508063
fin,2004,425966
fin,2005,430596
fin,2006,432565
fin,2007,432607
fin,2008,431233
fin,2009,428332
fin,2010,426710
fin,2011,422872
fin,2012,415505
fin,2013,541021
fin,2014,536925
fin,2015,540067
fin,2016,539816
fin,2017,543436
fin,2018,546469
fin,2019,514823
fji,1970,41780
fji,1971,45695
fji,1972,50348
fji,1973,53906
fji,1974,57622
fji,1975,60566
fji,1976,63293
fji,1977,65870
fji,1978,67328
fji,1979,68292
fji,1980,66985
fji,1981,65256
fji,1983,65086
fji,1984,65149
fji,1985,63347
fji,1986,65236
fji,1987,67422
fji,1991,84557
fji,1992,91123
fji,1998,98726
fji,1999,98290
fji,2000,97840
fji,2001,96431
fji,2002,97696
fji,2003,99210
fji,2004,102023
fji,2006,100243
fji,2007,99098
fji,2008,98561
fji,2009,97937
fji,2011,100913
fji,2012,97254
fra,1971,4281446
fra,1972,4524381
fra,1973,4742060
fra,1974,5029242
fra,1975,4957483
fra,1976,4890152
fra,1977,4961775
fra,1978,4948694
fra,1979,4976489
fra,1980,5007508
fra,1981,5013666
fra,1982,5050028
fra,1983,5124403
fra,1984,5225994
fra,1985,5320621
fra,1986,5371593
fra,1987,5389806
fra,1988,5383946
fra,1989,5390489
fra,1990,5398599
fra,1991,5521862
fra,1992,5614894
fra,1993,5573582
fra,1994,5983059
fra,1995,6003797
fra,1996,5980518
fra,1997,5979690
fra,1998,5976438
fra,1999,5955495
fra,2000,5928745
fra,2001,5876047
fra,2002,5851530
fra,2003,5859127
fra,2004,5826848
fra,2005,6036192
fra,2006,5993897
fra,2007,5940366
fra,2008,5899298
fra,2009,5861961
fra,2010,5873103
fra,2011,5888388
fra,2012,5920216
fra,2013,5913849
fra,2014,5947212
fra,2015,5982868
fra,2016,6016608
fra,2017,6058330
fra,2018,6109604
fra,2019,6125799
fro,1971,2776
fsm,1971,12289
fsm,1972,13060
fsm,1973,14024
fsm,1974,14721
fsm,1976,15233
fsm,1977,15071
fsm,2004,13506
fsm,2005,13634
gab,1971,9983
gab,1972,11461
gab,1973,14459
gab,1974,17544
gab,1975,20999
gab,1976,22542
gab,1977,23460
gab,1978,26342
gab,1979,26103
gab,1980,26750
gab,1981,29406
gab,1982,30222
gab,1983,32692
gab,1984,36160
gab,1985,39334
gab,1986,44124
gab,1987,44966
gab,1988,48274
gab,1989,47828
gab,1994,59442
gab,1995,65718
gab,1996,80552
gab,1997,84155
gab,1999,86543
gab,2001,100718
gab,2002,105191
gbr,1971,4149067
gbr,1972,4279612
gbr,1973,4424528
gbr,1974,4829346
gbr,1975,4990440
gbr,1976,5154371
gbr,1977,5285143
gbr,1978,5344922
gbr,1979,5380774
gbr,1980,5360097
gbr,1981,5341849
gbr,1982,5329275
gbr,1983,5296000
gbr,1984,5173000
gbr,1985,5024000
gbr,1986,4877000
gbr,1987,4688000
gbr,1988,4508000
gbr,1989,4365912
gbr,1990,4284000
gbr,1991,4335600
gbr,1992,4433500
gbr,1993,4868593
gbr,1994,4938261
gbr,1995,4986597
gbr,1996,5000486
gbr,1997,4975266
gbr,1998,5012393
gbr,1999,5202387
gbr,2000,5314730
gbr,2001,5376980
gbr,2002,5518839
gbr,2003,5541262
gbr,2004,5712635
gbr,2005,5760887
gbr,2006,5357793
gbr,2007,5306369
gbr,2008,5356450
gbr,2009,5429636
gbr,2010,5538230
gbr,2011,5000332
gbr,2012,4849275
gbr,2013,6496973
gbr,2014,6556991.5
gbr,2015,6374675
gbr,2017,6386316.5
gbr,2018,6173690.5
gbr,2019,6138912
geo,1981,687475
geo,1986,668884
geo,1991,567998
geo,1992,530751
geo,1993,466166
geo,1994,453502
geo,1995,437413
geo,1996,441557
geo,1997,444058
geo,1999,442373
geo,2000,443643
geo,2001,448564
geo,2002,450787
geo,2003,452685
geo,2004,312333
geo,2005,316430
geo,2006,314427
geo,2007,321171
geo,2008,305388
geo,2009,341649
geo,2013,292596
geo,2014,281739
geo,2015,277874
geo,2016,274579
geo,2017,275464
geo,2018,280425
geo,2019,282929
geo,2020,277770
gha,1971,545414
gha,1973,547486
gha,1974,534589
gha,1975,536660
gha,1976,555980
gha,1977,576979
gha,1978,592262
gha,1979,613710
gha,1980,659950
gha,1981,693159
gha,1982,695466
gha,1983,729565
gha,1984,753665
gha,1985,751192
gha,1986,779980
gha,1987,797528
gha,1988,862914
gha,1989,793388
gha,1990,829518
gha,1995,940948
gha,1999,1024135
gha,2000,1056616
gha,2001,1031402
gha,2002,1098873
gha,2003,1166604
gha,2004,1276670
gha,2005,1370261
gha,2006,1454097
gha,2007,1617803
gha,2008,1723734
gha,2009,1812084
gha,2011,2148266
gha,2012,2223821
gha,2013,2356686
gha,2014,2265692
gha,2015,2439501
gha,2016,2511865
gha,2017,2550714
gha,2018,2677145
gha,2019,2851160
gha,2020,3018244
gib,1971,1794
gib,1972,1447
gib,1973,1518
gib,1974,1589
gib,1975,1605
gib,1976,1629
gib,1977,1777
gib,1978,1769
gib,1979,1803
gib,1980,1813
gib,1981,1811
gib,1982,1842
gib,1983,1832
gib,1984,1825
gib,1985,1806
gib,1999,1370
gib,2000,1471
gib,2001,1550
gib,2008,1674
gib,2009,1657
gib,2016,2100
gib,2017,2212
gib,2019,2157
gib,2020,2210
gin,1971,63409
gin,1977,83020
gin,1978,91011
gin,1979,92404
gin,1980,97130
gin,1981,98305
gin,1982,93660
gin,1983,94848
gin,1984,97719
gin,1985,101121
gin,1986,92754
gin,1987,82088
gin,1989,81325
gin,1990,78659
gin,1991,85942
gin,1993,106811
gin,1994,116377
gin,1996,132722
gin,1999,167608
gin,2001,235210
gin,2002,276084
gin,2003,305717
gin,2004,344630
gin,2005,420057
gin,2006,482825
gin,2008,530705
gin,2011,640245
gin,2012,657383
gin,2014,715702
gmb,1971,5042
gmb,1972,5482
gmb,1973,5791
gmb,1974,5997
gmb,1975,6162
gmb,1976,6618
gmb,1977,7456
gmb,1978,7588
gmb,1979,8101
gmb,1980,8940
gmb,1981,9657
gmb,1982,10569
gmb,1983,12424
gmb,1984,14430
gmb,1985,15913
gmb,1986,15918
gmb,1987,15978
gmb,1988,16136
gmb,1989,17310
gmb,1990,18510
gmb,1991,20400
gmb,1992,21786
gmb,1993,25929
gmb,1994,27120
gmb,1995,31567
gmb,1996,32097
gmb,2008,116924
gmb,2009,123022
gmb,2010,124397
gnb,1971,4215
gnb,1972,4023
gnb,1976,2153
gnb,1977,3177
gnb,1978,3731
gnb,1979,4290
gnb,1980,4256
gnb,1981,4757
gnb,1982,6294
gnb,1983,8432
gnb,1984,9634
gnb,1985,9384
gnb,1987,6450
gnb,1988,5468
gnb,1989,6330
gnb,2000,25780
gnb,2005,50507
gnb,2006,55176
gnq,1971,6014
gnq,1976,4523
gnq,1980,2729
gnq,1983,4368
gnq,1993,17535
gnq,1994,16616
gnq,1999,20056
gnq,2000,20705
gnq,2001,19809
gnq,2002,21173
gnq,2005,25544
grc,1971,520323
grc,1972,569319
grc,1973,593442
grc,1974,618417
grc,1975,635140
grc,1976,661796
grc,1977,677884
grc,1978,689784
grc,1979,697336
grc,1980,725263
grc,1981,740058
grc,1982,778024
grc,1983,753096
grc,1984,790368
grc,1985,802817
grc,1986,813534
grc,1987,835845
grc,1988,840020
grc,1989,847495
grc,1990,843732
grc,1991,851353
grc,1992,870235
grc,1993,843403
grc,1994,851294
grc,1995,842633
grc,1996,835158
grc,1997,817566
grc,1998,798668
grc,1999,770883
grc,2000,738744
grc,2001,743462
grc,2002,756839
grc,2003,713850
grc,2004,695838
grc,2005,715537
grc,2006,704515
grc,2007,682012
grc,2010,716601
grc,2011,692302
grc,2012,692957
grc,2013,694933
grc,2014,667718
grc,2015,662741
grc,2016,662446
grc,2017,667797
grc,2018,668196
grc,2019,689298
grd,1971,4081
grd,1972,5178
grd,1973,4773
grd,1974,4872
grd,1975,9910
grd,1976,10197
grd,1977,10088
grd,1978,10077
grd,1979,9797
grd,1980,9413
grd,1981,8626
grd,1982,8645
grd,1983,8578
grd,1984,9994
grd,1985,9694
grd,1986,9571
grd,1987,9669
grd,1988,9600
grd,1989,9319
grd,1990,9406
grd,1991,9776
grd,1992,9896
grd,1993,10213
grd,2002,14467
grd,2003,14860
grd,2004,13660
grd,2005,12549
grd,2007,13060
grd,2008,12469
grd,2009,11031
grd,2010,11500
grd,2013,10040
grd,2014,9736
grd,2015,9309
grd,2016,9185
grd,2017,8834
grd,2018,9135
gtm,1970,75474
gtm,1971,65708
gtm,1972,73506
gtm,1973,75155
gtm,1974,90462
gtm,1975,99233
gtm,1976,111228
gtm,1977,119105
gtm,1978,159040
gtm,1979,168010
gtm,1980,171903
gtm,1981,181721
gtm,1982,177948
gtm,1983,185959
gtm,1984,194484
gtm,1985,204049
gtm,1986,223473
gtm,1991,294907
gtm,1993,334383
gtm,1994,357878
gtm,1995,372006
gtm,1996,375528
gtm,1997,384729
gtm,1998,399652
gtm,1999,434912
gtm,2000,503884
gtm,2001,547913
gtm,2002,608420
gtm,2004,698561
gtm,2005,754496
gtm,2006,809131
gtm,2007,864154
gtm,2008,902796
gtm,2009,982650
gtm,2010,1082320
gtm,2011,1113881
gtm,2012,1139559
gtm,2013,1159708
gtm,2014,1165624
gtm,2015,1220652
gtm,2016,1220113
gtm,2017,1220327
gtm,2018,1227191
gtm,2019,1195065
gtm,2020,1177859
gum,1971,10055
gum,1972,10602
gum,1973,11315
gum,1974,11873
gum,1975,12629
gum,1976,13242
gum,1977,13300
gum,1978,12000
gum,1979,14677
gum,1980,15308
gum,1981,14935
gum,1982,14759
gum,1983,13141
gum,1984,14063
gum,1985,14223
gum,1986,14557
gum,1987,14416
gum,1988,14595
gum,1989,16017
guy,1971,60412
guy,1972,65412
guy,1973,68092
guy,1974,67853
guy,1976,71327
guy,1984,67362
guy,1985,70731
guy,1986,76546
guy,1987,76012
guy,1999,62478
guy,2001,72028
guy,2003,64954
guy,2005,70615
guy,2007,72970
guy,2008,74673
guy,2009,77945
guy,2010,80676
guy,2011,86540
guy,2012,85934
hkg,1971,230879
hkg,1972,250906
hkg,1973,273988
hkg,1974,301096
hkg,1975,338400
hkg,1976,368655
hkg,1977,395621
hkg,1978,424538
hkg,1979,453546
hkg,1980,463798
hkg,1981,468975
hkg,1982,464923
hkg,1983,459611
hkg,1984,453369
hkg,1985,454061
hkg,1986,450367
hkg,1987,455738
hkg,1988,458444
hkg,1996,473817
hkg,2001,490039
hkg,2002,488537
hkg,2003,487218
hkg,2004,492779
hkg,2005,498354
hkg,2006,500708
hkg,2007,510284
hkg,2008,513787
hkg,2009,511872
hkg,2010,508269
hkg,2011,486817
hkg,2012,486942
hkg,2013,439093
hkg,2014,415971
hkg,2015,393952
hkg,2016,371900
hkg,2017,357158
hkg,2018,349086
hkg,2019,341388
hkg,2020,342554
hnd,1970,39839
hnd,1971,47345
hnd,1972,52325
hnd,1974,66411
hnd,1975,56705
hnd,1976,63115
hnd,1977,93330
hnd,1978,109390
hnd,1979,111534
hnd,1980,127293
hnd,1982,147990
hnd,1983,156665
hnd,1984,164453
hnd,1985,184112
hnd,1986,179444
hnd,1991,194083
hnd,1993,203192
hnd,2006,524367
hnd,2007,554297
hnd,2008,566938
hnd,2010,655294
hnd,2011,663115
hnd,2012,659558
hnd,2013,642654
hnd,2014,619832
hnd,2015,637727
hnd,2016,651807
hnd,2017,655090
hnd,2019,688235
hnd,2020,607709
hrv,1993,420705
hrv,1994,435864
hrv,1995,421233
hrv,1996,417475
hrv,1997,416829
hrv,1998,416907
hrv,1999,416388
hrv,2000,410407
hrv,2001,405164
hrv,2002,401921
hrv,2003,399845
hrv,2005,400123
hrv,2006,395836
hrv,2007,392952
hrv,2008,391637
hrv,2009,391437
hrv,2010,388515
hrv,2011,384008
hrv,2012,380753
hrv,2013,379102
hrv,2014,370356
hrv,2015,360205
hrv,2016,349018
hrv,2017,339838
hrv,2018,332460
hrv,2019,326095
hti,1979,84454
hti,1980,91247
hti,1981,99894
hti,1982,101519
hti,1983,120316
hti,1984,137513
hti,1986,143758
hun,1971,1053264
hun,1972,998489
hun,1973,957390
hun,1974,905470
hun,1975,875361
hun,1976,855662
hun,1977,848081
hun,1978,852820
hun,1979,873465
hun,1980,893541
hun,1981,917219
hun,1982,941953
hun,1983,958032
hun,1984,971755
hun,1985,998337
hun,1986,1042754
hun,1987,1076516
hun,1988,1107224
hun,1989,1126937
hun,1990,1139788
hun,1991,1137932
hun,1992,1114493
hun,1994,1156874
hun,1995,1128911
hun,1996,1112149
hun,1997,1103907
hun,1998,1017745
hun,1999,1006546
hun,2000,1001855
hun,2001,1007476
hun,2002,1013471
hun,2003,1029979
hun,2004,963242
hun,2005,960215
hun,2006,948856
hun,2007,937323
hun,2008,924414
hun,2009,913392
hun,2010,904848
hun,2011,882609
hun,2012,864391
hun,2013,890759
hun,2014,857807
hun,2015,826626
hun,2016,808744
hun,2017,807705
hun,2018,808569
hun,2019,624762
idn,1970,2459875
idn,1971,2640400
idn,1972,2783738
idn,1973,2965852
idn,1974,3189469
idn,1975,3570080
idn,1976,3833129
idn,1977,4084307
idn,1978,4467512
idn,1981,5721815
idn,1982,6320013
idn,1983,7222213
idn,1984,7445917
idn,1986,9479086
idn,1987,10906515
idn,1988,11545063
idn,1989,11693361
idn,1990,11243323
idn,1991,10965430
idn,1992,10920580
idn,1993,10969305
idn,1994,11360349
idn,1995,12223753
idn,1996,13095913
idn,1997,14209974
idn,1998,14397038
idn,1999,14502561
idn,2000,14720390
idn,2001,14828085
idn,2002,15140713
idn,2003,15872535
idn,2004,16353933
idn,2005,15993187
idn,2006,16797808
idn,2007,18716928
idn,2008,18314900
idn,2009,19520704
idn,2010,19975916
idn,2011,20777856
idn,2012,21445796
idn,2013,22322494
idn,2014,22586956
idn,2015,23756316
idn,2016,23632854
idn,2017,24318262
idn,2018,24893570
ind,1971,21143698
ind,1972,21964372
ind,1973,22823568
ind,1975,24494950
ind,1976,25196116
ind,1977,26265096
ind,1978,27178592
ind,1980,30592436
ind,1981,32748396
ind,1982,35016992
ind,1983,37922992
ind,1984,40266884
ind,1986,44484544
ind,1987,44873656
ind,1988,45879040
ind,1989,47021876
ind,1993,62245636
ind,1994,64115976
ind,1995,65206356
ind,1996,66633720
ind,1997,68872392
ind,1999,67089892
ind,2000,71030512
ind,2001,72392728
ind,2002,76215688
ind,2003,81050128
ind,2004,84569080
ind,2005,89461792
ind,2006,91529432
ind,2007,96049056
ind,2008,101783936
ind,2009,101110384
ind,2010,107686864
ind,2011,113727864
ind,2012,119148200
ind,2013,119400528
ind,2014,129438992
ind,2015,129542056
ind,2016,132161360
ind,2017,129829192
ind,2018,131759760
ind,2019,130932816
ind,2020,134043296
irl,1971,208705
irl,1972,215359
irl,1973,229875
irl,1974,241767
irl,1975,256652
irl,1976,270956
irl,1977,281121
irl,1978,288110
irl,1979,292658
irl,1980,295592
irl,1981,300601
irl,1982,309600
irl,1983,316878
irl,1984,324409
irl,1985,332565
irl,1986,338256
irl,1987,341681
irl,1988,342791
irl,1989,341800
irl,1990,342364
irl,1991,345941
irl,1992,352408
irl,1993,381630
irl,1994,387813
irl,1995,390680
irl,1996,389374
irl,1997,389353
irl,1998,354252
irl,1999,346316
irl,2000,338247
irl,2001,328424
irl,2002,323043
irl,2003,320620
irl,2004,320560
irl,2005,317337
irl,2006,313479
irl,2007,316015
irl,2008,318382
irl,2009,326543
irl,2010,336464
irl,2011,331047
irl,2012,340829
irl,2014,348116
irl,2015,354670
irl,2016,360088
irl,2017,392294
irl,2018,491761
irl,2019,445485
irn,1971,1056787
irn,1972,1468340
irn,1973,1605769
irn,1974,1766906
irn,1975,1989567
irn,1976,2183137
irn,1977,2356878
irn,1985,3107548
irn,1988,3861050
irn,1990,4696606
irn,1991,5084832
irn,1992,5619057
irn,1993,6322988
irn,1994,7059037
irn,1995,7652829
irn,1997,8776792
irn,1999,9726948
irn,2000,9954767
irn,2001,9933471
irn,2002,9916372
irn,2003,9704392
irn,2004,9440807
irn,2005,9066410
irn,2006,8805028
irn,2007,8323213
irn,2008,8187132
