geo,time,se_sec_enrl
mus,2015,129008
mus,2016,128761
mus,2017,125270
mus,2018,122424
mus,2019,122055
mus,2021,114124
mwi,1972,65634
mwi,1973,71134
mwi,1974,70050
mwi,1975,80752
mwi,1976,85974
mwi,1977,97119
mwi,1978,106026
mwi,1979,111447
mwi,1980,130975
mwi,1981,138498
mwi,1982,149532
mwi,1983,153679
mwi,1984,163391
mwi,1985,168137
mwi,1986,174752
mwi,1987,187746
mwi,1988,194387
mwi,1989,199043
mwi,1990,212075
mwi,1991,222225
mwi,1992,257558
mwi,1993,245096
mwi,1994,218707
mwi,1995,322999
mwi,1996,343314
mwi,1998,472734
mwi,1999,556322
mwi,2000,486786
mwi,2001,518251
mwi,2002,517690
mwi,2004,505303
mwi,2005,516462
mwi,2006,565467
mwi,2007,574003
mwi,2008,636416
mwi,2009,666679
mwi,2010,692157
mwi,2011,736364
mwi,2012,761366
mwi,2013,853210
mwi,2014,920209
mwi,2015,961589
mwi,2016,951555
mwi,2017,998940
mwi,2018,1040975
mwi,2019,989847
mys,1970,609376
mys,1971,655265
mys,1972,701563
mys,1974,853592
mys,1975,933411
mys,1976,975288
mys,1977,988914
mys,1978,1038049
mys,1979,1075880
mys,1980,1083818
mys,1981,1135143
mys,1982,1141387
mys,1983,1217308
mys,1984,1272930
mys,1985,1294990
mys,1986,1381495
mys,1987,1452924
mys,1988,1452966
mys,1989,1468828
mys,1990,1456497
mys,1991,1511084
mys,1992,1566790
mys,1993,1572837
mys,1994,1613182
mys,1995,1651684
mys,1996,1736414
mys,1997,1794515
mys,1998,2153537
mys,1999,2176863
mys,2000,2205426
mys,2001,2246874
mys,2002,2300062
mys,2003,2518642
mys,2004,2583993
mys,2005,2489117
mys,2006,2516116
mys,2007,2499165
mys,2008,2537203
mys,2009,2546102
mys,2010,2615717
mys,2011,2627704
mys,2012,2757435
mys,2013,2754185
mys,2014,2846473
mys,2015,2801439
mys,2016,2759653
mys,2017,2744639
mys,2018,2592970
mys,2019,2602216
nam,1986,49571
nam,1987,51420
nam,1988,56355
nam,1989,59146
nam,1990,62399
nam,1991,73409
nam,1992,84581
nam,1993,92725
nam,1994,101974
nam,1995,103308
nam,1996,104613
nam,1997,108846
nam,1998,110076
nam,1999,116131
nam,2000,124196
nam,2001,135943
nam,2002,138099
nam,2003,140976
nam,2004,144289
nam,2005,148104
nam,2006,151805
nam,2007,158162
ncl,1970,5132
ncl,1971,5238
ncl,1972,6080
ncl,1973,6563
ncl,1974,7240
ncl,1975,7960
ncl,1976,8862
ncl,1977,9993
ncl,1978,10671
ncl,1979,11675
ncl,1980,11945
ncl,1981,13523
ncl,1982,15477
ncl,1983,16854
ncl,1984,17745
ncl,1985,18351
ncl,1986,18889
ncl,1987,19417
ncl,1988,19663
ncl,1989,20151
ncl,1990,20673
ncl,1991,21908
ncl,1997,25560
ner,1971,6999
ner,1972,7975
ner,1973,9253
ner,1974,11108
ner,1975,12333
ner,1976,14462
ner,1977,18098
ner,1978,22290
ner,1979,27196
ner,1980,32687
ner,1981,38861
ner,1982,44788
ner,1983,45094
ner,1984,47188
ner,1988,58489
ner,1989,65816
ner,1990,68352
ner,1991,76758
ner,1992,76916
ner,1993,80009
ner,1996,92608
ner,1997,97675
ner,1998,98978
ner,1999,104933
ner,2000,106182
ner,2001,108033
ner,2002,112033
ner,2003,126137
ner,2004,158343
ner,2005,181641
ner,2006,216961
ner,2007,217378
ner,2008,234029
ner,2009,256555
ner,2010,306675
ner,2011,342391
ner,2012,388641
ner,2013,439160
ner,2014,515075
ner,2015,595426
ner,2016,717660
ner,2017,786582
nga,1970,356565
nga,1971,395575
nga,1972,451042
nga,1973,516658
nga,1977,745717
nga,1978,904931
nga,1979,1131112
nga,1980,1451242
nga,1981,1864713
nga,1982,2345604
nga,1983,2880280
nga,1984,3393186
nga,1985,3561207
nga,1986,2988174
nga,1987,3088711
nga,1989,2956376
nga,1990,3125192
nga,1999,3844585
nga,2000,4104345
nga,2001,4601105
nga,2002,5124270
nga,2004,6279562
nga,2005,6397581
nga,2006,6436449
nga,2007,6068160
nga,2008,6888700
nga,2009,7827318
nga,2010,9056768
nga,2011,9591205
nga,2012,10212250
nga,2013,12532753
nga,2014,10495583
nga,2015,11116030
nga,2016,10314796
nga,2018,11374084
nic,1970,51383
nic,1971,54690
nic,1972,61084
nic,1973,63177
nic,1974,71044
nic,1975,80202
nic,1976,89823
nic,1977,105429
nic,1978,98874
nic,1979,110726
nic,1980,139743
nic,1982,136629
nic,1983,157076
nic,1984,143162
nic,1985,128499
nic,1986,137333
nic,1987,154190
nic,1988,159015
nic,1989,161212
nic,1990,184101
nic,1991,221237
nic,1992,228360
nic,1993,238399
nic,1994,249091
nic,1995,265515
nic,1998,287217
nic,1999,321493
nic,2000,333210
nic,2001,353724
nic,2002,382951
nic,2004,416405
nic,2005,437853
nic,2006,448258
nic,2007,470520
nic,2008,462198
nic,2010,465201
nld,1971,1006327
nld,1972,1062671
nld,1973,1110997
nld,1974,1167463
nld,1975,1210259
nld,1976,1283585
nld,1977,1330981
nld,1978,1361333
nld,1979,1367340
nld,1980,1383602
nld,1981,1391485
nld,1982,1412714
nld,1983,1440242
nld,1984,1466956
nld,1985,1445991
nld,1986,1620011
nld,1987,1589013
nld,1988,1528933
nld,1989,1474792
nld,1990,1436601
nld,1991,1401739
nld,1992,1377768
nld,1993,1369507
nld,1994,1536153
nld,1995,1508772
nld,1996,1479682
nld,1997,1415712
nld,1998,1397055
nld,1999,1364806
nld,2000,1379253
nld,2001,1402928
nld,2002,1397939
nld,2003,1415170
nld,2004,1396696
nld,2005,1410547
nld,2006,1423262
nld,2007,1444057
nld,2008,1460503
nld,2009,1462461
nld,2010,1474983
nld,2011,1538898
nld,2012,1550175
nld,2015,1613497
nld,2016,1611016
nld,2017,1650379
nld,2018,1632486
nld,2019,1623517
nld_curacao,2013,11219
nld_curacao,2020,14713
nor,1971,302792
nor,1972,307565
nor,1973,331612
nor,1974,330350
nor,1975,331149
nor,1976,326640
nor,1977,330163
nor,1978,334392
nor,1979,346158
nor,1980,355567
nor,1981,360776
nor,1982,368624
nor,1983,381603
nor,1984,383499
nor,1985,388459
nor,1986,387990
nor,1987,378871
nor,1988,370087
nor,1989,365938
nor,1990,375095
nor,1991,370779
nor,1992,367395
nor,1993,380916
nor,1994,408418
nor,1995,370925
nor,1996,364343
nor,1997,368074
nor,1998,369454
nor,1999,377640
nor,2000,371659
nor,2001,369943
nor,2002,373015
nor,2003,385009
nor,2004,400159
nor,2005,403026
nor,2006,412311
nor,2007,419698
nor,2008,423598
nor,2009,425141
nor,2010,435085
nor,2011,437010
nor,2012,432546
nor,2013,442563
nor,2014,439250
nor,2015,443491
nor,2016,444851
nor,2017,447525
nor,2018,449330
nor,2019,453696
npl,1972,222867
npl,1973,250868
npl,1974,258365
npl,1975,281816
npl,1976,262748
npl,1977,308797
npl,1978,370231
npl,1979,449038
npl,1980,512434
npl,1981,313895
npl,1982,370082
npl,1983,418085
npl,1984,455401
npl,1985,496921
npl,1986,540049
npl,1987,579517
npl,1988,612943
npl,1989,664016
npl,1990,708663
npl,1991,773808
npl,1992,855137
npl,1993,910114
npl,1994,944509
npl,1995,1016443
npl,1996,1121335
npl,1999,1265458
npl,2000,1348212
npl,2001,1501503
npl,2002,1690198
npl,2003,1822063
npl,2005,2054165
npl,2006,1983561
npl,2007,1998990
npl,2008,2305166
npl,2009,2381225
npl,2010,2694256
npl,2011,2850361
npl,2012,3035958
npl,2013,3111257
npl,2014,3163946
npl,2015,3176320
npl,2016,3277231
npl,2017,3336650
npl,2019,3463763
npl,2020,3631853
nru,1971,364
nru,1972,400
nru,1973,443
nru,1985,482
nru,2000,662
nru,2001,636
nru,2002,573
nru,2003,645
nru,2004,508
nru,2005,600
nru,2006,815
nru,2007,689
nru,2008,816
nru,2012,945
nru,2014,1028
nru,2016,992
nru,2019,1203
nzl,1970,303835
nzl,1971,313107
nzl,1972,323850
nzl,1973,333352
nzl,1974,341506
nzl,1975,354107
nzl,1976,362430
nzl,1977,360444
nzl,1979,356442
nzl,1980,352427
nzl,1981,350895
nzl,1982,351034
nzl,1983,360411
nzl,1984,359331
nzl,1985,354080
nzl,1986,348210
nzl,1987,343830
nzl,1988,343587
nzl,1989,341249
nzl,1990,340915
nzl,1991,345338
nzl,1992,350112
nzl,1993,376947
nzl,1994,404563
nzl,1995,420070
nzl,1996,430526
nzl,1997,433347
nzl,1998,432911
nzl,1999,436901
nzl,2000,443882
nzl,2001,456155
nzl,2002,482959
nzl,2003,503706
nzl,2004,503241
nzl,2005,526152
nzl,2006,522326
nzl,2007,526974
nzl,2008,514563
nzl,2009,542798
nzl,2010,512195
nzl,2011,508362
nzl,2012,501466
nzl,2013,492648.125
nzl,2014,491617.03125
nzl,2015,487363.34375
nzl,2016,484412.8125
nzl,2017,486333.875
nzl,2018,489898.71875
nzl,2019,532479.125
omn,1971,0
omn,1972,0
omn,1973,194
omn,1974,419
omn,1975,723
omn,1976,1379
omn,1977,2579
omn,1978,5647
omn,1979,8534
omn,1980,11978
omn,1981,16776
omn,1982,21226
omn,1983,28221
omn,1984,33913
omn,1985,41580
omn,1986,47305
omn,1987,54044
omn,1988,61287
omn,1989,71015
omn,1990,85264
omn,1991,101567
omn,1992,119244
omn,1993,140201
omn,1994,162363
omn,1995,179514
omn,1996,194904
omn,1997,205046
omn,1998,217246
omn,1999,229031
omn,2000,242533
omn,2001,254496
omn,2002,266923
omn,2003,279302
omn,2005,301568
omn,2006,308508
omn,2007,316019
omn,2008,317816
omn,2009,321670
omn,2011,301073
omn,2012,300067
omn,2013,292814
omn,2015,286900
omn,2016,294485
omn,2017,295770
omn,2018,422440
omn,2019,436578
omn,2020,454056
pak,1971,1462644
pak,1972,1522177
pak,1973,1629535
pak,1974,1721393
pak,1975,1879538
pak,1976,1935849
pak,1977,2009469
pak,1978,2075725
pak,1979,1974531
pak,1980,2095792
pak,1981,2165832
pak,1982,2253298
pak,1983,2433227
pak,1984,2615156
pak,1985,2811530
pak,1986,2923188
pak,1987,3070965
pak,1988,3216247
pak,1989,3441193
pak,1990,3665079
pak,1991,4345464
pak,1992,5022416
pak,2003,5734294
pak,2004,6449481
pak,2005,6852316
pak,2006,8421015
pak,2007,9145084
pak,2008,9339991
pak,2009,9432977
pak,2010,9654940
pak,2011,9939407
pak,2012,10371759
pak,2013,10794350
pak,2014,11286628
pak,2015,12077917
pak,2016,12597433
pak,2017,12529168
pak,2018,13357618
pak,2019,14189390
pan,1970,78466
pan,1971,86795
pan,1972,98836
pan,1973,111929
pan,1974,123060
pan,1975,133181
pan,1976,144191
pan,1977,154423
pan,1978,164474
pan,1979,170417
pan,1980,171273
pan,1981,174078
pan,1982,174791
pan,1983,176441
pan,1984,181774
pan,1985,184536
pan,1986,187312
pan,1987,189771
pan,1988,190166
pan,1989,189566
pan,1990,195903
pan,1991,198138
pan,1992,201047
pan,1993,206509
pan,1994,208775
pan,1995,216210
pan,1996,221022
pan,1999,230034
pan,2000,234153
pan,2001,244097
pan,2002,251228
pan,2004,253900
pan,2005,256224
pan,2006,257378
pan,2007,260694
pan,2008,266760
pan,2009,274809
pan,2010,283787
pan,2011,285846
pan,2013,310391
pan,2014,311816
pan,2015,316899
pan,2016,344790
pan,2017,322913
pan,2020,338652
per,1970,546183
per,1971,592568
per,1972,646453
per,1973,700349
per,1974,747560
per,1975,813489
per,1976,890106
per,1977,969129
per,1978,1095085
per,1979,1151748
per,1980,1203116
per,1981,1226130
per,1982,1249293
per,1983,1321667
per,1984,1374770
per,1985,1427261
per,1986,1474141
per,1987,1525039
per,1988,1578081
per,1989,1651800
per,1990,1697943
per,1991,1710715
per,1992,1703997
per,1993,1719854
per,1994,1833783
per,1995,1862728
per,1996,1930917
per,1997,1963401
per,1998,2212033
per,1999,2277813
per,2000,2374178
per,2001,2484775
per,2002,2539682
per,2003,2347247
per,2004,2446041
per,2005,2469618
per,2006,2539939
per,2007,2603890
per,2008,2609081
per,2009,2659945
per,2010,2674593
per,2011,2671275
per,2012,2611168
per,2013,2731762
per,2014,2670847
per,2015,2681531
per,2016,2752717
per,2017,2775348
per,2018,2779973
per,2019,2825788
per,2020,2877111
phl,1971,1719386
phl,1972,1800684
phl,1973,1875012
phl,1974,1958048
phl,1975,2112176
phl,1976,2291707
phl,1977,2508519
phl,1978,2696460
phl,1979,2820469
phl,1980,2917912
phl,1981,2928525
phl,1982,2935732
phl,1983,3092128
phl,1984,3204551
phl,1985,3323512
phl,1986,3214159
phl,1987,3420921
phl,1988,3494460
phl,1989,3737104
phl,1990,3961639
phl,1991,4033597
phl,1992,4208151
phl,1993,4421649
phl,1994,4590037
phl,1995,4772647
phl,1996,4809863
phl,1997,4888246
phl,1998,5024810
phl,1999,5117459
phl,2001,5386434
phl,2002,5816699
phl,2003,6069063
phl,2004,6308792
phl,2005,6352482
phl,2006,6301582
phl,2007,6365985
phl,2008,6509273
phl,2009,6766952
phl,2014,7220389
phl,2015,7319461
phl,2016,7397290
phl,2017,9007148
phl,2018,10562477
phl,2019,11346712
plw,1999,2177
plw,2000,1901
plw,2003,2271
plw,2004,2273
plw,2005,2382
plw,2006,2494
plw,2007,2448
plw,2013,1672
plw,2014,1604
plw,2020,2211
png,1970,24365
png,1971,26273
png,1972,30812
png,1973,33774
png,1974,35868
png,1975,41391
png,1976,43004
png,1977,43246
png,1978,42950
png,1979,45041
png,1981,49334
png,1982,50353
png,1984,55731
png,1986,58226
png,1987,63391
png,1988,65582
png,1989,67007
png,1990,65643
png,1991,68506
png,1992,69596
png,1993,77665
png,1994,83252
png,1995,78759
png,1998,132635
png,2012,378365
png,2018,517732
pol,1971,3130405
pol,1972,3205757
pol,1973,3214457
pol,1974,3204481
pol,1975,3179666
pol,1976,3093668
pol,1977,3004349
pol,1978,2902489
pol,1979,2801131
pol,1980,2712186
pol,1981,2651041
pol,1982,2554516
pol,1983,2480325
pol,1984,2489165
pol,1985,2546618
pol,1986,2597331
pol,1987,2688295
pol,1988,2809898
pol,1989,2917300
pol,1990,3042754
pol,1991,3119640
pol,1992,3206604
pol,1993,3555919
pol,1994,3665439
pol,1995,3641860
pol,1996,3706526
pol,1997,3882203
pol,1998,3930315
pol,1999,3984047
pol,2000,3988001
pol,2001,3973962
pol,2002,3949993
pol,2003,3895167
pol,2004,3480054
pol,2005,3444903
pol,2006,3316939
pol,2007,3205849
pol,2008,3085019
pol,2009,2958193
pol,2010,2841629
pol,2011,2726279
pol,2012,2611081
pol,2013,2777727
pol,2014,2641287
pol,2015,2548405
pol,2016,2462928
pol,2017,2407618
pol,2018,2392353
pol,2019,2362297
pri,1971,274139
pri,1972,281258
pri,1973,289700
pri,1974,301700
pri,1975,303500
pri,1976,299000
pri,1977,294500
pri,1982,201015
pri,2009,301186
pri,2010,290991
pri,2011,271651
pri,2012,269673
pri,2013,269351.5
pri,2014,266077
pri,2015,278964
pri,2016,236001
pri,2018,218923
prk,2015,2148364
prt,1971,291864
prt,1972,314013
prt,1973,343960
prt,1974,374128
prt,1975,415648
prt,1976,466491
prt,1977,482593
prt,1978,499557
prt,1979,438474
prt,1980,462278
prt,1986,580248
prt,1987,658120
prt,1988,578462
prt,1989,586600
prt,1990,600141
prt,1991,670035
prt,1992,759639
prt,1993,898483
prt,1994,938653
prt,1995,945077
prt,1996,947478
prt,1998,891773
prt,1999,847129
prt,2000,831193
prt,2001,813172
prt,2002,797065
prt,2003,766172
prt,2004,665213
prt,2005,669529
prt,2006,661748
prt,2007,680338
prt,2008,691701
prt,2009,709519
prt,2010,720688
prt,2011,725804
prt,2012,734003
prt,2013,798925
prt,2014,768631
prt,2015,778589
prt,2016,766052
prt,2017,769977
prt,2018,767094
prt,2019,756915
pry,1970,55777
pry,1971,58130
pry,1972,62552
pry,1973,66746
pry,1974,71600
pry,1975,75424
pry,1976,81915
pry,1977,92437
pry,1978,101126
pry,1979,110095
pry,1980,118828
pry,1981,126498
pry,1982,137146
pry,1983,143786
pry,1984,150566
pry,1985,150736
pry,1986,150207
pry,1987,149676
pry,1988,152727
pry,1989,155434
pry,1990,163734
pry,1991,169167
pry,1992,192775
pry,1993,214272
pry,1994,240906
pry,1995,267485
pry,1996,293651
pry,1997,327775
pry,1998,367567
pry,1999,425214
pry,2000,459260
pry,2001,497935
pry,2002,519930
pry,2003,510881
pry,2004,526001
pry,2005,529309
pry,2006,529329
pry,2007,532103
pry,2008,543056
pry,2009,549482
pry,2010,560866
pry,2011,579734
pry,2012,631003
pry,2016,611308
pry,2020,614037
pse,1995,334000
pse,1996,359169
pse,1997,386928
pse,1999,444401
pse,2000,477378
pse,2001,510214
pse,2002,544935
pse,2003,582736
pse,2004,628495
pse,2005,656797
pse,2006,685585
pse,2007,701715
pse,2008,707892
pse,2009,713921
pse,2010,710936
pse,2011,705627
pse,2012,705443
pse,2013,706330
pse,2014,709226
pse,2015,721414
pse,2016,733345
pse,2017,752552
pse,2018,764986
pse,2019,787188
pse,2020,806276
pyf,1971,6492
pyf,1972,7542
pyf,1973,7751
pyf,1974,8126
pyf,1975,8868
pyf,1976,9035
pyf,1977,9668
pyf,1978,10265
pyf,1979,11162
pyf,1980,12012
pyf,1981,12658
pyf,1982,13306
pyf,1983,15492
pyf,1984,15747
pyf,1985,17052
pyf,1986,17180
pyf,1987,17878
pyf,1988,18160
pyf,1989,18848
pyf,1990,19655
pyf,1991,20311
pyf,1992,21320
pyf,1993,22366
qat,1971,4095
qat,1972,4983
qat,1973,6091
qat,1974,6954
qat,1975,7811
qat,1976,10109
qat,1977,10347
qat,1978,11469
qat,1979,12911
qat,1980,14360
qat,1981,15901
qat,1982,17158
qat,1983,18864
qat,1984,19607
qat,1985,20979
qat,1986,22574
qat,1987,22444
qat,1988,24712
qat,1989,26659
qat,1990,28685
qat,1991,30031
qat,1992,31120
qat,1993,35013
qat,1994,36292
qat,1995,37635
qat,1996,38594
qat,1998,42438
qat,1999,44403
qat,2000,47413
qat,2001,46931
qat,2002,49042
qat,2003,51888
qat,2004,53953
qat,2005,55705
qat,2006,58787
qat,2007,61110
qat,2008,66084
qat,2009,66584
qat,2010,68924
qat,2011,72754
qat,2012,76841
qat,2013,79006
qat,2014,88466
qat,2015,95567
qat,2016,98149
qat,2017,103042
qat,2018,107537
qat,2019,117369
qat,2020,122537
rou,1971,2138552
rou,1972,2093672
rou,1973,2123652
rou,1974,2086422
rou,1989,3125177
rou,1990,3165275
rou,1991,2837948
rou,1992,2606305
rou,1993,2451624
rou,1994,2336322
rou,1995,2252053
rou,1996,2222655
rou,1997,2212090
rou,1998,2199829
rou,1999,2218025
rou,2000,2225691
rou,2001,2248802
rou,2002,2254849
rou,2003,2218124
rou,2004,2154734
rou,2005,2089646
rou,2006,2013016
rou,2007,1954077
rou,2008,1934151
rou,2009,1861830
rou,2010,1821782
rou,2011,1777771
rou,2012,1714307
rou,2013,1669005
rou,2014,1609259
rou,2015,1562960
rou,2016,1515238
rou,2017,1502438
rou,2018,1457948
rou,2019,1442475
rus,1971,16832000
rus,1976,15928000
rus,1981,13297695
rus,1986,13662298
rus,1987,13987000
rus,1988,14212000
rus,1989,14233000
rus,1990,14273000
rus,1991,14229680
rus,1992,14154465
rus,1993,14079246
rus,1994,14166000
rus,1995,14528000
rus,1996,14883500
rus,1997,15207000
rus,1998,15613400
rus,1999,15862637
rus,2003,14521818
rus,2004,13558904
rus,2005,12433155
rus,2006,11548337
rus,2007,10797816
rus,2008,10087007
rus,2009,9613548
rus,2011,9206247
rus,2012,9165252
rus,2013,9092027
rus,2014,9061324
rus,2015,9384610
rus,2016,9566901
rus,2017,9905067
rus,2018,10242404
rus,2019,10543103
rwa,1971,13752
rwa,1976,19936
rwa,1977,21890
rwa,1978,23903
rwa,1979,25601
rwa,1980,72216
rwa,1981,110314
rwa,1982,118877
rwa,1983,132998
rwa,1984,140478
rwa,1985,156347
rwa,1986,162031
rwa,1987,169355
rwa,1988,176217
rwa,1989,193154
rwa,1990,195709
rwa,1991,200628
rwa,1992,171866
rwa,1999,105292
rwa,2000,129620
rwa,2001,141163
rwa,2002,157289
rwa,2003,179153
rwa,2004,203551
rwa,2005,218517
rwa,2006,239629
rwa,2007,266518
rwa,2008,288036
rwa,2009,346518
rwa,2010,425587
rwa,2011,486442
rwa,2012,534712
rwa,2013,581962
rwa,2014,587069
rwa,2015,567838
rwa,2016,572324
rwa,2017,610972
rwa,2018,658285
rwa,2019,732104
sau,1979,296340
sau,2005,2609567
sau,2007,2826049
sau,2009,2997268
sau,2015,3319742
sau,2016,3160633
sau,2017,3039012
sau,2018,3108384
sau,2019,3159358
sau,2020,3200361
sdn,2001,1087137
sdn,2002,1107297
sdn,2003,1176361
sdn,2004,1316023
sdn,2005,1344324
sdn,2006,1318122
sdn,2007,1327933
sdn,2008,1442104
sdn,2009,1636033
sdn,2010,1687356
sdn,2011,1530820
sdn,2012,1723688
sdn,2013,1870767
sdn,2014,1974312
sdn,2015,2059715
sdn,2016,2041258
sdn,2017,2205034
sdn,2018,2216262
sen,1971,59401
sen,1972,65573
sen,1978,85974
sen,1979,83711
sen,1980,87755
sen,1981,95604
sen,1982,103821
sen,1983,109937
sen,1984,113561
sen,1985,121496
sen,1986,130338
sen,1987,137353
sen,1988,146310
sen,1989,162341
sen,1990,173044
sen,1992,191431
sen,1996,208786
sen,1997,211558
sen,1998,216066
sen,1999,234189
sen,2000,249547
sen,2001,260738
sen,2002,289263
sen,2004,360016
sen,2005,405899
sen,2006,447425
sen,2008,582101
sen,2010,725208
sen,2011,848030
sen,2012,945792
sen,2013,1025089
sen,2014,1094751
sen,2015,1136477
sen,2019,1149844
sen,2020,1195103
sgp,1970,149143
sgp,1971,155719
sgp,1973,178538
sgp,1974,178673
sgp,1975,183364
sgp,1976,189743
sgp,1977,187034
sgp,1978,187713
sgp,1979,188534
sgp,1980,187532
sgp,1981,191480
sgp,1982,193206
sgp,1983,199475
sgp,1984,203936
sgp,1985,211489
sgp,1986,226526
sgp,1987,230206
sgp,1988,231359
sgp,1989,229420
sgp,1990,220561
sgp,1991,214584
sgp,1992,210304
sgp,1993,205683
sgp,1994,210473
sgp,1995,213138
sgp,2007,232100
sgp,2008,231144
sgp,2009,232003
sgp,2016,179225
sgp,2017,171319
sgp,2018,166709
sgp,2019,164436
slb,1970,1400
slb,1971,1720
slb,1972,1943
slb,1973,2310
slb,1975,2014
slb,1976,2725
slb,1977,3179
slb,1978,3468
slb,1979,3654
slb,1980,4030
slb,1981,5004
slb,1982,5542
slb,1983,5837
slb,1986,6615
slb,1990,5636
slb,1991,6363
slb,1992,6666
slb,1993,7351
slb,1994,7811
slb,1999,16576
slb,2000,13527
slb,2001,16480
slb,2002,21700
slb,2005,22487
slb,2006,26345
slb,2007,27332
slb,2010,39706
slb,2011,40124
slb,2012,41660
sle,1971,34646
sle,1972,37550
sle,1973,41787
sle,1974,45210
sle,1975,47861
sle,1976,50478
sle,1977,53913
sle,1978,56480
sle,1979,60157
sle,1980,59719
sle,1981,68199
sle,1984,92706
sle,1985,101056
sle,1986,94717
sle,1988,112787
sle,1989,100026
sle,1990,101726
sle,1991,102474
sle,2001,155567
sle,2011,352732
sle,2012,400800
sle,2013,417307
sle,2015,449320
sle,2016,487826
sle,2017,492140
slv,1970,88307
slv,1971,88635
slv,1972,106465
slv,1973,127381
slv,1974,154138
slv,1975,170576
slv,1976,187682
slv,1977,197732
slv,1978,213272
slv,1979,229751
slv,1980,211302
slv,1983,232494
slv,1984,238320
slv,1988,277683
slv,1989,277980
slv,1991,285452
slv,1992,304735
slv,1993,326237
slv,1998,401545
slv,1999,405998
slv,2000,420959
slv,2001,435571
slv,2002,461215
slv,2003,488515
slv,2004,520332
slv,2005,524202
slv,2006,529057
slv,2007,536017
slv,2008,539277
slv,2009,555645
slv,2010,577111
slv,2011,597823
slv,2012,611515
slv,2013,636553
slv,2014,625060
slv,2015,599947
slv,2016,571919
slv,2017,535680
slv,2018,521576
slv,2019,487992
smr,1971,901
smr,1972,988
smr,1973,1087
smr,1974,1115
smr,1975,1140
smr,1976,1211
smr,1977,1221
smr,1978,1209
smr,1979,1197
smr,1980,1228
smr,1981,1219
smr,1982,1354
smr,1983,1317
smr,1984,1266
smr,1985,1260
smr,1986,1248
smr,1987,1222
smr,1988,1207
smr,1989,1193
smr,1990,1204
smr,1991,1182
smr,1992,1158
smr,1993,1159
smr,1994,1157
smr,1996,1199
smr,1997,1192
smr,2000,988
smr,2008,2223
smr,2009,2286
smr,2010,2334
smr,2011,2368
smr,2012,2407
smr,2018,1653
smr,2019,1674
smr,2020,1729
som,1971,14759
som,1972,16856
som,1973,19638
som,1974,22896
som,1976,31857
som,1977,12389
som,1978,12869
som,1979,18416
som,1980,22691
som,1981,103150
som,1982,102428
som,1983,100396
som,1984,100199
som,1985,94275
som,1986,88471
som,2007,86929
srb,1999,744139
srb,2000,713167
srb,2001,691098
srb,2002,671980
srb,2003,657945
srb,2004,640948
srb,2005,632338
srb,2006,622809
srb,2007,615135
srb,2008,608456
srb,2009,603834
srb,2010,590830
srb,2011,575948
srb,2012,565869
srb,2013,557425
srb,2014,548158
srb,2015,553448
srb,2016,545419
srb,2017,538238
srb,2018,534106
srb,2019,528758
srb,2020,515178
ssd,2011,133999
ssd,2015,164135
stp,1971,1669
stp,1972,1901
stp,1976,4010
stp,1977,3829
stp,1981,3815
stp,1982,4878
stp,1983,6303
stp,1984,6605
stp,1987,5255
stp,1988,6452
stp,2003,6753
stp,2004,7423
stp,2005,8091
stp,2007,8997
stp,2008,8518
stp,2009,9726
stp,2010,10097
stp,2011,11884
stp,2012,14061
stp,2013,16118
stp,2014,19386
stp,2015,22123
stp,2016,23232
stp,2017,25875
sur,1971,23504
sur,1972,23718
sur,1973,26405
sur,1974,27754
sur,1975,29532
sur,1976,30603
sur,1977,32247
sur,1978,34121
sur,1979,34372
sur,1980,35742
sur,1981,24027
sur,1982,30057
sur,1983,29905
sur,1984,29843
sur,1985,34608
sur,1986,37630
sur,1987,35878
sur,1988,34951
sur,1989,34248
sur,1990,33289
sur,1991,33561
sur,1992,35535
sur,1993,30016
sur,2001,41874
sur,2002,42253
sur,2005,45818
sur,2006,46725
sur,2007,47235
sur,2008,48134
sur,2009,47221
sur,2010,50164
sur,2011,49563
sur,2012,50868
sur,2013,52109
sur,2014,51784
sur,2015,54721
sur,2018,58408
svk,1993,657010
svk,1994,658228
svk,1995,663647
svk,1996,669898
svk,1997,662896
svk,1998,681227
svk,1999,674405
svk,2000,671670
svk,2001,663555
svk,2002,666238
svk,2003,669578
svk,2004,673712
svk,2005,662659
svk,2006,640120
svk,2007,617109
svk,2008,591482
svk,2009,568629
svk,2010,549760
svk,2011,530300
svk,2012,509791
svk,2013,481574
svk,2014,464957
svk,2015,454032
svk,2016,446922
svk,2017,441619
svk,2018,441952
svk,2019,440701
svn,1982,137241
svn,1983,160309
svn,1984,180955
svn,1985,191864
svn,1986,193555
svn,1987,195007
svn,1988,198432
svn,1989,201491
svn,1990,205910
svn,1991,208905
svn,1992,210699
svn,1993,211426
svn,1994,211739
svn,1995,214042
svn,1996,212038
svn,1997,212458
svn,1998,210078
svn,1999,220033
svn,2000,218251
svn,2001,224747
svn,2002,220804
svn,2003,217587
svn,2004,187817
svn,2005,181299
svn,2006,174330
svn,2007,152720
svn,2008,147463
svn,2009,142349
svn,2010,138354
svn,2011,134861
svn,2012,132221
svn,2013,147563
svn,2014,145179
svn,2015,143247
svn,2016,148896
svn,2017,147920
svn,2018,147003
svn,2019,146647
swe,1971,554480
swe,1972,493136
swe,1973,554295
swe,1974,528765
swe,1975,531594
swe,1976,507642
swe,1977,513287
swe,1978,536287
swe,1979,575190
swe,1980,591019
swe,1981,606833
swe,1982,606152
