geo,time,gc_xpn_othr_zs
tha,1991,1.12839
tha,1992,1.46784
tha,1993,3.50786
tha,1994,1.72062
tha,1995,3.90661
tha,1996,2.69933
tha,1997,11.08015
tha,1998,28.00557
tha,1999,32.79192
tha,2000,1.33679
tha,2001,9.63435
tha,2002,29.56538
tha,2003,5.87598
tha,2004,6.96559
tha,2005,2.49368
tha,2006,1.31429
tha,2007,0.19822
tha,2008,1.38897
tha,2009,0.0905
tha,2010,0.22916
tha,2011,3.62664
tha,2012,4.13038
tha,2013,8.81678
tha,2014,7.86194
tha,2015,7.31201
tha,2016,9.17974
tha,2017,11.01152
tha,2018,10.34809
tha,2019,9.44338
tjk,1998,0
tjk,1999,0
tjk,2000,0.24687
tjk,2001,0.15221
tjk,2003,10.56556
tjk,2004,29.66211
tls,2010,20.772
tls,2011,18.27787
tls,2012,17.88813
tls,2013,18.16215
tls,2014,21.46339
tls,2015,27.60628
tls,2016,9.01323
tls,2017,9.80908
tls,2018,15.47323
tls,2019,12.06187
tto,2001,1.30508
tto,2002,1.21215
tto,2003,1.22903
tto,2004,1.43334
tto,2005,1.37721
tto,2006,19.07958
tto,2007,8.43782
tto,2008,20.84736
tto,2009,2.01201
tto,2010,8.26961
tto,2012,7.06474
tto,2013,3.3868
tto,2014,3.7516
tto,2015,1.95292
tto,2016,1.9236
tto,2017,1.9236
tto,2018,1.78685
tun,1990,5.79151
tun,1991,8.79853
tun,1992,7.41835
tun,1993,7.49454
tun,1994,7.15912
tun,1995,7.2152
tun,1996,7.48451
tun,1997,2.27091
tun,1998,2.81954
tun,1999,5.05106
tun,2004,10.80833
tun,2005,10.5044
tun,2006,9.52582
tun,2007,9.68231
tun,2008,10.88099
tun,2009,12.24689
tun,2010,11.72991
tun,2011,10.42935
tun,2012,9.28934
tur,1990,1.36258
tur,1991,0.07608
tur,1997,3.79812
tur,1998,1.11563
tur,2008,4.54906
tur,2009,6.0398
tur,2010,6.90374
tur,2011,7.52851
tur,2012,3.98984
tur,2013,5.99408
tur,2014,8.57324
tur,2015,7.91303
tur,2016,7.06033
tur,2017,11.65371
tur,2018,13.64414
tur,2019,15.37338
tur,2020,8.44043
tza,2009,2.40807
tza,2010,2.40807
tza,2011,1.78758
tza,2012,1.89427
tza,2013,1.65552
tza,2014,1.54386
tza,2015,1.80273
tza,2016,1.44067
tza,2017,0.55138
tza,2018,2.42492
uga,2015,3.24481
uga,2016,2.17485
uga,2017,4.32708
uga,2018,16.83633
uga,2019,3.56658
ukr,2000,0.99078
ukr,2001,1.47071
ukr,2002,2.95414
ukr,2003,4.20246
ukr,2004,7.76899
ukr,2005,4.31175
ukr,2006,4.23173
ukr,2007,5.47878
ukr,2008,5.46981
ukr,2009,2.10319
ukr,2010,3.5162
ukr,2011,3.93189
ukr,2012,3.98936
ukr,2013,2.16341
ukr,2014,1.56243
ukr,2015,0.91515
ukr,2016,1.09289
ukr,2017,1.46613
ukr,2018,2.29874
ukr,2019,2.44067
ury,1990,1.25892
ury,1991,1.04127
ury,1992,1.15886
ury,1993,1.14754
ury,1994,0
ury,1995,0.32522
ury,1996,0.31886
ury,1997,0.53898
ury,1998,0.51201
ury,1999,0.09873
ury,2000,0.10229
ury,2001,0
ury,2002,0
ury,2003,0
ury,2004,0
ury,2005,0
ury,2006,0
ury,2007,0
ury,2008,0
ury,2009,6.57669
ury,2010,9.86196
ury,2011,9.43413
ury,2012,10.13971
ury,2013,10.37213
ury,2014,10.72837
ury,2015,9.55321
ury,2016,8.23379
ury,2017,9.21213
ury,2018,9.33529
ury,2019,9.25854
usa,1990,5.29251
usa,1991,5.55402
usa,1992,1.17599
usa,1993,1.35609
usa,1994,0.98627
usa,1995,0.79367
usa,1996,0.56654
usa,1997,0.49664
usa,1998,0.52455
usa,1999,0.6406
usa,2000,0.80157
usa,2001,7.65041
usa,2002,7.46804
usa,2003,7.63329
usa,2004,7.60789
usa,2005,8.01416
usa,2006,7.38962
usa,2007,7.6094
usa,2008,11.92173
usa,2009,9.98625
usa,2010,7.75373
usa,2011,7.55299
usa,2012,7.30446
usa,2013,6.94541
usa,2014,6.81934
usa,2015,6.56059
usa,2016,6.33809
usa,2017,6.53406
usa,2018,6.16285
usa,2019,5.98332
usa,2020,8.34677
uzb,2016,25.19008
uzb,2017,26.86315
uzb,2018,28.14913
uzb,2019,30.56273
vct,2000,0
vct,2001,0
vct,2002,0
vct,2003,0
vct,2004,0
vct,2005,0
vct,2006,0
vct,2007,0
vct,2008,0
vct,2009,0
vct,2010,0
vct,2011,0
vct,2012,0
vct,2013,0
vct,2014,1.35191
vct,2015,1.13277
vct,2016,2.67765
vct,2017,4.01341
vut,1990,0
vut,1995,0
vut,1996,0
vut,1997,0
vut,1998,0
vut,1999,0
vut,2009,1.58755
vut,2010,2.1901
vut,2011,3.23926
vut,2012,3.57337
vut,2013,3.89992
vut,2014,3.77308
vut,2015,3.70534
vut,2016,3.97448
vut,2017,5.48046
vut,2018,3.71449
vut,2019,5.99571
wsm,2012,4.79048
wsm,2013,7.53598
wsm,2014,6.99688
wsm,2015,4.572
wsm,2016,7.02484
wsm,2017,6.6606
wsm,2018,3.3523
wsm,2019,3.01016
zaf,1990,4.51182
zaf,1991,0.24062
zaf,1992,5.61741
zaf,1993,5.8441
zaf,1994,4.59734
zaf,1996,2.78615
zaf,1997,1.73706
zaf,1998,1.07893
zaf,1999,2.07915
zaf,2000,2.21673
zaf,2001,2.08594
zaf,2002,4.35673
zaf,2003,6.00178
zaf,2004,6.75417
zaf,2005,6.13114
zaf,2006,5.84651
zaf,2007,6.31157
zaf,2008,4.66097
zaf,2009,4.36855
zaf,2010,2.8504
zaf,2011,3.48236
zaf,2012,4.09141
zaf,2013,3.2736
zaf,2014,2.54273
zaf,2015,4.49164
zaf,2016,4.75141
zaf,2017,6.31696
zaf,2018,7.75731
zaf,2019,11.65302
zmb,1998,0.20127
zmb,1999,0.59072
zmb,2001,16.19382
zmb,2002,0.78993
zmb,2003,2.62117
zmb,2004,3.09222
zmb,2005,0.67722
zmb,2006,1.95776
zmb,2007,1.06924
zmb,2008,0.79927
zmb,2009,1.25378
zmb,2010,1.10209
zmb,2011,1.36568
zmb,2012,1.3721
zmb,2013,0.74239
zmb,2014,0.36907
zmb,2015,0.61689
zmb,2016,0.30505
zmb,2017,0.39441
zmb,2018,0.58692
zmb,2019,0.27549
zwe,2009,2.48579
zwe,2010,0
zwe,2011,0
zwe,2012,0
zwe,2015,7.83127
zwe,2016,8.74447
zwe,2017,1.67569
zwe,2018,0
