geo,time,dt_nfl_mibr_cd
uzb,1997,12920000
uzb,1998,10308000
uzb,1999,27119000
uzb,2000,26797000
uzb,2001,31203000
uzb,2002,21481000
uzb,2003,2776000
uzb,2004,4510000
uzb,2005,4308000
uzb,2006,11211000
uzb,2007,-7404000
uzb,2008,-13770000
uzb,2009,-27336000
uzb,2010,-27579000
uzb,2011,-27793000
uzb,2012,-7286000
uzb,2013,-24673000
uzb,2014,-27773000
uzb,2015,11701000
uzb,2016,92135000
uzb,2017,29651000
uzb,2018,355989000
uzb,2019,666593000
uzb,2020,535291000
vct,1991,43000
vct,1992,120000
vct,1993,288000
vct,1994,-20000
vct,1995,-89000
vct,1996,-24000
vct,1997,-26000
vct,1998,-69000
vct,1999,-30000
vct,2000,-30000
vct,2001,-28000
vct,2002,343000
vct,2003,102000
vct,2004,360000
vct,2005,1000
vct,2006,2443000
vct,2007,-172000
vct,2008,-268000
vct,2009,375000
vct,2010,1899000
vct,2011,1582000
vct,2012,-814000
vct,2013,-794000
vct,2014,-754000
vct,2015,-754000
vct,2016,-754000
vct,2017,-754000
vct,2018,-762000
vct,2019,-644000
vct,2020,-523000
ven,1970,5532000
ven,1971,-905000
ven,1972,5237000
ven,1973,1360000
ven,1974,3126000
ven,1975,-4111000
ven,1976,-8226000
ven,1977,-16798000
ven,1978,-17271000
ven,1979,-23766000
ven,1980,-22177000
ven,1981,-27285000
ven,1982,-18404000
ven,1983,-18639000
ven,1984,-20280000
ven,1985,-22285000
ven,1986,-28195000
ven,1987,-15492000
ven,1988,-6628000
ven,1989,111168000
ven,1990,839995000
ven,1991,329885000
ven,1992,176899000
ven,1993,19674000
ven,1994,20079000
ven,1995,-69096000
ven,1996,-120933000
ven,1997,-81337000
ven,1998,8534000
ven,1999,-89554000
ven,2000,-157639000
ven,2001,-133279000
ven,2002,-169133000
ven,2003,-186883000
ven,2004,-191364000
ven,2005,-92939000
ven,2006,-149747000
ven,2007,-50358000
vnm,2010,700000000
vnm,2011,94282000
vnm,2012,189308000
vnm,2013,114629000
vnm,2014,79585000
vnm,2015,259360000
vnm,2016,210509000
vnm,2017,312399000
vnm,2018,106387000
vnm,2019,130515000
vnm,2020,60468000
zaf,1999,710000
zaf,2000,2661000
zaf,2001,3985000
zaf,2002,5142000
zaf,2003,3135000
zaf,2004,6961000
zaf,2005,8260000
zaf,2006,-1844000
zaf,2007,-2509000
zaf,2008,-333000
zaf,2009,-5495000
zaf,2010,363061000
zaf,2011,199375000
zaf,2012,493903000
zaf,2013,284362000
zaf,2014,745214000
zaf,2015,356880000
zaf,2016,323895000
zaf,2017,229755000
zaf,2018,-46474000
zaf,2019,-89592000
zaf,2020,-42466000
zmb,1970,1396000
zmb,1971,3259000
zmb,1972,9233000
zmb,1973,20224000
zmb,1974,44156000
zmb,1975,45506000
zmb,1976,69675000
zmb,1977,39883000
zmb,1978,27013000
zmb,1979,15157000
zmb,1980,10140000
zmb,1981,873000
zmb,1982,1201000
zmb,1983,-2466000
zmb,1984,-4144000
zmb,1985,26033000
zmb,1986,13554000
zmb,1987,-3762000
zmb,1988,297000
zmb,1989,-20000
zmb,1990,-4919000
zmb,1991,-167535000
zmb,1992,-70885000
zmb,1993,-51441000
zmb,1994,-54917000
zmb,1995,-50042000
zmb,1996,-47141000
zmb,1997,-34481000
zmb,1998,-21085000
zmb,1999,-8657000
zmb,2000,-7752000
zmb,2001,-7751000
zmb,2002,-6432000
zmb,2003,-7194000
zmb,2004,-3283000
zwe,1970,-3840000
zwe,1971,-3543000
zwe,1972,-4533000
zwe,1973,-4250000
zwe,1974,-4401000
zwe,1975,-4558000
zwe,1976,-4260000
zwe,1977,-3266000
zwe,1978,-2730000
zwe,1979,-2869000
zwe,1980,-3014000
zwe,1981,38762000
zwe,1982,13539000
zwe,1983,40820000
zwe,1984,51033000
zwe,1985,41562000
zwe,1986,26385000
zwe,1987,23335000
zwe,1988,4458000
zwe,1989,16765000
zwe,1990,7001000
zwe,1991,18863000
zwe,1992,42659000
zwe,1993,78110000
zwe,1994,-7814000
zwe,1995,-15823000
zwe,1996,-7759000
zwe,1997,3098000
zwe,1998,-3265000
zwe,1999,-19866000
zwe,2000,-27421000
zwe,2001,-10917000
zwe,2002,0
zwe,2003,-76000
zwe,2004,-1694000
zwe,2005,-1740000
zwe,2006,0
zwe,2007,0
zwe,2008,0
zwe,2009,-9000
zwe,2010,-100000
zwe,2011,0
zwe,2013,-40000
zwe,2014,-2142000
zwe,2015,-6794000
zwe,2016,-11616000
zwe,2017,-4954000
zwe,2018,0
zwe,2019,-2034000
zwe,2020,0
