geo,time,se_prm_tchr
dma,1977,462
dma,1991,439
dma,1992,414
dma,1999,608
dma,2000,602
dma,2001,617
dma,2002,589
dma,2003,550
dma,2004,519
dma,2005,519
dma,2006,517
dma,2007,499
dma,2008,500
dma,2009,510
dma,2010,508
dma,2011,511
dma,2012,516
dma,2013,529
dma,2014,540
dma,2015,538
dma,2016,560
dma,2019,525
dma,2020,520
dnk,1985,34807
dnk,1986,34744
dnk,1987,34376
dnk,1988,32607
dnk,1989,31862
dnk,1990,31052
dnk,1992,28501
dnk,1993,32900
dnk,1994,32900
dnk,1995,33100
dnk,1998,36400
dnk,1999,37050
dnk,2000,37956
dnk,2001,39854
dnk,2014,43538
dnk,2018,46511
dnk,2019,46422
dom,1971,13796
dom,1972,14782
dom,1973,15216
dom,1974,15821
dom,1975,16824
dom,1976,17932
dom,1983,23578
dom,1985,27751
dom,1998,41329
dom,1999,42184
dom,2000,43941
dom,2002,42929
dom,2004,50791
dom,2005,53015
dom,2006,54838
dom,2007,56744
dom,2008,66539
dom,2009,52937
dom,2010,51615
dom,2011,51464
dom,2012,54322
dom,2013,54959
dom,2014,61659
dom,2015,71463
dom,2016,69495
dom,2017,66255
dom,2018,64810
dom,2019,65556.11719
dom,2020,65041.13672
dza,1971,47178
dza,1975,60179
dza,1976,65043
dza,1977,70498
dza,1978,77009
dza,1979,80853
dza,1980,85499
dza,1981,88481
dza,1982,94216
dza,1983,100288
dza,1984,109173
dza,1985,115242
dza,1986,125034
dza,1987,133250
dza,1988,139875
dza,1989,139917
dza,1990,144945
dza,1991,151262
dza,1992,154685
dza,1993,161802
dza,1994,164982
dza,1995,166771
dza,1996,169010
dza,1997,170956
dza,1999,169519
dza,2000,170562
dza,2001,169559
dza,2002,170039
dza,2003,167529
dza,2004,170031
dza,2005,171471
dza,2006,171402
dza,2007,170775
dza,2008,169701
dza,2009,141421
dza,2010,141994
dza,2011,144537
dza,2012,149036
dza,2013,155144
dza,2014,159115
dza,2015,164684
dza,2016,169931
dza,2017,176809
dza,2018,182153
dza,2019,222838
dza,2020,200749
ecu,1971,26609
ecu,1972,27471
ecu,1973,28380
ecu,1974,29569
ecu,1975,31054
ecu,1976,32279
ecu,1977,34999
ecu,1978,36783
ecu,1979,37665
ecu,1980,39830
ecu,1981,42415
ecu,1982,45459
ecu,1983,45225
ecu,1984,50347
ecu,1985,52733
ecu,1986,53683
ecu,1987,55568
ecu,1988,58326
ecu,1989,62451
ecu,1990,60608
ecu,1991,61039
ecu,1992,63845
ecu,1993,63347
ecu,1994,63500
ecu,1995,67446
ecu,1996,70162
ecu,1997,74601
ecu,1998,76770
ecu,1999,80176
ecu,2000,82809
ecu,2001,84758
ecu,2002,81021
ecu,2003,83736
ecu,2004,86012
ecu,2005,87247
ecu,2006,89115
ecu,2007,90366
ecu,2009,90523
ecu,2010,96170
ecu,2011,97178
ecu,2012,94616
ecu,2013,88770
ecu,2014,84740
ecu,2015,79581
ecu,2016,77749.20312
ecu,2017,78815.90625
ecu,2018,79640.92969
ecu,2019,79990.26562
ecu,2020,76296.58594
egy,1971,99918
egy,1976,118251
egy,1977,126397
egy,1978,124263
egy,1979,127021
egy,1980,137045
egy,1982,141375
egy,1983,165308
egy,1984,170904
egy,1986,194929
egy,1987,211092
egy,1988,235586
egy,1989,373572
egy,1990,261613
egy,1991,279315
egy,1992,273055
egy,1993,288891
egy,1994,288939
egy,1995,291400
egy,1996,302916
egy,1997,356499
egy,1999,345981
egy,2000,345828
egy,2001,352911
egy,2002,349182
egy,2003,354902
egy,2004,362679
egy,2005,373104
egy,2006,376698
egy,2007,368785
egy,2009,382488
egy,2010,380111
egy,2016,509764
egy,2017,511478
egy,2018,533935
egy,2019,530666
eri,1989,3163
eri,1990,3035
eri,1991,2895
eri,1992,3647
eri,1993,4954
eri,1994,5272
eri,1995,5583
eri,1996,5828
eri,1997,5476
eri,1999,5576
eri,2000,6229
eri,2001,6668
eri,2002,7498
eri,2003,7691
eri,2004,8033
eri,2005,7942
eri,2006,7711
eri,2007,6933
eri,2008,7311
eri,2009,7802
eri,2010,7535
eri,2011,7704
eri,2012,8166
eri,2013,8680
eri,2014,8515
eri,2015,8346
eri,2016,8524
eri,2017,8842
eri,2018,9028
esp,1971,115607
esp,1972,142987
esp,1981,127679
esp,1982,129083
esp,1983,133586
esp,1984,135715
esp,1986,137807
esp,1987,133830
esp,1988,131389
esp,1990,126132
esp,1991,128034
esp,1992,125828
esp,1993,129130
esp,1994,128559
esp,1995,132566
esp,1998,170184
esp,1999,171514
esp,2000,174638
esp,2001,175135
esp,2002,177797
esp,2003,179324
esp,2004,179271
esp,2005,180710
esp,2006,184147
esp,2007,199256
esp,2008,211320
esp,2009,212648
esp,2010,219409
esp,2011,223644
esp,2012,223517
esp,2013,220323
esp,2014,226066
esp,2015,228299
esp,2016,233065
esp,2017,231683
esp,2018,233424
esp,2019,235723
est,1994,6580
est,1999,8086
est,2000,8616
est,2001,8315
est,2006,7516
est,2007,5927
est,2008,6141
est,2009,6183
est,2010,6223
est,2011,6200
est,2012,6431
est,2013,6578
est,2016,7351
est,2017,7453
est,2018,7662
est,2019,7982.23486
eth,1971,13514
eth,1972,15196
eth,1973,17200
eth,1974,18646
eth,1975,20851
eth,1976,24469
eth,1977,26152
eth,1978,28816
eth,1979,29079
eth,1980,30687
eth,1981,33322
eth,1982,37854
eth,1983,42347
eth,1984,46622
eth,1985,48178
eth,1986,50922
eth,1987,56684
eth,1988,58400
eth,1989,65993
eth,1990,65450
eth,1991,68370
eth,1992,68399
eth,1993,69743
eth,1994,75736
eth,1995,83113
eth,1996,89189
eth,1997,92775
eth,1998,109487
eth,2000,86833
eth,2008,214811
eth,2009,234215
eth,2010,252232
eth,2011,259636
eth,2020,537596
fin,1971,17360
fin,1972,17427
fin,1973,19273
fin,1974,21248
fin,1975,23235
fin,1976,24494
fin,1977,27414
fin,1978,25096
fin,1979,25142
fin,1980,24834
fin,1981,25949
fin,1982,26664
fin,1983,24752
fin,1984,25139
fin,1996,23294
fin,1997,21459
fin,1998,21639
fin,1999,22163
fin,2000,23255
fin,2001,24669
fin,2002,25260
fin,2003,24024
fin,2004,24313
fin,2005,24577
fin,2006,24793
fin,2007,24272
fin,2008,24830
fin,2009,25728
fin,2010,24736
fin,2011,25281
fin,2012,25609
fin,2013,26402
fin,2014,26385
fin,2016,26996
fin,2017,26633
fin,2018,27152
fin,2019,27433
fji,1981,4150
fji,1992,4644
fji,1994,4921
fji,1995,4992
fji,1996,5021
fji,1997,5011
fji,1998,5054
fji,2000,4079
fji,2001,4125
fji,2002,4107
fji,2003,4028
fji,2004,4029
fji,2008,3939
fji,2011,3296
fji,2012,3671
fji,2019,6211
fra,1975,207386
fra,1976,204311
fra,1977,203056
fra,1979,230634
fra,1980,232405
fra,1982,220631
fra,1984,193353
fra,1985,191847
fra,1986,199445
fra,1987,198800
fra,1988,202348
fra,1989,198922
fra,1993,219182
fra,1994,218019
fra,1995,216962
fra,1996,216938
fra,1997,211192
fra,1998,195850
fra,1999,208607
fra,2000,207216
fra,2001,204727
fra,2002,204287
fra,2003,203418
fra,2004,202954
fra,2005,216411
fra,2006,217017
fra,2007,216654
fra,2008,217428
fra,2009,221717
fra,2010,234098
fra,2011,238141
fra,2012,233262
fra,2013,229471
fra,2018,243870
fra,2019,246897
fsm,1971,1267
fsm,2015,698
fsm,2016,612
fsm,2019,612
fsm,2020,603
gab,1971,2211
gab,1972,2414
gab,1973,2225
gab,1974,2339
gab,1975,2412
gab,1976,2664
gab,1977,2746
gab,1978,2866
gab,1979,3088
gab,1980,3466
gab,1981,3441
gab,1982,3526
gab,1983,3781
gab,1984,3802
gab,1985,3837
gab,1986,4008
gab,1987,4083
gab,1988,4229
gab,1989,4289
gab,1992,4782
gab,1995,4709
gab,1996,4943
gab,1997,4605
gab,1999,5107
gab,2001,5399
gab,2002,6612
gab,2003,7764
gab,2011,12961
gbr,1971,248908
gbr,1972,259757
gbr,1973,271074
gbr,1974,278609
gbr,1975,282793
gbr,1976,285786
gbr,1977,280315
gbr,1978,275564
gbr,1979,275020
gbr,1980,270346
gbr,1982,250510
gbr,1983,245000
gbr,1984,243000
gbr,1985,244000
gbr,1987,213000
gbr,1988,215000
gbr,1989,225000
gbr,1990,228000
gbr,1991,229100
gbr,1992,230200
gbr,1999,249384
gbr,2000,248148
gbr,2001,261362
gbr,2002,264111
gbr,2003,262390
gbr,2004,258966
gbr,2005,265257
gbr,2006,249862
gbr,2007,255690
gbr,2008,244391
gbr,2009,245879
gbr,2010,252290
gbr,2011,255994
gbr,2012,247079
gbr,2013,250692.98438
gbr,2014,272430
gbr,2016,313648.9375
gbr,2017,318533.15625
gbr,2018,279097.09375
gbr,2019,280504.6875
geo,1981,16944
geo,1986,17992
geo,1991,20473
geo,1992,20281
geo,1993,18400
geo,1994,18275
geo,1995,18022
geo,1996,17950
geo,1997,16542
geo,1998,16841
geo,1999,17365
geo,2000,17714
geo,2001,17732
geo,2002,18406
geo,2003,16500
geo,2008,35860
geo,2009,33511
geo,2013,31595
geo,2014,31428
geo,2015,32001
geo,2016,33020
geo,2017,33398
geo,2018,33998
geo,2019,34555
geo,2020,32616
gha,1974,33752
gha,1975,35334
gha,1976,38381
gha,1977,41407
gha,1978,45119
gha,1979,48397
gha,1980,48146
gha,1981,47921
gha,1982,50685
gha,1983,51109
gha,1984,51691
gha,1985,56100
gha,1986,64795
gha,1987,65748
gha,1988,66147
gha,1989,65826
gha,1990,62859
gha,1991,66946
gha,1992,72451
gha,1993,67760
gha,1994,69232
gha,1995,71863
gha,1996,67021
gha,1997,71340
gha,1999,80323
gha,2000,75799
gha,2001,75087
gha,2002,80552
gha,2003,81459
gha,2004,82833
gha,2005,89278
gha,2006,88461
gha,2007,105257
gha,2008,112443
gha,2009,110508
gha,2010,121304
gha,2011,124359
gha,2012,123153
gha,2013,129599
gha,2014,136878
gha,2015,138928
gha,2016,142520
gha,2017,160939
gha,2018,161538
gha,2019,168546
gha,2020,185715
gib,1972,169
gib,1973,129
gib,1974,145
gib,1975,150
gib,1976,158
gib,1977,150
gib,1978,161
gib,1979,147
gib,1980,149
gib,1981,157
gib,1982,168
gib,1984,177
gib,1985,183
gib,1997,172
gib,1999,92
gib,2000,105
gib,2001,115
gib,2008,193
gib,2009,203
gib,2016,204
gib,2017,200
gib,2019,205
gib,2020,228
gin,1971,4381
gin,1972,4424
gin,1973,4478
gin,1974,4524
gin,1975,4599
gin,1976,4977
gin,1977,5028
gin,1978,5626
gin,1979,6608
gin,1980,6843
gin,1981,7165
gin,1982,7723
gin,1983,7902
gin,1984,7867
gin,1985,7947
gin,1986,7605
gin,1987,7493
gin,1988,7239
gin,1989,7849
gin,1990,8113
gin,1991,8699
gin,1992,7374
gin,1993,8577
gin,1994,9718
gin,1995,11658
gin,1996,11875
gin,1997,13234
gin,1998,13883
gin,1999,15512
gin,2000,17340
gin,2001,19244
gin,2002,21125
gin,2003,23859
gin,2004,25361
gin,2005,26897
gin,2006,28296
gin,2007,29049
gin,2008,30933
gin,2009,31810
gin,2010,34451
gin,2011,34861
gin,2012,36731
gin,2013,37687
gin,2014,37938
gin,2015,35940
gin,2016,37680
gin,2020,43914
gmb,1971,624
gmb,1972,613
gmb,1973,677
gmb,1974,815
gmb,1975,864
gmb,1976,948
gmb,1977,940
gmb,1978,1094
gmb,1979,1241
gmb,1980,1377
gmb,1981,1932
gmb,1983,2503
gmb,1984,2586
gmb,1985,2748
gmb,1986,2979
gmb,1987,2590
gmb,1989,2604
gmb,1990,2504
gmb,1991,2757
gmb,1992,2876
gmb,1993,3193
gmb,1994,3158
gmb,1995,3370
gmb,1996,4118
gmb,1997,4391
gmb,1998,4312
gmb,1999,4610
gmb,2000,4664
gmb,2001,4701
gmb,2002,4806
gmb,2003,4985
gmb,2004,5313
gmb,2005,5616
gmb,2006,5392
gmb,2007,6219
gmb,2008,6429
gmb,2010,6110
gmb,2011,6074
gmb,2012,7206
gmb,2013,7084
gmb,2014,6152
gmb,2015,7902
gmb,2017,8528
gmb,2018,9694
gmb,2019,10101
gmb,2020,10780
gnb,1971,616
gnb,1972,630
gnb,1976,2163
gnb,1979,2878
gnb,1980,3102
gnb,1981,3257
gnb,1982,3315
gnb,1983,3363
gnb,1984,3303
gnb,1985,3085
gnb,1987,3121
gnb,1988,3065
gnb,2000,3405
gnb,2006,4327
gnb,2010,5371
gnq,1974,630
gnq,1980,770
gnq,1981,647
gnq,1982,664
gnq,1993,1352
gnq,1994,1381
gnq,1999,1322
gnq,2000,1691
gnq,2001,1810
gnq,2003,2307
gnq,2008,2900
gnq,2009,3403
gnq,2010,3131
gnq,2011,3111
gnq,2012,3517
gnq,2015,4021
grc,1971,29336
grc,1972,29330
grc,1973,28212
grc,1974,29773
grc,1975,30458
grc,1976,30953
grc,1977,32629
grc,1978,34664
grc,1979,35735
grc,1980,36246
grc,1981,37315
grc,1982,37947
grc,1983,37310
grc,1984,36825
grc,1985,37942
grc,1986,37994
grc,1987,37947
grc,1988,39125
grc,1989,40370
grc,1990,42485
grc,1991,43599
grc,1992,42991
grc,1993,42045
grc,1994,43789
grc,1995,44168
grc,1996,45128
grc,1997,46785
grc,1998,47662
grc,1999,47684
grc,2000,48104
grc,2001,50012
grc,2002,51606
grc,2003,54599
grc,2004,58395
grc,2005,58777
grc,2006,61251
grc,2007,62114
grc,2012,69227
grc,2013,66735
grc,2014,66551
grc,2015,66755
grc,2016,69716
grc,2017,69214
grc,2018,70598
grc,2019,74311
grd,1971,800
grd,1972,884
grd,1973,816
grd,1974,764
grd,1977,633
grd,1978,610
grd,1979,608
grd,1980,587
grd,1981,776
grd,1982,760
grd,1983,764
grd,1984,775
grd,1985,756
grd,1987,821
grd,1988,806
grd,1990,763
grd,1992,799
grd,1993,831
grd,1994,856
grd,1995,860
grd,1996,869
grd,1997,878
grd,1998,859
grd,1999,872
grd,2000,796
grd,2001,765
grd,2003,888
grd,2004,895
grd,2005,791
grd,2007,871
grd,2008,615
grd,2009,830
grd,2010,851
grd,2013,875
grd,2014,902
grd,2015,791
grd,2016,854
grd,2017,832
grd,2018,807
gtm,1970,14058
gtm,1971,14637
gtm,1972,15324
gtm,1973,16163
gtm,1974,17232
gtm,1975,18129
gtm,1976,19045
gtm,1977,19707
gtm,1978,20683
gtm,1979,21811
gtm,1980,23770
gtm,1981,23900
gtm,1982,24456
gtm,1983,25862
gtm,1984,26963
gtm,1985,27809
gtm,1986,29313
gtm,1987,31441
gtm,1991,36757
gtm,1992,37677
gtm,1993,44220
gtm,1994,50756
gtm,1995,43731
gtm,1996,43403
gtm,1997,45010
gtm,1998,47475
gtm,1999,47816
gtm,2000,58641
gtm,2001,65708
gtm,2002,68901
gtm,2004,73835
gtm,2005,75519
gtm,2006,77701
gtm,2007,80418
gtm,2008,84980
gtm,2009,95194
gtm,2010,98763
gtm,2011,100600
gtm,2012,100081
gtm,2013,105618
gtm,2014,105188
gtm,2016,108113
gtm,2017,116396
gtm,2018,116577
gtm,2019,116490
gtm,2020,115969
gum,1971,713
gum,1972,730
gum,1973,848
gum,1975,810
gum,1976,919
gum,1977,916
gum,1979,890
gum,1980,900
gum,1981,905
gum,1982,900
gum,1983,890
gum,1984,870
gum,1986,840
gum,1987,840
gum,1988,835
gum,1989,775
guy,1971,4485
guy,1974,4077
guy,1976,4052
guy,1977,4335
guy,1978,4460
guy,1979,4215
guy,1980,4003
guy,1981,3909
guy,1982,3493
guy,1983,3489
guy,1984,3257
guy,1985,3284
guy,1991,3509
guy,1992,3657
guy,1993,3669
guy,1994,3453
guy,1995,3417
guy,1996,3345
guy,1997,3461
guy,1999,4022
guy,2000,4153
guy,2001,4202
guy,2003,4174
guy,2005,4164
guy,2007,4173
guy,2008,4204
guy,2009,3942
guy,2010,4031
guy,2011,4012
guy,2012,4079
hkg,1971,22383
hkg,1972,22953
hkg,1973,22538
hkg,1974,22093
hkg,1975,21641
hkg,1976,20666
hkg,1977,19695
hkg,1978,19073
hkg,1979,18321
hkg,1980,18045
hkg,1981,17937
hkg,1982,17864
hkg,1983,19388
hkg,1984,19431
hkg,1985,19621
hkg,1986,19404
hkg,1987,19361
hkg,1988,19625
hkg,1989,19813
hkg,1991,19518
hkg,1992,19346
hkg,1993,18790
hkg,1994,19122
hkg,1996,19710
hkg,1998,21351
hkg,1999,22123
hkg,2000,23107
hkg,2001,23611
hkg,2002,24663
hkg,2003,24657
hkg,2004,25200
hkg,2005,24591
hkg,2006,24207
hkg,2007,24468
hkg,2008,23565
hkg,2009,23278
hkg,2010,22984
hkg,2011,22596
hkg,2012,22599
hkg,2013,22916
hkg,2014,23407
hkg,2015,24339
hkg,2016,24931
hkg,2017,25599
hkg,2018,27400
hkg,2019,28522
hkg,2020,29312
hnd,1970,10816
hnd,1971,10957
hnd,1972,11354
hnd,1973,11712
hnd,1974,12302
hnd,1975,13045
hnd,1976,13649
hnd,1977,14279
hnd,1978,14479
hnd,1979,14502
hnd,1980,16385
hnd,1981,15724
hnd,1982,17930
hnd,1983,18966
hnd,1984,19155
hnd,1986,20732
hnd,1990,25539
hnd,1991,23872
hnd,1992,26736
hnd,1993,26561
hnd,1994,28888
hnd,1995,28978
hnd,1996,31337
hnd,1997,31838
hnd,1998,32519
hnd,1999,34069
hnd,2000,32144
hnd,2004,38212
hnd,2005,42260
hnd,2006,46308
hnd,2008,38283
hnd,2009,37370
hnd,2015,39599
hnd,2016,40362
hnd,2017,43908
hnd,2019,44007
hnd,2020,37626
hrv,1996,10605
hrv,1997,10762
hrv,1998,10365
hrv,1999,10568
hrv,2000,10605
hrv,2001,10707
hrv,2002,10770
hrv,2003,10832
hrv,2005,11198
hrv,2006,11415
hrv,2007,11423
hrv,2008,11373
hrv,2009,11782
hrv,2010,11746
hrv,2011,11726
hrv,2012,11696
hrv,2013,11688
hrv,2014,11741
hrv,2015,11849
hrv,2016,12033
hrv,2018,12444
hrv,2019,12546
hti,1971,7833
hti,1972,7472
hti,1973,8074
hti,1974,10265
hti,1975,11320
hti,1976,11816
hti,1977,12953
hti,1978,12554
hti,1979,12751
hti,1980,13472
hti,1981,14581
hti,1982,14927
hti,1983,16986
hti,1984,18483
hti,1985,20311
hti,1986,23200
hti,1987,21102
hti,1992,25605
hti,1993,32285
hti,1994,34310
hti,1995,36460
hti,1996,38743
hti,1997,41160
hti,1998,44472
hun,1994,52584
hun,1995,44585
hun,1997,41813
hun,1998,46872
hun,1999,47260
hun,2000,46777
hun,2001,46475
hun,2002,46497
hun,2003,48393
hun,2004,42643
hun,2005,41230
hun,2006,40580
hun,2007,39706
hun,2008,37844
hun,2009,37108
hun,2010,36675
hun,2011,36716
hun,2012,36719
hun,2013,37054
hun,2014,34955
hun,2015,36029
hun,2016,36632
hun,2019,37681
idn,1970,514007
idn,1971,534800
idn,1972,548424
idn,1973,556652
idn,1974,573061
idn,1975,603327
idn,1976,618818
idn,1977,549519
idn,1978,592439
idn,1981,787400
idn,1982,855876
idn,1983,971893
idn,1984,1056447
idn,1985,1131271
idn,1986,1181807
idn,1987,1223387
idn,1988,1251900
idn,1989,1278889
idn,1990,1286286
idn,1991,1281407
idn,1992,1261089
idn,1993,1276217
idn,1994,1296103
idn,1995,1311571
idn,1996,1317976
idn,1997,1327178
idn,1998,1341753
idn,1999,1334213
idn,2000,1288965
idn,2001,1289720
idn,2002,1383914
idn,2003,1431486
idn,2004,1447984
idn,2005,1427974
idn,2006,1525400
idn,2007,1583589
idn,2008,1425828
idn,2009,1511977
idn,2010,1595955
idn,2011,1615479
idn,2012,1655764
idn,2013,1870834
idn,2014,1801909
idn,2016,2106887
idn,2017,1827213
idn,2018,1727377
idn,2019,1771614
ind,1971,1376176
ind,1972,1413221
ind,1973,1467031
ind,1974,1484589
ind,1975,1546696
ind,1976,1559137
ind,1979,1599182
ind,1999,2774647
ind,2000,2840314
ind,2001,2835044
ind,2002,2832912
ind,2003,3038204
ind,2011,3918312
ind,2013,4367637
ind,2014,4404451
ind,2015,4398590
ind,2017,4373417
ind,2019,4339390
ind,2020,4600165
irl,1975,13397
irl,1976,13060
irl,1977,13076
irl,1978,13242
irl,1979,13803
irl,1980,14233
irl,1981,14636
irl,1982,14829
irl,1983,15117
irl,1984,15484
irl,1985,15521
irl,1986,15674
irl,1987,15852
irl,1988,15880
irl,1989,15393
irl,1990,15513
irl,1991,15614
irl,1992,15775
irl,1993,16212
irl,1994,16212
irl,1995,16339
irl,1996,16311
irl,1997,16202
irl,1998,18002
irl,1999,21148
irl,2001,21865
irl,2002,22979
irl,2003,23972
irl,2004,24792
irl,2005,25416
irl,2006,26833
irl,2007,29852
irl,2008,30697
irl,2009,31549
irl,2010,32043
irl,2011,32848
irl,2012,32267
irn,1971,105295
irn,1972,103130
irn,1973,97071
irn,1974,120017
irn,1975,135021
irn,1976,152106
irn,1977,167457
irn,1978,154577
irn,1982,192719
irn,1983,280649
irn,1984,297298
irn,1985,307718
irn,1986,309736
irn,1987,258062
irn,1988,264398
irn,1989,276438
irn,1991,298759
irn,1992,312273
irn,1993,311839
irn,1994,311531
irn,1995,305380
irn,1996,291886
irn,1997,290877
irn,1998,298103
irn,1999,326990
irn,2000,316939
irn,2001,314654
irn,2002,308105
irn,2003,297711
irn,2004,294098
irn,2005,285460
irn,2006,274922
irn,2007,267516
irn,2008,268430
irn,2009,277991
irn,2013,306282
irn,2014,287096
irn,2015,286477
irn,2016,293043
irn,2017,286476
irq,1971,49822
irq,1972,54302
irq,1973,54979
irq,1974,58455
irq,1975,57621
irq,1976,69812
irq,1977,70663
irq,1978,78060
irq,1979,87148
irq,1980,92603
irq,1981,94000
irq,1982,98422
irq,1983,107479
irq,1984,112428
irq,1985,115642
irq,1986,118442
irq,1987,123310
irq,1988,119280
irq,1989,130777
irq,1991,134081
irq,1992,120063
irq,1993,131271
irq,1996,145455
irq,1999,141479
irq,2000,170141
irq,2003,220366
irq,2004,211136
irq,2007,286890
isl,1971,1383
isl,1972,1431
isl,1973,1466
isl,1974,1466
isl,1975,1379
isl,1976,1380
isl,2011,3034
isl,2012,2960
isl,2013,3001
isl,2014,2991
isl,2015,2999
isl,2018,3171
isl,2019,3282
isr,1975,29195
isr,1976,32657
isr,1977,34579
isr,1978,35838
isr,1979,37210
isr,1980,39401
isr,1981,41468
isr,1982,42068
isr,1983,42395
isr,1984,42536
isr,1985,42900
isr,1986,41943
isr,1987,41199
isr,1988,37623
isr,1989,38798
isr,1990,37627
isr,1991,40571
isr,1992,43248
isr,1993,47299
isr,1994,48010
isr,1999,50090
isr,2000,49863
isr,2001,50982
isr,2002,51769
isr,2003,53222
isr,2004,54119
isr,2005,55458
isr,2006,55164
isr,2007,57666
isr,2008,59062
isr,2009,60155
isr,2010,61830
isr,2011,65705
isr,2013,70045.15625
isr,2014,71134.99219
isr,2015,73103.72656
isr,2016,74272.9375
isr,2018,77428
isr,2019,78939.86719
ita,1971,224646
ita,1972,229991
ita,1973,236691
ita,1974,245628
ita,1975,250523
ita,1976,255267
ita,1977,271307
ita,1978,271747
ita,1979,269279
ita,1980,275199
ita,1981,273744
ita,1982,279082
ita,1983,276716
ita,1984,281311
ita,1985,276553
ita,1986,273800
ita,1987,267065
ita,1988,263101
ita,1989,258535
ita,1990,257961
ita,1991,265553
ita,1992,255429
ita,1993,251621
ita,1994,279604
ita,1995,256756
ita,1996,251827
ita,1998,258929
ita,1999,253736
ita,2000,258827
ita,2001,262675
ita,2002,263421
ita,2003,256650
ita,2004,260769
ita,2005,264061
ita,2006,264378
ita,2007,273113
ita,2013,237735
ita,2014,237214
ita,2015,237483
ita,2016,254572
ita,2017,252806
ita,2018,252933
ita,2019,251885
jam,1971,8053
jam,1972,9471
jam,1975,9417
jam,1977,9889
jam,1979,8453
jam,1980,8783
jam,1981,8676
jam,1983,10699
jam,1984,10358
jam,1985,10051
jam,1986,9648
jam,1987,9467
jam,1988,9888
jam,1989,10251
jam,1990,10076
jam,2003,10968
jam,2004,12032
jam,2011,12380
jam,2012,12409
jam,2013,12842
jam,2014,12055
jam,2015,11806
jam,2016,11180
jam,2017,11172
jam,2018,10036
jam,2019,11347
jam,2020,11292
jor,1971,7150
jor,1972,7798
jor,1973,8518
jor,1974,9418
jor,1975,10418
jor,1976,11136
jor,1977,11661
jor,1978,12757
jor,1979,13374
jor,1980,13934
jor,1981,14303
jor,1982,14891
jor,1983,14873
jor,1984,15179
jor,1985,15799
jor,1986,16979
jor,1987,18448
jor,1988,19133
jor,1989,20265
jor,1991,23340
jor,1995,27922
jor,1998,29232
jor,2002,38204
jor,2003,39441
jor,2014,57946
jor,2016,57162
jor,2017,52598
jor,2018,61174
jor,2019,70057
jor,2020,65410
jpn,1971,364906
jpn,1972,381608
jpn,1973,388445
jpn,1974,395062
jpn,1975,406347
jpn,1976,402553
jpn,1977,411379
jpn,1978,419958
jpn,1979,432222
jpn,1980,462343
jpn,1981,470991
jpn,1982,477101
jpn,1983,478349
jpn,1984,476991
jpn,1985,471724
jpn,1986,464173
jpn,1987,457767
jpn,1988,452220
jpn,1989,449347
jpn,1990,454109
jpn,1991,452849
jpn,1992,453379
jpn,1993,440769
jpn,1994,461729
jpn,1995,464431
jpn,1996,430958
jpn,1997,425714
jpn,1998,371066
jpn,1999,366550
jpn,2000,363880
jpn,2001,362605
jpn,2002,365540
jpn,2003,371688
jpn,2004,378950
jpn,2005,382738
jpn,2006,386443
jpn,2007,390542
jpn,2008,391967
jpn,2009,396388
jpn,2010,399424
jpn,2011,401773
jpn,2012,405144
jpn,2013,406511
jpn,2014,408247
jpn,2015,410355
jpn,2016,414683
jpn,2017,417071
jpn,2018,422724
jpn,2019,431048
kaz,1986,44700
kaz,1989,50500
kaz,1990,56274
kaz,1991,60942
kaz,1992,64089
kaz,1993,66734
kaz,1994,65805
kaz,1995,67203
kaz,1996,63869
kaz,1997,59348
kaz,1998,58095
kaz,2001,63569
kaz,2002,61294
kaz,2003,60509
kaz,2004,60203
kaz,2005,59293
kaz,2006,58014
kaz,2007,57340
kaz,2008,57473
kaz,2009,57962
kaz,2010,58957
kaz,2011,60252
kaz,2012,62285
kaz,2013,64124
kaz,2014,66578
kaz,2015,73827
kaz,2016,68663
kaz,2017,65356
kaz,2018,71641
kaz,2019,84896
kaz,2020,90047
ken,1998,169410
ken,1999,148469
ken,2000,146205
ken,2001,149501
ken,2002,142392
ken,2003,152828
ken,2004,149893
ken,2005,144744
ken,2006,146879
ken,2007,159407
ken,2008,157843
ken,2009,165002
ken,2012,142345
ken,2014,260197
ken,2015,266511
kgz,1981,11000
kgz,1986,17900
kgz,1991,16514
kgz,1996,24086
kgz,1999,19234
kgz,2000,19284
kgz,2001,18783
kgz,2002,18860
kgz,2003,18376
kgz,2004,18341
kgz,2005,17729
kgz,2006,17781
kgz,2007,16824
kgz,2008,16524
kgz,2009,16332
kgz,2010,16089
kgz,2011,15691
kgz,2012,16959
kgz,2013,17072
kgz,2014,17175
kgz,2015,17226
kgz,2016,18770
kgz,2017,20110
kgz,2018,21154
kgz,2019,21484
kgz,2020,21919
khm,1971,20046
khm,1973,20374
khm,1981,30316
khm,1982,31884
khm,1983,34859
khm,1984,35479
khm,1985,35878
khm,1986,35080
khm,1987,36754
khm,1988,37292
khm,1989,36930
khm,1990,36533
khm,1991,40820
khm,1994,37616
khm,1995,37827
khm,1997,43205
khm,1998,43282
khm,1999,44542
khm,2000,44852
khm,2001,45914
khm,2002,48476
khm,2003,49293
khm,2004,50186
khm,2005,50654
khm,2006,51212
khm,2007,48736
khm,2008,48223
khm,2009,46658
khm,2010,46905
khm,2011,47033
khm,2012,48002
khm,2013,47413
khm,2014,47691
khm,2015,47866
khm,2016,49511
khm,2017,50684
khm,2018,51490
khm,2019,51578
khm,2020,51486
