geo,time,sl_emp_vuln_ma_zs
lby,2000,30.11
lby,2001,30.81
lby,2002,31.58
lby,2003,30.99
lby,2004,31.04
lby,2005,30.31
lby,2006,29.99
lby,2007,29.63
lby,2008,29.66
lby,2009,30.01
lby,2010,29.83
lby,2011,33.6
lby,2012,31.01
lby,2013,32.51
lby,2014,34.83
lby,2015,36.72
lby,2016,38.12
lby,2017,37.26
lby,2018,36.27
lby,2019,36.13
lca,1991,25.08
lca,1992,24.95
lca,1993,25.36
lca,1994,28.57
lca,1995,27.51
lca,1996,31.59
lca,1997,29.17
lca,1998,30.17
lca,1999,29.15
lca,2000,31.42
lca,2001,31.65
lca,2002,31.47
lca,2003,30.7
lca,2004,29.74
lca,2005,29.56
lca,2006,28.68
lca,2007,28.48
lca,2008,27.87
lca,2009,28.1
lca,2010,27.82
lca,2011,26.87
lca,2012,26.53
lca,2013,26.59
lca,2014,26.1
lca,2015,25.91
lca,2016,25.14
lca,2017,24.74
lca,2018,24.96
lca,2019,27.79
lka,1991,37.41
lka,1992,39.98
lka,1993,39.61
lka,1994,37.92
lka,1995,38.5
lka,1996,37.27
lka,1997,38.61
lka,1998,41.62
lka,1999,39.61
lka,2000,40.26
lka,2001,38.95
lka,2002,38.78
lka,2003,39.25
lka,2004,37.21
lka,2005,36.1
lka,2006,39.57
lka,2007,38.86
lka,2008,39.08
lka,2009,37.4
lka,2010,40.27
lka,2011,40.16
lka,2012,39.59
lka,2013,39.18
lka,2014,39.02
lka,2015,39.1
lka,2016,37.42
lka,2017,37.14
lka,2018,38.52
lka,2019,38.33
lso,1991,58.28
lso,1992,57.97
lso,1993,57.82
lso,1994,57.58
lso,1995,57.37
lso,1996,56.68
lso,1997,56.56
lso,1998,56.16
lso,1999,55.73
lso,2000,54.71
lso,2001,53.61
lso,2002,53.16
lso,2003,52.26
lso,2004,51.54
lso,2005,50.58
lso,2006,49.19
lso,2007,48.11
lso,2008,46.45
lso,2009,46.32
lso,2010,45.84
lso,2011,44.54
lso,2012,43.46
lso,2013,42.67
lso,2014,41.72
lso,2015,40.95
lso,2016,40.15
lso,2017,40.06
lso,2018,39.99
lso,2019,39.73
ltu,1991,16.27
ltu,1992,16.56
ltu,1993,16.99
ltu,1994,17.34
ltu,1995,17.55
ltu,1996,17.77
ltu,1997,17.74
ltu,1998,17.53
ltu,1999,21
ltu,2000,20.38
ltu,2001,21.08
ltu,2002,20.78
ltu,2003,20.63
ltu,2004,19.34
ltu,2005,16.63
ltu,2006,16.02
ltu,2007,14.39
ltu,2008,11.13
ltu,2009,11.19
ltu,2010,9.66
ltu,2011,9.09
ltu,2012,10.14
ltu,2013,10.74
ltu,2014,10.73
ltu,2015,11.32
ltu,2016,11.91
ltu,2017,11.19
ltu,2018,10.84
ltu,2019,10.99
lux,1991,7.72
lux,1992,7.72
lux,1993,7.68
lux,1994,7.64
lux,1995,7.64
lux,1996,7.64
lux,1997,7.56
lux,1998,7.43
lux,1999,7.22
lux,2000,6.97
lux,2001,6.89
lux,2002,6.59
lux,2003,6.5
lux,2004,5.62
lux,2005,5.07
lux,2006,5.33
lux,2007,4.29
lux,2008,3.47
lux,2009,6.13
lux,2010,4.96
lux,2011,6.02
lux,2012,5.3
lux,2013,6.14
lux,2014,6.47
lux,2015,6.02
lux,2016,6.13
lux,2017,5.99
lux,2018,5.74
lux,2019,5.23
lva,1991,10.55
lva,1992,11.04
lva,1993,11.33
lva,1994,11.73
lva,1995,11.97
lva,1996,12.23
lva,1997,15.99
lva,1998,14.26
lva,1999,13.27
lva,2000,10.4
lva,2001,10.91
lva,2002,11.61
lva,2003,11.11
lva,2004,10.47
lva,2005,8.78
lva,2006,9.13
lva,2007,8.51
lva,2008,7.94
lva,2009,8.73
lva,2010,8.44
lva,2011,8.74
lva,2012,8.52
lva,2013,8.29
lva,2014,8.7
lva,2015,9.72
lva,2016,9.92
lva,2017,8.71
lva,2018,7.42
lva,2019,7.92
mac,1991,8.69
mac,1992,8.63
mac,1993,8.54
mac,1994,8.49
mac,1995,8.33
mac,1996,8.28
mac,1997,6.9
mac,1998,7.13
mac,1999,8.45
mac,2000,9.47
mac,2001,9.06
mac,2002,8.52
mac,2003,8.95
mac,2004,9.53
mac,2005,7.72
mac,2006,6.33
mac,2007,6.38
mac,2008,5.83
mac,2009,6.32
mac,2010,6.51
mac,2011,5.83
mac,2012,5.61
mac,2013,4.83
mac,2014,3.97
mac,2015,4.35
mac,2016,4.41
mac,2017,4.56
mac,2018,4.12
mac,2019,4.39
mar,1991,51.9
mar,1992,52.14
mar,1993,52.48
mar,1994,51.73
mar,1995,52.47
mar,1996,51.4
mar,1997,51.6
mar,1998,50.91
mar,1999,52
mar,2000,52.85
mar,2001,53.01
mar,2002,53.62
mar,2003,53.18
mar,2004,54.69
mar,2005,54.39
mar,2006,47
mar,2007,46.13
mar,2008,47.35
mar,2009,47.35
mar,2010,46.49
mar,2011,47.04
mar,2012,46.32
mar,2013,45.76
mar,2014,45.77
mar,2015,44.98
mar,2016,44.7
mar,2017,44.01
mar,2018,43.44
mar,2019,42.91
mda,1991,15.54
mda,1992,16.93
mda,1993,18.26
mda,1994,20.93
mda,1995,22.36
mda,1996,24.03
mda,1997,25.79
mda,1998,28.14
mda,1999,30.14
mda,2000,35.03
mda,2001,37.4
mda,2002,39.27
mda,2003,36.27
mda,2004,35.98
mda,2005,37.12
mda,2006,33.28
mda,2007,35.2
mda,2008,33.7
mda,2009,32.13
mda,2010,32.82
mda,2011,32.75
mda,2012,32.76
mda,2013,34.37
mda,2014,36.64
mda,2015,42.2
mda,2016,40.31
mda,2017,38.84
mda,2018,37.85
mda,2019,35.52
mdg,1991,84.13
mdg,1992,83.98
mdg,1993,83.82
mdg,1994,83.67
mdg,1995,83.29
mdg,1996,83.05
mdg,1997,82.54
mdg,1998,81.94
mdg,1999,81.44
mdg,2000,80.69
mdg,2001,80.04
mdg,2002,79.99
mdg,2003,79.43
mdg,2004,80.26
mdg,2005,81.04
mdg,2006,81.69
mdg,2007,82.48
mdg,2008,83.05
mdg,2009,84.22
mdg,2010,84.93
mdg,2011,83.44
mdg,2012,81.84
mdg,2013,81.76
mdg,2014,81.53
mdg,2015,81.35
mdg,2016,81.03
mdg,2017,80.76
mdg,2018,80.1
mdg,2019,79.77
mdv,1991,29.78
mdv,1992,29.23
mdv,1993,28.7
mdv,1994,28.02
mdv,1995,27.29
mdv,1996,26.49
mdv,1997,25.57
mdv,1998,24.66
mdv,1999,23.85
mdv,2000,23.26
mdv,2001,24
mdv,2002,23.73
mdv,2003,22.89
mdv,2004,22.59
mdv,2005,23.87
mdv,2006,21.37
mdv,2007,24.37
mdv,2008,25.51
mdv,2009,26.02
mdv,2010,24.04
mdv,2011,21.94
mdv,2012,20.45
mdv,2013,18.61
mdv,2014,16.94
mdv,2015,16.16
mdv,2016,15.26
mdv,2017,15.25
mdv,2018,15.23
mdv,2019,15.17
mex,1991,36.86
mex,1992,38.91
mex,1993,40.91
mex,1994,38.05
mex,1995,36.04
mex,1996,34.7
mex,1997,35
mex,1998,33.31
mex,1999,33.13
mex,2000,30.94
mex,2001,31.14
mex,2002,31.57
mex,2003,31.5
mex,2004,31.06
mex,2005,29.51
mex,2006,28.13
mex,2007,27.46
mex,2008,26.9
mex,2009,28.05
mex,2010,26.99
mex,2011,26.83
mex,2012,26.23
mex,2013,26.66
mex,2014,26.45
mex,2015,26.03
mex,2016,25.4
mex,2017,25.51
mex,2018,25.35
mex,2019,25.26
mkd,1991,16.04
mkd,1992,16.54
mkd,1993,17.37
mkd,1994,17.95
mkd,1995,18.3
mkd,1996,18.78
mkd,1997,19.33
mkd,1998,19.89
mkd,1999,16.5
mkd,2000,20.68
mkd,2001,21.58
mkd,2002,21.25
mkd,2003,18.19
mkd,2004,20.41
mkd,2005,23.15
mkd,2006,23.9
mkd,2007,23.75
mkd,2008,23.97
mkd,2009,24.41
mkd,2010,24.19
mkd,2011,23.71
mkd,2012,23.19
mkd,2013,24.55
mkd,2014,24.92
mkd,2015,23.92
mkd,2016,21.44
mkd,2017,20.69
mkd,2018,21.06
mkd,2019,18.74
mli,1991,84.14
mli,1992,84.14
mli,1993,84.1
mli,1994,84.1
mli,1995,83.77
mli,1996,83.54
mli,1997,83.05
mli,1998,82.54
mli,1999,82.3
mli,2000,81.47
mli,2001,80.4
mli,2002,79.98
mli,2003,79.25
mli,2004,78.97
mli,2005,78.42
mli,2006,77.28
mli,2007,77.41
mli,2008,77.52
mli,2009,76.63
mli,2010,76.55
mli,2011,76.64
mli,2012,76.77
mli,2013,76.74
mli,2014,76
mli,2015,75.7
mli,2016,73.42
mli,2017,72.71
mli,2018,74.94
mli,2019,74.31
mlt,1991,10.45
mlt,1992,10.46
mlt,1993,10.42
mlt,1994,10.38
mlt,1995,10.27
mlt,1996,10.27
mlt,1997,10.2
mlt,1998,10.21
mlt,1999,10.21
mlt,2000,10.19
mlt,2001,10.23
mlt,2002,13.42
mlt,2003,10.84
mlt,2004,12.24
mlt,2005,11.53
mlt,2006,11.8
mlt,2007,11.21
mlt,2008,11.58
mlt,2009,11.78
mlt,2010,12.67
mlt,2011,12.02
mlt,2012,11.56
mlt,2013,12.25
mlt,2014,11.56
mlt,2015,11.94
mlt,2016,12.83
mlt,2017,12.93
mlt,2018,12.8
mlt,2019,13.45
mmr,1991,80.14
mmr,1992,79.97
mmr,1993,79.79
mmr,1994,79.52
mmr,1995,79.23
mmr,1996,78.92
mmr,1997,78.64
mmr,1998,78.31
mmr,1999,77.7
mmr,2000,76.85
mmr,2001,75.96
mmr,2002,75.05
mmr,2003,73.9
mmr,2004,72.68
mmr,2005,71.32
mmr,2006,69.93
mmr,2007,68.55
mmr,2008,67.33
mmr,2009,66.04
mmr,2010,64.78
mmr,2011,64.18
mmr,2012,63.33
mmr,2013,62.35
mmr,2014,61.49
mmr,2015,60.68
mmr,2016,60.01
mmr,2017,59.31
mmr,2018,58.95
mmr,2019,61.53
mne,1991,13.8
mne,1992,14.31
mne,1993,15.02
mne,1994,15.23
mne,1995,15.11
mne,1996,14.7
mne,1997,14.5
mne,1998,14.34
mne,1999,14.86
mne,2000,14.69
mne,2001,14.66
mne,2002,14.74
mne,2003,14.74
mne,2004,14.76
mne,2005,14.75
mne,2006,15.21
mne,2007,15.35
mne,2008,15.93
mne,2009,13.86
mne,2010,13.24
mne,2011,12.2
mne,2012,11.14
mne,2013,9.64
mne,2014,12.86
mne,2015,13.83
mne,2016,15.21
mne,2017,16.12
mne,2018,16.8
mne,2019,17
mng,1991,55.23
mng,1992,56.11
mng,1993,56.87
mng,1994,57.27
mng,1995,57.13
mng,1996,57.48
mng,1997,57.39
mng,1998,57.56
mng,1999,57.64
mng,2000,58.08
mng,2001,58.81
mng,2002,59.3
mng,2003,59.4
mng,2004,59.04
mng,2005,58.88
mng,2006,58.53
mng,2007,58.28
mng,2008,58.36
mng,2009,59.17
mng,2010,59.51
mng,2011,56.65
mng,2012,53.03
mng,2013,51.64
mng,2014,50.88
mng,2015,51.04
mng,2016,48.74
mng,2017,51.97
mng,2018,49.5
mng,2019,49.24
moz,1991,80.95
moz,1992,80.98
moz,1993,81.17
moz,1994,81.17
moz,1995,80.42
moz,1996,79.79
moz,1997,79.47
moz,1998,78.96
moz,1999,78.69
moz,2000,78.44
moz,2001,78.08
moz,2002,78.06
moz,2003,77.83
moz,2004,77.5
moz,2005,77.46
moz,2006,76.86
moz,2007,76.7
moz,2008,76.66
moz,2009,76.38
moz,2010,75.99
moz,2011,75.51
moz,2012,75.02
moz,2013,74.63
moz,2014,73.98
moz,2015,73.46
moz,2016,72.5
moz,2017,71.38
moz,2018,70.94
moz,2019,70.92
mrt,1991,55.27
mrt,1992,55.57
mrt,1993,55.34
mrt,1994,55.97
mrt,1995,55.91
mrt,1996,55.94
mrt,1997,56.26
mrt,1998,56.53
mrt,1999,56.23
mrt,2000,57.93
mrt,2001,58.09
mrt,2002,58.35
mrt,2003,58.11
mrt,2004,57.26
mrt,2005,55.08
mrt,2006,50.97
mrt,2007,50.87
mrt,2008,49.84
mrt,2009,50.38
mrt,2010,48.65
mrt,2011,47.68
mrt,2012,47.42
mrt,2013,46.32
mrt,2014,46.05
mrt,2015,45.34
mrt,2016,43.96
mrt,2017,43.02
mrt,2018,42.54
mrt,2019,41.4
mus,1991,19.07
mus,1992,19.09
mus,1993,19.22
mus,1994,19.33
mus,1995,19.51
mus,1996,19.68
mus,1997,19.75
mus,1998,19.89
mus,1999,20.3
mus,2000,20.14
mus,2001,20.62
mus,2002,20.88
mus,2003,20.81
mus,2004,18
mus,2005,17.7
mus,2006,17.2
mus,2007,18
mus,2008,17.19
mus,2009,16.85
mus,2010,16.88
mus,2011,16.44
mus,2012,17.68
mus,2013,18.98
mus,2014,17.46
mus,2015,18.49
mus,2016,17.64
mus,2017,18.19
mus,2018,18.71
mus,2019,18.58
mwi,1991,59.3
mwi,1992,58.87
mwi,1993,59.17
mwi,1994,58.2
mwi,1995,58.68
mwi,1996,58.85
mwi,1997,58.4
mwi,1998,58.29
mwi,1999,58.17
mwi,2000,57.87
mwi,2001,57.68
mwi,2002,58.09
mwi,2003,57.84
mwi,2004,57.78
mwi,2005,57.46
mwi,2006,57.01
mwi,2007,56.55
mwi,2008,56.23
mwi,2009,55.65
mwi,2010,55.48
mwi,2011,55.19
mwi,2012,54.95
mwi,2013,54.56
mwi,2014,54.72
mwi,2015,54.42
mwi,2016,54.35
mwi,2017,54.18
mwi,2018,53.99
mwi,2019,54.06
mys,1991,27.07
mys,1992,26.5
mys,1993,25.75
mys,1994,25.03
mys,1995,24.2
mys,1996,23.36
mys,1997,21.74
mys,1998,23.53
mys,1999,22.71
mys,2000,22.79
mys,2001,20.88
mys,2002,19.48
mys,2003,19.85
mys,2004,21.75
mys,2005,21.69
mys,2006,22.66
mys,2007,22.81
mys,2008,23.07
mys,2009,22.22
mys,2010,22.21
mys,2011,20.21
mys,2012,21.18
mys,2013,20.81
mys,2014,19.35
mys,2015,20.05
mys,2016,20.41
mys,2017,20.6
mys,2018,21.89
mys,2019,21.74
nam,1991,18.42
nam,1992,18.44
nam,1993,18.79
nam,1994,19.04
nam,1995,19.17
nam,1996,19.3
nam,1997,19.32
nam,1998,19.93
nam,1999,20.58
nam,2000,21.18
nam,2001,21.93
nam,2002,22.33
nam,2003,22.67
nam,2004,22.31
nam,2005,22.58
nam,2006,22.48
nam,2007,22.46
nam,2008,22.89
nam,2009,23.35
nam,2010,23.46
nam,2011,23.76
nam,2012,24.12
nam,2013,23.48
nam,2014,22.19
nam,2015,20.23
nam,2016,18.79
nam,2017,21.39
nam,2018,24.27
nam,2019,24.87
ncl,1991,15.46
ncl,1992,15.62
ncl,1993,15.86
ncl,1994,16.03
ncl,1995,16.14
ncl,1996,16.44
ncl,1997,16.59
ncl,1998,16.96
ncl,1999,17.17
ncl,2000,17.3
ncl,2001,17.41
ncl,2002,17.48
ncl,2003,17.46
ncl,2004,17.44
ncl,2005,17.38
ncl,2006,17.24
ncl,2007,17.15
ncl,2008,17.15
ncl,2009,17.09
ncl,2010,16.96
ncl,2011,16.88
ncl,2012,16.88
ncl,2013,16.87
ncl,2014,16.87
ncl,2015,16.72
ncl,2016,16.54
ncl,2017,16.36
ncl,2018,16.17
ncl,2019,15.99
ner,1991,89.61
ner,1992,89.65
ner,1993,89.69
ner,1994,89.6
ner,1995,89.64
ner,1996,89.59
ner,1997,89.5
ner,1998,89.49
ner,1999,89.53
ner,2000,89.48
ner,2001,89.42
ner,2002,89.39
ner,2003,89.27
ner,2004,89.15
ner,2005,89.17
ner,2006,89.04
ner,2007,88.69
ner,2008,88.38
ner,2009,88.2
ner,2010,87.98
ner,2011,87.85
ner,2012,85.39
ner,2013,88.3
ner,2014,91.32
ner,2015,91.46
ner,2016,91.63
ner,2017,91.58
ner,2018,91.73
ner,2019,91.64
nga,1991,86.4
nga,1992,86.18
nga,1993,86.51
nga,1994,86.68
nga,1995,86.19
nga,1996,85.94
nga,1997,86.05
nga,1998,86.74
nga,1999,86.57
nga,2000,85.54
nga,2001,86.03
nga,2002,85.98
nga,2003,84.64
nga,2004,83.21
nga,2005,82.37
nga,2006,82.06
nga,2007,81.51
nga,2008,80.51
nga,2009,80.34
nga,2010,78.34
nga,2011,76.61
nga,2012,76.9
nga,2013,77.14
nga,2014,76.86
nga,2015,77.65
nga,2016,78.11
nga,2017,76.81
nga,2018,75.57
nga,2019,74.87
nic,1991,40.21
nic,1992,40.64
nic,1993,41.19
nic,1994,42.09
nic,1995,42.74
nic,1996,43.28
nic,1997,43.93
nic,1998,44.64
nic,1999,45.22
nic,2000,45.97
nic,2001,46.68
nic,2002,47.44
nic,2003,48.08
nic,2004,46.63
nic,2005,44.56
nic,2006,44.65
nic,2007,44.79
nic,2008,44.94
nic,2009,43.87
nic,2010,42.45
nic,2011,40.89
nic,2012,39.22
nic,2013,37.51
nic,2014,35.76
nic,2015,34.74
nic,2016,33.64
nic,2017,32.56
nic,2018,32.06
nic,2019,31.71
nld,1991,7.04
nld,1992,7.5
nld,1993,7.87
nld,1994,7.77
nld,1995,8.17
nld,1996,8.45
nld,1997,8.45
nld,1998,7.68
nld,1999,7.59
nld,2000,8.19
nld,2001,8.38
nld,2002,8.59
nld,2003,8.58
nld,2004,8.97
nld,2005,10.61
nld,2006,10.74
nld,2007,11.17
nld,2008,11.48
nld,2009,12.05
nld,2010,12.54
nld,2011,12.74
nld,2012,13.08
nld,2013,13.88
nld,2014,14.38
nld,2015,14.5
nld,2016,14.32
nld,2017,14.36
nld,2018,14.21
nld,2019,14.33
nor,1991,8.75
nor,1992,8.43
nor,1993,8
nor,1994,7.92
nor,1995,7.58
nor,1996,8.03
nor,1997,8.52
nor,1998,8.63
nor,1999,7.89
nor,2000,7.51
nor,2001,7.08
nor,2002,8.16
nor,2003,8.21
nor,2004,8.28
nor,2005,8.04
nor,2006,8.82
nor,2007,8.1
nor,2008,7.97
nor,2009,7.85
nor,2010,7.6
nor,2011,7.11
nor,2012,6.99
nor,2013,6.74
nor,2014,6.88
nor,2015,6.67
nor,2016,6.51
nor,2017,6.01
nor,2018,6.16
nor,2019,6.06
npl,1991,76.1
npl,1992,76.11
npl,1993,76.12
npl,1994,75.9
npl,1995,75.84
npl,1996,75.6
npl,1997,75.29
npl,1998,75.08
npl,1999,74.73
npl,2000,74.17
npl,2001,73.68
npl,2002,73.77
npl,2003,73.5
npl,2004,73.08
npl,2005,72.77
npl,2006,72.49
npl,2007,72.21
npl,2008,71.6
npl,2009,70.97
npl,2010,70.2
npl,2011,69.4
npl,2012,68.33
npl,2013,67.23
npl,2014,65.89
npl,2015,64.99
npl,2016,64.83
npl,2017,63.82
npl,2018,63.02
npl,2019,62.2
nzl,1991,14.96
nzl,1992,15.63
nzl,1993,15.65
nzl,1994,14.97
nzl,1995,15
nzl,1996,15.96
nzl,1997,15.27
nzl,1998,15.28
nzl,1999,16.69
nzl,2000,16.51
nzl,2001,15.43
nzl,2002,15.27
nzl,2003,15.15
nzl,2004,14.86
nzl,2005,14.54
nzl,2006,14.88
nzl,2007,14.05
nzl,2008,14.58
nzl,2009,13.94
nzl,2010,14.03
nzl,2011,14.61
nzl,2012,13.83
nzl,2013,12.65
nzl,2014,13.49
nzl,2015,13.23
nzl,2016,13.93
nzl,2017,13.84
nzl,2018,13.77
nzl,2019,14.06
omn,1991,12.11
omn,1992,11.95
omn,1993,11.85
omn,1994,11.64
omn,1995,11.4
omn,1996,11.22
omn,1997,10.86
omn,1998,10.6
omn,1999,10.29
omn,2000,9.89
omn,2001,8.5
omn,2002,7.43
omn,2003,6.53
omn,2004,5.7
omn,2005,4.94
omn,2006,4.24
omn,2007,3.66
omn,2008,3.11
omn,2009,2.68
omn,2010,2.33
omn,2011,2.33
omn,2012,2.28
omn,2013,2.27
omn,2014,2.29
omn,2015,2.31
omn,2016,2.31
omn,2017,2.33
omn,2018,2.34
omn,2019,2.35
pak,1991,63.88
pak,1992,63.68
pak,1993,63.69
pak,1994,63.58
pak,1995,63.51
pak,1996,63.44
pak,1997,61.86
pak,1998,62.05
pak,1999,62.03
pak,2000,63.13
pak,2001,63.14
pak,2002,58.77
pak,2003,58.77
pak,2004,59.72
pak,2005,59.69
pak,2006,57.55
pak,2007,57.4
pak,2008,58.27
pak,2009,57.9
pak,2010,57.66
pak,2011,57.02
pak,2012,55.83
pak,2013,54.58
pak,2014,55.23
pak,2015,54.87
pak,2016,55.82
pak,2017,53.76
pak,2018,51.65
pak,2019,51.03
pan,1991,42.52
pan,1992,40.69
pan,1993,38.39
pan,1994,34.96
pan,1995,35.08
pan,1996,35.24
pan,1997,36.82
pan,1998,34.64
pan,1999,35
pan,2000,36.54
pan,2001,37
pan,2002,36.32
pan,2003,36.84
pan,2004,34.67
pan,2005,34.95
pan,2006,33.2
pan,2007,30.07
pan,2008,28.66
pan,2009,32.81
pan,2010,32.44
pan,2011,32.07
pan,2012,30.58
pan,2013,30.78
pan,2014,31.16
pan,2015,31.87
pan,2016,32.89
pan,2017,33.69
pan,2018,34.74
pan,2019,37.32
per,1991,48.34
per,1992,48.75
per,1993,48.66
per,1994,47.78
per,1995,47.1
per,1996,47.01
per,1997,46.39
per,1998,47
per,1999,47.23
per,2000,47.6
per,2001,47.94
per,2002,47.31
per,2003,49.49
per,2004,47.73
per,2005,47.28
per,2006,45.3
per,2007,43.66
per,2008,43.73
per,2009,43.19
per,2010,43.3
per,2011,44.52
per,2012,42.97
per,2013,42.52
per,2014,43.76
per,2015,43.57
per,2016,44
per,2017,45.23
per,2018,45.32
per,2019,45.58
phl,1991,43.3
phl,1992,43.56
phl,1993,43.7
phl,1994,43.64
phl,1995,43.49
phl,1996,43.2
phl,1997,42.78
phl,1998,43.18
phl,1999,43.77
phl,2000,43.15
phl,2001,43.59
phl,2002,43.45
phl,2003,43.13
phl,2004,41.14
phl,2005,43.54
phl,2006,43.33
phl,2007,42.48
phl,2008,42.17
phl,2009,41.12
phl,2010,40.16
phl,2011,39.33
phl,2012,37.19
phl,2013,36.22
phl,2014,36.83
phl,2015,35.5
phl,2016,32.3
phl,2017,31.57
phl,2018,30.07
phl,2019,30.55
png,1991,80.81
png,1992,79.79
png,1993,78.45
png,1994,77.81
png,1995,78.26
png,1996,77.33
png,1997,78.07
png,1998,79
png,1999,79
png,2000,79.91
png,2001,80.3
png,2002,80.67
png,2003,80.51
png,2004,80.18
png,2005,79.03
png,2006,78
png,2007,76.33
png,2008,76.59
png,2009,75.03
png,2010,72.6
png,2011,72.75
png,2012,72.01
png,2013,71.45
png,2014,68.62
png,2015,66.38
png,2016,65.57
png,2017,64.94
png,2018,65.56
png,2019,64.44
pol,1991,26.29
pol,1992,26.62
pol,1993,27.44
pol,1994,27.43
pol,1995,26.56
pol,1996,26.44
pol,1997,25.63
pol,1998,24
pol,1999,24.25
pol,2000,24.43
pol,2001,25
pol,2002,25.71
pol,2003,24.93
pol,2004,23.74
pol,2005,22.98
pol,2006,21.54
pol,2007,20.44
pol,2008,19.82
pol,2009,19.62
pol,2010,19.87
pol,2011,20.03
pol,2012,19.76
pol,2013,19.27
pol,2014,19.05
pol,2015,19.14
pol,2016,18.78
pol,2017,18.62
pol,2018,18.57
pol,2019,18.38
pri,1991,9.7
pri,1992,9.49
pri,1993,9.53
pri,1994,10.05
pri,1995,9.73
pri,1996,9.32
pri,1997,9.28
pri,1998,8.81
pri,1999,9.39
pri,2000,9.37
pri,2001,8.88
pri,2002,9.41
pri,2003,9.42
pri,2004,9.15
pri,2005,9.46
pri,2006,9.91
pri,2007,10.07
pri,2008,10.21
pri,2009,10.64
pri,2010,10.67
pri,2011,11.56
pri,2012,11.36
pri,2013,11.96
pri,2014,12.56
pri,2015,13.2
pri,2016,12.74
pri,2017,12.31
pri,2018,13.43
pri,2019,13.74
prk,1991,82.94
prk,1992,83.29
prk,1993,83.6
prk,1994,83.83
prk,1995,84.2
prk,1996,84.52
prk,1997,85.06
prk,1998,85.32
prk,1999,85.14
prk,2000,85.26
prk,2001,85.09
prk,2002,85.08
prk,2003,85.04
prk,2004,84.95
prk,2005,84.73
prk,2006,84.87
prk,2007,85.08
prk,2008,84.95
prk,2009,85.11
prk,2010,85.26
prk,2011,85.3
prk,2012,85.3
prk,2013,85.31
prk,2014,85.29
prk,2015,85.46
prk,2016,85.24
prk,2017,85.55
prk,2018,85.98
prk,2019,85.76
prt,1991,18.37
prt,1992,18.43
prt,1993,18.2
prt,1994,19.78
prt,1995,21.03
prt,1996,21.29
prt,1997,21.35
prt,1998,21.2
prt,1999,19.57
prt,2000,18.87
prt,2001,20.62
prt,2002,20.43
prt,2003,20
prt,2004,19.34
prt,2005,19.14
prt,2006,18.65
prt,2007,19.05
prt,2008,18.35
prt,2009,18.77
prt,2010,18.41
prt,2011,18.31
prt,2012,19.53
prt,2013,19.11
prt,2014,17.17
prt,2015,16.04
prt,2016,15.52
prt,2017,14.62
prt,2018,14.17
prt,2019,14.26
pry,1991,50.97
pry,1992,51.05
pry,1993,50.88
pry,1994,50.65
pry,1995,50.22
pry,1996,50.29
pry,1997,50.03
pry,1998,50.27
pry,1999,50.75
pry,2000,51.36
pry,2001,51.92
pry,2002,52.1
pry,2003,49.55
pry,2004,50.03
pry,2005,47.76
pry,2006,46.78
pry,2007,43.13
pry,2008,40.22
pry,2009,42.59
pry,2010,39.7
pry,2011,38.98
pry,2012,38.58
pry,2013,36.7
pry,2014,35.05
pry,2015,36.79
pry,2016,37.15
pry,2017,35.86
pry,2018,35.44
pry,2019,35.18
pse,1991,29.09
pse,1992,28.63
pse,1993,28.39
pse,1994,27.6
pse,1995,27.36
pse,1996,27.72
pse,1997,27.24
pse,1998,26.45
pse,1999,25.96
pse,2000,27.11
pse,2001,33.66
pse,2002,37.38
pse,2003,38.87
pse,2004,37.11
pse,2005,35.49
pse,2006,34.97
pse,2007,33.87
pse,2008,29.46
pse,2009,26.27
pse,2010,24.94
pse,2011,25.66
pse,2012,24.98
pse,2013,24.14
pse,2014,23.81
pse,2015,23.84
pse,2016,23.55
pse,2017,22.84
pse,2018,23.39
pse,2019,22.42
pyf,1991,22.91
pyf,1992,23.11
pyf,1993,23.3
pyf,1994,23.41
pyf,1995,23.45
pyf,1996,23.42
pyf,1997,22.77
pyf,1998,21.89
pyf,1999,21.12
pyf,2000,20.41
pyf,2001,19.72
pyf,2002,19.08
pyf,2003,18.37
pyf,2004,17.73
pyf,2005,17.1
pyf,2006,16.54
pyf,2007,15.9
pyf,2008,15.5
pyf,2009,15.39
pyf,2010,15.3
pyf,2011,15.32
pyf,2012,15.29
pyf,2013,15.23
pyf,2014,15.15
pyf,2015,15.03
pyf,2016,14.92
pyf,2017,14.74
pyf,2018,14.56
pyf,2019,14.4
qat,1991,0.94
qat,1992,0.93
qat,1993,0.94
qat,1994,0.94
qat,1995,0.94
qat,1996,0.94
qat,1997,0.87
qat,1998,0.79
qat,1999,0.74
qat,2000,0.67
qat,2001,0.64
qat,2002,0.6
qat,2003,0.57
qat,2004,0.52
qat,2005,0.47
qat,2006,0.4
qat,2007,0.36
qat,2008,0.32
qat,2009,0.29
qat,2010,0.26
qat,2011,0.24
qat,2012,0.23
qat,2013,0.22
qat,2014,0.17
qat,2015,0.16
qat,2016,0.15
qat,2017,0.16
qat,2018,0.15
qat,2019,0.15
rou,1991,21.26
rou,1992,26.62
rou,1993,28.4
rou,1994,27.68
rou,1995,30.33
rou,1996,30.98
rou,1997,34.22
rou,1998,36.7
rou,1999,39.82
rou,2000,42.42
rou,2001,42.34
rou,2002,36.47
rou,2003,36.63
rou,2004,32.75
rou,2005,33.51
rou,2006,32.41
rou,2007,31.91
rou,2008,30.9
rou,2009,31.09
rou,2010,34
rou,2011,31.53
rou,2012,31.74
