geo,time,sl_ind_empl_ma_zs
dza,2003,24.41
dza,2004,25.54
dza,2005,26.88
dza,2006,27.82
dza,2007,28.87
dza,2008,29.56
dza,2009,30.44
dza,2010,31.25
dza,2011,32.24
dza,2012,32.29
dza,2013,32.5
dza,2014,32.41
dza,2015,32.32
dza,2016,32.25
dza,2017,32.25
dza,2018,32.21
dza,2019,31.71
ecu,1991,25.88
ecu,1992,25.77
ecu,1993,25.65
ecu,1994,25.62
ecu,1995,25.49
ecu,1996,25.27
ecu,1997,25.28
ecu,1998,25.29
ecu,1999,24.49
ecu,2000,24.1
ecu,2001,24.06
ecu,2002,23.61
ecu,2003,23.11
ecu,2004,22.14
ecu,2005,22.28
ecu,2006,23.5
ecu,2007,23.26
ecu,2008,23.51
ecu,2009,23.89
ecu,2010,23.08
ecu,2011,22.31
ecu,2012,21.88
ecu,2013,23.91
ecu,2014,25.17
ecu,2015,25.11
ecu,2016,24.09
ecu,2017,23.67
ecu,2018,23.76
ecu,2019,22.27
egy,1991,24.15
egy,1992,24.43
egy,1993,25.12
egy,1994,25.11
egy,1995,24.95
egy,1996,25.4
egy,1997,25.63
egy,1998,25.22
egy,1999,25.24
egy,2000,24.54
egy,2001,23.89
egy,2002,22.75
egy,2003,22.77
egy,2004,23.04
egy,2005,25.24
egy,2006,25.84
egy,2007,26.46
egy,2008,27.21
egy,2009,28.38
egy,2010,30.13
egy,2011,28.13
egy,2012,29.63
egy,2013,29
egy,2014,29.48
egy,2015,30.01
egy,2016,30.56
egy,2017,31.64
egy,2018,31.73
egy,2019,31.93
eri,1991,11.09
eri,1992,11.22
eri,1993,11.45
eri,1994,11.67
eri,1995,11.91
eri,1996,12.2
eri,1997,12.46
eri,1998,12.45
eri,1999,12.51
eri,2000,12.61
eri,2001,12.56
eri,2002,12.52
eri,2003,12.23
eri,2004,12.02
eri,2005,11.59
eri,2006,11.29
eri,2007,11.05
eri,2008,10.89
eri,2009,10.73
eri,2010,10.51
eri,2011,10.45
eri,2012,10.34
eri,2013,10.15
eri,2014,10.15
eri,2015,9.94
eri,2016,9.88
eri,2017,9.73
eri,2018,9.71
eri,2019,9.67
esp,1991,40.02
esp,1992,39.59
esp,1993,38.96
esp,1994,38.29
esp,1995,38.56
esp,1996,37.8
esp,1997,38.64
esp,1998,39.45
esp,1999,40.11
esp,2000,40.22
esp,2001,41.4
esp,2002,41.19
esp,2003,41.57
esp,2004,41.43
esp,2005,41.05
esp,2006,41.59
esp,2007,41.42
esp,2008,40
esp,2009,35.87
esp,2010,33.62
esp,2011,32.18
esp,2012,30.32
esp,2013,29.16
esp,2014,28.62
esp,2015,29.19
esp,2016,28.87
esp,2017,29.32
esp,2018,29.6
esp,2019,29.53
est,1991,42.25
est,1992,41.52
est,1993,38.7
est,1994,38.32
est,1995,41.38
est,1996,41.44
est,1997,41.28
est,1998,41.57
est,1999,40.09
est,2000,46.86
est,2001,41.8
est,2002,36.79
est,2003,38.44
est,2004,42.23
est,2005,44.06
est,2006,45.12
est,2007,47.91
est,2008,47.82
est,2009,43.85
est,2010,43.14
est,2011,45.64
est,2012,44.3
est,2013,43
est,2014,42.11
est,2015,43.21
est,2016,41.59
est,2017,41.85
est,2018,41.15
est,2019,39.42
eth,1991,5.08
eth,1992,4.99
eth,1993,5
eth,1994,5.01
eth,1995,5
eth,1996,5.02
eth,1997,4.97
eth,1998,4.96
eth,1999,5
eth,2000,5.09
eth,2001,5.25
eth,2002,5.4
eth,2003,5.53
eth,2004,5.75
eth,2005,5.94
eth,2006,6.11
eth,2007,6.34
eth,2008,6.54
eth,2009,6.79
eth,2010,7.15
eth,2011,7.45
eth,2012,7.68
eth,2013,7.97
eth,2014,8.31
eth,2015,8.64
eth,2016,8.91
eth,2017,9.16
eth,2018,9.38
eth,2019,9.51
fin,1991,40.77
fin,1992,40.04
fin,1993,39.52
fin,1994,39.4
fin,1995,39.44
fin,1996,39.14
fin,1997,39.51
fin,1998,40.03
fin,1999,39.9
fin,2000,40.18
fin,2001,39.1
fin,2002,39.62
fin,2003,39.49
fin,2004,38.64
fin,2005,38.29
fin,2006,38.45
fin,2007,38.9
fin,2008,38.67
fin,2009,37.28
fin,2010,35.89
fin,2011,35.75
fin,2012,35.67
fin,2013,35.83
fin,2014,34.47
fin,2015,33.96
fin,2016,34.56
fin,2017,34.76
fin,2018,34.76
fin,2019,33.63
fji,1991,23.23
fji,1992,23.41
fji,1993,23.46
fji,1994,23.5
fji,1995,23.55
fji,1996,23.68
fji,1997,23.59
fji,1998,23.58
fji,1999,23.67
fji,2000,23.53
fji,2001,23.52
fji,2002,23.35
fji,2003,23.1
fji,2004,23.02
fji,2005,22.8
fji,2006,22.07
fji,2007,21.04
fji,2008,20.4
fji,2009,19.61
fji,2010,19.18
fji,2011,18.7
fji,2012,18.02
fji,2013,17.75
fji,2014,17.63
fji,2015,17.38
fji,2016,16.98
fji,2017,17.2
fji,2018,17.35
fji,2019,17.36
fra,1991,37.58
fra,1992,37.37
fra,1993,36.93
fra,1994,35.91
fra,1995,36.25
fra,1996,36.07
fra,1997,36.15
fra,1998,35.88
fra,1999,35.86
fra,2000,36.12
fra,2001,35.8
fra,2002,35.31
fra,2003,34.1
fra,2004,34.17
fra,2005,33.84
fra,2006,34.28
fra,2007,33.69
fra,2008,34.12
fra,2009,33.72
fra,2010,33.06
fra,2011,32.58
fra,2012,32.13
fra,2013,31.47
fra,2014,30.5
fra,2015,30.41
fra,2016,30.32
fra,2017,30.06
fra,2018,30.06
fra,2019,30.52
gab,1991,14.31
gab,1992,14.42
gab,1993,14.45
gab,1994,14.4
gab,1995,14.38
gab,1996,14.36
gab,1997,14.3
gab,1998,14.3
gab,1999,14.41
gab,2000,14.41
gab,2001,14.39
gab,2002,14.43
gab,2003,14.41
gab,2004,14.44
gab,2005,14.45
gab,2006,14.55
gab,2007,14.52
gab,2008,14.62
gab,2009,14.66
gab,2010,14.62
gab,2011,14.68
gab,2012,14.79
gab,2013,14.87
gab,2014,14.96
gab,2015,15.03
gab,2016,15.1
gab,2017,15.17
gab,2018,15.23
gab,2019,15.29
gbr,1991,41.34
gbr,1992,41
gbr,1993,40.66
gbr,1994,38.94
gbr,1995,38.4
gbr,1996,38.66
gbr,1997,38.17
gbr,1998,37.91
gbr,1999,36.89
gbr,2000,36.22
gbr,2001,35.77
gbr,2002,35.04
gbr,2003,34.4
gbr,2004,33.12
gbr,2005,33.11
gbr,2006,32.8
gbr,2007,32.97
gbr,2008,32.71
gbr,2009,29.98
gbr,2010,29.45
gbr,2011,29.3
gbr,2012,28.94
gbr,2013,28.6
gbr,2014,28.57
gbr,2015,28.23
gbr,2016,27.96
gbr,2017,27.58
gbr,2018,27.53
gbr,2019,27.34
geo,1991,17.92
geo,1992,16.57
geo,1993,15.43
geo,1994,15.01
geo,1995,15.05
geo,1996,15.11
geo,1997,14.89
geo,1998,14.4
geo,1999,13.68
geo,2000,14.88
geo,2001,12.35
geo,2002,12.52
geo,2003,12.02
geo,2004,13.19
geo,2005,13.72
geo,2006,13.64
geo,2007,16.13
geo,2008,15.79
geo,2009,15.69
geo,2010,16.3
geo,2011,15.98
geo,2012,16
geo,2013,16.09
geo,2014,16.37
geo,2015,16.27
geo,2016,17.15
geo,2017,19.64
geo,2018,21.64
geo,2019,21.54
gha,1991,13.29
gha,1992,13.3
gha,1993,13.33
gha,1994,13.33
gha,1995,13.33
gha,1996,13.34
gha,1997,13.38
gha,1998,13.41
gha,1999,13.46
gha,2000,13.55
gha,2001,13.62
gha,2002,13.72
gha,2003,13.83
gha,2004,13.95
gha,2005,14.08
gha,2006,14.13
gha,2007,14.28
gha,2008,14.56
gha,2009,14.82
gha,2010,15.2
gha,2011,15.75
gha,2012,16.21
gha,2013,16.7
gha,2014,17.08
gha,2015,17.35
gha,2016,17.83
gha,2017,18.23
gha,2018,18.79
gha,2019,19.26
gin,1991,9.9
gin,1992,9.88
gin,1993,9.87
gin,1994,9.84
gin,1995,9.81
gin,1996,9.8
gin,1997,9.79
gin,1998,9.79
gin,1999,9.8
gin,2000,9.76
gin,2001,9.72
gin,2002,9.7
gin,2003,9.85
gin,2004,9.78
gin,2005,9.76
gin,2006,9.71
gin,2007,9.7
gin,2008,9.72
gin,2009,9.67
gin,2010,9.64
gin,2011,9.69
gin,2012,9.74
gin,2013,9.8
gin,2014,9.89
gin,2015,9.99
gin,2016,10.11
gin,2017,10.24
gin,2018,10.35
gin,2019,10.41
gmb,1991,26.28
gmb,1992,26.11
gmb,1993,25.94
gmb,1994,25.88
gmb,1995,25.81
gmb,1996,25.8
gmb,1997,25.8
gmb,1998,25.8
gmb,1999,25.77
gmb,2000,25.77
gmb,2001,25.77
gmb,2002,25.81
gmb,2003,25.65
gmb,2004,25.55
gmb,2005,25.52
gmb,2006,25.46
gmb,2007,25.32
gmb,2008,25.05
gmb,2009,24.79
gmb,2010,24.54
gmb,2011,24.49
gmb,2012,24.23
gmb,2013,24.01
gmb,2014,23.89
gmb,2015,23.67
gmb,2016,23.47
gmb,2017,23.29
gmb,2018,23.2
gmb,2019,23.14
gnb,1991,14.22
gnb,1992,14.15
gnb,1993,14.07
gnb,1994,14.05
gnb,1995,13.98
gnb,1996,13.84
gnb,1997,13.97
gnb,1998,13.68
gnb,1999,13.36
gnb,2000,13.06
gnb,2001,12.84
gnb,2002,12.51
gnb,2003,12.33
gnb,2004,12.17
gnb,2005,12.01
gnb,2006,11.94
gnb,2007,11.82
gnb,2008,11.74
gnb,2009,11.71
gnb,2010,11.63
gnb,2011,11.62
gnb,2012,11.53
gnb,2013,11.54
gnb,2014,11.51
gnb,2015,11.37
gnb,2016,11.38
gnb,2017,11.31
gnb,2018,11.3
gnb,2019,11.21
gnq,1991,11.58
gnq,1992,11.87
gnq,1993,12.18
gnq,1994,12.61
gnq,1995,13.21
gnq,1996,14.42
gnq,1997,15.54
gnq,1998,16.91
gnq,1999,18.51
gnq,2000,20.33
gnq,2001,22.56
gnq,2002,24.74
gnq,2003,26.79
gnq,2004,28.66
gnq,2005,30.23
gnq,2006,31.4
gnq,2007,32.58
gnq,2008,33.4
gnq,2009,33.34
gnq,2010,33.06
gnq,2011,32.7
gnq,2012,31.92
gnq,2013,30.93
gnq,2014,29.81
gnq,2015,28.39
gnq,2016,27.08
gnq,2017,26.08
gnq,2018,25.06
gnq,2019,23.8
grc,1991,29.88
grc,1992,29.62
grc,1993,28.96
grc,1994,28.52
grc,1995,28.11
grc,1996,27.79
grc,1997,27.4
grc,1998,29.25
grc,1999,28.9
grc,2000,28.54
grc,2001,29.54
grc,2002,29.56
grc,2003,29.36
grc,2004,29.69
grc,2005,30.02
grc,2006,29.66
grc,2007,30.45
grc,2008,30.55
grc,2009,29.49
grc,2010,27.62
grc,2011,24.69
grc,2012,22.88
grc,2013,21.12
grc,2014,20.26
grc,2015,19.93
grc,2016,20.3
grc,2017,20.53
grc,2018,20.48
grc,2019,20.68
gtm,1991,22.1
gtm,1992,22.14
gtm,1993,22.15
gtm,1994,22.19
gtm,1995,22.27
gtm,1996,22.18
gtm,1997,22.32
gtm,1998,22.5
gtm,1999,22.03
gtm,2000,21.53
gtm,2001,22.13
gtm,2002,22.82
gtm,2003,23.39
gtm,2004,20.19
gtm,2005,21.95
gtm,2006,23.97
gtm,2007,23.58
gtm,2008,22.83
gtm,2009,21.67
gtm,2010,20.96
gtm,2011,21.38
gtm,2012,21.77
gtm,2013,20.27
gtm,2014,20.6
gtm,2015,19.47
gtm,2016,22.3
gtm,2017,19.89
gtm,2018,19.45
gtm,2019,19.53
gum,1991,17.48
gum,1992,17.6
gum,1993,17.72
gum,1994,17.92
gum,1995,18.08
gum,1996,18.27
gum,1997,18.47
gum,1998,18.72
gum,1999,18.93
gum,2000,19.16
gum,2001,19.57
gum,2002,19.91
gum,2003,20.06
gum,2004,20.33
gum,2005,20.58
gum,2006,20.93
gum,2007,21.17
gum,2008,21.64
gum,2009,22.07
gum,2010,22.35
gum,2011,22.3
gum,2012,22.92
gum,2013,23.05
gum,2014,23.18
gum,2015,23.26
gum,2016,23.36
gum,2017,23.46
gum,2018,23.61
gum,2019,23.82
guy,1991,21.63
guy,1992,21.89
guy,1993,22.23
guy,1994,22.63
guy,1995,22.98
guy,1996,23.57
guy,1997,23.95
guy,1998,25.49
guy,1999,27.06
guy,2000,28.35
guy,2001,29.61
guy,2002,30.69
guy,2003,30.7
guy,2004,30.75
guy,2005,30.52
guy,2006,30.55
guy,2007,31.13
guy,2008,31.33
guy,2009,31.56
guy,2010,31.85
guy,2011,32.17
guy,2012,32.46
guy,2013,32.71
guy,2014,33.06
guy,2015,33.07
guy,2016,33.29
guy,2017,33.32
guy,2018,33.38
guy,2019,33.58
hkg,1991,38.13
hkg,1992,36.74
hkg,1993,34
hkg,1994,32.92
hkg,1995,32.19
hkg,1996,31.45
hkg,1997,30.57
hkg,1998,29.29
hkg,1999,27.77
hkg,2000,27.5
hkg,2001,26.52
hkg,2002,25.44
hkg,2003,24.29
hkg,2004,22.32
hkg,2005,22.13
hkg,2006,21.82
hkg,2007,21.2
hkg,2008,20.62
hkg,2009,20.38
hkg,2010,19.99
hkg,2011,19.87
hkg,2012,19.68
hkg,2013,19.59
hkg,2014,19.54
hkg,2015,19.42
hkg,2016,19.45
hkg,2017,19.2
hkg,2018,18.92
hkg,2019,18.64
hnd,1991,19.27
hnd,1992,17.69
hnd,1993,19.77
hnd,1994,21.49
hnd,1995,21.86
hnd,1996,18.87
hnd,1997,19.23
hnd,1998,21.08
hnd,1999,20.65
hnd,2000,20.77
hnd,2001,20.49
hnd,2002,19.51
hnd,2003,19.34
hnd,2004,21.63
hnd,2005,22.81
hnd,2006,21.87
hnd,2007,22.33
hnd,2008,22.31
hnd,2009,21.18
hnd,2010,19.05
hnd,2011,19.35
hnd,2012,19.32
hnd,2013,18.95
hnd,2014,21.63
hnd,2015,22.32
hnd,2016,22.44
hnd,2017,20.9
hnd,2018,21.36
hnd,2019,22.8
hrv,1991,35.66
hrv,1992,34.68
hrv,1993,34.4
hrv,1994,34.94
hrv,1995,35.06
hrv,1996,35.41
hrv,1997,36.05
hrv,1998,36.16
hrv,1999,35.76
hrv,2000,35.95
hrv,2001,36.74
hrv,2002,37.1
hrv,2003,38.41
hrv,2004,38.69
hrv,2005,37.18
hrv,2006,38.82
hrv,2007,40.51
hrv,2008,41.04
hrv,2009,39.47
hrv,2010,38
hrv,2011,37.49
hrv,2012,37.16
hrv,2013,38.11
hrv,2014,36.84
hrv,2015,36.7
hrv,2016,37.53
hrv,2017,37.33
hrv,2018,37.84
hrv,2019,37.56
hti,1991,10.89
hti,1992,10.47
hti,1993,10.27
hti,1994,9.78
hti,1995,10.26
hti,1996,11.72
hti,1997,11.8
hti,1998,12.52
hti,1999,12.18
hti,2000,11.73
hti,2001,11.41
hti,2002,11.17
hti,2003,11.04
hti,2004,10.58
hti,2005,10.57
hti,2006,11.05
hti,2007,11.37
hti,2008,11.16
hti,2009,10.96
hti,2010,9.78
hti,2011,10.51
hti,2012,10.84
hti,2013,11.05
hti,2014,11.26
hti,2015,11.46
hti,2016,11.04
hti,2017,10.67
hti,2018,10.66
hti,2019,10.59
hun,1991,41.66
hun,1992,41.28
hun,1993,40.76
hun,1994,40.1
hun,1995,39.7
hun,1996,39.66
hun,1997,39.95
hun,1998,42
hun,1999,42.02
hun,2000,41.13
hun,2001,41.71
hun,2002,42.04
hun,2003,41.72
hun,2004,41.48
hun,2005,41.9
hun,2006,41.82
hun,2007,41.95
hun,2008,41.61
hun,2009,41.11
hun,2010,40.17
hun,2011,40.23
hun,2012,39.08
hun,2013,39.09
hun,2014,40.08
hun,2015,39.91
hun,2016,39.92
hun,2017,41.17
hun,2018,42.73
hun,2019,42.19
idn,1991,16.25
idn,1992,16.14
idn,1993,17.31
idn,1994,21.25
idn,1995,19.86
idn,1996,20.38
idn,1997,20.42
idn,1998,19.24
idn,1999,19.06
idn,2000,18.95
idn,2001,20.26
idn,2002,20.43
idn,2003,19.13
idn,2004,20.07
idn,2005,20.29
idn,2006,20.33
idn,2007,21.01
idn,2008,20.75
idn,2009,20.64
idn,2010,20.91
idn,2011,22.99
idn,2012,24.31
idn,2013,24.14
idn,2014,25.05
idn,2015,25.9
idn,2016,25.31
idn,2017,25.43
idn,2018,25.73
idn,2019,26.07
ind,1991,16.39
ind,1992,16.47
ind,1993,16.51
ind,1994,16.71
ind,1995,16.94
ind,1996,17.16
ind,1997,17.2
ind,1998,17.36
ind,1999,17.74
ind,2000,17.93
ind,2001,18.26
ind,2002,18.56
ind,2003,19.19
ind,2004,20.06
ind,2005,20.66
ind,2006,21.3
ind,2007,22.02
ind,2008,22.3
ind,2009,22.97
ind,2010,23.68
ind,2011,24.79
ind,2012,25.86
ind,2013,25.94
ind,2014,26.1
ind,2015,26.25
ind,2016,26.53
ind,2017,26.73
ind,2018,26.89
ind,2019,27.07
irl,1991,32.99
irl,1992,33.1
irl,1993,33.26
irl,1994,34.15
irl,1995,34.16
irl,1996,34.31
irl,1997,35.86
irl,1998,36.84
irl,1999,37.04
irl,2000,37.48
irl,2001,38.75
irl,2002,37.74
irl,2003,38.31
irl,2004,37.95
irl,2005,39.17
irl,2006,39.9
irl,2007,37.33
irl,2008,33.94
irl,2009,28.86
irl,2010,26.27
irl,2011,25.12
irl,2012,24.17
irl,2013,24.48
irl,2014,24.8
irl,2015,26.18
irl,2016,26.68
irl,2017,27.41
irl,2018,27.55
irl,2019,27.22
irn,1991,31.07
irn,1992,31.04
irn,1993,30.55
irn,1994,30.24
irn,1995,30.1
irn,1996,30.76
irn,1997,30.08
irn,1998,29.51
irn,1999,29.45
irn,2000,29.58
irn,2001,29.68
irn,2002,30.26
irn,2003,30.75
irn,2004,30.79
irn,2005,30.83
irn,2006,31.69
irn,2007,32.71
irn,2008,33.24
irn,2009,33.12
irn,2010,33.77
irn,2011,34.7
irn,2012,34.8
irn,2013,34.85
irn,2014,35.34
irn,2015,34.14
irn,2016,33.25
irn,2017,33.47
irn,2018,33.17
irn,2019,32.42
irq,1991,18.09
irq,1992,18.18
irq,1993,18.16
irq,1994,18.14
irq,1995,18.14
irq,1996,18.56
irq,1997,19.14
irq,1998,19.76
irq,1999,20.99
irq,2000,21.01
irq,2001,20.79
irq,2002,19.83
irq,2003,20.05
irq,2004,19.23
irq,2005,20.11
irq,2006,21.09
irq,2007,21.01
irq,2008,21.73
irq,2009,21.43
irq,2010,22.39
irq,2011,22.81
irq,2012,24.06
irq,2013,24.34
irq,2014,24.4
irq,2015,23.69
irq,2016,24.74
irq,2017,24
irq,2018,23.59
irq,2019,23.75
isl,1991,32.83
isl,1992,32.7
isl,1993,33.98
isl,1994,35.26
isl,1995,34.41
isl,1996,32.23
isl,1997,33.86
isl,1998,35.02
isl,1999,32.15
isl,2000,32.56
isl,2001,33.34
isl,2002,32.88
isl,2003,30.61
isl,2004,33.43
isl,2005,31.39
isl,2006,32.06
isl,2007,31.61
isl,2008,33.59
isl,2009,29.19
isl,2010,28.05
isl,2011,28.12
isl,2012,28.07
isl,2013,28.51
isl,2014,27.84
isl,2015,27.72
isl,2016,26.81
isl,2017,26.9
isl,2018,25.04
isl,2019,26.61
isr,1991,32.59
isr,1992,32.47
isr,1993,32.51
isr,1994,32.6
isr,1995,32.28
isr,1996,31.94
isr,1997,31.47
isr,1998,31.04
isr,1999,30.63
isr,2000,30.39
isr,2001,29.59
isr,2002,28.97
isr,2003,28.52
isr,2004,28.08
isr,2005,27.77
isr,2006,27.51
isr,2007,27.27
isr,2008,26.91
isr,2009,26.6
isr,2010,26.39
isr,2011,26.11
isr,2012,25.77
isr,2013,25.94
isr,2014,26.19
isr,2015,26.05
isr,2016,25.71
isr,2017,25.55
isr,2018,25.61
isr,2019,25.58
ita,1991,40.91
ita,1992,40.69
ita,1993,39.83
ita,1994,39.59
ita,1995,39.57
ita,1996,39.36
ita,1997,38.54
ita,1998,38.99
ita,1999,38.84
ita,2000,38.35
ita,2001,38.52
ita,2002,38.56
ita,2003,39.06
ita,2004,39.21
ita,2005,39.21
ita,2006,38.73
ita,2007,39.07
ita,2008,39.12
ita,2009,38.95
ita,2010,38.5
ita,2011,37.99
ita,2012,37.32
ita,2013,36.59
ita,2014,36.65
ita,2015,36.14
ita,2016,35.58
ita,2017,35.54
ita,2018,35.52
ita,2019,35.19
jam,1991,24.52
jam,1992,24.67
jam,1993,25.05
jam,1994,24.69
jam,1995,26.1
jam,1996,26.58
jam,1997,24.88
jam,1998,25.12
jam,1999,25.16
jam,2000,24.34
jam,2001,24.78
jam,2002,24.9
jam,2003,25.34
jam,2004,27.55
jam,2005,26.88
jam,2006,27.4
jam,2007,25.73
jam,2008,25.21
jam,2009,24.29
jam,2010,23.73
jam,2011,23.15
jam,2012,22.16
jam,2013,22.15
jam,2014,21.7
jam,2015,21.9
jam,2016,23.09
jam,2017,23.23
jam,2018,24.17
jam,2019,24.68
jor,1991,22.17
jor,1992,22.48
jor,1993,22.45
jor,1994,22.37
jor,1995,22.32
jor,1996,22.18
jor,1997,22.08
jor,1998,22.06
jor,1999,22.04
jor,2000,22.07
jor,2001,22.19
jor,2002,22.42
jor,2003,24.39
jor,2004,27.04
jor,2005,27.42
jor,2006,27.58
jor,2007,28.1
jor,2008,28.14
jor,2009,28.47
jor,2010,28.31
jor,2011,27.91
jor,2012,27.7
jor,2013,27.39
jor,2014,27.14
jor,2015,26.92
jor,2016,26.68
jor,2017,26.54
jor,2018,26.41
jor,2019,26.73
jpn,1991,39.29
jpn,1992,39.75
jpn,1993,39.66
jpn,1994,39.84
jpn,1995,39.49
jpn,1996,39.34
jpn,1997,39.39
jpn,1998,38.66
jpn,1999,38.47
jpn,2000,38.12
jpn,2001,37.51
jpn,2002,36.92
jpn,2003,36.21
jpn,2004,35.55
jpn,2005,35.25
jpn,2006,35.12
jpn,2007,34.95
jpn,2008,34.75
jpn,2009,33.92
jpn,2010,33.33
jpn,2011,33.16
jpn,2012,33.19
jpn,2013,33.32
jpn,2014,33.05
jpn,2015,32.88
jpn,2016,32.7
jpn,2017,32.73
jpn,2018,32.52
jpn,2019,32.36
kaz,1991,24.05
kaz,1992,23.79
kaz,1993,23.47
kaz,1994,22.98
kaz,1995,22.57
kaz,1996,22.28
kaz,1997,22.15
kaz,1998,22.06
kaz,1999,21.97
kaz,2000,22.25
kaz,2001,22.46
kaz,2002,22.37
kaz,2003,23.26
kaz,2004,23.9
kaz,2005,24.58
kaz,2006,24.85
kaz,2007,25.43
kaz,2008,25.88
kaz,2009,25.71
kaz,2010,25.56
kaz,2011,26.06
kaz,2012,26.64
kaz,2013,27.01
kaz,2014,28.11
kaz,2015,29.03
kaz,2016,28.86
kaz,2017,28.92
kaz,2018,29.15
kaz,2019,29.34
ken,1991,22.14
ken,1992,21.91
ken,1993,21.63
ken,1994,21.34
ken,1995,20.94
ken,1996,20.47
ken,1997,19.78
ken,1998,19.03
ken,1999,18.13
ken,2000,16.42
ken,2001,14.89
ken,2002,13.54
ken,2003,12.38
ken,2004,11.45
ken,2005,10.62
ken,2006,10.37
ken,2007,10.19
ken,2008,10.01
ken,2009,9.91
ken,2010,9.92
ken,2011,9.97
ken,2012,10.02
ken,2013,10.1
ken,2014,10.18
ken,2015,10.28
ken,2016,10.38
ken,2017,10.47
ken,2018,10.58
ken,2019,10.63
kgz,1991,31.45
kgz,1992,26.67
kgz,1993,25.19
kgz,1994,22.83
kgz,1995,19.99
kgz,1996,17.58
kgz,1997,16.28
kgz,1998,15.26
kgz,1999,14.02
kgz,2000,12.97
kgz,2001,12.88
kgz,2002,15.44
kgz,2003,18.85
kgz,2004,22.52
kgz,2005,22.9
kgz,2006,25.66
kgz,2007,27.02
kgz,2008,27.62
kgz,2009,28.03
kgz,2010,28.05
kgz,2011,28.53
kgz,2012,28.86
kgz,2013,26.26
kgz,2014,26.48
kgz,2015,27.74
kgz,2016,29.14
kgz,2017,29.53
kgz,2018,31.16
kgz,2019,31.68
khm,1991,5.09
khm,1992,5.25
khm,1993,5.32
khm,1994,4.79
khm,1995,5.11
khm,1996,5.29
khm,1997,5.48
khm,1998,5.65
khm,1999,6.39
khm,2000,7.29
khm,2001,9.17
khm,2002,10
khm,2003,10.69
khm,2004,11.62
khm,2005,12.8
khm,2006,13.96
khm,2007,15.15
khm,2008,15.12
khm,2009,15.21
khm,2010,15.62
khm,2011,16
khm,2012,17.87
khm,2013,19.93
khm,2014,23.92
khm,2015,25.5
khm,2016,27.05
khm,2017,26.41
khm,2018,28.36
khm,2019,29.43
kor,1991,41.12
kor,1992,40.79
kor,1993,39.6
kor,1994,39.74
kor,1995,39.92
kor,1996,39.28
kor,1997,38.55
kor,1998,34.31
kor,1999,33.61
kor,2000,34.36
kor,2001,33.7
kor,2002,33.77
kor,2003,34.22
kor,2004,33.94
kor,2005,33.95
kor,2006,33.59
kor,2007,33.15
kor,2008,32.67
kor,2009,32
kor,2010,32.48
kor,2011,32.17
kor,2012,32.01
kor,2013,36.24
kor,2014,32.94
kor,2015,33.68
kor,2016,33.71
kor,2017,33.66
kor,2018,33.75
kor,2019,33.16
kwt,1991,24.85
kwt,1992,26.42
kwt,1993,28.91
kwt,1994,29.24
kwt,1995,29.3
kwt,1996,29.45
kwt,1997,29.06
kwt,1998,27.98
kwt,1999,27.84
kwt,2000,28.23
kwt,2001,27.09
kwt,2002,26.28
kwt,2003,26.41
kwt,2004,26.59
kwt,2005,26.37
kwt,2006,28.16
kwt,2007,29.9
kwt,2008,32.32
kwt,2009,31.08
kwt,2010,31.04
kwt,2011,31.38
kwt,2012,31.51
kwt,2013,31.19
kwt,2014,30.76
kwt,2015,29.52
kwt,2016,29
kwt,2017,28.42
kwt,2018,28.34
kwt,2019,28.24
lao,1991,3.38
lao,1992,3.53
lao,1993,3.75
lao,1994,4.06
lao,1995,4.32
lao,1996,4.72
lao,1997,4.6
lao,1998,4.97
lao,1999,5.27
lao,2000,5.42
lao,2001,5.78
lao,2002,6.09
lao,2003,6.44
lao,2004,6.76
lao,2005,7.22
lao,2006,7.42
lao,2007,8.33
lao,2008,8.75
lao,2009,9.48
lao,2010,9.96
lao,2011,10.69
lao,2012,11.66
lao,2013,12.43
lao,2014,12.76
lao,2015,13.56
lao,2016,14.04
lao,2017,14.87
lao,2018,15.98
lao,2019,16.39
lbn,1991,26.55
lbn,1992,27.25
lbn,1993,27.71
lbn,1994,27.86
lbn,1995,28.03
lbn,1996,28.02
lbn,1997,27.57
lbn,1998,27.72
lbn,1999,27.33
lbn,2000,27.08
lbn,2001,26.99
lbn,2002,26.84
lbn,2003,26.74
lbn,2004,27.17
lbn,2005,27.14
lbn,2006,27.12
lbn,2007,28
lbn,2008,28.69
lbn,2009,29.57
lbn,2010,29.76
lbn,2011,29.64
lbn,2012,29.55
lbn,2013,29.71
lbn,2014,29.38
lbn,2015,28.8
lbn,2016,28.51
lbn,2017,28.12
lbn,2018,27.62
lbn,2019,26.87
lbr,1991,17.15
lbr,1992,16.27
lbr,1993,15.42
lbr,1994,14.68
lbr,1995,13.82
lbr,1996,13.54
lbr,1997,14
lbr,1998,14.38
lbr,1999,14.82
lbr,2000,15.36
lbr,2001,15.68
lbr,2002,15.78
lbr,2003,15.43
lbr,2004,15.43
lbr,2005,15.44
lbr,2006,15.48
lbr,2007,15.47
lbr,2008,15.45
lbr,2009,15.47
lbr,2010,15.52
lbr,2011,15.61
lbr,2012,15.68
lbr,2013,15.72
lbr,2014,15.65
lbr,2015,15.5
lbr,2016,15.26
lbr,2017,15.14
lbr,2018,15
lbr,2019,14.72
lby,1991,29.34
lby,1992,29.12
lby,1993,29.22
lby,1994,29.24
lby,1995,28.63
lby,1996,28.74
lby,1997,28.6
lby,1998,28.26
lby,1999,29.01
lby,2000,29.41
