geo,time,is_shp_good_tu
lka,2001,1726605
lka,2002,1764720
lka,2003,1959354
lka,2004,2220525
lka,2005,2455297
lka,2006,3079132
lka,2007,3687338
lka,2008,3687465
lka,2009,3464297
lka,2010,4100000
lka,2011,4260000
lka,2012,4321000
lka,2013,4310000
lka,2014,4908000
lka,2015,5185000
lka,2016,5550000
lka,2017,6200000
lka,2018,7000000
lka,2019,7230000
lka,2020,6850000
ltu,2007,321432
ltu,2008,373263
ltu,2009,247982
ltu,2010,295000
ltu,2011,382200
ltu,2012,381300
ltu,2013,402500
ltu,2014,450400
ltu,2015,393000
ltu,2016,443300
ltu,2017,472000
ltu,2018,750000
ltu,2019,705000
ltu,2020,640000
lva,2007,236351
lva,2008,225467
lva,2009,184399
lva,2010,256000
lva,2011,306600
lva,2012,366260
lva,2013,385636
lva,2014,391200
lva,2015,359390
lva,2016,388433
lva,2017,449732
lva,2018,472532
lva,2019,472132
lva,2020,462000
mar,2000,328808
mar,2001,346724
mar,2003,517549
mar,2004,560682
mar,2008,919360
mar,2009,1222000
mar,2010,2800000
mar,2011,3033000
mar,2012,2964820
mar,2013,3526200
mar,2014,4075000
mar,2015,3965000
mar,2016,3969000
mar,2017,4510000
mar,2018,4711200
mar,2019,6068803
mar,2020,6980958
mda,2012,1419.987
mda,2013,472.614
mda,2014,472.614
mda,2015,735.0142
mda,2016,735.0142
mda,2017,735.0142
mda,2018,735.0142
mda,2019,818
mdg,2007,112427
mdg,2008,143371
mdg,2009,132278
mdg,2010,141100
mdg,2011,146200
mdg,2012,131600
mdg,2013,137800
mdg,2014,139200
mdg,2015,138500
mdg,2016,138850
mdg,2017,220000
mdg,2018,179425
mdg,2019,199712.5
mdv,2007,47703
mdv,2008,53650
mdv,2009,56000
mdv,2010,49627
mdv,2011,53062
mdv,2012,54820
mdv,2013,79712
mdv,2014,83777
mdv,2015,83778
mdv,2016,81744
mdv,2017,82761
mdv,2018,82252.5
mdv,2019,107728.2
mex,2000,1315701
mex,2001,1358136
mex,2002,1564540
mex,2003,1693791
mex,2004,1903345
mex,2005,2144345
mex,2006,2680374
mex,2007,1661288
mex,2008,3312717.1952
mex,2009,2874312.6254
mex,2010,3697918
mex,2011,4215859
mex,2012,4796065
mex,2013,4865500
mex,2014,5040281
mex,2015,5506488
mex,2016,5680483
mex,2017,6375338
mex,2018,6987820
mex,2019,7028903
mex,2020,6385629
mhl,2010,19699.68
mhl,2011,21988.51
mhl,2012,28796.52
mhl,2013,47899.47
mhl,2014,26168.14
mhl,2015,41855.44
mhl,2016,51613.32
mhl,2017,74193.53
mhl,2018,70146.41
mhl,2019,30711.22
mlt,2000,1082235
mlt,2001,1205764
mlt,2002,1288780
mlt,2003,1347539
mlt,2004,1519220
mlt,2005,1382410
mlt,2006,1532920
mlt,2007,1956908
mlt,2008,2407332
mlt,2009,2323941
mlt,2010,2450665
mlt,2011,2439936
mlt,2012,2618036
mlt,2013,2824736
mlt,2014,2949036
mlt,2015,3023900
mlt,2016,3140000
mlt,2017,3154500
mlt,2018,3314100
mlt,2019,2712800
mlt,2020,2440000
mmr,2007,170000
mmr,2008,180000
mmr,2009,163692
mmr,2010,335346
mmr,2011,380675
mmr,2012,474300
mmr,2013,567156
mmr,2014,716926
mmr,2015,827249
mmr,2016,1026216
mmr,2017,1200000
mmr,2018,1043500
mmr,2019,1121750
mmr,2020,1020793
mne,2010,16971.49
mne,2011,21882.39
mne,2012,33592.58
mne,2013,21111.63
mne,2014,27240.7
mne,2015,24062.26
mne,2016,30213.25
mne,2017,43371.97
mne,2018,15988.02
mne,2019,15744.41
mnp,2010,24446.48
mnp,2011,33191.55
mnp,2012,30479.68
mnp,2013,41462.1
mnp,2014,42008.53
mnp,2015,41919.52
mnp,2016,44989.51
mnp,2017,94910.77
mnp,2018,42095.68
mnp,2019,44951.82
moz,2007,209315
moz,2008,241237
moz,2009,219380.9278
moz,2010,290800
moz,2011,389300
moz,2012,326200
moz,2013,387000
moz,2014,449700
moz,2015,418350
moz,2016,434025
moz,2017,400300
moz,2018,454300
moz,2019,427300
moz,2020,437128
mrt,2008,57478
mrt,2009,62269
mrt,2010,65705
mrt,2011,69500
mrt,2012,72228
mrt,2013,72700
mrt,2014,72464
mrt,2015,72582
mrt,2016,72523
mrt,2017,88400
mrt,2018,80461.5
mrt,2019,84457.99
mus,2002,198180
mus,2003,381470
mus,2007,412896
mus,2008,454433
mus,2009,406862
mus,2010,332700
mus,2011,325600
mus,2012,417500
mus,2013,385326
mus,2014,403000
mus,2015,361109
mus,2016,388027
mus,2017,379371
mus,2018,451446
mus,2019,469011
mus,2020,438078
mys,2000,4642428
mys,2001,6224913
mys,2002,8751570
mys,2003,10210145
mys,2004,11510931
mys,2005,12197750
mys,2006,13419053
mys,2007,14828836
mys,2008,16093953.3104
mys,2009,15922799.64788
mys,2010,16842919
mys,2011,18819456
mys,2012,20809800
mys,2013,21137500
mys,2014,22367904
mys,2015,24012700
mys,2016,24570000
mys,2017,23784100
mys,2018,24956000
mys,2019,26859094
mys,2020,26663532.5
nam,2007,148234
nam,2008,183605
nam,2009,265663
nam,2010,256276
nam,2011,223711
nam,2012,337124
nam,2013,304792
nam,2014,255246
nam,2015,280019
nam,2016,267632.5
nam,2017,185655
nam,2018,185000
nam,2019,185327.5
nam,2020,166795
ncl,2007,83205
ncl,2008,119661
ncl,2009,119147
ncl,2010,90574
ncl,2011,95277
ncl,2012,96000
ncl,2013,95000
ncl,2014,113000
ncl,2015,104000
ncl,2016,108500
ncl,2017,113000
ncl,2018,110750
ncl,2019,111875
nga,2003,588478
nga,2004,512610
nga,2008,72500
nga,2009,87000
nga,2010,1232000
nga,2011,1510900
nga,2012,1723000
nga,2013,1580000
nga,2014,1700000
nga,2015,1400000
nga,2016,1404000
nga,2017,1408000
nga,2018,1560000
nga,2019,1484000
nga,2020,1528520
nic,2007,61007
nic,2008,63030
nic,2009,59471
nic,2010,68224
nic,2011,84468
nic,2012,94308
nic,2013,98155
nic,2014,116315
nic,2015,144718
nic,2016,156900
nic,2017,171881
nic,2018,169969
nic,2019,167798
nic,2020,166612
nld,2000,6407162
nld,2001,6227321
nld,2002,6797530
nld,2003,7293790
nld,2004,8482190
nld,2005,9471829
nld,2006,10046503
nld,2007,11290260
nld,2008,11362089
nld,2009,10066374
nld,2010,11410060
nld,2011,12035600
nld,2012,12105136
nld,2013,11803800
nld,2014,12470000
nld,2015,12407000
nld,2016,12556000
nld,2017,13911000
nld,2018,14696000
nld,2019,14986800
nld,2020,14522209
nld_curacao,2011,94097
nld_curacao,2012,99191
nld_curacao,2013,87452
nld_curacao,2014,89193
nld_curacao,2015,90016
nld_curacao,2016,98278
nld_curacao,2017,93921
nld_curacao,2018,96738
nld_curacao,2019,76877
nld_curacao,2020,76877
nor,2007,328776
nor,2008,331054
nor,2009,318924
nor,2010,531100
nor,2011,561900
nor,2012,626525
nor,2013,682900
nor,2014,735000
nor,2015,786500
nor,2016,739633
nor,2017,763100
nor,2018,800802
nor,2019,811000
nor,2020,808100
nru,2011,2596.997
nru,2012,2596.997
nru,2013,5563.455
nru,2014,8529.913
nru,2015,9438.25
nru,2016,7032.956
nru,2017,5536.052
nru,2018,7606.643
nru,2019,5327.06
nzl,2000,1067438
nzl,2001,1139143
nzl,2002,1407130
nzl,2003,1520592
nzl,2004,1583847
nzl,2005,1603195
nzl,2006,1806596
nzl,2007,2311569
nzl,2008,2317823.1944
nzl,2009,2324969.88399
nzl,2010,2330722
nzl,2011,2439005
nzl,2012,2649305
nzl,2013,2867000
nzl,2014,2942741
nzl,2015,3119000
nzl,2016,3161550
nzl,2017,3204100
nzl,2018,3327900
nzl,2019,3229200
nzl,2020,3174304
omn,2000,1161549
omn,2001,1331686
omn,2002,1415500
omn,2003,2264826
omn,2004,2515546
omn,2005,2748584
omn,2006,2620363
omn,2007,2876969
omn,2008,3427990
omn,2009,3768045
omn,2010,3835395
omn,2011,3659440
omn,2012,3828817
omn,2013,3693400
omn,2014,3331000
omn,2015,3136000
omn,2016,3944000
omn,2017,4784712
omn,2018,4223712
omn,2019,4904471
omn,2020,5141830
pak,2001,878892
pak,2003,787559
pak,2004,1269373
pak,2005,1686355
pak,2006,1776939
pak,2007,1935882
pak,2008,1938001
pak,2009,2058056
pak,2010,2149000
pak,2011,2278000
pak,2012,2222000
pak,2013,2262000
pak,2014,2534600
pak,2015,2755600
pak,2016,2755600
pak,2017,3275000
pak,2018,3460700
pak,2019,3367850
pak,2020,3339186
pan,2000,2369681
pan,2001,2376045
pan,2002,1344790
pan,2003,1991659
pan,2004,2428762
pan,2005,3063832
pan,2006,3027788
pan,2007,4022513
pan,2008,5129499
pan,2009,4597112
pan,2010,5593179
pan,2011,6629943
pan,2012,6857721
pan,2013,6564900
pan,2014,6774065
pan,2015,7893888
pan,2016,6267000
pan,2017,6899000
pan,2018,7014700
pan,2019,7355100
per,2000,460631
per,2001,537554
per,2002,631760
per,2003,627011
per,2004,695577
per,2005,991681
per,2006,1087263
per,2007,1177925
per,2008,1235326
per,2009,1232849
per,2010,1522741
per,2011,1827923
per,2012,2009700
per,2013,2045265
per,2014,2221825
per,2015,2158722
per,2016,2321583
per,2017,2540960
per,2018,2667974
per,2019,2634623
per,2020,2601411
phl,2000,3031548
phl,2001,3090952
phl,2002,3324800
phl,2003,3468471
phl,2004,3676456
phl,2005,3633559
phl,2006,3676133
phl,2007,4351271
phl,2008,4471428
phl,2009,4306964.6458
phl,2010,5588702
phl,2011,5314702
phl,2012,5641594
phl,2013,5825634
phl,2014,6176041
phl,2015,7210441
phl,2016,7421441
phl,2017,8095420
phl,2018,8653720
phl,2019,8818028
phl,2020,7505487
plw,2010,24446.48
plw,2011,17628.87
plw,2012,18799.61
plw,2013,23547.92
plw,2014,23960.16
plw,2015,23890.53
plw,2016,22490.03
plw,2017,20009.41
plw,2018,20059.46
plw,2019,16399
png,2007,282356
png,2008,254592
png,2009,262209
png,2010,282907
png,2011,307557
png,2012,276162
png,2013,276189
png,2014,275989
png,2015,276089
png,2016,276039
png,2017,335300
png,2018,341300
png,2019,338300
pol,2001,261419
pol,2003,346152
pol,2004,428373
pol,2007,767567
pol,2008,859341
pol,2009,671552
pol,2010,1054000
pol,2011,1357084
pol,2012,1656900
pol,2013,1969923
pol,2014,2139454
pol,2015,1860800
pol,2016,2028577
pol,2017,2385600
pol,2018,2834400
pol,2019,3045903
pol,2020,2904684
pri,2000,1945636
pri,2001,1886028
pri,2002,1426220
pri,2003,1669170
pri,2004,1667868
pri,2005,1727389
pri,2006,1749565
pri,2007,1695258
prt,2000,669991
prt,2001,733941
prt,2002,791300
prt,2003,86003
prt,2004,882452
prt,2005,904696
prt,2006,1012845
prt,2007,1348539
prt,2008,1297402
prt,2009,1233482
prt,2010,1399648
prt,2011,1704024
prt,2012,1871200
prt,2013,2305700
prt,2014,2596300
prt,2015,2702500
prt,2016,2919300
prt,2017,3177500
prt,2018,3191600
prt,2019,2724700
prt,2020,2800800
pry,2008,9317
pry,2009,7045
pry,2010,8179
pry,2011,8645
pry,2012,9294
pry,2013,10028
pry,2014,10540
pry,2015,10500
pry,2016,10520
pry,2017,10510
pry,2018,10515
pry,2019,10512.5
pyf,2007,69508
pyf,2008,70336
pyf,2009,63807
pyf,2010,70000
pyf,2011,69670.5
pyf,2012,69835.25
pyf,2013,69752.88
pyf,2014,69341
pyf,2015,69296
pyf,2016,69088
pyf,2017,69192
pyf,2018,69140
pyf,2019,69166
qat,2007,350000
qat,2008,400000
qat,2009,410000
qat,2010,420000
qat,2011,420001
qat,2012,420001
qat,2013,420001
qat,2014,462000
qat,2015,568000
qat,2016,670000
qat,2017,787280
qat,2018,1342750
qat,2019,1340000
qat,2020,1410000
rou,2004,373702
rou,2005,771126
rou,2006,1037066
rou,2007,1411414
rou,2008,1380935
rou,2009,594299
rou,2010,557000
rou,2011,663000
rou,2012,684000
rou,2013,661000
rou,2014,668000
rou,2015,699000
rou,2016,721339
rou,2017,696400
rou,2018,668000
rou,2019,664695
rou,2020,643725
rus,2000,316280
rus,2001,609093
rus,2002,774970
rus,2003,960142
rus,2004,1368601
rus,2005,1804410
rus,2006,2265835
rus,2007,2962385
rus,2008,3372104.7952
rus,2009,2427743.69515
rus,2010,3243368
rus,2011,3857771
rus,2012,4085286
rus,2013,5208600
rus,2014,5252000
rus,2015,3909400
rus,2016,3923662
rus,2017,4515300
rus,2018,5059700
rus,2019,4932154
rus,2020,4871919
sau,2000,1502893
sau,2001,1676991
sau,2002,1958570
sau,2003,2440327
sau,2004,759769
sau,2005,3732706
sau,2006,3863202
sau,2007,4208854
sau,2008,4652022
sau,2009,4430676
sau,2010,5313404
sau,2011,5694000
sau,2012,6549000
sau,2013,6743139
sau,2014,6851900
sau,2015,7783000
sau,2016,7677000
sau,2017,8082000
sau,2018,8683400
sau,2019,8905591
sau,2020,9394100
sdn,2007,342152
sdn,2008,391139
sdn,2009,431232
sdn,2012,441000
sdn,2013,447000
sdn,2014,435000
sdn,2015,482000
sdn,2016,466000
sdn,2017,487340
sdn,2018,451712
sdn,2019,469526
sdn,2020,493002.3
sen,2007,424457
sen,2008,347483
sen,2009,331076
sen,2010,349200
sen,2011,369100
sen,2012,383900
sen,2013,383900
sen,2014,383900
sen,2015,530000
sen,2016,540000
sen,2017,570500
sen,2018,555250
sen,2019,562875
sgp,2000,17100000
sgp,2001,15572677
sgp,2002,16986010
sgp,2003,18441000
sgp,2004,21329100
sgp,2005,23192200
sgp,2006,24792400
sgp,2007,28767500
sgp,2008,30891200
sgp,2009,26592800
sgp,2010,29147000
sgp,2011,30647000
sgp,2012,32347000
sgp,2013,33388000
sgp,2014,34688000
sgp,2015,31710200
sgp,2016,31688000
sgp,2017,33667000
sgp,2018,37388000
sgp,2019,37195000
sgp,2020,36870900
slb,2010,63095.41
slb,2011,111619.5
slb,2012,138566.6
slb,2013,143879.5
slb,2014,203915.3
slb,2015,195524.2
slb,2016,181636.1
slb,2017,180838.4
slb,2018,174614.2
slb,2019,128035.7
sle,2010,50000
sle,2011,75000
sle,2012,62500
sle,2013,68750
sle,2014,65625
sle,2015,67187.5
sle,2016,78143.75
sle,2017,89100
sle,2018,83621.88
sle,2019,78413.18
slv,2007,144458
slv,2008,156323
slv,2009,126369
slv,2010,146817
slv,2011,165220
slv,2012,179380
slv,2013,180634
slv,2014,179256
slv,2015,190708
slv,2016,202165
slv,2017,209903
slv,2018,230989
slv,2019,249472
slv,2020,228300
som,2010,39414.98
som,2011,42186.98
som,2012,39933.45
som,2013,37679.92
som,2014,65622.57
som,2015,77094.9
som,2016,104800.4
som,2017,126312.9
som,2018,115339.8
som,2019,92238
ssd,2010,430000
ssd,2011,430000
stp,2010,27477.34
stp,2011,86790.39
stp,2012,78493.1
stp,2013,83154.38
stp,2014,75921.74
stp,2015,84392.68
stp,2016,67523.29
stp,2017,62980.9
stp,2018,47989.86
stp,2019,49552.86
sur,2010,59583
sur,2011,97335
sur,2012,103961
sur,2013,108020
sur,2014,108703
sur,2015,106014
sur,2016,107359
sur,2017,112318
sur,2018,114564
sur,2019,110659.3
svn,2007,305648
svn,2008,353880
svn,2009,343165
svn,2010,481500
svn,2011,586813
svn,2012,585392
svn,2013,596430
svn,2014,676381
svn,2015,792700
svn,2016,835700
svn,2017,919700
svn,2018,980200
svn,2019,959000
svn,2020,945000
swe,2000,884136
swe,2001,851219
swe,2002,805610
swe,2003,858320
swe,2004,1098871
swe,2005,1253195
swe,2006,1272513
swe,2007,1288280
swe,2008,1298778
swe,2009,1251424
swe,2010,1405330
swe,2011,1512105
swe,2012,1500200
swe,2013,1443065
swe,2014,1464200
swe,2015,1457000
swe,2016,1522400
swe,2017,1554000
swe,2018,1595500
swe,2019,1630900
swe,2020,1598282
sxm,2011,76998
sxm,2012,80458
sxm,2013,80655
sxm,2014,82643
sxm,2015,95190
sxm,2016,97991
sxm,2017,98101
sxm,2018,101100
sxm,2019,105200
sxm,2020,105200
syc,2010,62824.55
syc,2011,62567.87
syc,2012,133386.3
syc,2013,135338.1
syc,2014,150696.8
syc,2015,127803.1
syc,2016,132214.6
syc,2017,104572.7
syc,2018,106038.2
syc,2019,154423.4
syr,2007,538525
syr,2008,610607
syr,2009,685299
syr,2010,630427
syr,2011,544000
syr,2012,320000
syr,2013,210000
syr,2014,110000
syr,2015,105000
syr,2016,107500
syr,2017,106250
syr,2018,106875
syr,2019,122059.8
tgo,2010,339900
tgo,2011,352700
tgo,2012,288500
tgo,2013,311500
tgo,2014,380800
tgo,2015,380800
tgo,2016,380800
tgo,2017,1193800
tgo,2018,1395700
tgo,2019,1500611
tgo,2020,1725270
tha,2000,3178779
tha,2001,3387071
tha,2002,3799090
tha,2003,4232685
tha,2004,4847000
tha,2005,5115213
tha,2006,5574490
tha,2007,6339261
tha,2008,6726237
tha,2009,5897935
tha,2010,6818527
tha,2011,7313063
tha,2012,7760800
tha,2013,8362500
tha,2014,9202200
tha,2015,9463000
tha,2016,9983000
tha,2017,9938000
tha,2018,10243600
tha,2019,10755780
tha,2020,10213904.81523
tls,2010,36816
tls,2011,41384
tls,2012,45608
tls,2013,41845
tls,2014,51822
tls,2015,49427
tls,2016,49177
tls,2017,59004
tls,2018,47574
tls,2019,53289
ton,2010,48430.9
ton,2011,57059
ton,2012,67349.47
ton,2013,74744.59
ton,2014,69196.45
ton,2015,50407.52
ton,2016,84702.43
ton,2017,107381.3
ton,2018,105190.3
ton,2019,76853.95
tto,2000,282487
tto,2001,352758
tto,2002,385230
tto,2003,440370
tto,2007,514557
tto,2008,554093
tto,2009,567183
tto,2010,577883
tto,2011,552093
tto,2012,542346
tto,2013,571119
tto,2014,594363
tto,2015,520825
tto,2016,427427
tto,2017,414657
tto,2018,358475
tto,2019,446232
tto,2020,441264
tun,2007,420501
tun,2008,424780
tun,2009,418883.8732
tun,2010,384646
tun,2011,410000
tun,2012,375000
tun,2013,375000
tun,2014,397323
tun,2015,445311.5
tun,2016,421317.25
tun,2017,480500
tun,2018,493300
tun,2019,424115
tun,2020,420098
tur,2000,1591739
tur,2001,1526576
tur,2002,2297380
tur,2003,2377295
tur,2004,2960746
tur,2005,3174077
tur,2006,3683497
tur,2007,4678872
tur,2008,5218316
tur,2009,4521713
tur,2010,5657915
tur,2011,6482541
tur,2012,7442731
tur,2013,8326278
tur,2014,8467512
tur,2015,8297985
tur,2016,8851485
tur,2017,10094700
tur,2018,10887700
tur,2019,11679100
tuv,2010,1718.749
tuv,2011,9975.64
tuv,2012,5847.194
tuv,2013,24770.21
tuv,2014,13766.17
tuv,2015,13766.17
tuv,2016,15844.34
tuv,2017,6499.85
tuv,2018,6188.291
tuv,2019,5150
tza,2007,350991
tza,2008,363310
tza,2009,370764.6962
tza,2010,371278
tza,2011,451778
tza,2012,519478
tza,2013,566178
tza,2014,624878
tza,2015,612600
tza,2016,651117
tza,2017,509800
tza,2018,600100
tza,2019,405775.25423
tza,2020,363024
ukr,2004,398080
ukr,2005,579476
ukr,2006,729758
ukr,2007,990201
ukr,2008,1123268
ukr,2009,516698
ukr,2010,654000
ukr,2011,756000
ukr,2012,756000
ukr,2013,779000
ukr,2014,665000
ukr,2015,480000
ukr,2016,588000
ukr,2017,698500
ukr,2018,1178000
ukr,2019,1007400
ukr,2020,1035200
ury,2001,301641
ury,2007,596487
ury,2008,675273
ury,2009,588410
ury,2010,671952
ury,2011,861164
ury,2012,753889
ury,2013,826962
ury,2014,776558
ury,2015,811297
ury,2016,888119
ury,2017,939427
ury,2018,797874
ury,2019,747100
usa,2000,28300000
usa,2001,27307576
usa,2002,29676890
usa,2003,32689484
usa,2004,34901628
usa,2005,38497839
usa,2006,40896742
usa,2007,44839390
usa,2008,42411770.0512
usa,2009,37353574.903
usa,2010,42031000
usa,2011,42550784
usa,2012,43538254
usa,2013,44340866
usa,2014,46233010
usa,2015,47886446
usa,2016,48436472.5
usa,2017,52132844
usa,2018,54776341
usa,2019,55518878
usa,2020,54963689
vct,2008,16570
vct,2009,16238
vct,2010,16967
vct,2011,17488
vct,2012,18340
vct,2013,16561
vct,2014,16737
vct,2015,18620
vct,2016,19941
vct,2017,19191
vct,2018,19818
vct,2019,20150
vct,2020,21661
ven,2000,674558
ven,2001,924119
ven,2003,582769
ven,2004,921205
ven,2005,1120492
ven,2006,1266817
ven,2007,1331711
ven,2008,1325194
ven,2009,1240251.54
ven,2010,1066595
ven,2011,1334500
ven,2012,1569841
ven,2013,1441673
ven,2014,943380
ven,2015,734185
ven,2016,838783
ven,2017,821350
ven,2018,592371
ven,2019,179529
ven,2020,168757
vgb,2010,10058.47
vgb,2011,24830.92
vgb,2012,27154.4
vgb,2013,27154.4
vgb,2014,27154.4
vgb,2015,27221.88
vgb,2016,52542.78
vgb,2017,49149.42
vgb,2018,56317.36
vgb,2019,45955.97
vnm,2000,1189796
vnm,2001,1290555
vnm,2002,1771990
vnm,2003,1904939
vnm,2004,2273056
vnm,2005,2537487
vnm,2006,2999646
vnm,2007,4009066
vnm,2008,4393699
vnm,2009,4936598
vnm,2010,6429897
vnm,2011,6902630
vnm,2012,7587836
vnm,2013,8452250
vnm,2014,10009360
vnm,2015,11089560
vnm,2016,11086140
vnm,2017,11965610
vnm,2018,13008500
vnm,2019,13658930
vut,2010,18040.23
vut,2011,64662.55
vut,2012,60341.86
vut,2013,122539.9
vut,2014,141788.1
vut,2015,120491.6
vut,2016,115886.9
vut,2017,114552.6
vut,2018,106680.4
vut,2019,77435.86
wsm,2010,22465
wsm,2011,21420
wsm,2012,23137
wsm,2013,24006
wsm,2014,27198
wsm,2015,27719
wsm,2016,27458.5
wsm,2017,27588.75
wsm,2018,27523.63
wsm,2019,27221
yem,2000,248177
yem,2001,377367
yem,2007,773016
yem,2008,775164.9208
yem,2009,639670.53678
yem,2010,651798
yem,2011,450149
yem,2012,532323
yem,2013,552307
yem,2014,495368
yem,2015,378098
yem,2016,468208
yem,2017,534693
yem,2018,598999
yem,2019,464923
yem,2020,423393
zaf,2000,1846944
zaf,2001,2021183
zaf,2002,1801610
zaf,2003,2378881
zaf,2004,2614577
zaf,2005,3111121
zaf,2006,3552198
zaf,2007,3734165
zaf,2008,3875952
zaf,2009,3726313
zaf,2010,3959192
zaf,2011,4383509
zaf,2012,4353256
zaf,2013,4694577
zaf,2014,4567993
zaf,2015,4662300
zaf,2016,4354000
zaf,2017,4563700
zaf,2018,4892400
zaf,2019,4592200
zaf,2020,4029000
