geo,time,sl_tlf_part_zs
pak,2009,15.06
pak,2010,13.11
pak,2011,14.21
pak,2013,14.86
pak,2014,11.87
pak,2015,12.56
pak,2016,13.65
pak,2018,12.43
pak,2019,15.1
pan,1997,31.15
pan,2003,24.63
pan,2008,22.28
pan,2009,25.71
pan,2010,23.11
pan,2011,20.44
pan,2012,23.4
pan,2013,23.47
pan,2014,23.48
pan,2015,22.77
pan,2016,25.08
pan,2017,26.22
pan,2018,27.98
pan,2019,28.76
pan,2021,35.21
per,2002,31.48
per,2003,33.87
per,2004,32.98
per,2005,33.23
per,2006,33.64
per,2007,33.91
per,2008,34.53
per,2009,35.21
per,2010,36.32
per,2011,35.79
per,2012,35.2
per,2013,34.86
per,2014,34.69
per,2015,33.16
per,2016,34.45
per,2017,34.19
per,2018,34.08
per,2019,33.57
per,2020,46.43
phl,2006,30.53
phl,2007,29.42
phl,2008,28.18
phl,2009,30.25
phl,2010,28.06
phl,2011,29.24
phl,2012,30.21
phl,2013,27.99
phl,2014,30.44
phl,2015,29.56
phl,2016,26.4
phl,2017,28.31
phl,2018,25.42
phl,2019,25.22
phl,2020,37.58
plw,2000,11.13
plw,2014,0.33
pol,1997,14.33
pol,1998,17.69
pol,1999,22.98
pol,2000,21.87
pol,2001,24.47
pol,2002,22.65
pol,2003,23.03
pol,2004,23.16
pol,2005,22.49
pol,2006,22.15
pol,2007,21.94
pol,2008,22.05
pol,2009,23.02
pol,2010,23
pol,2011,23.61
pol,2012,23.49
pol,2013,24.46
pol,2014,23.22
pol,2015,22.49
pol,2016,22.08
pol,2017,22.78
pol,2018,25.68
pol,2019,25.66
pol,2020,28.72
pri,2015,25.73
prt,1986,20.07
prt,1987,16.66
prt,1988,16.9
prt,1989,17.52
prt,1990,16.06
prt,1991,19.53
prt,1992,23.22
prt,1993,19.17
prt,1994,19.62
prt,1995,18.31
prt,1996,22.95
prt,1997,26.03
prt,1998,24.59
prt,1999,20.66
prt,2000,25.24
prt,2001,25.42
prt,2002,27.98
prt,2003,31.06
prt,2004,22.63
prt,2005,25.73
prt,2006,26.22
prt,2007,28.41
prt,2008,28.71
prt,2009,26.99
prt,2010,26.36
prt,2011,28.95
prt,2012,29.71
prt,2013,28.41
prt,2014,28.76
prt,2015,26.77
prt,2016,29.87
prt,2017,29.72
prt,2018,28.83
prt,2019,28.69
prt,2020,34.42
pry,1998,45.73
pry,1999,28.29
pry,2001,34.33
pry,2009,29
pry,2010,27.06
pry,2011,24.26
pry,2012,28.78
pry,2013,24.8
pry,2014,24.83
pry,2015,24.62
pse,2000,17.97
pse,2001,15.86
pse,2002,22.53
pse,2003,21.44
pse,2004,20.76
pse,2005,21.26
pse,2006,26.95
pse,2007,32.74
pse,2008,21.76
pse,2009,17.89
pse,2010,20.06
pse,2011,24.16
pse,2012,31.98
pse,2013,19.89
pse,2014,21.63
pse,2015,32.79
pse,2016,29.83
pse,2017,26.78
pse,2018,26.21
pse,2019,25.04
pse,2020,33.33
qat,2009,1.05
qat,2013,0.46
qat,2015,0.15
qat,2017,0.14
qat,2018,0.18
qat,2020,1.55
rou,1997,21.6
rou,1998,23.32
rou,1999,23.44
rou,2000,22.53
rou,2001,22.55
rou,2002,17.22
rou,2003,16.75
rou,2004,15
rou,2005,17.03
rou,2006,16.22
rou,2007,16.14
rou,2008,16.59
rou,2009,16.99
rou,2010,17.67
rou,2011,16.67
rou,2012,16.79
rou,2013,16.43
rou,2014,15.95
rou,2015,16.56
rou,2016,14.02
rou,2017,13.76
rou,2018,13.54
rou,2019,12.92
rou,2020,16.67
rus,2009,10.87
rus,2010,9.58
rus,2011,8.82
rus,2012,8.36
rus,2014,8.41
rus,2015,8.92
rus,2016,8.94
rwa,2014,65.42
rwa,2017,56.06
rwa,2018,55.01
rwa,2019,55.29
rwa,2020,57.78
sau,2011,8.47
sau,2012,7.32
sau,2014,6.57
sau,2015,7.5
sau,2020,13.56
sen,2016,66.59
sen,2017,65.11
sen,2019,63.85
sgp,2013,10.08
sgp,2014,10.56
sgp,2018,11.08
sgp,2019,11.44
sgp,2020,10.71
slb,2013,19.72
sle,2014,27.31
sle,2018,25.16
slv,2009,24.22
slv,2010,23.41
slv,2011,22.68
slv,2012,24.65
slv,2013,24.43
slv,2014,22.97
slv,2015,22.22
slv,2016,22.9
slv,2017,23.02
slv,2018,22.93
slv,2019,21.52
slv,2020,20.4
som,2019,5.91
srb,2008,6.05
srb,2009,11.9
srb,2010,12.28
srb,2011,11.47
srb,2012,12.16
srb,2013,16.28
srb,2014,30.17
srb,2015,22.78
srb,2016,22.02
srb,2017,22.07
srb,2018,20.19
srb,2019,20.16
srb,2020,21.42
sur,2015,13.77
sur,2016,34.39
svk,1998,15.81
svk,1999,12.55
svk,2000,16.81
svk,2001,20.07
svk,2002,18.14
svk,2003,5.86
svk,2004,6.56
svk,2005,8.52
svk,2006,18.44
svk,2007,17.22
svk,2008,18.4
svk,2009,22.99
svk,2010,20.68
svk,2011,20.12
svk,2012,21.06
svk,2013,21.45
svk,2014,24.73
svk,2015,24.39
svk,2016,24.15
svk,2017,26.2
svk,2018,23.7
svk,2019,22.74
svk,2020,28.98
svn,1996,13.27
svn,1997,21.47
svn,1998,24.84
svn,1999,18.59
svn,2000,19.43
svn,2001,24.65
svn,2002,20.21
svn,2003,19.75
svn,2004,27.11
svn,2005,24.67
svn,2006,28.36
svn,2007,26.92
svn,2008,28.36
svn,2009,29.47
svn,2010,30.18
svn,2011,28.76
svn,2012,29.84
svn,2013,28.65
svn,2014,29.55
svn,2015,28.04
svn,2016,28.71
svn,2017,32.22
svn,2018,30.04
svn,2019,28.88
svn,2020,30.73
swe,1995,57.17
swe,1996,55.71
swe,1997,44.75
swe,1998,55.05
swe,1999,42.4
swe,2000,42.47
swe,2001,54.8
swe,2002,52.55
swe,2003,56.82
swe,2004,53.36
swe,2005,47.63
swe,2006,48.27
swe,2007,47.61
swe,2008,46.86
swe,2009,49.04
swe,2010,46.26
swe,2011,46.19
swe,2012,47.07
swe,2013,47.32
swe,2014,47.75
swe,2015,48.31
swe,2016,45.91
swe,2017,46.84
swe,2018,46.45
swe,2019,47.62
swe,2020,50.3
swz,2016,18.37
syc,2015,16.36
syc,2017,37.7
syc,2019,10.27
syc,2020,12.06
tha,2009,18.1
tha,2010,18.14
tha,2011,14.45
tha,2012,15.83
tha,2013,16.72
tha,2014,15.98
tha,2015,17.93
tha,2016,17.19
tha,2017,16.83
tha,2018,16.83
tha,2019,17.22
tha,2020,21.81
tjk,2003,22.22
tjk,2007,22.57
tjk,2009,28.12
tls,2010,15.01
tls,2013,28.11
tls,2016,48.37
ton,2018,30.85
tto,2010,7.22
tto,2011,6.98
tto,2012,5.56
tto,2013,4.94
tto,2014,6.14
tto,2015,5.7
tto,2016,6.53
tun,2010,11.82
tur,2000,19.04
tur,2001,14.79
tur,2002,15.31
tur,2003,14.1
tur,2004,14.88
tur,2005,11.93
tur,2006,15.22
tur,2007,18.53
tur,2008,16.49
tur,2009,19.06
tur,2010,22.59
tur,2011,23.12
tur,2012,18.77
tur,2013,22.14
tur,2014,21.63
tur,2015,21.22
tur,2016,20.66
tur,2017,21.3
tur,2018,22.84
tur,2019,23.08
tur,2020,31.78
tuv,2016,43.98
tza,2001,38.05
tza,2006,35.76
tza,2013,6.87
tza,2014,38.09
uga,2012,53.14
uga,2013,62.89
uga,2017,42.11
ukr,2009,20.34
ukr,2010,18.34
ukr,2011,19.31
ukr,2012,17.21
ukr,2013,18.13
ukr,2014,14.89
ukr,2015,14.03
ukr,2016,13.53
ukr,2017,15.27
usa,1994,29.67
usa,1995,29.05
usa,1996,29.04
usa,1997,28.03
usa,1998,29.45
usa,1999,27.21
usa,2000,25.94
usa,2001,27.06
usa,2002,26.79
usa,2003,27.11
usa,2004,27.19
usa,2005,26.66
usa,2006,26.43
usa,2007,26.12
usa,2008,26.78
usa,2009,30.78
usa,2010,28.88
usa,2011,28.55
usa,2012,27.79
usa,2013,27
usa,2014,27.3
usa,2015,27.72
usa,2016,26.39
usa,2017,26.55
usa,2018,25.32
usa,2019,24.77
usa,2020,27.98
usa,2021,25.25
ven,2009,11.02
ven,2010,10.5
ven,2011,13.13
ven,2012,13.52
vnm,2013,18.65
vnm,2014,20.47
vnm,2015,20.8
vnm,2016,19.29
vnm,2017,22.48
vnm,2018,18.21
vnm,2019,19.99
vnm,2020,20.65
vut,2019,28.7
wsm,2012,25.2
wsm,2017,17.03
yem,2010,1.13
zaf,2000,13.17
zaf,2001,12.62
zaf,2002,10.08
zaf,2003,10.84
zaf,2004,9.83
zaf,2005,10.42
zaf,2006,10.07
zaf,2007,8.94
zaf,2008,14.59
zaf,2009,15.88
zaf,2010,14.73
zaf,2011,13.57
zaf,2012,15.05
zaf,2013,15.31
zaf,2014,14.53
zaf,2015,14.77
zaf,2016,14.93
zaf,2017,15.69
zaf,2018,15.75
zaf,2019,15.22
zaf,2020,20.48
zmb,2018,30.12
zmb,2019,32.37
zwe,2011,44.91
zwe,2014,61.22
zwe,2019,41
