geo,time,gc_tax_ypkg_rv_zs
ury,2014,17.5807
ury,2015,18.72237
ury,2016,30.99303
ury,2017,22.32706
ury,2018,21.97131
ury,2019,21.93441
usa,1972,59.35761
usa,1973,57.1739
usa,1974,56.78265
usa,1975,55.92017
usa,1976,55.63878
usa,1977,57.01166
usa,1978,57.86062
usa,1979,58.03897
usa,1980,56.55822
usa,1981,54.20216
usa,1982,52.67052
usa,1983,49.91122
usa,1984,49.49465
usa,1985,50.04738
usa,1986,50.09416
usa,1987,52.39718
usa,1988,51.49236
usa,1989,52.48865
usa,1990,51.63498
usa,1991,48.81694
usa,1992,49.92385
usa,1993,50.6912
usa,1994,51.38712
usa,1995,52.0937
usa,1996,54.15123
usa,1997,55.25666
usa,1998,56.60809
usa,1999,55.85881
usa,2000,57.46233
usa,2001,55.26459
usa,2002,50.81792
usa,2003,50.09561
usa,2004,50.77502
usa,2005,54.23221
usa,2006,55.74578
usa,2007,55.99782
usa,2008,53.30188
usa,2009,45.4742
usa,2010,47.63951
usa,2011,52.76967
usa,2012,53.52272
usa,2013,51.1095
usa,2014,53.10516
usa,2015,54.15052
usa,2016,53.87319
usa,2017,49.45576
usa,2018,51.44053
usa,2019,52.31923
usa,2020,51.88767
uzb,2011,20.38659
uzb,2012,18.34279
uzb,2013,19.87467
uzb,2014,19.78505
uzb,2015,18.62951
uzb,2016,19.90294
uzb,2017,23.23784
uzb,2018,17.6045
uzb,2019,15.13899
vct,1990,19.65762
vct,1991,21.58416
vct,1992,22.9879
vct,1993,23.4375
vct,1994,26.8595
vct,1995,24.29907
vct,1996,25.33998
vct,1997,24.28344
vct,1998,25.42728
vct,1999,24.87667
vct,2000,26.46114
vct,2001,24.39645
vct,2002,28.12317
vct,2003,23.86071
vct,2004,23.39518
vct,2005,25.68583
vct,2006,24.82222
vct,2007,22.34285
vct,2008,20.64539
vct,2009,20.30722
vct,2010,21.85121
vct,2011,22.9397
vct,2012,24.52043
vct,2013,22.80819
vct,2014,24.36745
vct,2015,23.71852
vct,2016,25.20298
vct,2017,24.69041
vut,1990,0
vut,1995,0
vut,1996,0
vut,1997,0
vut,1998,0
vut,1999,0
vut,2009,0
vut,2010,0
vut,2011,0
vut,2012,0
vut,2013,0
vut,2014,0
vut,2015,0
vut,2016,0
vut,2017,0
vut,2018,0
vut,2019,0
wsm,2012,17.31427
wsm,2013,18.10751
wsm,2014,16.33063
wsm,2015,17.53556
wsm,2016,16.78385
wsm,2017,16.30044
wsm,2018,15.22982
wsm,2019,15.64957
zaf,1972,54.81032
zaf,1973,57.37157
zaf,1974,59.8553
zaf,1975,59.16834
zaf,1976,58.16464
zaf,1977,56.57323
zaf,1978,53.0259
zaf,1979,53.521
zaf,1980,55.85498
zaf,1981,53.38032
zaf,1982,52.37773
zaf,1983,52.96957
zaf,1984,52.31926
zaf,1985,52.85986
zaf,1986,52.13938
zaf,1987,51.52493
zaf,1988,49.56615
zaf,1989,46.80869
zaf,1990,50.41071
zaf,1991,52.42311
zaf,1992,52.10817
zaf,1993,48.01207
zaf,1994,49.73794
zaf,1995,49.6692
zaf,1996,51.26297
zaf,1997,52.73053
zaf,1998,54.05678
zaf,1999,51.87023
zaf,2000,51.70627
zaf,2001,52.42067
zaf,2002,53.08238
zaf,2003,50.6638
zaf,2004,48.94755
zaf,2005,48.75825
zaf,2006,50.51108
zaf,2007,51.81371
zaf,2008,54.45492
zaf,2009,51.85589
zaf,2010,49.08758
zaf,2011,49.87618
zaf,2012,49.23899
zaf,2013,48.4409
zaf,2014,47.40162
zaf,2015,47.14161
zaf,2016,48.68717
zaf,2017,49.06659
zaf,2018,48.39788
zaf,2019,46.90667
zmb,1990,39.46823
zmb,1991,30.61084
zmb,1992,30.87944
zmb,1993,25.04235
zmb,1994,28.15234
zmb,1995,26.7534
zmb,1996,31.49903
zmb,1997,32.11579
zmb,1998,25.86759
zmb,1999,25.90002
zmb,2001,35.80752
zmb,2002,42.59156
zmb,2003,33.20595
zmb,2004,31.81664
zmb,2005,30.13754
zmb,2006,35.31184
zmb,2007,28.8706
zmb,2008,32.77556
zmb,2009,34.69247
zmb,2010,39.84267
zmb,2011,37.52051
zmb,2012,42.40793
zmb,2013,35.45051
zmb,2014,34.61057
zmb,2015,33.5898
zmb,2016,34.02065
zmb,2017,33.06642
zmb,2018,35.95961
zmb,2019,37.24963
zwe,2009,21.86964
zwe,2010,29.98266
zwe,2011,30.89753
zwe,2012,32.14352
zwe,2015,34.17781
zwe,2016,32.62151
zwe,2017,32.6152
zwe,2018,33.31714
