geo,time,sh_sta_mmrt_ne
mex,1993,52
mex,1994,58
mex,1995,60
mex,1996,54
mex,1997,53
mex,1998,59
mex,1999,58
mex,2000,55
mex,2001,53
mex,2002,55
mex,2003,56
mex,2004,53
mex,2005,53
mex,2006,50
mex,2007,47
mex,2008,48
mex,2009,52
mex,2010,43
mex,2011,42
mex,2012,41
mex,2013,37
mex,2014,38
mex,2015,34
mex,2016,36
mkd,1991,12
mkd,1992,9
mkd,1993,6
mkd,1994,13
mkd,1995,23
mkd,1996,0
mkd,1997,4
mkd,1998,4
mkd,1999,4
mkd,2000,15
mkd,2001,15
mkd,2002,12
mkd,2003,4
mkd,2004,12
mkd,2005,13
mkd,2006,4
mkd,2007,0
mkd,2008,0
mkd,2009,4
mkd,2010,9
mkd,2011,4
mkd,2012,4
mkd,2013,4
mli,1996,882
mli,2001,788
mli,2006,661
mli,2009,818
mli,2012,714
mlt,1985,18
mlt,1986,0
mlt,1987,0
mlt,1988,0
mlt,1989,0
mlt,1990,0
mlt,1991,19
mlt,1992,0
mlt,1993,19
mlt,1994,0
mlt,1995,20
mlt,1996,20
mlt,1997,0
mlt,1998,21
mlt,1999,22
mlt,2000,0
mlt,2001,47
mlt,2002,0
mlt,2003,0
mlt,2004,0
mlt,2005,0
mlt,2006,0
mlt,2007,0
mlt,2008,26
mlt,2009,0
mlt,2010,25
mlt,2011,0
mlt,2012,0
mlt,2013,0
mlt,2014,0
mlt,2015,0
mmr,1999,237
mmr,2005,347
mmr,2014,358
mmr,2016,244
mne,2000,0
mne,2001,24
mne,2002,0
mne,2003,0
mne,2004,0
mne,2005,0
mne,2006,0
mne,2007,12
mne,2008,0
mne,2009,0
mng,1993,224
mng,1994,122
mng,1995,241
mng,1996,205
mng,1997,191
mng,1998,158
mng,1999,179
mng,2000,200
mng,2001,183
mng,2002,182
mng,2003,134
mng,2004,118
mng,2005,106
mng,2006,102
mng,2007,74
mng,2008,97
mng,2009,54
mng,2010,89
mng,2011,52
mng,2012,54
mng,2013,57
mng,2014,47
mng,2015,33
mng,2016,49
moz,2004,606
moz,2007,577
moz,2011,589
mrt,2000,771
mrt,2011,985
mus,1985,92
mus,1986,110
mus,1987,89
mus,1988,41
mus,1989,18
mus,1990,67
mus,1991,67
mus,1992,40
mus,1993,27
mus,1994,68
mus,1995,55
mus,1996,28
mus,1997,48
mus,1998,19
mus,1999,34
mus,2000,15
mus,2001,20
mus,2002,5
mus,2003,21
mus,2004,16
mus,2005,22
mus,2006,17
mus,2007,36
mus,2008,37
mus,2009,64
mus,2010,33
mus,2011,34
mus,2012,64
mus,2013,65
mus,2014,52
mus,2015,45
mus,2016,46
mus,2017,77
mwi,1992,673
mwi,2000,942
mwi,2004,859
mwi,2010,613
mwi,2016,451
mys,1992,44
mys,1993,48
mys,1994,46
mys,1995,39
mys,1996,47
mys,1997,41
mys,2000,32
mys,2001,39
mys,2002,32
mys,2003,29
mys,2004,27
mys,2005,27
mys,2007,27
mys,2008,29
mys,2009,28
mys,2010,26
mys,2011,27
mys,2012,25
mys,2013,21
mys,2014,23
nam,1992,280
nam,2000,330
nam,2006,415
nam,2011,248
nam,2013,372
ner,1992,762
ner,2006,840
ner,2012,715
nga,2008,938
nga,2013,1222
nic,2005,136
nic,2012,51
nic,2013,52
nic,2014,38
nic,2015,42
nic,2016,37
nic,2017,34
nld,1985,4
nld,1986,8
nld,1987,8
nld,1988,10
nld,1989,5
nld,1990,8
nld,1991,6
nld,1992,7
nld,1994,14
nld,1995,5
nld,1996,11
nld,1997,16
nld,1998,9
nld,1999,16
nld,2000,16
nld,2001,17
nld,2002,12
nld,2003,17
nld,2004,10
nld,2005,9
nld,2006,13
nld,2007,13
nld,2008,8
nld,2009,9
nld,2010,5
nld,2011,2
nld,2012,3
nld,2013,3
nld,2014,3
nld,2015,3
nld,2016,3
nor,1985,2
nor,1986,4
nor,1987,5
nor,1988,4
nor,1989,9
nor,1990,3
nor,1991,8
nor,1992,7
nor,1993,3
nor,1994,0
nor,1995,7
nor,1996,2
nor,1997,2
nor,1998,7
nor,1999,9
nor,2000,3
nor,2001,5
nor,2002,5
nor,2003,12
nor,2004,0
nor,2005,3
nor,2006,9
nor,2007,7
nor,2008,5
nor,2009,2
nor,2010,5
nor,2011,5
nor,2012,0
nor,2013,3
nor,2014,3
nor,2015,0
nor,2016,0
nor,2017,0
npl,1996,750
npl,2006,390
npl,2011,461
npl,2017,250
nzl,1985,13
nzl,1986,19
nzl,1987,13
nzl,1988,18
nzl,1989,11
nzl,1990,7
nzl,1991,16
nzl,1992,9
nzl,1993,21
nzl,1994,7
nzl,1995,3
nzl,1996,7
nzl,1997,5
nzl,1998,5
nzl,1999,7
nzl,2000,9
nzl,2001,5
nzl,2002,14
nzl,2003,7
nzl,2004,7
nzl,2005,8
nzl,2007,13
nzl,2008,14
nzl,2009,8
nzl,2010,17
nzl,2011,8
nzl,2012,11
nzl,2013,11
nzl,2014,13
nzl,2015,3
nzl,2016,10
omn,1992,30
omn,1993,18
omn,1994,7
omn,1995,27
omn,1996,24
omn,1997,23
omn,1998,15
omn,1999,20
omn,2000,15
omn,2001,18
omn,2002,25
omn,2003,41
omn,2004,26
omn,2005,20
omn,2006,17
omn,2007,13
omn,2008,23
omn,2009,17
omn,2010,17
omn,2011,27
omn,2012,18
omn,2013,18
omn,2014,12
omn,2015,21
omn,2016,20
omn,2017,14
omn,2018,23
pak,2006,250
pan,1985,51
pan,1986,57
pan,1987,35
pan,1988,55
pan,1989,71
pan,1996,51
pan,1997,40
pan,1998,43
pan,1999,44
pan,2000,39
pan,2001,50
pan,2002,53
pan,2003,47
pan,2004,32
pan,2005,57
pan,2006,49
pan,2007,53
pan,2008,54
pan,2009,38
pan,2010,53
pan,2011,75
pan,2012,63
pan,2013,51
pan,2014,55
pan,2015,51
pan,2016,47
per,1996,259
per,2000,207
per,2003,130
per,2004,136
per,2005,133
per,2006,126
per,2007,126
per,2008,122
per,2009,119
per,2010,106
per,2011,105
per,2012,102
phl,1992,47
phl,1993,70
phl,1994,83
phl,1995,68
phl,1996,70
phl,1997,68
phl,1998,70
phl,1999,57
phl,2000,73
phl,2001,76
phl,2002,76
phl,2003,76
phl,2006,73
phl,2007,71
phl,2008,73
phl,2009,68
phl,2010,73
phl,2011,62
phl,2012,206
pol,1985,11
pol,1986,13
pol,1987,15
pol,1988,11
pol,1989,10
pol,1990,12
pol,1991,13
pol,1992,9
pol,1993,11
pol,1994,11
pol,1995,9
pol,1996,5
pol,1999,5
pol,2000,8
pol,2001,3
pol,2002,5
pol,2003,4
pol,2004,5
pol,2005,3
pol,2006,3
pol,2007,3
pol,2008,5
pol,2009,2
pol,2010,2
pol,2011,2
pol,2012,1
pol,2013,2
pol,2014,2
pol,2015,2
pol,2016,2
pol,2017,2
pri,1985,13
pri,1986,16
pri,1987,18
pri,1988,18
pri,1989,21
pri,1990,21
pri,1991,21
pri,1992,23
pri,1993,15
pri,1994,8
pri,1995,15
pri,1996,19
pri,1997,23
pri,1998,14
pri,1999,18
pri,2000,26
pri,2001,11
pri,2002,10
pri,2003,14
pri,2004,22
pri,2005,10
pri,2006,8
pri,2007,23
pri,2008,13
pri,2009,23
pri,2010,14
pri,2011,12
pri,2012,3
pri,2013,6
pri,2014,9
pri,2015,37
pri,2016,22
prt,1985,9
prt,1986,9
prt,1987,12
prt,1988,7
prt,1989,10
prt,1990,11
prt,1991,13
prt,1992,10
prt,1993,6
prt,1994,9
prt,1995,8
prt,1996,5
prt,1997,5
prt,1998,8
prt,1999,5
prt,2000,3
prt,2002,12
prt,2003,10
prt,2004,6
prt,2005,6
prt,2006,6
prt,2007,18
prt,2008,4
prt,2009,7
prt,2010,8
prt,2011,5
prt,2012,4
prt,2013,6
prt,2014,7
prt,2015,7
prt,2016,7
prt,2017,10
pry,1995,259
pry,2002,180
pry,2016,92
pry,2017,54
pse,2010,56
pse,2011,48
pse,2012,52
pse,2013,41
pse,2014,43
pse,2015,36
pse,2016,31
pse,2017,34
pse,2018,14
qat,1995,0
qat,2001,8
qat,2004,7
qat,2005,20
qat,2006,6
qat,2007,24
qat,2008,0
qat,2009,16
qat,2010,10
qat,2011,0
qat,2013,0
qat,2014,4
qat,2015,8
qat,2016,0
rou,1985,132
rou,1986,153
rou,1987,157
rou,1988,165
rou,1989,183
rou,1990,82
rou,1991,61
rou,1992,56
rou,1993,51
rou,1994,60
rou,1995,47
rou,1996,41
rou,1997,43
rou,1998,43
rou,1999,45
rou,2000,35
rou,2001,35
rou,2002,22
rou,2003,30
rou,2004,24
rou,2005,17
rou,2006,15
rou,2007,15
rou,2008,13
rou,2009,21
rou,2010,24
rou,2011,24
rou,2012,11
rou,2013,13
rou,2014,12
rou,2015,14
rou,2016,9
rus,1985,53
rus,1986,57
rus,1987,53
rus,1988,52
rus,1989,49
rus,1990,47
rus,1991,51
rus,1992,47
rus,1993,45
rus,1994,50
rus,1995,52
rus,1996,47
rus,1997,48
rus,1998,43
rus,1999,41
rus,2000,38
rus,2001,35
rus,2002,34
rus,2003,32
rus,2004,24
rus,2005,24
rus,2006,22
rus,2007,22
rus,2008,21
rus,2009,22
rus,2010,17
rus,2011,16
rus,2012,12
rus,2013,11
rus,2014,11
rus,2015,10
rwa,2000,994
rwa,2005,985
rwa,2010,785
rwa,2015,297
sau,1998,25
sdn,2006,702
sdn,2008,775
sdn,2010,237
sen,1993,581
sen,2005,490
sen,2018,440
sgp,1985,4
sgp,1986,10
sgp,1987,6
sgp,1988,8
sgp,1989,4
sgp,1996,7
sgp,2000,16
sgp,2001,8
sgp,2002,8
sgp,2003,4
sgp,2004,2
sgp,2005,9
sgp,2006,6
sgp,2007,4
sgp,2008,2
sgp,2009,0
sgp,2010,2
sgp,2011,4
sgp,2012,2
sgp,2013,0
sgp,2014,0
sgp,2015,6
sgp,2016,4
slb,2009,153
sle,2008,1405
sle,2013,1778
slv,1990,33
slv,1991,45
slv,1992,29
slv,1993,37
slv,1995,33
slv,1996,26
slv,1997,27
slv,1998,26
slv,1999,15
slv,2000,21
slv,2001,20
slv,2002,22
slv,2003,19
slv,2004,16
slv,2005,18
slv,2006,17
slv,2007,14
slv,2008,15
slv,2009,11
slv,2010,14
slv,2011,13
slv,2012,14
srb,1993,14
srb,1998,7
srb,1999,6
srb,2000,6
srb,2001,6
srb,2002,1
srb,2003,5
srb,2004,2
srb,2005,10
srb,2006,9
srb,2007,5
srb,2008,10
srb,2009,15
srb,2010,13
srb,2011,7
srb,2012,11
srb,2013,10
srb,2014,9
srb,2015,9
srb,2016,8
srb,2017,8
ssd,2006,2241
ssd,2008,1084
stp,1985,139
stp,1987,67
stp,2008,110
stp,2014,131
sur,1985,55
sur,1986,63
sur,1987,18
sur,1988,54
sur,1989,27
sur,1990,9
sur,1994,474
sur,1997,36
sur,1998,62
sur,1999,36
sur,2000,80
sur,2001,90
sur,2002,117
sur,2003,72
sur,2004,63
sur,2005,36
sur,2006,73
sur,2007,101
sur,2008,83
sur,2009,101
sur,2011,138
sur,2012,129
sur,2013,65
sur,2014,120
sur,2015,148
svk,1992,1
svk,1993,13
svk,1994,6
svk,1995,8
svk,1996,5
svk,1997,2
svk,1998,7
svk,1999,9
svk,2000,2
svk,2001,11
svk,2002,8
svk,2003,4
svk,2004,6
svk,2005,4
svk,2006,6
svk,2007,0
svk,2008,4
svk,2009,12
svk,2010,0
svk,2011,11
svk,2012,4
svk,2013,2
svk,2014,4
svk,2015,2
svk,2016,7
svk,2017,5
svn,1985,11
svn,1986,19
svn,1987,4
svn,1988,12
svn,1989,4
svn,1990,9
svn,1991,5
svn,1992,5
svn,1993,5
svn,1994,0
svn,1995,5
svn,1996,16
svn,1997,11
svn,1998,0
svn,1999,11
svn,2000,23
svn,2001,23
svn,2002,0
svn,2006,9
svn,2011,0
svn,2012,9
svn,2013,5
svn,2014,5
svn,2015,5
svn,2016,5
svn,2017,5
swe,1985,5
swe,1986,3
swe,1987,5
swe,2006,6
swe,2008,5
swe,2009,5
swe,2010,2
swe,2011,1
swe,2012,4
swe,2013,5
swe,2014,3
swe,2015,1
swe,2016,3
swz,2006,420
swz,2007,1117
syc,1985,57
syc,1986,0
syc,1987,58
syr,1998,6
syr,1999,12
syr,2000,48
syr,2001,5
syr,2002,6
syr,2003,6
syr,2004,5
syr,2005,5
syr,2006,5
syr,2007,6
syr,2008,4
syr,2009,5
syr,2010,2
tcd,1997,1165
tcd,2004,1358
tcd,2015,1389
tgo,1998,505
tgo,2014,416
tha,1990,22
tha,1991,17
tha,1992,13
tha,1994,10
tha,1995,9
tha,1996,12
tha,1997,9
tha,1998,7
tha,1999,10
tha,2000,11
tha,2002,13
tha,2003,12
tha,2004,12
tha,2005,12
tha,2006,11
tha,2007,53
tha,2008,40
tha,2009,51
tha,2010,48
tha,2011,46
tha,2012,38
tha,2013,38
tha,2014,41
tha,2015,22
tha,2016,24
tjk,1985,53
tjk,1986,53
tjk,1987,51
tjk,1988,42
tjk,1989,37
tjk,1990,41
tjk,1991,53
tjk,1992,87
tjk,1993,76
tjk,1994,70
tjk,1995,47
tjk,1996,35
tjk,1997,28
tjk,1998,28
tjk,1999,31
tjk,2000,18
tjk,2001,20
tjk,2002,30
tjk,2003,19
tjk,2004,19
tjk,2005,14
tjk,2016,7
tkm,1985,55
tkm,1986,51
tkm,1987,49
tkm,1988,33
tkm,1989,52
tkm,1990,40
tkm,1991,44
tkm,1992,57
tkm,1993,46
tkm,1994,48
tkm,1995,52
tkm,1996,42
tkm,1997,18
tkm,1998,15
tkm,1999,15
tkm,2000,5
tkm,2001,12
tkm,2002,23
tkm,2003,16
tkm,2004,7
tkm,2005,11
tkm,2006,8
tkm,2007,17
tkm,2008,10
tkm,2009,11
tkm,2010,6
tkm,2011,3
tkm,2012,5
tkm,2013,6
tkm,2014,3
tkm,2015,3
tls,2009,557
tls,2010,241
tls,2016,129
tto,1985,45
tto,1986,60
tto,1987,89
tto,1988,61
tto,1989,75
tto,1990,51
tto,1991,46
tto,1992,61
tto,1993,64
tto,1994,71
tto,1995,64
tto,1996,36
tto,1997,68
tto,1998,42
tto,1999,37
tto,2000,53
tto,2001,37
tto,2002,26
tto,2003,26
tto,2004,46
tto,2005,31
tto,2006,60
tto,2007,30
tto,2008,55
tto,2009,40
tto,2010,64
tto,2011,30
tto,2012,30
tun,1994,142
tun,2009,68
tun,2011,42
tur,2006,57
tur,2008,23
tur,2009,21
tur,2010,20
tur,2011,18
tur,2012,29
tur,2013,32
tur,2014,18
tur,2015,17
tur,2016,16
tur,2017,16
tur,2018,16
tza,1996,997
tza,2004,741
tza,2010,666
tza,2012,832
tza,2016,642
uga,1995,553
uga,2000,585
uga,2006,392
uga,2011,551
uga,2016,481
ukr,1985,41
ukr,1986,39
ukr,1987,41
ukr,1988,41
ukr,1989,34
ukr,1990,33
ukr,1991,31
ukr,1992,32
ukr,1993,33
ukr,1994,31
ukr,1995,32
ukr,1996,30
ukr,1997,25
ukr,1998,27
ukr,1999,24
ukr,2000,24
ukr,2001,22
ukr,2002,21
ukr,2003,17
ukr,2004,13
ukr,2005,17
ukr,2006,15
ukr,2007,20
ukr,2008,16
ukr,2009,26
ukr,2010,23
ukr,2011,17
ukr,2012,13
ukr,2014,15
ukr,2015,13
ury,1985,42
ury,1986,25
ury,1987,25
ury,1988,37
ury,1989,25
ury,1990,16
ury,1993,24
ury,1994,21
ury,1995,25
ury,1996,20
ury,1997,27
ury,1998,20
ury,1999,11
ury,2001,17
ury,2002,36
ury,2003,34
ury,2004,21
ury,2005,18
ury,2006,18
ury,2007,12
ury,2008,26
ury,2009,14
ury,2010,33
ury,2011,14
ury,2012,8
ury,2013,10
ury,2014,19
ury,2015,19
ury,2016,25
ury,2017,19
ury,2018,17
usa,1985,8
usa,1986,7
usa,1987,7
usa,1988,8
usa,1989,8
usa,1990,9
usa,1991,8
usa,1992,8
usa,1993,8
usa,1994,8
usa,1995,7
usa,1996,7
usa,1997,8
usa,1999,10
usa,2000,12
usa,2001,13
usa,2002,13
usa,2003,12
usa,2004,14
usa,2005,13
usa,2006,13
usa,2007,14
usa,2008,13
usa,2009,14
usa,2010,15
usa,2011,14
usa,2014,19
usa,2015,18
usa,2016,19
uzb,1985,50
uzb,1986,60
uzb,1987,60
uzb,1988,38
uzb,1989,40
uzb,1990,33
uzb,1991,33
uzb,1992,30
uzb,1993,24
uzb,1994,16
uzb,1995,19
uzb,1996,12
uzb,1997,10
uzb,1998,8
uzb,1999,14
uzb,2000,32
uzb,2001,31
uzb,2002,26
uzb,2003,27
uzb,2004,25
uzb,2005,23
uzb,2009,25
uzb,2010,15
uzb,2011,22
uzb,2012,15
uzb,2013,17
uzb,2014,19
uzb,2015,19
uzb,2016,18
vct,1985,105
vct,1986,0
vct,1987,72
vct,1990,0
vct,1995,163
vct,1996,83
vct,1997,43
vct,1998,0
vct,1999,45
vct,2000,46
vct,2001,0
vct,2002,0
vct,2003,0
vct,2004,51
vct,2005,0
vct,2006,0
vct,2007,0
vct,2008,109
vct,2009,0
vct,2010,113
vct,2011,58
vct,2012,0
vct,2013,120
vct,2014,61
vct,2015,0
vct,2016,0
ven,1985,54
ven,1986,54
ven,1987,51
ven,1988,51
ven,1989,60
ven,1990,61
ven,1992,53
ven,1993,58
ven,1994,67
ven,1996,52
ven,1997,54
ven,1998,44
ven,1999,82
ven,2000,56
ven,2001,60
ven,2002,56
ven,2003,54
ven,2004,54
ven,2005,58
ven,2006,60
ven,2007,56
ven,2008,62
ven,2009,72
ven,2010,68
ven,2011,73
ven,2012,70
ven,2013,70
vnm,2008,58
vnm,2010,42
yem,1997,588
yem,2003,339
yem,2013,137
zaf,1994,41
zaf,1995,47
zaf,1996,58
zaf,1997,60
zaf,1998,61
zaf,1999,67
zaf,2000,71
zaf,2001,82
zaf,2002,75
zaf,2003,84
zaf,2004,106
zaf,2005,112
zaf,2006,122
zaf,2007,152
zaf,2008,152
zaf,2009,157
zaf,2010,137
zaf,2011,104
zaf,2012,86
zaf,2013,78
zaf,2014,84
zaf,2015,78
zmb,1996,553
zmb,2002,506
zmb,2007,405
zmb,2010,422
zmb,2013,286
