geo,time,en_atm_ghgo_zg
tto,2011,6425
tto,2012,6425
tun,1991,0
tun,1992,0
tun,1993,0
tun,1994,0
tun,1995,0
tun,1996,0
tun,1997,0
tun,1998,-100
tun,1999,-100
tun,2000,1528.57143
tun,2001,-99.91778
tun,2002,-99.68839
tun,2003,-71.21371
tun,2004,128.92771
tun,2005,-70.74514
tun,2006,-100
tun,2007,9.16543
tun,2008,-62.06971
tun,2009,-99.18977
tun,2010,435.40286
tun,2011,435.40286
tun,2012,435.40286
tur,1991,3.18617
tur,1992,6.90367
tur,1993,0.26148
tur,1994,-4.76377
tur,1995,-10.43756
tur,1996,-12.20688
tur,1997,-14.78284
tur,1998,22.50165
tur,1999,4.44073
tur,2000,16.15875
tur,2001,33.01553
tur,2002,33.2872
tur,2003,44.66091
tur,2004,72.61231
tur,2005,92.82042
tur,2006,115.04797
tur,2007,127.34675
tur,2008,140.6653
tur,2009,199.78881
tur,2010,187.35495
tur,2011,187.35495
tur,2012,187.35495
tuv,1991,-60
tuv,1992,-100
tuv,1993,-200
tuv,1994,-180
tuv,1995,-20
tuv,1996,-100
tuv,1997,-60
tuv,1998,-100
tuv,1999,-140
tuv,2000,-20
tuv,2001,-220
tuv,2002,-180
tuv,2003,-180
tuv,2004,-100
tuv,2005,-140
tuv,2006,-100
tuv,2007,-20
tuv,2008,-20
tuv,2009,-940
tuv,2010,140
tuv,2011,-620
tuv,2012,-620
tza,1991,-15.47023
tza,1992,30.96967
tza,1993,-21.71121
tza,1994,-10.24543
tza,1995,-9.56628
tza,1996,-22.06712
tza,1997,-25.71088
tza,1998,414.0929
tza,1999,151.68437
tza,2000,268.6418
tza,2001,216.66964
tza,2002,192.69588
tza,2003,350.39265
tza,2004,273.83098
tza,2005,368.19115
tza,2006,178.52044
tza,2007,257.11003
tza,2008,253.57844
tza,2009,316.43093
tza,2010,319.27539
tza,2011,319.27539
tza,2012,319.27539
uga,1991,1.38875
uga,1992,2.7775
uga,1993,4.16688
uga,1994,5.55563
uga,1995,6.94437
uga,1996,8.33313
uga,1997,9.7225
uga,1998,304.655
uga,1999,126.56375
uga,2000,216.11625
uga,2001,122.92188
uga,2002,135.17188
uga,2003,305.8075
uga,2004,193.22438
uga,2005,416.67062
uga,2006,-13.46187
uga,2007,224.85063
uga,2008,222.5725
uga,2009,47.63562
uga,2010,168.1025
uga,2011,168.1025
uga,2012,168.1025
ukr,1991,-1.15018
ukr,1992,-3.512
ukr,1993,-5.81126
ukr,1994,-7.7937
ukr,1995,-9.98487
ukr,1996,-11.6083
ukr,1997,-13.22913
ukr,1998,-87.7903
ukr,1999,-75.84869
ukr,2000,-83.99138
ukr,2001,-75.89776
ukr,2002,-54.0424
ukr,2003,-86.81509
ukr,2004,-83.07624
ukr,2005,-71.13556
ukr,2006,-69.01717
ukr,2007,-56.98679
ukr,2008,-30.29242
ukr,2009,-73.86281
ukr,2010,-77.00516
ukr,2011,-77.00516
ukr,2012,-77.00516
ury,1991,-0.04854
ury,1992,-0.08215
ury,1993,-0.04775
ury,1994,0.08591
ury,1995,0.32502
ury,1996,1.01808
ury,1997,1.86609
ury,1998,-39.95989
ury,1999,12.0073
ury,2000,-17.03244
ury,2001,-80.90167
ury,2002,-72.47288
ury,2003,-43.03163
ury,2004,-18.6104
ury,2005,5.95787
ury,2006,-23.9586
ury,2007,-22.01827
ury,2008,4.37571
ury,2009,-10.83623
ury,2010,-56.65825
ury,2011,-56.65825
ury,2012,-56.65825
usa,1991,-9.73515
usa,1992,-24.41273
usa,1993,-20.82713
usa,1994,-17.71482
usa,1995,-16.0374
usa,1996,-2.36126
usa,1997,9.33485
usa,1998,-1.17681
usa,1999,17.29607
usa,2000,23.98046
usa,2001,11.03863
usa,2002,62.91818
usa,2003,40.19113
usa,2004,150.17933
usa,2005,119.55912
usa,2006,71.0292
usa,2007,103.34895
usa,2008,90.29053
usa,2009,156.39321
usa,2010,120.23069
usa,2011,120.23069
usa,2012,120.23069
uzb,1991,-0.70325
uzb,1992,-0.67192
uzb,1993,-0.06245
uzb,1994,0.51644
uzb,1995,1.70165
uzb,1996,5.75905
uzb,1997,6.14699
uzb,1998,-88.39113
uzb,1999,-77.90784
uzb,2000,-72.82563
uzb,2001,-68.15823
uzb,2002,-61.75505
uzb,2003,-61.01939
uzb,2004,-42.38148
uzb,2005,-36.97301
uzb,2006,-32.43029
uzb,2007,-26.09109
uzb,2008,-8.3633
uzb,2009,-6.91215
uzb,2010,-9.62126
uzb,2011,-9.62126
uzb,2012,-9.62126
ven,1991,-4.67243
ven,1992,-0.56174
ven,1993,7.14927
ven,1994,-21.41342
ven,1995,-14.7463
ven,1996,-12.36088
ven,1997,-11.69672
ven,1998,41.98767
ven,1999,-25.64127
ven,2000,-12.95109
ven,2001,-3.61597
ven,2002,-53.2858
ven,2003,71.42158
ven,2004,8.92422
ven,2005,-21.38181
ven,2006,-33.58948
ven,2007,7.91007
ven,2008,-25.12484
ven,2009,-30.33129
ven,2010,-42.42525
ven,2011,-42.42525
ven,2012,-42.42525
vgb,1991,-250
vgb,1992,-400
vgb,1993,400
vgb,1994,-150
vgb,1995,-250
vgb,1996,-100
vgb,1997,250
vgb,1998,0
vgb,1999,-500
vgb,2000,-250
vgb,2001,-450
vgb,2002,-100
vgb,2003,-50
vgb,2004,50
vgb,2005,400
vgb,2006,350
vgb,2007,-250
vgb,2008,-500
vgb,2009,-17250
vgb,2010,-11200
vgb,2011,-5950
vgb,2012,28150
vir,1991,-150
vir,1992,50
vir,1993,-150
vir,1994,-150
vir,1995,-200
vir,1996,50
vir,1997,-100
vir,1998,-150
vir,1999,-50
vir,2000,-62.5
vir,2001,0
vir,2002,-25
vir,2003,-137.5
vir,2004,-275
vir,2005,-150
vir,2006,-25
vir,2007,-75
vir,2008,-250
vir,2009,-750
vir,2010,900
vir,2011,-600
vir,2012,1250
vnm,1991,-0.98318
vnm,1992,2.84575
vnm,1993,0.64469
vnm,1994,-0.57293
vnm,1995,0.64469
vnm,1996,-1.79077
vnm,1997,-1.84938
vnm,1998,659.28134
vnm,1999,477.71592
vnm,2000,0.77296
vnm,2001,-13.6069
vnm,2002,137.82101
vnm,2003,119.57628
vnm,2004,281.34943
vnm,2005,183.57485
vnm,2006,55.06831
vnm,2007,196.93294
vnm,2008,-26.99444
vnm,2009,-1.23659
vnm,2010,-0.53671
vnm,2011,-0.53671
vnm,2012,348.0109
vut,1991,-150
vut,1992,-50
vut,1993,50
vut,1994,50
vut,1995,-250
vut,1996,-250
vut,1997,-100
vut,1998,-100
vut,1999,-100
vut,2000,-150
vut,2001,50
vut,2002,-150
vut,2003,-250
vut,2004,-50
vut,2006,-150
vut,2007,-50
vut,2008,-50
vut,2009,1300
vut,2010,-950
vut,2011,750
vut,2012,650
wsm,1991,0
wsm,1992,0
wsm,1993,0
wsm,1994,0
wsm,1995,0
wsm,1996,0
wsm,1997,0
wsm,1998,-100
wsm,1999,-100
wsm,2000,-100
wsm,2001,-100
wsm,2002,-100
wsm,2003,-100
wsm,2004,-100
wsm,2005,-100
wsm,2006,-100
wsm,2007,-100
wsm,2008,-100
wsm,2009,-100
wsm,2010,-100
wsm,2011,-100
wsm,2012,-100
yem,1991,-0.55567
yem,1992,-1.111
yem,1993,-1.66667
yem,1994,-2.22233
yem,1995,-2.77767
yem,1996,-3.33333
yem,1997,-3.889
yem,1998,3833.33333
yem,1999,4000
yem,2000,1666.66667
yem,2001,0
yem,2002,-33.33333
yem,2003,266.66667
yem,2004,166.66667
yem,2005,133.33333
yem,2006,400
yem,2007,0
yem,2008,400
yem,2009,433.33333
yem,2010,433.33333
yem,2011,433.33333
yem,2012,433.33333
zaf,1991,-21.74812
zaf,1992,21.56008
zaf,1993,-33.05396
zaf,1994,-22.68175
zaf,1995,-20.19266
zaf,1996,-23.15266
zaf,1997,-21.55574
zaf,1998,1166.91
zaf,1999,1031.2916
zaf,2000,643.55326
zaf,2001,893.41306
zaf,2002,960.93813
zaf,2003,747.61502
zaf,2004,590.26833
zaf,2005,1178.34241
zaf,2006,677.71874
zaf,2007,969.36133
zaf,2008,872.19363
zaf,2009,782.84212
zaf,2010,894.58317
zaf,2011,894.58317
zaf,2012,894.58317
zmb,1991,-15.121
zmb,1992,30.36803
zmb,1993,-21.17522
zmb,1994,-9.92577
zmb,1995,-9.23991
zmb,1996,-21.44853
zmb,1997,-24.98612
zmb,1998,179.72336
zmb,1999,99.27258
zmb,2000,74.75706
zmb,2001,79.75812
zmb,2002,81.51122
zmb,2003,119.94816
zmb,2004,128.16284
zmb,2005,144.29122
zmb,2006,88.65693
zmb,2007,107.00977
zmb,2008,113.78776
zmb,2009,74.88299
zmb,2010,112.24172
zmb,2011,112.24172
zmb,2012,112.24172
zwe,1991,1.389
zwe,1992,2.778
zwe,1993,4.1665
zwe,1994,5.5555
zwe,1995,6.9445
zwe,1996,8.3335
zwe,1997,9.722
zwe,1998,5737.55
zwe,1999,4094.275
zwe,2000,2642.075
zwe,2001,3466.475
zwe,2002,2683.025
zwe,2003,2692.775
zwe,2004,4397.65
zwe,2005,4013.2
zwe,2006,3889.4625
zwe,2007,4640.8875
zwe,2008,5573.675
zwe,2009,5464.925
zwe,2010,5764.45
zwe,2011,5764.45
zwe,2012,5764.45
