geo,time,se_prm_oenr_ma_zs
tca,2009,9.21938
tca,2014,5.94796
tca,2015,4.52148
tca,2018,7.95756
tcd,1975,24.65874
tcd,1977,26.53911
tcd,1988,28.72653
tcd,1997,20.70451
tcd,1998,19.86064
tcd,1999,19.014
tcd,2000,19.9565
tcd,2001,20.79962
tcd,2002,19.7895
tcd,2003,19.8298
tcd,2011,27.91723
tcd,2013,9.1706
tcd,2015,12.65872
tcd,2016,14.53143
tgo,1971,20.69329
tgo,1972,26.75539
tgo,1978,28.38217
tgo,1979,30.24529
tgo,1980,31.80401
tgo,1982,31.09758
tgo,1983,31.37804
tgo,1984,30.42518
tgo,1985,29.83727
tgo,1986,33.96045
tgo,1987,27.23544
tgo,1988,27.33533
tgo,1989,30.13741
tgo,1990,30.64211
tgo,1991,32.14709
tgo,1994,32.11921
tgo,1995,30.91655
tgo,1996,27.22166
tgo,1997,29.04477
tgo,1999,25.59338
tgo,2001,21.49799
tgo,2002,19.09977
tgo,2003,18.38084
tgo,2004,17.40875
tgo,2005,16.73466
tgo,2006,16.0899
tgo,2007,16.27345
tgo,2008,15.23564
tgo,2015,18.62074
tgo,2016,18.62077
tgo,2017,17.76754
tgo,2018,17.40046
tha,1970,0
tha,1971,0
tha,1972,0
tha,1973,2.44223
tha,1974,2.64168
tha,1975,0
tha,1976,0
tha,1977,0
tha,1978,0
tha,2006,2.80572
tha,2007,2.80566
tha,2008,2.80568
tha,2009,1.37648
tjk,1999,0
tjk,2000,0
tjk,2001,0
tjk,2002,0
tjk,2003,0
tjk,2004,0.74948
tjk,2005,0.94986
tjk,2006,0.61836
tjk,2007,0.50633
tjk,2008,0.18704
tjk,2009,0.38111
tjk,2010,0.36353
tjk,2011,0.29868
tjk,2012,0.28723
tjk,2014,0.20464
tjk,2015,0.14017
tjk,2016,0.11596
tjk,2017,0.09028
tls,2008,23.62812
tls,2009,21.22414
tls,2010,21.76863
tls,2011,21.35732
tls,2012,21.7224
tls,2013,22.05855
tls,2014,22.16756
tls,2015,21.41219
tls,2016,20.30779
tls,2017,19.614
tls,2018,18.11726
ton,1970,6.83696
ton,1971,7.35685
ton,1972,2.32261
ton,1974,9.36866
ton,1975,8.76636
ton,1978,10.47988
ton,1982,10.45166
ton,1983,18.69191
ton,1984,16.43928
ton,1985,19.39709
ton,1986,18.68219
ton,1990,14.89485
ton,1993,15.52626
ton,1998,18.12126
ton,1999,18.58732
ton,2001,7.69573
ton,2004,10.83343
ton,2005,9.01292
ton,2006,6.84305
ton,2012,3.5655
ton,2013,6.24861
ton,2014,7.51258
ton,2015,1.05263
tto,1971,19.50947
tto,1972,19.89779
tto,1973,19.90107
tto,1974,18.78003
tto,1975,17.89712
tto,1976,17.51747
tto,1977,16.41648
tto,1978,16.4031
tto,1979,16.41998
tto,1980,16.42152
tto,1981,9.98144
tto,1982,7.77652
tto,1983,7.52891
tto,1984,5.22321
tto,1985,4.65185
tto,1986,4.78251
tto,1987,4.34787
tto,1988,4.09117
tto,1989,4.27854
tto,1990,4.14036
tto,1991,4.6727
tto,1992,4.85932
tto,1993,5.80671
tto,1996,7.90103
tto,1997,9.47454
tto,1999,7.37824
tto,2000,9.13962
tto,2001,6.99834
tto,2002,7.24265
tto,2003,8.05579
tto,2004,7.87259
tto,2005,8.85768
tto,2007,4.8543
tto,2008,9.96146
tto,2009,9.26874
tto,2010,9.19673
tun,1971,25.8237
tun,1975,20.26841
tun,1978,23.05725
tun,1979,21.82525
tun,1980,21.06414
tun,1981,19.67309
tun,1982,18.45591
tun,1983,18.46772
tun,1984,17.34614
tun,1985,17.73854
tun,1986,17.79752
tun,1987,19.29695
tun,1988,19.14725
tun,1989,17.15267
tun,1990,18.28588
tun,1991,17.65804
tun,1992,17.15268
tun,1993,16.06526
tun,1994,16.7435
tun,1995,16.38712
tun,1996,15.95974
tun,1997,15.74624
tun,1999,17.06767
tun,2000,16.6049
tun,2001,15.159
tun,2002,12.82172
tun,2003,12.60871
tun,2004,12.35378
tun,2005,12.14031
tun,2006,11.79144
tun,2007,9.48622
tun,2008,8.18999
tun,2009,7.29448
tun,2010,7.17672
tun,2011,6.49123
tun,2012,5.90104
tun,2013,5.8601
tun,2014,5.76583
tun,2015,5.43436
tun,2016,5.31228
tun,2017,5.92909
tun,2018,6.50072
tur,1974,21.29086
tur,1994,7.30418
tur,1995,7.40456
tur,1997,6.85212
tur,1999,7.48666
tur,2000,4.63601
tur,2001,4.37245
tur,2002,4.73711
tur,2003,4.17181
tur,2004,3.41501
tur,2005,3.38393
tur,2006,3.05034
tur,2007,2.62328
tur,2008,2.83782
tur,2009,4.73708
tur,2010,5.10073
tur,2011,5.60506
tur,2012,5.92548
tur,2013,5.61974
tur,2014,4.77311
tur,2015,3.54313
tur,2016,3.54179
tur,2017,2.07032
tuv,2014,0
tuv,2015,0.25608
tuv,2016,0.2849
tza,1970,0
tza,1971,0
tza,1972,0
tza,1973,0
tza,1974,0
tza,1975,0
tza,1976,40.72837
tza,1977,0
tza,1978,0
tza,1979,0
tza,1980,50.00331
tza,1981,31.58889
tza,1982,33.81407
tza,1983,33.50821
tza,1984,62.15906
tza,1985,27.39614
tza,1986,26.38985
tza,1987,25.87111
tza,1988,25.89992
tza,1989,26.01583
tza,1990,27.36186
tza,1991,28.90264
tza,1992,28.41691
tza,1993,29.94416
tza,1994,30.66256
tza,1995,30.14462
tza,1996,29.09122
tza,1997,28.49858
tza,1998,27.15144
tza,1999,27.0393
tza,2000,23.66492
tza,2001,23.0765
tza,2002,18.9013
tza,2003,15.58115
tza,2004,15.58396
tza,2005,14.3553
tza,2006,11.74847
tza,2008,12.24731
tza,2010,8.05873
tza,2012,4.83814
tza,2013,5.54056
tza,2016,0
uga,1979,28.15859
uga,1981,27.47525
uga,1982,33.96566
uga,1986,22.74196
uga,2009,23.80895
uga,2010,22.90192
uga,2011,16.68552
uga,2013,14.45065
ukr,2002,9.70538
ukr,2003,8.7761
ukr,2004,8.79965
ukr,2005,15.73933
ukr,2006,11.56842
ukr,2007,10.26636
ukr,2008,9.45565
ukr,2009,8.94405
ukr,2010,8.29785
ukr,2011,7.95981
ukr,2012,7.41435
ukr,2013,7.47582
ukr,2014,7.31047
ukr,2015,7.03438
ukr,2016,7.0958
ukr,2017,7.92695
ukr,2018,8.43441
ury,1984,18.14789
ury,1991,16.41636
ury,1992,14.7624
ury,1993,14.30964
ury,1994,15.10747
ury,1995,15.33516
ury,1996,15.87092
ury,1997,19.06309
ury,2005,12.67238
ury,2006,13.2799
ury,2007,15.31169
ury,2008,13.99909
ury,2009,13.53119
ury,2010,12.08734
ury,2011,10.87086
ury,2012,10.66572
ury,2013,9.55141
ury,2014,13.04803
ury,2015,9.28864
ury,2016,7.84793
ury,2017,7.55481
usa,1986,5.96295
usa,1987,6.02897
usa,1990,6.5396
usa,1991,6.28186
usa,1993,6.66108
usa,1994,6.40715
usa,1995,6.28326
usa,1996,6.808
usa,2005,7.10182
usa,2010,6.49249
usa,2011,6.3192
usa,2012,6.15881
usa,2013,6.19525
usa,2014,6.05834
usa,2015,5.88137
usa,2016,5.48341
usa,2017,6.47329
uzb,2007,1.17245
uzb,2008,1.26353
uzb,2009,1.11684
uzb,2010,0.94129
uzb,2011,1.05725
uzb,2012,1.00421
uzb,2013,0.95807
uzb,2014,1.27401
uzb,2015,1.0748
uzb,2016,0.9262
uzb,2017,0.46517
vct,1984,18.42038
vct,1986,24.69351
vct,1994,12.23211
vct,2000,11.64101
vct,2001,2.91578
vct,2002,8.43219
vct,2003,8.51108
vct,2004,7.55467
vct,2005,14.29175
vct,2007,6.68527
vct,2008,5.98385
vct,2009,5.71612
vct,2010,4.88418
vct,2011,3.98308
vct,2012,5.693
vct,2013,4.91641
vct,2014,3.91759
vct,2015,3.90636
vct,2016,3.27991
vct,2017,3.72044
vct,2018,3.09648
ven,1999,14.21547
ven,2000,12.97876
ven,2001,12.97772
ven,2002,12.5997
ven,2003,12.36242
ven,2004,12.08183
ven,2005,13.00057
ven,2006,11.95641
ven,2007,12.46498
ven,2008,12.02229
ven,2009,11.74362
ven,2010,11.13402
ven,2011,10.56088
ven,2012,9.40522
ven,2013,10.43398
ven,2014,8.6203
ven,2015,8.66306
ven,2016,8.73917
ven,2017,8.49589
vgb,1983,10.87169
vgb,1984,14.15441
vgb,1985,20.88725
vgb,1990,12.33333
vgb,1991,13.00485
vgb,1992,12.4031
vgb,1994,17.56549
vgb,1999,14.49893
vgb,2000,5.79399
vgb,2001,14.74588
vgb,2002,9.47735
vgb,2003,12.49137
vgb,2005,7.8
vgb,2006,8.01325
vgb,2007,9.17843
vgb,2009,8.46926
vgb,2010,7.47266
vgb,2011,7.90926
vgb,2012,8.19071
vgb,2013,9.23261
vgb,2014,7.72807
vgb,2015,7.9374
vgb,2016,5.77904
vgb,2017,5.9322
vnm,2014,2.28704
vnm,2015,2.29781
vnm,2016,2.0572
vnm,2017,1.76421
vnm,2018,1.52096
vut,1981,22.94518
vut,1989,24.91996
vut,1999,15.61648
vut,2000,15.62116
vut,2001,15.76236
vut,2002,15.77245
vut,2003,18.56124
vut,2004,18.54637
vut,2005,14.23043
vut,2015,27.39562
wsm,1994,6.67617
wsm,1998,5.72565
wsm,1999,6.05318
wsm,2000,7.15562
wsm,2001,7.80807
wsm,2007,8.52743
wsm,2009,8.45269
wsm,2010,10.42018
wsm,2011,10.30418
wsm,2012,10.72102
wsm,2014,9.26052
wsm,2015,8.74992
wsm,2016,8.922
wsm,2017,7.30866
wsm,2018,9.42399
yem,1999,21.93733
yem,2003,14.32066
yem,2004,14.34895
yem,2005,14.36693
yem,2008,15.05521
yem,2010,10.66574
yem,2012,10.38673
yem,2013,12.90682
yem,2016,10.25459
zaf,1970,33.12897
zaf,1991,17.12892
zaf,1994,20.20886
zaf,1995,20.39026
zaf,1998,13.75797
zaf,2015,7.22831
zaf,2017,7.10435
zmb,1970,0
zmb,1971,0
zmb,1972,13.46301
zmb,1973,0
zmb,1974,0
zmb,1975,0
zmb,1976,14.46118
zmb,1977,14.29927
zmb,1978,14.96346
zmb,1979,15.36829
zmb,1980,16.15248
zmb,1981,15.03567
zmb,1982,15.71733
zmb,1983,16.14258
zmb,1984,17.01622
zmb,1985,0
zmb,1986,17.17958
zmb,1987,0
zmb,1988,17.36757
zmb,1989,0
zmb,1990,0
zmb,1991,0
zmb,1992,0
zmb,1993,0
zmb,1994,16.32785
zmb,1995,16.36256
zmb,1996,0
zmb,1997,0
zmb,1998,16.15352
zmb,1999,16.15844
zmb,2000,16.50259
zmb,2001,16.90433
zmb,2002,17.28363
zmb,2004,19.59387
zmb,2005,20.89746
zmb,2006,20.77382
zmb,2007,20.33962
zmb,2009,19.37225
zmb,2010,19.52317
zmb,2011,17.85961
zmb,2012,16.35213
zmb,2013,14.35051
zmb,2017,14.83186
zwe,1970,0
zwe,1971,0
zwe,1972,0
zwe,1973,0
zwe,1974,0
zwe,1975,0
zwe,1976,0
zwe,1977,0
zwe,1978,0
zwe,1979,0
zwe,1980,0
zwe,1981,0
zwe,1982,11.37017
zwe,1983,0
zwe,1984,15.08212
zwe,1985,0
zwe,1986,12.68584
zwe,1998,20.32904
zwe,1999,16.84726
zwe,2000,16.03568
zwe,2001,16.02753
zwe,2002,14.57065
zwe,2003,14.20069
zwe,2012,14.23353
zwe,2013,14.99905
