geo,time,sp_pop_totl_ma_in
dza,1975,8355217
dza,1976,8597950
dza,1977,8850288
dza,1978,9113902
dza,1979,9390796
dza,1980,9682118
dza,1981,9987975
dza,1982,10307008
dza,1983,10636887
dza,1984,10974407
dza,1985,11316685
dza,1986,11662342
dza,1987,12010090
dza,1988,12357073
dza,1989,12700082
dza,1990,13036365
dza,1991,13364921
dza,1992,13684684
dza,1993,13992899
dza,1994,14286526
dza,1995,14563635
dza,1996,14823978
dza,1997,15068785
dza,1998,15299817
dza,1999,15519655
dza,2000,15731099
dza,2001,15935089
dza,2002,16134005
dza,2003,16333986
dza,2004,16542653
dza,2005,16766027
dza,2006,17006259
dza,2007,17263894
dza,2008,17541178
dza,2009,17840024
dza,2010,18161360
dza,2011,18505611
dza,2012,18871563
dza,2013,19256116
dza,2014,19654929
dza,2015,20063891
dza,2016,20481901
dza,2017,20906756
dza,2018,21331993
dza,2019,21749666
dza,2020,22153808
ecu,1960,2271445
ecu,1961,2337806
ecu,1962,2406449
ecu,1963,2477521
ecu,1964,2551181
ecu,1965,2627551
ecu,1966,2706649
ecu,1967,2788381
ecu,1968,2872560
ecu,1969,2958915
ecu,1970,3047230
ecu,1971,3137447
ecu,1972,3229522
ecu,1973,3323271
ecu,1974,3418441
ecu,1975,3514896
ecu,1976,3612512
ecu,1977,3711318
ecu,1978,3811460
ecu,1979,3913145
ecu,1980,4016544
ecu,1981,4121649
ecu,1982,4228408
ecu,1983,4336875
ecu,1984,4447119
ecu,1985,4559166
ecu,1986,4672989
ecu,1987,4788451
ecu,1988,4905489
ecu,1989,5023955
ecu,1990,5143705
ecu,1991,5264589
ecu,1992,5386422
ecu,1993,5508977
ecu,1994,5632025
ecu,1995,5755289
ecu,1996,5878808
ecu,1997,6002377
ecu,1998,6125220
ecu,1999,6246352
ecu,2000,6365159
ecu,2001,6481233
ecu,2002,6594948
ecu,2003,6707332
ecu,2004,6819880
ecu,2005,6933678
ecu,2006,7049392
ecu,2007,7166802
ecu,2008,7285150
ecu,2009,7403227
ecu,2010,7520353
ecu,2011,7635558
ecu,2012,7749518
ecu,2013,7865060
ecu,2014,7986081
ecu,2015,8114959
ecu,2016,8253234
ecu,2017,8399038
ecu,2018,8547198
ecu,2019,8690487
ecu,2020,8823827
egy,1960,13550850
egy,1961,13925376
egy,1962,14306430
egy,1963,14693713
egy,1964,15087126
egy,1965,15486306
egy,1966,15891961
egy,1967,16303206
egy,1968,16716331
egy,1969,17126508
egy,1970,17530808
egy,1971,17928044
egy,1972,18320821
egy,1973,18714781
egy,1974,19117779
egy,1975,19535952
egy,1976,19971532
egy,1977,20424520
egy,1978,20896136
egy,1979,21387075
egy,1980,21897956
egy,1981,22427856
egy,1982,22977292
egy,1983,23549681
egy,1984,24149412
egy,1985,24778363
egy,1986,25438969
egy,1987,26126814
egy,1988,26828519
egy,1989,27526073
egy,1990,28206576
egy,1991,28864813
egy,1992,29504233
egy,1993,30131407
egy,1994,30756962
egy,1995,31388895
egy,1996,32028821
egy,1997,32674778
egy,1998,33327170
egy,1999,33985719
egy,2000,34650424
egy,2001,35324564
egy,2002,36009890
egy,2003,36703210
egy,2004,37399737
egy,2005,38097625
egy,2006,38792844
egy,2007,39490813
egy,2008,40210318
egy,2009,40976505
egy,2010,41806220
egy,2011,42706357
egy,2012,43668307
egy,2013,44674003
egy,2014,45697164
egy,2015,46717678
egy,2016,47729770
egy,2017,48735775
egy,2018,49733474
egy,2019,50722599
egy,2020,51702862
eri,1960,500723
eri,1961,513699
eri,1962,527393
eri,1963,541688
eri,1964,556450
eri,1965,571587
eri,1966,587052
eri,1967,602893
eri,1968,619175
eri,1969,636021
eri,1970,653507
eri,1971,671663
eri,1972,690486
eri,1973,709967
eri,1974,730097
eri,1975,750850
eri,1976,772176
eri,1977,794069
eri,1978,816733
eri,1979,840410
eri,1980,865254
eri,1981,890894
eri,1982,917086
eri,1983,944026
eri,1984,972034
eri,1985,1001085
eri,1986,1031880
eri,1987,1063653
eri,1988,1093152
eri,1989,1116056
eri,1990,1129538
eri,1991,1132637
eri,1992,1127113
eri,1993,1116295
eri,1994,1104980
eri,1995,1096984
eri,1996,1092604
eri,1997,1091802
eri,1998,1097530
eri,1999,1113265
eri,2000,1141068
eri,2001,1182579
eri,2002,1236180
eri,2003,1296606
eri,2004,1356484
eri,2005,1410329
eri,2006,1456460
eri,2007,1495914
eri,2008,1529322
eri,2009,1558278
eri,2010,1584072
eri,2011,1606564
esp,1960,14792379
esp,1961,14940488
esp,1962,15087344
esp,1963,15227925
esp,1964,15386926
esp,1965,15561395
esp,1966,15727548
esp,1967,15927887
esp,1968,16143344
esp,1969,16309987
esp,1970,16500396
esp,1971,16710357
esp,1972,16907151
esp,1973,17107036
esp,1974,17306924
esp,1975,17506300
esp,1976,17702606
esp,1977,17895155
esp,1978,18076568
esp,1979,18243527
esp,1980,18395939
esp,1981,18530960
esp,1982,18644790
esp,1983,18736385
esp,1984,18813010
esp,1985,18878064
esp,1986,18929410
esp,1987,18971848
esp,1988,19004565
esp,1989,19026945
esp,1990,19039810
esp,1991,19083030
esp,1992,19172769
esp,1993,19270246
esp,1994,19362165
esp,1995,19450213
esp,1996,19536222
esp,1997,19625533
esp,1998,19716936
esp,1999,19810123
esp,2000,19915055
esp,2001,20072613
esp,2002,20378968
esp,2003,20772551
esp,2004,21155313
esp,2005,21535302
esp,2006,21920911
esp,2007,22347423
esp,2008,22718867
esp,2009,22923925
esp,2010,23021109
esp,2011,23080992
esp,2012,23062475
esp,2013,22948578
esp,2014,22845827
esp,2015,22804740
esp,2016,22814173
esp,2017,22869416
esp,2018,22979269
esp,2019,23156203
esp,2020,23277461
est,1960,534851
est,1961,542878
est,1962,552453
est,1963,562478
est,1964,572978
est,1965,583095
est,1966,591594
est,1967,598346
est,1968,605838
est,1969,613945
est,1970,622193
est,1971,631124
est,1972,639230
est,1973,646183
est,1974,652495
est,1975,658326
est,1976,663728
est,1977,669329
est,1978,674626
est,1979,679068
est,1980,683823
est,1981,689254
est,1982,694783
est,1983,700143
est,1984,705403
est,1985,710958
est,1986,717333
est,1987,724183
est,1988,729829
est,1989,733384
est,1990,733797
est,1991,729161
est,1992,714270
est,1993,694104
est,1994,677746
est,1995,664904
est,1996,655373
est,1997,649018
est,1998,644332
est,1999,647619
est,2000,651567
est,2001,647537
est,2002,642998
est,2003,638205
est,2004,633650
est,2005,629579
est,2006,625773
est,2007,623109
est,2008,621824
est,2009,621068
est,2010,620064
est,2011,618522
est,2012,616624
est,2013,614840
est,2014,613871
est,2015,615261
est,2016,616810
est,2017,619230
est,2018,623201
est,2019,627196
est,2020,629849
eth,1960,11010790
eth,1961,11270447
eth,1962,11545116
eth,1963,11833131
eth,1964,12131905
eth,1965,12439740
eth,1966,12752991
eth,1967,13072095
eth,1968,13403854
eth,1969,13757764
eth,1970,14138851
eth,1971,14555721
eth,1972,15002022
eth,1973,15450134
eth,1974,15862337
eth,1975,16214466
eth,1976,16494032
eth,1977,16717121
eth,1978,16923293
eth,1979,17168258
eth,1980,17492528
eth,1981,17910635
eth,1982,18412210
eth,1983,18982592
eth,1984,19596776
eth,1985,20236497
eth,1986,20897097
eth,1987,21585160
eth,1988,22306314
eth,1989,23069689
eth,1990,23880379
eth,1991,24740846
eth,1992,25644127
eth,1993,26574743
eth,1994,27511888
eth,1995,28440779
eth,1996,29355360
eth,1997,30260073
eth,1998,31163686
eth,1999,32080006
eth,2000,33019427
eth,2001,33985254
eth,2002,34975362
eth,2003,35988523
eth,2004,37021854
eth,2005,38074078
eth,2006,39143932
eth,2007,40234804
eth,2008,41355377
eth,2009,42517094
eth,2010,43727479
eth,2011,44989927
eth,2012,46300213
eth,2013,47648725
eth,2014,49021687
eth,2015,50408589
eth,2016,51805857
eth,2017,53214725
eth,2018,54635264
eth,2019,56069008
eth,2020,57516835
fin,1960,2133537
fin,1961,2150143
fin,1962,2166164
fin,1963,2182698
fin,1964,2195800
fin,1965,2203775
fin,1966,2212409
fin,1967,2224499
fin,1968,2234439
fin,1969,2233099
fin,1970,2224767
fin,1971,2227891
fin,1972,2241675
fin,1973,2254998
fin,1974,2267319
fin,1975,2277714
fin,1976,2284699
fin,1977,2291055
fin,1978,2297554
fin,1979,2303444
fin,1980,2310808
fin,1981,2321101
fin,1982,2334755
fin,1983,2349481
fin,1984,2362922
fin,1985,2373684
fin,1986,2382312
fin,1987,2390024
fin,1988,2398003
fin,1989,2407846
fin,1990,2419886
fin,1991,2434684
fin,1992,2450097
fin,1993,2463754
fin,1994,2476114
fin,1995,2487162
fin,1996,2496757
fin,1997,2505481
fin,1998,2513341
fin,1999,2520374
fin,2000,2526845
fin,2001,2533898
fin,2002,2541376
fin,2003,2548805
fin,2004,2557589
fin,2005,2567723
fin,2006,2578956
fin,2007,2591302
fin,2008,2604763
fin,2009,2618656
fin,2010,2632137
fin,2011,2645901
fin,2012,2660106
fin,2013,2673973
fin,2014,2686568
fin,2015,2696829
fin,2016,2705857
fin,2017,2713357
fin,2018,2718009
fin,2019,2722008
fin,2020,2726895
fji,1960,202667
fji,1961,209613
fji,1962,216605
fji,1963,223522
fji,1964,230239
fji,1965,236665
fji,1966,242755
fji,1967,248521
fji,1968,254037
fji,1969,259411
fji,1970,264742
fji,1971,270069
fji,1972,275391
fji,1973,280737
fji,1974,286124
fji,1975,291594
fji,1976,297061
fji,1977,302548
fji,1978,308282
fji,1979,314590
fji,1980,321644
fji,1981,329659
fji,1982,338412
fji,1983,347144
fji,1984,354774
fji,1985,360587
fji,1986,364225
fji,1987,366026
fji,1988,366833
fji,1989,367903
fji,1990,370088
fji,1991,373675
fji,1992,378368
fji,1993,383742
fji,1994,389155
fji,1995,394117
fji,1996,398601
fji,1997,402724
fji,1998,406393
fji,1999,409498
fji,2000,411976
fji,2001,413675
fji,2002,414677
fji,2003,415480
fji,2004,416770
fji,2005,419008
fji,2006,422455
fji,2007,426903
fji,2008,431690
fji,2009,435917
fji,2010,438943
fji,2011,440532
fji,2012,440958
fji,2013,440759
fji,2014,440707
fji,2015,441372
fji,2016,442913
fji,2017,445150
fji,2018,447925
fji,2019,450959
fji,2020,454018
fra,1960,22614676
fra,1961,22933441
fra,1962,23273577
fra,1963,23619685
fra,1964,23951111
fra,1965,24253164
fra,1966,24518391
fra,1967,24750714
fra,1968,24960823
fra,1969,25165149
fra,1970,25375133
fra,1971,25595343
fra,1972,25820462
fra,1973,26040151
fra,1974,26239522
fra,1975,26408635
fra,1976,26543833
fra,1977,26651009
fra,1978,26741565
fra,1979,26831673
fra,1980,26933262
fra,1981,27049763
fra,1982,27178333
fra,1983,27316770
fra,1984,27460705
fra,1985,27606561
fra,1986,27755061
fra,1987,27906848
fra,1988,28058074
fra,1989,28203729
fra,1990,28340433
fra,1991,28490242
fra,1992,28624094
fra,1993,28739726
fra,1994,28837848
fra,1995,28932796
fra,1996,29025849
fra,1997,29118970
fra,1998,29216328
fra,1999,29356008
fra,2000,29545788
fra,2001,29748359
fra,2002,29951444
fra,2003,30151232
fra,2004,30363619
fra,2005,30587080
fra,2006,30799427
fra,2007,30992900
fra,2008,31171632
fra,2009,31338371
fra,2010,31499005
fra,2011,31656533
fra,2012,31814442
fra,2013,31981566
fra,2014,32133948
fra,2015,32245927
fra,2016,32324929
fra,2017,32409436
fra,2018,32487909
fra,2019,32550240
fra,2020,32608588
fsm,1960,22926
fsm,1961,23663
fsm,1962,24405
fsm,1963,25171
fsm,1964,26007
fsm,1965,26911
fsm,1966,27924
fsm,1967,29016
fsm,1968,30085
fsm,1969,30999
fsm,1970,31666
fsm,1971,32037
fsm,1972,32172
fsm,1973,32198
fsm,1974,32306
fsm,1975,32628
fsm,1976,33205
fsm,1977,34000
fsm,1978,34991
fsm,1979,36097
fsm,1980,37278
fsm,1981,38530
fsm,1982,39865
fsm,1983,41228
fsm,1984,42569
fsm,1985,43837
fsm,1986,44996
fsm,1987,46053
fsm,1988,47059
fsm,1989,48111
fsm,1990,49253
fsm,1991,50527
fsm,1992,51876
fsm,1993,53174
fsm,1994,54255
fsm,1995,54971
fsm,1996,55275
fsm,1997,55236
fsm,1998,54957
fsm,1999,54623
fsm,2000,54369
fsm,2001,54246
fsm,2002,54214
fsm,2003,54217
fsm,2004,54146
fsm,2005,53939
fsm,2006,53566
fsm,2007,53075
fsm,2008,52597
fsm,2009,52277
fsm,2010,52241
fsm,2011,52511
fsm,2012,53060
fsm,2013,53800
fsm,2014,54589
fsm,2015,55343
fsm,2016,56026
fsm,2017,56668
fsm,2018,57272
fsm,2019,57867
fsm,2020,58480
gab,1960,244822
gab,1961,247077
gab,1962,249573
gab,1963,252360
gab,1964,255513
gab,1965,259081
gab,1966,263106
gab,1967,267568
gab,1968,272395
gab,1969,277451
gab,1970,282687
gab,1971,288061
gab,1972,293634
gab,1973,299452
gab,1974,305633
gab,1975,312261
gab,1976,319355
gab,1977,326912
gab,1978,334910
gab,1979,343353
gab,1980,352245
gab,1981,361558
gab,1982,371315
gab,1983,381529
gab,1984,392213
gab,1985,403377
gab,1986,415027
gab,1987,427143
gab,1988,439656
gab,1989,452482
gab,1990,465567
gab,1991,478889
gab,1992,492453
gab,1993,506261
gab,1994,520313
gab,1995,534618
gab,1996,549247
gab,1997,564231
gab,1998,579481
gab,1999,594851
gab,2000,610303
gab,2001,625813
gab,2002,641570
gab,2003,658047
gab,2004,675829
gab,2005,695394
gab,2006,716732
gab,2007,739772
gab,2008,764788
gab,2009,792070
gab,2010,821716
gab,2011,853930
gab,2012,888349
gab,2013,923796
gab,2014,958672
gab,2015,991831
gab,2016,1022809
gab,2017,1051835
gab,2018,1079376
gab,2019,1106192
gab,2020,1132854
gbr,1960,25305010
gbr,1961,25522300
gbr,1962,25765002
gbr,1963,25982724
gbr,1964,26172821
gbr,1965,26356866
gbr,1966,26511548
gbr,1967,26658151
gbr,1968,26788843
gbr,1969,26902108
gbr,1970,27014939
gbr,1971,27138062
gbr,1972,27243879
gbr,1973,27311806
gbr,1974,27342887
gbr,1975,27351192
gbr,1976,27350823
gbr,1977,27344961
gbr,1978,27346810
gbr,1979,27369888
gbr,1980,27400008
gbr,1981,27405829
gbr,1982,27391153
gbr,1983,27395178
gbr,1984,27433617
gbr,1985,27491965
gbr,1986,27553165
gbr,1987,27610677
gbr,1988,27671897
gbr,1989,27744131
gbr,1990,27827129
gbr,1991,27913058
gbr,1992,27988630
gbr,1993,28056609
gbr,1994,28130505
gbr,1995,28209587
gbr,1996,28288204
gbr,1997,28369965
gbr,1998,28464389
gbr,1999,28574782
gbr,2000,28696560
gbr,2001,28831359
gbr,2002,28981791
gbr,2003,29147334
gbr,2004,29343426
gbr,2005,29572935
gbr,2006,29815056
gbr,2007,30069069
gbr,2008,30325613
gbr,2009,30574485
gbr,2010,30834622
gbr,2011,31097291
gbr,2012,31335746
gbr,2013,31567929
gbr,2014,31822154
gbr,2015,32094826
gbr,2016,32356947
gbr,2017,32594185
gbr,2018,32807966
gbr,2019,33008768
gbr,2020,33211017
geo,1960,1698429
geo,1961,1727388
geo,1962,1755799
geo,1963,1783868
geo,1964,1811267
geo,1965,1837387
geo,1966,1860705
geo,1967,1881242
geo,1968,1900393
geo,1969,1919830
geo,1970,1939426
geo,1971,1960055
geo,1972,1979775
geo,1973,1996674
geo,1974,2013248
geo,1975,2027250
geo,1976,2040937
geo,1977,2053899
geo,1978,2065157
geo,1979,2080186
geo,1980,2098317
geo,1981,2116916
geo,1982,2136936
geo,1983,2158407
geo,1984,2179972
geo,1985,2202475
geo,1986,2225755
geo,1987,2248065
geo,1988,2273963
geo,1989,2282447
geo,1990,2282896
geo,1991,2298372
geo,1992,2314074
geo,1993,2328923
geo,1994,2290655
geo,1995,2204655
geo,1996,2125971
geo,1997,2059936
geo,1998,2011520
geo,1999,1972775
geo,2000,1936826
geo,2001,1908793
geo,2002,1893355
geo,2003,1881949
geo,2004,1871328
geo,2005,1860110
geo,2006,1849734
geo,2007,1839847
geo,2008,1833806
geo,2009,1817287
geo,2010,1804167
geo,2011,1790352
geo,2012,1778218
geo,2013,1774019
geo,2014,1775779
geo,2015,1779006
geo,2016,1779921
geo,2017,1779524
geo,2018,1777890
geo,2019,1773854
geo,2020,1774234
gha,1960,3370847
gha,1961,3480655
gha,1962,3595938
gha,1963,3713274
gha,1964,3828058
gha,1965,3937226
gha,1966,4038662
gha,1967,4133751
gha,1968,4227145
gha,1969,4325530
gha,1970,4433411
gha,1971,4553677
gha,1972,4684200
gha,1973,4818453
gha,1974,4947160
gha,1975,5064256
gha,1976,5166930
gha,1977,5259029
gha,1978,5349257
gha,1979,5449886
gha,1980,5569718
gha,1981,5711863
gha,1982,5873597
gha,1983,6050768
gha,1984,6236747
gha,1985,6426597
gha,1986,6619067
gha,1987,6815532
gha,1988,7016695
gha,1989,7223994
gha,1990,7438252
gha,1991,7659746
gha,1992,7887292
gha,1993,8118529
gha,1994,8350367
gha,1995,8580702
gha,1996,8808767
gha,1997,9035562
gha,1998,9263036
gha,1999,9493999
gha,2000,9730710
gha,2001,9973341
gha,2002,10221782
gha,2003,10477723
gha,2004,10743126
gha,2005,11019196
gha,2006,11306877
gha,2007,11605325
gha,2008,11911719
gha,2009,12222052
gha,2010,12533386
gha,2011,12844636
gha,2012,13156379
gha,2013,13469420
gha,2014,13785234
gha,2015,14104836
gha,2016,14428231
gha,2017,14754799
gha,2018,15084235
gha,2019,15416086
gha,2020,15749999
gin,1960,1728694
gin,1961,1756270
gin,1962,1784593
gin,1963,1813915
gin,1964,1844594
gin,1965,1876812
gin,1966,1910738
gin,1967,1946047
gin,1968,1981723
gin,1969,2016390
gin,1970,2049098
gin,1971,2079756
gin,1972,2108775
gin,1973,2136310
gin,1974,2162714
gin,1975,2188454
gin,1976,2213660
gin,1977,2238918
gin,1978,2265772
gin,1979,2296201
gin,1980,2331763
gin,1981,2372655
gin,1982,2418987
gin,1983,2471967
gin,1984,2532921
gin,1985,2602549
gin,1986,2681597
gin,1987,2769164
gin,1988,2862191
gin,1989,2956485
gin,1990,3048946
gin,1991,3138234
gin,1992,3224910
gin,1993,3310147
gin,1994,3395926
gin,1995,3483627
gin,1996,3573783
gin,1997,3665584
gin,1998,3757496
gin,1999,3847346
gin,2000,3933799
gin,2001,4016248
gin,2002,4095803
gin,2003,4174801
gin,2004,4256518
gin,2005,4343417
gin,2006,4436812
gin,2007,4536383
gin,2008,4641006
gin,2009,4748735
gin,2010,4858465
gin,2011,4969530
gin,2012,5083247
gin,2013,5202759
gin,2014,5332362
gin,2015,5474968
gin,2016,5631807
gin,2017,5801506
gin,2018,5981068
gin,2019,6166075
gin,2020,6353234
gmb,1960,181668
gmb,1961,185870
gmb,1962,190086
gmb,1963,194414
gmb,1964,199000
gmb,1965,203961
gmb,1966,209344
gmb,1967,215107
gmb,1968,221238
gmb,1969,227658
gmb,1970,234328
gmb,1971,241241
gmb,1972,248443
gmb,1973,255990
gmb,1974,263971
gmb,1975,272459
gmb,1976,281542
gmb,1977,291216
gmb,1978,301335
gmb,1979,311682
gmb,1980,322130
gmb,1981,332506
gmb,1982,342975
gmb,1983,354124
gmb,1984,366760
gmb,1985,381408
gmb,1986,398332
gmb,1987,417219
gmb,1988,437284
gmb,1989,457424
gmb,1990,476820
gmb,1991,495236
gmb,1992,512902
gmb,1993,530045
gmb,1994,547104
gmb,1995,564394
gmb,1996,581929
gmb,1997,599665
gmb,1998,617814
gmb,1999,636611
gmb,2000,656267
gmb,2001,676893
gmb,2002,698482
gmb,2003,720852
gmb,2004,743719
gmb,2005,766917
gmb,2006,790378
gmb,2007,814219
gmb,2008,838605
gmb,2009,863777
gmb,2010,889920
gmb,2011,917082
gmb,2012,945203
gmb,2013,974246
gmb,2014,1004095
gmb,2015,1034700
gmb,2016,1066028
gmb,2017,1098096
gmb,2018,1130877
gmb,2019,1164364
gmb,2020,1198540
gnb,1960,303533
gnb,1961,306675
gnb,1962,309577
gnb,1963,312477
gnb,1964,315721
gnb,1965,319524
gnb,1966,323921
gnb,1967,328801
gnb,1968,334159
gnb,1969,339959
gnb,1970,346108
gnb,1971,352811
gnb,1972,359964
gnb,1973,366798
gnb,1974,372275
gnb,1975,375764
gnb,1976,376817
gnb,1977,375919
gnb,1978,374394
gnb,1979,374130
gnb,1980,376449
gnb,1981,381842
gnb,1982,389873
gnb,1983,399792
gnb,1984,410399
gnb,1985,420834
gnb,1986,430886
gnb,1987,440791
gnb,1988,450677
gnb,1989,460771
gnb,1990,471254
gnb,1991,482137
gnb,1992,493300
gnb,1993,504567
gnb,1994,515743
gnb,1995,526686
gnb,1996,537365
gnb,1997,547875
gnb,1998,558435
gnb,1999,569349
gnb,2000,580846
gnb,2001,593008
gnb,2002,605833
gnb,2003,619392
gnb,2004,633751
gnb,2005,648960
gnb,2006,665041
gnb,2007,682008
gnb,2008,699852
gnb,2009,718542
gnb,2010,738048
gnb,2011,758360
gnb,2012,779433
gnb,2013,801147
gnb,2014,823339
gnb,2015,845894
gnb,2016,868732
gnb,2017,891865
gnb,2018,915245
gnb,2019,938863
gnb,2020,962695
gnq,1960,125291
gnq,1961,127051
gnq,1962,128843
gnq,1963,130837
gnq,1964,133276
gnq,1965,136285
gnq,1966,140086
gnq,1967,144451
gnq,1968,148489
gnq,1969,150971
gnq,1970,151098
gnq,1971,148599
gnq,1972,143933
gnq,1973,137974
gnq,1974,131977
gnq,1975,126963
gnq,1976,123024
gnq,1977,120108
gnq,1978,118859
gnq,1979,119985
gnq,1980,123923
gnq,1981,131099
gnq,1982,141192
gnq,1983,152919
gnq,1984,164503
gnq,1985,174663
gnq,1986,182951
gnq,1987,189742
gnq,1988,195617
gnq,1989,201467
gnq,1990,208020
gnq,1991,215371
gnq,1992,223362
gnq,1993,232033
gnq,1994,241416
gnq,1995,251515
gnq,1996,262436
gnq,1997,274266
gnq,1998,286938
gnq,1999,300338
gnq,2000,314423
gnq,2001,329131
gnq,2002,344570
gnq,2003,360967
gnq,2004,378637
gnq,2005,397797
gnq,2006,418512
gnq,2007,440659
gnq,2008,464034
gnq,2009,488358
gnq,2010,513401
gnq,2011,539066
gnq,2012,565317
gnq,2013,591998
gnq,2014,618927
gnq,2015,645986
gnq,2016,673070
gnq,2017,700114
gnq,2018,727054
gnq,2019,753823
gnq,2020,780380
grc,1960,4083979
grc,1961,4117950
grc,1962,4142619
grc,1963,4157320
grc,1964,4171934
grc,1965,4191890
grc,1966,4224431
grc,1967,4261360
grc,1968,4292126
grc,1969,4310862
grc,1970,4323442
grc,1971,4344563
grc,1972,4374972
grc,1973,4396929
grc,1974,4415452
grc,1975,4459871
grc,1976,4532984
grc,1977,4596009
grc,1978,4659780
grc,1979,4721853
grc,1980,4771690
grc,1981,4817509
grc,1982,4849813
grc,1983,4880182
grc,1984,4906062
grc,1985,4926036
grc,1986,4942509
grc,1987,4958572
grc,1988,4975954
grc,1989,5001742
grc,1990,5055537
grc,1991,5118166
grc,1992,5159759
grc,1993,5192959
grc,1994,5221696
grc,1995,5248356
grc,1996,5273208
grc,1997,5300456
grc,1998,5330399
grc,1999,5350484
grc,2000,5371003
grc,2001,5396607
grc,2002,5413095
grc,2003,5421670
grc,2004,5429597
grc,2005,5438858
grc,2006,5447147
grc,2007,5451792
grc,2008,5456773
grc,2009,5462689
grc,2010,5463359
grc,2011,5451489
grc,2012,5420637
grc,2013,5381647
grc,2014,5346628
grc,2015,5311962
grc,2016,5289903
grc,2017,5279194
grc,2018,5268106
grc,2019,5262306
grc,2020,5252028
grd,1960,41712
grd,1961,42455
grd,1962,43106
grd,1963,43646
grd,1964,44090
grd,1965,44425
grd,1966,44642
grd,1967,44750
grd,1968,44770
grd,1969,44732
grd,1970,44684
grd,1971,44633
grd,1972,44599
grd,1973,44529
grd,1974,44391
grd,1975,44148
grd,1976,43750
grd,1977,43253
grd,1978,42827
grd,1979,42690
grd,1980,42995
grd,1981,43845
grd,1982,45143
grd,1983,46617
grd,1984,47888
grd,1985,48696
grd,1986,48916
grd,1987,48664
grd,1988,48158
grd,1989,47698
grd,1990,47508
grd,1991,47663
grd,1992,48085
grd,1993,48676
grd,1994,49274
grd,1995,49773
grd,1996,50152
grd,1997,50438
grd,1998,50679
grd,1999,50896
grd,2000,51143
grd,2001,51412
grd,2002,51688
grd,2003,51966
grd,2004,52239
grd,2005,52493
grd,2006,52732
grd,2007,52947
grd,2008,53169
grd,2009,53405
grd,2010,53667
grd,2011,53965
grd,2012,54288
grd,2013,54624
grd,2014,54961
grd,2015,55289
grd,2016,55598
grd,2017,55891
grd,2018,56162
grd,2019,56426
grd,2020,56666
gtm,1960,2090469
gtm,1961,2152935
gtm,1962,2217187
gtm,1963,2282980
gtm,1964,2349996
gtm,1965,2417911
gtm,1966,2486595
gtm,1967,2555628
gtm,1968,2624554
gtm,1969,2692982
gtm,1970,2760746
gtm,1971,2827935
gtm,1972,2894809
gtm,1973,2961626
gtm,1974,3028600
gtm,1975,3095596
gtm,1976,3163054
gtm,1977,3231948
gtm,1978,3303766
gtm,1979,3380118
gtm,1980,3461960
gtm,1981,3549325
gtm,1982,3641903
gtm,1983,3738529
gtm,1984,3838506
gtm,1985,3941499
gtm,1986,4047411
gtm,1987,4156217
gtm,1988,4267710
gtm,1989,4381534
gtm,1990,4496993
gtm,1991,4613187
gtm,1992,4729181
gtm,1993,4844456
gtm,1994,4959595
gtm,1995,5075718
gtm,1996,5192086
gtm,1997,5309020
gtm,1998,5429456
gtm,1999,5554150
gtm,2000,5686814
gtm,2001,5822337
gtm,2002,5956251
gtm,2003,6087253
gtm,2004,6218537
gtm,2005,6350065
gtm,2006,6481540
gtm,2007,6612866
gtm,2008,6743851
gtm,2009,6874322
gtm,2010,7004138
gtm,2011,7135035
gtm,2012,7265171
gtm,2013,7396093
gtm,2014,7527272
gtm,2015,7658027
gtm,2016,7788565
gtm,2017,7918969
gtm,2018,8049345
gtm,2019,8178496
gtm,2020,8306203
gum,1960,39043
gum,1961,39481
gum,1962,40154
gum,1963,40985
gum,1964,41874
gum,1965,42753
gum,1966,43593
gum,1967,44407
gum,1968,45198
gum,1969,45979
gum,1970,46740
gum,1971,47496
gum,1972,48229
gum,1973,48951
gum,1974,49661
gum,1975,50357
gum,1976,51035
gum,1977,51717
gum,1978,52441
gum,1979,53282
gum,1980,54296
gum,1981,55487
gum,1982,56836
gum,1983,58330
gum,1984,59897
gum,1985,61508
gum,1986,63144
gum,1987,64806
gum,1988,66460
gum,1989,68070
gum,1990,69607
gum,1991,71060
gum,1992,72412
gum,1993,73669
gum,1994,74813
gum,1995,75854
gum,1996,76788
gum,1997,77604
gum,1998,78317
gum,1999,78921
gum,2000,79427
gum,2001,79845
gum,2002,80173
gum,2003,80431
gum,2004,80609
gum,2005,80748
gum,2006,80839
gum,2007,80896
gum,2008,80942
gum,2009,80978
gum,2010,81023
gum,2011,81093
gum,2012,81175
gum,2013,81328
gum,2014,81556
gum,2015,81917
gum,2016,82410
gum,2017,83029
gum,2018,83723
gum,2019,84437
gum,2020,85140
guy,1960,286454
guy,1961,295599
guy,1962,304561
guy,1963,313134
guy,1964,321072
guy,1965,328241
guy,1966,334516
guy,1967,339973
guy,1968,344818
guy,1969,349358
guy,1970,353829
guy,1971,358229
guy,1972,362515
guy,1973,366730
guy,1974,370951
guy,1975,375163
guy,1976,379452
guy,1977,383718
guy,1978,387640
guy,1979,390745
guy,1980,392712
guy,1981,393526
guy,1982,393291
guy,1983,392037
guy,1984,389808
guy,1985,386729
guy,1986,382665
guy,1987,377804
guy,1988,372897
guy,1989,368980
guy,1990,366732
guy,1991,366542
guy,1992,368124
guy,1993,370720
guy,1994,373206
guy,1995,374783
guy,1996,375187
guy,1997,374679
guy,1998,373633
guy,1999,372626
guy,2000,372094
guy,2001,372138
guy,2002,372626
