geo,time,sl_emp_totl_sp_ma_ne_zs
hun,1996,51.57
hun,1997,51.58
hun,1998,51.76
hun,1999,53.82
hun,2000,54.29
hun,2001,54.08
hun,2002,54.06
hun,2003,54.61
hun,2004,54.44
hun,2005,54.23
hun,2006,54.76
hun,2007,54.55
hun,2008,53.67
hun,2009,51.93
hun,2010,51.13
hun,2011,51.87
hun,2012,52.53
hun,2013,54.03
hun,2014,57.18
hun,2015,58.94
hun,2016,61.04
hun,2017,62.69
hun,2018,63.47
hun,2019,64.21
hun,2020,63.58
idn,1976,92.92
idn,1977,87.62
idn,1978,88.2
idn,1982,84.14
idn,1986,83.64
idn,1988,82.93
idn,1989,81.63
idn,1990,80.76
idn,1991,80.93
idn,1992,80.65
idn,1993,80.27
idn,1994,80.32
idn,1996,80.01
idn,1997,79.96
idn,1998,79
idn,1999,78.53
idn,2000,79.38
idn,2001,80.11
idn,2002,79.18
idn,2003,78.91
idn,2004,79.05
idn,2005,77.05
idn,2006,77.05
idn,2007,76.94
idn,2008,77.04
idn,2009,77.26
idn,2010,78.11
idn,2011,78.87
idn,2012,79.88
idn,2013,79.26
idn,2014,79.26
idn,2015,78.7
idn,2016,78.01
idn,2017,78.27
idn,2018,78.5
idn,2019,79.46
idn,2020,77.9
ind,1994,82.24
ind,2000,80.45
ind,2005,80.85
ind,2010,78.17
ind,2012,77.17
ind,2018,70.65
ind,2019,70.39
ind,2020,72.17
irl,1983,64.89
irl,1984,62.77
irl,1985,60.78
irl,1986,60.49
irl,1987,59.75
irl,1988,59.96
irl,1989,59.84
irl,1990,61.03
irl,1991,59.79
irl,1992,58.5
irl,1993,57.89
irl,1994,58.88
irl,1995,60.23
irl,1996,60.53
irl,1997,61.52
irl,1998,63.9
irl,1999,66.21
irl,2000,68.09
irl,2001,68.45
irl,2002,67.52
irl,2003,67.17
irl,2004,67.47
irl,2005,69.01
irl,2006,70.09
irl,2007,72.56
irl,2008,69.51
irl,2009,61.37
irl,2010,58.2
irl,2011,56.96
irl,2012,56.61
irl,2013,58.68
irl,2014,60.12
irl,2015,61.67
irl,2016,62.8
irl,2017,63.71
irl,2018,64.56
irl,2019,65.11
irl,2020,63.6
irn,1986,59.5
irn,1991,59.3
irn,1996,69.65
irn,2005,64.48
irn,2006,63.5
irn,2007,63.33
irn,2008,61.49
irn,2009,61.21
irn,2010,59.63
irn,2011,58.99
irn,2012,59.43
irn,2013,61.97
irn,2014,61.72
irn,2015,62.15
irn,2016,61.81
irn,2017,62.73
irn,2018,63.24
irn,2019,63.98
irn,2020,62.29
irq,2007,65.89
irq,2012,66.3
irq,2014,66.49
irq,2016,65.97
irq,2017,64.98
isl,1991,83.36
isl,1992,82.47
isl,1993,79.85
isl,1994,79.45
isl,1995,82.3
isl,1996,83.26
isl,1997,82.54
isl,1998,84.51
isl,1999,85.68
isl,2000,86.69
isl,2001,87.07
isl,2002,84.36
isl,2003,83.84
isl,2004,82.43
isl,2005,83.3
isl,2006,84.62
isl,2007,85.28
isl,2008,83.67
isl,2009,76.89
isl,2010,76.96
isl,2011,76.7
isl,2012,77.41
isl,2013,78.94
isl,2014,81.33
isl,2015,82.9
isl,2016,85.19
isl,2017,84.29
isl,2018,83.09
isl,2019,81.59
isl,2020,78.05
isr,1983,60.95
isr,1984,59.95
isr,1985,57.68
isr,1986,59.03
isr,1987,59.1
isr,1988,59.58
isr,1989,58.05
isr,1990,64.1
isr,1991,64.05
isr,1992,63.35
isr,1993,65.33
isr,1994,67.3
isr,1995,67.72
isr,1996,66.56
isr,1997,65.06
isr,1998,63.16
isr,1999,62.46
isr,2000,62.43
isr,2001,61.78
isr,2002,60
isr,2003,59.6
isr,2004,60.64
isr,2005,61.57
isr,2006,62.39
isr,2007,63.72
isr,2008,64.66
isr,2009,62.54
isr,2010,63.42
isr,2011,64.27
isr,2012,64.63
isr,2013,65.11
isr,2014,65.38
isr,2015,65.75
isr,2016,65.88
isr,2017,66.11
isr,2018,65.49
isr,2019,65.11
isr,2020,62.56
ita,1983,65.09
ita,1984,64.32
ita,1985,64.2
ita,1986,63.31
ita,1987,62.34
ita,1988,61.93
ita,1989,61.04
ita,1990,61.54
ita,1991,62.2
ita,1992,60.35
ita,1993,59.32
ita,1994,57.66
ita,1995,56.62
ita,1996,56.35
ita,1997,56.17
ita,1998,56.16
ita,1999,56.34
ita,2000,56.53
ita,2001,56.85
ita,2002,57.42
ita,2003,57.87
ita,2004,58.01
ita,2005,57.31
ita,2006,57.54
ita,2007,57.49
ita,2008,57.07
ita,2009,55.57
ita,2010,54.65
ita,2011,54.3
ita,2012,53.43
ita,2013,51.92
ita,2014,51.74
ita,2015,52.22
ita,2016,52.8
ita,2017,53.23
ita,2018,53.6
ita,2019,53.78
ita,2020,52.95
jam,1995,68.51
jam,1996,67.95
jam,1997,67.7
jam,1999,65.87
jam,2001,65.73
jam,2007,69.5
jam,2008,70.6
jam,2009,67.71
jam,2010,65.74
jam,2011,65.51
jam,2012,64.6
jam,2013,64.13
jam,2014,64.78
jam,2015,63.3
jam,2016,66.06
jam,2017,66.98
jam,2018,67.28
jam,2019,68.7
jam,2020,65.32
jam,2021,65.01
jor,1999,59.5
jor,2000,58
jor,2001,56.6
jor,2002,55.2
jor,2003,54.7
jor,2004,56.2
jor,2005,56.2
jor,2006,55.6
jor,2007,57.8
jor,2008,57.5
jor,2009,58.1
jor,2010,56.9
jor,2011,55.9
jor,2012,54.9
jor,2013,54
jor,2014,53.7
jor,2017,52.77
jor,2018,50.82
jor,2019,51.73
jor,2020,50.54
jpn,1960,83.43
jpn,1961,83.74
jpn,1962,83.29
jpn,1963,82.13
jpn,1964,81.26
jpn,1965,80.82
jpn,1966,80.65
jpn,1967,80.68
jpn,1968,81.12
jpn,1969,80.93
jpn,1970,80.81
jpn,1971,81.16
jpn,1972,80.88
jpn,1973,81.04
jpn,1974,80.7
jpn,1975,79.78
jpn,1976,79.43
jpn,1977,78.92
jpn,1978,78.44
jpn,1979,78.43
jpn,1980,78.18
jpn,1981,77.99
jpn,1982,77.61
jpn,1983,77.33
jpn,1984,76.69
jpn,1985,76.12
jpn,1986,75.63
jpn,1987,75.14
jpn,1988,75.2
jpn,1989,75.28
jpn,1990,75.61
jpn,1991,76.05
jpn,1992,76.31
jpn,1993,76.13
jpn,1994,75.6
jpn,1995,75.23
jpn,1996,75.12
jpn,1997,75.14
jpn,1998,74.06
jpn,1999,73.22
jpn,2000,72.71
jpn,2001,71.76
jpn,2002,70.61
jpn,2003,70.07
jpn,2004,69.81
jpn,2005,69.95
jpn,2006,70.02
jpn,2007,70.26
jpn,2008,69.73
jpn,2009,68.25
jpn,2010,67.67
jpn,2011,67.73
jpn,2012,67.51
jpn,2013,67.45
jpn,2014,67.78
jpn,2015,67.75
jpn,2016,68.07
jpn,2017,68.41
jpn,2018,69.32
jpn,2019,69.66
jpn,2020,69.28
jpn,2021,69.15
kaz,2002,70.23
kaz,2003,70.18
kaz,2004,70.27
kaz,2008,72.05
kaz,2020,72.1
ken,1999,69.46
ken,2005,61.2
ken,2006,63.33
ken,2016,75.5
ken,2019,69.51
kgz,2002,65.7
kgz,2010,70.88
kgz,2011,71.65
kgz,2012,71.34
kgz,2013,70.74
kgz,2014,69.7
kgz,2015,70.56
kgz,2016,70.74
kgz,2017,70.79
kgz,2018,71.07
kgz,2019,71.91
kgz,2020,70.28
khm,1998,77.44
khm,2000,79.06
khm,2001,83.92
khm,2004,80.42
khm,2007,87.42
khm,2008,86.09
khm,2009,86.64
khm,2010,87.93
khm,2011,88.79
khm,2012,73.71
khm,2013,86.33
khm,2014,86.1
khm,2015,86.07
khm,2016,87.55
khm,2017,86.75
khm,2019,76.21
kir,2000,24.21
kir,2005,28.82
kir,2010,48.32
kir,2015,46.94
kir,2019,39.45
kna,1980,69.84
kna,1991,72.74
kna,2001,68.77
kor,1977,43.94
kor,1978,44.56
kor,1979,44.21
kor,1980,71.69
kor,1981,71.47
kor,1982,70.88
kor,1983,69.8
kor,1984,68.69
kor,1985,68.73
kor,1986,68.58
kor,1987,69.71
kor,1988,70.65
kor,1989,71.2
kor,1990,71.86
kor,1991,73.01
kor,1992,73.57
kor,1993,73.2
kor,1994,74.17
kor,1995,74.64
kor,1996,74.4
kor,1997,73.92
kor,1998,69.18
kor,1999,69.08
kor,2000,71.08
kor,2001,71.37
kor,2002,72.62
kor,2003,72.32
kor,2004,72.57
kor,2005,72.13
kor,2006,71.88
kor,2007,71.93
kor,2008,71.33
kor,2009,70.44
kor,2010,70.49
kor,2011,70.93
kor,2012,71.25
kor,2013,71.31
kor,2014,71.94
kor,2015,71.64
kor,2016,71.37
kor,2017,71.37
kor,2018,70.92
kor,2019,70.77
kor,2020,69.92
kos,2002,39.4
kos,2003,42.8
kos,2004,46.4
kos,2005,45.8
kos,2006,46.1
kos,2007,40.1
kos,2008,37.7
kos,2009,35.5
kos,2012,36.44
kos,2013,40
kos,2014,37.12
kos,2015,34.71
kos,2016,38.27
kos,2017,40.99
kos,2018,37.97
kos,2019,40.06
kos,2020,36.8
kwt,1983,77.73
kwt,1988,79.07
kwt,1997,68.49
kwt,2003,75.66
kwt,2005,82.83
kwt,2006,88.6
kwt,2007,87.4
kwt,2009,86.5
kwt,2010,86
kwt,2015,86.22
kwt,2016,87.02
lao,1995,67.7
lao,2003,92.62
lao,2005,65.9
lao,2010,79.22
lao,2017,40.35
lbn,1997,67.6
lbn,2004,63.82
lbn,2007,61.18
lbn,2019,63.39
lbr,2007,70.69
lbr,2010,59.38
lbr,2014,79.49
lbr,2016,79.19
lbr,2017,28.65
lby,2012,51.3
lca,1993,69.2
lca,2000,49.6
lca,2003,62.27
lca,2004,60.9
lca,2005,64.8
lca,2006,60.9
lca,2007,65.9
lca,2008,58.46
lca,2009,60.1
lca,2011,59.91
lca,2012,61.14
lca,2013,59.88
lca,2017,63.14
lca,2018,63.16
lca,2019,63.83
lie,2000,75.1
lie,2001,74.42
lie,2002,73
lie,2003,71.63
lie,2004,70.07
lie,2005,69.58
lie,2006,70.26
lie,2007,70.67
lie,2008,70.25
lie,2009,68.88
lie,2010,68.55
lie,2011,69.3
lie,2012,68.84
lie,2013,67.89
lie,2014,67.25
lie,2015,66.54
lie,2016,66.4
lie,2017,66.2
lka,1981,45.97
lka,1985,72.7
lka,1994,69.59
lka,1995,68.04
lka,1996,69.28
lka,1997,69.59
lka,1998,71.88
lka,1999,71.67
lka,2001,62.1
lka,2002,63.4
lka,2005,63.4
lka,2009,68.54
lka,2010,72.42
lka,2011,72.02
lka,2012,72.85
lka,2013,72.53
lka,2014,72.24
lka,2015,72.44
lka,2016,72.9
lka,2017,72.4
lka,2018,70.78
lka,2019,70.55
lso,1986,59.8
lso,1997,40.2
lso,1999,72.51
lso,2008,34.32
lso,2013,57.42
lso,2019,42.61
ltu,1998,59.26
ltu,1999,58.38
ltu,2000,54.41
ltu,2001,52.8
ltu,2002,56.78
ltu,2003,58.06
ltu,2004,57.33
ltu,2005,57.77
ltu,2006,57.66
ltu,2007,59.38
ltu,2008,58.45
ltu,2009,51.39
ltu,2010,48.86
ltu,2011,51.78
ltu,2012,53.62
ltu,2013,55.75
ltu,2014,57.13
ltu,2015,58.33
ltu,2016,60.02
ltu,2017,60.75
ltu,2018,62.95
ltu,2019,63.08
ltu,2020,62.44
lux,1983,68.42
lux,1984,68.68
lux,1985,68
lux,1986,68.58
lux,1987,69.03
lux,1988,67.95
lux,1989,67.91
lux,1990,66.94
lux,1991,68.03
lux,1992,67.6
lux,1993,67.34
lux,1994,65.65
lux,1995,64.99
lux,1996,63.77
lux,1997,63.47
lux,1998,63.33
lux,1999,63.17
lux,2000,64.88
lux,2001,64.66
lux,2002,65.17
lux,2003,63.16
lux,2004,62.52
lux,2005,62.8
lux,2006,58.23
lux,2007,59.12
lux,2008,61.37
lux,2009,63.7
lux,2010,63.33
lux,2011,62.55
lux,2012,62.73
lux,2013,62.74
lux,2014,62.8
lux,2015,61.4
lux,2016,60.42
lux,2017,60.12
lux,2018,60.53
lux,2019,61.72
lux,2020,60.29
lva,1998,57.74
lva,1999,57.81
lva,2000,55.23
lva,2001,54.72
lva,2002,56.33
lva,2003,57.02
lva,2004,58.32
lva,2005,59
lva,2006,62.64
lva,2007,64.56
lva,2008,63.75
lva,2009,53.02
lva,2010,50.24
lva,2011,53.14
lva,2012,55.7
lva,2013,57.79
lva,2014,58.62
lva,2015,59.93
lva,2016,59.8
lva,2017,61.2
lva,2018,62.63
lva,2019,63.12
lva,2020,62.31
mac,1992,71.89
mac,1993,70.9
mac,1994,69.18
mac,1995,69.97
mac,1997,73.25
mac,1998,71.19
mac,2000,68.48
mac,2003,65.3
mac,2004,66.32
mac,2005,67.74
mac,2006,70.5
mac,2007,71.59
mac,2008,72.89
mac,2009,74.68
mac,2010,74.79
mac,2011,75.64
mac,2012,76.81
mac,2013,76.68
mac,2014,78.36
mac,2015,77.96
mac,2016,76.08
mar,1990,65.69
mar,1995,62.66
mar,1998,62.91
mar,1999,67.9
mar,2000,68.1
mar,2001,68.08
mar,2002,68.24
mar,2003,68.06
mar,2004,69.35
mar,2005,67.92
mar,2006,50.13
mar,2007,69.96
mar,2008,69.85
mar,2009,49.43
mar,2010,68.04
mar,2011,68.03
mar,2012,67.23
mar,2013,66.39
mar,2014,65.71
mar,2015,65.18
mar,2016,64.76
mco,2016,57.07
mda,2009,42.57
mda,2010,40.87
mda,2011,42.06
mda,2012,40.55
mda,2013,41.81
mda,2014,44.8
mda,2015,45.34
mda,2016,46.12
mda,2017,46.07
mda,2018,48.14
mda,2019,44.23
mda,2020,43.12
mdg,2003,93.2
mdg,2005,97.33
mdg,2010,63.1
mdg,2012,93.36
mdg,2015,87.63
mdv,1990,77.58
mdv,1995,74.07
mdv,2000,71.29
mdv,2009,60.94
mdv,2010,51.6
mdv,2014,80.67
mdv,2016,70.29
mdv,2019,72.71
mex,1991,84.11
mex,1992,84.2
mex,1993,84.29
mex,1994,82.84
mex,1995,79.86
mex,1996,81.44
mex,1997,83.67
mex,1998,83.48
mex,1999,83.67
mex,2000,82.79
mex,2001,82.29
mex,2002,77.97
mex,2003,77.65
mex,2004,77.46
mex,2005,77.61
mex,2006,78
mex,2007,77.57
mex,2008,76.92
mex,2009,74.77
mex,2010,74.47
mex,2011,74.38
mex,2012,74.92
mex,2013,74.63
mex,2014,74.5
mex,2015,74.67
mex,2016,74.73
mex,2017,75
mex,2018,74.9
mex,2019,74.57
mex,2020,68.27
mhl,1980,59.6
mhl,1999,48.03
mhl,2011,50.71
mhl,2019,56.44
mkd,1996,52.7
mkd,1997,49.7
mkd,1998,50.7
mkd,2001,46.27
mkd,2002,43.49
mkd,2003,41.34
mkd,2006,42.87
mkd,2007,43.3
mkd,2008,44.96
mkd,2009,46.7
mkd,2010,46.71
mkd,2011,46.1
mkd,2012,46.2
mkd,2013,47.78
mkd,2014,49.17
mkd,2015,49.4
mkd,2016,51.12
mkd,2017,52.28
mkd,2018,53.1
mkd,2019,55.21
mkd,2020,54.34
mli,1997,49.5
mli,2004,61.45
mli,2006,80.3
mli,2007,78.79
mli,2009,10.15
mli,2010,76.5
mli,2013,80.17
mli,2014,76.45
mli,2015,74.95
mli,2016,74.77
mli,2017,75.81
mli,2018,76.12
mlt,2000,66.01
mlt,2001,67.16
mlt,2002,66.27
mlt,2003,66.1
mlt,2004,65.57
mlt,2005,64.01
mlt,2006,63.98
mlt,2007,63.76
mlt,2008,63.13
mlt,2009,62.3
mlt,2010,62.51
mlt,2011,63.06
mlt,2012,62.54
mlt,2013,63.06
mlt,2014,63.57
mlt,2015,64.2
mlt,2016,65.13
mlt,2017,66.12
mlt,2018,67.53
mlt,2019,68.72
mlt,2020,68.11
mmr,2015,79.67
mmr,2017,76.38
mmr,2018,76.47
mmr,2019,75.2
mne,2007,49.1
mne,2008,50.7
mne,2009,48.6
mne,2010,47
mne,2011,44.84
mne,2012,45.91
mne,2013,45.42
mne,2014,48.88
mne,2015,49.44
mne,2016,50.52
mne,2017,52.65
mne,2018,54.48
mne,2019,55.66
mne,2020,50
mng,1998,60.31
mng,2000,56.1
mng,2002,36.94
mng,2003,59.8
mng,2006,62.7
mng,2007,60
mng,2008,59.32
mng,2009,59.95
mng,2010,60.18
mng,2011,63.19
mng,2012,63.26
mng,2013,62.9
mng,2014,62.75
mng,2015,62.57
mng,2016,59.51
mng,2017,61.01
mng,2018,63.7
mng,2019,60.8
mng,2020,61.93
mnp,2010,70.13
moz,1997,94.63
moz,2015,77.57
mrt,1988,42.51
mrt,2012,57.48
mrt,2017,53.95
mus,1995,74.4
mus,1996,71.4
mus,1997,63
mus,1998,69.9
mus,1999,69.3
mus,2001,73.5
mus,2002,74.45
mus,2003,77.73
mus,2004,74.45
mus,2005,73.87
mus,2006,73.17
mus,2007,72.65
mus,2008,72.73
mus,2009,72.34
mus,2010,72.18
mus,2011,71.06
mus,2012,71.07
mus,2013,71.16
mus,2014,71.07
mus,2015,70.67
mus,2016,70.71
mus,2017,70.73
mus,2018,69.64
mus,2019,69.93
mus,2020,78.54
mwi,1983,98.14
mwi,1987,65.5
mwi,1998,81.43
mwi,2004,86
mwi,2005,82.71
mwi,2011,77.06
mwi,2013,79.29
mwi,2017,53.99
mwi,2020,56.33
mys,1982,83.03
mys,1983,82.77
mys,1984,81.63
mys,1985,81.25
mys,1986,79.8
mys,1987,79.77
mys,1988,80.15
mys,1989,81.05
mys,1990,81.88
mys,1992,81.94
mys,1993,82.77
mys,1995,81.95
mys,1996,82.8
mys,1997,82.38
mys,1998,80.66
mys,1999,79.93
mys,2000,79.29
mys,2001,79.55
mys,2002,78.84
mys,2003,79.17
mys,2004,78.13
mys,2005,77.23
mys,2011,77.4
mys,2014,78.43
mys,2015,78.29
mys,2016,77.66
mys,2017,77.45
mys,2019,78.27
mys,2020,77.06
nam,1991,46
nam,1994,44.8
nam,1997,49.8
nam,2000,50.5
nam,2001,43.9
nam,2004,45.74
nam,2008,41.5
nam,2010,52.59
nam,2012,53.33
nam,2013,53.92
nam,2014,53.98
nam,2016,51.62
nam,2018,49.45
ncl,1996,49.94
ncl,2009,64.39
ncl,2014,59.58
ner,2001,96.02
ner,2005,79.24
ner,2011,90.75
ner,2012,66.04
ner,2014,85.47
ner,2017,36.49
nga,1983,78.88
nga,1986,75.12
nga,2003,62.2
nga,2011,61.75
nga,2013,56.72
nga,2019,59.63
nic,2001,61.6
nic,2002,60.1
nic,2003,75.2
nic,2004,78.64
nic,2005,78.56
nic,2006,77.05
nic,2007,76.61
nic,2012,83.75
nic,2013,82.89
nic,2014,80.15
nld,1979,64.33
nld,1980,64.21
nld,1981,63.43
nld,1982,61.14
nld,1983,61.09
nld,1985,60.8
nld,1986,58.67
nld,1987,65.75
nld,1988,64.96
nld,1989,65.48
nld,1990,66.86
nld,1991,67.02
nld,1992,67.5
nld,1993,66.37
nld,1994,65.81
nld,1995,66.1
nld,1996,66.74
nld,1997,68.42
nld,1998,69.76
nld,1999,70.23
nld,2000,71.59
nld,2001,72.17
nld,2002,72.42
nld,2003,70.73
nld,2004,69.92
nld,2005,67.87
nld,2006,68.35
nld,2007,69.54
nld,2008,70.33
nld,2009,69.49
nld,2010,67.95
nld,2011,67.25
nld,2012,67.01
nld,2013,65.72
nld,2014,65.46
nld,2015,65.55
nld,2016,65.77
nld,2017,66.27
nld,2018,67.01
nld,2019,67.5
nld,2020,66.75
nld_curacao,2018,53.6
nld_curacao,2020,48.91
nor,1990,72.18
nor,1991,70.28
nor,1992,69.58
nor,1993,69
nor,1994,69.9
nor,1995,69.63
nor,1996,72.39
nor,1997,74.29
nor,1998,75.81
nor,1999,75.24
nor,2000,75.51
nor,2001,75.16
nor,2002,74.63
nor,2003,73.05
nor,2004,72.53
nor,2005,72.37
nor,2006,72.8
nor,2007,73.89
nor,2008,74.79
nor,2009,72.8
nor,2010,71.85
nor,2011,71.42
nor,2012,71.64
nor,2013,71.08
nor,2014,64.32
nor,2015,64.53
nor,2016,63.29
nor,2017,62.89
nor,2018,63.68
nor,2019,63.52
nor,2020,62.48
npl,1996,71
npl,1999,88.33
npl,2003,90
npl,2008,86.34
npl,2013,82.9
npl,2014,84.2
npl,2017,48.29
nru,2013,73.19
nzl,1986,76.49
nzl,1987,75.3
nzl,1988,71.67
nzl,1989,69.27
nzl,1990,68.09
nzl,1991,65.58
nzl,1992,64.87
nzl,1993,65.55
nzl,1994,67.2
nzl,1995,69.37
nzl,1996,69.78
nzl,1997,69.23
nzl,1998,67.82
nzl,1999,68.07
nzl,2000,68.95
nzl,2001,69.77
nzl,2002,70.69
nzl,2003,70.48
nzl,2004,71.83
nzl,2005,72.38
nzl,2006,72.85
nzl,2007,73
nzl,2008,72.07
nzl,2009,70
nzl,2010,69.67
nzl,2011,69.81
nzl,2012,68.91
nzl,2013,69.55
nzl,2014,70.75
nzl,2015,70.74
nzl,2016,71.9
nzl,2017,73.23
nzl,2018,73.04
nzl,2019,72.54
nzl,2020,72.23
omn,2000,47.83
omn,2008,76.48
omn,2010,74.91
omn,2016,86.23
omn,2018,81.6
omn,2020,85.47
pak,1985,88.82
pak,1986,89.18
pak,1988,88.02
pak,1989,71.3
pak,1990,85.09
pak,1991,80.85
pak,1992,79.5
pak,1993,79.51
pak,1994,79.08
pak,1995,82.9
pak,1997,84.64
pak,1998,84.04
pak,2000,82.35
pak,2002,80.94
pak,2004,81.27
pak,2006,79.57
pak,2007,79.58
pak,2008,79.07
pak,2009,78.54
pak,2010,78.28
pak,2011,77.97
pak,2013,77.01
pak,2014,77.26
pak,2015,77.5
pak,2018,77.17
pak,2019,76.33
pan,1979,75.38
pan,1983,72.53
pan,1984,72.23
pan,1985,71.36
pan,1986,70.07
pan,1988,67.18
pan,1989,67.87
pan,1991,67.18
pan,1992,71.6
pan,1993,72.69
pan,1994,71.54
pan,1995,72.52
pan,1997,71.77
pan,1998,73.26
pan,1999,72.66
pan,2000,70.1
pan,2001,70.2
pan,2002,70.66
pan,2003,70.99
pan,2004,73.16
pan,2005,73.35
pan,2006,73.71
pan,2007,74.6
pan,2008,78
pan,2009,76.77
pan,2010,76.13
pan,2011,75.82
pan,2012,77.25
pan,2013,77.07
pan,2014,76.18
pan,2015,75.03
pan,2016,74.92
pan,2017,73.69
pan,2018,74.91
pan,2019,74.13
pan,2020,63.97
pan,2021,66.15
per,1990,71.6
per,1991,69.4
per,1992,69.8
per,1993,70.9
per,1994,71.7
per,1995,74.2
per,1997,73.41
per,1998,75.03
per,1999,74.27
per,2000,71.9
per,2001,71.7
per,2002,83.89
per,2003,76.02
per,2004,80.97
per,2005,78.03
per,2006,81.7
per,2007,83.26
per,2008,83.15
per,2009,83.34
per,2010,83.8
per,2011,83.4
per,2012,83.6
per,2013,82.78
per,2014,82.29
per,2015,81.51
per,2016,80.16
per,2017,81.73
per,2018,81.92
per,2019,82.16
per,2020,67.92
phl,1975,44.79
phl,1976,43.98
phl,1978,79.43
phl,1983,76
phl,1985,76.41
phl,1987,76.59
phl,1988,76.84
phl,1989,76.28
phl,1990,75.94
phl,1991,75.23
phl,1992,75.62
phl,1993,75.06
phl,1994,74.76
phl,1995,76.37
phl,1996,76.33
phl,1997,72.61
phl,1998,71.01
phl,1999,71.26
phl,2000,71.81
phl,2001,73.31
phl,2002,72.1
phl,2003,72.95
phl,2004,73.98
phl,2005,73.24
phl,2006,72.53
phl,2007,72.69
phl,2008,72.66
phl,2009,72.49
phl,2010,72.37
phl,2011,73.14
phl,2012,72.69
phl,2013,72.28
phl,2014,72.75
phl,2015,72.08
phl,2016,73.14
phl,2017,71.51
phl,2018,70.94
phl,2019,70.88
phl,2020,65.25
plw,2000,60.17
plw,2014,72.5
png,2010,47.67
pol,1992,66.89
pol,1993,65.92
pol,1994,64.88
pol,1995,64.71
pol,1996,65.18
pol,1997,59.68
pol,1998,59.71
pol,1999,56.92
pol,2000,54.81
pol,2001,53.17
pol,2002,50.87
pol,2003,50.21
pol,2004,50.58
pol,2005,52.41
pol,2006,54.1
pol,2007,56.36
pol,2008,58.64
pol,2009,58.5
pol,2010,57.79
pol,2011,58.26
pol,2012,58.23
pol,2013,58.17
pol,2014,59.2
pol,2015,59.85
pol,2016,60.86
pol,2017,62.01
pol,2018,62.45
pol,2019,63.04
pol,2020,63.07
pri,2010,41.7
pri,2011,40.3
pri,2012,42.5
pri,2015,42.39
prt,1978,75.14
prt,1979,75.95
prt,1980,75.05
prt,1981,75.46
prt,1982,74.21
prt,1984,74.33
prt,1985,68.57
prt,1986,68.47
prt,1987,68.2
prt,1988,68.84
prt,1989,69.77
prt,1990,69.35
prt,1991,70.73
prt,1992,68.45
prt,1993,66.23
prt,1994,64.5
prt,1995,63.45
prt,1996,62.85
prt,1997,63.23
prt,1998,67.55
prt,1999,66.97
prt,2000,67.61
prt,2001,68.19
prt,2002,68.07
prt,2003,66.35
prt,2004,65.64
prt,2005,64.52
prt,2006,64.77
prt,2007,64.58
prt,2008,64.46
prt,2009,61.73
prt,2010,60.66
prt,2011,58.81
prt,2012,55.99
prt,2013,54.69
prt,2014,55.82
prt,2015,56.32
prt,2016,57.07
prt,2017,59.11
prt,2018,60.18
prt,2019,60.66
prt,2020,58.95
pry,1993,82.56
pry,1994,85.82
pry,1996,70.1
pry,1998,82.87
pry,1999,80.33
pry,2001,79.6
pry,2002,79.17
pry,2003,79.05
pry,2004,81.48
pry,2005,81.7
pry,2006,79.78
pry,2007,81.09
pry,2008,82.07
pry,2009,80.24
pry,2010,79.42
pry,2011,78.84
pry,2012,80.17
pry,2013,79.09
pry,2014,78.82
pry,2015,77.99
pry,2016,80.02
pry,2017,80.26
pry,2018,79.97
pry,2019,80.18
pry,2020,78.54
pse,2000,59.91
pse,2001,47.98
pse,2002,42.9
pse,2003,48.63
pse,2004,47.33
pse,2005,50.71
pse,2006,50.44
pse,2007,52.13
pse,2008,48.65
pse,2009,50.98
pse,2010,51.57
pse,2011,55.73
pse,2012,55.07
pse,2013,55.15
pse,2014,54.41
pse,2015,55.54
pse,2016,55.4
pse,2017,54.92
pse,2018,53.46
pse,2019,54.92
pse,2020,50.49
pyf,1988,65.55
pyf,1996,60.8
pyf,2002,60.67
pyf,2007,57.6
pyf,2012,50.01
qat,1997,89.41
qat,2004,90.73
qat,2007,94.74
qat,2009,95.91
qat,2010,95.84
qat,2011,95.56
qat,2012,95.55
qat,2013,96.09
qat,2014,95.86
qat,2017,95.87
qat,2018,94.92
qat,2019,95.77
qat,2020,94.12
rou,1995,68.92
rou,1997,69.06
rou,1998,67.97
rou,1999,66.82
rou,2000,65.82
rou,2001,64.86
rou,2002,59.24
rou,2003,58.61
rou,2004,57.34
rou,2005,56.74
rou,2006,57.48
rou,2007,58.08
rou,2008,58.57
rou,2009,58
rou,2010,59.35
rou,2011,57.89
rou,2012,58.94
rou,2013,58.78
rou,2014,59.46
rou,2015,59.61
rou,2016,59.44
rou,2017,61
rou,2018,61.88
rou,2019,62.54
rou,2020,61.96
rus,1992,74.13
rus,1993,71.44
rus,1994,67.38
rus,1995,65.74
rus,1996,64.2
rus,1997,60.89
rus,1998,58.72
rus,1999,62.05
rus,2000,63.79
rus,2001,63.55
rus,2002,64.51
rus,2003,63.98
rus,2004,64.9
rus,2005,65.86
rus,2006,66
rus,2007,67.77
rus,2008,68.6
rus,2009,66.87
rus,2010,68.02
rus,2011,69.21
rus,2012,70.38
rus,2013,70.39
rus,2014,70.99
rus,2015,71.13
rus,2016,71.57
rus,2017,67.51
rus,2018,67.82
rus,2019,67.27
rus,2020,66.09
rwa,1989,87.4
rwa,1996,96.12
rwa,2002,76.71
rwa,2014,82.53
rwa,2017,51.13
rwa,2018,53.32
rwa,2019,52.18
rwa,2020,54.17
sau,1992,74
sau,1999,70.8
sau,2000,72.4
