geo,time,se_sec_enrl_gc_fe_zs
civ,2006,37.28818
civ,2007,36.69743
civ,2008,36.80643
civ,2009,38.14315
civ,2011,39.20657
civ,2012,39.51163
civ,2013,39.87531
civ,2014,40.48334
civ,2015,40.78747
civ,2016,41.44249
civ,2017,42.29942
civ,2018,43.18875
cmr,1971,26.44429
cmr,1972,28.08752
cmr,1973,29.10394
cmr,1974,30.2804
cmr,1975,30.42455
cmr,1976,31.42868
cmr,1977,32.19555
cmr,1978,32.77351
cmr,1979,33.73019
cmr,1980,33.6816
cmr,1981,33.92716
cmr,1982,34.63395
cmr,1983,34.98942
cmr,1984,36.03599
cmr,1985,37.09041
cmr,1986,37.44429
cmr,1987,38.21486
cmr,1988,38.92141
cmr,1989,39.94948
cmr,1990,40.51068
cmr,1991,41.45203
cmr,1992,41.21748
cmr,1994,40.39302
cmr,1995,40.30197
cmr,1997,45.45271
cmr,1998,42.41514
cmr,1999,46.66087
cmr,2000,46.66096
cmr,2001,46.12915
cmr,2003,46.51271
cmr,2004,44.70042
cmr,2005,44.70273
cmr,2006,44.89388
cmr,2007,44.00916
cmr,2008,45.45569
cmr,2009,47.17242
cmr,2011,47.8127
cmr,2012,47.97949
cmr,2013,48.12084
cmr,2014,48.16237
cmr,2015,48.27931
cmr,2016,48.46469
cod,1971,20.83131
cod,1972,21.35431
cod,1973,23.20099
cod,1974,24.46123
cod,1975,24.39219
cod,1976,24.7955
cod,1977,25.26049
cod,1978,25.73227
cod,1979,26.18979
cod,1988,30.28149
cod,1992,30.51847
cod,1993,29.93137
cod,1994,29.8208
cod,2002,36.29798
cod,2008,36.03727
cod,2009,36.19216
cod,2010,37.18497
cod,2012,37.7425
cod,2013,38.9835
cod,2014,38.90533
cod,2015,39.60211
cog,1971,29.84755
cog,1972,31.40262
cog,1973,34.12209
cog,1974,35.24659
cog,1975,35.48154
cog,1976,35.76732
cog,1977,36.5958
cog,1978,37.41294
cog,1979,37.95488
cog,1980,38.51011
cog,1981,40.05678
cog,1982,40.01671
cog,1983,40.73781
cog,1984,41.51481
cog,1985,41.67773
cog,1986,42.46675
cog,1987,42.76095
cog,1988,43.12752
cog,1989,43.21777
cog,1990,41.87038
cog,1991,41.78124
cog,1992,42.78641
cog,1993,42.23524
cog,1994,41.33768
cog,1996,42.40552
cog,1999,37.81651
cog,2001,37.36635
cog,2002,40.51051
cog,2003,37.45197
cog,2004,44.90897
cog,2005,43.73445
cog,2006,42.80074
cog,2007,43.38595
cog,2008,44.12809
cog,2009,43.50576
cog,2010,44.06562
cog,2011,46.42377
cog,2012,46.27338
col,1970,42.09523
col,1971,42.87264
col,1972,41.77992
col,1975,49.68606
col,1977,50.29996
col,1978,49.69999
col,1979,50.29999
col,1980,50.30464
col,1981,50.02522
col,1982,50.02524
col,1983,50.69253
col,1984,49.89995
col,1985,49.79877
col,1986,49.85718
col,1987,49.89895
col,1988,49.84771
col,1989,49.92742
col,1991,51.15629
col,1996,48.43091
col,2001,51.5785
col,2002,51.31025
col,2004,51.34348
col,2005,51.37019
col,2006,51.6084
col,2007,51.50539
col,2008,51.28714
col,2009,51.24247
col,2010,51.1151
col,2011,50.9685
col,2012,50.9278
col,2013,50.7586
col,2014,50.68343
col,2015,50.47237
col,2016,50.28838
col,2017,50.07298
col,2018,49.97378
com,1971,25.30024
com,1972,23.79286
com,1973,22.34615
com,1981,33.98137
com,1986,39.10228
com,1987,40.06432
com,1990,41.51465
com,1992,39.17045
com,1993,41.71091
com,1994,43.73927
com,1999,44.44133
com,2000,44.58687
com,2002,45.31324
com,2003,44.986
com,2004,42.67269
com,2011,49.6921
com,2013,50.28099
com,2014,51.06106
com,2017,50.95283
com,2018,50.78499
cpv,1972,50.0144
cpv,1974,40.38462
cpv,1975,45.63953
cpv,1976,47.25926
cpv,1977,31.73077
cpv,1978,36.76255
cpv,1979,33.67112
cpv,1980,43.1955
cpv,1981,42.70033
cpv,1982,40.67686
cpv,1984,43.32046
cpv,1985,42.37288
cpv,1986,44.74803
cpv,1987,46.99562
cpv,1988,49.23345
cpv,1989,49.76533
cpv,1990,51.50408
cpv,1994,50.70291
cpv,2001,51.71419
cpv,2002,51.27705
cpv,2003,52.45668
cpv,2004,52.79269
cpv,2005,53.04403
cpv,2006,53.89188
cpv,2007,54.48416
cpv,2008,52.66369
cpv,2009,54.36096
cpv,2010,54.36778
cpv,2011,54.02565
cpv,2012,54.09341
cpv,2013,53.36794
cpv,2014,53.02691
cpv,2015,52.51981
cpv,2016,52.31189
cpv,2017,52.33047
cpv,2018,52.52862
cri,1970,52.63349
cri,1971,52.71472
cri,1972,53.17304
cri,1973,53.14932
cri,1974,53.0977
cri,1975,53.42278
cri,1976,53.85353
cri,1977,54.11443
cri,1979,53.60979
cri,1980,53.77875
cri,1981,53.48463
cri,1982,53.17981
cri,1983,52.67782
cri,1984,52.14962
cri,1985,52.16457
cri,1986,51.50175
cri,1987,51.15825
cri,1988,50.70495
cri,1989,50.49874
cri,1990,50.78117
cri,1991,51.00975
cri,1992,51.02183
cri,1993,51.34686
cri,1994,51.50699
cri,1995,51.55168
cri,1996,51.75709
cri,1997,51.84058
cri,1998,51.05556
cri,1999,51.2413
cri,2000,50.98258
cri,2001,50.85225
cri,2002,50.61151
cri,2004,49.95414
cri,2005,49.84568
cri,2006,50.0372
cri,2007,49.67705
cri,2008,49.85324
cri,2009,49.9332
cri,2010,49.88791
cri,2011,49.81916
cri,2012,49.7449
cri,2013,50.04138
cri,2014,49.81435
cri,2015,49.47482
cri,2016,49.86296
cri,2017,50.34574
cri,2018,50.21978
cub,1971,54.03419
cub,1972,52.44884
cub,1973,52.46695
cub,1974,52.87305
cub,1975,53.0386
cub,1976,53.48465
cub,1977,53.30802
cub,1978,52.2059
cub,1979,51.47454
cub,1980,50.9911
cub,1981,50.53191
cub,1982,50.51732
cub,1983,51.25515
cub,1984,51.58876
cub,1985,51.7062
cub,1986,51.69534
cub,1987,51.60591
cub,1988,52.10442
cub,1989,52.59226
cub,1990,52.88534
cub,1991,53.25024
cub,1992,53.92218
cub,1993,54.19574
cub,1994,54.06586
cub,1995,53.6947
cub,1996,53.34443
cub,1997,53.33864
cub,1998,53.59651
cub,1999,53.44451
cub,2000,53.33494
cub,2001,53.04822
cub,2002,52.81871
cub,2003,52.03166
cub,2004,51.56746
cub,2005,51.14482
cub,2006,51.08248
cub,2007,51.19904
cub,2008,51.28575
cub,2009,51.49106
cub,2010,51.8618
cub,2011,52.06372
cub,2012,52.60547
cub,2013,52.43958
cub,2014,52.01115
cub,2015,52.06839
cub,2016,52.2767
cub,2017,52.07881
cub,2018,52.03969
cym,1972,51.15766
cym,1973,50.21061
cym,1974,50.22388
cym,1975,51.41388
cym,1976,53.11037
cym,1977,49.80745
cym,1980,50.82988
cym,1981,48.24096
cym,1999,48.39609
cym,2000,49.23143
cym,2001,48.43817
cym,2002,50.44853
cym,2004,50.83302
cym,2005,47.76912
cym,2006,49.0169
cym,2007,49.46844
cym,2008,51.93871
cym,2011,48.73691
cym,2012,49.24288
cym,2013,49.98524
cym,2018,49.68354
cyp,1971,50.24296
cyp,1972,50.87384
cyp,1973,51.35055
cyp,1974,52.28687
cyp,1975,52.63543
cyp,1976,53.27893
cyp,1977,53.3353
cyp,1978,53.51706
cyp,1979,53.66744
cyp,1980,53.73979
cyp,1981,53.74695
cyp,1982,53.46809
cyp,1983,53.64186
cyp,1984,52.86081
cyp,1985,52.87226
cyp,1986,52.884
cyp,1987,53.00443
cyp,1988,52.69317
cyp,1989,52.20235
cyp,1990,51.71312
cyp,1991,51.57993
cyp,1992,51.57368
cyp,1993,51.69877
cyp,1994,51.55494
cyp,1995,51.35658
cyp,1996,51.81384
cyp,1997,51.82165
cyp,1999,51.91447
cyp,2000,51.86978
cyp,2001,51.59482
cyp,2002,51.30327
cyp,2003,51.19805
cyp,2004,51.41853
cyp,2005,51.4712
cyp,2006,51.49147
cyp,2007,51.62492
cyp,2008,51.44466
cyp,2009,51.34406
cyp,2010,51.47747
cyp,2011,51.37782
cyp,2012,51.59634
cyp,2013,51.17573
cyp,2014,51.38194
cyp,2015,51.28059
cyp,2016,51.20718
cyp,2017,51.18665
cze,1971,50.27188
cze,1972,50.65419
cze,1973,50.76704
cze,1974,50.94196
cze,1975,50.78189
cze,1976,50.67126
cze,1977,50.61292
cze,1978,50.61784
cze,1979,50.69053
cze,1980,50.96734
cze,1982,50.92804
cze,1983,51.05252
cze,1984,50.99633
cze,1985,50.79966
cze,1986,50.68545
cze,1987,50.57387
cze,1988,50.49606
cze,1989,50.94514
cze,1990,50.95568
cze,1991,51.25852
cze,1992,51.52477
cze,1993,50.4743
cze,1994,50.38303
cze,1995,50.54811
cze,1996,50.58871
cze,1997,50.21874
cze,1998,50.29706
cze,1999,50.39926
cze,2000,50.59604
cze,2001,50.95227
cze,2002,51.05954
cze,2003,51.1599
cze,2004,50.98118
cze,2005,50.97256
cze,2006,50.83651
cze,2007,50.86956
cze,2008,51.05278
cze,2009,51.27821
cze,2010,51.43869
cze,2011,51.45096
cze,2012,51.35824
cze,2013,51.1713
cze,2014,51.06905
cze,2015,51.09503
cze,2016,51.04509
cze,2017,51.07065
deu,1992,49.81862
deu,1993,49.486
deu,1994,49.54417
deu,1995,49.59983
deu,1996,49.66029
deu,1997,49.69989
deu,1998,49.53892
deu,1999,49.61335
deu,2000,49.7889
deu,2001,49.78079
deu,2002,49.75235
deu,2003,49.72722
deu,2004,49.86723
deu,2005,49.74651
deu,2006,49.80445
deu,2007,49.85489
deu,2008,49.87798
deu,2009,49.79122
deu,2010,49.71654
deu,2011,49.66404
deu,2012,49.5732
deu,2013,49.51915
deu,2014,49.47054
deu,2015,49.46338
deu,2016,49.45495
deu,2017,49.31742
dji,1971,32.71768
dji,1972,37.39456
dji,1973,37.46556
dji,1974,33.84842
dji,1975,32.75418
dji,1976,31.68813
dji,1982,30.37291
dji,1983,31.54211
dji,1984,31.45481
dji,1985,32.32222
dji,1986,33.37947
dji,1987,34.87448
dji,1988,34.7991
dji,1989,34.40942
dji,1990,35.15647
dji,1991,34.99096
dji,1992,35.09225
dji,1993,38.6985
dji,1994,38.61793
dji,1995,37.56918
dji,1996,38.92886
dji,1997,38.53259
dji,1999,38.87553
dji,2000,39.0803
dji,2001,38.11045
dji,2002,37.88872
dji,2004,39.57791
dji,2005,38.95978
dji,2006,39.96285
dji,2007,40.22943
dji,2008,40.80417
dji,2009,42.03188
dji,2011,44.07014
dji,2012,43.08715
dji,2013,43.02497
dji,2014,44.00358
dji,2015,44.4041
dji,2016,45.19448
dji,2017,45.09286
dji,2018,45.2657
dji,2019,46.30726
dma,1972,59.01876
dma,1973,54.62046
dma,1974,57.38031
dma,1975,57.36106
dma,1976,55.66486
dma,1977,58.16949
dma,1978,58.37225
dma,1979,57.52798
dma,1980,57.14286
dma,1981,52.39248
dma,1982,57.34451
dma,1984,55.5803
dma,1986,54.2821
dma,1987,53.46265
dma,1988,52.37398
dma,1990,52.7833
dma,1991,52.03201
dma,1992,52.51546
dma,1993,53.22868
dma,1994,49.35469
dma,1995,51.34761
dma,1999,56.93506
dma,2000,56.3899
dma,2001,55.03924
dma,2003,51.16152
dma,2004,49.98612
dma,2005,49.37656
dma,2006,49.17469
dma,2007,49.14737
dma,2008,49.12036
dma,2009,50.1877
dma,2010,50.41787
dma,2011,49.57293
dma,2012,49.28607
dma,2014,49.01995
dma,2015,49.16382
dma,2016,50.4272
dnk,1971,50.53658
dnk,1972,50.63312
dnk,1973,50.65526
dnk,1974,50.62263
dnk,1978,50.9143
dnk,1979,50.85625
dnk,1980,51.03728
dnk,1981,51.1444
dnk,1982,51.12274
dnk,1983,51.15559
dnk,1984,51.25491
dnk,1985,51.31696
dnk,1986,51.32292
dnk,1987,51.21379
dnk,1988,51.17905
dnk,1989,51.32212
dnk,1990,51.40566
dnk,1991,51.46741
dnk,1992,51.45187
dnk,1993,51.53859
dnk,1994,51.5198
dnk,1995,51.43102
dnk,1996,51.47056
dnk,1998,51.6457
dnk,1999,51.70133
dnk,2000,51.63793
dnk,2001,51.88546
dnk,2002,51.80385
dnk,2003,51.70363
dnk,2004,51.57494
dnk,2005,51.40819
dnk,2006,51.29042
dnk,2007,51.30371
dnk,2008,51.39222
dnk,2009,51.1889
dnk,2010,50.94761
dnk,2011,50.70747
dnk,2012,50.51215
dnk,2013,50.79139
dnk,2014,51.25156
dnk,2015,51.37672
dnk,2016,50.78559
dnk,2017,50.81118
dom,1985,54.94802
dom,1986,54.88401
dom,1998,54.89712
dom,1999,54.82292
dom,2000,54.54192
dom,2002,54.29867
dom,2004,53.2798
dom,2005,53.63512
dom,2007,53.84722
dom,2008,53.36647
dom,2009,52.18655
dom,2010,51.94011
dom,2011,52.00221
dom,2012,51.78194
dom,2013,51.65088
dom,2014,51.40182
dom,2015,51.2807
dom,2016,51.07171
dom,2017,50.82908
dom,2018,50.34947
dza,1971,28.7124
dza,1972,29.61988
dza,1973,31.74546
dza,1974,32.89843
dza,1975,33.22495
dza,1976,33.97369
dza,1977,34.57174
dza,1978,35.90504
dza,1979,37.17327
dza,1980,38.15994
dza,1981,38.80794
dza,1982,39.73961
dza,1983,40.12699
dza,1984,40.92549
dza,1985,41.35634
dza,1986,41.98329
dza,1987,41.96792
dza,1988,42.33284
dza,1989,43.03015
dza,1990,43.57856
dza,1991,44.28959
dza,1992,44.52265
dza,1993,45.55011
dza,1994,45.91279
dza,1995,46.65855
dza,1996,47.14976
dza,1997,48.53905
dza,1999,50.02862
dza,2000,51.11124
dza,2001,51.19505
dza,2002,51.22828
dza,2003,51.68886
dza,2004,52.19146
dza,2005,52.39302
dza,2006,52.71063
dza,2007,52.45119
dza,2008,52.02418
dza,2009,50.88525
dza,2010,51.38993
dza,2011,51.3852
dza,2012,51.12188
dza,2013,51.14138
dza,2014,51.51222
dza,2015,51.31973
dza,2016,50.79025
dza,2017,50.80259
dza,2018,50.72398
ecu,1971,43.29421
ecu,1972,43.25358
ecu,1973,43.90081
ecu,1974,44.79304
ecu,1975,45.8465
ecu,1976,46.01128
ecu,1977,46.1476
ecu,1978,46.37917
ecu,1979,48.64227
ecu,1980,47.4301
ecu,1981,47.65114
ecu,1982,47.59906
ecu,1983,48.69944
ecu,1984,48.32989
ecu,1985,47.21221
ecu,1986,47.21745
ecu,1987,47.8561
ecu,1988,47.72707
ecu,1993,47.32244
ecu,1994,49.69421
ecu,1995,49.4013
ecu,1998,48.48223
ecu,1999,48.07759
ecu,2000,48.23201
ecu,2001,48.47692
ecu,2002,48.34581
ecu,2003,48.65653
ecu,2004,48.49625
ecu,2005,48.77919
ecu,2006,48.99271
ecu,2007,48.96062
ecu,2009,50.6106
ecu,2010,50.46551
ecu,2011,50.42347
ecu,2012,50.73014
ecu,2013,50.74409
ecu,2014,50.83778
ecu,2015,50.74214
ecu,2016,50.63471
ecu,2017,50.597
ecu,2018,50.62278
egy,1971,32.25893
egy,1972,32.67663
egy,1973,33.07814
egy,1974,33.63982
egy,1975,32.91785
egy,1976,34.1828
egy,1977,34.57512
egy,1978,34.97068
egy,1979,35.50517
egy,1980,35.31304
egy,1981,36.31598
egy,1982,36.92037
egy,1983,37.4178
egy,1984,37.94039
egy,1985,38.36053
egy,1986,38.8345
egy,1987,39.55203
egy,1988,40.35978
egy,1989,40.96706
egy,1990,42.4222
egy,1991,43.21253
egy,1992,44.87281
egy,1993,44.7003
egy,1994,44.06818
egy,1995,45.74777
egy,1996,46.14559
egy,1997,45.87182
egy,1998,46.76474
egy,2001,48.23889
egy,2003,48.28766
egy,2004,48.65614
egy,2009,49.00389
egy,2011,49.22125
egy,2012,49.84205
egy,2013,49.86199
egy,2014,50.1637
egy,2016,50.03236
egy,2017,50.14725
egy,2018,50.25993
eri,1989,47.88864
eri,1990,48.3744
eri,1991,48.64983
eri,1992,48.80995
eri,1993,46.30742
eri,1994,42.68734
eri,1995,42.26817
eri,1996,42.55659
eri,1997,42.07986
eri,1999,41.06884
eri,2000,41.34371
eri,2001,41.77917
eri,2002,39.53331
eri,2003,39.43533
eri,2004,36.22035
eri,2005,37.21267
eri,2006,37.54153
eri,2007,41.34571
eri,2008,41.48442
eri,2009,41.46173
eri,2010,43.04922
eri,2011,43.71837
eri,2012,43.72358
eri,2013,43.79856
eri,2014,44.16121
eri,2015,45.14428
eri,2017,46.46855
eri,2018,46.72417
esp,1971,46.8369
esp,1972,47.01586
esp,1973,47.3164
esp,1974,48.53651
esp,1975,48.95227
esp,1976,49.08743
esp,1977,49.49773
esp,1978,49.59236
esp,1979,50.22621
esp,1980,50.55823
esp,1981,50.83649
esp,1982,50.85855
esp,1983,50.76276
esp,1984,50.72703
esp,1985,50.54301
esp,1986,50.39202
esp,1987,50.56839
esp,1988,50.29474
esp,1989,50.38523
esp,1990,50.70625
esp,1991,50.76438
esp,1992,50.52342
esp,1993,50.57223
esp,1994,50.59954
esp,1995,50.44364
esp,1996,50.8377
esp,1997,50.31062
esp,1998,50.37607
esp,1999,50.041
esp,2000,50.03612
esp,2001,50.07226
esp,2002,50.27979
esp,2003,50.38994
esp,2004,50.50907
esp,2005,50.26006
esp,2006,50.2022
esp,2007,50.15597
esp,2008,50.17166
esp,2009,50.06804
esp,2010,49.63618
esp,2011,49.52915
esp,2012,49.46705
esp,2013,49.31596
esp,2014,49.42711
esp,2015,49.30355
esp,2016,49.38963
esp,2017,49.5903
est,1981,51.01487
est,1982,50.53207
est,1983,50.9041
est,1984,51.04021
est,1985,51.40809
est,1986,51.66501
est,1987,52.00618
est,1988,52.64403
est,1989,52.68583
est,1990,51.83653
est,1991,52.62616
est,1992,52.59718
est,1993,52.69174
est,1994,52.67673
est,1995,52.92557
est,1996,52.9305
est,1997,52.57987
est,1998,52.93415
est,1999,52.94002
est,2000,52.63376
est,2001,52.27125
est,2002,52.17098
est,2003,52.21534
est,2004,51.97222
est,2005,51.98785
est,2006,52.23913
est,2007,52.43588
est,2008,52.65298
est,2009,52.5255
est,2010,52.10907
est,2011,51.85292
est,2012,51.85643
est,2013,51.94867
est,2014,51.78809
est,2015,51.58055
est,2016,51.53087
est,2017,51.89632
eth,1971,24.23293
eth,1972,24.88503
eth,1973,25.7675
eth,1974,27.19331
eth,1975,29.69962
eth,1976,29.84046
eth,1977,30.54912
eth,1978,34.53631
eth,1979,36.03254
eth,1980,35.50091
eth,1981,35.55012
eth,1982,35.22463
eth,1983,35.59325
eth,1984,35.79335
eth,1985,37.95238
eth,1986,39.01028
eth,1987,39.0151
eth,1988,38.77544
eth,1989,40.20433
eth,1990,41.65056
eth,1991,43.11157
eth,1992,45.41512
eth,1993,46.56886
eth,1994,45.79722
eth,1995,44.34796
eth,1996,43.09503
eth,1997,42.05272
eth,1999,40.31479
eth,2000,40.11532
eth,2001,39.84205
eth,2002,38.12436
eth,2003,35.91875
eth,2004,35.85769
eth,2005,36.6465
eth,2006,37.97019
eth,2007,39.73297
eth,2008,41.45439
eth,2009,43.20076
eth,2010,44.91558
eth,2011,46.38053
eth,2012,46.88009
eth,2014,48.14526
eth,2015,48.16647
eth,2017,46.89533
fin,1971,52.8656
fin,1972,53.05193
fin,1973,53.67695
fin,1974,53.73554
fin,1975,53.70256
fin,1976,53.48915
fin,1977,53.12884
fin,1978,53.06887
fin,1979,53.10486
fin,1980,53.18323
fin,1981,53.15639
fin,1982,53.35868
fin,1983,53.45696
fin,1984,53.66862
fin,1985,53.67839
fin,1986,53.34034
fin,1987,53.07726
fin,1988,52.77818
fin,1989,52.54198
fin,1990,52.60581
fin,1991,52.64708
fin,1992,53.05161
fin,1993,52.55026
fin,1994,52.67124
fin,1995,52.72786
fin,1996,52.50183
fin,1997,52.45201
fin,1998,52.23823
fin,1999,52.40612
fin,2000,52.43558
fin,2001,52.40533
fin,2002,52.54118
fin,2003,52.3608
fin,2004,51.62924
fin,2005,51.54427
fin,2006,51.49563
fin,2007,51.64667
fin,2008,51.70955
fin,2009,51.80058
fin,2010,51.75944
fin,2011,51.70286
fin,2012,51.69294
fin,2013,51.82841
fin,2014,51.64702
fin,2015,51.77132
fin,2016,51.82203
fin,2017,51.83089
fji,1970,46.29428
fji,1971,47.13008
fji,1972,47.85898
fji,1973,48.27248
fji,1974,48.90345
fji,1975,49.22968
fji,1976,49.6483
fji,1977,49.78487
fji,1978,49.9452
fji,1979,50.21998
fji,1980,50.37807
fji,1981,50.48567
fji,1983,50.44204
fji,1984,50.05615
fji,1985,49.89374
fji,1986,49.60079
fji,1987,49.77771
fji,1991,49.30058
fji,1992,50.87368
fji,1998,50.89887
fji,1999,51.56781
fji,2000,51.03094
fji,2001,50.66605
fji,2002,51.05159
fji,2003,50.65796
fji,2004,50.75063
fji,2006,51.11256
fji,2007,51.63194
fji,2008,50.82554
fji,2009,51.23914
fji,2011,50.99354
fji,2012,51.46091
fji,2015,49.81133
fji,2016,50.20377
fra,1971,51.58599
fra,1972,51.62204
fra,1973,51.90116
fra,1974,50.07094
fra,1975,51.49555
fra,1977,52.08159
fra,1978,52.56329
fra,1979,52.64951
fra,1980,52.742
fra,1981,49.33212
fra,1982,52.94555
fra,1983,53.30283
fra,1985,52.48388
fra,1986,52.34789
fra,1987,52.28872
fra,1988,51.97153
fra,1989,51.85525
fra,1990,51.73584
fra,1991,51.37629
fra,1992,51.52016
fra,1993,51.44751
fra,1994,51.32007
fra,1995,51.34264
fra,1996,51.44314
fra,1997,51.13593
fra,1998,50.43825
fra,1999,50.52709
fra,2000,50.54075
fra,2001,50.56529
fra,2002,50.57948
fra,2003,50.5714
fra,2004,50.86544
fra,2005,50.83046
fra,2006,50.56529
fra,2007,50.5569
fra,2008,50.51317
fra,2009,50.43785
fra,2010,50.39426
fra,2011,50.38188
fra,2012,50.39731
fra,2013,50.37473
fra,2014,50.30291
fra,2015,50.27595
fra,2016,50.28942
fra,2017,50.29384
fsm,1971,42.92929
fsm,1972,42.44453
fsm,1973,43.98464
fsm,1974,44.43755
fsm,1975,45.01966
fsm,1976,45.66544
fsm,1977,45.89575
fsm,1978,46.21009
fsm,1979,46.51528
fsm,2007,48.85579
fsm,2014,49.58873
fsm,2015,49.29043
gab,1971,30.17952
gab,1972,32.21477
gab,1973,32.77655
gab,1974,33.87164
gab,1975,39.93741
gab,1976,36.37747
gab,1977,38.45436
gab,1978,40.01573
gab,1979,39.96756
gab,1980,41.29766
gab,1981,42.0142
gab,1982,42.0544
gab,1983,42.4698
gab,1984,43.06113
gab,1985,43.38307
gab,1986,43.79132
gab,1987,44.71495
gab,1988,44.79983
gab,1989,46.35837
gab,1995,46.33969
gab,1996,48.57041
gab,1997,47.41807
gab,1999,47.24192
gab,2011,51.65457
gbr,1971,48.51943
gbr,1972,48.53647
gbr,1973,48.64085
gbr,1974,48.74984
gbr,1975,48.79444
gbr,1976,48.78933
gbr,1977,48.84578
gbr,1978,48.9022
gbr,1979,49.00058
gbr,1980,49.0659
gbr,1981,49.12485
gbr,1982,49.17818
gbr,1983,49.22644
gbr,1984,49.21875
gbr,1985,49.01579
gbr,1986,49.01654
gbr,1987,48.99297
gbr,1988,48.9721
gbr,1989,49.05411
gbr,1990,49.09992
gbr,1991,49.09992
gbr,1992,49.25454
gbr,1993,49.02833
gbr,1994,48.98949
gbr,1995,49.02159
gbr,1996,49.13106
gbr,1997,49.15919
gbr,1998,49.54236
gbr,1999,49.211
gbr,2000,49.26549
gbr,2001,49.22021
gbr,2002,49.24349
gbr,2003,49.29856
gbr,2004,49.37172
gbr,2005,49.38338
gbr,2006,49.47587
gbr,2007,49.47524
gbr,2008,49.31104
gbr,2009,49.26646
gbr,2010,49.15589
gbr,2011,49.14832
gbr,2012,49.00698
gbr,2013,49.59576
gbr,2014,49.67056
gbr,2015,49.67634
gbr,2016,49.20356
gbr,2017,49.2136
geo,1981,43.60493
geo,1986,45.88274
geo,1991,49.41071
geo,1992,49.079
geo,1993,49.01677
geo,1994,49.08839
geo,1995,47.92438
geo,1996,48.90514
geo,1997,48.67563
geo,1999,49.37381
geo,2000,49.49377
geo,2001,49.68881
geo,2002,49.30257
geo,2003,49.21931
geo,2004,49.74673
geo,2005,49.27695
geo,2006,50.14296
geo,2007,49.0857
geo,2008,48.69095
geo,2009,48.64991
geo,2010,48.17898
geo,2011,48.15995
geo,2012,48.15727
geo,2013,48.22228
geo,2014,47.90819
geo,2015,47.77983
geo,2016,47.53969
geo,2017,47.39811
geo,2018,47.50196
gha,1971,38.42451
gha,1972,38.89733
gha,1973,39.45352
gha,1974,39.36632
gha,1975,39.26089
gha,1976,38.91197
gha,1977,38.62464
gha,1978,38.99713
gha,1979,38.76598
gha,1980,39.06587
gha,1981,38.4551
gha,1982,38.87249
gha,1983,38.09615
gha,1984,37.94148
gha,1985,38.12101
gha,1987,40.96418
gha,1988,39.66454
gha,1989,39.56303
gha,1990,39.55093
gha,1991,38.76045
gha,1992,39.05304
gha,1994,40.41404
gha,1995,41.38659
gha,1999,44.13237
gha,2000,44.47306
gha,2001,45.11831
gha,2002,45.3323
gha,2003,45.54731
gha,2004,44.95206
gha,2005,45.00218
gha,2006,44.78892
gha,2007,45.74333
gha,2008,45.92815
gha,2009,46.04905
gha,2011,46.40236
gha,2012,46.63036
gha,2013,47.02791
gha,2014,47.69137
gha,2015,48.01834
gha,2016,48.56851
gha,2017,48.82622
gha,2018,49.19336
gha,2019,49.49812
gib,1972,50.58651
gib,1973,51.45172
gib,1974,50.29051
gib,1975,50.67265
gib,1976,51.85885
gib,1977,57.74156
gib,1978,49.5637
gib,1979,50.76661
gib,1980,50.98814
gib,1981,50.79096
gib,1982,51.05909
gib,1983,51.81406
gib,1984,51.91538
gib,1985,50.37164
gib,1997,48.39978
gib,1999,47.44526
gib,2000,48.13052
gib,2001,49.09677
gib,2008,47.4313
gib,2009,47.13337
gib,2016,48.47619
gib,2017,48.50814
gin,1971,20.74502
gin,1972,22.88913
gin,1973,22.33809
gin,1974,23.03814
gin,1975,24.33579
gin,1976,25.83968
gin,1977,26.2414
gin,1978,27.63521
gin,1979,27.33321
gin,1980,27.81909
gin,1981,27.74416
gin,1982,27.69543
gin,1983,26.76009
gin,1984,27.18927
gin,1985,26.04381
gin,1986,25.66552
gin,1987,24.61261
gin,1988,23.47487
gin,1989,24.19905
gin,1990,24.08124
gin,1991,23.44134
gin,1992,23.76243
gin,1993,24.30254
gin,1994,24.38156
gin,1995,24.9659
gin,1996,25.13077
gin,1997,25.70248
gin,1998,25.67275
gin,1999,26.11641
gin,2000,26.61263
gin,2001,28.09255
gin,2002,29.10705
gin,2003,31.08915
gin,2004,30.94448
gin,2005,33.10449
gin,2006,34.1723
gin,2007,35.51055
gin,2008,36.04158
gin,2009,36.12114
gin,2010,36.98454
gin,2011,37.8694
gin,2012,37.84569
gin,2013,38.23476
gin,2014,38.80306
gin,2015,38.82151
gin,2016,38.42909
gmb,1971,24.93633
gmb,1972,24.42225
gmb,1973,25.34897
gmb,1974,26.09548
gmb,1975,27.00743
gmb,1976,27.35513
gmb,1977,30.12877
gmb,1978,33.0855
gmb,1979,30.43827
gmb,1980,30.04571
gmb,1981,30.17289
gmb,1982,30.37192
gmb,1983,29.72902
gmb,1984,30.03734
gmb,1985,29.75161
gmb,1986,29.70227
gmb,1999,39.52447
gmb,2000,40.02429
gmb,2001,41.01559
gmb,2002,41.40073
gmb,2003,42.91078
gmb,2004,44.96306
gmb,2005,45.06525
gmb,2006,45.9529
gmb,2007,47.03105
gmb,2008,48.41285
gmb,2009,49.14024
gmb,2010,49.04345
gmb,2011,49.70052
gmb,2012,49.52546
gmb,2013,49.45328
gmb,2014,49.92674
gmb,2015,50.37447
gmb,2016,51.20098
gmb,2017,52.4876
gmb,2018,53.16469
gnb,1971,38.0967
gnb,1972,35.02337
gnb,1973,41.82879
