geo,time,ic_prp_durs
mkd,2017,30
mkd,2018,30
mkd,2019,30
mli,2004,44
mli,2005,44
mli,2006,33
mli,2007,29
mli,2008,29
mli,2009,29
mli,2010,29
mli,2011,29
mli,2012,29
mli,2013,29
mli,2014,29
mli,2015,29
mli,2016,29
mli,2017,29
mli,2018,29
mli,2019,29
mlt,2011,15
mlt,2012,15
mlt,2013,15
mlt,2014,15
mlt,2015,15
mlt,2016,15
mlt,2017,15
mlt,2018,15
mlt,2019,17
mmr,2012,85
mmr,2013,85
mmr,2014,85
mmr,2015,85
mmr,2016,85
mmr,2017,85
mmr,2018,85
mmr,2019,65
mne,2006,70
mne,2007,70
mne,2008,70
mne,2009,70
mne,2010,70
mne,2011,70
mne,2012,70
mne,2013,69
mne,2014,69
mne,2015,69
mne,2016,69
mne,2017,69
mne,2018,69
mne,2019,69
mng,2004,11
mng,2005,11
mng,2006,11
mng,2007,11
mng,2008,11
mng,2009,11
mng,2010,10.5
mng,2011,10.5
mng,2012,10.5
mng,2013,10.5
mng,2014,10.5
mng,2015,10.5
mng,2016,10.5
mng,2017,10.5
mng,2018,10.5
mng,2019,10.5
moz,2004,50
moz,2005,50
moz,2006,50
moz,2007,50
moz,2008,50
moz,2009,50
moz,2010,50
moz,2011,48
moz,2012,48
moz,2013,42
moz,2014,43
moz,2015,43
moz,2016,43
moz,2017,43
moz,2018,43
moz,2019,43
mrt,2004,49
mrt,2005,49
mrt,2006,49
mrt,2007,49
mrt,2008,49
mrt,2009,49
mrt,2010,49
mrt,2011,49
mrt,2012,49
mrt,2013,49
mrt,2014,49
mrt,2015,49
mrt,2016,49
mrt,2017,49
mrt,2018,49
mrt,2019,49
mus,2004,210
mus,2005,210
mus,2006,210
mus,2007,210
mus,2008,210
mus,2009,25
mus,2010,25
mus,2011,21
mus,2012,14
mus,2013,14
mus,2014,14
mus,2015,14
mus,2016,14
mus,2017,17
mus,2018,17
mus,2019,17
mwi,2004,88
mwi,2005,88
mwi,2006,88
mwi,2007,88
mwi,2008,88
mwi,2009,88
mwi,2010,49
mwi,2011,69
mwi,2012,69
mwi,2013,69
mwi,2014,69
mwi,2015,69
mwi,2016,69
mwi,2017,69
mwi,2018,47
mwi,2019,47
mys,2004,146
mys,2005,146
mys,2006,146
mys,2007,146
mys,2008,146
mys,2009,146
mys,2010,50
mys,2011,50
mys,2012,16
mys,2013,13
mys,2014,13
mys,2015,13
mys,2016,13
mys,2017,13
mys,2018,11.5
mys,2019,11.5
nam,2004,32
nam,2005,32
nam,2006,32
nam,2007,32
nam,2008,32
nam,2009,32
nam,2010,32
nam,2011,32
nam,2012,52
nam,2013,52
nam,2014,52
nam,2015,52
nam,2016,52
nam,2017,44
nam,2018,44
nam,2019,44
ner,2004,36
ner,2005,36
ner,2006,36
ner,2007,36
ner,2008,36
ner,2009,36
ner,2010,36
ner,2011,36
ner,2012,36
ner,2013,36
ner,2014,36
ner,2015,36
ner,2016,36
ner,2017,36
ner,2018,13
ner,2019,13
nga,2013,92.2
nga,2014,92.2
nga,2015,92.2
nga,2016,92.2
nga,2017,91.66
nga,2018,91.66
nga,2019,91.66
nic,2004,131
nic,2005,131
nic,2006,131
nic,2007,131
nic,2008,131
nic,2009,131
nic,2010,131
nic,2011,56
nic,2012,56
nic,2013,56
nic,2014,56
nic,2015,56
nic,2016,56
nic,2017,56
nic,2018,56
nic,2019,56
nld,2004,5.5
nld,2005,5.5
nld,2006,5.5
nld,2007,5.5
nld,2008,5.5
nld,2009,5.5
nld,2010,5.5
nld,2011,5.5
nld,2012,5.5
nld,2013,2.5
nld,2014,2.5
nld,2015,2.5
nld,2016,2.5
nld,2017,2.5
nld,2018,2.5
nld,2019,2.5
nor,2004,1
nor,2005,1
nor,2006,1
nor,2007,3
nor,2008,3
nor,2009,3
nor,2010,3
nor,2011,3
nor,2012,3
nor,2013,3
nor,2014,3
nor,2015,3
nor,2016,3
nor,2017,3
nor,2018,3
nor,2019,3
npl,2004,6
npl,2005,6
npl,2006,6
npl,2007,6
npl,2008,6
npl,2009,6
npl,2010,6
npl,2011,6
npl,2012,6
npl,2013,6
npl,2014,6
npl,2015,6
npl,2016,6
npl,2017,6
npl,2018,6
npl,2019,6
nzl,2004,1
nzl,2005,1
nzl,2006,1
nzl,2007,1
nzl,2008,1
nzl,2009,1
nzl,2010,1
nzl,2011,1
nzl,2012,1
nzl,2013,1
nzl,2014,1
nzl,2015,1
nzl,2016,1
nzl,2017,1
nzl,2018,3.5
nzl,2019,3.5
omn,2004,30
omn,2005,30
omn,2006,30
omn,2007,30
omn,2008,30
omn,2009,30
omn,2010,30
omn,2011,30
omn,2012,30
omn,2013,30
omn,2014,30
omn,2015,30
omn,2016,30
omn,2017,30
omn,2018,30
omn,2019,18
pak,2013,156.5
pak,2014,156.5
pak,2015,156.5
pak,2016,156.5
pak,2017,156.5
pak,2018,144.6
pak,2019,104.725
pan,2004,44
pan,2005,44
pan,2006,44
pan,2007,44
pan,2008,44
pan,2009,32
pan,2010,32
pan,2011,32
pan,2012,28.5
pan,2013,29.5
pan,2014,22.5
pan,2015,22.5
pan,2016,22.5
pan,2017,22.5
pan,2018,22.5
pan,2019,22.5
per,2004,36
per,2005,36
per,2006,36
per,2007,36
per,2008,35.5
per,2009,17
per,2010,9.5
per,2011,9.5
per,2012,9.5
per,2013,9.5
per,2014,9.5
per,2015,9.5
per,2016,9.5
per,2017,9.5
per,2018,9.5
per,2019,9.5
phl,2004,35
phl,2005,35
phl,2006,35
phl,2007,35
phl,2008,35
phl,2009,35
phl,2010,35
phl,2011,35
phl,2012,35
phl,2013,35
phl,2014,35
phl,2015,35
phl,2016,35
phl,2017,35
phl,2018,35
phl,2019,35
plw,2004,14
plw,2005,14
plw,2006,14
plw,2007,14
plw,2008,14
plw,2009,14
plw,2010,14
plw,2011,14
plw,2012,14
plw,2013,14
plw,2014,14
plw,2015,14
plw,2016,14
plw,2017,14
plw,2018,14
plw,2019,14
png,2004,72
png,2005,72
png,2006,72
png,2007,72
png,2008,72
png,2009,72
png,2010,72
png,2011,72
png,2012,72
png,2013,72
png,2014,72
png,2015,72
png,2016,72
png,2017,72
png,2018,72
png,2019,72
pol,2004,204
pol,2005,195
pol,2006,195
pol,2007,195
pol,2008,195
pol,2009,195
pol,2010,150
pol,2011,150
pol,2012,52
pol,2013,33
pol,2014,33
pol,2015,33
pol,2016,33
pol,2017,33
pol,2018,80
pol,2019,135
pri,2004,194
pri,2005,194
pri,2006,194
pri,2007,194
pri,2008,193.5
pri,2009,194
pri,2010,193.5
pri,2011,193.5
pri,2012,193.5
pri,2013,193.5
pri,2014,193.5
pri,2015,193.5
pri,2016,191
pri,2017,191
pri,2018,191
pri,2019,190
prt,2004,83
prt,2005,83
prt,2006,81
prt,2007,42
prt,2008,42
prt,2009,12
prt,2010,1
prt,2011,1
prt,2012,1
prt,2013,1
prt,2014,1
prt,2015,1
prt,2016,1
prt,2017,1
prt,2018,10
prt,2019,10
pry,2004,46
pry,2005,46
pry,2006,46
pry,2007,46
pry,2008,46
pry,2009,46
pry,2010,46
pry,2011,46
pry,2012,46
pry,2013,46
pry,2014,46
pry,2015,46
pry,2016,46
pry,2017,46
pry,2018,46
pry,2019,46
pse,2004,66
pse,2005,66
pse,2006,66
pse,2007,66
pse,2008,66
pse,2009,61
pse,2010,61
pse,2011,61
pse,2012,51
pse,2013,51
pse,2014,51
pse,2015,51
pse,2016,51
pse,2017,51
pse,2018,35
pse,2019,35
qat,2007,12
qat,2008,12
qat,2009,12
qat,2010,12
qat,2011,12
qat,2012,12
qat,2013,12
qat,2014,12
qat,2015,12
qat,2016,12
qat,2017,12
qat,2018,12
qat,2019,1
rou,2004,72
rou,2005,72
rou,2006,72
rou,2007,72
rou,2008,72
rou,2009,13
rou,2010,13
rou,2011,13
rou,2012,13
rou,2013,13
rou,2014,13
rou,2015,13
rou,2016,15
rou,2017,15
rou,2018,14.5
rou,2019,14.5
rus,2013,24.75
rus,2014,21
rus,2015,17
rus,2016,17
rus,2017,14
rus,2018,14
rus,2019,14
rwa,2004,370
rwa,2005,370
rwa,2006,370
rwa,2007,370
rwa,2008,315
rwa,2009,80
rwa,2010,75
rwa,2011,47
rwa,2012,45
rwa,2013,32
rwa,2014,32
rwa,2015,32
rwa,2016,12
rwa,2017,7
rwa,2018,7
rwa,2019,7
sau,2004,8
sau,2005,8
sau,2006,8
sau,2007,8
sau,2008,8
sau,2009,8
sau,2010,8
sau,2011,8
sau,2012,8
sau,2013,8
sau,2014,8
sau,2015,6
sau,2016,3
sau,2017,1.5
sau,2018,1.5
sau,2019,1.5
sdn,2004,11
sdn,2005,11
sdn,2006,11
sdn,2007,11
sdn,2008,11
sdn,2009,11
sdn,2010,11
sdn,2011,11
sdn,2012,11
sdn,2013,11
sdn,2014,11
sdn,2015,11
sdn,2016,11
sdn,2017,11
sdn,2018,11
sdn,2019,11
sen,2004,145
sen,2005,145
sen,2006,145
sen,2007,145
sen,2008,124
sen,2009,124
sen,2010,122
sen,2011,122
sen,2012,122
sen,2013,122
sen,2014,71
sen,2015,71
sen,2016,71
sen,2017,56
sen,2018,41
sen,2019,41
sgp,2004,20
sgp,2005,20
sgp,2006,20
sgp,2007,20
sgp,2008,19
sgp,2009,19
sgp,2010,19
sgp,2011,19
sgp,2012,19
sgp,2013,4.5
sgp,2014,4.5
sgp,2015,4.5
sgp,2016,4.5
sgp,2017,4.5
sgp,2018,4.5
sgp,2019,4.5
slb,2004,301
slb,2005,301
slb,2006,301
slb,2007,301
slb,2008,301
slb,2009,301
slb,2010,87
slb,2011,85
slb,2012,87
slb,2013,86.5
slb,2014,86.5
slb,2015,86.5
slb,2016,86.5
slb,2017,86.5
slb,2018,86.5
slb,2019,86.5
sle,2004,236
sle,2005,236
sle,2006,236
sle,2007,235
sle,2008,86
sle,2009,236
sle,2010,86
sle,2011,86
sle,2012,67
sle,2013,67
sle,2014,56
sle,2015,56
sle,2016,56
sle,2017,56
sle,2018,56
sle,2019,56
slv,2004,52
slv,2005,52
slv,2006,33
slv,2007,31
slv,2008,31
slv,2009,31
slv,2010,31
slv,2011,31
slv,2012,31
slv,2013,31
slv,2014,31
slv,2015,31
slv,2016,31
slv,2017,31
slv,2018,31
slv,2019,31
smr,2012,42.5
smr,2013,42.5
smr,2014,42.5
smr,2015,42.5
smr,2016,42.5
smr,2017,42.5
smr,2018,42.5
smr,2019,42.5
som,2015,188
som,2016,188
som,2017,188
som,2018,188
som,2019,188
srb,2004,109
srb,2005,109
srb,2006,109
srb,2007,109
srb,2008,109
srb,2009,109
srb,2010,89
srb,2011,34
srb,2012,34
srb,2013,34
srb,2014,52
srb,2015,52
srb,2016,34
srb,2017,34
srb,2018,34
srb,2019,33
ssd,2012,48
ssd,2013,48
ssd,2014,48
ssd,2015,48
ssd,2016,48
ssd,2017,48
ssd,2018,48
ssd,2019,48
stp,2004,50
stp,2005,50
stp,2006,50
stp,2007,50
stp,2008,50
stp,2009,50
stp,2010,50
stp,2011,50
stp,2012,52
stp,2013,52
stp,2014,52
stp,2015,52
stp,2016,52
stp,2017,52
stp,2018,52
stp,2019,52
sur,2005,193
sur,2006,193
sur,2007,193
sur,2008,193
sur,2009,196
sur,2010,196
sur,2011,196
sur,2012,196
sur,2013,106
sur,2014,46
sur,2015,46
sur,2016,46
sur,2017,46
sur,2018,46
sur,2019,46
svk,2004,22
svk,2005,17
svk,2006,17
svk,2007,16.5
svk,2008,16.5
svk,2009,16.5
svk,2010,16.5
svk,2011,16.5
svk,2012,16.5
svk,2013,16.5
svk,2014,16.5
svk,2015,16.5
svk,2016,16.5
svk,2017,16.5
svk,2018,16.5
svk,2019,16.5
svn,2004,391
svn,2005,391
svn,2006,391
svn,2007,391
svn,2008,391
svn,2009,391
svn,2010,113.5
svn,2011,110.5
svn,2012,95.5
svn,2013,80.5
svn,2014,65.5
svn,2015,50.5
svn,2016,50.5
svn,2017,50.5
svn,2018,50.5
svn,2019,50.5
swe,2004,15
swe,2005,15
swe,2006,15
swe,2007,15
swe,2008,15
swe,2009,15
swe,2010,7
swe,2011,7
swe,2012,30
swe,2013,28
swe,2014,14
swe,2015,14
swe,2016,7
swe,2017,7
swe,2018,7
swe,2019,7
swz,2005,44
swz,2006,44
swz,2007,44
swz,2008,44
swz,2009,44
swz,2010,42
swz,2011,21
swz,2012,21
swz,2013,21
swz,2014,21
swz,2015,21
swz,2016,21
swz,2017,21
swz,2018,21
swz,2019,21
syc,2005,33
syc,2006,33
syc,2007,33
syc,2008,33
syc,2009,33
syc,2010,33
syc,2011,33
syc,2012,33
syc,2013,33
syc,2014,33
syc,2015,33
syc,2016,33
syc,2017,33
syc,2018,33
syc,2019,33
syr,2004,27
syr,2005,27
syr,2006,27
syr,2007,27
syr,2008,19
syr,2009,19
syr,2010,19
syr,2011,19
syr,2012,19
syr,2013,19
syr,2014,19
syr,2015,19
syr,2016,48
syr,2017,48
syr,2018,48
syr,2019,48
tcd,2004,44
tcd,2005,44
tcd,2006,44
tcd,2007,44
tcd,2008,44
tcd,2009,44
tcd,2010,44
tcd,2011,44
tcd,2012,44
tcd,2013,44
tcd,2014,44
tcd,2015,44
tcd,2016,44
tcd,2017,44
tcd,2018,44
tcd,2019,29
tgo,2004,295
tgo,2005,295
tgo,2006,295
tgo,2007,295
tgo,2008,295
tgo,2009,295
tgo,2010,295
tgo,2011,295
tgo,2012,295
tgo,2013,295
tgo,2014,295
tgo,2015,288
tgo,2016,283
tgo,2017,283
tgo,2018,84
tgo,2019,35
tha,2004,9
tha,2005,9
tha,2006,9
tha,2007,9
tha,2008,9
tha,2009,9
tha,2010,9
tha,2011,9
tha,2012,9
tha,2013,9
tha,2014,9
tha,2015,9
tha,2016,9
tha,2017,9
tha,2018,9
tha,2019,9
tjk,2005,37
tjk,2006,37
tjk,2007,37
tjk,2008,37
tjk,2009,37
tjk,2010,37
tjk,2011,37
tjk,2012,37
tjk,2013,37
tjk,2014,37
tjk,2015,37
tjk,2016,34
tjk,2017,33
tjk,2018,33
tjk,2019,33
ton,2004,112
ton,2005,112
ton,2006,112
ton,2007,112
ton,2008,112
ton,2009,112
ton,2010,112
ton,2011,112
ton,2012,112
ton,2013,112
ton,2014,112
ton,2015,112
ton,2016,112
ton,2017,112
ton,2018,112
ton,2019,112
tto,2005,113
tto,2006,113
tto,2007,113
tto,2008,113
tto,2009,113
tto,2010,113
tto,2011,113
tto,2012,77
tto,2013,77
tto,2014,77
tto,2015,77
tto,2016,77
tto,2017,77
tto,2018,77
tto,2019,77
tun,2004,48
tun,2005,48
tun,2006,48
tun,2007,40
tun,2008,40
tun,2009,40
tun,2010,40
tun,2011,40
tun,2012,40
tun,2013,40
tun,2014,40
tun,2015,40
tun,2016,40
tun,2017,40
tun,2018,40
tun,2019,35
tur,2004,7
tur,2005,7
tur,2006,7
tur,2007,7
tur,2008,7
tur,2009,7
tur,2010,7
tur,2011,7
tur,2012,7
tur,2013,7
tur,2014,6
tur,2015,6
tur,2016,6
tur,2017,6
tur,2018,5
tur,2019,4.5
tza,2004,77
tza,2005,73
tza,2006,77
tza,2007,73
tza,2008,73
tza,2009,73
tza,2010,73
tza,2011,73
tza,2012,67
tza,2013,67
tza,2014,67
tza,2015,67
tza,2016,67
tza,2017,67
tza,2018,67
tza,2019,67
uga,2004,66
uga,2005,66
uga,2006,66
uga,2007,66
uga,2008,66
uga,2009,66
uga,2010,66
uga,2011,40
uga,2012,51
uga,2013,46
uga,2014,42
uga,2015,42
uga,2016,42
uga,2017,42
uga,2018,42
uga,2019,42
ukr,2004,113
ukr,2005,113
ukr,2006,113
ukr,2007,113
ukr,2008,113
ukr,2009,113
ukr,2010,117
ukr,2011,117
ukr,2012,69
ukr,2013,45
ukr,2014,27
ukr,2015,16
ukr,2016,16
ukr,2017,16
ukr,2018,15
ukr,2019,15
ury,2004,66
ury,2005,66
ury,2006,66
ury,2007,66
ury,2008,66
ury,2009,66
ury,2010,66
ury,2011,66
ury,2012,66
ury,2013,66
ury,2014,66
ury,2015,66
ury,2016,66
ury,2017,66
ury,2018,66
ury,2019,66
usa,2013,15.2
usa,2014,15.2
usa,2015,15.2
usa,2016,15.2
usa,2017,15.2
usa,2018,15.2
usa,2019,15.2
uzb,2004,62
uzb,2005,62
uzb,2006,62
uzb,2007,62
uzb,2008,62
uzb,2009,62
uzb,2010,62
uzb,2011,62
uzb,2012,62
uzb,2013,62
uzb,2014,55
uzb,2015,46
uzb,2016,43
uzb,2017,43
uzb,2018,43
uzb,2019,43
vct,2005,38
vct,2006,38
vct,2007,38
vct,2008,38
vct,2009,38
vct,2010,38
vct,2011,38
vct,2012,38
vct,2013,38
vct,2014,38
vct,2015,38
vct,2016,47
vct,2017,47
vct,2018,47
vct,2019,47
ven,2004,48
ven,2005,48
ven,2006,48
ven,2007,40
ven,2008,40
ven,2009,40
ven,2010,54
ven,2011,54
ven,2012,53
ven,2013,53
ven,2014,53
ven,2015,53
ven,2016,53
ven,2017,53
ven,2018,53
ven,2019,53
vnm,2004,67.5
vnm,2005,67.5
vnm,2006,67.5
vnm,2007,67.5
vnm,2008,57.5
vnm,2009,57.5
vnm,2010,57.5
vnm,2011,57.5
vnm,2012,57.5
vnm,2013,57.5
vnm,2014,57.5
vnm,2015,57.5
vnm,2016,57.5
vnm,2017,57.5
vnm,2018,53.5
vnm,2019,53.5
vut,2004,208
vut,2005,208
vut,2006,208
vut,2007,208
vut,2008,208
vut,2009,208
vut,2010,208
vut,2011,118
vut,2012,118
vut,2013,118
vut,2014,58
vut,2015,58
vut,2016,58
vut,2017,58
vut,2018,58
vut,2019,58
wsm,2004,147
wsm,2005,147
wsm,2006,147
wsm,2007,147
wsm,2008,147
wsm,2009,147
wsm,2010,27
wsm,2011,15
wsm,2012,15
wsm,2013,15
wsm,2014,15
wsm,2015,15
wsm,2016,15
wsm,2017,15
wsm,2018,15
wsm,2019,15
yem,2004,19
yem,2005,19
yem,2006,19
yem,2007,19
yem,2008,19
yem,2009,19
yem,2010,19
yem,2011,19
yem,2012,19
yem,2013,19
yem,2014,19
yem,2015,19
yem,2016,19
yem,2017,19
yem,2018,19
yem,2019,19
zaf,2004,23
zaf,2005,23
zaf,2006,23
zaf,2007,23
zaf,2008,23
zaf,2009,23
zaf,2010,23
zaf,2011,23
zaf,2012,23
zaf,2013,23
zaf,2014,23
zaf,2015,23
zaf,2016,23
zaf,2017,23
zaf,2018,23
zaf,2019,23
zmb,2004,73
zmb,2005,73
zmb,2006,73
zmb,2007,73
zmb,2008,42
zmb,2009,42
zmb,2010,45
zmb,2011,45
zmb,2012,45
zmb,2013,45
zmb,2014,45
zmb,2015,45
zmb,2016,45
zmb,2017,45
zmb,2018,45
zmb,2019,45
zwe,2004,30
zwe,2005,30
zwe,2006,30
zwe,2007,30
zwe,2008,30
zwe,2009,30
zwe,2010,30
zwe,2011,31
zwe,2012,36
zwe,2013,36
zwe,2014,36
zwe,2015,36
zwe,2016,36
zwe,2017,36
zwe,2018,36
zwe,2019,29
