geo,time,sh_hiv_incd_tl_p3
npl,2016,0.04
npl,2017,0.04
npl,2018,0.03
npl,2019,0.03
npl,2020,0.03
nzl,1990,0.03
nzl,1991,0.03
nzl,1992,0.02
nzl,1993,0.02
nzl,1994,0.02
nzl,1995,0.02
nzl,1996,0.02
nzl,1997,0.02
nzl,1998,0.02
nzl,1999,0.02
nzl,2000,0.02
nzl,2001,0.02
nzl,2002,0.03
nzl,2003,0.03
nzl,2004,0.03
nzl,2005,0.03
nzl,2006,0.04
nzl,2007,0.04
nzl,2008,0.04
nzl,2009,0.04
nzl,2010,0.04
nzl,2011,0.03
nzl,2012,0.03
nzl,2013,0.03
nzl,2014,0.03
nzl,2015,0.03
nzl,2016,0.03
nzl,2017,0.03
nzl,2018,0.03
nzl,2019,0.02
nzl,2020,0.02
pak,1990,0.01
pak,1991,0.01
pak,1992,0.01
pak,1993,0.01
pak,1994,0.01
pak,1995,0.01
pak,1996,0.01
pak,1997,0.01
pak,1998,0.01
pak,1999,0.01
pak,2000,0.01
pak,2001,0.01
pak,2002,0.01
pak,2003,0.01
pak,2004,0.01
pak,2005,0.05
pak,2006,0.06
pak,2007,0.07
pak,2008,0.08
pak,2009,0.08
pak,2010,0.08
pak,2011,0.08
pak,2012,0.08
pak,2013,0.09
pak,2014,0.09
pak,2015,0.1
pak,2016,0.1
pak,2017,0.1
pak,2018,0.11
pak,2019,0.11
pak,2020,0.12
pan,1990,0.31
pan,1991,0.34
pan,1992,0.37
pan,1993,0.39
pan,1994,0.4
pan,1995,0.41
pan,1996,0.41
pan,1997,0.4
pan,1998,0.4
pan,1999,0.39
pan,2000,0.39
pan,2001,0.39
pan,2002,0.39
pan,2003,0.39
pan,2004,0.4
pan,2005,0.4
pan,2006,0.42
pan,2007,0.43
pan,2008,0.44
pan,2009,0.45
pan,2010,0.46
pan,2011,0.46
pan,2012,0.47
pan,2013,0.47
pan,2014,0.47
pan,2015,0.47
pan,2016,0.47
pan,2017,0.46
pan,2018,0.46
pan,2019,0.45
pan,2020,0.44
per,1990,0.3
per,1991,0.26
per,1992,0.23
per,1993,0.21
per,1994,0.2
per,1995,0.19
per,1996,0.19
per,1997,0.19
per,1998,0.19
per,1999,0.19
per,2000,0.19
per,2001,0.19
per,2002,0.19
per,2003,0.18
per,2004,0.18
per,2005,0.18
per,2006,0.18
per,2007,0.17
per,2008,0.16
per,2009,0.16
per,2010,0.15
per,2011,0.13
per,2012,0.13
per,2013,0.12
per,2014,0.12
per,2015,0.12
per,2016,0.13
per,2017,0.13
per,2018,0.14
per,2019,0.14
per,2020,0.13
phl,1990,0.01
phl,1991,0.01
phl,1992,0.01
phl,1993,0.01
phl,1994,0.01
phl,1995,0.01
phl,1996,0.01
phl,1997,0.01
phl,1998,0.01
phl,1999,0.01
phl,2000,0.01
phl,2001,0.01
phl,2002,0.01
phl,2003,0.01
phl,2004,0.01
phl,2005,0.01
phl,2006,0.02
phl,2007,0.02
phl,2008,0.02
phl,2009,0.04
phl,2010,0.05
phl,2011,0.05
phl,2012,0.06
phl,2013,0.07
phl,2014,0.09
phl,2015,0.1
phl,2016,0.1
phl,2017,0.12
phl,2018,0.13
phl,2019,0.14
phl,2020,0.15
png,1990,0.01
png,1991,0.02
png,1992,0.03
png,1993,0.04
png,1994,0.07
png,1995,0.1
png,1996,0.16
png,1997,0.24
png,1998,0.34
png,1999,0.46
png,2000,0.57
png,2001,0.65
png,2002,0.68
png,2003,0.66
png,2004,0.6
png,2005,0.53
png,2006,0.45
png,2007,0.4
png,2008,0.37
png,2009,0.35
png,2010,0.36
png,2011,0.35
png,2012,0.36
png,2013,0.37
png,2014,0.38
png,2015,0.39
png,2016,0.4
png,2017,0.4
png,2018,0.4
png,2019,0.39
png,2020,0.39
prt,1990,0.3
prt,1991,0.33
prt,1992,0.33
prt,1993,0.32
prt,1994,0.3
prt,1995,0.29
prt,1996,0.27
prt,1997,0.25
prt,1998,0.24
prt,1999,0.23
prt,2000,0.22
prt,2001,0.21
prt,2002,0.2
prt,2003,0.2
prt,2004,0.19
prt,2005,0.19
prt,2006,0.18
prt,2007,0.18
prt,2008,0.17
prt,2009,0.16
prt,2010,0.16
prt,2011,0.15
prt,2012,0.14
prt,2013,0.13
prt,2014,0.12
prt,2015,0.11
prt,2016,0.1
prt,2017,0.09
prt,2018,0.08
prt,2019,0.07
prt,2020,0.07
pry,1990,0.1
pry,1991,0.08
pry,1992,0.09
pry,1993,0.11
pry,1994,0.17
pry,1995,0.23
pry,1996,0.28
pry,1997,0.32
pry,1998,0.36
pry,1999,0.36
pry,2000,0.35
pry,2001,0.33
pry,2002,0.31
pry,2003,0.29
pry,2004,0.27
pry,2005,0.25
pry,2006,0.2
pry,2007,0.19
pry,2008,0.19
pry,2009,0.18
pry,2010,0.17
pry,2011,0.16
pry,2012,0.16
pry,2013,0.16
pry,2014,0.16
pry,2015,0.16
pry,2016,0.15
pry,2017,0.14
pry,2018,0.13
pry,2019,0.13
pry,2020,0.13
qat,1990,0.02
qat,1991,0.01
qat,1992,0.01
qat,1993,0.01
qat,1994,0.01
qat,1995,0.01
qat,1996,0.01
qat,1997,0.01
qat,1998,0.01
qat,1999,0.01
qat,2000,0.02
qat,2001,0.02
qat,2002,0.03
qat,2003,0.03
qat,2004,0.04
qat,2005,0.04
qat,2006,0.04
qat,2007,0.03
qat,2008,0.03
qat,2009,0.03
qat,2010,0.02
qat,2011,0.02
qat,2012,0.02
qat,2013,0.02
qat,2014,0.02
qat,2015,0.03
qat,2016,0.03
qat,2017,0.04
qat,2018,0.05
qat,2019,0.06
qat,2020,0.07
rou,1990,0.09
rou,1991,0.05
rou,1992,0.05
rou,1993,0.05
rou,1994,0.05
rou,1995,0.06
rou,1996,0.06
rou,1997,0.06
rou,1998,0.06
rou,1999,0.06
rou,2000,0.06
rou,2001,0.06
rou,2002,0.05
rou,2003,0.05
rou,2004,0.04
rou,2005,0.04
rou,2006,0.04
rou,2007,0.04
rou,2008,0.04
rou,2009,0.04
rou,2010,0.04
rou,2011,0.04
rou,2012,0.04
rou,2013,0.04
rou,2014,0.04
rou,2015,0.04
rou,2016,0.04
rou,2017,0.04
rou,2018,0.04
rou,2019,0.04
rou,2020,0.04
rwa,1990,3.08
rwa,1991,3.36
rwa,1992,3.6
rwa,1993,3.75
rwa,1994,3.9
rwa,1995,4.08
rwa,1996,4.17
rwa,1997,4.01
rwa,1998,3.63
rwa,1999,3.44
rwa,2000,3.19
rwa,2001,2.91
rwa,2002,2.73
rwa,2003,2.23
rwa,2004,1.98
rwa,2005,1.77
rwa,2006,1.62
rwa,2007,1.4
rwa,2008,1.27
rwa,2009,1.11
rwa,2010,1.02
rwa,2011,0.82
rwa,2012,0.78
rwa,2013,0.68
rwa,2014,0.6
rwa,2015,0.53
rwa,2016,0.51
rwa,2017,0.45
rwa,2018,0.42
rwa,2019,0.37
rwa,2020,0.34
sau,1990,0.01
sau,1991,0.01
sau,1992,0.01
sau,1993,0.01
sau,1994,0.01
sau,1995,0.01
sau,1996,0.01
sau,1997,0.01
sau,1998,0.01
sau,1999,0.02
sau,2000,0.02
sau,2001,0.02
sau,2002,0.02
sau,2003,0.02
sau,2004,0.02
sau,2005,0.02
sau,2006,0.02
sau,2007,0.02
sau,2008,0.02
sau,2009,0.02
sau,2010,0.02
sau,2011,0.02
sau,2012,0.03
sau,2013,0.03
sau,2014,0.03
sau,2015,0.04
sau,2016,0.04
sau,2017,0.04
sau,2018,0.04
sau,2019,0.05
sau,2020,0.05
sdn,1990,0.03
sdn,1991,0.04
sdn,1992,0.06
sdn,1993,0.09
sdn,1994,0.15
sdn,1995,0.17
sdn,1996,0.18
sdn,1997,0.19
sdn,1998,0.18
sdn,1999,0.18
sdn,2000,0.18
sdn,2001,0.18
sdn,2002,0.17
sdn,2003,0.16
sdn,2004,0.12
sdn,2005,0.12
sdn,2006,0.12
sdn,2007,0.13
sdn,2008,0.13
sdn,2009,0.12
sdn,2010,0.11
sdn,2011,0.11
sdn,2012,0.1
sdn,2013,0.1
sdn,2014,0.1
sdn,2015,0.1
sdn,2016,0.1
sdn,2017,0.09
sdn,2018,0.09
sdn,2019,0.09
sdn,2020,0.09
sen,1990,0.23
sen,1991,0.26
sen,1992,0.31
sen,1993,0.36
sen,1994,0.42
sen,1995,0.47
sen,1996,0.52
sen,1997,0.57
sen,1998,0.6
sen,1999,0.62
sen,2000,0.64
sen,2001,0.64
sen,2002,0.62
sen,2003,0.58
sen,2004,0.53
sen,2005,0.49
sen,2006,0.42
sen,2007,0.35
sen,2008,0.25
sen,2009,0.21
sen,2010,0.18
sen,2011,0.15
sen,2012,0.13
sen,2013,0.11
sen,2014,0.11
sen,2015,0.1
sen,2016,0.09
sen,2017,0.09
sen,2018,0.09
sen,2019,0.08
sen,2020,0.08
sgp,1990,0.06
sgp,1991,0.07
sgp,1992,0.09
sgp,1993,0.1
sgp,1994,0.11
sgp,1995,0.11
sgp,1996,0.11
sgp,1997,0.12
sgp,1998,0.12
sgp,1999,0.12
sgp,2000,0.12
sgp,2001,0.12
sgp,2002,0.13
sgp,2003,0.14
sgp,2004,0.14
sgp,2005,0.14
sgp,2006,0.15
sgp,2007,0.14
sgp,2008,0.14
sgp,2009,0.13
sgp,2010,0.12
sgp,2011,0.11
sgp,2012,0.1
sgp,2013,0.08
sgp,2014,0.07
sgp,2015,0.06
sgp,2016,0.05
sgp,2017,0.04
sgp,2018,0.03
sgp,2019,0.02
sgp,2020,0.01
sle,1990,0.98
sle,1991,1.11
sle,1992,1.2
sle,1993,1.3
sle,1994,1.37
sle,1995,1.42
sle,1996,1.45
sle,1997,1.46
sle,1998,1.48
sle,1999,1.47
sle,2000,1.45
sle,2001,1.42
sle,2002,1.4
sle,2003,1.37
sle,2004,1.33
sle,2005,1.3
sle,2006,1.24
sle,2007,1.21
sle,2008,1.15
sle,2009,1.12
sle,2010,1.05
sle,2011,0.99
sle,2012,0.93
sle,2013,0.93
sle,2014,0.94
sle,2015,0.9
sle,2016,0.87
sle,2017,0.83
sle,2018,0.77
sle,2019,0.74
sle,2020,0.7
slv,1990,0.07
slv,1991,0.09
slv,1992,0.13
slv,1993,0.17
slv,1994,0.2
slv,1995,0.23
slv,1996,0.26
slv,1997,0.28
slv,1998,0.3
slv,1999,0.31
slv,2000,0.32
slv,2001,0.32
slv,2002,0.32
slv,2003,0.31
slv,2004,0.31
slv,2005,0.3
slv,2006,0.3
slv,2007,0.29
slv,2008,0.28
slv,2009,0.27
slv,2010,0.26
slv,2011,0.25
slv,2012,0.23
slv,2013,0.22
slv,2014,0.21
slv,2015,0.2
slv,2016,0.18
slv,2017,0.17
slv,2018,0.16
slv,2019,0.14
slv,2020,0.13
som,1990,0.06
som,1991,0.08
som,1992,0.09
som,1993,0.11
som,1994,0.13
som,1995,0.15
som,1996,0.17
som,1997,0.18
som,1998,0.2
som,1999,0.21
som,2000,0.21
som,2001,0.21
som,2002,0.2
som,2003,0.19
som,2004,0.17
som,2005,0.16
som,2006,0.14
som,2007,0.12
som,2008,0.1
som,2009,0.08
som,2010,0.06
som,2011,0.05
som,2012,0.04
som,2013,0.03
som,2014,0.03
som,2015,0.02
som,2016,0.02
som,2017,0.02
som,2018,0.02
som,2019,0.02
som,2020,0.02
srb,1990,0.02
srb,1991,0.02
srb,1992,0.01
srb,1993,0.01
srb,1994,0.01
srb,1995,0.01
srb,1996,0.01
srb,1997,0.01
srb,1998,0.01
srb,1999,0.01
srb,2000,0.01
srb,2001,0.01
srb,2002,0.01
srb,2003,0.01
srb,2004,0.01
srb,2005,0.01
srb,2006,0.01
srb,2007,0.02
srb,2008,0.02
srb,2009,0.02
srb,2010,0.02
srb,2011,0.02
srb,2012,0.02
srb,2013,0.02
srb,2014,0.02
srb,2015,0.02
srb,2016,0.02
srb,2017,0.02
srb,2018,0.02
srb,2019,0.02
srb,2020,0.02
ssd,1990,1
ssd,1991,1.14
ssd,1992,1.31
ssd,1993,1.42
ssd,1994,1.51
ssd,1995,1.68
ssd,1996,1.73
ssd,1997,1.75
ssd,1998,1.77
ssd,1999,1.8
ssd,2000,1.72
ssd,2001,1.66
ssd,2002,1.65
ssd,2003,1.6
ssd,2004,1.54
ssd,2005,1.51
ssd,2006,1.47
ssd,2007,1.46
ssd,2008,1.45
ssd,2009,1.46
ssd,2010,1.41
ssd,2011,1.4
ssd,2012,1.4
ssd,2013,1.39
ssd,2014,1.39
ssd,2015,1.36
ssd,2016,1.37
ssd,2017,1.35
ssd,2018,1.35
ssd,2019,1.37
ssd,2020,1.37
sur,1990,0.3
sur,1991,0.36
sur,1992,0.44
sur,1993,0.52
sur,1994,0.62
sur,1995,0.7
sur,1996,0.8
sur,1997,0.87
sur,1998,0.92
sur,1999,0.97
sur,2000,1.01
sur,2001,0.99
sur,2002,0.98
sur,2003,0.91
sur,2004,0.84
sur,2005,0.77
sur,2006,0.72
sur,2007,0.66
sur,2008,0.61
sur,2009,0.6
sur,2010,0.59
sur,2011,0.53
sur,2012,0.49
sur,2013,0.44
sur,2014,0.41
sur,2015,0.38
sur,2016,0.36
sur,2017,0.33
sur,2018,0.32
sur,2019,0.3
sur,2020,0.3
svn,1990,0.01
svn,1991,0.01
svn,1992,0.01
svn,1993,0.01
svn,1994,0.01
svn,1995,0.01
svn,1996,0.01
svn,1997,0.01
svn,1998,0.01
svn,1999,0.01
svn,2000,0.02
svn,2001,0.02
svn,2002,0.02
svn,2003,0.03
svn,2004,0.03
svn,2005,0.03
svn,2006,0.03
svn,2007,0.03
svn,2008,0.03
svn,2009,0.03
svn,2010,0.02
svn,2011,0.02
svn,2012,0.02
svn,2013,0.02
svn,2014,0.02
svn,2015,0.01
svn,2016,0.01
svn,2017,0.01
svn,2018,0.01
svn,2019,0.01
svn,2020,0.01
swz,1990,3.04
swz,1991,5.66
swz,1992,9.51
swz,1993,14.19
swz,1994,18.3
swz,1995,20.96
swz,1996,22.18
swz,1997,21.94
swz,1998,21.28
swz,1999,20.3
swz,2000,19.47
swz,2001,18.98
swz,2002,18.55
swz,2003,18.21
swz,2004,18.12
swz,2005,17.96
swz,2006,17.07
swz,2007,16.81
swz,2008,16.94
swz,2009,16.15
swz,2010,15.7
swz,2011,14.75
swz,2012,14.45
swz,2013,14.07
swz,2014,13.52
swz,2015,11.81
swz,2016,10.17
swz,2017,8.64
swz,2018,6.76
swz,2019,6
swz,2020,5.28
syr,1990,0.01
syr,1991,0.01
syr,1992,0.01
syr,1993,0.01
syr,1994,0.01
syr,1995,0.01
syr,1996,0.01
syr,1997,0.01
syr,1998,0.01
syr,1999,0.01
syr,2000,0.01
syr,2001,0.01
syr,2002,0.01
syr,2003,0.01
syr,2004,0.01
syr,2005,0.01
syr,2006,0.01
syr,2007,0.01
syr,2008,0.01
syr,2009,0.01
syr,2010,0.01
syr,2011,0.01
syr,2012,0.01
syr,2013,0.01
syr,2014,0.01
syr,2015,0.01
syr,2016,0.01
syr,2017,0.01
syr,2018,0.01
syr,2019,0.01
syr,2020,0.01
tcd,1990,1.4
tcd,1991,1.65
tcd,1992,1.83
tcd,1993,1.85
tcd,1994,1.86
tcd,1995,1.78
tcd,1996,1.76
tcd,1997,1.66
tcd,1998,1.51
tcd,1999,1.45
tcd,2000,1.33
tcd,2001,1.26
tcd,2002,1.17
tcd,2003,1.1
tcd,2004,1.04
tcd,2005,0.98
tcd,2006,0.9
tcd,2007,0.83
tcd,2008,0.79
tcd,2009,0.7
tcd,2010,0.62
tcd,2011,0.57
tcd,2012,0.53
tcd,2013,0.47
tcd,2014,0.4
tcd,2015,0.39
tcd,2016,0.35
tcd,2017,0.33
tcd,2018,0.3
tcd,2019,0.26
tcd,2020,0.22
tgo,1990,1.85
tgo,1991,2.06
tgo,1992,2.3
tgo,1993,2.57
tgo,1994,2.87
tgo,1995,3.06
tgo,1996,3.24
tgo,1997,3.31
tgo,1998,3.12
tgo,1999,2.91
tgo,2000,2.67
tgo,2001,2.42
tgo,2002,2.21
tgo,2003,2.03
tgo,2004,1.92
tgo,2005,1.83
tgo,2006,1.69
tgo,2007,1.63
tgo,2008,1.51
tgo,2009,1.4
tgo,2010,1.24
tgo,2011,1.01
tgo,2012,0.91
tgo,2013,0.82
tgo,2014,0.77
tgo,2015,0.76
tgo,2016,0.69
tgo,2017,0.65
tgo,2018,0.56
tgo,2019,0.51
tgo,2020,0.45
tha,1990,2.52
tha,1991,2.77
tha,1992,2.64
tha,1993,2.09
tha,1994,1.68
tha,1995,1.37
tha,1996,1.13
tha,1997,0.94
tha,1998,0.83
tha,1999,0.74
tha,2000,0.66
tha,2001,0.59
tha,2002,0.52
tha,2003,0.47
tha,2004,0.42
tha,2005,0.36
tha,2006,0.32
tha,2007,0.29
tha,2008,0.26
tha,2009,0.24
tha,2010,0.23
tha,2011,0.21
tha,2012,0.2
tha,2013,0.18
tha,2014,0.17
tha,2015,0.16
tha,2016,0.14
tha,2017,0.13
tha,2018,0.12
tha,2019,0.11
tha,2020,0.1
tjk,1990,0.01
tjk,1991,0.01
tjk,1992,0.01
tjk,1993,0.01
tjk,1994,0.01
tjk,1995,0.01
tjk,1996,0.01
tjk,1997,0.01
tjk,1998,0.01
tjk,1999,0.01
tjk,2000,0.01
tjk,2001,0.01
tjk,2002,0.01
tjk,2003,0.02
tjk,2004,0.03
tjk,2005,0.05
tjk,2006,0.08
tjk,2007,0.11
tjk,2008,0.14
tjk,2009,0.17
tjk,2010,0.19
tjk,2011,0.19
tjk,2012,0.19
tjk,2013,0.18
tjk,2014,0.17
tjk,2015,0.15
tjk,2016,0.14
tjk,2017,0.13
tjk,2018,0.12
tjk,2019,0.11
tjk,2020,0.09
tls,1990,0.01
tls,1991,0.02
tls,1992,0.02
tls,1993,0.02
tls,1994,0.02
tls,1995,0.02
tls,1996,0.03
tls,1997,0.03
tls,1998,0.03
tls,1999,0.03
tls,2000,0.03
tls,2001,0.04
tls,2002,0.04
tls,2003,0.04
tls,2004,0.05
tls,2005,0.05
tls,2006,0.05
tls,2007,0.06
tls,2008,0.06
tls,2009,0.07
tls,2010,0.07
tls,2011,0.08
tls,2012,0.08
tls,2013,0.09
tls,2014,0.09
tls,2015,0.09
tls,2016,0.1
tls,2017,0.1
tls,2018,0.11
tls,2019,0.11
tls,2020,0.1
tto,1990,0.31
tto,1991,0.37
tto,1992,0.43
tto,1993,0.5
tto,1994,0.57
tto,1995,0.64
tto,1996,0.71
tto,1997,0.77
tto,1998,0.82
tto,1999,0.87
tto,2000,0.89
tto,2001,0.89
tto,2002,0.88
tto,2003,0.84
tto,2004,0.79
tto,2005,0.72
tto,2006,0.65
tto,2007,0.58
tto,2008,0.5
tto,2009,0.44
tto,2010,0.35
tto,2011,0.28
tto,2012,0.23
tto,2013,0.19
tto,2014,0.16
tto,2015,0.14
tto,2016,0.11
tto,2017,0.1
tto,2018,0.09
tto,2019,0.08
tto,2020,0.07
tun,1990,0.01
tun,1991,0.01
tun,1992,0.01
tun,1993,0.01
tun,1994,0.01
tun,1995,0.01
tun,1996,0.01
tun,1997,0.01
tun,1998,0.01
tun,1999,0.02
tun,2000,0.02
tun,2001,0.02
tun,2002,0.02
tun,2003,0.03
tun,2004,0.03
tun,2005,0.03
tun,2006,0.03
tun,2007,0.02
tun,2008,0.02
tun,2009,0.02
tun,2010,0.02
tun,2011,0.02
tun,2012,0.03
tun,2013,0.03
tun,2014,0.03
tun,2015,0.03
tun,2016,0.03
tun,2017,0.03
tun,2018,0.03
tun,2019,0.03
tun,2020,0.03
tza,1990,5.02
tza,1991,5.33
tza,1992,5.52
tza,1993,5.55
tza,1994,5.49
tza,1995,5.31
tza,1996,5.11
tza,1997,4.9
tza,1998,4.71
tza,1999,4.48
tza,2000,4.32
tza,2001,4.12
tza,2002,3.95
tza,2003,3.76
tza,2004,3.61
tza,2005,3.45
tza,2006,3.3
tza,2007,3.08
tza,2008,2.92
tza,2009,2.73
tza,2010,2.62
tza,2011,2.52
tza,2012,2.4
tza,2013,2.24
tza,2014,2.18
tza,2015,2.08
tza,2016,1.99
tza,2017,1.83
tza,2018,1.66
tza,2019,1.49
tza,2020,1.26
uga,1990,7.47
uga,1991,6.92
uga,1992,6.6
uga,1993,6.32
uga,1994,6.12
uga,1995,5.88
uga,1996,5.67
uga,1997,5.44
uga,1998,5.26
uga,1999,5.09
uga,2000,4.92
uga,2001,4.78
uga,2002,4.6
uga,2003,4.46
uga,2004,4.24
uga,2005,4.12
uga,2006,3.97
uga,2007,3.87
uga,2008,3.75
uga,2009,3.58
uga,2010,3.35
uga,2011,3.07
uga,2012,2.72
uga,2013,2.51
uga,2014,2.24
uga,2015,1.99
uga,2016,1.85
uga,2017,1.64
uga,2018,1.36
uga,2019,1.24
uga,2020,0.95
ukr,1990,0.01
ukr,1991,0.03
ukr,1992,0.06
ukr,1993,0.12
ukr,1994,0.21
ukr,1995,0.33
ukr,1996,0.47
ukr,1997,0.55
ukr,1998,0.61
ukr,1999,0.64
ukr,2000,0.63
ukr,2001,0.59
ukr,2002,0.53
ukr,2003,0.47
ukr,2004,0.43
ukr,2005,0.36
ukr,2006,0.32
ukr,2007,0.3
ukr,2008,0.28
ukr,2009,0.27
ukr,2010,0.26
ukr,2011,0.25
ukr,2012,0.26
ukr,2013,0.25
ukr,2014,0.25
ukr,2015,0.25
ukr,2016,0.26
ukr,2017,0.25
ukr,2018,0.24
ukr,2019,0.22
ukr,2020,0.21
ury,1990,0.07
ury,1991,0.1
ury,1992,0.13
ury,1993,0.13
ury,1994,0.14
ury,1995,0.15
ury,1996,0.15
ury,1997,0.15
ury,1998,0.16
ury,1999,0.17
ury,2000,0.17
ury,2001,0.18
ury,2002,0.18
ury,2003,0.19
ury,2004,0.14
ury,2005,0.15
ury,2006,0.15
ury,2007,0.15
ury,2008,0.16
ury,2009,0.17
ury,2010,0.18
ury,2011,0.18
ury,2012,0.18
ury,2013,0.18
ury,2014,0.17
ury,2015,0.17
ury,2016,0.18
ury,2017,0.18
ury,2018,0.18
ury,2019,0.19
ury,2020,0.19
usa,2010,0.13
usa,2011,0.13
usa,2012,0.13
usa,2013,0.12
usa,2014,0.12
usa,2015,0.12
usa,2016,0.12
usa,2017,0.12
usa,2018,0.11
usa,2019,0.11
uzb,1990,0.01
uzb,1991,0.01
uzb,1992,0.01
uzb,1993,0.01
uzb,1994,0.01
uzb,1995,0.02
uzb,1996,0.01
uzb,1997,0.01
uzb,1998,0.01
uzb,1999,0.01
uzb,2000,0.01
uzb,2001,0.01
uzb,2002,0.02
uzb,2003,0.04
uzb,2004,0.09
uzb,2005,0.11
uzb,2006,0.13
uzb,2007,0.15
uzb,2008,0.16
uzb,2009,0.17
uzb,2010,0.17
uzb,2011,0.17
uzb,2012,0.18
uzb,2013,0.17
uzb,2014,0.17
uzb,2015,0.16
uzb,2016,0.15
uzb,2017,0.14
uzb,2018,0.13
uzb,2019,0.09
uzb,2020,0.08
ven,1990,0.05
ven,1991,0.05
ven,1992,0.06
ven,1993,0.08
ven,1994,0.1
ven,1995,0.14
ven,1996,0.2
ven,1997,0.28
ven,1998,0.36
ven,1999,0.43
ven,2000,0.47
ven,2001,0.48
ven,2002,0.46
ven,2003,0.42
ven,2004,0.36
ven,2005,0.32
ven,2006,0.29
ven,2007,0.26
ven,2008,0.25
ven,2009,0.24
ven,2010,0.23
ven,2011,0.22
ven,2012,0.21
ven,2013,0.2
ven,2014,0.18
ven,2015,0.16
ven,2016,0.15
ven,2017,0.13
ven,2018,0.11
ven,2019,0.09
ven,2020,0.08
vnm,1990,0.01
vnm,1991,0.03
vnm,1992,0.06
vnm,1993,0.11
vnm,1994,0.17
vnm,1995,0.21
vnm,1996,0.23
vnm,1997,0.23
vnm,1998,0.24
vnm,1999,0.24
vnm,2000,0.25
vnm,2001,0.25
vnm,2002,0.26
vnm,2003,0.26
vnm,2004,0.25
vnm,2005,0.23
vnm,2006,0.22
vnm,2007,0.2
vnm,2008,0.19
vnm,2009,0.18
vnm,2010,0.16
vnm,2011,0.15
vnm,2012,0.14
vnm,2013,0.13
vnm,2014,0.12
vnm,2015,0.12
vnm,2016,0.1
vnm,2017,0.09
vnm,2018,0.08
vnm,2019,0.07
vnm,2020,0.06
yem,1990,0.01
yem,1991,0.01
yem,1992,0.01
yem,1993,0.01
yem,1994,0.02
yem,1995,0.02
yem,1996,0.02
yem,1997,0.02
yem,1998,0.02
yem,1999,0.02
yem,2000,0.02
yem,2001,0.02
yem,2002,0.02
yem,2003,0.02
yem,2004,0.02
yem,2005,0.02
yem,2006,0.02
yem,2007,0.02
yem,2008,0.03
yem,2009,0.03
yem,2010,0.03
yem,2011,0.03
yem,2012,0.03
yem,2013,0.03
yem,2014,0.03
yem,2015,0.03
yem,2016,0.03
yem,2017,0.03
yem,2018,0.03
yem,2019,0.04
yem,2020,0.04
zaf,1990,1.64
zaf,1991,2.81
zaf,1992,4.32
zaf,1993,6.03
zaf,1994,7.68
zaf,1995,9.14
zaf,1996,10.37
zaf,1997,11.4
zaf,1998,12.15
zaf,1999,12.63
zaf,2000,12.78
zaf,2001,12.71
zaf,2002,12.49
zaf,2003,12.2
zaf,2004,12.07
zaf,2005,11.81
zaf,2006,11.47
zaf,2007,11.14
zaf,2008,10.67
zaf,2009,10.17
zaf,2010,9.56
zaf,2011,8.98
zaf,2012,8.47
zaf,2013,7.75
zaf,2014,7.23
zaf,2015,6.65
zaf,2016,6.27
zaf,2017,5.91
zaf,2018,5.37
zaf,2019,4.96
zaf,2020,4.6
zmb,1990,11.78
zmb,1991,12.4
zmb,1992,12.48
zmb,1993,12.45
zmb,1994,11.9
zmb,1995,11.43
zmb,1996,10.77
zmb,1997,10.32
zmb,1998,9.91
zmb,1999,9.5
zmb,2000,9.07
zmb,2001,8.66
zmb,2002,8.36
zmb,2003,8.03
zmb,2004,7.53
zmb,2005,7.04
zmb,2006,6.58
zmb,2007,6.26
zmb,2008,5.7
zmb,2009,5.42
zmb,2010,5.22
zmb,2011,5.08
zmb,2012,4.94
zmb,2013,4.63
zmb,2014,4.49
zmb,2015,4.47
zmb,2016,4.32
zmb,2017,4.31
zmb,2018,4.35
zmb,2019,3.97
zmb,2020,3.64
zwe,1990,23.43
zwe,1991,24.87
zwe,1992,24.85
zwe,1993,23.7
zwe,1994,21.99
zwe,1995,19.99
zwe,1996,18.25
zwe,1997,16.57
zwe,1998,15.07
zwe,1999,13.66
zwe,2000,12.6
zwe,2001,11.6
zwe,2002,10.8
zwe,2003,10.09
zwe,2004,9.53
zwe,2005,8.96
zwe,2006,8.51
zwe,2007,8.08
zwe,2008,7.63
zwe,2009,7.15
zwe,2010,6.63
zwe,2011,5.83
zwe,2012,4.88
zwe,2013,4.48
zwe,2014,4
zwe,2015,3.61
zwe,2016,3.18
zwe,2017,2.74
zwe,2018,2.23
zwe,2019,2.13
zwe,2020,1.74
