geo,time,se_sec_cmpt_lo_zs
est,2015,107.41864
est,2016,107.96253
est,2017,104.41957
est,2018,102.23782
est,2019,100.91235
eth,1987,17.54498
eth,1988,19.01582
eth,1994,11.83027
eth,1995,11.27685
eth,1996,10.82612
eth,1999,8.3148
eth,2005,19.21251
eth,2008,29.41283
eth,2009,27.75757
eth,2010,28.53528
eth,2012,25.63135
eth,2014,29.19408
eth,2015,29.46479
fin,1987,105.09418
fin,1988,105.87563
fin,1989,103.88803
fin,1990,111.3409
fin,1991,113.44042
fin,1992,114.19696
fin,1993,109.06033
fin,1994,104.24854
fin,2004,104.26986
fin,2005,103.39868
fin,2007,99.87739
fin,2009,96.3522
fin,2010,97.75357
fin,2011,98.72907
fin,2012,97.87515
fin,2013,98.66726
fin,2014,98.16565
fin,2015,100.09377
fin,2016,99.84461
fin,2017,99.47028
fin,2018,99.48879
fin,2019,101.24672
fji,1972,41.17647
fji,1973,49.71067
fji,1974,55.95883
fji,1977,68.1932
fji,1979,66.21718
fji,1980,65.42478
fji,1981,63.47561
fji,1983,62.67522
fji,1984,63.92118
fji,1985,61.76667
fji,1986,58.47599
fji,2003,90.54037
fji,2004,91.37463
fji,2008,92.73339
fji,2009,89.07024
fji,2011,97.59725
fji,2012,96.35366
fji,2013,101.078
fji,2015,101.9722
fji,2016,102.56428
fra,1977,69.00319
fra,1978,69.47152
fra,1979,71.10343
fra,1980,72.06096
fra,1982,61.28838
fra,1983,61.49378
fra,1985,64.73696
fra,1986,66.60327
fra,1987,70.17484
fra,1989,80.20215
fra,1990,82.56226
fra,1991,85.47714
fra,1992,90.10987
fra,1993,92.46937
fra,1994,83.60951
fra,1995,84.78046
fra,1996,85.19789
fra,2005,89.91944
fra,2006,98.26523
fra,2007,97.34453
fra,2008,99.46754
fra,2009,97.7274
fra,2010,96.58065
fra,2011,97.19854
fra,2012,98.71588
fra,2013,97.29543
fra,2014,97.22827
fra,2015,96.09106
fra,2016,98.45285
fra,2017,99.64928
fra,2018,99.34404
fra,2019,99.45569
fsm,2013,85.22088
fsm,2014,91.59527
fsm,2015,83.19536
fsm,2016,80.24431
fsm,2017,83.78263
fsm,2018,86.893
fsm,2019,79.45205
gab,1971,10.16481
gab,1972,11.62347
gab,1973,13.40612
gab,1974,16.70983
gab,1980,17.3723
gab,1981,16.52747
gab,1983,14.94977
gab,1984,16.00977
gab,1985,16.408
gab,1986,16.44223
gab,1987,15.7083
gab,1988,15.77495
gab,1995,21.60046
gab,2019,59.26791
gbr,2017,100.89521
gbr,2018,101.39399
gbr,2019,99.95396
geo,1995,75.77478
geo,1996,74.8978
geo,1997,79.72867
geo,1999,88.52665
geo,2000,91.25123
geo,2001,91.27194
geo,2002,92.21309
geo,2003,90.10459
geo,2004,92.56155
geo,2005,106.13596
geo,2006,107.4204
geo,2007,106.38275
geo,2008,97.42311
geo,2009,93.15207
geo,2010,99.63133
geo,2012,103.41425
geo,2013,104.99959
geo,2014,97.99928
geo,2015,101.77565
geo,2016,103.38188
geo,2017,103.3294
geo,2018,101.80945
geo,2019,113.86928
geo,2020,111.9635
gha,1971,46.88342
gha,1972,48.12329
gha,1974,49.39997
gha,1975,48.00159
gha,1989,41.81157
gha,1991,55.43989
gha,1992,59.50981
gha,1999,52.68155
gha,2000,53.37593
gha,2001,49.51353
gha,2002,53.53757
gha,2003,50.71168
gha,2004,52.16981
gha,2005,55.3041
gha,2008,63.36909
gha,2009,69.6991
gha,2011,64.42614
gha,2012,63.26222
gha,2013,66.30104
gha,2014,65.55722
gha,2015,74.09868
gha,2017,73.4526
gha,2018,78.04168
gha,2019,78.17678
gib,2016,79.11392
gib,2017,98.7234
gib,2019,98.49462
gib,2020,91.77489
gin,1980,11.70709
gin,1981,8.59221
gin,1985,8.90775
gin,1986,7.55473
gin,1987,6.98827
gin,1988,5.65473
gin,1989,6.33406
gin,1990,6.93776
gin,1991,8.10217
gin,1992,7.92275
gin,1993,8.46477
gin,1994,10.66783
gin,1998,9.63089
gin,2000,11.30956
gin,2001,12.39221
gin,2003,16.37553
gin,2004,21.23523
gin,2005,22.91378
gin,2006,24.59473
gin,2007,30.24864
gin,2009,33.97924
gin,2010,35.33283
gin,2011,31.00712
gin,2012,35.79414
gin,2013,36.27385
gin,2014,35.41118
gin,2020,33.16057
gmb,1974,10.53456
gmb,1976,11.5727
gmb,1977,12.31419
gmb,1978,11.67559
gmb,1979,14.08377
gmb,1980,14.25399
gmb,1981,14.69171
gmb,1982,15.32561
gmb,1983,16.52988
gmb,1984,17.85978
gmb,1985,19.83947
gmb,1986,21.6492
gmb,1987,21.53866
gmb,1999,38.08994
gmb,2000,40.19994
gmb,2001,39.46978
gmb,2002,38.55858
gmb,2003,47.98786
gmb,2004,54.12906
gmb,2005,58.67487
gmb,2006,57.75907
gmb,2007,54.61182
gmb,2008,49.46829
gmb,2009,51.87959
gmb,2010,52.14389
gmb,2011,56.30139
gmb,2012,58.10166
gmb,2013,58.79864
gmb,2014,59.209
gmb,2015,59.79067
gmb,2016,56.82076
gmb,2017,55.29856
gmb,2018,56.29622
gmb,2019,56.01234
gmb,2020,57.58168
gmb,2021,61.81725
gnb,1976,1.35204
gnb,1977,2.08793
gnb,1978,3.29076
gnb,1979,2.38665
gnb,1981,2.71582
gnb,1982,5.39166
gnb,1983,2.56856
gnb,1984,7.53445
gnb,1985,6.31282
gnb,1987,3.52543
gnb,1989,4.26167
gnb,2000,13.24443
gnb,2010,36.7917
gnq,2000,12.49408
gnq,2005,19.66152
gnq,2011,26.8906
gnq,2012,28.84307
gnq,2015,24.19735
grc,1971,48.97194
grc,1972,48.7839
grc,1973,54.04806
grc,1974,53.65094
grc,1975,56.17546
grc,1976,59.0965
grc,1977,61.89611
grc,1978,63.46205
grc,1979,67.49413
grc,1980,72.74788
grc,1982,80.74835
grc,1983,80.6666
grc,1984,77.71949
grc,1985,80.82383
grc,1986,82.60417
grc,1987,85.74511
grc,1988,86.15237
grc,1989,88.50482
grc,1990,84.39459
grc,1991,84.80836
grc,1992,83.36331
grc,2005,90.09
grc,2006,86.49993
grc,2007,95.09724
grc,2010,98.71602
grc,2011,95.45001
grc,2012,95.72359
grc,2013,92.64519
grc,2014,89.20695
grc,2015,94.03724
grc,2016,92.5322
grc,2017,94.79083
grc,2018,94.27149
grc,2019,93.94552
grd,1983,50.82732
grd,1993,83.46636
grd,2002,97.58942
grd,2003,98.41017
grd,2005,89.65517
grd,2007,85.58008
grd,2008,90.79074
grd,2009,109.14032
grd,2013,108.31956
grd,2014,106.70872
grd,2015,98.43844
grd,2016,102.58024
grd,2017,104.77454
grd,2018,106.6803
gtm,1971,7.86047
gtm,1975,10.63012
gtm,1976,12.80526
gtm,1979,17.70161
gtm,1980,17.84265
gtm,1999,26.8506
gtm,2000,29.59736
gtm,2001,32.79529
gtm,2002,36.62029
gtm,2004,40.04303
gtm,2005,41.55613
gtm,2006,45.36432
gtm,2007,47.09555
gtm,2008,49.17168
gtm,2009,51.18574
gtm,2010,55.6324
gtm,2011,59.09265
gtm,2012,58.74864
gtm,2013,56.77069
gtm,2014,58.43441
gtm,2015,61.69872
gtm,2016,62.63902
gtm,2017,56.93645
gtm,2018,56.40378
gtm,2019,56.37298
gtm,2020,56.21985
guy,1971,50.22783
guy,1972,44.23267
guy,1973,45.72898
guy,1974,45.49617
guy,1976,49.62129
guy,1978,76.27019
guy,1979,72.95107
guy,1980,73.5878
guy,1981,78.59194
guy,1982,74.01365
guy,1983,63.73524
guy,1984,60.12793
guy,1987,74.15062
guy,1991,82.01902
guy,1992,74.21456
guy,1993,73.13043
guy,1996,73.40297
guy,1997,74.92881
guy,1999,77.61243
guy,2000,92.71274
guy,2001,78.51789
guy,2008,70.75828
guy,2009,75.74331
guy,2010,79.08362
hkg,1980,51.61224
hkg,1981,56.05851
hkg,1982,63.05263
hkg,1983,71.05999
hkg,1984,69.94072
hkg,1985,68.0364
hkg,1991,72.11455
hkg,1992,73.22073
hkg,1993,75.69627
hkg,1994,77.73659
hkg,1995,81.17637
hkg,1996,82.29232
hkg,2001,89.14215
hkg,2002,89.62088
hkg,2003,96.83611
hkg,2004,95.67464
hkg,2005,95.84222
hkg,2006,96.08481
hkg,2007,96.69377
hkg,2008,97.45829
hkg,2009,98.42505
hkg,2010,101.12935
hkg,2011,99.94045
hkg,2012,98.65617
hkg,2013,95.61844
hkg,2014,93.77168
hkg,2015,100.99245
hkg,2016,101.0092
hkg,2017,104.70068
hkg,2018,106.70351
hkg,2019,105.70101
hkg,2020,103.92085
hnd,1991,24.66129
hnd,2005,43.48063
hnd,2007,47.06758
hnd,2012,42.87394
hnd,2013,36.82339
hnd,2014,46.72914
hnd,2016,45.76367
hnd,2019,43.60437
hnd,2020,43.17502
hrv,1994,90.11013
hrv,1995,89.05897
hrv,1996,85.92996
hrv,1997,82.44856
hrv,1999,85.47407
hrv,2000,89.79843
hrv,2001,89.85573
hrv,2002,91.69671
hrv,2003,90.11455
hrv,2005,94.94719
hrv,2006,97.87799
hrv,2007,97.19591
hrv,2008,98.87817
hrv,2009,101.13325
hrv,2010,99.70409
hrv,2011,102.13849
hrv,2012,96.7873
hrv,2016,93.08521
hrv,2017,95.61272
hrv,2018,98.6807
hrv,2019,100.98006
hti,1977,7.32402
hti,1978,8.63454
hti,1979,10.08725
hti,1980,10.76267
hti,1981,12.24129
hti,1982,12.47435
hti,1983,14.18864
hti,1985,18.00436
hti,1986,15.93641
hti,1987,17.46751
hti,1988,17.53709
hti,1989,18.50777
hti,1990,18.61887
hti,1991,18.75126
hti,1997,24.8544
hun,1971,85.78259
hun,1972,80.84892
hun,1973,80.6622
hun,1974,82.63362
hun,1975,84.41392
hun,1976,84.7584
hun,1977,90.08117
hun,1978,95.81284
hun,1979,96.4146
hun,1980,93.99121
hun,1981,95.10946
hun,1982,99.68055
hun,1983,95.4484
hun,1984,93.63029
hun,1985,89.92856
hun,1986,89.08561
hun,1987,89.96178
hun,1988,98.1282
hun,1989,107.93059
hun,1990,99.6041
hun,1991,92.49011
hun,1992,84.77771
hun,1993,80.47553
hun,1997,91.52468
hun,2013,92.89568
hun,2014,92.13105
hun,2015,93.80418
hun,2016,93.45755
hun,2017,93.73495
hun,2018,92.8797
hun,2019,93.73558
idn,1971,12.84313
idn,1984,36.21184
idn,1985,38.80233
idn,1986,40.99915
idn,1988,49.94446
idn,1995,51.92299
idn,2002,69.11964
idn,2003,72.5071
idn,2004,73.63898
idn,2005,69.48098
idn,2006,70.39806
idn,2007,78.24228
idn,2008,74.92702
idn,2009,82.33577
idn,2010,85.64961
idn,2011,89.23987
idn,2012,82.65231
idn,2013,81.36431
idn,2015,91.58336
idn,2016,93.85369
idn,2017,89.97176
ind,1987,42.33671
ind,1988,43.50131
ind,1989,43.8417
ind,2002,53.25109
ind,2003,56.44677
ind,2006,62.54976
ind,2008,68.09647
ind,2011,76.27424
ind,2013,80.78497
ind,2014,85.50408
ind,2015,85.4335
ind,2016,85.85585
ind,2017,84.99944
ind,2019,83.22341
ind,2020,84.58222
irl,1996,96.97475
irl,1997,95.77985
irl,1998,93.78632
irl,1999,95.82578
irl,2000,97.01642
irl,2001,97.00375
irl,2002,97.97256
irl,2003,98.32365
irl,2004,97.86055
irl,2005,99.32318
irl,2006,98.51205
irl,2007,98.52218
irl,2008,97.7907
irl,2009,98.67719
irl,2010,99.90877
irl,2011,100.33778
irl,2014,100.84993
irl,2015,98.85194
irl,2016,99.40218
irl,2017,100.1122
irl,2018,99.05756
irl,2019,101.17485
irn,1984,40.17527
irn,1985,43.53761
irn,1986,45.17711
irn,1987,45.29481
irn,1988,48.74045
irn,1989,49.49424
irn,1990,55.08855
irn,1991,52.49577
irn,1993,62.69335
irn,1994,68.14419
irn,2000,77.00085
irn,2001,74.00013
irn,2002,73.40541
irn,2003,82.81996
irn,2006,85.38605
irn,2008,87.4445
irn,2009,89.6053
irn,2010,85.81436
irn,2011,88.41347
irn,2012,91.8849
irn,2016,89.27988
irn,2017,90.22688
irq,1971,17.47627
irq,1972,21.29774
irq,1973,22.21347
irq,1974,21.88543
irq,1975,28.86922
irq,1976,29.9521
irq,1977,30.56729
irq,1978,35.36074
irq,1979,37.87571
irq,1980,37.30295
irq,1983,33.98014
irq,1985,35.96514
irq,1986,35.44128
irq,1987,32.57504
irq,1988,34.88084
irq,1989,31.30867
irq,1993,28.57143
irq,1999,25.62166
irq,2000,28.622
irq,2004,48.65197
irq,2007,48.40231
isl,1998,101.25581
isl,1999,96.52874
isl,2000,93.37474
isl,2001,90.17503
isl,2002,92.02847
isl,2003,100.65407
isl,2004,111.92326
isl,2005,106.09929
isl,2006,108.17112
isl,2007,97.56733
isl,2008,96.80585
isl,2009,96.37295
isl,2010,93.531
isl,2011,92.93816
isl,2012,96.73961
isl,2013,96.6599
isl,2014,99.09366
isl,2015,99.0092
isl,2016,102.50354
isl,2017,98.93516
isl,2018,97.81421
isl,2019,101.03945
isr,2002,99.4605
isr,2003,100.78477
isr,2004,105.17095
isr,2005,101.8271
isr,2006,98.31724
isr,2007,101.16846
isr,2008,97.06613
isr,2009,95.4466
isr,2010,99.32251
isr,2011,97.16394
isr,2012,99.23238
isr,2013,102.1726
isr,2014,101.01953
isr,2015,106.78382
isr,2016,102.56853
isr,2017,102.7054
isr,2018,108.22164
isr,2019,103.21808
ita,1971,71.20006
ita,1972,74.72477
ita,1973,79.62284
ita,1974,81.66615
ita,1975,83.8305
ita,1976,86.46305
ita,1977,88.44855
ita,1978,94.4185
ita,1979,93.2992
ita,1980,92.83065
ita,1981,91.06475
ita,1982,89.54132
ita,1983,91.47557
ita,1984,91.24049
ita,1985,92.61417
ita,1986,93.32501
ita,1987,94.32425
ita,1988,96.03103
ita,1989,96.50688
ita,1990,96.80878
ita,1991,97.32198
ita,1992,98.03342
ita,1993,98.67626
ita,1994,95.38964
ita,1995,96.55825
ita,1996,98.86073
ita,1997,98.86186
ita,1999,98.04043
ita,2001,98.31445
ita,2002,102.68334
ita,2003,102.30367
ita,2004,103.77572
ita,2005,103.68519
ita,2006,104.85755
ita,2007,101.78001
ita,2008,99.28079
ita,2009,99.49027
ita,2010,100.77261
ita,2011,103.97073
ita,2012,103.0209
ita,2013,103.28416
ita,2014,103.72932
ita,2015,99.97076
ita,2016,98.88941
ita,2017,98.97453
ita,2018,98.95992
ita,2019,97.53911
jam,1976,75.78832
jam,1977,74.45583
jam,1980,90.15819
jam,1981,90.6703
jam,1983,85.08397
jam,1984,85.01559
jam,1985,85.52448
jam,1986,83.72892
jam,1990,95.92159
jam,1991,100.4828
jam,1993,98.59825
jam,2000,97.64145
jam,2001,95.07497
jam,2002,92.38041
jam,2003,92.81077
jam,2004,100.07126
jam,2009,99.01315
jam,2010,99.527
jam,2011,95.12174
jam,2013,90.60658
jam,2014,85.62246
jam,2015,88.33255
jam,2016,88.65621
jam,2017,84.9632
jam,2018,82.38956
jam,2019,84.05855
jam,2020,82.73162
jor,1988,42.56053
jor,1989,55.57731
jor,2002,83.97418
jor,2003,84.94797
jor,2004,83.56541
jor,2006,79.41601
jor,2007,81.55946
jor,2008,82.67892
jor,2011,79.92717
jor,2012,76.80902
jor,2013,70.40943
jor,2014,68.5213
jor,2017,58.7414
jor,2018,59.02955
jor,2019,64.32485
jor,2020,66.35639
jpn,1971,96.793
jpn,1972,96.51196
jpn,1973,96.24217
jpn,1974,103.39068
jpn,1975,99.84343
jpn,1976,97.75372
jpn,1977,97.43144
jpn,1978,97.52229
jpn,1979,97.73795
jpn,1980,101.4854
jpn,1981,97.41948
jpn,1982,89.1358
jpn,1983,103.73436
jpn,1984,102.04108
jpn,1985,98.1059
jpn,1986,97.29387
jpn,1987,97.52442
jpn,1988,98.1676
jpn,1989,100.46911
jpn,1990,101.63987
jpn,1991,99.89609
jpn,1992,100.17947
jpn,1994,102.17333
kaz,1994,90.5708
kaz,1997,94.21538
kaz,2000,94.89779
kaz,2001,99.68257
kaz,2002,98.26628
kaz,2003,94.51478
kaz,2004,96.04164
kaz,2005,94.99086
kaz,2006,95.72867
kaz,2007,95.41656
kaz,2008,95.5648
kaz,2009,101.31325
kaz,2010,101.75172
kaz,2011,98.33863
kaz,2012,97.16125
kaz,2013,103.03937
kaz,2014,105.76368
kaz,2015,109.13785
kaz,2016,116.68139
kaz,2017,110.86074
kaz,2018,113.61076
kaz,2019,117.91402
kaz,2020,104.02692
ken,1971,13.31896
ken,1972,15.09531
ken,2014,76.24432
ken,2015,78.45523
ken,2016,79.20055
kgz,1995,81.12383
kgz,2001,93.03375
kgz,2002,94.11862
kgz,2003,90.19818
kgz,2004,86.50329
kgz,2005,87.29554
kgz,2006,86.99132
kgz,2007,86.5416
kgz,2008,83.98586
kgz,2009,85.32238
kgz,2010,90.19204
kgz,2011,92.06856
kgz,2012,89.07801
kgz,2013,88.74335
kgz,2014,91.73119
kgz,2015,90.7403
kgz,2016,90.2758
kgz,2017,91.72583
kgz,2018,95.10779
kgz,2019,98.02913
kgz,2020,103.8986
khm,1997,17.44128
khm,1999,22.39322
khm,2001,16.48444
khm,2002,23.61079
khm,2003,28.78781
khm,2004,31.54361
khm,2005,34.47273
khm,2006,36.66074
khm,2007,41.03013
khm,2008,46.15559
khm,2010,49.40791
khm,2011,46.60716
khm,2012,44.83173
khm,2013,43.76671
khm,2014,45.23321
khm,2015,48.17112
khm,2016,47.42114
khm,2017,54.24375
khm,2018,58.4091
khm,2019,57.74261
khm,2020,58.15839
kir,1979,14.69799
kir,1980,15.60811
kir,1981,17.18539
kir,1982,12.83918
kir,1983,15.3048
kir,1984,15.63113
kir,1986,23.52518
kir,1989,42.91308
kir,1990,42.92068
kir,1991,50.70922
kir,1992,46.00812
kir,2014,101.57549
kir,2015,101.01382
kir,2016,94.55615
kir,2020,99.91759
kna,2001,111.69451
kna,2003,105.62874
kna,2004,101.67665
kna,2007,123.22097
kna,2008,118.36478
kna,2009,114.89362
kna,2010,112.83951
kna,2011,111.44945
kna,2013,108.12425
kna,2014,107.88835
kna,2015,118.10237
kna,2016,111.15385
kor,1971,43.92025
kor,1972,46.93745
kor,1973,53.27004
kor,1976,70.8477
kor,1977,73.98075
kor,1978,76.69607
kor,1979,83.41661
kor,1980,84.97025
kor,1982,94.42358
kor,1983,92.95545
kor,1984,99.28922
kor,1985,96.44857
kor,1986,98.85885
kor,1987,105.34048
kor,1988,103.2766
kor,1995,105.72035
kor,1998,96.52264
kor,1999,90.95979
kor,2000,96.24345
kor,2001,99.37243
kor,2002,102.41142
kor,2003,100.90335
kor,2004,97.91365
kor,2005,93.23891
kor,2006,98.42232
kor,2007,97.6575
kor,2011,98.87393
kor,2013,99.15504
kor,2014,101.47496
kor,2015,109.15128
kor,2016,103.27873
kor,2017,95.7709
kor,2018,100.07317
kor,2019,96.70466
kwt,1973,47.65597
kwt,1974,46.44689
kwt,1975,44.40916
kwt,1976,56.31995
kwt,1977,58.47126
kwt,1978,55.08413
kwt,1979,56.35905
kwt,1980,61.65357
kwt,1981,74.48566
kwt,1982,82.68729
kwt,1983,87.40183
kwt,1984,95.44559
kwt,1985,90.13399
kwt,1988,72.60537
kwt,1992,55.14892
kwt,1994,65.84406
kwt,1995,75.46814
kwt,1996,86.66134
kwt,1997,88.33693
kwt,1999,83.20269
kwt,2000,89.26168
kwt,2001,85.98477
kwt,2002,92.8368
kwt,2003,95.70627
kwt,2004,99.25123
kwt,2005,111.92401
kwt,2006,81.92915
kwt,2007,97.2933
kwt,2008,94.98789
kwt,2009,96.76272
kwt,2010,96.87566
kwt,2012,92.59511
kwt,2013,88.97962
kwt,2016,89.49686
kwt,2017,92.59727
kwt,2018,94.29438
kwt,2019,92.42919
kwt,2020,92.15296
lao,1971,1.4361
lao,1972,1.62753
lao,1973,1.71078
lao,1974,2.03703
lao,1988,21.95624
lao,1990,22.53055
lao,1992,20.58046
lao,1993,21.93298
lao,1994,22.9556
lao,1997,26.85781
lao,1999,32.79292
lao,2000,35.25088
lao,2001,36.69625
lao,2002,40.52741
lao,2003,43.27944
lao,2004,45.42476
lao,2005,44.99472
lao,2006,43.08283
lao,2007,43.17178
lao,2008,44.50558
lao,2009,47.38916
lao,2010,42.26724
lao,2011,43.90433
lao,2012,46.77799
lao,2013,50.24408
lao,2014,55.48227
lao,2015,62.33986
lao,2016,66.55462
lao,2017,69.28463
lao,2018,67.10647
lao,2019,65.21409
lao,2020,62.00173
lbn,1973,36.89837
lbr,1978,21.96416
lbr,2000,38.98492
lbr,2008,36.60897
lbr,2009,40.74423
lbr,2011,43.13897
lbr,2014,37.87598
lbr,2017,44.21366
lca,1983,39.17246
lca,1984,36.14824
lca,1986,48.98083
lca,1987,47.362
lca,1999,78.57356
lca,2000,81.13764
lca,2001,77.2476
lca,2002,75.17301
lca,2003,72.80802
lca,2004,71.20823
lca,2005,75.24979
lca,2007,85.81745
lca,2008,85.28226
lca,2009,109.4182
lca,2010,98.16166
lca,2011,91.51335
lca,2012,87.65507
lca,2013,84.20398
lca,2014,87.10611
lca,2016,89.48102
lca,2017,91.36297
lca,2018,86.22002
lca,2019,91.80198
lca,2020,81.28079
lie,2003,73.28431
lie,2005,71.875
lie,2006,73.03103
lie,2007,83.18386
lie,2008,100.49505
lie,2009,108.48624
lie,2010,119.1067
lie,2011,104.89978
lie,2014,105.44554
lie,2015,95.34314
lie,2016,95.90361
lie,2017,98.44961
lie,2018,101.51515
lie,2019,102.55682
lka,1970,37.30184
lka,1971,37.6496
lka,1972,42.42442
lka,1973,57.1334
lka,1974,53.21938
lka,1975,55.83988
lka,1976,7.00417
lka,1977,19.64857
lka,1979,76.54089
lka,1980,77.15226
lka,1981,61.37262
lka,1982,38.33661
lka,1983,69.9367
lka,1984,78.72953
lka,1985,73.7449
lka,1986,81.91473
lka,1987,64.32432
lka,1989,67.46121
lka,1990,67.20185
lka,1991,67.28031
lka,1992,69.36432
lka,1998,83.4568
lka,2001,89.48219
lka,2002,90.45631
lka,2003,93.20827
lka,2005,97.10868
lka,2006,100.74855
lka,2007,97.35001
lka,2009,91.37477
lka,2010,97.58554
lka,2011,96.42702
lka,2012,92.32519
lka,2013,95.17776
lka,2014,95.91737
lka,2015,96.10757
lka,2016,94.75415
lka,2017,96.41922
lka,2019,97.96402
lso,1972,6.44663
lso,1973,12.35412
lso,1986,18.41562
lso,1987,18.74391
lso,1998,22.84572
lso,1999,24.89682
lso,2000,23.9076
lso,2001,25.83669
lso,2002,25.72469
lso,2003,27.2192
lso,2004,29.41036
lso,2005,30.57375
lso,2006,31.79413
lso,2007,31.62183
lso,2008,33.86627
lso,2009,40.82099
lso,2010,45.23927
lso,2012,48.75339
lso,2013,48.56411
lso,2014,49.92154
lso,2016,46.92807
lso,2017,47.3778
lso,2018,49.96506
ltu,1995,82.05862
ltu,1996,89.73448
ltu,1997,79.99382
ltu,1999,63.88294
ltu,2000,80.34337
ltu,2001,90.5331
ltu,2002,96.34963
ltu,2003,96.52515
ltu,2011,103.04326
ltu,2012,102.89739
ltu,2013,106.44391
ltu,2014,100.82068
ltu,2015,101.01957
ltu,2016,101.32278
ltu,2017,97.9981
ltu,2018,99.39676
ltu,2019,100.41843
lux,1971,27.68249
lux,1972,24.44878
lux,1973,21.65422
lux,1974,19.94731
lux,1975,39.44682
lux,1976,41.17539
lux,1977,50.92237
lux,1978,53.60787
lux,1979,54.62016
lux,1980,56.24082
lux,1985,24.56286
lux,1987,22.22727
lux,1988,20.21176
lux,2006,97.55313
lux,2007,96.21622
lux,2008,94.97779
lux,2010,102.00464
lux,2011,103.42187
lux,2012,109.64274
lux,2013,99.05397
lux,2014,97.01217
lux,2015,97.20722
lux,2016,98.72927
lux,2017,95.33415
lux,2018,114.80571
lux,2019,116.7384
lva,1995,82.39051
lva,1996,84.83611
lva,1997,85.84862
lva,2013,104.65116
lva,2014,99.87355
lva,2015,95.57563
lva,2016,96.21353
lva,2017,98.80857
lva,2018,99.35905
lva,2019,96.89454
mac,1990,65.40737
mac,1992,76.14289
mac,1993,72.08498
mac,1999,74.82864
mac,2000,76.19374
mac,2001,76.13432
mac,2002,74.57806
mac,2003,76.20529
mac,2004,82.22442
mac,2005,84.45364
mac,2006,83.99264
mac,2007,84.54982
mac,2008,79.95918
mac,2009,80.37485
mac,2010,85.57665
mac,2011,88.58063
mac,2012,88.57143
mac,2013,88.54988
mac,2014,93.78114
mac,2015,92.55233
mac,2016,95.89618
mac,2017,100.84664
mac,2018,97.88481
mac,2019,98.05948
mac,2020,97.84843
mar,1971,10.73535
mar,1972,10.17381
mar,1973,8.77669
mar,1975,10.8407
mar,1976,12.31555
mar,1977,12.89385
mar,1978,14.84131
mar,1979,17.80568
mar,1980,18.67879
mar,1981,19.42441
mar,1983,22.30257
mar,1985,24.54389
mar,1986,26.95231
mar,1987,27.37314
mar,1988,29.82932
mar,1989,32.29391
mar,1990,33.16987
mar,1991,34.13261
mar,1992,32.01664
mar,1993,29.87156
mar,1994,32.88099
mar,1995,33.18933
mar,1997,32.6246
mar,1999,31.4529
mar,2000,33.40975
mar,2001,35.47795
mar,2002,39.19832
mar,2003,40.2461
mar,2004,41.84627
mar,2006,46.96326
mar,2007,51.23422
mar,2008,54.09897
mar,2009,59.32346
mar,2010,59.96782
mar,2011,61.53365
mar,2012,63.30104
mar,2013,65.83206
mar,2014,68.4906
mar,2015,70.65762
mar,2016,67.97008
mar,2017,65.01004
mar,2018,64.91828
mar,2019,64.40708
mar,2020,67.90566
mda,2014,101.50845
mda,2015,104.33818
mda,2016,100.7036
mda,2017,106.03838
mda,2018,107.20125
mda,2019,108.49131
mda,2020,106.66804
mdg,1971,9.92437
mdg,1972,10.78339
mdg,1974,10.23504
mdg,1975,10.49969
mdg,1985,19.41965
mdg,1988,17.78602
mdg,1989,17.07521
mdg,1990,16.3035
mdg,1991,15.21681
mdg,1994,12.08242
mdg,1996,13.19753
mdg,2000,13.30759
mdg,2001,12.72205
mdg,2002,13.10067
mdg,2003,14.23371
mdg,2004,15.50848
mdg,2005,18.15766
mdg,2006,19.9822
mdg,2007,22.19018
mdg,2008,24.82876
mdg,2009,26.91277
mdg,2010,28.7913
mdg,2011,31.47914
mdg,2012,33.46426
mdg,2013,37.70096
mdg,2014,36.95841
mdg,2015,37.65829
mdg,2016,36.02995
mdg,2017,36.55817
mdg,2018,36.99672
mdg,2019,35.47308
mdv,2005,92.8328
mdv,2006,82.53429
mdv,2007,97.62442
mdv,2008,103.62434
mdv,2010,101.22378
mdv,2011,94.0225
mdv,2012,97.63968
mdv,2013,101.62395
mdv,2014,97.79758
mdv,2015,99.52507
mdv,2016,102.24319
mdv,2017,108.18043
mdv,2018,111.28205
mdv,2019,111.17502
mex,1977,39.06462
mex,1978,41.11485
mex,1979,44.44418
mex,1980,48.48193
mex,1981,48.86352
mex,1982,52.52305
mex,1983,54.14386
mex,1985,60.36986
mex,1986,61.58045
mex,1987,62.13488
mex,1988,62.1642
mex,1989,63.2008
mex,1990,61.87193
mex,1991,60.19134
mex,1992,59.84382
mex,1993,59.32149
mex,1994,60.51647
mex,1995,61.64936
mex,1997,66.88799
mex,2000,70.24668
mex,2002,74.8188
mex,2003,77.86756
mex,2004,80.13591
mex,2005,82.11017
mex,2006,81.82424
mex,2007,82.30124
mex,2008,82.37144
mex,2009,84.53265
mex,2010,85.08162
mex,2011,85.35582
mex,2012,85.37721
mex,2013,86.93409
mex,2014,87.26726
mex,2015,92.96433
mex,2016,96.01552
mex,2017,97.1903
mex,2018,91.48666
mex,2019,90.68813
mhl,1999,100.57803
mhl,2002,95.87184
mhl,2007,95.60337
mhl,2008,96.1825
mhl,2009,95.69798
mhl,2011,109.47533
mhl,2019,95.33981
mhl,2020,97.66839
mkd,1993,88.23266
mkd,1994,88.43209
mkd,1995,88.34868
mkd,1996,89.56846
