geo,time,is_air_good_mt_k1
cod,2017,0.22861
cod,2018,0.9151
cod,2019,0.7512
cod,2020,0.96259
cog,1970,5.9
cog,1971,7.3
cog,1972,8.2
cog,1973,8.5
cog,1974,11.1
cog,1975,11.8
cog,1976,13.5
cog,1977,13.4
cog,1978,15.1
cog,1979,17.5
cog,1980,18.4
cog,1981,21.4
cog,1982,21.5
cog,1983,20.2
cog,1984,19
cog,1985,20
cog,1986,17.7
cog,1987,16.9
cog,1988,16.5
cog,1989,18.6
cog,1990,18.4
cog,1991,16.8
cog,1992,15.8
cog,1993,14.9
cog,1994,15.1
cog,1995,16
cog,1996,17.2
cog,1997,15.6
cog,1998,13.8
cog,1999,13.7
cog,2000,12.273
cog,2001,7.364
cog,2002,0
cog,2003,0
cog,2010,1.86657
cog,2011,1.43488
cog,2012,1.59782
cog,2013,2.384
cog,2014,1.99294
cog,2015,4.36694
cog,2016,4.52411
cog,2017,4.59716
cog,2018,4.59716
cog,2019,4.15111
cog,2020,1.43708
col,1970,74.7
col,1971,81.6
col,1972,86.3
col,1973,104.4
col,1974,120
col,1975,121.9
col,1976,149.60001
col,1977,171.89999
col,1978,206.39999
col,1979,183.10001
col,1980,147.39999
col,1981,204
col,1982,307.20001
col,1983,292.5
col,1984,381.20001
col,1985,375.70001
col,1986,391.60001
col,1987,398.29999
col,1988,403.29999
col,1989,395.29999
col,1990,463.70001
col,1991,526.09998
col,1992,527.79999
col,1993,492.10001
col,1994,565.79999
col,1995,498.39999
col,1996,311.20001
col,1997,812
col,1998,790.20001
col,1999,636.90002
col,2000,600.616
col,2001,610.878
col,2002,538.757
col,2003,645.778
col,2004,1113.899
col,2005,1092.492
col,2006,1051.293
col,2007,1070.449
col,2008,1099.545
col,2009,2419.933
col,2010,954.66014
col,2011,968.16036
col,2012,918.32409
col,2013,1222.15687
col,2014,1315.40396
col,2015,1316.79581
col,2016,1142.85471
col,2017,1273.56864
col,2018,1350.00897
col,2019,1547.67468
col,2020,1496.60449
com,1985,0.1
cpv,1976,0.1
cpv,1977,0.1
cpv,1978,0.2
cpv,1979,0.2
cpv,1980,0.2
cpv,1981,0.3
cpv,1982,0.3
cpv,1983,0.3
cpv,1984,0.4
cpv,1985,0.4
cpv,1986,0.3
cpv,1987,0.5
cpv,1988,0.5
cpv,1989,0.5
cpv,1990,0.6
cpv,1991,0.7
cpv,1992,0.8
cpv,1993,0.8
cpv,1994,0.8
cpv,1995,0.8
cpv,1996,0.8
cpv,1997,0.6
cpv,1998,0.4
cpv,1999,0.6
cpv,2000,0.64
cpv,2001,0.366
cpv,2002,0.368
cpv,2003,0.406
cpv,2004,0.834
cpv,2005,1.506
cpv,2006,1.79
cpv,2007,1.611
cpv,2008,1.574
cpv,2009,1.426
cpv,2010,1.641
cpv,2011,1.95549
cpv,2012,2.17939
cpv,2013,1.94192
cpv,2014,1.88237
cpv,2018,0.04864
cpv,2019,0.04997
cpv,2020,0.03132
cri,1970,9.3
cri,1971,9.2
cri,1972,8.6
cri,1973,8.1
cri,1974,9.2
cri,1975,8.9
cri,1976,13.2
cri,1977,18.3
cri,1978,18.9
cri,1979,22
cri,1980,22.4
cri,1981,20.9
cri,1982,21.5
cri,1983,21
cri,1984,24
cri,1985,25.3
cri,1986,24.8
cri,1987,30
cri,1988,33.1
cri,1989,32.7
cri,1990,38.7
cri,1991,36.1
cri,1992,36.2
cri,1993,37.9
cri,1994,43.4
cri,1995,43.8
cri,1996,44.9
cri,1997,54.5
cri,1998,90.5
cri,1999,84.8
cri,2000,79.005
cri,2001,22.948
cri,2002,12.506
cri,2003,9.735
cri,2004,10.173
cri,2005,10.351
cri,2006,10.04
cri,2007,10.241
cri,2008,10.63
cri,2009,9.099
cri,2010,15.69771
cri,2011,16.86723
cri,2012,15.744
cri,2013,13.53778
cri,2014,11.8183
cri,2015,9.28416
cri,2016,6.02734
cri,2017,10.55203
cri,2018,11.13032
cri,2019,10.8
cri,2020,1.61389
cub,1970,9.1
cub,1971,9.1
cub,1972,10.4
cub,1973,12.4
cub,1974,10.3
cub,1975,13.6
cub,1976,12.4
cub,1977,9.4
cub,1978,10.4
cub,1979,11.6
cub,1980,10.4
cub,1981,12.3
cub,1982,12.7
cub,1983,15.8
cub,1984,15.5
cub,1985,17.1
cub,1986,22
cub,1987,25.5
cub,1988,27.8
cub,1989,22
cub,1990,19
cub,1991,18
cub,1992,22.2
cub,1993,23.8
cub,1994,29.8
cub,1995,33.2
cub,1996,44.4
cub,1997,56.2
cub,1998,73.2
cub,1999,62.7
cub,2000,49.294
cub,2001,54.26
cub,2002,40.22
cub,2003,40.577
cub,2004,31.942
cub,2005,30.879
cub,2006,30.15
cub,2007,30.617
cub,2008,31.692
cub,2009,26.785
cub,2010,0
cub,2011,18.42691
cub,2012,17.17573
cub,2013,16.93001
cub,2014,17.3132
cub,2015,20.91965
cub,2016,26.00341
cub,2017,47.76014
cub,2018,17.76123
cub,2019,13.70852
cub,2020,13.42175
cyp,1970,2.2
cyp,1971,2.4
cyp,1972,2.9
cyp,1973,2.4
cyp,1974,1.9
cyp,1975,1.1
cyp,1976,6.2
cyp,1977,16.2
cyp,1978,20
cyp,1979,23.7
cyp,1980,18.9
cyp,1981,17.2
cyp,1982,19
cyp,1983,17.9
cyp,1984,25.5
cyp,1985,24.6
cyp,1986,26.8
cyp,1987,30.4
cyp,1988,26.6
cyp,1989,33
cyp,1990,34.3
cyp,1991,33.9
cyp,1992,33
cyp,1993,32.2
cyp,1994,35.4
cyp,1995,36.2
cyp,1996,35.4
cyp,1997,35.7
cyp,1998,38.2
cyp,1999,40.7
cyp,2000,43.118
cyp,2001,39.982
cyp,2002,40.887
cyp,2003,44.208
cyp,2004,49.159
cyp,2005,47.964
cyp,2006,47.815
cyp,2007,49.376
cyp,2008,47.549
cyp,2009,38.312
cyp,2010,36.2141
cyp,2011,16.9749
cyp,2012,9.1093
cyp,2013,11.593
cyp,2014,6.58859
cyp,2015,0.2306
cyp,2016,0.2859
cyp,2017,0.34032
cyp,2018,0.021
cyp,2019,0.14
cyp,2020,0.32896
cze,1970,11.6
cze,1971,12.4
cze,1972,15.4
cze,1973,14.6
cze,1974,14.5
cze,1975,14.3
cze,1976,13.9
cze,1977,14
cze,1978,15.1
cze,1979,15.1
cze,1980,12.1
cze,1981,11.9
cze,1982,13.6
cze,1983,13.7
cze,1984,13.5
cze,1985,17.2
cze,1986,17
cze,1987,16.3
cze,1988,17.2
cze,1989,17.3
cze,1990,15
cze,1991,22.4
cze,1992,26.1
cze,1993,24
cze,1994,21.8
cze,1995,25.6
cze,1996,22.2
cze,1997,23.1
cze,1998,24.7
cze,1999,26.2
cze,2000,32.224
cze,2001,25.98
cze,2002,27.317
cze,2003,36.231
cze,2004,40.565
cze,2005,38.757
cze,2006,39.363
cze,2007,32.61
cze,2008,27.174
cze,2009,22.379
cze,2010,17.987
cze,2011,16.721
cze,2012,11.102
cze,2013,19.929
cze,2014,30.81553
cze,2015,26.71765
cze,2016,25.29447
cze,2017,27.81465
cze,2018,25.22637
cze,2019,22.73254
cze,2020,4.32367
deu,1970,484.5
deu,1971,532.90002
deu,1972,656.59998
deu,1973,826.79999
deu,1974,941
deu,1975,920.70001
deu,1976,1040.5
deu,1977,1204.19995
deu,1978,1344.80005
deu,1979,1513.5
deu,1980,1506
deu,1981,1495.19995
deu,1982,1592.09998
deu,1983,1941
deu,1984,2235.5
deu,1985,2378.5
deu,1986,2826.8999
deu,1987,3247.69995
deu,1988,3470
deu,1989,3840.30005
deu,1990,3994.19995
deu,1991,4108.7002
deu,1992,4287.5
deu,1993,4639.8999
deu,1994,5373.2998
deu,1995,5835.8999
deu,1996,6036.2998
deu,1997,6183.8999
deu,1998,6233.7998
deu,1999,6610.7002
deu,2000,7127.713
deu,2001,7026.248
deu,2002,7195.804
deu,2003,7295.67
deu,2004,8065.6
deu,2005,7722.133
deu,2006,8133.987
deu,2007,8528.959
deu,2008,8352.882
deu,2009,10187.719
deu,2010,7487.481
deu,2011,7716.7619
deu,2012,7236.98063
deu,2013,7335.6994
deu,2014,7184.14621
deu,2015,6986.40544
deu,2016,6942.70633
deu,2017,7901.65234
deu,2018,7969.86364
deu,2019,7763.61921
deu,2020,5454.64225
dji,1978,0.1
dji,1979,0.1
dji,1980,0.2
dji,1981,0.2
dji,1982,0.3
dji,1983,0.3
dji,1984,0.4
dji,1985,0.4
dji,1986,0.3
dji,1987,0.3
dji,1988,0.3
dji,1989,0.1
dji,1990,0.1
dji,1991,0.1
dnk,1970,62.7
dnk,1971,64.4
dnk,1972,77.9
dnk,1973,83.3
dnk,1974,93.8
dnk,1975,87.9
dnk,1976,101.4
dnk,1977,113.2
dnk,1978,124.5
dnk,1979,120.2
dnk,1980,115.9
dnk,1981,120.5
dnk,1982,114.5
dnk,1983,110.3
dnk,1984,115.7
dnk,1985,115.7
dnk,1986,116.5
dnk,1987,108
dnk,1988,113.6
dnk,1989,121.8
dnk,1990,123.9
dnk,1991,119.2
dnk,1992,114.7
dnk,1993,121.1
dnk,1994,130.8
dnk,1995,133.5
dnk,1996,172.2
dnk,1997,202.60001
dnk,1998,201.10001
dnk,1999,199
dnk,2000,198.887
dnk,2001,184.191
dnk,2002,185.061
dnk,2003,170.974
dnk,2004,174.539
dnk,2019,985.65567
dnk,2020,304.4185
dom,1970,4.2
dom,1971,3.3
dom,1972,3.3
dom,1973,3.5
dom,1974,3.5
dom,1975,7.7
dom,1976,9.5
dom,1977,17.5
dom,1978,20.6
dom,1979,17.5
dom,1980,10.8
dom,1981,11
dom,1983,7.1
dom,1984,9.7
dom,1985,8.5
dom,1986,5.6
dom,1987,3
dom,1988,4
dom,1990,70.4
dom,1991,0.7
dom,1992,0.8
dom,1993,2.8
dom,1994,2.5
dom,2010,0
dom,2011,0
dom,2012,0
dom,2013,0
dom,2018,0
dom,2019,0
dom,2020,0
dza,1970,3.1
dza,1971,3.7
dza,1972,4.2
dza,1973,5.2
dza,1974,6.6
dza,1975,7.2
dza,1976,9.1
dza,1977,9
dza,1978,11.2
dza,1979,12.3
dza,1980,12.9
dza,1981,14.2
dza,1982,15.9
dza,1983,28.2
dza,1984,14.9
dza,1985,21
dza,1986,7.7
dza,1987,13.3
dza,1988,13.9
dza,1989,23.1
dza,1990,14.6
dza,1991,24.3
dza,1992,20.2
dza,1993,21.3
dza,1994,24.2
dza,1995,21
dza,1996,16
dza,1997,16.8
dza,1998,18.8
dza,1999,15.4
dza,2000,12.647
dza,2001,18.346
dza,2002,17.89
dza,2003,19.091
dza,2004,21.44
dza,2005,31.624
dza,2006,23.694
dza,2007,16.572
dza,2008,16.985
dza,2009,4.317
dza,2010,15.906
dza,2011,14.826
dza,2012,14.926
dza,2013,17.50242
dza,2014,21.66233
dza,2015,21.90165
dza,2016,21.59102
dza,2017,24.80375
dza,2018,28.28048
dza,2019,25.64175
dza,2020,15.6388
ecu,1970,9.3
ecu,1971,4.7
ecu,1972,4.5
ecu,1973,9.6
ecu,1974,9.8
ecu,1975,6.4
ecu,1976,6.9
ecu,1977,9.5
ecu,1978,12.9
ecu,1979,30.9
ecu,1980,39.8
ecu,1981,38.8
ecu,1982,36.6
ecu,1983,33
ecu,1984,42.5
ecu,1985,50.7
ecu,1986,58.6
ecu,1987,70
ecu,1988,73.6
ecu,1989,68.4
ecu,1990,63.2
ecu,1991,68
ecu,1992,54.1
ecu,1993,85.4
ecu,1994,38
ecu,1995,32.2
ecu,1996,32.9
ecu,1997,53.8
ecu,1998,82.2
ecu,1999,33
ecu,2000,15.456
ecu,2001,6.354
ecu,2002,7.989
ecu,2003,4.291
ecu,2004,4.99
ecu,2005,5.439
ecu,2006,5.874
ecu,2007,5.615
ecu,2008,4.662
ecu,2009,3.229
ecu,2010,129.7315
ecu,2011,126.4039
ecu,2012,121.40259
ecu,2013,112.05996
ecu,2014,82.101
ecu,2015,64.03778
ecu,2016,60.17416
ecu,2017,57.68029
ecu,2018,64.20469
ecu,2019,50.80511
ecu,2020,10.60435
egy,1970,15.3
egy,1971,17.4
egy,1972,17.8
egy,1973,13.9
egy,1974,17.1
egy,1975,20.7
egy,1976,20.7
egy,1977,23.7
egy,1978,24.7
egy,1979,28
egy,1980,29.4
egy,1981,39
egy,1982,53.5
egy,1983,69.7
egy,1984,88.2
egy,1985,98.5
egy,1986,111.5
egy,1987,112
egy,1988,118.8
egy,1989,138.10001
egy,1990,144
egy,1991,128.2
egy,1992,109.2
egy,1993,122.8
egy,1994,185.2
egy,1995,164.10001
egy,1996,198
egy,1997,208.60001
egy,1998,255.10001
egy,1999,269.5
egy,2000,278.061
egy,2001,239.036
egy,2002,249.206
egy,2003,238.885
egy,2004,241.872
egy,2005,286.954
egy,2006,309.434
egy,2007,206.828
egy,2008,195.482
egy,2009,180.31
egy,2010,416.9851
egy,2011,333.30668
egy,2012,356.26545
egy,2013,386.68347
egy,2014,418.69161
egy,2015,377.36001
egy,2016,374.35716
egy,2017,403.82874
egy,2018,437.62533
egy,2019,483.41388
egy,2020,438.9089
eri,2018,0
eri,2019,0
eri,2020,0
esp,1970,90.8
esp,1971,131.60001
esp,1972,154.89999
esp,1973,172
esp,1974,199.5
esp,1975,214.7
esp,1976,264.29999
esp,1977,324.20001
esp,1978,358.60001
esp,1979,376.60001
esp,1980,389.70001
esp,1981,425.89999
esp,1982,448
esp,1983,442.89999
esp,1984,483.20001
esp,1985,522.29999
esp,1986,532.59998
esp,1987,526.40002
esp,1988,597.90002
esp,1989,732.59998
esp,1990,759.70001
esp,1991,622.79999
esp,1992,584.59998
esp,1993,553.79999
esp,1994,580.90002
esp,1995,689.59998
esp,1996,739.59998
esp,1997,740.20001
esp,1998,767.09998
esp,1999,816
esp,2000,879.499
esp,2001,878.871
esp,2002,807.417
esp,2003,872.739
esp,2004,1043.562
esp,2005,1021.743
esp,2006,1100.205
esp,2007,1203.877
esp,2008,1306.438
esp,2009,1079.589
esp,2010,1235.86488
esp,2011,1313.29317
esp,2012,1131.85052
esp,2013,957.99775
esp,2014,962.63645
esp,2015,1035.48711
esp,2016,1068.16064
esp,2017,1078.63356
esp,2018,1118.73285
esp,2019,1191.46658
esp,2020,494.26059
est,1992,0.2
est,1993,0.3
est,1994,0.4
est,1995,0.4
est,1996,0.7
est,1997,1
est,1998,1
est,1999,1.4
est,2000,1.434
est,2001,1.454
est,2002,1.247
est,2003,1.455
est,2004,1.335
est,2005,1.302
est,2006,1.083
est,2007,1.04
est,2008,0.974
est,2009,0.576
est,2010,4.148
est,2011,4.871
est,2012,2.252
est,2013,0.109
est,2014,0.901
est,2015,0.87036
est,2016,0.003
est,2018,0
est,2019,0
est,2020,0
eth,1970,14.5
eth,1971,14.7
eth,1972,15.3
eth,1973,18.7
eth,1974,17.4
eth,1975,17.1
eth,1976,17.7
eth,1977,20.7
eth,1978,25
eth,1979,22.5
eth,1980,24.8
eth,1981,21
eth,1982,24.5
eth,1983,27.1
eth,1984,43.8
eth,1985,66.4
eth,1986,82.3
eth,1987,86.3
eth,1988,88.7
eth,1989,92.7
eth,1990,66.6
eth,1991,68.4
eth,1992,94.4
eth,1993,92.5
eth,1994,110.3
eth,1995,114.7
eth,1996,118.1
eth,1997,137.39999
eth,1998,126.7
eth,1999,101.5
eth,2000,78.254
eth,2001,79.223
eth,2002,83.493
eth,2003,93.469
eth,2004,117.155
eth,2005,132.601
eth,2006,157.184
eth,2007,160.322
eth,2008,227.762
eth,2009,424.472
eth,2010,407.062
eth,2011,505.565
eth,2012,703.644
eth,2013,790.74339
eth,2014,950.1573
eth,2015,1228.73832
eth,2016,1500.14753
eth,2017,2076.18502
eth,2018,2089.27754
eth,2019,2450.27296
eth,2020,2897.1341
fin,1970,21.3
fin,1971,23.8
fin,1972,24.6
fin,1973,29.7
fin,1974,29.8
fin,1975,28.6
fin,1976,30.1
fin,1977,35.5
fin,1978,38.1
fin,1979,41.8
fin,1980,48
fin,1981,51.7
fin,1982,61
fin,1983,70.5
fin,1984,72.3
fin,1985,76.8
fin,1986,85.9
fin,1987,90.2
fin,1988,100.1
fin,1989,129.39999
fin,1990,135.10001
fin,1991,128.10001
fin,1992,113.2
fin,1993,157.10001
fin,1994,190.89999
fin,1995,211.5
fin,1996,236.8
fin,1997,294
fin,1998,276
fin,1999,251.89999
fin,2000,280.735
fin,2001,171.092
fin,2002,215.579
fin,2003,255.699
fin,2004,325.203
fin,2005,353.576
fin,2006,408.775
fin,2007,489.674
fin,2008,542.623
fin,2009,484.365
fin,2010,728.824
fin,2011,740.08527
fin,2012,690.86632
fin,2013,660.80246
fin,2014,667.07538
fin,2015,713.484
fin,2016,761.85394
fin,2017,852.01263
fin,2018,957.63859
fin,2019,1067.31511
fin,2020,480.37919
fji,1973,0.7
fji,1974,0.9
fji,1975,1
fji,1976,1
fji,1977,1.2
fji,1978,2.1
fji,1979,2.8
fji,1980,2.8
fji,1981,3.1
fji,1982,3.4
fji,1983,3.4
fji,1984,3.7
fji,1985,3.8
fji,1986,6
fji,1987,10.3
fji,1988,15
fji,1989,20.4
fji,1990,5.1
fji,1991,23.3
fji,1992,33.8
fji,1993,37.7
fji,1994,55.9
fji,1995,82.6
fji,1996,75.4
fji,1997,17.5
fji,1998,17.5
fji,1999,83.6
fji,2000,90.819
fji,2001,84.478
fji,2002,67.15
fji,2003,68
fji,2004,74.769
fji,2005,92.108
fji,2006,95.792
fji,2007,101.54
fji,2008,96.057
fji,2009,65.564
fji,2010,77.0847
fji,2011,84.64073
fji,2012,90.94055
fji,2013,69.333
fji,2014,78.514
fji,2015,83.6865
fji,2016,86.955
fji,2017,102.59573
fji,2018,106.8282
fji,2019,108.9135
fji,2020,21.804
fra,1970,474.60001
fra,1971,487.70001
fra,1972,619
fra,1973,757.59998
fra,1974,871.29999
fra,1975,995.29999
fra,1976,1278.90002
fra,1977,1557.40002
fra,1978,1697
fra,1979,1912.19995
fra,1980,1985.80005
fra,1981,2128.3999
fra,1982,2186.1001
fra,1983,2483.69995
fra,1984,2797.69995
fra,1985,2873.30005
fra,1986,3079.5
fra,1987,3385.6001
fra,1988,3681.6001
fra,1989,3819.30005
fra,1990,3995.80005
fra,1991,3778.80005
fra,1992,3840.5
fra,1993,3717.1001
fra,1994,4385.8999
fra,1995,4577.7002
fra,1996,4842.6001
fra,1997,5132
fra,1998,4773.6001
fra,1999,4968.3999
fra,2000,5224.34
fra,2001,4825.202
fra,2002,5030.16
fra,2003,5067.323
fra,2004,5584.213
fra,2005,5802.442
fra,2006,6135.028
fra,2007,6424.966
fra,2008,6187.796
fra,2009,6624.89
fra,2010,5079.71815
fra,2011,5068.76226
fra,2012,4626.15381
fra,2013,4327.126
fra,2014,4151.293
fra,2015,4098.31
fra,2016,4155.407
fra,2017,4260.597
fra,2018,4443.789
fra,2019,4522.586
fra,2020,2467.943
gab,1970,5.9
gab,1971,7.3
gab,1972,8.1
gab,1973,8.4
gab,1974,10.9
gab,1975,11.6
gab,1976,13.7
gab,1977,7.8
gab,1978,0.7
gab,1979,0.8
gab,1980,26.5
gab,1981,26.7
gab,1982,27.3
gab,1983,30.9
gab,1984,31.8
gab,1985,36
gab,1986,37.4
gab,1987,29.1
gab,1988,27.2
gab,1989,29.4
gab,1990,26.1
gab,1991,26.9
gab,1992,28.1
gab,1993,30.6
gab,1994,32.2
gab,1995,32.2
gab,1996,34.6
gab,1997,38.1
gab,1998,34.7
gab,1999,53.5
gab,2000,58.174
gab,2001,48.832
gab,2002,49.31
gab,2003,54.251
gab,2004,61.267
gab,2005,65.542
gab,2006,77.975
gab,2007,70.174
gab,2008,67.986
gab,2009,61.742
gab,2010,0
gab,2011,0
gab,2012,0
gab,2013,0
gbr,1970,516.90002
gbr,1971,564.90002
gbr,1972,714.09998
gbr,1973,843.90002
gbr,1974,847.29999
gbr,1975,797.70001
gbr,1976,866.40002
gbr,1977,984.09998
gbr,1978,1153.19995
gbr,1979,1263.90002
gbr,1980,1428.40002
gbr,1981,1579
gbr,1982,1511.40002
gbr,1983,1729.80005
gbr,1984,2193.3999
gbr,1985,2299.1001
gbr,1986,2547.30005
gbr,1987,2862.5
gbr,1988,3134.30005
gbr,1989,3447.19995
gbr,1990,3825.3999
gbr,1991,4023.3999
gbr,1992,4639.2002
gbr,1993,5405
gbr,1994,6405.2002
gbr,1995,6830.6001
gbr,1996,7618.1001
gbr,1997,6450.6001
gbr,1998,4663.5
gbr,1999,4925.2002
gbr,2000,5160.872
gbr,2001,4548.547
gbr,2002,4940.527
gbr,2003,5159.695
gbr,2004,5698.49
gbr,2005,5998.434
gbr,2006,6215.321
gbr,2007,6154.451
gbr,2008,6283.831
gbr,2009,6615.125
gbr,2010,6082.73941
gbr,2011,6280.25098
gbr,2012,6243.54285
gbr,2013,6031.57471
gbr,2014,5974.82515
gbr,2015,5423.17314
gbr,2016,5512.673
gbr,2017,5915.641
gbr,2018,6198.37
gbr,2019,5851.19
gbr,2020,3675.24485
geo,1994,1.8
geo,1995,1.9
geo,1996,1.8
geo,1997,1.1
geo,1998,8.7
geo,1999,2.9
geo,2000,1.974
geo,2001,1.973
geo,2002,4.484
geo,2003,4.491
geo,2004,2.724
geo,2005,2.751
geo,2006,2.889
geo,2007,2.946
geo,2008,2.913
geo,2009,2.43
geo,2010,0.87936
geo,2011,0.929
geo,2012,0.43518
geo,2013,0.4
geo,2014,0.4162
geo,2015,0.18504
geo,2016,0.18051
geo,2017,0.4784
geo,2018,0.7509
geo,2019,0.6406
geo,2020,0.1347
gha,1970,3.1
gha,1971,3.1
gha,1972,2.4
gha,1973,2.5
gha,1974,3.1
gha,1975,2.9
gha,1976,2.8
gha,1977,2.7
gha,1978,2.5
gha,1979,2.8
gha,1980,3.6
gha,1981,6.5
gha,1982,4.6
gha,1983,6.6
gha,1984,7.5
gha,1985,9.4
gha,1986,10.1
gha,1987,12.1
gha,1988,13.4
gha,1989,13.6
gha,1990,15.7
gha,1991,19.1
gha,1992,20.1
gha,1993,22.5
gha,1994,23.8
gha,1995,24.1
gha,1996,29.5
gha,1997,32.8
gha,1998,29.9
gha,1999,31.4
gha,2000,39.949
gha,2001,32.97
gha,2002,18.901
gha,2003,16.63
gha,2004,6.652
gha,2010,5.2298
gha,2011,3.56604
gha,2012,2.41802
gha,2013,1.31802
gha,2014,1.33279
gha,2015,0.84463
gha,2016,0.84643
gha,2017,0.26271
gha,2018,0
gha,2019,0
gha,2020,0
gin,1970,0.1
gin,1971,0.1
gin,1972,0.1
gin,1973,0.1
gin,1975,0.2
gin,1976,0.2
gin,1977,0.2
gin,1978,0.2
gin,1979,0.2
gin,1980,0.2
gin,1981,0.6
gin,1982,0.7
gin,1983,0.6
gin,1984,0.7
gin,1985,0.6
gin,1989,0.4
gin,1990,0.4
gin,1991,2.1
gin,1992,0.7
gin,1993,0.7
gin,1994,1.4
gin,1995,0.7
gin,1996,0.7
gin,1997,0.7
gin,1999,1.4
gmb,2010,0
gmb,2011,0
gmb,2012,0.15528
gmb,2013,2.17201
gmb,2014,2.24586
gmb,2015,0.07411
gmb,2018,0
gmb,2019,0
gmb,2020,0
gnb,1978,0.1
gnb,1979,0.1
gnb,1980,0.1
gnb,1981,0.1
gnb,1982,0.1
gnb,1983,0.1
gnb,1984,0.1
gnb,1985,0.1
gnb,1986,0.1
gnb,1987,0.1
gnb,1988,0.1
gnb,1989,0.1
gnb,1990,0.1
gnb,1991,0.1
gnb,1992,0.1
gnb,1993,0.1
gnb,1994,0.1
gnb,1995,0.1
gnb,1996,0.1
gnb,1997,0.1
gnq,1979,0.1
gnq,1980,0.1
gnq,1981,0.1
gnq,1982,0.1
gnq,1983,0.1
gnq,1984,0.1
gnq,1985,0.1
gnq,1986,0.1
gnq,1987,0.1
gnq,1988,0.1
gnq,1989,0.1
gnq,1990,0.1
gnq,1991,0.1
gnq,1992,0.1
gnq,1993,0.1
gnq,1994,0.1
gnq,1995,0.1
gnq,1996,0.1
gnq,2010,0
gnq,2011,0.2254
gnq,2012,0.76763
gnq,2013,0.36126
gnq,2014,0.31788
gnq,2015,0.46165
gnq,2016,0.35828
gnq,2017,0.41878
gnq,2018,0
gnq,2019,0.28895
gnq,2020,2.78125
grc,1970,31.1
grc,1971,32.4
grc,1972,42.2
grc,1973,53.9
grc,1974,47.8
grc,1975,32.5
grc,1976,52.8
grc,1977,52.9
grc,1978,54.9
grc,1979,62.1
grc,1980,61.4
grc,1981,67.6
grc,1982,58.2
grc,1983,65.6
grc,1984,68.6
grc,1985,103.1
grc,1986,91.7
grc,1987,104.3
grc,1988,101.9
grc,1989,103.1
grc,1990,112.7
grc,1991,114.2
grc,1992,107
grc,1993,127
grc,1994,135
grc,1995,117
grc,1996,118.7
grc,1997,129.10001
grc,1998,112.6
grc,1999,103.4
grc,2000,129.804
grc,2001,96.944
grc,2002,80.854
grc,2003,62.748
grc,2004,58.245
grc,2005,64.075
grc,2006,70.649
grc,2007,72.242
grc,2008,78.109
grc,2009,31.396
grc,2010,4.8517
grc,2011,4.18569
grc,2012,2.31403
grc,2013,0.59323
grc,2014,19.35943
grc,2015,26.10771
grc,2016,23.993
grc,2017,23.525
grc,2018,21.909
grc,2019,23.90576
grc,2020,10.09844
gtm,1970,6.3
gtm,1971,5.3
gtm,1972,3.8
gtm,1973,3.7
gtm,1974,4.8
gtm,1975,4.7
gtm,1976,7.1
gtm,1977,6.7
gtm,1978,7.1
gtm,1979,7.5
gtm,1980,6.4
gtm,1981,4.9
gtm,1982,5.2
gtm,1983,6.3
gtm,1984,8.1
gtm,1985,9
gtm,1986,7.2
gtm,1987,11.4
gtm,1988,11.9
gtm,1989,23.4
gtm,1990,9
gtm,1991,9.2
gtm,1992,19.2
gtm,1993,21
gtm,1994,21
gtm,1995,24.6
gtm,1996,25.8
gtm,1997,44.3
gtm,1998,2.5
gtm,1999,2.6
gtm,2010,4.09087
gtm,2011,4.1868
gtm,2012,3.71223
gtm,2013,0
gtm,2014,0.09123
gtm,2015,0.45552
gtm,2016,0.63203
gtm,2017,0.54637
gtm,2018,0.10737
gtm,2019,0.0273
gtm,2020,0.00064
gum,2008,57.96
gum,2009,48.607
guy,1970,1.2
guy,1971,1.3
guy,1972,1.3
guy,1973,1.3
guy,1974,1.4
guy,1975,0.7
guy,1976,0.8
guy,1977,0.8
guy,1978,0.8
guy,1979,0.8
guy,1980,0.8
guy,1981,2
guy,1982,2.2
guy,1983,2.2
guy,1984,2.3
guy,1985,2.3
guy,1986,2.4
guy,1987,2.5
guy,1988,2.6
guy,1989,2.8
guy,1990,2.8
guy,1991,2.8
guy,1992,3
guy,1993,3
guy,1994,3
guy,1995,3.1
guy,1996,3.3
guy,1997,3.3
guy,1998,3.3
guy,1999,2.2
guy,2000,2.323
guy,2001,1.603
guy,2010,0.92599
guy,2011,1.2315
guy,2012,0.94144
guy,2013,0
guy,2014,0
guy,2018,0.10001
guy,2019,0.04759
guy,2020,0.10855
hkg,1997,2325.30005
hkg,1998,4151.1001
hkg,1999,4545.7002
hkg,2000,5111.511
hkg,2001,5066.022
hkg,2002,5714.644
hkg,2003,5780.75
hkg,2004,6931.629
hkg,2005,7763.873
hkg,2006,8325.969
hkg,2007,10028.957
hkg,2008,8985.895
hkg,2009,13293.176
hkg,2010,10373.43477
hkg,2011,10053.89845
hkg,2012,9468.41801
hkg,2013,9396.48053
hkg,2014,10826.12281
hkg,2015,11294.27249
hkg,2016,11409.11876
hkg,2017,12415.19932
hkg,2018,12676.72175
hkg,2019,11739.48957
hkg,2020,8084.89962
hnd,1970,3.6
hnd,1971,3.7
hnd,1972,3.2
hnd,1973,3
hnd,1974,3
hnd,1975,3
hnd,1976,5.1
hnd,1977,4.2
hnd,1978,3.4
hnd,1979,3.3
hnd,1980,3.8
hnd,1981,3
hnd,1982,2.7
hnd,1983,1.9
