geo,time,sl_emp_work_fe_zs
dza,2002,63.91
dza,2003,66.13
dza,2004,67.47
dza,2005,68.76
dza,2006,69.91
dza,2007,70.95
dza,2008,71.93
dza,2009,72.7
dza,2010,73.59
dza,2011,74.37
dza,2012,74.03
dza,2013,73.69
dza,2014,73.96
dza,2015,74.13
dza,2016,74.37
dza,2017,74.6
dza,2018,74.58
dza,2019,74.52
ecu,1991,43.44
ecu,1992,41.84
ecu,1993,41.03
ecu,1994,43.25
ecu,1995,43.08
ecu,1996,43.49
ecu,1997,46.01
ecu,1998,42.66
ecu,1999,42.77
ecu,2000,43.26
ecu,2001,43.71
ecu,2002,46.11
ecu,2003,48.29
ecu,2004,43.14
ecu,2005,47.16
ecu,2006,45.07
ecu,2007,46.34
ecu,2008,47.2
ecu,2009,47.39
ecu,2010,49.17
ecu,2011,46.78
ecu,2012,46.89
ecu,2013,47.29
ecu,2014,49.17
ecu,2015,46.42
ecu,2016,42.68
ecu,2017,41.53
ecu,2018,41.12
ecu,2019,39.88
egy,1991,47.92
egy,1992,48.94
egy,1993,49.51
egy,1994,49.25
egy,1995,52.94
egy,1996,54.34
egy,1997,55.5
egy,1998,60.65
egy,1999,64.38
egy,2000,57.09
egy,2001,64.81
egy,2002,67.88
egy,2003,56.3
egy,2004,48.53
egy,2005,50.47
egy,2006,53.6
egy,2007,47.8
egy,2008,50.67
egy,2009,50.22
egy,2010,52.03
egy,2011,52.82
egy,2012,56.25
egy,2013,52.03
egy,2014,51.15
egy,2015,51.55
egy,2016,66.12
egy,2017,62.96
egy,2018,65.31
egy,2019,68.63
eri,1991,7.1
eri,1992,7.29
eri,1993,7.54
eri,1994,7.92
eri,1995,7.96
eri,1996,8.91
eri,1997,10.01
eri,1998,9.07
eri,1999,8.85
eri,2000,9.41
eri,2001,10.63
eri,2002,11.47
eri,2003,10.18
eri,2004,10.83
eri,2005,11.15
eri,2006,11.23
eri,2007,11.57
eri,2008,12.32
eri,2009,11.89
eri,2010,11.18
eri,2011,12.25
eri,2012,12.79
eri,2013,12.45
eri,2014,14.12
eri,2015,13.29
eri,2016,13.9
eri,2017,12.99
eri,2018,13.85
eri,2019,13.8
esp,1991,74.8
esp,1992,75.58
esp,1993,75.71
esp,1994,76.25
esp,1995,76.89
esp,1996,77.89
esp,1997,79.39
esp,1998,80.32
esp,1999,82.16
esp,2000,83.32
esp,2001,83.51
esp,2002,84.95
esp,2003,85.67
esp,2004,85.9
esp,2005,85.79
esp,2006,86.39
esp,2007,86.69
esp,2008,86.85
esp,2009,87.39
esp,2010,87.74
esp,2011,87.83
esp,2012,87.29
esp,2013,86.95
esp,2014,87.05
esp,2015,87.19
esp,2016,87.29
esp,2017,87.84
esp,2018,88.19
esp,2019,88.3
est,1991,95.23
est,1992,95.19
est,1993,95.13
est,1994,95.02
est,1995,94.94
est,1996,94.8
est,1997,95.04
est,1998,93.79
est,1999,93.51
est,2000,93.3
est,2001,95.09
est,2002,95.16
est,2003,94.27
est,2004,93.99
est,2005,94.94
est,2006,95.08
est,2007,94.53
est,2008,95.02
est,2009,94.67
est,2010,94.49
est,2011,94.72
est,2012,94.82
est,2013,94.08
est,2014,94.3
est,2015,93.34
est,2016,93.2
est,2017,93.5
est,2018,93.17
est,2019,92.95
eth,1991,8.75
eth,1992,8.32
eth,1993,8.53
eth,1994,8.4
eth,1995,8.51
eth,1996,8.81
eth,1997,8.79
eth,1998,8.31
eth,1999,8.06
eth,2000,7.48
eth,2001,7.74
eth,2002,7.46
eth,2003,6.87
eth,2004,6.98
eth,2005,6.8
eth,2006,6.93
eth,2007,7.31
eth,2008,7.37
eth,2009,7.53
eth,2010,7.98
eth,2011,8.42
eth,2012,8.78
eth,2013,9.12
eth,2014,9.73
eth,2015,10.46
eth,2016,11.17
eth,2017,11.9
eth,2018,12.71
eth,2019,13.38
fin,1991,88.64
fin,1992,88.83
fin,1993,89.1
fin,1994,89.22
fin,1995,89.04
fin,1996,88.82
fin,1997,90.47
fin,1998,91.18
fin,1999,90.45
fin,2000,91.15
fin,2001,91.12
fin,2002,91.03
fin,2003,91.27
fin,2004,91.72
fin,2005,91.54
fin,2006,91.56
fin,2007,91.78
fin,2008,91.45
fin,2009,90.97
fin,2010,91.03
fin,2011,91.22
fin,2012,91.14
fin,2013,91.21
fin,2014,90.68
fin,2015,90.56
fin,2016,90.63
fin,2017,90.96
fin,2018,90.78
fin,2019,90.34
fji,1991,59.61
fji,1992,59.82
fji,1993,59.95
fji,1994,60.24
fji,1995,60.4
fji,1996,60.71
fji,1997,60.67
fji,1998,60.74
fji,1999,61.31
fji,2000,61.17
fji,2001,61.37
fji,2002,61.62
fji,2003,61.44
fji,2004,61.79
fji,2005,61.46
fji,2006,59.43
fji,2007,57.16
fji,2008,54.99
fji,2009,52.36
fji,2010,50.17
fji,2011,47.66
fji,2012,47.51
fji,2013,47.95
fji,2014,48.52
fji,2015,49.1
fji,2016,49.4
fji,2017,50.26
fji,2018,50.93
fji,2019,51.32
fra,1991,87.5
fra,1992,87.75
fra,1993,88.8
fra,1994,88.99
fra,1995,89.25
fra,1996,89.98
fra,1997,90.24
fra,1998,90.79
fra,1999,91.07
fra,2000,91.73
fra,2001,92.08
fra,2002,92.31
fra,2003,91.87
fra,2004,92.23
fra,2005,92.58
fra,2006,92.24
fra,2007,92.63
fra,2008,92.66
fra,2009,92.7
fra,2010,92.42
fra,2011,92.24
fra,2012,92.36
fra,2013,92.29
fra,2014,91.85
fra,2015,91.85
fra,2016,91.63
fra,2017,91.48
fra,2018,91.66
fra,2019,91.27
gab,1991,30.71
gab,1992,31.37
gab,1993,32.63
gab,1994,35.21
gab,1995,37.2
gab,1996,39.08
gab,1997,41.07
gab,1998,43.12
gab,1999,44.28
gab,2000,45.25
gab,2001,46.71
gab,2002,48.16
gab,2003,49.67
gab,2004,50.9
gab,2005,51.94
gab,2006,53.36
gab,2007,55.04
gab,2008,55.99
gab,2009,58.37
gab,2010,59.75
gab,2011,60.03
gab,2012,60.96
gab,2013,61.75
gab,2014,62.59
gab,2015,63.37
gab,2016,63.8
gab,2017,63.8
gab,2018,63.59
gab,2019,63.58
gbr,1991,91.76
gbr,1992,92.03
gbr,1993,92.06
gbr,1994,92.02
gbr,1995,92.14
gbr,1996,92.22
gbr,1997,92.09
gbr,1998,92.17
gbr,1999,92.38
gbr,2000,92.18
gbr,2001,92.59
gbr,2002,92.56
gbr,2003,92.15
gbr,2004,92.15
gbr,2005,92.21
gbr,2006,91.9
gbr,2007,91.78
gbr,2008,91.85
gbr,2009,91.48
gbr,2010,90.99
gbr,2011,90.76
gbr,2012,90.33
gbr,2013,90.21
gbr,2014,89.53
gbr,2015,89.61
gbr,2016,89.15
gbr,2017,89.01
gbr,2018,89.07
gbr,2019,88.86
geo,1991,55.36
geo,1992,54.1
geo,1993,52.8
geo,1994,51.27
geo,1995,49.38
geo,1996,47.32
geo,1997,45.74
geo,1998,44.23
geo,1999,42.6
geo,2000,37.54
geo,2001,35.63
geo,2002,36.02
geo,2003,34.42
geo,2004,34.62
geo,2005,34.67
geo,2006,34.05
geo,2007,35.83
geo,2008,38.1
geo,2009,39.42
geo,2010,41.94
geo,2011,41.7
geo,2012,42.54
geo,2013,42.84
geo,2014,43.93
geo,2015,46.45
geo,2016,48.89
geo,2017,48.6
geo,2018,52.69
geo,2019,53.68
gha,1991,6.22
gha,1992,6.33
gha,1993,6.84
gha,1994,6.91
gha,1995,6.96
gha,1996,7.07
gha,1997,7.34
gha,1998,7.49
gha,1999,7.74
gha,2000,8.03
gha,2001,8.29
gha,2002,8.63
gha,2003,8.97
gha,2004,9.29
gha,2005,9.79
gha,2006,10.25
gha,2007,10.54
gha,2008,10.81
gha,2009,10.97
gha,2010,11.61
gha,2011,13.71
gha,2012,14.72
gha,2013,15.36
gha,2014,16.31
gha,2015,16.47
gha,2016,16.46
gha,2017,17.41
gha,2018,18.29
gha,2019,19.06
gin,1991,2.46
gin,1992,2.39
gin,1993,2.45
gin,1994,2.38
gin,1995,2.37
gin,1996,2.41
gin,1997,2.46
gin,1998,2.42
gin,1999,2.54
gin,2000,2.55
gin,2001,2.47
gin,2002,2.61
gin,2003,2.58
gin,2004,2.54
gin,2005,2.62
gin,2006,2.62
gin,2007,2.5
gin,2008,2.66
gin,2009,2.45
gin,2010,2.4
gin,2011,2.4
gin,2012,2.43
gin,2013,2.25
gin,2014,2.29
gin,2015,2.1
gin,2016,2.28
gin,2017,2.37
gin,2018,2.42
gin,2019,2.49
gmb,1991,8.59
gmb,1992,8.68
gmb,1993,8.81
gmb,1994,9.02
gmb,1995,9.14
gmb,1996,9.63
gmb,1997,9.57
gmb,1998,9.96
gmb,1999,10.33
gmb,2000,10.7
gmb,2001,11.31
gmb,2002,11.6
gmb,2003,12.21
gmb,2004,12.85
gmb,2005,12.83
gmb,2006,12.99
gmb,2007,13.26
gmb,2008,13.41
gmb,2009,13.85
gmb,2010,14.32
gmb,2011,14.36
gmb,2012,14.9
gmb,2013,15.18
gmb,2014,15.23
gmb,2015,16.14
gmb,2016,17.09
gmb,2017,16.86
gmb,2018,16.97
gmb,2019,17.51
gnb,1991,19.11
gnb,1992,18.78
gnb,1993,18.77
gnb,1994,18.92
gnb,1995,19.08
gnb,1996,19.4
gnb,1997,20.59
gnb,1998,19.16
gnb,1999,18.5
gnb,2000,17.28
gnb,2001,17.48
gnb,2002,17.52
gnb,2003,17.29
gnb,2004,16.96
gnb,2005,16.64
gnb,2006,16.81
gnb,2007,16.68
gnb,2008,17.05
gnb,2009,17.01
gnb,2010,17.12
gnb,2011,17.45
gnb,2012,17.36
gnb,2013,17.9
gnb,2014,17.17
gnb,2015,17.16
gnb,2016,17.72
gnb,2017,18.17
gnb,2018,18.35
gnb,2019,18.69
gnq,1991,1
gnq,1992,1.07
gnq,1993,1.13
gnq,1994,1.31
gnq,1995,1.41
gnq,1996,1.98
gnq,1997,2.87
gnq,1998,3.21
gnq,1999,4.1
gnq,2000,5.03
gnq,2001,6.73
gnq,2002,7.92
gnq,2003,9.55
gnq,2004,12.57
gnq,2005,15.58
gnq,2006,17.71
gnq,2007,19.25
gnq,2008,22.08
gnq,2009,20.61
gnq,2010,20.94
gnq,2011,22.62
gnq,2012,23.18
gnq,2013,21.22
gnq,2014,20.21
gnq,2015,16.42
gnq,2016,14
gnq,2017,14.17
gnq,2018,13.77
gnq,2019,11.59
grc,1991,54.49
grc,1992,53.86
grc,1993,54.88
grc,1994,54.57
grc,1995,55.97
grc,1996,56.05
grc,1997,57.38
grc,1998,58.62
grc,1999,60.64
grc,2000,61
grc,2001,64.22
grc,2002,64.68
grc,2003,64.85
grc,2004,68.33
grc,2005,68.23
grc,2006,68.39
grc,2007,69.35
grc,2008,69.31
grc,2009,69.46
grc,2010,68.97
grc,2011,68.59
grc,2012,68.62
grc,2013,68.11
grc,2014,69.6
grc,2015,70.42
grc,2016,70.55
grc,2017,70.8
grc,2018,71.61
grc,2019,73.46
gtm,1991,41.63
gtm,1992,41.71
gtm,1993,41.73
gtm,1994,41.79
gtm,1995,41.99
gtm,1996,41.95
gtm,1997,42.13
gtm,1998,42.41
gtm,1999,42.58
gtm,2000,42.72
gtm,2001,41.71
gtm,2002,40.4
gtm,2003,39.1
gtm,2004,40.78
gtm,2005,41.38
gtm,2006,42.08
gtm,2007,42.75
gtm,2008,43.14
gtm,2009,43.1
gtm,2010,43.38
gtm,2011,53.65
gtm,2012,41.37
gtm,2013,50.07
gtm,2014,51.74
gtm,2015,51.58
gtm,2016,52.62
gtm,2017,50.2
gtm,2018,50.64
gtm,2019,51.05
gum,1991,87.93
gum,1992,87.97
gum,1993,87.99
gum,1994,88.04
gum,1995,88.1
gum,1996,88.17
gum,1997,88.26
gum,1998,88.34
gum,1999,88.41
gum,2000,88.52
gum,2001,88.61
gum,2002,88.69
gum,2003,88.7
gum,2004,88.85
gum,2005,88.99
gum,2006,88.97
gum,2007,88.99
gum,2008,89.02
gum,2009,89.04
gum,2010,89.07
gum,2011,89.08
gum,2012,89.13
gum,2013,89.18
gum,2014,89.24
gum,2015,89.28
gum,2016,89.32
gum,2017,89.35
gum,2018,89.37
gum,2019,89.42
guy,1991,49.28
guy,1992,49.91
guy,1993,50.33
guy,1994,50.68
guy,1995,51.2
guy,1996,51.51
guy,1997,51.96
guy,1998,52.47
guy,1999,52.97
guy,2000,53.49
guy,2001,54.13
guy,2002,54.8
guy,2003,55.82
guy,2004,56.75
guy,2005,57.75
guy,2006,58.62
guy,2007,59.26
guy,2008,60
guy,2009,60.72
guy,2010,61.37
guy,2011,61.99
guy,2012,62.55
guy,2013,63.05
guy,2014,63.58
guy,2015,64.08
guy,2016,64.46
guy,2017,65.03
guy,2018,65.58
guy,2019,66.2
hkg,1991,94.48
hkg,1992,94.58
hkg,1993,94.69
hkg,1994,94.73
hkg,1995,94.78
hkg,1996,95.03
hkg,1997,95.14
hkg,1998,95.2
hkg,1999,94.58
hkg,2000,94.98
hkg,2001,94.25
hkg,2002,93.55
hkg,2003,93.25
hkg,2004,93
hkg,2005,93.31
hkg,2006,93.45
hkg,2007,93.91
hkg,2008,93.8
hkg,2009,93.75
hkg,2010,94.66
hkg,2011,94.22
hkg,2012,94.34
hkg,2013,94.41
hkg,2014,94.78
hkg,2015,94.72
hkg,2016,94.73
hkg,2017,94.78
hkg,2018,94.85
hkg,2019,94.84
hnd,1991,43.9
hnd,1992,44.03
hnd,1993,44.21
hnd,1994,43.82
hnd,1995,44.03
hnd,1996,43.81
hnd,1997,43.87
hnd,1998,43.89
hnd,1999,43.36
hnd,2000,43.8
hnd,2001,43.6
hnd,2002,43.7
hnd,2003,44.13
hnd,2004,44.58
hnd,2005,45.25
hnd,2006,47
hnd,2007,47.67
hnd,2008,47.81
hnd,2009,42.55
hnd,2010,41.86
hnd,2011,46.24
hnd,2012,42.73
hnd,2013,41.19
hnd,2014,45.02
hnd,2015,43.64
hnd,2016,45.93
hnd,2017,41.4
hnd,2018,41.53
hnd,2019,45.34
hrv,1991,72.46
hrv,1992,71.9
hrv,1993,71.17
hrv,1994,71.18
hrv,1995,71.71
hrv,1996,72.11
hrv,1997,74.92
hrv,1998,76.72
hrv,1999,76.63
hrv,2000,77.95
hrv,2001,79.14
hrv,2002,78.38
hrv,2003,77.14
hrv,2004,76.88
hrv,2005,75.68
hrv,2006,78.75
hrv,2007,80.94
hrv,2008,80.8
hrv,2009,80.95
hrv,2010,78.79
hrv,2011,79.01
hrv,2012,81.91
hrv,2013,84.54
hrv,2014,87.65
hrv,2015,87.67
hrv,2016,89.45
hrv,2017,90.03
hrv,2018,90.03
hrv,2019,90.81
hti,1991,13
hti,1992,13.06
hti,1993,13.18
hti,1994,13.26
hti,1995,13.46
hti,1996,13.68
hti,1997,13.74
hti,1998,13.94
hti,1999,14.07
hti,2000,14.19
hti,2001,14.43
hti,2002,14.67
hti,2003,14.96
hti,2004,15.19
hti,2005,15.46
hti,2006,15.63
hti,2007,15.87
hti,2008,16.05
hti,2009,16.27
hti,2010,16.06
hti,2011,16.49
hti,2012,16.66
hti,2013,16.92
hti,2014,17.21
hti,2015,17.49
hti,2016,17.67
hti,2017,17.87
hti,2018,18.11
hti,2019,18.4
hun,1991,83.43
hun,1992,83.54
hun,1993,86.32
hun,1994,86.72
hun,1995,87.02
hun,1996,87.3
hun,1997,87.5
hun,1998,88.35
hun,1999,88.75
hun,2000,89.5
hun,2001,89.73
hun,2002,89.96
hun,2003,90.79
hun,2004,89.71
hun,2005,90.22
hun,2006,90.93
hun,2007,90.79
hun,2008,91.46
hun,2009,90.84
hun,2010,91.08
hun,2011,91.47
hun,2012,91.29
hun,2013,91.78
hun,2014,92.22
hun,2015,92.02
hun,2016,91.81
hun,2017,91.74
hun,2018,91.86
hun,2019,91.65
idn,1991,23.06
idn,1992,23.74
idn,1993,24.37
idn,1994,25.17
idn,1995,26.15
idn,1996,27.22
idn,1997,28.83
idn,1998,27.5
idn,1999,27.99
idn,2000,28.16
idn,2001,30.37
idn,2002,30.48
idn,2003,29.09
idn,2004,29.97
idn,2005,33.6
idn,2006,34.19
idn,2007,32.67
idn,2008,32.73
idn,2009,33.2
idn,2010,34.44
idn,2011,36.34
idn,2012,38.57
idn,2013,39.62
idn,2014,39.64
idn,2015,41.55
idn,2016,41.9
idn,2017,41.65
idn,2018,40.87
idn,2019,41.04
ind,1991,8.53
ind,1992,8.48
ind,1993,8.4
ind,1994,8.38
ind,1995,8.49
ind,1996,8.62
ind,1997,8.7
ind,1998,8.79
ind,1999,8.96
ind,2000,9.14
ind,2001,9.39
ind,2002,9.66
ind,2003,9.96
ind,2004,10.32
ind,2005,10.69
ind,2006,11.05
ind,2007,11.41
ind,2008,11.75
ind,2009,12.05
ind,2010,12.46
ind,2011,14.48
ind,2012,16.76
ind,2013,17.65
ind,2014,18.55
ind,2015,19.55
ind,2016,20.64
ind,2017,21.84
ind,2018,23.16
ind,2019,24.16
irl,1991,89.49
irl,1992,89.3
irl,1993,89.05
irl,1994,89.94
irl,1995,90.23
irl,1996,90.32
irl,1997,90.49
irl,1998,90.34
irl,1999,90.79
irl,2000,90.92
irl,2001,91.85
irl,2002,92.36
irl,2003,92.23
irl,2004,92.21
irl,2005,92.88
irl,2006,93.26
irl,2007,92.6
irl,2008,92.27
irl,2009,92.01
irl,2010,91.79
irl,2011,92.02
irl,2012,92.07
irl,2013,91.5
irl,2014,91.72
irl,2015,91.62
irl,2016,91.48
irl,2017,92.1
irl,2018,92.06
irl,2019,92.27
irn,1991,56.7
irn,1992,57.08
irn,1993,57.34
irn,1994,57.19
irn,1995,57.3
irn,1996,57.66
irn,1997,55.92
irn,1998,54.22
irn,1999,52.31
irn,2000,50.89
irn,2001,48.95
irn,2002,47.67
irn,2003,47.12
irn,2004,46.29
irn,2005,45.16
irn,2006,43.84
irn,2007,42.66
irn,2008,46.77
irn,2009,46.61
irn,2010,50.26
irn,2011,52.71
irn,2012,53.71
irn,2013,55.17
irn,2014,56.96
irn,2015,56.28
irn,2016,55.23
irn,2017,56.2
irn,2018,55.89
irn,2019,56.32
irq,1991,61.4
irq,1992,61.5
irq,1993,60.99
irq,1994,60.97
irq,1995,61.09
irq,1996,60.94
irq,1997,60.93
irq,1998,60.9
irq,1999,61.6
irq,2000,62.27
irq,2001,62.28
irq,2002,62.45
irq,2003,63.23
irq,2004,62.13
irq,2005,62.07
irq,2006,61.89
irq,2007,61.83
irq,2008,62
irq,2009,61.66
irq,2010,61.84
irq,2011,62.13
irq,2012,62.21
irq,2013,67.3
irq,2014,72.7
irq,2015,77.88
irq,2016,83.91
irq,2017,90.84
irq,2018,94.06
irq,2019,96.32
isl,1991,89.42
isl,1992,89.39
isl,1993,89.19
isl,1994,89.21
isl,1995,89.33
isl,1996,88.53
isl,1997,87.52
isl,1998,87.56
isl,1999,87.7
isl,2000,88.06
isl,2001,89.45
isl,2002,89.87
isl,2003,91.89
isl,2004,90.68
isl,2005,91.86
isl,2006,91.63
isl,2007,91.69
isl,2008,92.08
isl,2009,92.74
isl,2010,91.03
isl,2011,91.04
isl,2012,90.97
isl,2013,91.25
isl,2014,91.63
isl,2015,92.04
isl,2016,92.03
isl,2017,92.09
isl,2018,91.4
isl,2019,91.94
isr,1991,94.75
isr,1992,94.57
isr,1993,94.44
isr,1994,94.28
isr,1995,94.09
isr,1996,93.84
isr,1997,94.11
isr,1998,93.98
isr,1999,93.43
isr,2000,93.41
isr,2001,93.78
isr,2002,93.58
isr,2003,93.22
isr,2004,93.27
isr,2005,93.18
isr,2006,92.57
isr,2007,92.95
isr,2008,93.04
isr,2009,92.57
isr,2010,92.6
isr,2011,92.24
isr,2012,92
isr,2013,91.94
isr,2014,91.64
isr,2015,91.59
isr,2016,91.43
isr,2017,91.48
isr,2018,90.66
isr,2019,90.58
ita,1991,75.39
ita,1992,75.51
ita,1993,75.6
ita,1994,75.73
ita,1995,75.89
ita,1996,76.04
ita,1997,76.23
ita,1998,76.42
ita,1999,76.62
ita,2000,76.91
ita,2001,77.21
ita,2002,77.48
ita,2003,77.62
ita,2004,77.81
ita,2005,79.48
ita,2006,79.59
ita,2007,79.97
ita,2008,80.69
ita,2009,81.51
ita,2010,81.47
ita,2011,81.72
ita,2012,81.68
ita,2013,81.75
ita,2014,81.54
ita,2015,81.68
ita,2016,81.92
ita,2017,82.99
ita,2018,83.08
ita,2019,82.93
jam,1991,61.68
jam,1992,62.15
jam,1993,64.05
jam,1994,64.28
jam,1995,66
jam,1996,65.61
jam,1997,66.4
jam,1998,66.05
jam,1999,65.38
jam,2000,65.38
jam,2001,65.65
jam,2002,68.15
jam,2003,67.93
jam,2004,65.93
jam,2005,67.08
jam,2006,66.5
jam,2007,68.82
jam,2008,66.87
jam,2009,67.03
jam,2010,67.39
jam,2011,67.7
jam,2012,67.27
jam,2013,67.22
jam,2014,67.17
jam,2015,67.19
jam,2016,67.09
jam,2017,67.03
jam,2018,67.02
jam,2019,66.91
jor,1991,97.26
jor,1992,97.24
jor,1993,97.21
jor,1994,97.18
jor,1995,97.15
jor,1996,97.11
jor,1997,97.06
jor,1998,97.01
jor,1999,96.96
jor,2000,96.9
jor,2001,96.85
jor,2002,96.77
jor,2003,96.72
jor,2004,96.66
jor,2005,96.78
jor,2006,96.85
jor,2007,96.87
jor,2008,96.95
jor,2009,97.07
jor,2010,97.18
jor,2011,97.25
jor,2012,97.35
jor,2013,97.47
jor,2014,97.53
jor,2015,97.58
jor,2016,97.63
jor,2017,97.66
jor,2018,97.69
jor,2019,97.7
jpn,1991,73.97
jpn,1992,75.36
jpn,1993,76.96
jpn,1994,77.8
jpn,1995,78.34
jpn,1996,79.31
jpn,1997,79.81
jpn,1998,79.98
jpn,1999,80.4
jpn,2000,81.39
jpn,2001,82.46
jpn,2002,83.3
jpn,2003,83.83
jpn,2004,84.21
jpn,2005,84.66
jpn,2006,85.88
jpn,2007,86.39
jpn,2008,87.05
jpn,2009,87.61
jpn,2010,88.64
jpn,2011,89
jpn,2012,89.28
jpn,2013,89.61
jpn,2014,89.81
jpn,2015,90.28
jpn,2016,90.85
jpn,2017,91.11
jpn,2018,91.3
jpn,2019,91.61
kaz,1991,68.43
kaz,1992,67.18
kaz,1993,65.5
kaz,1994,63.6
kaz,1995,62
kaz,1996,60.25
kaz,1997,58.62
kaz,1998,57.08
kaz,1999,55.87
kaz,2000,55.18
kaz,2001,55.07
kaz,2002,56.87
kaz,2003,58.33
kaz,2004,60.83
kaz,2005,62.04
kaz,2006,63.57
kaz,2007,64.62
kaz,2008,64.98
kaz,2009,65.23
kaz,2010,65.59
kaz,2011,66.73
kaz,2012,68.69
kaz,2013,70.37
kaz,2014,72.42
kaz,2015,74.37
kaz,2016,75.39
kaz,2017,76.46
kaz,2018,76.95
kaz,2019,77.61
ken,1991,19.52
ken,1992,19.52
ken,1993,19.37
ken,1994,19.53
ken,1995,19.14
ken,1996,19.54
ken,1997,19.6
ken,1998,19.76
ken,1999,19.77
ken,2000,20.44
ken,2001,20.68
ken,2002,20.99
ken,2003,21.1
ken,2004,21.39
ken,2005,21.59
ken,2006,21.55
ken,2007,23.46
ken,2008,25.09
ken,2009,26.93
ken,2010,28.82
ken,2011,30.81
ken,2012,32.64
ken,2013,34.41
ken,2014,36.1
ken,2015,37.79
ken,2016,39.39
ken,2017,40.54
ken,2018,41.66
ken,2019,42.77
kgz,1991,64.67
kgz,1992,63.35
kgz,1993,61.73
kgz,1994,59.16
kgz,1995,56.42
kgz,1996,53.99
kgz,1997,52.01
kgz,1998,50.34
kgz,1999,48.99
kgz,2000,48.04
kgz,2001,48.22
kgz,2002,48.32
kgz,2003,47.17
kgz,2004,49.16
kgz,2005,51.19
kgz,2006,52.31
kgz,2007,56.55
kgz,2008,60.97
kgz,2009,65.27
kgz,2010,67.23
kgz,2011,66.25
kgz,2012,66.77
kgz,2013,60.1
kgz,2014,60.92
kgz,2015,64.52
kgz,2016,66.91
kgz,2017,70.79
kgz,2018,72.68
kgz,2019,74.15
khm,1991,5.11
khm,1992,5.36
khm,1993,5.5
khm,1994,4.2
khm,1995,4.71
khm,1996,5.11
khm,1997,5.45
khm,1998,5.86
khm,1999,7.1
khm,2000,8.35
khm,2001,9.35
khm,2002,10.29
khm,2003,11.54
khm,2004,13.14
khm,2005,15.21
khm,2006,17.2
khm,2007,19.14
khm,2008,20.6
khm,2009,22.22
khm,2010,23.63
khm,2011,26.47
khm,2012,30.32
khm,2013,33.8
khm,2014,38.63
khm,2015,42.3
khm,2016,41.63
khm,2017,43.85
khm,2018,45.71
khm,2019,46.76
kor,1991,58.72
kor,1992,58.78
kor,1993,58.08
kor,1994,59.07
kor,1995,59.37
kor,1996,59.77
kor,1997,60.08
kor,1998,58.47
kor,1999,60.12
kor,2000,61.36
kor,2001,62.2
kor,2002,63.35
kor,2003,65.48
kor,2004,66.36
kor,2005,67.13
kor,2006,67.85
kor,2007,68.87
kor,2008,69.59
kor,2009,71.15
kor,2010,72.87
kor,2011,73.51
kor,2012,73.97
kor,2013,74.65
kor,2014,75.37
kor,2015,76.55
kor,2016,77.34
kor,2017,77.3
kor,2018,77.46
kor,2019,78
kwt,1991,99.47
kwt,1992,99.47
kwt,1993,99.48
kwt,1994,99.49
kwt,1995,99.5
kwt,1996,99.49
kwt,1997,99.5
kwt,1998,99.5
kwt,1999,99.49
kwt,2000,99.48
kwt,2001,99.48
kwt,2002,99.49
kwt,2003,99.51
kwt,2004,99.53
kwt,2005,99.55
kwt,2006,99.6
kwt,2007,99.61
kwt,2008,99.54
kwt,2009,99.34
kwt,2010,98.96
kwt,2011,98.36
kwt,2012,99.28
kwt,2013,99.54
kwt,2014,99.64
kwt,2015,99.69
kwt,2016,99.4
kwt,2017,99.47
kwt,2018,99.48
kwt,2019,99.47
lao,1991,4.04
lao,1992,4.23
lao,1993,4.47
lao,1994,4.86
lao,1995,5.27
lao,1996,5.55
lao,1997,5.84
lao,1998,5.98
lao,1999,6.34
lao,2000,6.61
lao,2001,6.89
lao,2002,7.2
lao,2003,7.54
lao,2004,7.89
lao,2005,8.33
lao,2006,8.93
lao,2007,9.41
lao,2008,9.92
lao,2009,10.42
lao,2010,10.92
lao,2011,11.72
lao,2012,12.57
lao,2013,13.37
lao,2014,14.17
lao,2015,14.99
lao,2016,15.89
lao,2017,16.83
lao,2018,17.72
lao,2019,18.5
lbn,1991,85.04
lbn,1992,85
lbn,1993,84.98
lbn,1994,84.97
lbn,1995,84.95
lbn,1996,85.11
lbn,1997,85.12
lbn,1998,85.15
lbn,1999,85.09
lbn,2000,85.07
lbn,2001,85.06
lbn,2002,85.04
lbn,2003,84.95
lbn,2004,85.02
lbn,2005,84.27
lbn,2006,83.39
lbn,2007,82.69
lbn,2008,83.57
lbn,2009,84.51
lbn,2010,85.23
lbn,2011,85.41
lbn,2012,85.49
lbn,2013,85.55
lbn,2014,85.54
lbn,2015,85.45
lbn,2016,85.41
lbn,2017,85.38
lbn,2018,85.24
lbn,2019,84.99
lbr,1991,14.58
lbr,1992,12.46
lbr,1993,10.36
lbr,1994,8.41
lbr,1995,6.39
lbr,1996,5.17
lbr,1997,5.83
lbr,1998,6.37
lbr,1999,6.83
lbr,2000,8.56
lbr,2001,10.11
lbr,2002,10.84
lbr,2003,9.17
lbr,2004,8.94
lbr,2005,8.91
lbr,2006,9.26
lbr,2007,9.08
lbr,2008,8.85
lbr,2009,8.97
lbr,2010,9.08
lbr,2011,9.24
lbr,2012,9.45
lbr,2013,9.47
lbr,2014,9.52
lbr,2015,9.04
lbr,2016,8.88
lbr,2017,8.98
lbr,2018,9
lbr,2019,8.41
lby,1991,68.46
lby,1992,68.29
lby,1993,68.05
lby,1994,67.9
lby,1995,67.49
lby,1996,67.3
lby,1997,67.04
lby,1998,66.71
