geo,time,bn_gsr_fcty_cd
che,1993,8240161521.36885
che,1994,6861045154.52121
che,1995,10707932483.088
che,1996,11602171503.4668
che,1997,15305042849.1452
che,1998,17071508350.5838
che,1999,17881930972.4748
che,2000,19052002930.6554
che,2001,11804198555.5671
che,2002,8870174246.90457
che,2003,24216528793.8882
che,2004,25437918959.247
che,2005,34216827725.1266
che,2006,32268778529.2204
che,2007,2652486852.70625
che,2008,-36602862152.2578
che,2009,9116032316.92947
che,2010,33350477939.1346
che,2011,8260479396.20218
che,2012,16079965215.3035
che,2013,16273070638.7876
che,2014,1195850902.14412
che,2015,9481991832.16984
che,2016,-727809053.54629
che,2017,-5075216931.13318
che,2018,-22956889391.2752
che,2019,-19902073373.3125
che,2020,-14930475716.1854
chl,1975,-285000000
chl,1976,-325000000
chl,1977,-365000000
chl,1978,-489000000
chl,1979,-676000000
chl,1980,-1000000000
chl,1981,-1556000000
chl,1982,-2002000000
chl,1983,-1761000000
chl,1984,-2037000000
chl,1985,-2055200000
chl,1986,-1903900000
chl,1987,-1728000000
chl,1988,-1931300000
chl,1989,-1939600000
chl,1990,-1737400000
chl,1991,-1927900000
chl,1992,-1880700000
chl,1993,-1656400000
chl,1994,-2499300000
chl,1995,-2713500000
chl,1996,-2517627174.48667
chl,1997,-2617111000
chl,1998,-1888753133.27701
chl,1999,-2233135386.70078
chl,2000,-2855581120.47802
chl,2001,-2526214469.77238
chl,2002,-2846704120.28511
chl,2003,-4696472858.36816
chl,2004,-8112209892.98889
chl,2005,-10724811968.7157
chl,2006,-18777666756.378
chl,2007,-19359247439.4369
chl,2008,-14665562452.547
chl,2009,-12026251282.6182
chl,2010,-15477030728.6457
chl,2011,-18017170157.4089
chl,2012,-13964358413.94
chl,2013,-14058950215.8255
chl,2014,-10077854797.7977
chl,2015,-7406153060.33999
chl,2016,-7805433013.37213
chl,2017,-11452436148.9821
chl,2018,-13531605578.5774
chl,2019,-10143661807.2654
chl,2020,-10963782119.0727
chn,1982,451000000
chn,1983,1254000000
chn,1984,1620000000
chn,1985,932000000
chn,1986,176000000
chn,1987,-215000000
chn,1988,-161000000
chn,1989,229000000
chn,1990,1055000000
chn,1991,840000000
chn,1992,248000000
chn,1993,-1284000000
chn,1994,-1038000000
chn,1995,-11773840000
chn,1996,-12437000000
chn,1997,-11005000000
chn,1998,-16644000000
chn,1999,-14470000000
chn,2000,-14666461000
chn,2001,-19175000000
chn,2002,-14945534754.3729
chn,2003,-10218488499.0169
chn,2004,-5131610464.6017
chn,2005,-16113803102.6241
chn,2006,-5143384935.88258
chn,2007,8044362156.87558
chn,2008,28580030495.064
chn,2009,-8532580532.33006
chn,2010,-25899339085.6492
chn,2011,-70317566923.6075
chn,2012,-19886831333.6923
chn,2013,-78442129019.7737
chn,2014,13301214308.9048
chn,2015,-52199118804.8789
chn,2016,-54879790036.0705
chn,2017,-16477514627.0486
chn,2018,-61364553885.7314
chn,2019,-39184456991.735
chn,2020,-105172643985.726
civ,2005,-653467112.91322
civ,2006,-710903107.16386
civ,2007,-810492418.36722
civ,2008,-905706740.86679
civ,2009,-940900176.90014
civ,2010,-914894581.97161
civ,2011,-989600273.38227
civ,2012,-920412059.88046
civ,2013,-901264950.6346
civ,2014,-910017518.34948
civ,2015,-1007253462.7309
civ,2016,-1076231027.49739
civ,2017,-1539138192.45939
civ,2018,-1629068199.17333
civ,2019,-1682436915.68325
civ,2020,-1846407488.59619
cmr,1977,-41151143.34966
cmr,1978,-74183759.21035
cmr,1979,-95852963.48523
cmr,1980,-176212033.04278
cmr,1981,-183453183.39903
cmr,1982,-194214198.53036
cmr,1983,-279269181.55761
cmr,1984,-327446658.22175
cmr,1985,-595887091.12407
cmr,1986,-317493865.60111
cmr,1987,-406506280.04721
cmr,1988,-494010004.77102
cmr,1989,-414001768.01672
cmr,1990,-557802575.72433
cmr,1991,-424342673.86598
cmr,1992,-782117161.97086
cmr,1993,-652557976.8565
cmr,1994,-316423836.78424
cmr,1995,-412242109.40552
cmr,1996,-594753307.76538
cmr,1997,-714792688.74056
cmr,1998,-399471296.06117
cmr,1999,-768780647.48606
cmr,2000,-494312808.85838
cmr,2001,-332616285.17096
cmr,2002,-378664972.7391
cmr,2003,-410624860.97185
cmr,2004,-444271009.58738
cmr,2005,-620610355.71938
cmr,2006,-331471106.59962
cmr,2007,-499810169.58339
cmr,2008,-330024633.01829
cmr,2009,-478990325.65564
cmr,2010,-238836641.85813
cmr,2011,-303166931.8548
cmr,2012,-444761885.99967
cmr,2013,-615226222.74948
cmr,2014,-683548941.10682
cmr,2015,-436899338.90245
cmr,2016,-556098416.66058
cmr,2017,-651456710.10817
cmr,2018,-741436312.15729
cmr,2019,-843481619.93808
cmr,2020,-838477463.57312
cod,2005,-22800000
cod,2006,-13800000
cod,2007,-400000
cod,2008,-19600000
cod,2009,-779000000
cod,2010,-1177500000
cod,2011,-1097900000
cod,2012,-1047537785.16972
cod,2013,-2879837969.97749
cod,2014,-603050938.82481
cod,2015,-1080512335.55383
cod,2016,-613453509.65949
cod,2017,-1080729698.3855
cod,2018,-1708721610.04383
cod,2019,-1439024927.42717
cod,2020,-1274334515.39341
cog,1978,-54609705.18215
cog,1979,-93032376.03594
cog,1980,-161610525.60424
cog,1981,-112173021.28345
cog,1982,-138383422.50222
cog,1983,-173859629.9244
cog,1984,-126930206.91189
cog,1985,-228026809.46963
cog,1986,-226111407.11199
cog,1987,-255667437.08418
cog,1988,-305870555.01328
cog,1989,-361119131.33586
cog,1990,-460213753.4619
cog,1991,-382833587.64953
cog,1992,-367219535.038
cog,1993,-373636940.96449
cog,1994,-289082569.46647
cog,1995,-695127905.83978
cog,1996,-905451665.53749
cog,1997,-521752578.47111
cog,1998,-307130188.95974
cog,1999,-540208655.05159
cog,2000,-805363915.33326
cog,2001,-678812907.09941
cog,2002,-860272809.34309
cog,2003,-586028589.24058
cog,2004,-948541376.11724
cog,2005,-1577915199.80471
cog,2006,-1752567094.22567
cog,2007,-1410980323.62912
cog,2008,-1429273087.02195
cog,2009,-758848799.75475
cog,2010,-925956545.57934
cog,2011,-1563674478.76668
cog,2012,-956493721.21478
cog,2013,-411239949.39742
cog,2014,262514309.58533
cog,2015,-65812887.67057
cog,2016,-390540993.4471
col,1968,-99999999.9995
col,1969,-131999999.9993
col,1970,-172999999.99933
col,1971,-175363559.99889
col,1972,-197628040
col,1973,-210789389.99945
col,1974,-185603279.9993
col,1975,-322070750
col,1976,-356472320
col,1977,-317618880.00058
col,1978,-340644000.00049
col,1979,-291220000
col,1980,-245239470.00198
col,1981,-484228600
col,1982,-968408519.99963
col,1983,-1215000000
col,1984,-1575000000
col,1985,-1675000000
col,1986,-1748000000
col,1987,-1990000000
col,1988,-1745000000
col,1989,-2299000000
col,1990,-2305000000
col,1991,-2089200000
col,1992,-2021800000
col,1993,-1782400000
col,1994,-1458218164.39113
col,1995,-1596201065.36331
col,1996,-2062426626.4607
col,1997,-2325755028.82152
col,1998,-1696706627.33308
col,1999,-1355222711.34187
col,2000,-2156441823.21475
col,2001,-2423779970.93005
col,2002,-2631370268.44503
col,2003,-3187770736.56764
col,2004,-4015672223.68087
col,2005,-5339023943.59217
col,2006,-5753659191.12816
col,2007,-7861032357.88346
col,2008,-9649494483.59152
col,2009,-8185516726.51345
col,2010,-10996289968.5327
col,2011,-15313133060.7789
col,2012,-15007672617.7452
col,2013,-14001519654.5393
col,2014,-12107911235.3216
col,2015,-5449555532.98398
col,2016,-5312192835.19467
col,2017,-8046202127.08338
col,2018,-11442167423.8586
col,2019,-9716875188.49065
col,2020,-4838636942.62125
col,2021,-8054032769.63102
com,1980,591638.21604
com,1981,246569.05607
com,1982,553859.03578
com,1983,-459241.88043
com,1984,-572143.96318
com,1985,-1393405.10278
com,1986,-1631519.36487
com,1987,-1121337.29437
com,1988,-2182338.07369
com,1989,1357342.95924
com,1990,-855791.80545
com,1991,-932278.58111
com,1992,3951799.26561
com,1993,2027121.18634
com,1994,-67243.22594
com,1995,1009731.10117
com,2003,-2947647.73249
com,2004,-3843202.16363
com,2005,-3456875.78573
com,2006,-1693000.16025
com,2007,1552087.33663
com,2008,-1787274.43187
com,2009,-1245746.18084
com,2010,-851364.20831
com,2011,-784851.09519
com,2012,-1692667.57635
com,2014,4507792.33005
com,2015,5011628.4258
com,2016,5519220.37975
com,2017,5033634.32455
com,2018,6280013.70868
com,2019,5644520.43663
com,2020,5911415.29674
cpv,1977,989822.98472
cpv,1978,636606.2689
cpv,1979,1292976.78522
cpv,1980,3390175.04712
cpv,1981,523671.31241
cpv,1982,-4472209.51517
cpv,1983,-6874440.55668
cpv,1984,-4495869.06687
cpv,1985,-4076101.78433
cpv,1986,-2691374.6869
cpv,1987,-223001.64445
cpv,1988,748326.22194
cpv,1989,3989582.54296
cpv,1990,2285262.78713
cpv,1991,1197199.20644
cpv,1992,1281433.35486
cpv,1993,963114.22515
cpv,1994,-341552.26979
cpv,1995,-2572562.45663
cpv,1996,-4400938.91863
cpv,1997,-3586520.23039
cpv,1998,-5561563.81383
cpv,1999,-8560284.13185
cpv,2000,-13103690.98129
cpv,2001,-5134372.96418
cpv,2002,-11826485.18797
cpv,2003,-13173916.21619
cpv,2004,-18497152.20809
cpv,2005,-33506029.42128
cpv,2006,-40306866.94716
cpv,2007,-32153669.56052
cpv,2008,-48027996.70449
cpv,2009,-43006979.31086
cpv,2010,-79101314.07967
cpv,2011,-71777717.46727
cpv,2012,-74615120.24814
cpv,2013,-64737771.14226
cpv,2014,-92482272.7424
cpv,2015,-59149004.86509
cpv,2016,-59199705.04131
cpv,2017,-60639091.42681
cpv,2018,-46533033.81378
cpv,2019,-42172732.08859
cpv,2020,-40917246.1179
cri,1977,-75000000
cri,1978,-107500000
cri,1979,-143300000
cri,1980,-212100000
cri,1981,-302002533.44
cri,1982,-368600000
cri,1983,-328900000
cri,1984,-307803890.25
cri,1985,-275810000
cri,1986,-270900000
cri,1987,-289930000
cri,1988,-342600000
cri,1989,-369600000
cri,1990,-232700000
cri,1991,-173900000
cri,1992,-202600000
cri,1993,-225400000
cri,1994,-128400000
cri,1995,-225500000
cri,1996,-184240000
cri,1997,-248960000
cri,1998,-468510000
cri,1999,-1821627431
cri,2000,-688764634.38987
cri,2001,-734098287.10488
cri,2002,-762507446.99047
cri,2003,-797070005.93275
cri,2004,-787913976.199
cri,2005,-753314832.2977
cri,2006,-660555608.84714
cri,2007,-687366055.48197
cri,2008,-588624833.02364
cri,2009,-1001178032.79752
cri,2010,-1186188386.26333
cri,2011,-1418127186.35416
cri,2012,-1455699162.61071
cri,2013,-1828081964.70141
cri,2014,-2113909387.49322
cri,2015,-2379903467.98592
cri,2016,-2451550580.69348
cri,2017,-3160942824.82895
cri,2018,-3343991844.94968
cri,2019,-3832636670.12754
cri,2020,-3499401122.00598
cym,2016,-1958594871.54555
cym,2017,-1705822629.62123
cym,2018,-1669618017.19609
cym,2019,-1442535575.8556
cyp,1976,5359374.14944
cyp,1977,20827127.1932
cyp,1978,25701945.34302
cyp,1979,23981230.49816
cyp,1980,34272602.16004
cyp,1981,27762567.75114
cyp,1982,25873716.72233
cyp,1983,-379765.50801
cyp,1984,4418868.93677
cyp,1985,8325819.46949
cyp,1986,-59829033.71125
cyp,1987,-63188975.04815
cyp,1988,-72863049.96869
cyp,1989,-53171603.60064
cyp,1990,-57850167.70181
cyp,1991,-55552146.34761
cyp,1992,-78078324.12626
cyp,1993,-66545348.17525
cyp,1994,-89599362.84898
cyp,1995,-235400647.11233
cyp,1996,-226029288.37767
cyp,1997,-286823967.43318
cyp,1998,574814042.75925
cyp,1999,-351465648.39803
cyp,2000,-542360892.47514
cyp,2001,-524375211.10804
cyp,2002,-401025698.89622
cyp,2003,-389038963.0754
cyp,2004,-537193941.27245
cyp,2005,-611811183.99624
cyp,2006,-763862389.863
cyp,2007,-382465114.40877
cyp,2008,-349291585.11105
cyp,2009,-90413191.42764
cyp,2010,-382795395.11663
cyp,2011,743206782.25855
cyp,2012,-182041942.86263
cyp,2013,-273409193.56892
cyp,2014,-623878149.25264
cyp,2015,-127815145.17469
cyp,2016,-831893682.14447
cyp,2017,-668611377.2089
cyp,2018,-911790192.09574
cyp,2019,-1208004604.44469
cyp,2020,-1494031508.71131
cze,1993,-116903972.27894
cze,1994,-21029737.85996
cze,1995,-103731230.47108
cze,1996,-722312922.63151
cze,1997,-791463677.21547
cze,1998,-1093800866.94768
cze,1999,-1349805241.27546
cze,2000,-1370709342.52973
cze,2001,-2188863890.43324
cze,2002,-3580205002.76501
cze,2003,-4284590203.13538
cze,2004,-4985739413.3979
cze,2005,-5052683000.38219
cze,2006,-6981139913.13448
cze,2007,-11956810285.5553
cze,2008,-8935459935.85189
cze,2009,-11516838504.7059
cze,2010,-12970689253.3884
cze,2011,-12902617273.4659
cze,2012,-12068851734.0131
cze,2013,-12711025929.889
cze,2014,-12625551519.4846
cze,2015,-10357949634.4529
cze,2016,-10416321676.1576
cze,2017,-11205188108.9582
cze,2018,-11920482755.0006
cze,2019,-12706572376.3544
cze,2020,-6886201223.11199
deu,1971,-359880689.0885
deu,1972,-374480556.49738
deu,1973,-345133185.01026
deu,1974,-671798519.87081
deu,1975,32164816.04792
deu,1976,349074952.84919
deu,1977,-1144262817.14238
deu,1978,1409953894.93516
deu,1979,450379671.18986
deu,1980,1730899143.17666
deu,1981,782012593.75276
deu,1982,1013448925.55762
deu,1983,3026164685.48136
deu,1984,4953881173.54472
deu,1985,5236627278.99802
deu,1986,5262761315.09352
deu,1987,5536409985.13715
deu,1988,12592213214.4768
deu,1989,16038914157.2257
deu,1990,22574184662.426
deu,1991,18289972499.4952
deu,1992,18466460442.8128
deu,1993,11679536515.6076
deu,1994,1153478357.34601
deu,1995,-2425022209.05158
deu,1996,1908631330.99824
deu,1997,-2578359059.6241
deu,1998,-10759194855.2959
deu,1999,-14954911578.8279
deu,2000,-10009150685.8222
deu,2001,-12637295394.5004
deu,2002,-21123280725.4375
deu,2003,-23725947693.5394
deu,2004,18557264888.7807
deu,2005,23611400319.2663
deu,2006,51120962615.6485
deu,2007,49401389352.7303
deu,2008,33196539491.1245
deu,2009,76991798049.8284
deu,2010,68901890238.3839
deu,2011,95281767036.2216
deu,2012,84480155296.9015
deu,2013,84508661509.4684
deu,2014,75627433336.15939
deu,2015,76824542774.25031
deu,2016,83756686578.2431
deu,2017,85180079505.61838
deu,2018,124166015170.302
deu,2019,124402329466.82899
deu,2020,106188545288.36
dji,1991,20492794.88637
dji,1992,19986383.15112
dji,1993,23019226.76555
dji,1994,16638438.90142
dji,1995,17308027.75136
dji,1996,15738151.37209
dji,1997,12187642.4283
dji,1998,10589632.06374
dji,1999,12384580.32534
dji,2000,15788792.54562
dji,2001,12418341.10769
dji,2002,15293634.40449
dji,2003,20914804.66574
dji,2004,22529695.42148
dji,2005,20791015.13046
dji,2006,23041733.95378
dji,2007,23885753.51253
dji,2008,32709527.85546
dji,2009,21680049.06567
dji,2010,17358668.92489
dji,2011,8744042.62861
dji,2012,27633200.35336
dji,2013,-27832388.96923
dji,2014,-23651678.7549
dji,2015,-27004124.44224
dji,2016,-79984920.18388
dji,2017,-126665953.93904
dji,2018,-142172157.4828
dji,2019,-93842089.56736
dji,2020,-98569105.50807
dma,1976,202702.37972
dma,1977,0
dma,1978,-200000
dma,1979,-100000
dma,1980,300000
dma,1981,500000
dma,1982,200000
dma,1983,-444444.44444
dma,1984,-1900000
dma,1985,-1900000
dma,1986,-2411111.11111
dma,1987,-2344444.44444
dma,1988,-1562962.96296
dma,1989,-3988888.88889
dma,1990,-4892592.59259
dma,1991,-7662962.96296
dma,1992,-7277777.77778
dma,1993,-6374074.07407
dma,1994,-11022222.22222
dma,1995,-13300000
dma,1996,-18807407.40741
dma,1997,-16911111.11111
dma,1998,-15225925.92593
dma,1999,-25544444.44444
dma,2000,-39318518.51852
dma,2001,-25107037.03704
dma,2002,-27930385.18519
dma,2003,-27016179.62963
dma,2004,-33333055.11111
dma,2005,-28979511.11111
dma,2006,-15004316.2963
dma,2007,-19614866.66667
dma,2008,-18336075.18519
dma,2009,-13654047.77778
dma,2010,-9441192.22222
dma,2011,-10547787.77778
dma,2012,-18256009.62963
dma,2013,-14008961.11111
dma,2014,-16643874.27399
dma,2015,-18893176.34425
dma,2016,-21129074.62391
dma,2017,1815858.59273
dma,2018,811249.69738
dma,2019,-9464587.81037
dma,2020,6910846.62656
dnk,1975,-325562642.45081
dnk,1976,-360518048.03047
dnk,1977,-548105876.48703
dnk,1978,-886553394.72403
dnk,1979,-1295000358.36188
dnk,1980,-1704491757.19877
dnk,1981,-1976601428.49472
dnk,1982,-2151852912.37242
dnk,1983,-2075350515.65798
dnk,1984,-2339858881.18996
dnk,1985,-2560897875.45869
dnk,1986,-3468738508.49035
dnk,1987,-4122987050.01886
dnk,1988,-4198887507.95185
dnk,1989,-4331370670.7397
dnk,1990,-5707554978.64895
dnk,1991,-5743688565.60488
dnk,1992,-5325920395.44889
dnk,1993,-4389101166.99117
dnk,1994,-4641659393.83798
dnk,1995,-4548877924.77189
dnk,1996,-4608737628.43213
dnk,1997,-3429046827.12643
dnk,1998,-3846188142.92993
dnk,1999,-2455839010.36453
dnk,2000,-4023470742.17327
dnk,2001,-3011240329.85271
dnk,2002,-3540191837.1102
dnk,2003,-2616310457.41433
dnk,2004,-2329630124.35316
dnk,2005,2021219137.47505
dnk,2006,3397355569.58847
dnk,2007,1626298292.12259
dnk,2008,4017142544.5894
dnk,2009,3202121498.22303
dnk,2010,5245501717.2533
dnk,2011,7266886879.76584
dnk,2012,7373608413.51696
dnk,2013,10886894978.5433
dnk,2014,12780693839.5566
dnk,2015,9275721171.89491
dnk,2016,7684652528.17416
dnk,2017,7358237879.58585
dnk,2018,9816104117.79223
dnk,2019,10003273000.4559
dnk,2020,12102971580.1136
dom,1968,-19000000
dom,1969,-23400000
dom,1970,-25900000
dom,1971,-28800000
dom,1972,-46900000
dom,1973,-76900000
dom,1974,-89800000
dom,1975,-112800000
dom,1976,-109200000
dom,1977,-98400000
dom,1978,-135700000
dom,1979,-187700000
dom,1980,-277000000
dom,1981,-276600000
dom,1982,-254800000
dom,1983,-297100000
dom,1984,-241400000
dom,1985,-226300000
dom,1986,-249700000
dom,1987,-306100000
dom,1988,-270600000
dom,1989,-248700000
dom,1990,-248700000
dom,1991,-192700000
dom,1992,-321400000
dom,1993,-697000000
dom,1994,-681900000
dom,1995,-769000000
dom,1996,-724800000
dom,1997,-795400000
dom,1998,-890100000
dom,1999,-974900000
dom,2000,-1041300000
dom,2001,-1091700000
dom,2002,-1151800000
dom,2003,-1393130000
dom,2004,-1824620000
dom,2005,-1902110000
dom,2006,-1853000000
dom,2007,-2183200000
dom,2008,-1749000000
dom,2009,-1721700000
dom,2010,-1927200000
dom,2011,-2175800000
dom,2012,-2343570000
dom,2013,-2972300000
dom,2014,-3247400000
dom,2015,-2936400000
dom,2016,-3253100000
dom,2017,-3793800000
dom,2018,-3691700000
dom,2019,-4068900000
dom,2020,-3856900000
dza,1977,-1170794054.2723
dza,1978,-1265790867.46156
dza,1979,-1706084880.80401
dza,1980,-1868688843.33833
dza,1981,-2000320527.5181
dza,1982,-1989246239.06651
dza,1983,-1791889408.9943
dza,1984,-1678982617.34258
dza,1985,-1544214169.21914
dza,1986,-1692995296.64456
dza,1987,-1898864028.84002
dza,1988,-2498830610.3932
dza,1989,-2046511220.36917
dza,1990,-2267929790.74352
dza,1991,-2547627264.29968
dza,2005,-5087999999.99978
dza,2006,-4635000000.00022
dza,2007,-1977147630.408
dza,2008,-1230615901.09582
dza,2009,-1312655307.52728
dza,2010,-387357587.11263
dza,2011,-2113647337.13657
dza,2012,-3872130566.59724
dza,2013,-4526572907.58544
dza,2014,-4795918621.86949
dza,2015,-4402464669.32857
dza,2016,-1573054833.22932
dza,2017,-2609861941.04813
dza,2018,-4597615099.489
dza,2019,-4253120779.44829
dza,2020,-2982218074.41566
ecu,1976,-139800000
ecu,1977,-196300000
ecu,1978,-268800000
ecu,1979,-404600000
ecu,1980,-613090000
ecu,1981,-761300000
ecu,1982,-1000000000
ecu,1983,-890000000
ecu,1984,-1103000000
ecu,1985,-1059000000
ecu,1986,-1042000000
ecu,1987,-1059000000
ecu,1988,-1233000000
ecu,1989,-1364000000
ecu,1990,-1210000000
ecu,1991,-1117000000
ecu,1992,-944000000
ecu,1993,-864190000
ecu,1994,-937970000
ecu,1995,-930190000
ecu,1996,-1040480000
ecu,1997,-1025640000
ecu,1998,-1170550000
ecu,1999,-1307810000
ecu,2000,-1218469452.02144
ecu,2001,-1261822811.42445
ecu,2002,-1252762194.31651
ecu,2003,-1492418097.8022
ecu,2004,-1840032597.0275
ecu,2005,-1815521160.8
ecu,2006,-1827604380.45833
ecu,2007,-1968115225.70644
ecu,2008,-1428828179.32112
ecu,2009,-1270380889.9369
ecu,2010,-1036850232.08943
ecu,2011,-1257216498.92124
ecu,2012,-1282229217.8004
ecu,2013,-1360699064.96516
ecu,2014,-1543044153.39855
ecu,2015,-1728571537.43345
ecu,2016,-1812995010.05461
ecu,2017,-2317841254.65821
ecu,2018,-2828629889.82753
ecu,2019,-3028309219.41849
ecu,2020,-2828693731.56064
egy,1977,-276510650.96667
egy,1978,-325577235.98108
egy,1979,-247857143.21123
egy,1980,-318857142.83408
egy,1981,-496714285.54959
egy,1982,-690000000.10429
egy,1983,-642999999.81714
egy,1984,-569142857.08401
egy,1985,-792285714.28571
egy,1986,-720142857.14286
egy,1987,-480142857.14286
egy,1988,-201142857.14286
egy,1989,-679818181.81818
egy,1990,-1022000000
egy,1991,-1283000000
egy,1992,-1882000000
egy,1993,-857000000
egy,1994,-784000000
egy,1995,-405000000
egy,1996,345000000
egy,1997,936300000
egy,1998,955000000
egy,1999,742900000
egy,2000,888000000
egy,2001,583300000
egy,2002,-267000000
egy,2003,-253300000
egy,2004,-245900000
egy,2005,-34800000
egy,2006,738300000
egy,2007,1388200000
egy,2008,1289100000
egy,2009,-2076100000
egy,2010,-5911800000
egy,2011,-6376900000
egy,2012,-6563800000
egy,2013,-7163400000
egy,2014,-6782000000
egy,2015,-5035000000
egy,2016,-4335600000
egy,2017,-5364600000
egy,2018,-8478773088.33333
egy,2019,-11593102259.0833
egy,2020,-11015463908.6917
eri,1994,3596828.76551
eri,1995,7792707.1717
eri,1996,-7293942.63566
eri,1997,-3573463.06383
eri,1998,4306330.64987
eri,1999,6329057.36393
eri,2000,-1403232.38832
esp,1975,-171168262.01187
esp,1976,-450654509.92829
esp,1977,-662064555.54697
esp,1978,-972167076.41785
esp,1979,-975796226.52418
esp,1980,-1362025801.12667
esp,1981,-2183915463.91498
esp,1982,-2159497899.29333
esp,1983,-2333145346.94322
esp,1984,-2256701155.31792
esp,1985,-1688760063.55798
esp,1986,-1822246904.98446
esp,1987,-2576498751.61064
esp,1988,-3308233468.43375
esp,1989,-2768341199.95233
esp,1990,-3532765802.66646
esp,1991,-4269242156.48226
esp,1992,-5790511908.53768
esp,1993,-3611461344.46629
esp,1994,-7770098245.44619
esp,1995,-5402265110.56478
esp,1996,-7455318306.73102
esp,1997,-7424774356.79042
esp,1998,-8586832001.53226
esp,1999,-5820925072.52749
esp,2000,-4368797801.50302
esp,2001,-8682230121.35604
esp,2002,-7938661098.09033
esp,2003,-7297668699.29108
esp,2004,-9809526622.58299
esp,2005,-16047449981.2946
esp,2006,-23387906873.52909
esp,2007,-36182754496.9122
esp,2008,-45608089197.40649
esp,2009,-28041447230.0943
esp,2010,-20541489310.9668
esp,2011,-26335351292.4918
esp,2012,-10561352670.1551
esp,2013,-8970132456.70661
esp,2014,-5478680192.43341
esp,2015,-312182197.55406
esp,2016,2930579526.41094
esp,2017,543724996.57213
esp,2018,1938811059.68864
esp,2019,2982986706.49351
esp,2020,7716067337.49024
est,1992,-13164426.45739
est,1993,-13940427.71718
est,1994,-29607156.10784
est,1995,2794714.60561
est,1996,1868915.71644
est,1997,-145698558.21399
est,1998,-80985559.93163
est,1999,-101695133.97225
est,2000,-202733463.65627
est,2001,-280675909.24152
est,2002,-325168617.19563
est,2003,-525700346.73218
est,2004,-587708243.21421
est,2005,-526427415.90257
est,2006,-839050341.39577
est,2007,-1453291919.72953
est,2008,-1297479061.66354
est,2009,-596941060.16902
est,2010,-1047584385.46623
est,2011,-1187784049.00927
est,2012,-953143357.91117
est,2013,-608055805.95645
est,2014,-764882661.01178
est,2015,-502984803.86424
est,2016,-534354966.55702
est,2017,-668580034.8745
est,2018,-642561276.28178
est,2019,-579616933.11418
est,2020,-282428248.81033
est,2021,-532494990.43932
eth,1977,144927.5363
eth,1978,5507246.37947
eth,1979,7971014.4966
eth,1980,14589371.98772
eth,1981,11449275.36785
eth,1982,13961352.66375
eth,1983,2656616.1322
eth,1984,-13719806.76504
eth,1985,-15120772.94686
eth,1986,-27101449.27536
eth,1987,-36811594.2029
eth,1988,-55603864.7343
eth,1989,-72367149.75845
eth,1990,-68550724.63768
eth,1991,-82270531.40097
eth,1992,-81828599.03382
eth,1993,-52460000
eth,1994,-31645863.37396
eth,1995,-18786579.48843
eth,1996,-33938380.50975
eth,1997,-41297251.5271
eth,1998,-43239920.43274
eth,1999,-33787193.03921
eth,2000,-35835627.09268
eth,2001,-32014297.68063
eth,2002,-22556862.84805
eth,2003,-24185155.79555
eth,2004,-28615605.86101
eth,2005,-4632389.14556
eth,2006,17942752.26428
eth,2007,39539140.60626
eth,2008,1634243.96858
eth,2009,-36795351.7528
eth,2010,-62956609.52032
eth,2011,-93995830.12404
eth,2012,-96819372.42615
eth,2013,-131089746.17726
eth,2014,-175970227.79031
eth,2015,-292563941.70999
eth,2016,-412677316.49286
eth,2017,-471365255.34482
eth,2018,-333818057.54352
eth,2019,-599236914.72158
eth,2020,-660756977.41513
fin,1975,-370431131.88774
fin,1976,-433631483.64363
fin,1977,-561774763.93432
fin,1978,-598542575.57558
fin,1979,-643327551.90956
fin,1980,-783343375.61083
fin,1981,-1032953843.91684
fin,1982,-1194565613.07223
fin,1983,-1150014786.98824
fin,1984,-1095044782.43653
fin,1985,-1014334395.64838
fin,1986,-1286505643.83347
fin,1987,-1577732442.30929
fin,1988,-1722044537.01391
fin,1989,-2679291495.07998
fin,1990,-3734559139.89922
fin,1991,-4681515403.23751
fin,1992,-5410886726.05384
fin,1993,-4931504749.59147
fin,1994,-4314171886.86914
fin,1995,-4439527377.36859
fin,1996,-3635264019.24653
fin,1997,-2463687552.1283
fin,1998,-3083479035.52305
fin,1999,-2047890892.16118
fin,2000,-1723284330.25681
fin,2001,-1005017740.05861
fin,2002,-602762991.70123
fin,2003,-2636363815.21142
fin,2004,245678193.02525
fin,2005,-345892033.4961
fin,2006,1169119119.11747
fin,2007,-337410058.82916
fin,2008,-1787115873.38535
fin,2009,2160332927.67506
fin,2010,2423351353.557
fin,2011,178151752.27226
fin,2012,61897621.47757
fin,2013,1609135860.98303
fin,2014,2922410050.33864
fin,2015,2030989714.87416
fin,2016,1031432355.31458
fin,2017,225086713.4314
fin,2018,1010519209.41392
fin,2019,1337104311.68832
fin,2020,4717796841.7726
fin,2021,5100427559.95669
fji,1979,-13425175.75036
fji,1980,-17164555.62119
fji,1981,-10788337.49218
fji,1982,-36237919.83856
fji,1983,-28003373.28031
fji,1984,-28099107.40817
fji,1985,-10749386.86261
fji,1986,-8209268.67687
fji,1987,-9727795.90387
fji,1988,-15381836.6146
fji,1989,-24471910.11236
fji,1990,-26132610.05351
fji,1991,-20534611.4943
fji,1992,-27478544.16943
fji,1993,-28279093.90151
fji,1994,-56552548.45044
fji,1995,-39251007.34771
fji,1996,-27934155.20559
fji,1997,-37473808.16319
fji,1998,-56069592.061
fji,1999,-35539760.10662
fji,2000,19781177.14471
fji,2001,-16715525.63262
