geo,time,se_prm_rept_zs
dma,2002,4.49745
dma,2003,3.81453
dma,2004,4.34562
dma,2005,3.4848
dma,2006,3.83752
dma,2007,4.53546
dma,2008,3.87143
dma,2009,5.67367
dma,2010,4.46056
dma,2011,6.8813
dma,2012,4.21169
dma,2013,4.0377
dma,2014,3.26186
dma,2015,2.84008
dma,2016,2.86768
dnk,1971,0
dnk,1972,0
dnk,1973,0
dnk,1974,0
dnk,1975,0
dnk,1976,0
dnk,1977,0
dnk,1978,0
dnk,1979,0
dnk,1980,0
dnk,1981,0
dnk,1982,0
dnk,1983,0
dnk,1984,0
dnk,1985,0
dnk,1986,0
dnk,1987,0
dnk,1988,0
dnk,1989,0
dnk,1990,0
dnk,1991,0
dnk,1992,0
dnk,1993,0
dnk,1998,0
dnk,1999,0
dnk,2000,0
dnk,2001,0
dnk,2002,0
dnk,2004,0
dnk,2005,0
dnk,2006,0
dnk,2007,0
dnk,2008,0
dnk,2009,0.18789
dnk,2010,0.19884
dnk,2011,0.43861
dnk,2012,0.66431
dnk,2013,0.99091
dnk,2014,0.96174
dnk,2015,0.98562
dnk,2016,0.87985
dnk,2017,0.92546
dom,1971,22.2987
dom,1981,18.01
dom,1994,14.2769
dom,1999,4.11695
dom,2000,5.11026
dom,2002,5.87251
dom,2004,7.25666
dom,2005,8.13719
dom,2006,7.83231
dom,2007,5.56585
dom,2009,6.82964
dom,2010,7.27492
dom,2011,7.86858
dom,2012,8.0144
dom,2013,7.44264
dom,2014,6.9839
dom,2015,4.77696
dom,2016,3.61024
dom,2017,4.70079
dom,2018,4.63579
dza,1972,12.50365
dza,1973,12.57357
dza,1974,12.47261
dza,1975,12.47871
dza,1976,12.53646
dza,1977,12.19899
dza,1978,13.05626
dza,1979,13.01785
dza,1980,12.7638
dza,1981,11.67984
dza,1982,10.15165
dza,1983,6.69596
dza,1984,6.87282
dza,1985,6.82328
dza,1986,7.52581
dza,1987,6.73397
dza,1988,6.5384
dza,1989,6.51986
dza,1990,6.78745
dza,1991,9.20554
dza,1992,8.7603
dza,1993,9.10627
dza,1994,9.07265
dza,1995,8.88583
dza,1996,8.73393
dza,1997,10.48812
dza,1999,11.8866
dza,2000,14.2123
dza,2001,12.52902
dza,2002,11.73434
dza,2003,11.60591
dza,2004,11.76639
dza,2005,11.17537
dza,2006,11.95793
dza,2007,11.04708
dza,2008,7.798
dza,2009,10.84769
dza,2010,7.47223
dza,2011,7.44468
dza,2012,6.84485
dza,2013,6.85062
dza,2014,6.90663
dza,2015,6.22796
dza,2016,5.84601
dza,2017,5.6587
dza,2018,5.50096
ecu,1971,12.38537
ecu,1972,13.91618
ecu,1973,11.7707
ecu,1974,13.0486
ecu,1975,10.8371
ecu,1976,11.39691
ecu,1977,11.21283
ecu,1978,12.63275
ecu,1979,13.16179
ecu,1980,10.96869
ecu,1981,9.65509
ecu,1982,9.65612
ecu,1983,8.90882
ecu,1984,8.62747
ecu,1985,8.46265
ecu,1987,6.73102
ecu,1988,6.16902
ecu,1994,4.76089
ecu,1995,4.45264
ecu,1996,4.00904
ecu,1997,3.45191
ecu,1999,2.70818
ecu,2000,2.37268
ecu,2001,2.2228
ecu,2002,2.04879
ecu,2003,2.02514
ecu,2004,2.02517
ecu,2005,1.6447
ecu,2006,1.50651
ecu,2007,1.40469
ecu,2009,2.76904
ecu,2010,2.17085
ecu,2011,2.22252
ecu,2012,1.74325
ecu,2013,2.07134
ecu,2014,1.16727
ecu,2015,0.82549
ecu,2016,0.70422
ecu,2017,0.68022
ecu,2018,0.47051
egy,1971,4.48801
egy,1972,5.18806
egy,1973,4.95762
egy,1974,4.78475
egy,1975,7.07182
egy,1976,6.6926
egy,1977,5.12086
egy,1978,6.84066
egy,1979,8.46578
egy,1980,6.75863
egy,1981,7.85967
egy,1982,2.65887
egy,1983,2.06301
egy,1986,1.5
egy,1987,2.76102
egy,1997,6.4812
egy,1999,5.97526
egy,2000,5.49776
egy,2001,5.22507
egy,2002,5.13399
egy,2003,4.5205
egy,2004,3.97704
egy,2005,2.15118
egy,2009,3.34011
egy,2010,3.47101
egy,2011,3.48878
egy,2012,3.33557
egy,2013,3.19873
egy,2016,3.13096
egy,2017,2.3461
egy,2018,2.11227
eri,1992,32.20985
eri,1993,25.14689
eri,1994,20.05611
eri,1995,18.91594
eri,1996,18.56614
eri,1997,20.45635
eri,1999,19.39969
eri,2000,19.38021
eri,2001,13.85613
eri,2002,17.48012
eri,2003,20.71589
eri,2004,21.33884
eri,2005,12.88913
eri,2006,13.70521
eri,2007,14.59764
eri,2008,15.41011
eri,2009,13.67046
eri,2010,14.67759
eri,2011,11.31691
eri,2012,12.55726
eri,2013,11.18741
eri,2015,6.03842
eri,2017,7.85455
eri,2018,8.12316
esp,1981,6.41131
esp,1982,6.89606
esp,1983,6.10844
esp,1984,5.11534
esp,1985,4.82144
esp,1986,4.90406
esp,1987,6.16155
esp,1988,3.03836
esp,1989,3.34904
esp,1990,3.80148
esp,1993,4.12978
esp,1994,2.70128
esp,2004,2.25168
esp,2006,2.80705
esp,2007,2.48721
esp,2008,2.65916
esp,2009,2.69929
esp,2010,2.64253
esp,2011,2.52818
esp,2012,2.40508
esp,2013,2.44996
esp,2014,2.31603
esp,2015,2.19368
esp,2016,2.99591
esp,2017,2.49786
est,1993,2.8212
est,1994,2.62292
est,1995,3.26348
est,1996,2.80151
est,1998,2.5152
est,1999,2.48597
est,2000,2.34024
est,2001,2.25426
est,2002,2.00116
est,2003,2.26113
est,2004,2.02393
est,2005,1.56186
est,2006,2.13472
est,2007,0
est,2008,0.88973
est,2009,0.64978
est,2010,0.58803
est,2011,0.65431
est,2012,0.54142
est,2013,0.53144
est,2014,0.54653
est,2015,0.51386
est,2016,0.53245
est,2017,0.50691
eth,1982,12.1743
eth,1987,9.54692
eth,1988,10.93365
eth,1989,9.11415
eth,1994,8.62024
eth,1995,8.69858
eth,1996,9.71259
eth,1997,7.83281
eth,1998,8.8465
eth,1999,10.56779
eth,2000,12.7757
eth,2001,13.35574
eth,2002,13.81203
eth,2003,14.54451
eth,2004,11.24608
eth,2005,7.27567
eth,2006,6.67201
eth,2007,6.03749
eth,2008,5.65517
eth,2009,6.64756
eth,2010,7.47343
eth,2011,8.49508
eth,2012,8.75392
eth,2014,7.62389
eth,2015,6.88013
fin,1987,0.37114
fin,1988,0.38666
fin,1989,0.37684
fin,1990,0.37963
fin,1991,0.36586
fin,1992,0.38019
fin,1993,0.35564
fin,1994,0.37785
fin,1995,0.37206
fin,1996,0.38271
fin,1997,0.40033
fin,1998,0.37105
fin,1999,0.43345
fin,2000,0.46307
fin,2001,0.50516
fin,2002,0.46711
fin,2003,0.45144
fin,2004,0.43667
fin,2005,0.4534
fin,2006,0.4305
fin,2007,0.43656
fin,2008,0.40794
fin,2009,0.40701
fin,2010,0.41261
fin,2011,0.38945
fin,2012,0.37697
fin,2013,0.35473
fin,2014,0.32645
fin,2015,0.29481
fin,2016,0.25705
fin,2017,0.2457
fji,1972,6.3291
fji,1973,6.10738
fji,1974,5.60094
fji,1976,5.57178
fji,1977,5.64881
fji,1978,5.69556
fji,1979,3.6552
fji,1980,4.60107
fji,1981,3.94999
fji,1983,3.74026
fji,1984,3.15947
fji,1985,2.934
fji,1986,2.83752
fji,2004,2.15427
fji,2006,2.23606
fji,2008,1.69197
fji,2009,1.08055
fji,2011,0.61055
fji,2012,0.53513
fji,2013,0.19517
fji,2015,0.37433
fji,2016,0.36957
fra,1971,13.1818
fra,1972,12.2193
fra,1975,9.42014
fra,1976,9.22426
fra,1977,9.22272
fra,1978,8.88446
fra,1979,9.21567
fra,1980,9.19254
fra,1986,7.81611
fra,1987,7.33406
fra,1988,7.18312
fra,1989,6.42926
fra,1990,5.20237
fra,1991,4.97855
fra,1992,4.11135
fra,1999,4.17712
fra,2000,4.165
gab,1972,33.04609
gab,1973,37.02406
gab,1975,34.66686
gab,1976,34.03448
gab,1977,33.74285
gab,1978,34.81711
gab,1979,35.11856
gab,1980,35.40062
gab,1981,34.83148
gab,1982,33.84056
gab,1983,32.49476
gab,1984,33.08459
gab,1985,32.12798
gab,1987,35.8349
gab,1988,31.28137
gab,1989,33.75229
gab,1992,33.4
gab,1995,38.90607
gab,1996,34.86735
gab,1997,34.48322
gab,2001,36.48697
gab,2002,34.40581
gab,2003,34.40582
gbr,1991,0
gbr,1998,0
gbr,1999,0
gbr,2000,0
gbr,2001,0
gbr,2002,0
gbr,2003,0
gbr,2004,0
gbr,2005,0
gbr,2006,0
gbr,2007,0
gbr,2008,0
gbr,2009,0
gbr,2010,0
gbr,2011,0
gbr,2012,0
geo,1995,0.27406
geo,1996,0.38786
geo,1997,0.44694
geo,1999,0.34811
geo,2000,0.26713
geo,2001,0.28147
geo,2002,0.31447
geo,2003,0.18429
geo,2004,0.26295
geo,2005,0.28118
geo,2006,0.2771
geo,2007,0.37735
geo,2008,0.29685
geo,2009,0.09266
geo,2010,0.09822
geo,2012,0.21898
geo,2013,0.2109
geo,2014,0.21063
geo,2015,0.2582
geo,2016,0.28273
geo,2017,0.25075
geo,2018,0.38969
gha,1971,3.32762
gha,1972,3.72589
gha,1974,3.34102
gha,1975,2.72884
gha,1976,2.2749
gha,1977,2.31723
gha,1978,2.21842
gha,1979,2.01899
gha,1980,2.27683
gha,1981,2.06299
gha,1991,2.8951
gha,1992,3.07447
gha,1999,4.20254
gha,2000,4.99397
gha,2001,5.21108
gha,2002,6.85616
gha,2003,5.89527
gha,2004,5.70105
gha,2005,5.82949
gha,2006,6.35842
gha,2007,6.52182
gha,2008,6.50953
gha,2009,3.77397
gha,2011,2.54503
gha,2012,2.76803
gha,2013,2.55166
gha,2014,2.65458
gha,2015,1.97374
gha,2017,1.80733
gha,2018,1.80744
gib,2016,0
gib,2017,0
gin,1977,8.83545
gin,1978,9.9013
gin,1980,18.54409
gin,1981,21.8927
gin,1982,28.09268
gin,1983,23.03978
gin,1984,18.92382
gin,1985,24.18903
gin,1986,27.1182
gin,1987,24.8634
gin,1988,24.20963
gin,1989,20.24378
gin,1990,18.41233
gin,1991,19.84418
gin,1992,19.72199
gin,1993,20.62536
gin,1994,21.85264
gin,1995,22.00066
gin,1996,23.94682
gin,1998,27.85284
gin,1999,26.18624
gin,2000,23.28219
gin,2001,20.25191
gin,2002,20.81432
gin,2003,20.33792
gin,2004,10.47728
gin,2005,8.67592
gin,2006,8.61532
gin,2007,9.07208
gin,2008,15.43733
gin,2009,15.32542
gin,2010,16.51434
gin,2011,12.66202
gin,2012,14.2013
gin,2013,14.06801
gin,2014,13.63928
gin,2016,11.63772
gmb,1971,13.47725
gmb,1972,11.94526
gmb,1973,13.18161
gmb,1974,12.75333
gmb,1975,10.6716
gmb,1976,10.43182
gmb,1977,23.90546
gmb,1978,18.46517
gmb,1979,15.90627
gmb,1980,13.64097
gmb,1981,12.35006
gmb,1982,11.86226
gmb,1983,12.36548
gmb,1984,12.45913
gmb,1985,12.99919
gmb,1986,16.42415
gmb,1987,16.1883
gmb,1989,17.80299
gmb,1992,15.99537
gmb,1993,14.3242
gmb,1994,13.35628
gmb,1995,13.33881
gmb,1996,12.70871
gmb,1997,13.09357
gmb,1999,9.1694
gmb,2000,8.53023
gmb,2001,8.6056
gmb,2002,8.58612
gmb,2003,5.75433
gmb,2004,5.18974
gmb,2005,6.39357
gmb,2006,5.37465
gmb,2007,5.74328
gmb,2008,5.42205
gmb,2010,2.99939
gmb,2011,2.84733
gmb,2012,2.62383
gmb,2013,3.42167
gmb,2014,3.71149
gmb,2015,5.29569
gmb,2016,5.19485
gnb,1979,29.77044
gnb,1980,31.84502
gnb,1981,28.88287
gnb,1982,28.89456
gnb,1983,31.15023
gnb,1984,30.03508
gnb,1987,40.94592
gnb,1988,41.94381
gnb,2000,23.95479
gnb,2001,21.20008
gnb,2005,14.19988
gnb,2006,18.70012
gnb,2010,14.06791
gnq,1994,24.74819
gnq,2000,12.05964
gnq,2005,25.56425
gnq,2008,22.52802
gnq,2009,22.1447
gnq,2010,20.18904
gnq,2011,19.26032
gnq,2012,18.09104
gnq,2015,18.52328
grc,1971,5.21475
grc,1972,5.20307
grc,1973,4.56643
grc,1974,3.98125
grc,1975,3.45337
grc,1976,2.87049
grc,1977,2.32208
grc,1978,1.85792
grc,1979,1.44666
grc,1980,1.3091
grc,1981,1.07535
grc,1982,0.13629
grc,1983,0.19794
grc,1984,0.19911
grc,1985,0.16737
grc,1986,0.16356
grc,1987,0.14833
grc,1988,0.0456
grc,1989,0.01605
grc,1992,0.10577
grc,1998,0
grc,1999,0
grc,2000,0
grc,2001,0
grc,2002,0
grc,2003,0
grc,2004,0
grc,2005,0.58501
grc,2006,0.60667
grc,2007,0.67002
grc,2010,0.70491
grc,2011,0.78757
grc,2012,0.75277
grc,2013,0.75122
grc,2014,0.71229
grc,2015,0.71005
grc,2016,0.57518
grc,2017,0.71329
grd,1976,6.0769
grd,1977,7.03885
grd,1978,11.34163
grd,1979,10.81406
grd,1983,5.52982
grd,1984,6.67825
grd,1985,8.42118
grd,1999,2.65774
grd,2002,3.28576
grd,2003,2.68105
grd,2004,3.36304
grd,2005,3.72837
grd,2007,2.38113
grd,2008,2.87609
grd,2009,2.90427
grd,2010,3.45433
grd,2013,0.61786
grd,2017,2.98574
grd,2018,2.40243
gtm,1970,15.80194
gtm,1971,16.22923
gtm,1972,15.65052
gtm,1975,14.83306
gtm,1976,14.12338
gtm,1977,15.21666
gtm,1978,15.15025
gtm,1979,14.66662
gtm,1980,14.97105
gtm,1981,15.84206
gtm,1982,18.33582
gtm,1983,15.4315
gtm,1984,15.30869
gtm,1985,13.0931
gtm,1986,4.32656
gtm,1993,16.20895
gtm,1996,15.28914
gtm,1999,14.85946
gtm,2000,14.4805
gtm,2001,14.19749
gtm,2002,14.11133
gtm,2004,13.28593
gtm,2005,12.50522
gtm,2006,12.09177
gtm,2007,12.2209
gtm,2008,12.4497
gtm,2009,10.80035
gtm,2010,11.93288
gtm,2011,10.95681
gtm,2012,12.23989
gtm,2013,10.51741
gtm,2014,9.30861
gtm,2015,9.75609
gtm,2016,6.19414
gtm,2017,9.48099
gtm,2018,9.01374
guy,1971,9.22718
guy,1972,10.72388
guy,1973,9.77884
guy,1974,10.12627
guy,1976,8.35381
guy,1977,7.28307
guy,1978,7.76291
guy,1979,6.49907
guy,1980,8.0583
guy,1981,3.38144
guy,1982,3.62376
guy,1983,3.2887
guy,1984,3.50951
guy,1987,6.08628
guy,1992,5.92613
guy,1993,4.56824
guy,1995,4.08974
guy,1996,4.10366
guy,1997,4.0598
guy,1999,3.07443
guy,2000,2.33406
guy,2001,1.61951
guy,2003,1.4509
guy,2005,0.92244
guy,2006,1.24702
guy,2007,1.43625
guy,2008,0.73332
guy,2009,0.86442
guy,2010,0.5401
hkg,1980,4.15174
hkg,1981,3.55236
hkg,1982,3.6217
hkg,1983,3.00599
hkg,1984,2.35859
hkg,1985,2.04916
hkg,1986,1.64179
hkg,1989,1.49915
hkg,1990,1.37562
hkg,1991,1.31601
hkg,1992,1.3269
hkg,1993,1.0769
hkg,1994,1.21428
hkg,1995,1.04038
hkg,1996,1.08634
hkg,1999,0.95049
hkg,2000,0.95169
hkg,2001,0.9585
hkg,2002,0.90153
hkg,2003,0.85216
hkg,2004,0.84824
hkg,2005,0.88082
hkg,2006,0.88394
hkg,2007,0.89964
hkg,2008,0.9181
hkg,2009,0.85138
hkg,2010,0.80505
hkg,2011,0.7386
hkg,2012,0.71948
hkg,2013,0.59971
hkg,2014,0.53213
hkg,2015,0.5004
hkg,2016,0.47223
hkg,2017,0.42727
hkg,2018,0.40221
hnd,1980,16.1713
hnd,1982,16.02728
hnd,1984,15.46094
hnd,1991,12.08052
hnd,1992,11.37278
hnd,1993,11.72906
hnd,1994,12.01877
hnd,1995,10.95495
hnd,1996,10.2837
hnd,1997,9.74754
hnd,1998,8.99434
hnd,2003,8.52683
hnd,2004,8.48207
hnd,2005,9.07381
hnd,2006,7.38031
hnd,2007,7.06588
hnd,2008,5.29591
hnd,2009,3.23888
hnd,2010,0.78257
hnd,2011,4.60559
hnd,2012,4.75394
hnd,2013,4.15194
hnd,2014,1.63751
hnd,2016,1.19744
hnd,2017,2.07088
hrv,1994,0.58642
hrv,1995,0.59131
hrv,1996,0.59166
hrv,1997,0.47712
hrv,1998,0.50601
hrv,1999,0.44532
hrv,2000,0.45458
hrv,2001,0.4769
hrv,2002,0.40791
hrv,2003,0.37187
hrv,2005,0.25885
hrv,2006,0.30244
hrv,2007,0.2879
hrv,2008,0.28909
hrv,2009,0.19634
hrv,2010,0.28904
hrv,2011,0.27191
hrv,2012,0.26197
hrv,2013,0.19404
hrv,2014,0.18965
hrv,2015,0.16753
hrv,2016,0.16367
hrv,2017,0.1123
hti,1979,23.69228
hti,1980,20.91697
hti,1982,15.50307
hti,1983,13.15679
hti,1985,12.73822
hti,1986,9.45593
hti,1997,16.90516
hun,1971,4.55428
hun,1972,5.50673
hun,1973,4.54767
hun,1974,3.42414
hun,1975,3.27549
hun,1976,3.12869
hun,1977,2.61539
hun,1978,2.4416
hun,1979,2.35333
hun,1980,2.62133
hun,1981,2.48722
hun,1982,2.65168
hun,1983,2.78166
hun,1984,2.9483
hun,1985,3.2049
hun,1986,3.39776
hun,1987,3.45649
hun,1988,3.56319
hun,1989,3.33478
hun,1990,3.22961
hun,1991,3.24309
hun,1992,2.97647
hun,1993,2.70792
hun,1997,2.17807
hun,1998,2.23849
hun,1999,2.15994
hun,2000,2.10562
hun,2001,2.53692
hun,2002,2.52205
hun,2003,2.44713
hun,2004,2.18132
hun,2005,2.12026
hun,2006,1.88935
hun,2007,1.92636
hun,2008,1.72583
hun,2009,1.98968
hun,2010,1.81561
hun,2011,1.782
hun,2012,1.88341
hun,2013,1.81889
hun,2014,1.73085
hun,2015,1.68157
hun,2016,1.69151
hun,2017,1.29057
idn,1972,11.99455
idn,1973,11.27244
idn,1974,10.713
idn,1975,10.72251
idn,1976,10.23375
idn,1977,10.98302
idn,1978,12.01716
idn,1981,8.30135
idn,1982,8.79037
idn,1983,9.58984
idn,1984,9.18013
idn,1985,9.30791
idn,1986,10.88517
idn,1987,10.06127
idn,1988,9.69671
idn,1989,9.62066
idn,1990,9.82815
idn,1991,9.67133
idn,1992,9.24859
idn,1993,8.98517
idn,1994,8.42126
idn,1995,7.6158
idn,1996,6.93209
idn,1997,5.84784
idn,1999,6.21029
idn,2000,6.21033
idn,2001,6.16648
idn,2002,5.31431
idn,2003,3.7719
idn,2004,2.88813
idn,2005,4.08342
idn,2006,3.68863
idn,2007,3.32644
idn,2008,2.91008
idn,2009,3.55151
idn,2010,3.30779
idn,2011,2.86465
idn,2012,2.90329
idn,2013,2.00268
idn,2014,2.21344
idn,2015,1.64323
idn,2016,1.73236
idn,2017,1.40763
idn,2018,1.33223
ind,1971,20.83243
ind,1974,17.44361
ind,1987,3.92411
ind,1988,4.07141
ind,1995,3.68554
ind,1999,4.01216
ind,2000,4.16932
ind,2001,3.68596
ind,2002,3.64931
ind,2003,3.59245
ind,2007,3.51362
ind,2008,3.53781
ind,2011,5.01757
ind,2012,2.63481
ind,2013,2.14085
ind,2014,1.30725
ind,2015,0.75315
ind,2016,0.52569
ind,2017,0.56638
ind,2018,0.59637
irl,1992,1.96687
irl,1993,1.9044
irl,1994,1.87501
irl,1995,1.74417
irl,1998,1.96739
irl,1999,1.84377
irl,2000,1.66957
irl,2001,1.57027
irl,2002,1.2284
irl,2003,1.0748
irl,2004,0.97177
irl,2005,0.81311
irl,2006,0.74677
irl,2007,0.69961
irl,2008,0.69395
irl,2009,0.6437
irl,2010,0.65778
irl,2011,0.62507
irl,2013,0.50982
irl,2014,0.41018
irl,2015,0.42463
irl,2016,0.32997
irl,2017,0.44411
irn,1971,9.09596
irn,1984,11.82677
irn,1985,10.79358
irn,1986,10.18505
irn,1987,11.62844
irn,1988,10.46359
irn,1989,10.56494
irn,1990,10.09674
irn,1991,9.36023
irn,1992,9.59347
irn,1993,7.21229
irn,1994,7.18359
irn,1995,7.20811
irn,1997,5.85539
irn,2000,5.39249
irn,2001,4.82691
irn,2002,4.30236
irn,2003,3.33099
irn,2004,2.49504
irn,2005,2.41337
irn,2006,2.4735
irn,2007,2.5398
irn,2008,2.21485
irn,2009,1.70399
irn,2010,1.64875
irn,2011,1.54268
irn,2012,1.477
irn,2013,1.09285
irn,2014,1.2513
irn,2015,1.34995
irn,2016,1.35527
irn,2017,1.38819
irq,1971,20.61709
irq,1972,20.97246
irq,1973,19.51022
irq,1974,19.14412
irq,1975,17.21265
irq,1976,15.69133
irq,1977,14.21021
irq,1978,11.33549
irq,1980,10.1909
irq,1983,23.23805
irq,1985,22.46713
irq,1986,20.75576
irq,1987,21.21286
irq,1988,20.30799
irq,1989,19.35645
irq,1993,16.47218
irq,1999,10.03931
irq,2000,12.30639
irq,2004,7.97267
irq,2007,16.83121
isl,1998,0
isl,1999,0
isl,2000,0
isl,2001,0
isl,2002,0
isl,2003,0
isl,2004,0
isl,2005,0
isl,2006,0
isl,2007,0
isl,2008,0
isl,2009,0
isl,2010,0
isl,2011,0
isl,2012,0
isr,2002,1.31811
isr,2003,1.42139
isr,2004,1.2833
isr,2005,1.35443
isr,2006,1.11755
isr,2007,1.1334
isr,2008,1.23042
isr,2009,1.16284
isr,2010,1.25622
isr,2011,1.27027
isr,2012,1.36009
isr,2013,1.54397
isr,2014,1.37577
isr,2015,1.0155
isr,2016,1.00778
isr,2017,0.77395
ita,1971,7.20693
ita,1972,5.87855
ita,1973,5.28955
ita,1974,4.46171
ita,1975,3.84753
ita,1976,2.97663
ita,1977,2.50666
ita,1978,2.20353
ita,1979,1.31156
ita,1980,1.31817
ita,1981,1.22174
ita,1982,1.34728
ita,1983,1.24723
ita,1984,1.18779
ita,1985,1.04256
ita,1986,1.02049
ita,1987,0.97058
ita,1988,0.95
ita,1989,0.93903
ita,1990,0.92
ita,1992,0.68789
ita,1994,0.60214
ita,1995,0.54489
ita,1996,0.43439
ita,1997,0.43912
ita,1999,0.38496
ita,2000,0.43634
ita,2001,0.32555
ita,2002,0.28747
ita,2003,0.2894
ita,2004,0.29775
ita,2005,0.23138
ita,2006,0.21468
ita,2007,0.24318
ita,2008,0.26957
ita,2009,0.3081
ita,2010,0.31093
ita,2011,0.32417
ita,2012,0.29432
ita,2013,0.26003
ita,2014,0.35913
ita,2015,0.35941
ita,2016,0.3624
ita,2017,0.33437
jam,1976,3.61169
jam,1977,4.388
jam,1979,4.14044
jam,1980,3.79423
jam,1981,3.88998
jam,1984,4.77976
jam,1985,4.5599
jam,1986,3.46999
jam,1987,3.9014
jam,1988,3.32997
jam,1989,3.20967
jam,1990,3.60094
jam,1991,4.02651
jam,1993,3.47189
jam,2000,5.06904
jam,2001,4.96749
jam,2002,3.46644
jam,2004,2.79426
jam,2005,2.79433
jam,2007,3.00367
jam,2008,3.04891
jam,2009,3.56047
jam,2010,2.98656
jam,2011,3.03475
jam,2012,3.03461
jam,2013,3.2101
jam,2014,3.40945
jam,2015,3.26417
jam,2016,3.11419
jam,2017,2.9161
jam,2018,2.84127
jor,1972,6.35304
jor,1973,6.21813
jor,1974,3.9405
jor,1975,4.31261
jor,1976,4.11697
jor,1977,4.76192
jor,1978,3.92675
jor,1979,2.71209
jor,1980,2.98655
jor,1981,3.2307
jor,1982,3.95492
jor,1983,4.37776
jor,1984,4.63814
jor,1985,4.71217
jor,1987,6.19001
jor,1988,6.54
jor,1989,5.59288
jor,1990,5.0856
jor,1991,4.60039
jor,1992,4.8105
jor,1993,4.07447
jor,1994,1.53587
jor,1996,1.1257
jor,1999,0.71255
jor,2000,0.64077
jor,2002,0.49981
jor,2003,0.46111
jor,2004,1.01352
jor,2005,0.91936
jor,2006,1.12197
jor,2007,1.08097
jor,2008,0.5852
jor,2011,0.49895
jor,2012,0.61738
jor,2013,0.5268
jor,2014,0.47633
jor,2016,1.49161
jor,2017,1.32711
jor,2018,1.15416
jpn,2015,0
kaz,1994,0.93605
kaz,1995,0.38052
kaz,1997,0.59626
kaz,1998,0.57158
kaz,1999,0.3443
kaz,2000,0.26475
kaz,2001,0.22915
kaz,2002,0.16766
kaz,2003,0.13911
kaz,2004,0.11801
kaz,2005,0.10967
kaz,2006,0.09672
kaz,2007,0.08409
kaz,2008,0.07468
kaz,2009,0.07361
kaz,2010,0.05794
kaz,2011,0.05621
kaz,2012,0.05285
kaz,2013,0.04608
kaz,2014,0.04286
kaz,2015,0.03629
kaz,2016,0.04428
kaz,2017,0.03509
kaz,2018,0.04435
kaz,2019,0.0377
ken,1970,3.68557
ken,1971,3.6657
ken,1972,3.87545
ken,1973,4.07194
ken,1975,4.34896
ken,1976,5.26476
ken,1977,5.63782
ken,1978,6.14127
ken,1979,8.49223
ken,1980,12.90393
ken,1981,13.19681
ken,2004,5.84329
ken,2005,5.82757
ken,2014,5.11972
ken,2015,3.4194
ken,2016,2.93974
kgz,1995,0.60607
kgz,1996,0.43235
kgz,1999,0.32973
kgz,2000,0.26675
kgz,2001,0.23721
kgz,2002,0.16234
kgz,2003,0.13974
kgz,2004,0.09361
kgz,2005,0.08983
kgz,2006,0.11275
kgz,2007,0.08487
kgz,2008,0.09754
kgz,2009,0.07847
kgz,2010,0.06424
kgz,2011,0.06701
kgz,2012,0.05527
kgz,2013,0.03842
kgz,2014,0.0306
kgz,2015,0.041
kgz,2016,0.02916
kgz,2017,0.02715
kgz,2018,0.01892
khm,1994,26.86003
khm,1995,30.42706
khm,1997,27.01475
khm,1998,26.31302
khm,1999,24.2012
khm,2001,16.48361
khm,2002,9.56354
khm,2003,10.08898
khm,2004,10.56205
khm,2005,13.84206
khm,2006,12.67584
khm,2007,11.64873
khm,2008,11.24833
khm,2009,10.15229
khm,2010,8.84412
khm,2011,7.15669
khm,2012,5.84185
khm,2013,5.03588
khm,2014,5.25529
khm,2015,5.18397
khm,2016,6.56683
khm,2017,6.44549
khm,2018,6.3817
kir,1977,4.82491
kir,1978,5.34085
kir,1979,6.48878
kir,1980,4.60144
kir,1981,4.13958
kir,1982,3.66435
kir,1983,2.7035
kir,1984,2.85736
kir,1985,2.78274
kir,1986,1.7328
kir,1987,1.43483
kir,1988,1.98509
kir,1989,1.15914
kir,1990,0.57788
kir,1991,0.57161
kir,1992,0.15605
kir,1993,0.44128
kir,1994,0.18452
kir,1995,0.38785
kir,1996,0.23149
kir,1997,0.2444
kir,2014,1.93305
kir,2016,2.07346
kna,1992,0
kna,2007,1.83085
kna,2008,1.54464
kna,2009,2.55763
kna,2010,1.69464
kna,2011,2.31937
kna,2012,1.03235
kna,2013,1.25246
kna,2014,1.53624
kna,2015,1.97585
kna,2016,1.5774
kor,1971,0.0761
kor,1972,0.10778
kor,1973,0
kor,1974,0
kor,1975,0
kor,1976,0
kor,1977,0
kor,1978,0
kor,1979,0
kor,1980,0
kor,1981,0
kor,1982,0
kor,1983,0
kor,1984,0
kor,1985,0
kor,1986,0
kor,1987,0
kor,1988,0
kor,1989,0
kor,1990,0
kor,1991,0
kor,1992,0
kor,1993,0
kor,1997,0
kor,1998,0
kor,1999,0
kor,2000,0
kor,2001,0
kor,2002,0
kor,2003,0
kor,2004,0.0065
kor,2005,0.00189
kor,2006,0.00211
kor,2007,0.00208
kor,2008,0.0019
kor,2009,0.00192
kor,2010,0.00239
kor,2011,0.00201
kor,2012,0.0024
kor,2013,0.00434
kor,2014,0.00329
kor,2015,0.00283
kor,2016,0.00373
kor,2017,0.00351
kwt,1971,11.86683
kwt,1972,14.13721
kwt,1973,12.17568
kwt,1974,12.01097
kwt,1975,11.94393
kwt,1976,10.82543
kwt,1977,8.67647
kwt,1978,7.93259
kwt,1979,8.52463
kwt,1980,6.62588
kwt,1981,6.15976
kwt,1982,5.17665
