geo,time,gc_rev_xgrt_cn
eth,2015,129060775432.67999
eth,2016,146745966954.82999
eth,2017,173103488290.17001
eth,2018,197424858460.85001
eth,2019,209561736689.14999
fin,1972,2582357422.89004
fin,1973,3229880939.76686
fin,1974,3925674391.53813
fin,1975,4807315502.04937
fin,1976,6026846156.82179
fin,1977,6536623761.92663
fin,1978,6755604442.17951
fin,1979,7552647025.68062
fin,1980,8743081169.1752
fin,1981,10339184591.2949
fin,1982,11556024239.2439
fin,1983,12923896645.1555
fin,1984,14646813763.8271
fin,1985,16572733709.7379
fin,1986,18662805071.8751
fin,1987,19203024691.6694
fin,1988,22647345237.6748
fin,1989,25537486565.9893
fin,1990,26942192127.79589
fin,1991,25914227521.2631
fin,1992,26230925386.7902
fin,1993,26905358971.9009
fin,1994,28292572989.3554
fin,1995,39359000000
fin,1996,41212000000
fin,1997,43867000000
fin,1998,47271000000
fin,1999,48404000000
fin,2000,54711000000
fin,2001,54912000000
fin,2002,56816000000
fin,2003,57100000000
fin,2004,59417000000
fin,2005,61915000000
fin,2006,65306000000
fin,2007,69987000000
fin,2008,72625000000
fin,2009,65003000000
fin,2010,66335000000
fin,2011,72718000000
fin,2012,74772000000
fin,2013,76709000000
fin,2014,77651000000
fin,2015,79003000000
fin,2016,81845000000
fin,2017,83081000000
fin,2018,85676000000
fin,2019,87958000000
fji,1990,530380000
fji,1991,499050000
fji,1992,574370000
fji,1993,636140000
fji,1994,688660000
fji,1995,703600000
fji,1996,729890000
fji,2004,1153321000
fji,2005,1216100000
fji,2006,1366719688
fji,2010,1467854743.18889
fji,2011,1716325903.95
fji,2012,1782141988.03
fji,2013,1959098485.18
fji,2014,2276222849.99
fji,2015,2520023047.15
fji,2016,2653905532.08
fji,2017,3012835121.6
fji,2018,3056850041.17
fji,2019,2952847626.52
fra,1972,50384400196.9641
fra,1973,56314666967.4994
fra,1974,69166119120.6131
fra,1975,77901447808.31668
fra,1976,94777554016.498
fra,1977,105601434240.354
fra,1978,119855417352.052
fra,1979,142448361706.63599
fra,1980,169538552069.724
fra,1981,194250537763.90799
fra,1982,225533076101.02496
fra,1983,251739062164.13599
fra,1984,276755945892.79498
fra,1985,298876298293.94293
fra,1986,316255486259.008
fra,1987,335651574722.12299
fra,1988,355971199331.66302
fra,1989,379888925646.04095
fra,1990,402272252601.92297
fra,1991,421704471482.12494
fra,1992,433793678549.05103
fra,1993,437726863193.776
fra,1994,454831642927.81403
fra,1995,518616000000
fra,1996,545807000000
fra,1997,563338000000
fra,1998,583539000000
fra,1999,611690000000
fra,2000,632941000000
fra,2001,662507000000
fra,2002,672838000000
fra,2003,682394000000
fra,2004,712366000000
fra,2005,744310000000
fra,2006,786127000000
fra,2007,815504000000
fra,2008,836114000000
fra,2009,802088000000
fra,2010,855904990000
fra,2011,876838000000
fra,2012,907469270000
fra,2013,940935000000
fra,2014,958132000000
fra,2015,973630000000
fra,2016,985166000000
fra,2017,1024307000000
fra,2018,1045930000000
fra,2019,1054249000000
fsm,2008,34172307
fsm,2009,35850297
fsm,2010,36203124
fsm,2011,37448539
fsm,2012,47467182
fsm,2013,56427794
fsm,2014,91595601
fsm,2015,89800268
fsm,2016,90189259
fsm,2017,115091742
fsm,2018,179618101
fsm,2019,158056153
gab,2012,2611727254249.95996
gab,2013,2594796085209.20947
gab,2014,2306883603143.64014
gab,2015,1707084206246.73999
gab,2016,1445390867122.91992
gab,2017,1530454657442.81006
gab,2018,1572288831971.1499
gab,2019,1918784485663.6897
gbr,1972,21291000000
gbr,1973,23129000000
gbr,1974,29401000000
gbr,1975,37605000000
gbr,1976,44094000000
gbr,1977,50030000000
gbr,1978,54891000000
gbr,1979,64147000000
gbr,1980,81414000000
gbr,1981,91383000000
gbr,1982,106060000000
gbr,1983,112212000000
gbr,1984,120304000000
gbr,1985,133447000000
gbr,1986,139338000000
gbr,1987,148688000000
gbr,1988,165288000000
gbr,1989,178680000000
gbr,1990,200769000000
gbr,1991,213926000000
gbr,1992,218135000000
gbr,1993,216530000000
gbr,1994,235538000000
gbr,1995,263312000000
gbr,1996,278786000000
gbr,1997,297475000000
gbr,1998,324036000000
gbr,1999,343894000000
gbr,2000,370995000000
gbr,2001,382651000000
gbr,2002,387289000000
gbr,2003,408863000000
gbr,2004,444712000000
gbr,2005,485631000000
gbr,2006,508041000000
gbr,2007,538505000000
gbr,2008,566257000000
gbr,2009,517150000000
gbr,2010,550884000000
gbr,2011,576516000000
gbr,2012,583571000000
gbr,2013,622576000000
gbr,2014,636382000000
gbr,2015,659735000000
gbr,2016,696314000000
gbr,2017,733901000000
gbr,2018,758287000000
gbr,2019,783787000000
geo,1995,182700000
geo,1996,401700000
geo,1997,641300000
geo,1998,677100000
geo,1999,759375000
geo,2000,863200000
geo,2001,1008544000
geo,2002,1096800000
geo,2003,1218000000
geo,2004,2081200000
geo,2005,2605100000
geo,2006,3375700000
geo,2007,4635600000
geo,2008,4979800000
geo,2009,4596000000
geo,2010,5033500000
geo,2011,6238100000
geo,2012,6865100000
geo,2013,7419300000
geo,2014,8074500000
geo,2015,9380000000
geo,2016,10172800000
geo,2017,11587900000
geo,2018,11527600000
geo,2019,12978500000
geo,2020,12248900000
gha,1990,23950100
gha,1991,35435900
gha,1992,33355800
gha,1993,65758100
gha,2001,689312400
gha,2002,879985400
gha,2003,1307727348
gha,2004,1894313786
gha,2005,2303959466
gha,2006,2542797986
gha,2007,3627577730
gha,2008,4736275487
gha,2009,5642796309
gha,2010,7685134390
gha,2011,11587446125
gha,2012,14565440603.9634
gha,2013,17708502795.144
gha,2014,25463125388.0694
gha,2015,49039876938.9181
gha,2016,31092274546.2924
gha,2017,38159660833.5
gha,2018,46501927373.8
gha,2019,52393486520.4516
gin,1989,222778000000
gin,1990,297860000000
gin,1991,326183000000
gin,1992,357014000000
gmb,1990,485770000
gnb,2017,99257045845
gnb,2019,104544643615.03999
gnq,2006,2103730000000
gnq,2007,2308526000000
gnq,2008,3051787000000
gnq,2009,2368090000000
gnq,2010,2150931300000
gnq,2011,2849027525409.25
gnq,2012,3194709440355.64014
gnq,2013,2711327154456.5498
gnq,2014,2601404707675.08008
gnq,2015,2055235780948.67993
gnq,2016,1119861353492.11011
gnq,2017,1232476834237
gnq,2018,1440200585677.03003
gnq,2019,1237720731569.6001
grc,1972,288980190.75569
grc,1973,360763022.74395
grc,1974,421658107.11665
grc,1975,526720469.55246
grc,1976,702802641.23258
grc,1977,833103448.27586
grc,1978,1023829787.23405
grc,1979,1253822450.47689
grc,1980,1539545121.05649
grc,1981,1751870873.07411
grc,1982,2497432134.99633
grc,1983,3435862068.96552
grc,1984,3950168745.41453
grc,1985,4765986793.83713
grc,1986,5961584739.54513
grc,1987,6940161408.65737
grc,1988,7934409391.04916
grc,1989,8380220102.7146
grc,1990,10867820983.1254
grc,1995,31590000000
grc,1996,36205000000
grc,1997,43094000000
grc,1998,48610000000
grc,1999,52165000000
grc,2000,57871000000
grc,2001,59618000000
grc,2002,62839000000
grc,2003,66971000000
grc,2004,72587000000
grc,2005,75703000000
grc,2006,82399000000
grc,2007,90621000000
grc,2008,94661000000
grc,2009,88817000000
grc,2010,89665000000
grc,2011,87518000000
grc,2012,85996000000
grc,2013,85040000000
grc,2014,79935000000
grc,2015,81262000000
grc,2016,83865000000
grc,2017,83164000000
grc,2018,84856000000
grc,2019,85853000000
gtm,1990,2703980000
gtm,1991,4258200000
gtm,1992,5454470000
gtm,1993,5735630000
gtm,1994,5680900000
gtm,1995,7124020000
gtm,1996,8445100000
gtm,1997,9627660000
gtm,1998,11821460000
gtm,1999,13966820000
gtm,2000,15205590000
gtm,2001,17625560000
gtm,2002,20300720000
gtm,2003,21317240000
gtm,2004,23077070000
gtm,2005,24404700000
gtm,2006,28732500000
gtm,2007,33101800000
gtm,2008,35085400000
gtm,2009,33478453995.74
gtm,2010,36876221475.44
gtm,2011,42292629971.42
gtm,2012,45274260817.3
gtm,2013,48611941692.4
gtm,2014,51901912800.21
gtm,2015,52717902364.28
gtm,2016,57412973878.71
gtm,2017,59621599947.99
gtm,2018,62004807056.51
gtm,2019,66304920758.27
hnd,1972,205300000
hnd,1973,241700000
hnd,1974,278000000
hnd,1975,308300000
hnd,1976,388400000
hnd,1977,476900000
hnd,1978,519100000
hnd,1979,631600000
hnd,1980,748200000
hnd,1981,741200000
hnd,2003,28500000000
hnd,2004,33519260000
hnd,2005,38125700000
hnd,2006,43546580000
hnd,2007,51537017000
hnd,2008,59682700000
hnd,2009,56285100000
hnd,2010,61518000000
hnd,2011,70004496261
hnd,2012,76558570000
hnd,2013,84111156843
hnd,2014,95836038466.0921
hnd,2015,107565181292.978
hrv,1991,145600000
hrv,1992,926010000
hrv,1993,14120170000
hrv,1994,36528440000
hrv,2001,81444663000
hrv,2002,86728027000
hrv,2003,90355136000
hrv,2004,94772902000
hrv,2005,101370117000
hrv,2006,110245599000
hrv,2007,121372162000
hrv,2008,128153473000
hrv,2009,121510036000
hrv,2010,118519889000
hrv,2011,117566500000
hrv,2012,121726634000
hrv,2013,120971852000
hrv,2014,122307328000
hrv,2015,130135001000
hrv,2016,140131803000
hrv,2017,146147683000
hrv,2018,152998888000
hrv,2019,162116342000
hun,1981,416800000000
hun,1982,438700000000
hun,1983,484500000000
hun,1984,535200000000
hun,1985,538700000000
hun,1986,606800000000
hun,1987,652000000000
hun,1988,789900000000
hun,1989,923400000000
hun,1990,1105900000000
hun,1991,1222700000000
hun,1992,1381400000000
hun,1993,1692400000000
hun,1994,2066700000000
hun,1995,2419134000000
hun,1996,2946561000000
hun,1997,3393303000000
hun,1998,3910736091000
hun,1999,4373893000000
hun,2000,5067205000000
hun,2001,5664181000000
hun,2002,6251877000000
hun,2003,6770236000000
hun,2004,7423850000000
hun,2005,7853822000000
hun,2006,8564110000000
hun,2007,9704499000000
hun,2008,10865776000000
hun,2009,10524914000000
hun,2010,10437875000000
hun,2011,10638235000000
hun,2012,11697249000000
hun,2013,12184558000000
hun,2014,13141995831000
hun,2015,14063434100000
hun,2016,14703756632000
hun,2017,15517193373000
hun,2018,16553116050000
hun,2019,17870168401000
idn,1972,635000000000
idn,1973,1014000000000
idn,1974,1820000000000
idn,1975,2297000000000
idn,1976,2968000000000
idn,1977,3634000000000
idn,1978,4378000000000
idn,1979,7050000000000
idn,1980,10406000000000
idn,1981,13763000000000
idn,1982,12815000000000
idn,1983,15511000000000
idn,1984,18724000000000
idn,1985,20347000000000
idn,1986,21324000000000
idn,1987,24781000000000
idn,1988,24088000000000
idn,1989,29093000000000
idn,1990,39566000000000
idn,1991,42415000000000
idn,1992,50645000000000
idn,1993,56318000000000
idn,1994,69394000000000
idn,1995,80412000000000
idn,1996,90289000000000
idn,1997,113849700000000
idn,1998,157381200000000
idn,1999,198611300000000
idn,2001,307840860000000
idn,2002,317807309000000
idn,2003,348838380199791
idn,2004,421640178000000
idn,2008,979238740000000
idn,2009,846999450000000
idn,2010,992338010000000
idn,2011,1205736500000000
idn,2012,1332714850000000
idn,2013,1432392210000000
idn,2014,1544924051857430
idn,2015,1494584918562630
idn,2016,1546969695963370
idn,2017,1654785180989130
idn,2018,1928041807089450
idn,2019,1955101764149660
ind,1974,74790000000
ind,1975,90810000000
ind,1976,101500000000
ind,1977,112350000000
ind,1978,128190000000
ind,1979,142360000000
ind,1980,159210000000
ind,1981,192490000000
ind,1982,221940000000
ind,1983,251600000000
ind,1984,292230000000
ind,1985,356440000000
ind,1986,415720000000
ind,1987,472870000000
ind,1988,551640000000
ind,1989,668080000000
ind,1990,715870000000
ind,1991,853320000000
ind,1992,975730000000
ind,1993,1005250000000
ind,1994,1222020000000
ind,1995,1466480000000
ind,1996,1707010000000
ind,1997,1848190000000
ind,1998,1947820000000
ind,1999,2326920000000
ind,2000,2504400000000
ind,2001,2556040000000
ind,2002,2889970000000
ind,2003,3310020000000
ind,2004,3850020000000
ind,2005,4480260000000
ind,2006,5665800000000
ind,2007,7073470000000
ind,2008,7035910000000
ind,2009,7270620000000
ind,2010,10064980000000
ind,2011,10043280000000
ind,2012,12529330000000
ind,2013,14164340000000
ind,2014,14401266800000
ind,2015,17098070000000
ind,2016,19779860000000
ind,2017,21750090000000
ind,2018,24925890000000
irl,1972,879928488.35142
irl,1973,1066579985.88051
irl,1974,1208790650.66458
irl,1975,1527494908.3503
irl,1976,2048087520.50627
irl,1977,2430278682.11346
irl,1978,2828976438.74021
irl,1979,3315286122.7786
irl,1980,4310760776.26707
irl,1981,5412893428.3436
irl,1982,6798177671.90984
irl,1983,7919356395.16281
irl,1984,8855153358.96511
irl,1985,9392252566.14066
irl,1986,9784601632.37523
irl,1987,10488036527.825
irl,1988,11374313706.5686
irl,1989,11436530872.4117
irl,1990,12210436231.2142
irl,1991,12900665850.6483
irl,1992,13879506935.3094
irl,1993,14926393283.5935
irl,1994,16373316962.177
irl,1995,19225681000
irl,1996,21163456000
irl,1997,23856641000
irl,1998,26878679000
irl,1999,30806342000
irl,2000,35738736000
irl,2001,37565773000
irl,2002,40428513000
irl,2003,43762092000
irl,2004,48669747000
irl,2005,54829204000
irl,2006,62419830000
irl,2007,65475569000
irl,2008,59785903000
irl,2009,52355199000
irl,2010,51815150000
irl,2011,54712462000
irl,2012,56535804000
irl,2013,58668638000
irl,2014,63472223000
irl,2015,68345539000
irl,2016,70908472000
irl,2017,73957690000
irl,2018,79857338000
irl,2019,84632291000
irn,1972,322000000000
irn,1973,490000000000
irn,1974,1427100000000
irn,1975,1626800000000
irn,1976,1895700000000
irn,1977,2192900000000
irn,1978,1737000000000
irn,1979,1780500000000
irn,1980,1430000000000
irn,1981,1922500000000
irn,1982,2698300000000
irn,1983,2993800000000
irn,1984,2988800000000
irn,1985,2963700000000
irn,1986,2017200000000
irn,1987,2511200000000
irn,1988,2656000000000
irn,1989,3830000000000
irn,1990,6617000000000
irn,1991,8382000000000
irn,1992,12276000000000
irn,1993,21930000000000
irn,1994,30952000000000
irn,1995,44902000000000
irn,1996,61753000000000
irn,1997,68081000000000
irn,1998,61239000000000
irn,1999,106816482000000
irn,2000,135845177022500
irn,2001,162063488625000
irn,2002,245603739200000
irn,2003,302748651000000
irn,2004,404190323000000
irn,2005,627648440000000
irn,2006,731576957000000
irn,2007,924187716433333
irn,2008,1027774659762370
irn,2009,1042320000000000
irq,2014,104321000000000
irq,2015,59564223389470.70312
irq,2016,54320553630736.70312
irq,2017,76615927757234.09375
irq,2018,105042997832540
irq,2019,106607512377180
isl,1972,193400000
isl,1973,271800000
isl,1974,408400000
isl,1975,577400000
isl,1976,762500000
isl,1977,1067200000
isl,1978,1716300000
isl,1979,2625600000
isl,1980,4087800000
isl,1981,6620100000
isl,1982,10757600000
isl,1983,17488700000
isl,1984,23623900000
isl,1985,31223200000
isl,1986,41671000000
isl,1987,53841200000
isl,1988,71165800000
isl,1989,92272400000
isl,1990,107033400000
isl,1991,116587400000
isl,1992,121201400000
isl,1993,121605900000
isl,1994,128813100000
isl,1995,135084100000
isl,1996,149977700000
isl,1997,153963000000
isl,1998,185413571000
isl,1999,213982800000
isl,2000,227805700000
isl,2001,240482743409.08801
isl,2002,252259768952.03201
isl,2003,267150560965.33896
isl,2004,305813954463.23901
isl,2005,409184328519.08899
isl,2006,479333176764.612
isl,2007,529030915586.28497
isl,2008,638679484868.66895
isl,2009,559700886640.58203
isl,2010,535510438699.35498
isl,2011,584869705135.63306
isl,2012,629367670168.25098
isl,2013,662859868064.94604
isl,2014,734476227440.92993
isl,2015,747870351438.76001
isl,2016,1204976564509.70996
isl,2017,892633379542.66382
isl,2018,938960594469.245
isl,2019,920855304772.33887
isr,1972,1000000
isr,1973,1400000
isr,1974,2400000
isr,1975,3600000
isr,1976,5200000
isr,1977,7700000
isr,1978,12300000
isr,1979,25900000
isr,1980,58300000
isr,1981,133800000
isr,1982,354800000
isr,1983,954100000
isr,1984,4490400000
isr,1985,15502500000
isr,1986,23094300000
isr,1987,27861900000
isr,1988,29335500000
isr,1989,34355100000
isr,1990,42285800000
isr,1991,39758000000
isr,1992,63295000000
isr,1993,73482000000
isr,1994,88559000000
isr,1995,108032000000
isr,1996,123796000000
isr,1997,145110000000
isr,1998,159911000000
isr,1999,173187000000
isr,2000,204183364175.23697
isr,2001,206014790200.18399
isr,2002,211998856612.80701
isr,2003,207932088543.41
isr,2004,216027185179.49799
isr,2005,229247659938.85599
isr,2006,249051488338.44901
isr,2007,265354616597.55399
isr,2008,261715866302.61301
isr,2009,254689747483.12799
isr,2010,280130814603.07898
isr,2011,301024792957.12097
isr,2012,311139454998.75201
isr,2013,337438236409.57202
isr,2014,356675626395.11603
isr,2015,376306523707.91803
isr,2016,392658083657.97198
isr,2017,425722233208.00897
isr,2018,424644733661.24493
isr,2019,438688112441.74799
ita,1973,12511168380.4428
ita,1974,16185759217.4645
ita,1975,18797998213.0591
ita,1976,24896837734.4068
ita,1977,31440863102.7698
ita,1978,38802439742.3913
ita,1979,47772779622.6766
ita,1980,62527953229.6632
ita,1981,73259411135.84369
ita,1982,94013231625.7547
ita,1983,116757993461.65601
ita,1984,127990414559.953
ita,1985,140929209252.84201
ita,1986,168811684321.67801
ita,1987,182589205018.953
ita,1988,205939770795.63501
ita,1989,233183905136.40302
ita,1995,401329000000
ita,1996,427446000000
ita,1997,462064000000
ita,1998,440858000000
ita,1999,459929000000
ita,2000,460995000000
ita,2001,482576000000
ita,2002,494800000000
ita,2003,508182000000
ita,2004,522510000000
ita,2005,533313000000
ita,2006,571653000000
ita,2007,611422000000
ita,2008,623973000000
ita,2009,613695000000
ita,2010,623419000000
ita,2011,633168000000
ita,2012,647737000000
ita,2013,649010000000
ita,2014,649365000000
ita,2015,658380000000
ita,2016,677498000000
ita,2017,685323000000
ita,2018,697176000000
ita,2019,719600000000
jam,1988,6139241002.6
jam,1989,8418483002.9
jam,1990,9648911698
jam,1991,15075362003
jam,1992,23557489003
jam,1993,33614235744.724
jam,1994,44595474469.93
jam,1995,58574378319.0766
jam,1996,63085565417.115
jam,1997,66425796114.07
jam,1998,74096239575.10739
jam,1999,90828318338.202
jam,2000,101021144192.49001
jam,2001,102575676400.5
jam,2002,117167991897.73199
jam,2003,149901608715
jam,2004,171538899631.79199
jam,2005,186684240469.47
jam,2006,211364490673.54199
jam,2007,252098813125.13199
jam,2008,276199777481.008
jam,2009,300200054393.125
jam,2010,316041378428.68402
jam,2011,322149802687.79303
jam,2012,344677749337.39301
jam,2013,396979376395.05402
jam,2014,411715937773.79401
jam,2015,455835781822.22095
jam,2016,499879882042.53906
jam,2017,560773568462.44995
jam,2018,628985220997.0769
jam,2019,649759185215.65503
jor,1990,697550000
jor,1991,760170000
jor,1992,1108910000
jor,1993,1118990000
jor,1994,1161470000
jor,1995,1331080000
jor,1996,1364030000
jor,1997,1311770000
jor,1998,1421310000
jor,1999,1528690000
jor,2000,1503400000
jor,2001,1571490000
jor,2002,1676360000
jor,2003,1680250000
jor,2004,2087562099
jor,2005,2562900000
jor,2006,3164380000
jor,2007,3628100000
jor,2008,4020100000
jor,2009,4187800000
jor,2010,4260900000
jor,2011,4198900000
jor,2012,4727000000
jor,2013,5119700000
jor,2014,6031100000
jor,2015,5910000000
jor,2016,6233700000
jor,2017,6717400000
jor,2018,7216200000
jor,2019,6965900000
jpn,1991,104179000000000
jpn,1992,99167000000000
jpn,1993,99639000000000
kaz,1997,233686000000
kaz,1998,193833000000
kaz,1999,172714000000
kaz,2000,294456000000
kaz,2001,371978502000
kaz,2002,499765217000
kaz,2003,642743626000
kaz,2004,889007610000
kaz,2010,4671040765499.64941
kaz,2011,6779198727112.75
kaz,2012,6985869075845.9502
kaz,2013,7391433635620.89941
kaz,2014,7718690228496.03027
kaz,2015,5587404255248.66016
kaz,2016,6457526064410.40039
kaz,2017,8791593950718
kaz,2018,9893402691835.80078
kaz,2019,10387143005981.19922
ken,2014,1174476559724.41992
ken,2015,1332221560592.82007
ken,2016,1447867195590.79004
ken,2017,1793888076053.82007
ken,2018,1744669800000
ken,2019,1955181146497.30005
kgz,2014,117998800000
kgz,2015,129431000000
kgz,2016,133996000000
kgz,2017,148375300000
kgz,2018,159452100000
kgz,2019,168810100000
khm,2002,1727644810000
khm,2003,1740699408271
khm,2004,2105058967099
khm,2005,2487968658987
khm,2006,2923836857897
khm,2007,3920449000000
khm,2008,5254240269740
khm,2009,4671549029957
khm,2010,5396730545448.00977
khm,2011,6015034373108
khm,2012,7163310100000
khm,2013,8429204300000
khm,2014,11180327370443
khm,2015,12172361628847
khm,2016,14108549833750
khm,2017,16671085709187
khm,2018,19828755500000
khm,2019,25075674800000
kir,2011,96277112.85
kir,2012,124668636.587
kir,2013,147591631.4
kir,2014,193307833.17
kir,2015,274453855.95
kir,2016,222011106.5
kir,2017,243304666.31
kir,2018,298385647.72
kir,2019,321428751.95
kna,1990,104170000
kna,1991,97640000
kna,1992,113360000
kna,1993,129890000
kna,1994,152970000
kna,2000,254300000
kna,2001,267300000
kna,2002,305632000
kna,2003,318237000
kna,2004,324892000
kna,2005,334050297
kna,2006,394421309
kna,2007,433523781
kna,2008,542905008.68
kna,2009,536385730.34
kna,2010,507811413.82
kna,2011,649977963.83
kna,2012,644618160.77
kna,2013,812746040.21
kna,2014,889190000
kna,2015,886610000
kna,2016,764740000
kna,2017,750540000
kor,1972,550000000000
kor,1973,659000000000
kor,1974,1013000000000
kor,1975,1537000000000
kor,1976,2312000000000
kor,1977,2938000000000
kor,1978,4084000000000
kor,1979,5376000000000
kor,1980,6738000000000
kor,1981,8534000000000
kor,1982,9875000000000
kor,1983,11418000000000
kor,1984,12511000000000
kor,1985,13738000000000
kor,1986,15721000000000
kor,1987,18510000000000
kor,1988,22558000000000
kor,1989,25502000000000
kor,1990,31332000000000
kor,1991,35948000000000
kor,1992,42870000000000
kor,1993,49833000000000
kor,1994,59725000000000
kor,1995,70862000000000
kor,1996,82971000000000
kor,1997,90740000000000
kor,1998,95349442000000
kor,1999,106006343000000
kor,2000,134647239000000
kor,2001,141863849000000
kor,2002,155444451000000
kor,2003,168216315000000
kor,2004,175250012000000
kor,2005,188543600000000
kor,2006,206084200000000
kor,2007,236006246000000
kor,2008,246608524000000
kor,2009,245476798828260
kor,2010,265779722000000
kor,2011,287403636000000
kor,2012,383821420000000
kor,2013,391940855000000
kor,2014,390551618491416.9375
kor,2015,411421020483655.0625
kor,2016,448375864189994
kor,2017,480671700362950
kor,2018,521033430448828.9375
kor,2019,536553180790563.0625
kwt,1972,608000000
kwt,1973,694000000
kwt,1974,2724000000
kwt,1977,2989000000
kwt,1978,3045000000
kwt,1979,3643000000
kwt,1980,6916000000
kwt,1981,6338000000
kwt,1982,4272000000
kwt,1983,4145000000
kwt,1984,4358000000
kwt,1985,3794000000
kwt,1986,4744000000
kwt,1990,3116000000
kwt,1991,262000000
kwt,1992,585000000
kwt,1993,2267000000
kwt,1994,2545000000
kwt,1995,2986000000
kwt,1996,3335000000
kwt,1997,4189000000
kwt,1998,3460000000
lbn,1997,3753205000000
lbn,1998,4449383000000
lbn,1999,4868230000000
lbn,2000,4171300000000
lbn,2001,4259600000000
lbn,2002,5385300000000
lbn,2003,6180600000000
lbn,2004,7000100000000
lbn,2005,6852207000000
lbn,2006,6729550000000
lbn,2007,7893577000000
lbn,2008,9489268000000
lbn,2009,11711037650000
lbn,2010,11634160000000
lbn,2011,13157705383400
lbn,2012,13233992000000
lbn,2013,13078176000000
lbn,2014,14440998000000
lbn,2015,12889552000000
lbn,2016,13678416000000
lbn,2017,15962563001000
lbn,2018,15947944722000
lbn,2019,15508350684000
lbr,1982,278200000
lca,2000,485132526
lca,2001,442321403
lca,2002,448471000
lca,2003,466566000
lca,2004,537917422
lca,2005,576869879
lca,2006,647767812
lca,2007,703401268
lca,2008,781257273
lca,2009,770849570
lca,2010,776244740
lca,2011,816523808
lca,2012,810379259
lca,2013,865407177
lca,2014,901380401
lca,2015,961950000
lca,2016,1015600000
lca,2017,1047240000
lka,1990,67635000000
lka,1991,76427000000
lka,1992,85770000000
lka,1993,98423000000
lka,1994,110038000000
lka,1995,136161000000
lka,1996,146245000000
lka,1997,164779000000
lka,1998,174965000000
lka,1999,195895000000
lka,2000,211244000000
lka,2001,234189000000
lka,2002,259919000000
lka,2003,276260000000
lka,2004,311366000000
lka,2005,379667000000
lka,2006,476820000000
lka,2007,564506000000
lka,2008,655259000000
lka,2009,699644000000
lka,2010,817279497563.72998
lka,2011,934776000000
lka,2012,1050629000000
lka,2013,1137451000000
lka,2014,1177601065225.67993
lka,2015,1454780500704.26001
lka,2016,1685655201818.1499
lka,2017,1831530764198.87988
lka,2018,1919973738575.93994
lka,2019,1890899025893.69995
lso,1984,216351000
lso,1986,260076000
lso,1987,299795000
lso,1988,364288000
lso,1989,525108000
lso,1991,670458802.6
lso,1992,731578994.2
lso,1993,919422620.4
lso,1994,1090440791.2
lso,1995,1296764689.4
lso,1996,1330302125.8
lso,1997,1571261041.4
lso,1998,1577463520
lso,1999,1545043460
lso,2000,1811609284.2
lso,2001,2134536683
lso,2002,2419701609.78889
lso,2003,2883800000
lso,2004,3260700000
lso,2005,3508700000
lso,2006,4727683329.79
lso,2007,5352254498.05
lso,2008,6564352960.50195
lso,2009,6739264183.92386
lso,2010,6756842571.52717
lso,2011,6964270002.12764
lso,2012,8905087115.3994
lso,2013,9677506742.0553
lso,2014,11134216313.3417
lso,2015,11795507265.5473
lso,2016,11015035795.8581
lso,2017,11780061609.3299
lso,2018,12524760022.95
lso,2019,12712882509.14
ltu,1991,38598528.73031
ltu,1993,752432808.1557
ltu,1994,1155670759.96293
ltu,1995,2472246000
ltu,1996,3009163000
ltu,1997,4362893000
ltu,1998,4742552000
ltu,1999,4582209000
ltu,2000,4617804000
ltu,2001,4396275000
ltu,2002,4766195000
ltu,2003,5178729000
ltu,2004,5612560000
ltu,2005,6586920000
ltu,2006,7623520000
ltu,2007,9147277000
ltu,2008,10538321000
ltu,2009,8655698000
ltu,2010,8463251000
ltu,2011,9042390000
ltu,2012,9659505000
ltu,2013,10195327000
ltu,2014,11192305000
ltu,2015,11717616000
ltu,2016,12375539000
ltu,2017,13197020000
ltu,2018,14447529000
ltu,2019,15542853000
lux,1972,554959233.90985
lux,1973,678459787.95188
lux,1974,847076963.50264
lux,1975,950299827.21821
lux,1976,1106646273.2927
lux,1977,1249680837.08686
lux,1978,1389393627.64905
lux,1979,1438798807.13636
lux,1980,1641997129.39298
lux,1981,1784139276.49796
lux,1982,1964159554.18828
lux,1983,2234735336.47828
lux,1984,2392742669.16874
lux,1985,2592272167.25872
lux,1986,2711732056.84695
lux,1987,2818846848.90146
lux,1988,2990785797.68418
lux,1989,3358783735.21005
lux,1990,3679037379.8646
lux,1991,4087516329.98594
lux,1992,4567289457.83208
lux,1993,4995475943.17289
lux,1994,5398749129.274
lux,1995,6288967000
lux,1996,6546593000
lux,1997,7091256000
lux,1998,7531316000
lux,1999,8289571000
lux,2000,9337379000
lux,2001,9750546000
lux,2002,10162100000
lux,2003,10610941000
lux,2004,11169771000
lux,2005,12322094000
lux,2006,13278369000
lux,2007,14761182000
lux,2008,15500000000
lux,2009,15544239000
lux,2010,16554357000
lux,2011,17468002000
lux,2012,18522983000
lux,2013,19542351000
lux,2014,20573959000
lux,2015,21272665000
lux,2016,22156808000
lux,2017,23115704000
lux,2018,25390069000
lux,2019,26409893000
lva,1994,742340681.04336
lva,1995,1572553656.49598
lva,1996,1764624276.46968
lva,1997,2325531727.19563
lva,1998,2630625323.70334
lva,1999,2665152731.06015
lva,2000,2681150078.8271
lva,2001,2784459109.50991
lva,2002,3128506667.5773
lva,2003,3501599307.91515
lva,2004,4081430953.72252
lva,2005,5039052139.71463
lva,2006,6690200966.41453
lva,2007,8476238040.76243
lva,2008,8919276213.56737
