geo,time,sh_sgr_crsk_zs
mlt,2006,2.6
mlt,2007,3.2
mlt,2008,3.9
mlt,2009,4.5
mlt,2010,4
mlt,2011,3.8
mlt,2012,4
mlt,2013,2.9
mlt,2014,4.8
mlt,2015,5.4
mlt,2016,4
mlt,2017,4
mlt,2018,3.4
mlt,2019,3.8
mlt,2020,3.5
mng,2007,25.1
moz,2003,36.1
moz,2004,37.3
moz,2005,29.1
moz,2006,27
moz,2007,28.3
moz,2008,26.8
moz,2009,24.8
moz,2010,30.3
moz,2011,23.1
moz,2012,17.2
moz,2013,15.4
moz,2014,21.4
moz,2015,23.3
moz,2016,24.9
moz,2017,24.4
moz,2018,23.9
moz,2019,23.5
moz,2020,23.1
mrt,2003,72.4
mrt,2004,73.4
mrt,2005,72.2
mrt,2006,70.1
mrt,2007,67.5
mrt,2008,63.8
mrt,2009,66.7
mrt,2010,63.6
mrt,2011,63.2
mrt,2012,58.7
mrt,2013,52.9
mrt,2014,48
mrt,2015,44.4
mrt,2016,52.8
mrt,2017,50.9
mrt,2018,50.6
mrt,2019,48.8
mrt,2020,48.2
mus,2006,21.1
mus,2007,22.5
mus,2008,20.3
mus,2009,21
mus,2010,17.8
mus,2011,16
mus,2012,17.4
mus,2013,18.4
mus,2014,15.7
mus,2015,15.9
mus,2016,14.9
mus,2017,12.2
mus,2018,11.1
mus,2019,10.9
mus,2020,10.5
mwi,2003,59.2
mwi,2004,29.6
mwi,2005,27.6
mwi,2006,26.9
mwi,2007,35
mwi,2008,26.1
mwi,2009,31.8
mwi,2010,34.4
mwi,2011,25.1
mwi,2012,26.2
mwi,2013,19.1
mwi,2014,22
mwi,2015,29.2
mwi,2016,26.5
mwi,2017,23.6
mwi,2018,22.3
mwi,2019,21.8
mwi,2020,22
mys,2003,37
mys,2004,33.9
mys,2005,32.4
mys,2006,30.2
mys,2007,26.7
mys,2008,26.7
mys,2009,23.4
mys,2010,24.6
mys,2011,21.9
mys,2012,20.5
mys,2013,16.2
mys,2014,15.1
mys,2015,13.6
mys,2016,14.1
mys,2017,12.7
mys,2018,11.9
mys,2019,11.5
mys,2020,10.4
nam,2003,23
nam,2004,22
nam,2005,21.9
nam,2006,20.8
nam,2007,20.1
nam,2008,20.4
nam,2009,18.5
nam,2010,20.1
nam,2011,21
nam,2012,19.8
nam,2013,19.2
nam,2014,17.9
nam,2015,12.5
nam,2016,12.1
nam,2017,12.8
nam,2018,13
nam,2019,12.8
nam,2020,12.7
ner,2003,90.8
ner,2004,91
ner,2005,87.4
ner,2006,87.1
ner,2007,90.5
ner,2008,89.8
ner,2009,88.6
ner,2010,90.3
ner,2011,90.9
ner,2012,90.4
ner,2013,87.5
ner,2014,88.5
ner,2015,86
ner,2016,91.7
ner,2017,85.2
ner,2018,84.7
ner,2019,81.1
ner,2020,74.2
nga,2003,45.6
nga,2004,35.9
nga,2007,37.7
nga,2008,50.8
nga,2009,51.6
nga,2010,50.8
nga,2011,52.8
nga,2012,50.6
nga,2013,43.4
nga,2014,46.6
nga,2015,45
nga,2016,50.4
nga,2017,53.5
nga,2018,39
nga,2019,40.5
nga,2020,49.6
nic,2003,52.3
nic,2004,51.4
nic,2005,47
nic,2006,50.3
nic,2007,47.5
nic,2008,46.1
nic,2009,40.4
nic,2010,41.1
nic,2011,38.2
nic,2012,35.1
nic,2013,37.2
nic,2014,35.2
nic,2015,32.6
nic,2016,29.2
nic,2017,30.2
nic,2018,29.6
nic,2019,31.8
nic,2020,33.1
nld,2003,0.1
nld,2004,0.1
nld,2005,0.1
nld,2006,0.1
nld,2007,0.1
nld,2008,0.1
nld,2009,0
nld,2010,0
nld,2011,0
nld,2012,0.1
nld,2013,0.1
nld,2014,0.1
nld,2015,0.1
nld,2016,0.1
nld,2017,0.1
nld,2018,0.1
nld,2019,0.1
nld,2020,0.1
nor,2003,0.3
nor,2004,0.8
nor,2005,0.5
nor,2006,0.1
nor,2007,0.2
nor,2008,0.1
nor,2009,0.1
nor,2010,0.1
nor,2011,0
nor,2012,0
nor,2013,0.1
nor,2014,0.1
nor,2015,0.1
nor,2016,0.1
nor,2017,0.1
nor,2018,0.1
nor,2019,0.1
nor,2020,0.1
npl,2003,80.8
npl,2004,79.8
npl,2005,73.4
npl,2006,70.9
npl,2007,81.9
npl,2008,82.7
npl,2009,77.6
npl,2010,75.3
npl,2011,76.6
npl,2012,69
npl,2013,70.6
npl,2014,66.7
npl,2015,67.5
npl,2016,62.5
npl,2017,62.5
npl,2018,62
npl,2019,61.4
npl,2020,59.7
pak,2003,75.3
pak,2004,73.4
pak,2005,73.3
pak,2006,79.2
pak,2007,73.5
pak,2008,70.8
pak,2009,74.3
pak,2010,74
pak,2011,70.1
pak,2012,64.5
pak,2013,64.6
pak,2014,66.3
pak,2015,64.3
pak,2016,62.4
pak,2017,53.4
pak,2018,55.4
pak,2019,51.3
pak,2020,53.1
pan,2003,31.8
pan,2004,30
pan,2005,29.3
pan,2006,27.9
pan,2007,24.3
pan,2008,22.7
pan,2009,22.6
pan,2010,20.2
pan,2011,21.4
pan,2012,23
pan,2013,20.5
pan,2014,17.9
pan,2015,18.9
pan,2016,16.6
pan,2017,18.3
pan,2018,16.7
pan,2019,16.1
pan,2020,16.2
per,2003,31.7
per,2004,30.6
per,2005,29.6
per,2006,35.3
per,2007,34.2
per,2008,29
per,2009,26.4
per,2010,22.8
per,2011,19.6
per,2012,19.2
per,2013,15.4
per,2014,12.9
per,2015,11.6
per,2016,10.7
per,2017,10.1
per,2018,9.5
per,2019,9.3
per,2020,8.6
phl,2003,40.9
phl,2004,42.5
phl,2005,48.3
phl,2006,42.3
phl,2007,45.5
phl,2008,45.3
phl,2009,43.5
phl,2010,43.1
phl,2011,43.2
phl,2012,40.3
phl,2013,40.1
phl,2014,39.8
phl,2015,34.9
phl,2016,29.8
phl,2017,29.9
phl,2018,28.5
phl,2019,28.3
phl,2020,24.8
png,2003,42.1
png,2004,50.9
png,2005,45
png,2006,39.7
png,2007,33.5
png,2008,34.5
png,2009,30.7
png,2010,30.3
png,2011,28.5
png,2012,16.6
png,2013,9.2
png,2014,7.4
png,2015,15.3
png,2016,9.8
png,2017,6.8
png,2018,5.4
png,2019,4.4
png,2020,3.8
pol,2004,3.6
pol,2005,2.1
pol,2006,1.6
pol,2007,1
pol,2008,0.7
pol,2009,0.6
pol,2010,0.6
pol,2011,0.6
pol,2012,0.5
pol,2013,0.5
pol,2014,0.3
pol,2015,0.3
pol,2016,0.2
pol,2017,0.1
pol,2018,0.1
pol,2019,0.1
pol,2020,0.1
prt,2003,8.2
prt,2004,8.1
prt,2005,7.6
prt,2006,8.2
prt,2007,7.3
prt,2008,7.4
prt,2009,5.4
prt,2010,5.7
prt,2011,7.5
prt,2012,10
prt,2013,8.3
prt,2014,7.8
prt,2015,8
prt,2016,7.5
prt,2017,6.2
prt,2018,5.7
prt,2019,6.5
prt,2020,5
pry,2003,47.5
pry,2004,46
pry,2005,43.5
pry,2006,44
pry,2007,43.7
pry,2008,42.4
pry,2009,34.9
pry,2010,35.6
pry,2011,34.9
pry,2012,31.4
pry,2013,31.9
pry,2014,32.3
pry,2015,27.8
pry,2016,27.7
pry,2017,27.6
pry,2018,25
pry,2019,25.2
pry,2020,24.8
rou,2004,3.4
rou,2006,2.4
rou,2007,1.1
rou,2008,0.8
rou,2009,0.9
rou,2010,0.9
rou,2011,1.5
rou,2012,1.4
rou,2013,1.3
rou,2014,1
rou,2015,0.8
rou,2016,0.5
rou,2017,0.6
rou,2018,0.5
rou,2019,0.4
rou,2020,0.4
rus,2003,42.8
rus,2004,41.4
rus,2005,34.4
rus,2006,29.3
rus,2007,29.6
rus,2008,24.6
rus,2009,26.4
rus,2010,23.7
rus,2011,23.6
rus,2012,21.3
rus,2013,21.6
rus,2014,19.5
rus,2015,23.9
rus,2016,25
rus,2017,23.1
rus,2018,22
rus,2019,22.7
rus,2020,22.1
rwa,2003,50.2
rwa,2004,61.7
rwa,2005,65.5
rwa,2006,64.2
rwa,2007,51.9
rwa,2008,45.6
rwa,2009,38.3
rwa,2010,31.7
rwa,2011,24.6
rwa,2012,20.5
rwa,2013,18.7
rwa,2014,17.4
rwa,2015,16.6
rwa,2016,12.3
rwa,2017,9.7
rwa,2018,9.4
rwa,2019,8.4
rwa,2020,8.3
sdn,2009,47
sdn,2010,55.2
sdn,2011,59.1
sdn,2012,62.7
sdn,2013,67.5
sdn,2014,63.6
sdn,2015,59.4
sdn,2016,66.2
sdn,2017,64
sdn,2018,68.8
sdn,2019,70.8
sdn,2020,71.1
sen,2003,48.6
sen,2004,49.2
sen,2005,32.6
sen,2006,30.7
sen,2007,34.1
sen,2008,33.2
sen,2009,35.4
sen,2010,36
sen,2011,42.6
sen,2012,42
sen,2013,46
sen,2014,41.2
sen,2015,40.9
sen,2016,39.8
sen,2017,41.7
sen,2018,39.6
sen,2019,37.7
sen,2020,37.4
slb,2007,7.7
sle,2003,89.4
sle,2004,88.1
sle,2005,88.8
sle,2006,91.1
sle,2007,91.3
sle,2008,89.3
sle,2009,87.7
sle,2010,89.6
sle,2011,85.4
sle,2012,86
sle,2013,72
sle,2014,50.8
sle,2015,52.8
sle,2016,57.9
sle,2017,68.3
sle,2018,65
sle,2019,59.6
sle,2020,50.4
slv,2003,39.4
slv,2004,35.4
slv,2005,32.5
slv,2006,23.7
slv,2007,24
slv,2008,24.8
slv,2009,24.3
slv,2010,21.6
slv,2011,17.7
slv,2012,19.2
slv,2013,16.7
slv,2014,15.1
slv,2015,13.5
slv,2016,12.1
slv,2017,11
slv,2018,11.9
slv,2019,11.7
slv,2020,11.3
srb,2012,10.6
srb,2013,12.8
srb,2014,13.5
srb,2015,13.8
srb,2016,12.4
srb,2017,9.2
srb,2018,9.2
srb,2019,9.1
srb,2020,8.2
sur,2007,32
svk,2004,0.1
svk,2005,0.3
svk,2006,0.2
svk,2007,0.1
svk,2008,0
svk,2009,0.1
svk,2010,0.1
svk,2011,0.1
svk,2012,0.1
svk,2013,0.1
svk,2014,0
svk,2015,0
svk,2016,0
svk,2017,0
svk,2018,0
svk,2019,0
svk,2020,0
svn,2003,1.7
svn,2004,1.1
svn,2005,1.5
svn,2006,1
svn,2007,1.2
svn,2008,0.8
svn,2009,0.7
svn,2010,0.8
svn,2011,0.9
svn,2012,1.2
svn,2013,1.4
svn,2014,1.4
svn,2015,1.1
svn,2016,0.7
svn,2017,0.5
svn,2018,0.9
svn,2019,0.8
svn,2020,0.5
swe,2003,0.1
swe,2004,0.1
swe,2005,0.2
swe,2006,0.1
swe,2007,0.2
swe,2008,0.3
swe,2009,0.2
swe,2010,0.2
swe,2011,0.1
swe,2012,0.1
swe,2013,0.2
swe,2014,0.1
swe,2015,0.2
swe,2016,0.2
swe,2017,0.1
swe,2018,0.1
swe,2019,0.1
swe,2020,0.1
syc,2013,12
syc,2014,9
syc,2015,8.5
syc,2016,7.6
syc,2017,6.1
syc,2018,6.2
syc,2019,5.6
syc,2020,5
syr,2004,51.4
syr,2005,51.2
syr,2006,53.6
syr,2007,56.3
syr,2008,57.3
syr,2009,55.1
syr,2010,57.1
syr,2011,54
syr,2012,53.4
syr,2013,51.5
syr,2014,50.3
syr,2015,45.3
syr,2016,46.1
syr,2017,41.4
syr,2018,40.7
syr,2019,40.4
syr,2020,37.1
tcd,2003,6.7
tcd,2004,16
tcd,2005,29.8
tcd,2006,56
tcd,2007,75.5
tcd,2008,79
tcd,2009,73.7
tcd,2010,73.8
tcd,2011,71.2
tcd,2012,67.7
tcd,2013,64.7
tcd,2014,63.1
tcd,2015,65
tcd,2016,66.1
tcd,2017,69.6
tcd,2018,72.3
tcd,2019,73.2
tcd,2020,70.7
tgo,2006,84.5
tgo,2007,83.9
tgo,2008,82.4
tgo,2009,82.9
tgo,2010,80.8
tgo,2011,82.1
tgo,2012,81.7
tgo,2013,79.4
tgo,2014,76.8
tgo,2015,76.7
tgo,2016,72.9
tgo,2017,76.4
tgo,2018,78.7
tgo,2019,76.4
tgo,2020,75.4
tha,2003,14.4
tha,2004,13.3
tha,2005,14.8
tha,2006,7.1
tha,2007,4.2
tha,2008,3.9
tha,2009,4.4
tha,2010,3.7
tha,2011,2.2
tha,2012,2.8
tha,2013,1.7
tha,2014,1.6
tha,2015,1.3
tha,2016,1.3
tha,2017,0.9
tha,2018,0.9
tha,2019,0.9
tha,2020,0.7
tjk,2003,78.8
tjk,2004,72.8
tjk,2005,69.6
tjk,2006,70.7
tjk,2007,68
tjk,2008,64
tjk,2009,65.1
tjk,2010,64.4
tjk,2011,52.1
tjk,2012,58.9
tjk,2013,54.2
tjk,2014,50.2
tjk,2015,53.5
tjk,2016,54.6
tjk,2017,52.4
tjk,2018,52.8
tjk,2019,50.4
tjk,2020,49.9
tkm,2003,70.4
tkm,2004,69.1
tkm,2005,66.6
tkm,2006,59.9
tkm,2007,50.6
tkm,2008,50.1
tkm,2009,40.9
tkm,2010,35.6
tkm,2011,30.2
tkm,2012,25.9
tkm,2013,21.5
tkm,2014,17.9
tkm,2015,18
tkm,2016,15.7
tkm,2017,12.8
tkm,2018,10.3
tkm,2019,8.2
tkm,2020,7.2
tls,2003,64.5
tls,2004,60.7
tls,2005,57.1
tls,2006,41.7
tls,2007,32.8
tls,2008,16.3
tls,2009,7.7
tls,2010,11.9
tls,2011,8.5
tls,2012,7.6
tls,2013,5.5
tls,2014,6.9
tls,2015,4.9
tls,2016,7.4
tls,2017,4.8
tls,2018,5.8
tls,2019,5.8
tls,2020,4.9
ton,2007,2.3
tun,2003,43.9
tun,2004,43.5
tun,2005,39.6
tun,2006,39.7
tun,2007,36.1
tun,2008,34.2
tun,2009,30.9
tun,2010,27.4
tun,2011,23.3
tun,2012,20.6
tun,2013,16.2
tun,2014,15.9
tun,2015,10.1
tun,2016,9.9
tun,2017,8.9
tun,2018,7.9
tun,2019,6.5
tun,2020,6
tur,2003,3.1
tur,2004,2.7
tur,2005,3.6
tur,2006,2
tur,2007,1.6
tur,2008,1.3
tur,2009,0.8
tur,2010,1
tur,2011,0.8
tur,2012,0.9
tur,2013,0.9
tur,2014,1.2
tur,2015,1.5
tur,2016,1
tur,2017,0.9
tur,2018,1.1
tur,2019,1.2
tur,2020,1
tza,2003,80.2
tza,2004,78
tza,2005,73.3
tza,2006,59.4
tza,2007,62.5
tza,2008,70.7
tza,2009,72.3
tza,2010,66
tza,2011,55.2
tza,2012,52.6
tza,2013,53.2
tza,2014,54.2
tza,2015,52.2
tza,2016,46.1
tza,2017,50.3
tza,2018,52
tza,2019,53.4
tza,2020,50
uga,2003,71.2
uga,2004,76.5
uga,2005,77.5
uga,2006,81.2
uga,2007,77.4
uga,2008,77.6
uga,2009,71.5
uga,2010,66.4
uga,2011,69.7
uga,2012,74.5
uga,2013,73.5
uga,2014,70
uga,2015,73.1
uga,2016,70.7
uga,2017,70.2
uga,2018,67.2
uga,2019,71.7
uga,2020,64.7
ukr,2003,43.5
ukr,2004,34.8
ukr,2005,26.2
ukr,2006,18.6
ukr,2007,12.2
ukr,2008,9.3
ukr,2009,12.1
ukr,2010,11.7
ukr,2011,9.3
ukr,2012,6.7
ukr,2013,6.2
ukr,2014,11.8
ukr,2015,21.9
ukr,2016,21.4
ukr,2017,14.8
ukr,2018,12.2
ukr,2019,12
ukr,2020,7.5
ury,2003,12.6
ury,2004,14.7
ury,2005,14.5
ury,2006,14.2
ury,2007,13.5
ury,2008,9.8
ury,2009,9.5
ury,2010,7.8
ury,2011,5.5
ury,2012,3.4
ury,2013,3.2
ury,2014,2.7
ury,2015,2.7
ury,2016,2.6
ury,2017,2.7
ury,2018,2.4
ury,2019,2.4
ury,2020,2.8
usa,2003,1
usa,2004,1
usa,2005,0.9
usa,2006,0.9
usa,2007,1
usa,2008,1
usa,2009,0.8
usa,2010,0.7
usa,2011,0.7
usa,2012,0.7
usa,2013,0.8
usa,2014,0.7
usa,2015,0.7
usa,2016,0.7
usa,2017,0.6
usa,2018,0.6
usa,2019,0.6
usa,2020,0.6
uzb,2003,86.1
uzb,2004,83.1
uzb,2005,78.6
uzb,2006,73.1
uzb,2007,72.6
uzb,2008,70.1
uzb,2009,62.9
uzb,2010,58.6
uzb,2011,54.2
uzb,2012,49.7
uzb,2013,45.8
uzb,2014,34.7
uzb,2015,36.8
uzb,2016,38.3
uzb,2017,35.5
uzb,2018,32.4
uzb,2019,33
uzb,2020,31.2
ven,2003,21.3
ven,2004,19.6
ven,2005,22.3
ven,2006,11.3
ven,2007,10.5
ven,2008,13.3
ven,2009,14.8
ven,2010,14.5
ven,2011,12.3
ven,2012,9.4
ven,2013,10.6
ven,2014,10.8
ven,2015,10.1
ven,2016,14
ven,2017,22.5
ven,2018,22.5
ven,2019,25.1
ven,2020,24.4
vnm,2003,57.5
vnm,2004,52.7
vnm,2005,49.6
vnm,2006,48
vnm,2007,45.9
vnm,2008,40.6
vnm,2009,37.7
vnm,2010,40.6
vnm,2011,38.9
vnm,2012,38.2
vnm,2013,34.8
vnm,2014,33.7
vnm,2015,33.6
vnm,2016,32.2
vnm,2017,28.8
vnm,2018,29.5
vnm,2019,24.9
vnm,2020,21.7
vut,2010,4
vut,2011,3.5
vut,2012,3.4
vut,2013,2.6
vut,2014,3.7
vut,2015,2.9
vut,2016,3.4
vut,2017,3.7
vut,2018,3.3
vut,2019,3.9
vut,2020,2.9
zaf,2003,15.6
zaf,2004,14.9
zaf,2005,22.4
zaf,2006,21.6
zaf,2007,21
zaf,2008,17.6
zaf,2009,16.8
zaf,2010,15.6
zaf,2011,15.5
zaf,2012,15.1
zaf,2013,15.4
zaf,2014,15
zaf,2015,15.1
zaf,2016,15.4
zaf,2017,14.9
zaf,2018,15.5
zaf,2019,15.4
zaf,2020,15
