geo,time,sl_tlf_cact_ma_ne_zs
wsm,1976,77.12
wsm,1981,78.73
wsm,1991,77.26
wsm,2001,67.48
wsm,2006,65.18
wsm,2011,58.34
wsm,2012,39.88
wsm,2014,39.87
wsm,2017,54.99
yem,1973,42.43
yem,1994,74.08
yem,1999,69.9
yem,2004,68.4
yem,2005,77.4
yem,2006,76.6
yem,2007,75.6
yem,2008,74.7
yem,2009,73.67
yem,2010,67.11
yem,2014,65.41
zaf,1960,54.68
zaf,1970,50.93
zaf,1980,46.25
zaf,1985,47.92
zaf,1991,45.5
zaf,1994,58.4
zaf,1996,52.9
zaf,1997,52.5
zaf,1998,55.7
zaf,1999,57.7
zaf,2000,59.73
zaf,2001,59.88
zaf,2002,59.13
zaf,2003,58.25
zaf,2004,56.71
zaf,2005,57.85
zaf,2006,57.8
zaf,2007,58.19
zaf,2008,64.39
zaf,2009,62.36
zaf,2010,60.56
zaf,2011,59.91
zaf,2012,60.39
zaf,2013,60.53
zaf,2014,60.75
zaf,2015,62.04
zaf,2016,62.27
zaf,2017,62.66
zaf,2018,62.35
zaf,2019,62.48
zaf,2020,57.44
zmb,1969,40.98
zmb,1980,80.26
zmb,1990,62.15
zmb,1991,70.5
zmb,1998,68
zmb,2000,67.07
zmb,2010,65.6
zmb,2017,44.17
zmb,2018,42.82
zmb,2019,44.79
zwe,1982,80.03
zwe,1987,77.11
zwe,1997,79.39
zwe,1999,78.59
zwe,2004,88.3
zwe,2011,88.09
zwe,2012,76.76
zwe,2014,89.45
zwe,2019,52.74
