geo,time,bn_klt_ptxl_cd
grd,1985,0
grd,1986,0
grd,1987,0
grd,1988,-148148.14815
grd,1989,0
grd,1990,-22222.22222
grd,1991,-48148.14815
grd,1992,155555.55556
grd,1993,-203703.7037
grd,1994,381481.48148
grd,1995,870370.37037
grd,1996,3703.7037
grd,1997,22222.22222
grd,1998,-33333.33333
grd,1999,-396296.2963
grd,2000,-19448148.14815
grd,2001,255555.55556
grd,2002,-107670370.37037
grd,2003,-29091881.48148
grd,2004,-30033333.33333
grd,2005,-17799927.77778
grd,2006,749861.48148
grd,2007,2564165.18519
grd,2008,260512.96296
grd,2009,-14015412.22222
grd,2010,-2903914.81481
grd,2011,-10060499.25926
grd,2012,3088110
grd,2013,-14272587.77778
grd,2014,-2661028.4437
grd,2015,66027603.60037
grd,2016,70218922.41011
grd,2017,61693615.11481
grd,2018,45549647.55997
grd,2019,24379651.17778
grd,2020,-14493962.6506
gtm,1977,-5300000
gtm,1978,-11700000
gtm,1979,-5300000
gtm,1980,-3900000
gtm,1981,-300000
gtm,1982,-500000
gtm,1983,-77200000
gtm,1984,-58600000
gtm,1985,-141700000
gtm,1986,-16500000
gtm,1987,16000000
gtm,1988,220600000
gtm,1989,24800000
gtm,1990,16600000
gtm,1991,-74900000
gtm,1992,-11700000
gtm,1993,-85400000
gtm,1994,4000000
gtm,1995,16300000
gtm,1996,16000000
gtm,1997,-231600000
gtm,1998,-54200000
gtm,1999,-110500000
gtm,2000,-42600000
gtm,2001,-130372503.31
gtm,2002,146148803.06
gtm,2003,-7060910
gtm,2004,-398800000
gtm,2005,76800000
gtm,2006,83400000
gtm,2007,184900000
gtm,2008,-38199570
gtm,2009,40899990
gtm,2010,71865510
gtm,2011,268565790
gtm,2012,-701937500
gtm,2013,-712303220
gtm,2014,-749229040
gtm,2015,-33822720
gtm,2016,-610431330
gtm,2017,-803906050
gtm,2018,18547090
gtm,2019,-1027034320
gtm,2020,-412689340
guy,1977,1019607.84354
guy,1978,1450980.39273
guy,1979,-3529411.76609
guy,1980,-2549019.60884
guy,1981,0
guy,1982,0
guy,1983,0
guy,1984,0
guy,1985,0
guy,1992,-2800000
guy,1993,-3600000
guy,1994,-15800000
guy,1995,-3200000
guy,1996,-4400000
guy,1997,-6900000
guy,1998,2000000
guy,1999,27000000
guy,2000,9000000
guy,2001,11000000
guy,2002,9000000
guy,2003,27300000
guy,2004,5600000
guy,2005,16800000
guy,2006,4100000
guy,2007,95100000
guy,2008,-21156703.05864
guy,2009,-30900395.80271
guy,2010,-27643588.50545
guy,2011,48260000
guy,2012,83740000
guy,2013,-2920000
guy,2014,-116480000
guy,2015,11917797.89308
guy,2016,51112794.43821
guy,2017,36790514.94951
guy,2018,102333819.47413
guy,2019,57985011.53344
guy,2020,-126144124.1703
hkg,1998,-22080134274.4018
hkg,1999,-33078789585.9931
hkg,2000,-24473174193.5057
hkg,2001,41301592574.8403
hkg,2002,38799222870.764
hkg,2003,33982220168.16109
hkg,2004,38904424477.6683
hkg,2005,31040302792.3475
hkg,2006,26178787210.7919
hkg,2007,1383225792.23185
hkg,2008,36349246312.566
hkg,2009,40008412125.6799
hkg,2010,56969472708.0902
hkg,2011,1393292279.07293
hkg,2012,4097467217.24704
hkg,2013,49785484779.3941
hkg,2014,8294066013.18907
hkg,2015,125253573152.7
hkg,2016,60528702135.095
hkg,2017,-33998072999.9051
hkg,2018,78664218067.83139
hkg,2019,27504896373.4196
hkg,2020,68137444218.6373
hnd,1974,0
hnd,1975,0
hnd,1976,0
hnd,1977,0
hnd,1978,550000
hnd,1979,100000
hnd,1980,50000
hnd,1981,250000
hnd,1982,200000
hnd,1983,-150000
hnd,1984,1850000
hnd,1985,-1200000
hnd,1986,950000
hnd,1987,-600000
hnd,1988,200000
hnd,1989,-100000
hnd,1990,-100000
hnd,1991,-100000
hnd,1992,-100000
hnd,1993,0
hnd,1994,0
hnd,1995,0
hnd,1996,-16000000
hnd,1997,0
hnd,1998,0
hnd,1999,72400000
hnd,2000,58967403
hnd,2001,12900690
hnd,2002,6205536
hnd,2003,7095041.1
hnd,2004,11777832.41248
hnd,2005,23114879.12399
hnd,2006,20891840.6366
hnd,2007,22353084.35501
hnd,2008,26755577.72494
hnd,2009,-37132607.90078
hnd,2010,40991898.39612
hnd,2011,-87651571.04765
hnd,2012,-1071742.94659
hnd,2013,-1006866040.01292
hnd,2014,-34702781.65743
hnd,2015,31401470.94468
hnd,2016,74828395.7536
hnd,2017,-725690325.1313
hnd,2018,54430685.21896
hnd,2019,-80457308.08901
hnd,2020,-105846097.0872
hrv,1993,-639009.62129
hrv,1994,-10884991.17561
hrv,1995,-4712179.94528
hrv,1996,-628542976.05101
hrv,1997,-566544015.80313
hrv,1998,-15739141.28081
hrv,1999,-601780558.61744
hrv,2000,-752211568.85687
hrv,2001,-636637831.69774
hrv,2002,414178634.01412
hrv,2003,-957252827.44808
hrv,2004,-385012532.10353
hrv,2005,1509372369.22426
hrv,2006,322005619.51682
hrv,2007,-489315328.87692
hrv,2008,1040062339.79178
hrv,2009,-711344401.06416
hrv,2010,-387163285.5835
hrv,2011,-876149521.90058
hrv,2012,-2269441779.39571
hrv,2013,-2620683892.90191
hrv,2014,764268074.41951
hrv,2015,-314298774.71377
hrv,2016,1785325643.79897
hrv,2017,9054565.08303
hrv,2018,1007802622.77592
hrv,2019,1152292237.77065
hrv,2020,-130956027.04416
hti,1971,0
hti,1972,0
hti,1973,0
hti,1974,0
hti,1975,0
hti,1976,0
hti,1977,0
hti,1978,0
hti,1979,0
hti,1980,0
hti,1981,0
hti,1982,0
hti,1983,0
hti,1984,0
hti,1985,0
hti,1986,0
hti,1987,0
hti,1988,0
hti,1989,0
hti,1990,0
hti,1991,0
hti,1992,0
hti,1993,0
hti,1994,0
hti,1998,0
hti,1999,0
hti,2000,0
hti,2001,0
hti,2002,0
hti,2003,0
hti,2004,0
hti,2005,0
hti,2006,0
hti,2007,0
hti,2008,0
hti,2009,0
hti,2010,0
hti,2011,0
hti,2012,0
hun,1982,0
hun,1983,0
hun,1984,0
hun,1985,0
hun,1986,0
hun,1987,0
hun,1988,0
hun,1989,0
hun,1990,0
hun,1991,0
hun,1992,0
hun,1993,-3918147287.86882
hun,1994,-2464246088.25936
hun,1995,-2540548381.30615
hun,1996,810321169.08503
hun,1997,1137194430.20764
hun,1998,-1870928729.78072
hun,1999,-2314210707.08628
hun,2000,421657790.24107
hun,2001,-1389237858.43978
hun,2002,-1668232471.68011
hun,2003,-2289665919.75043
hun,2004,-6853331824.32514
hun,2005,-4810505047.78746
hun,2006,-6365675416.01424
hun,2007,2267683198.17164
hun,2008,3452569169.49558
hun,2009,5015299023.15979
hun,2010,108290137.6062
hun,2011,-9090737962.79763
hun,2012,-1949945211.05671
hun,2013,-4063108820.78874
hun,2014,4268624145.52521
hun,2015,6270343501.16123
hun,2016,5376808755.03497
hun,2017,4166536873.1414
hun,2018,-115477383.56919
hun,2019,1747334071.83074
hun,2020,-2993865262.79939
idn,1981,-47000000
idn,1982,-315000000
idn,1983,-368000000
idn,1984,10000000
idn,1985,35000000
idn,1986,-268000000
idn,1987,88000000
idn,1988,98000000
idn,1989,173000000
idn,1990,93000000
idn,1991,12000000
idn,1992,88000000
idn,1993,-1805000000
idn,1994,-3877000000
idn,1995,-4100000000
idn,1996,-5005000000
idn,1997,2632000000
idn,1998,1878000000
idn,1999,1792350000
idn,2000,1910730192.83523
idn,2001,243802437.76011
idn,2002,-1221849940.73143
idn,2003,-2251268403.60563
idn,2004,-4409156155.79577
idn,2005,-4189585520.92513
idn,2006,-4276626525.61946
idn,2007,-5566080000
idn,2008,-1764251469.61901
idn,2009,-10336230326.921
idn,2010,-13201983670.6007
idn,2011,-3806371951.99111
idn,2012,-9908345747.78124
idn,2013,-10872605550.4642
idn,2014,-26066630211.5518
idn,2015,-16182680883.3028
idn,2016,-18995589856.8672
idn,2017,-21059012442.533
idn,2018,-9311908007.45845
idn,2019,-21990288572.0419
idn,2020,-3368889449.57748
idn,2021,-5325630794.769
ind,1975,0
ind,1976,0
ind,1977,0
ind,1978,0
ind,1979,0
ind,1980,0
ind,1981,0
ind,1982,0
ind,1983,0
ind,1984,0
ind,1985,0
ind,1986,0
ind,1987,0
ind,1988,0
ind,1989,0
ind,1990,0
ind,1991,-4636519.7626
ind,1992,-283578511.9253
ind,1993,-1369117146.34888
ind,1994,-5491125009.34367
ind,1995,-1590475624.44347
ind,1996,-3958322333.92789
ind,1997,-2555657283.56722
ind,1998,601151966.91264
ind,1999,-2317070162.80831
ind,2000,-2345216989.30402
ind,2001,-2852793642.26426
ind,2002,-1022422259.92956
ind,2003,-8216187274.33701
ind,2004,-9037076533.61783
ind,2005,-12144114067.903
ind,2006,-9545718947.23304
ind,2007,-33016300605.3562
ind,2008,15074790314.265
ind,2009,-17756860244.4624
ind,2010,-36875471078.822
ind,2011,-2664809741.51346
ind,2012,-29285240146.0388
ind,2013,-6857994918.39077
ind,2014,-37740318603.447
ind,2015,-9486642829.08658
ind,2016,4725209437.40443
ind,2017,-30637784957.5154
ind,2018,9597939591.47163
ind,2019,-24584119878.3927
ind,2020,-15111706746.6555
irl,2005,-63917868531.5598
irl,2006,-11922882337.2109
irl,2007,10347792251.0732
irl,2008,62441579955.1732
irl,2009,-34395400252.1809
irl,2010,-119316994230.30299
irl,2011,-37189034304.2342
irl,2012,443136851.50427
irl,2013,47693796508.4297
irl,2014,-38061113346.2025
irl,2015,-99086557299.082
irl,2016,30264537968.9258
irl,2017,-62993130040.1736
irl,2018,43994088661.392
irl,2019,32398324972.9978
irl,2020,-24605387431.4687
irn,1976,0
irn,1977,0
irn,1978,0
irn,1979,0
irn,1980,0
irn,1981,0
irn,1982,0
irn,1983,0
irn,1984,0
irn,1985,0
irn,1986,0
irn,1987,0
irn,1988,0
irn,1989,0
irn,1990,0
irn,1991,0
irn,1992,0
irn,1993,0
irn,1994,0
irn,1995,0
irn,1996,0
irn,1997,0
irn,1998,0
irn,1999,0
irn,2000,0
irq,2005,1967697471.11458
irq,2006,3669641119.64226
irq,2007,1773500000
irq,2008,2798700000
irq,2009,-3649200000
irq,2010,-783600000
irq,2011,6530000000
irq,2012,5672000000
irq,2013,-14130670000
irq,2014,-4326300000
irq,2015,-277224000
irq,2016,746890000
irq,2017,-1779500000
irq,2018,3290740000
irq,2019,-6156500000
irq,2020,2553354956.74
isl,1976,-31000000
isl,1977,-45200000
isl,1978,4700000
isl,1979,0
isl,1980,0
isl,1981,0
isl,1982,0
isl,1983,0
isl,1984,0
isl,1985,0
isl,1986,0
isl,1987,0
isl,1988,0
isl,1989,-600000
isl,1990,-25141432.49709
isl,1991,-182481626.83394
isl,1992,-281381483.03292
isl,1993,-274174096.60663
isl,1994,-170560008.20946
isl,1995,-150312848.33154
isl,1996,-123695156.04782
isl,1997,240151269.75927
isl,1998,205030274.48774
isl,1999,-578064269.50096
isl,2000,-621452751.54462
isl,2001,-611060824.11376
isl,2002,-142773004.71757
isl,2003,-3005598486.88291
isl,2004,-6709609198.2166
isl,2005,-12178517111.0808
isl,2006,-11308893837.8732
isl,2007,8778613662.29753
isl,2008,-6085430932.67095
isl,2009,-1318628409.08792
isl,2010,456084440.08657
isl,2011,-42085988.18516
isl,2012,-552308497.32817
isl,2013,1104110336.23018
isl,2014,-1124405706.10182
isl,2015,3892444981.429
isl,2016,1900617006.06215
isl,2017,2306673492.40782
isl,2018,970820212.15409
isl,2019,642136994.52828
isl,2020,875040677.98616
isr,1960,-18000000
isr,1961,-25000000
isr,1962,0
isr,1963,0
isr,1964,0
isr,1965,-46000000
isr,1966,-40000000
isr,1967,-180000000
isr,1968,-75000000
isr,1969,-60000000
isr,1970,-134000000
isr,1971,-193000000
isr,1972,-221000000
isr,1973,-385000000
isr,1974,-178000000
isr,1975,-176000000
isr,1976,-163000000
isr,1977,-191000000
isr,1978,-141000000
isr,1979,22000000
isr,1980,25000000
isr,1981,62100000
isr,1982,139100000
isr,1983,-597400000
isr,1984,-52000000
isr,1985,-111000000
isr,1986,-162400000
isr,1987,-17900000
isr,1988,-3440300000
isr,1989,-596800000
isr,1990,539400000
isr,1991,-12200000
isr,1992,1435400000
isr,1993,-1325100000
isr,1994,-944200000
isr,1995,-1881500000
isr,1996,-4045500000
isr,1997,-4261100000
isr,1998,-2330400000
isr,1999,-1138700000
isr,2000,-1333800000
isr,2001,2339900000
isr,2002,1043000000
isr,2003,1933400000
isr,2004,-3583900000
isr,2005,5500000000
isr,2006,147000000
isr,2007,1428900000
isr,2008,291800000
isr,2009,4786200000
isr,2010,-546600000
isr,2011,7842200000
isr,2012,10517000000
isr,2013,7622600000
isr,2014,856700000
isr,2015,7092300000
isr,2016,-1356900000
isr,2017,2387500000
isr,2018,10274100000
isr,2019,6465000000
isr,2020,-2762400000
isr,2021,-11648200000
ita,1970,516319999.48368
ita,1971,77985101.45674
ita,1972,652896238.1197
ita,1973,1107036583.37908
ita,1974,48379623.71706
ita,1975,-85230146.85689
ita,1976,-137927841.38044
ita,1977,-340315526.29959
ita,1978,85135188.24186
ita,1979,-110579118.32483
ita,1980,931942388.60041
ita,1981,398422318.81679
ita,1982,390618152.36832
ita,1983,-244793664.67073
ita,1984,-86241646.91199
ita,1985,-272182789.13227
ita,1986,1081348553.80902
ita,1987,7346135378.4234
ita,1988,-395121871.88278
ita,1989,-3243535763.81944
ita,1990,79075861.99331
ita,1991,4614542037.57157
ita,1992,-7999109072.08082
ita,1993,-74131357533.03909
ita,1994,7635073752.54469
ita,1995,-40518618003.3797
ita,1996,-49085777787.1975
ita,1997,-11343809264.562
ita,1998,-2710022819.2277
ita,1999,20013346592.381
ita,2000,19532358355.4236
ita,2001,-4324353531.0852
ita,2002,-30962198848.8839
ita,2003,-1214483102.3376
ita,2004,-37802708052.9221
ita,2005,-27669411550.7922
ita,2006,-43938167358.8662
ita,2007,-4357750563.35841
ita,2008,-105387252071.27499
ita,2009,-47534081786.9646
ita,2010,63452981360.7504
ita,2011,26292489781.2839
ita,2012,-20655339122.49369
ita,2013,-6046580699.94841
ita,2014,-4101650084.11924
ita,2015,110965054546.44501
ita,2016,156974889515.323
ita,2017,100938746388.798
ita,2018,156015313201.08099
ita,2019,-59055219939.1505
ita,2020,121351351288.645
jam,1976,-3800000
jam,1977,0
jam,1978,0
jam,1979,0
jam,1980,0
jam,1981,0
jam,1982,0
jam,1983,0
jam,1984,0
jam,1985,0
jam,1986,0
jam,1987,0
jam,1988,0
jam,1989,0
jam,1990,0
jam,1991,0
jam,1992,0
jam,1993,0
jam,1994,0
jam,1995,0
jam,1996,0
jam,1997,-5700000
jam,1998,-7000000
jam,1999,-4900000
jam,2000,64100000
jam,2001,-30400000
jam,2002,195500000
jam,2003,285600000
jam,2004,-96000000
jam,2005,126000000
jam,2006,128520000
jam,2007,640440000
jam,2008,32760000
jam,2009,643040086.01
jam,2010,413255376.85053
jam,2011,-169690158.21813
jam,2012,511778193.40979
jam,2013,23555863.57615
jam,2014,-463258332.88428
jam,2015,-1268247114.61607
jam,2016,691831160.92186
jam,2017,-1436177895.57747
jam,2018,-397900726.9885
jam,2019,-607679232.48705
jam,2020,-343737090.97499
jor,1972,0
jor,1973,0
jor,1974,0
jor,1975,0
jor,1976,0
jor,1977,0
jor,1978,0
jor,1979,0
jor,1980,0
jor,1981,0
jor,1982,0
jor,1983,0
jor,1984,0
jor,1985,0
jor,1986,0
jor,1987,0
jor,1988,0
jor,1989,0
jor,1990,0
jor,1991,0
jor,1992,0
jor,1993,0
jor,1994,0
jor,1995,0
jor,1996,0
jor,1999,-9732016.92525
jor,2000,179266572.63752
jor,2001,284360201.56668
jor,2002,410719630.14346
jor,2003,471650211.56558
jor,2004,288857545.83921
jor,2005,-312693935.11989
jor,2006,36812411.84767
jor,2007,-840338656.81569
jor,2008,-573068830.30961
jor,2009,629577464.78873
jor,2010,-770422535.21127
jor,2011,-238169014.08451
jor,2012,-445352112.67606
jor,2013,-1651408450.70423
jor,2014,-1161971830.98592
jor,2015,-1295211267.60563
jor,2016,-1191408450.70423
jor,2017,-953098591.5493
jor,2018,182535211.26761
jor,2019,1066760563.38028
jor,2020,-424788732.39437
jpn,1996,33820312103.5738
jpn,1997,-32129071212.7764
jpn,1998,39172919339.4799
jpn,1999,27481454263.0764
jpn,2000,35975387034.7952
jpn,2001,46285624467.3963
jpn,2002,105974660790.45399
jpn,2003,95110162832.99289
jpn,2004,-22947944390.5045
jpn,2005,13268315803.7957
jpn,2006,-127520047988.414
jpn,2007,-73129063903.39619
jpn,2008,282689352952.11401
jpn,2009,210586667970.76001
jpn,2010,144767857559.24399
jpn,2011,-168446360029.06201
jpn,2012,32210273636.5275
jpn,2013,-274651950434.82999
jpn,2014,-40342220314.6493
jpn,2015,132433986065.336
jpn,2016,268042440742.74399
jpn,2017,-49213900461.94869
jpn,2018,92911832022.27568
jpn,2019,86642953831.48558
jpn,2020,34411694488.4895
kaz,1995,-7200000
kaz,1996,-223500000
kaz,1997,-404200000
kaz,1998,-60900000
kaz,1999,45500000
kaz,2000,55024748.33668
kaz,2001,1317471175.43815
kaz,2002,1232506668.48166
kaz,2003,1890963610.67647
kaz,2004,417154044.90651
kaz,2005,3952705859.11032
kaz,2006,4501364062.28693
kaz,2007,4583092935.76148
kaz,2008,9377510737.9315
kaz,2009,-3093053978.27352
kaz,2010,-8470269956.33501
kaz,2011,12868148244.4102
kaz,2012,17387895285.2002
kaz,2013,6033640876.65818
kaz,2014,1038848248.66581
kaz,2015,-5887872460.68676
kaz,2016,746202664.50848
kaz,2017,-5398337161.64134
kaz,2018,2901879966.98288
kaz,2019,5119797061.82679
kaz,2020,-8124646179.86193
ken,1975,2723610.70925
ken,1976,4302542.86302
ken,1977,-724938.79058
ken,1978,0
ken,1979,0
ken,1980,-808604.90396
ken,1981,0
ken,1982,0
ken,1983,0
ken,1984,0
ken,1985,0
ken,1986,0
ken,1987,0
ken,1988,0
ken,1989,0
ken,1990,0
ken,1991,0
ken,1992,0
ken,1993,18902462.01237
ken,1994,1988596.90556
ken,1995,7297087.61776
ken,1996,50102716.98087
ken,1997,89389841.20056
ken,1998,38127808.87476
ken,1999,21146736.88546
ken,2000,14392651.18452
ken,2001,1418755.94545
ken,2002,4765613.84743
ken,2003,37684711.14309
ken,2004,66310129.81785
ken,2005,30463597.76737
ken,2006,20626252.10418
ken,2007,24728348.60114
ken,2008,26094951.27152
ken,2009,20885877.11832
ken,2010,28958645.35128
ken,2011,1712387.63676
ken,2012,-217693008.39939
ken,2013,-270498355.07218
ken,2014,-3716840171.74216
ken,2015,155052039.21402
ken,2016,370023601.61245
ken,2017,806012375.867
ken,2018,-660861104.96173
ken,2019,-1236631002.77504
ken,2020,1325392645.58283
kgz,1995,-1686000
kgz,1996,1684000
kgz,1997,-5674000
kgz,1998,4341042.63
kgz,1999,-249800
kgz,2000,1287663.46107
kgz,2001,-1171208.35859
kgz,2002,12005377.77176
kgz,2003,-6010796.83121
kgz,2004,9453783.75476
kgz,2005,-2264747.05093
kgz,2006,2983615.20925
kgz,2007,14338320.83799
kgz,2008,4538023.27157
kgz,2009,13888355.42314
kgz,2010,-27084111.10611
kgz,2011,324472.23744
kgz,2012,-5664984.09899
kgz,2013,-4810928.19574
kgz,2014,-50400
kgz,2015,129046790.84722
kgz,2016,7227034.44984
kgz,2017,24940200
kgz,2018,9224591.10737
kgz,2019,-24983049.2848
kgz,2020,-15070294.09241
khm,1993,0
khm,1994,0
khm,1995,0
khm,1996,0
khm,1998,13460000
khm,1999,7826000
khm,2000,7200000
khm,2001,7714000
khm,2002,7538000
khm,2003,7722000
khm,2004,7985000
khm,2005,4867648.54585
khm,2006,7582730.37704
khm,2007,6333376.33926
khm,2008,11586206.69312
khm,2009,7620898.16197
khm,2010,36670622.51603
khm,2011,6137541.58528
khm,2012,34183094.77365
khm,2013,18794627.23584
khm,2014,22527012.05085
khm,2015,14672340.1165
khm,2016,2094332.05323
khm,2017,5496570.62686
khm,2018,42216967.44601
khm,2019,12453079.30985
khm,2020,95957509.9382
kir,1979,0
kir,1980,0
kir,1981,0
kir,1982,0
kir,1983,0
kir,1984,131634.46872
kir,1985,210909.31954
kir,1986,3789503.94149
kir,1987,7743421.69755
kir,1988,4586265.94352
kir,1989,6401250.46457
kir,1990,8358724.69862
kir,1991,13061673.85153
kir,1992,17710152.76827
kir,1993,6690648.46045
kir,1994,6603541.9463
kir,2007,3339657.25929
kir,2008,3863189.08944
kir,2009,3650253.35831
kir,2010,760232.28743
kir,2011,-5314182.56211
kir,2012,4508643.14882
kir,2013,1493988.4167
kir,2014,1848106.8922
kir,2015,1211639.67429
kir,2016,3453974.34185
kir,2017,-223179.23065
kir,2018,1943948.2993
kir,2019,3780643.77433
kir,2020,2057072.04476
kna,1980,0
kna,1981,0
kna,1982,0
kna,1983,0
kna,1984,0
kna,1985,0
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,0
kna,1990,0
kna,1991,3703.7037
kna,1992,-14814.81481
kna,1993,-2222222.22222
kna,1994,-233333.33333
kna,1995,-2737037.03704
kna,1996,-7974074.07407
kna,1997,-15444444.44444
kna,1998,-2233333.33333
kna,1999,-14307407.40741
kna,2000,-4996296.2963
kna,2001,-42677037.03704
kna,2002,-30364226.2963
kna,2003,-48022032.59259
kna,2004,9839205.92593
kna,2005,15024033.33333
kna,2006,20968518.51852
kna,2007,12974977.77778
kna,2008,-10471444.44444
kna,2009,11159866.2963
kna,2010,17242547.77778
kna,2011,15459158.51852
kna,2012,-10227199.62963
kna,2013,0
kna,2014,39874595.40556
kna,2015,63794370.09222
kna,2016,39607178.0672
kna,2017,37057023.89485
kna,2018,10188777.60156
kna,2019,113492387.56256
kna,2020,40853151.49689
kor,1976,-74000000
kor,1977,-70000000
kor,1978,-42000000
kor,1979,-8000000
kor,1980,-133500000
kor,1981,-24300000
kor,1982,14600000
kor,1983,-545600000
kor,1984,-836000000
kor,1985,-1737400000
kor,1986,332700000
kor,1987,296600000
kor,1988,1080500000
kor,1989,710800000
kor,1990,-161800000
kor,1991,-3103600000
kor,1992,-5950500000
kor,1993,-10102000000
kor,1994,-6232300000
kor,1995,-11712000000
kor,1996,-15101800000
kor,1997,-14384000000
kor,1998,1224100000
kor,1999,-9189900000
kor,2000,-12176700000
kor,2001,-6706300000
kor,2002,-346400000
kor,2003,-17287400000
kor,2004,-6599000000
kor,2005,3518100000
kor,2006,23385700000
kor,2007,27078000000
kor,2008,2421400000
kor,2009,-51187500000
kor,2010,-42364700000
kor,2011,-13142700000
kor,2012,-6747800000
kor,2013,9344500000
kor,2014,30608900000
kor,2015,49529800000
kor,2016,66970200000
kor,2017,57853000000
kor,2018,47420700000
kor,2019,42377000000
kor,2020,41744800000
kor,2021,19607500000
kos,2004,39913584.60106
kos,2005,21782655.2553
kos,2006,82101563.40772
kos,2007,50162730.33049
kos,2008,-24717075.18117
kos,2009,169014927.80435
kos,2010,66010490.8876
kos,2011,84056140.37524
kos,2012,234890855.11628
kos,2013,179593928.86071
kos,2014,27551491.70286
kos,2015,20873634.41929
kos,2016,378920758.92908
kos,2017,26176480.90396
kos,2018,-225046440.64958
kos,2019,65676052.51222
kos,2020,-70393805.46708
kwt,1975,89645177.80079
kwt,1976,174426111.61536
kwt,1977,157031888.49002
kwt,1978,65441992.72846
kwt,1979,586179022.5206
kwt,1980,329266929.09915
kwt,1981,125544624.9882
kwt,1982,-184084665.69212
kwt,1983,212709994.66868
kwt,1984,-209415654.68048
kwt,1985,345798424.55174
kwt,1986,485211933.37031
kwt,1987,-39474168.19405
kwt,1988,440814000.68272
kwt,1989,599088942.29883
kwt,1990,381341977.08481
kwt,1991,601543800
kwt,1992,-272830204.12246
kwt,1993,930961116.3052
kwt,1994,-394111482.65194
kwt,1995,2114273140.49545
kwt,1996,761501265.90122
kwt,1997,6926019676.32412
kwt,1998,4767754257.14845
kwt,1999,2559009421.35946
kwt,2000,12668231269.6566
kwt,2001,8719464808.78652
kwt,2002,3226568002.72572
kwt,2003,13373979588.1432
kwt,2004,13880217170.0034
kwt,2005,13134246575.3425
kwt,2006,29126093979.6153
kwt,2007,34903985920.2318
kwt,2008,28129806737.905
kwt,2009,8194014118.27388
kwt,2010,20524153110.9179
kwt,2011,7662652163.32729
kwt,2012,23917855789.3363
kwt,2013,21233852058.5472
kwt,2014,41702191902.3269
kwt,2015,32668258905.8802
kwt,2016,20334019805.1151
kwt,2017,25622101462.1965
kwt,2018,-1984412366.5174
kwt,2019,34293689808.3644
kwt,2020,49115428349.5215
lao,1984,0
lao,1985,0
lao,1986,0
lao,1987,0
lao,1988,0
lao,1989,0
lao,1990,0
lao,1991,-1100000
lao,1992,-1200000
lao,1993,0
lao,1994,0
lao,1995,0
lao,1996,0
lao,1997,0
lao,1998,0
lao,1999,0
lao,2001,0
lao,2002,0
lao,2003,0
lao,2004,0
lao,2005,0
lao,2006,0
lao,2007,0
lao,2008,0
lao,2009,0
lao,2010,-53800000
lao,2011,-11450996.48251
lao,2012,-2075532.97104
lao,2013,-172761200.00015
lao,2014,-366721121.07529
lao,2015,-537824653.83024
lao,2016,-513870200.76658
lao,2017,-326100279.40753
lao,2018,-521907689.31252
lao,2019,41278649.08109
lao,2020,256514687.42611
lbn,2002,-849540000
lbn,2003,129198404.20961
lbn,2004,707352671.18676
lbn,2005,-535873956.01833
lbn,2006,-1665462825.19037
lbn,2007,-170349617.56088
lbn,2008,-637309471.28607
lbn,2009,-1864513030.76857
lbn,2010,2635287775.1547
lbn,2011,753055924.02
lbn,2012,-1194409096.3
lbn,2013,-1569740428.51
lbn,2014,-2616402656.14
lbn,2015,-524585823.03
lbn,2016,-7083743575.6
lbn,2017,-4945322862.9
lbn,2018,3607387204.92739
lbn,2019,909606129.01819
lbn,2020,-1874615804.698
lbr,1979,0
lbr,1980,0
lbr,1981,0
lbr,1982,0
lbr,1983,-107668.7543
lbr,1984,-146429.50576
lbr,1985,-94748.50369
lbr,1986,-120589.0047
lbr,1987,0
lbr,2004,0
lbr,2005,0
lbr,2006,0
lbr,2007,0
lbr,2008,0
lbr,2009,0
lbr,2010,1096715.17196
lbr,2011,1024127.96884
lbr,2012,749031.07649
lbr,2013,54478.97388
lbr,2014,-6050274.22428
lbr,2015,0
lbr,2016,0
lbr,2017,0
lby,1977,220232325.57982
lby,1978,145920804.67866
lby,1979,22631235.91081
lby,1980,113494055.03446
lby,1981,429992392.98532
lby,1982,255021905.72304
lby,1983,106737645.27319
lby,1984,-46951052.74657
lby,1985,-55057709.26152
lby,1986,67217127.91343
lby,1987,2951230517.75272
lby,1988,221509752.60829
lby,1989,52402914.60458
lby,1990,114769131.06748
lby,1991,-297084386.79122
lby,1992,54696560.26378
lby,1993,62095431.263
lby,1994,126303143.41073
lby,1995,105944126.94288
lby,1996,0
lby,1997,640750079.46239
lby,1998,178367321.45991
lby,1999,3018472.39172
lby,2000,706000000
lby,2001,1359000000
lby,2002,-72000000
lby,2003,607000000
lby,2004,187000000
lby,2005,393000000
lby,2006,5198000000
lby,2007,1440100000
lby,2008,10963600000
lby,2009,3352000000
lby,2010,4396000000
lby,2011,324100000
lby,2012,540300000
lby,2013,2214900000
lby,2014,829900000
lby,2015,-523200000
lby,2016,-1443800000
lby,2017,256800000
lby,2018,-25000000
lby,2019,-785200000
lca,1976,0
lca,1977,0
lca,1978,0
lca,1979,0
lca,1980,0
lca,1981,0
lca,1982,0
lca,1983,0
lca,1984,0
lca,1985,0
lca,1986,0
lca,1987,0
lca,1988,0
lca,1989,0
lca,1990,-177777.77778
lca,1991,140740.74074
lca,1992,-366666.66667
lca,1993,192592.59259
lca,1994,-296296.2963
lca,1995,-237037.03704
lca,1996,-1670370.37037
lca,1997,-2929629.62963
lca,1998,-3322222.22222
