geo,time,se_sec_uner_lo_zs
irl,2017,0.49241
irl,2018,0.53684
irl,2019,0.63279
irn,2009,9.97653
irn,2010,10.91346
irn,2011,8.64687
irn,2012,7.8968
irn,2013,6.52677
irn,2014,5.88535
irn,2016,5.31717
irn,2017,4.73522
irq,1975,49.52123
irq,1976,44.85333
irq,1977,40.01409
irq,1978,36.9495
irq,1979,31.77931
irq,1980,30.36831
irq,1981,30.87569
irq,1985,31.88437
irq,1987,34.69634
irq,1988,37.58591
irq,1989,37.83055
irq,1993,42.65471
irq,1999,50.4076
irq,2000,47.18982
irq,2003,40.72007
irq,2004,36.52883
irq,2007,28.09545
isl,1998,2.11562
isl,1999,6.8022
isl,2000,8.52091
isl,2001,5.99301
isl,2002,2.00766
isl,2005,0.10869
isl,2006,0.9763
isl,2007,2.52718
isl,2008,3.13042
isl,2009,4.16667
isl,2010,4.1307
isl,2011,3.28749
isl,2012,2.01731
isl,2013,1.7098
isl,2014,0.70268
isl,2015,0.53043
isl,2016,0.14237
isl,2017,0.48252
isl,2018,0.18845
isl,2019,0.2721
isr,2009,0.19789
isr,2010,0.00168
isr,2011,0.01207
isr,2012,0.03501
isr,2019,0.01179
ita,1999,1.32982
ita,2000,0.33831
ita,2001,0.10998
ita,2002,0.36887
ita,2003,0.14657
ita,2004,0.22846
ita,2005,0.41461
ita,2006,0.5475
ita,2007,0.5482
ita,2008,0.43952
ita,2009,0.46883
ita,2010,0.3982
ita,2011,0.37408
ita,2012,0.20386
ita,2013,0.10082
ita,2014,0.20825
ita,2015,0.41663
ita,2016,1.0207
ita,2017,1.65751
ita,2018,2.05278
ita,2019,2.44502
jam,1976,14.08087
jam,1977,3.52444
jam,1981,3.48992
jam,1983,3.31349
jam,1984,3.46908
jam,1985,1.84492
jam,1986,3.97784
jam,1999,6.92684
jam,2000,11.56774
jam,2001,12.95391
jam,2002,11.7411
jam,2003,11.10667
jam,2004,5.24298
jam,2005,5.54857
jam,2020,23.72698
jor,1999,15.75846
jor,2000,15.13927
jor,2002,11.68292
jor,2003,11.64861
jor,2004,11.72964
jor,2005,15.24392
jor,2006,11.8976
jor,2008,10.13483
jor,2011,18.74123
jor,2013,27.69535
jor,2014,28.52025
jor,2017,31.19635
jor,2018,30.79831
jor,2019,29.52597
jor,2020,27.84917
jpn,1999,0
jpn,2016,0.26323
jpn,2017,0.28153
jpn,2018,0.38521
kaz,2000,2.37656
kaz,2001,0.14729
kaz,2002,0.38199
kaz,2003,1.41522
kaz,2004,0.90849
kaz,2005,0.81753
kaz,2006,0.15124
kaz,2007,0.05749
kaz,2008,0.11046
kaz,2009,0.29349
kaz,2010,0.26145
kaz,2011,0.20993
kaz,2012,0.04713
kaz,2013,0.29155
kaz,2020,0.01898
ken,2000,13.83025
ken,2002,16.03113
ken,2003,4.73446
ken,2004,3.29935
ken,2005,1.9803
ken,2006,4.49906
ken,2007,2.22586
ken,2008,0.70433
ken,2009,1.83259
kgz,2004,11.34371
kgz,2005,10.23506
kgz,2006,8.44191
kgz,2007,8.05624
kgz,2008,7.39706
kgz,2011,8.66093
kgz,2012,9.23611
kgz,2013,9.07661
kgz,2014,8.51097
kgz,2015,7.98012
kgz,2016,6.02744
kgz,2017,4.3576
kgz,2018,3.00695
kgz,2019,2.11623
kgz,2020,0.50845
khm,1998,84.12052
khm,1999,86.4086
khm,2000,85.48444
khm,2001,83.45986
khm,2002,78.99082
khm,2003,75.26635
khm,2004,75.67695
khm,2005,71.32181
khm,2006,36.53102
khm,2007,16.88349
khm,2008,21.61568
khm,2010,16.22427
khm,2011,28.59699
khm,2012,26.8861
khm,2014,17.17711
khm,2015,13.30809
khm,2020,14.66981
kir,1986,15.77493
kna,1986,13.33333
kna,1988,2.05169
kna,1989,5.34789
kna,1992,3.19998
kna,2002,5.72644
kna,2003,4.91049
kna,2004,5.10212
kna,2005,0.7316
kna,2007,1.63388
kna,2011,2.34761
kna,2012,13.4161
kor,1971,45.19496
kor,1972,40.25641
kor,1973,35.21462
kor,1974,29.86285
kor,1975,29.26352
kor,1976,25.22738
kor,1977,24.08776
kor,1978,25.61611
kor,1979,20.41554
kor,1980,17.20921
kor,1981,14.48307
kor,1984,11.81707
kor,1985,10.25961
kor,1986,8.42696
kor,1989,11.55167
kor,1991,6.31286
kor,1992,8.50126
kor,1996,0.07401
kor,1997,6.71874
kor,1998,7.4449
kor,1999,6.13926
kor,2000,1.89071
kor,2001,2.03879
kor,2002,1.31485
kor,2003,2.5933
kor,2004,3.04931
kor,2005,2.9566
kor,2006,2.35127
kor,2007,2.01218
kor,2008,3.03418
kor,2009,0.59177
kor,2010,0.22655
kor,2011,0.08803
kor,2012,0.02664
kor,2013,0.29235
kor,2015,0.23639
kor,2016,3.75374
kor,2017,5.6316
kor,2018,2.74639
kor,2019,4.8695
kwt,1971,18.424
kwt,1972,23.51297
kwt,1973,27.3228
kwt,1978,11.78489
kwt,1979,11.13067
kwt,1980,8.04101
kwt,1992,45.57898
kwt,1994,23.19495
kwt,1999,8.88967
kwt,2000,6.20456
kwt,2001,4.42743
kwt,2003,3.34679
kwt,2004,3.58935
kwt,2007,3.77538
kwt,2010,2.78764
kwt,2011,5.94576
kwt,2012,7.06946
kwt,2013,8.70761
kwt,2014,8.00273
kwt,2015,6.27645
lao,1992,37.50008
lao,1993,33.47605
lao,1994,30.21187
lao,1997,24.81157
lao,1998,24.40602
lao,1999,26.96836
lao,2000,28.87185
lao,2001,29.96261
lao,2002,27.58333
lao,2003,27.13063
lao,2004,25.98902
lao,2005,26.27257
lao,2006,26.69411
lao,2007,27.48517
lao,2008,25.51537
lao,2009,23.93592
lao,2010,28.63729
lao,2011,28.09205
lao,2012,25.29172
lao,2013,23.14223
lao,2014,19.43393
lao,2015,18.61283
lao,2016,22.99474
lao,2017,22.2437
lao,2018,25.01831
lao,2019,27.58853
lao,2020,30.49338
lbr,2014,21.28734
lby,1971,45.41675
lby,1972,37.44791
lby,1973,27.96801
lby,1974,24.07578
lby,1975,14.7218
lby,1976,10.0786
lby,1977,13.70505
lby,1978,12.69533
lby,1980,13.46658
lby,1981,12.78655
lby,1983,12.09321
lca,1999,28.26407
lca,2000,9.08297
lca,2001,24.49587
lca,2002,34.46926
lca,2003,28.87746
lca,2004,28.13869
lca,2005,18.35292
lca,2006,8.36933
lca,2007,13.71942
lca,2008,9.61986
lca,2009,8.65018
lca,2010,11.16182
lca,2011,13.70584
lca,2012,13.41843
lca,2013,13.71772
lca,2015,9.54064
lca,2016,12.02716
lca,2017,10.92958
lca,2018,11.8624
lca,2019,9.69904
lca,2020,9.11155
lie,2003,6.4095
lie,2004,4.64576
lie,2008,5.34125
lie,2009,4.83491
lie,2010,5.81734
lie,2011,5.27859
lie,2012,5.53217
lie,2014,3.36982
lie,2015,4.32602
lie,2016,4.66926
lie,2017,3.00154
lie,2018,3.97653
lie,2019,2.60459
lka,2010,6.77786
lka,2011,7.02541
lka,2012,6.58238
lka,2013,5.90309
lka,2017,1.33251
lka,2018,0.1315
lso,1971,35.87956
lso,1973,30.76817
lso,1977,39.33589
lso,1978,25.1557
lso,1979,26.14619
lso,1980,28.64795
lso,1981,26.5188
lso,1982,25.31
lso,1983,22.11205
lso,1984,28.58121
lso,1985,24.88999
lso,1986,28.41016
lso,1991,26.62473
lso,1992,26.44381
lso,1993,28.92162
lso,1994,27.58271
lso,1996,26.78408
lso,1998,29.06586
lso,1999,25.90523
lso,2000,27.92497
lso,2001,23.63283
lso,2002,21.30506
lso,2003,16.17399
lso,2004,14.43661
lso,2005,10.49247
lso,2006,10.06048
lso,2007,13.09178
lso,2008,11.73226
lso,2009,10.24796
lso,2010,8.18835
lso,2011,7.15606
lso,2012,8.22768
lso,2013,8.71817
lso,2014,11.90301
lso,2015,15.07571
lso,2016,17.3726
lso,2018,14.52918
ltu,1998,0.17664
ltu,1999,0.50991
ltu,2000,0.20443
ltu,2001,0.12856
ltu,2002,0.49196
ltu,2003,0.36926
ltu,2004,0.09156
ltu,2005,0.16829
ltu,2006,0.0291
ltu,2007,0.15461
ltu,2008,0.18924
ltu,2009,0.55406
ltu,2010,0.80769
ltu,2011,0.23958
ltu,2012,0.14826
ltu,2013,0.01241
ltu,2014,0.13229
ltu,2015,0.08875
ltu,2016,0.05647
ltu,2017,0.00589
ltu,2018,0.15288
ltu,2019,0.14682
lux,1972,17.20951
lux,1973,18.96541
lux,1974,17.65589
lux,1975,18.14861
lux,1976,16.9153
lux,1977,13.14321
lux,1978,12.7285
lux,1982,14.88533
lux,1983,15.63059
lux,1984,13.6109
lux,1986,16.4161
lux,1987,15.76763
lux,1988,28.67612
lux,1999,6.58193
lux,2000,5.34392
lux,2001,13.51797
lux,2002,14.19757
lux,2003,13.55167
lux,2004,13.90728
lux,2005,4.57924
lux,2006,4.49886
lux,2007,4.03773
lux,2008,3.13226
lux,2010,1.77424
lux,2011,2.55372
lux,2012,3.32136
lux,2013,4.99869
lux,2014,4.34624
lux,2015,4.95872
lux,2016,5.10477
lux,2017,5.75457
lux,2018,4.30639
lux,2019,2.44894
lva,2008,0.00439
lva,2009,0.24461
lva,2010,0.78639
lva,2011,0.58817
lva,2012,1.23419
lva,2013,1.60473
lva,2014,1.54704
lva,2015,1.85964
lva,2016,1.72745
lva,2017,1.29531
lva,2018,0.97833
lva,2019,1.74196
mac,1990,11.36103
mac,1992,1.12994
mac,1999,8.75249
mac,2000,4.63556
mac,2001,6.07052
mac,2002,10.1934
mac,2003,14.36292
mac,2004,17.36862
mac,2005,18.6202
mac,2006,18.30722
mac,2007,16.90504
mac,2008,15.83196
mac,2009,15.32336
mac,2010,14.87039
mac,2011,15.10624
mac,2012,16.34486
mac,2013,15.85795
mac,2014,14.86091
mac,2015,12.60429
mac,2016,7.79689
mac,2017,3.94927
mac,2018,2.48484
mac,2019,2.22724
mac,2020,1.22082
mar,1999,46.02581
mar,2000,43.01763
mar,2003,33.49343
mar,2005,30.05356
mar,2006,30.59397
mar,2007,29.24628
mar,2008,27.98518
mar,2010,23.3113
mar,2011,19.35749
mar,2012,14.42826
mar,2017,11.05187
mar,2018,10.72483
mar,2019,9.39445
mar,2020,7.16013
mda,2014,0.12442
mda,2015,0.00787
mda,2016,0.29217
mda,2019,1.15255
mda,2020,0.81175
mdg,2001,43.70486
mdg,2003,37.30473
mdg,2016,24.18817
mdg,2017,23.75234
mdg,2018,25.13939
mdg,2019,30.03208
mdv,1999,11.06176
mdv,2000,6.68043
mdv,2001,6.91579
mdv,2002,10.08314
mdv,2010,0.30481
mdv,2011,2.53987
mdv,2012,3.2341
mdv,2013,11.10986
mdv,2014,5.78873
mdv,2015,10.63222
mdv,2016,15.02548
mdv,2017,4.45024
mdv,2018,6.65152
mdv,2019,8.62392
mex,1986,15.33487
mex,1987,15.62535
mex,1988,17.47586
mex,1989,26.42027
mex,1990,22.21689
mex,1991,21.83459
mex,1994,20.93558
mex,1995,18.63813
mex,1996,17.29758
mex,1999,15.9787
mex,2000,16.32197
mex,2002,11.76255
mex,2003,8.17627
mex,2004,6.80917
mex,2005,7.02642
mex,2006,5.65785
mex,2007,5.22719
mex,2008,5.39191
mex,2009,5.84604
mex,2010,7.15204
mex,2011,7.20105
mex,2012,6.90474
mex,2013,4.32491
mex,2014,3.24374
mex,2015,2.42849
mex,2016,3.3883
mex,2017,5.93956
mex,2018,7.78914
mex,2019,7.64868
mhl,2002,7.3055
mhl,2015,30.85794
mhl,2016,30.95802
mhl,2019,26.25283
mhl,2020,27.91451
mkd,2005,7.15833
mli,1971,86.06867
mli,1972,85.89245
mli,1973,84.97498
mli,1974,87.96727
mli,2009,52.98801
mli,2010,51.67534
mli,2011,48.92532
mli,2013,49.26945
mli,2014,46.08532
mli,2015,45.15668
mli,2016,44.99411
mli,2017,54.95642
mli,2018,52.77266
mlt,1971,15.30609
mlt,1972,10.20506
mlt,1976,8.32402
mlt,1990,0.63391
mlt,1991,0.44215
mlt,2012,0.98532
mlt,2013,2.08861
mlt,2014,1.57849
mlt,2015,0.25827
mlt,2016,0.29819
mlt,2017,0.62499
mlt,2018,0.85365
mlt,2019,1.53085
mmr,2000,56.41451
mmr,2001,54.25954
mmr,2002,53.08089
mmr,2003,52.6085
mmr,2004,45.53036
mmr,2005,44.49235
mmr,2006,41.88138
mmr,2007,41.55764
mmr,2008,39.98343
mmr,2009,40.65157
mmr,2010,39.99784
mmr,2017,23.70815
mmr,2018,20.96568
mne,2015,2.7293
mne,2016,2.04555
mne,2017,4.3921
mne,2018,6.67369
mne,2019,7.73363
mne,2020,6.08159
mng,1980,8.70101
mng,1995,31.27545
mng,1996,28.87917
mng,1997,31.20743
mng,1998,28.63183
mng,1999,24.21096
mng,2000,21.90593
mng,2001,19.42119
mng,2002,16.57815
mng,2003,8.97636
mng,2004,7.20675
mng,2005,4.88385
mng,2006,7.67291
mng,2007,10.16456
mng,2008,10.93661
mng,2019,7.54602
moz,1992,57.99809
moz,1993,58.89981
moz,1994,58.92224
moz,1995,55.43061
moz,1998,62.45943
moz,1999,58.70154
moz,2000,55.39662
moz,2001,52.27411
moz,2002,39.17299
moz,2004,47.82901
moz,2005,42.7491
moz,2006,42.0133
moz,2007,37.98248
moz,2008,35.82452
moz,2009,35.10952
moz,2010,34.95973
moz,2011,37.41765
moz,2012,39.41429
moz,2013,38.87534
moz,2014,41.42163
moz,2015,43.10912
moz,2020,37.98249
mrt,2001,55.48301
mrt,2002,54.32265
mrt,2004,53.6885
mrt,2005,51.59967
mrt,2006,53.8777
mrt,2012,28.23377
mrt,2013,40.73239
mrt,2014,39.74392
mrt,2016,47.02457
mrt,2017,44.40827
mrt,2018,37.51184
mrt,2019,28.16043
mus,1982,38.98648
mus,1998,20.13943
mus,1999,16.38081
mus,2000,12.06977
mus,2001,9.27596
mus,2002,12.4955
mus,2004,7.08502
mus,2011,6.64403
mus,2012,0.35161
mus,2013,1.30154
mus,2014,2.52303
mus,2015,7.07469
mus,2016,6.43383
mus,2017,4.05398
mus,2018,4.57132
mus,2019,4.72391
mus,2020,3.43961
mus,2021,3.40433
mwi,1999,7.74591
mwi,2002,14.13075
mwi,2004,21.08364
mwi,2005,31.27677
mwi,2006,28.28853
mwi,2007,21.2735
mwi,2008,17.41948
mwi,2009,20.08214
mwi,2010,20.29704
mwi,2011,18.47144
mwi,2012,18.63111
mwi,2013,18.18192
mwi,2014,19.27967
mwi,2015,19.4297
mwi,2016,20.67193
mwi,2018,17.32627
mwi,2019,18.56497
mys,1970,45.27225
mys,1971,41.07447
mys,1972,39.00353
mys,1998,3.1298
mys,1999,6.00865
mys,2000,7.00119
mys,2001,9.15004
mys,2002,11.00434
mys,2003,3.74004
mys,2004,3.25652
mys,2005,6.88435
mys,2006,5.61215
mys,2007,8.96528
mys,2008,9.74996
mys,2009,10.34126
mys,2010,11.11312
mys,2011,11.56738
mys,2012,11.55555
mys,2013,10.1288
mys,2014,10.62188
mys,2015,12.46724
mys,2016,13.82082
mys,2017,13.14728
mys,2018,13.62835
mys,2019,12.07822
nam,1995,16.59532
nam,1998,14.46787
nam,1999,15.96715
nam,2000,16.74894
nam,2001,17.74125
nam,2002,9.13955
nam,2003,16.61222
nam,2004,11.55882
nam,2005,9.30362
nam,2006,7.13775
nam,2007,4.8965
nam,2012,8.86237
nam,2015,3.72987
nam,2016,2.62687
nam,2017,2.2029
nam,2018,1.58557
nam,2019,1.29893
ner,1974,95.65421
ner,1977,94.37953
ner,1978,93.72731
ner,1981,90.70699
ner,1990,88.81943
ner,1991,88.18437
ner,1997,88.12468
ner,1999,87.96918
ner,2001,88.09085
ner,2002,87.7006
ner,2003,87.73281
ner,2004,86.43627
ner,2005,82.34747
ner,2007,78.3604
ner,2008,79.47383
ner,2009,80.01985
ner,2010,78.95096
ner,2011,79.1634
ner,2014,70.98093
ner,2015,69.02974
ner,2016,65.89595
ner,2017,64.94287
nic,1971,59.37515
nic,1980,46.78479
nic,1983,45.11064
nic,1984,49.81621
nic,1985,51.90475
nic,1986,53.08619
nic,1987,51.70906
nic,1989,51.7499
nic,2000,33.67066
nic,2001,36.67621
nic,2002,31.55906
nic,2004,25.64617
nic,2005,23.01558
nic,2006,9.66895
nic,2010,12.30268
nld,1971,3.81786
nld,1972,2.4555
nld,1973,3.47729
nld,1974,3.63951
nld,1975,4.50152
nld,1976,3.97546
nld,1977,4.244
nld,1978,4.59403
nld,1979,5.58825
nld,1980,6.74447
nld,1981,6.97327
nld,1982,4.67156
nld,1983,2.51503
nld,1984,1.57038
nld,1985,2.83314
nld,1986,6.04302
nld,1987,8.96037
nld,1988,11.39377
nld,1989,10.19599
nld,1990,9.38835
nld,1991,6.65465
nld,1992,12.731
nld,1993,11.17523
nld,1995,0.07478
nld,1996,0.85067
nld,1997,2.37194
nld,1999,0.76128
nld,2002,1.19788
nld,2003,0.11444
nld,2004,0.08064
nld,2005,0.42546
nld,2006,0.24223
nld,2007,1.42633
nld,2008,2.41444
nld,2009,2.66993
nld,2010,2.15737
nld,2011,0.82471
nld,2012,0.45725
nld,2015,0.60267
nld,2016,0.78829
nld,2017,1.85764
nld,2018,2.54785
nld,2019,2.77793
nld_curacao,2020,14.69813
nor,1998,0.66897
nor,1999,2.06206
nor,2000,2.28923
nor,2001,2.24064
nor,2002,1.05893
nor,2003,0.46652
nor,2004,0.47874
nor,2005,0.38636
nor,2006,0.20712
nor,2007,0.16878
nor,2008,1.37558
nor,2009,1.77325
nor,2010,0.6352
nor,2011,0.254
nor,2012,0.98123
nor,2013,1.11699
nor,2014,0.66145
nor,2015,0.32904
nor,2016,0.47485
nor,2017,0.80106
nor,2018,0.51521
nor,2019,0.42004
npl,2016,7.45154
npl,2017,5.33436
npl,2019,2.61466
nru,2012,2.93764
nru,2014,8.37438
nru,2016,11.45704
nru,2019,7.92541
nzl,1977,1.38458
nzl,1979,1.36043
nzl,1980,0.60591
nzl,1981,0.3349
nzl,1982,0.24818
nzl,1983,0.45326
nzl,1984,0.52282
nzl,1985,0.41568
nzl,1986,0.46508
nzl,1987,1.87683
nzl,1988,1.46079
nzl,1989,2.56565
nzl,1990,0.72775
nzl,1991,1.0505
nzl,1992,1.67297
nzl,2013,2.46076
nzl,2014,2.3834
nzl,2015,2.30494
nzl,2016,2.29272
nzl,2017,1.95666
nzl,2018,1.16875
nzl,2019,0.10006
omn,1978,78.25446
omn,1979,76.66638
omn,1981,73.50921
omn,1982,70.41958
omn,1993,32.45776
omn,1999,17.81002
omn,2000,15.24309
omn,2001,14.02897
omn,2002,14.82698
omn,2003,15.25897
omn,2009,4.64678
omn,2011,7.74355
omn,2012,8.41125
omn,2013,0.60845
omn,2015,1.56246
omn,2016,0.61916
omn,2017,1.85476
omn,2018,2.65377
omn,2019,2.01522
omn,2020,2.65875
pan,1999,22.43526
pan,2000,20.6226
pan,2001,17.81076
pan,2002,15.6898
pan,2004,16.81242
pan,2005,18.58117
pan,2006,18.64268
pan,2008,13.98964
pan,2009,12.56746
pan,2010,10.50054
pan,2011,12.46778
pan,2013,8.3917
pan,2014,11.28267
pan,2015,9.60885
pan,2017,12.17886
pan,2020,24.17525
per,1970,31.08849
per,1981,15.23117
per,1995,13.07399
per,1996,12.59334
per,1997,13.38974
per,1998,11.21251
per,1999,9.49406
per,2000,7.62919
per,2001,6.8671
per,2002,7.93822
per,2004,9.50648
per,2005,7.06574
per,2006,4.33895
per,2007,1.56764
per,2008,1.70548
per,2009,1.33091
per,2010,1.42338
per,2011,3.2858
per,2016,3.39612
per,2017,0.67566
per,2018,1.76867
phl,1979,28.91689
phl,1992,19.74441
phl,1993,18.43912
phl,1994,17.91014
phl,1996,16.92373
phl,1998,28.7557
phl,1999,24.17043
phl,2001,13.24914
phl,2002,10.24025
phl,2003,8.58866
phl,2004,7.1563
phl,2005,7.71331
phl,2006,8.25443
phl,2007,7.85308
phl,2008,7.05733
phl,2009,6.17881
phl,2014,6.0657
phl,2015,6.65253
phl,2016,8.02257
phl,2018,10.57708
phl,2019,10.52848
plw,2020,15.93291
png,2018,27.52129
pol,1999,1.31911
pol,2000,1.89125
pol,2001,4.13733
pol,2002,4.13632
pol,2003,3.75989
pol,2004,2.87376
pol,2005,2.64796
pol,2006,3.61968
pol,2007,5.28247
pol,2008,7.12644
pol,2009,8.10092
pol,2010,7.82713
pol,2011,7.65598
pol,2012,6.72795
pol,2013,6.15532
pol,2014,5.21031
pol,2015,4.15475
pol,2016,3.31197
pol,2017,3.21271
pol,2018,2.07828
pol,2019,3.28863
pri,2010,12.64165
pri,2011,11.80368
pri,2012,11.50704
pri,2013,9.52204
pri,2014,12.17242
pri,2015,12.07729
pri,2016,20.71993
prt,1973,29.7075
prt,1974,28.46263
prt,1976,26.58697
prt,1977,25.24525
prt,1978,27.41043
prt,1993,7.94138
prt,1994,2.09659
prt,1995,1.67304
prt,1999,0.08588
prt,2000,0.2682
prt,2001,0.27246
prt,2002,0.3677
prt,2003,0.03133
prt,2013,0.91782
prt,2014,0.95335
prt,2015,0.8579
prt,2016,0.46648
prt,2017,0.34167
prt,2018,0.1134
prt,2019,0.13812
pry,1994,24.39873
pry,1996,21.12964
pry,1999,18.76804
pry,2001,15.59599
pry,2002,15.39267
pry,2003,14.24052
pry,2004,12.57932
pry,2005,12.36236
pry,2006,13.45087
pry,2007,13.79921
pry,2008,13.44394
pry,2009,13.32841
pry,2010,13.0241
pry,2011,14.5841
pry,2012,9.96621
pry,2020,24.33448
pse,1999,18.17173
pse,2000,17.02315
pse,2001,15.94516
pse,2002,14.25539
pse,2003,11.36648
pse,2004,8.8581
pse,2005,7.08217
pse,2006,8.04751
pse,2007,8.36555
pse,2008,9.83237
pse,2009,11.042
pse,2010,13.19862
pse,2011,14.93251
pse,2012,14.0807
pse,2013,13.01267
pse,2014,11.41473
pse,2015,8.97008
pse,2016,7.35438
pse,2017,5.37402
pse,2018,2.59486
pse,2019,2.54889
pse,2020,3.05891
qat,1971,31.27715
qat,1972,25.93726
qat,1973,21.34523
qat,1974,22.42033
qat,1976,8.44671
qat,1977,12.43709
qat,1978,13.2274
qat,1979,5.39282
qat,1980,6.00774
qat,1981,6.63072
qat,1983,7.2562
qat,1984,8.53741
qat,1985,6.34833
qat,1986,2.93538
qat,1987,13.4183
qat,1988,13.62816
qat,1990,10.73218
qat,1991,12.4088
qat,1992,12.57551
qat,1993,7.7842
qat,1994,9.58409
qat,1998,15.15047
qat,1999,9.09609
qat,2001,7.44751
qat,2002,2.99266
qat,2005,3.4293
qat,2006,10.16623
qat,2007,3.42936
qat,2011,1.66507
qat,2012,11.20877
qat,2013,10.60681
qat,2014,6.67485
qat,2015,5.95048
qat,2016,7.23726
qat,2017,9.92232
qat,2018,6.55057
qat,2019,5.1463
qat,2020,6.97839
rou,1998,8.38964
rou,1999,5.92174
rou,2000,6.24232
rou,2001,8.15985
rou,2002,6.91037
rou,2003,8.46243
rou,2004,7.81966
rou,2005,7.56141
rou,2006,5.7914
rou,2007,3.94153
rou,2008,4.41932
rou,2009,5.60858
rou,2010,5.78878
rou,2011,5.55345
rou,2012,4.96587
rou,2014,4.65358
rou,2015,5.45887
rou,2016,6.73633
rou,2017,7.41401
rou,2018,8.94109
rou,2019,11.1849
rus,2013,2.88641
rus,2014,1.88252
rus,2015,0.48141
rus,2016,0.64116
rus,2017,0.16281
rus,2018,0.21617
rus,2019,0.23829
rwa,2017,29.29759
rwa,2018,8.87452
rwa,2019,3.76629
sau,1979,61.02726
sau,2009,8.17475
sau,2016,3.07061
sau,2018,1.4361
sau,2019,1.04733
sau,2020,1.62103
sdn,2011,55.23483
sdn,2018,34.34396
sen,2004,61.74208
sen,2005,53.77669
sen,2006,56.66533
sen,2012,45.42496
sen,2013,43.57341
sen,2014,40.68747
sen,2020,60.1813
sgp,2016,0.06751
sgp,2017,0.06463
sgp,2018,0.55809
sgp,2019,0.30335
slb,2006,16.74655
slb,2007,29.87627
sle,2013,40.40554
sle,2015,42.06256
sle,2016,39.48899
sle,2017,38.59831
sle,2018,49.02927
slv,2000,15.85528
slv,2001,13.63771
slv,2002,8.93529
slv,2005,4.38675
slv,2006,10.98163
slv,2007,9.79748
slv,2008,8.49852
slv,2009,7.06355
slv,2015,6.9747
slv,2016,11.81051
slv,2017,17.21433
slv,2018,16.99053
slv,2019,21.73742
smr,2018,6.74603
smr,2019,10.53622
smr,2020,8.41813
som,1977,73.78001
som,1978,77.50257
som,1979,78.06767
som,1980,79.93227
srb,2008,2.07136
srb,2009,1.54813
srb,2010,2.66773
srb,2011,0.56229
srb,2012,0.35236
srb,2013,0.21683
srb,2014,1.19817
srb,2015,0.0492
srb,2016,1.31727
srb,2017,1.5502
srb,2018,1.73283
srb,2019,2.07757
srb,2020,2.7902
ssd,2011,46.42137
ssd,2015,55.93645
stp,2003,35.4818
stp,2004,26.21523
stp,2005,13.58446
stp,2007,12.72041
stp,2008,11.66941
stp,2009,14.14167
stp,2010,14.39319
stp,2011,5.33065
stp,2012,13.85204
stp,2013,10.98596
stp,2014,12.56216
stp,2015,9.58734
sur,1987,12.0325
sur,1988,14.16306
sur,2009,29.97146
sur,2010,23.93507
sur,2011,20.20443
sur,2012,16.42391
sur,2013,15.01047
sur,2014,14.00793
sur,2015,14.99116
svk,2002,2.59197
svk,2003,2.42599
svk,2004,2.36948
svk,2005,3.21523
svk,2006,4.75218
svk,2007,5.91769
svk,2008,6.09319
svk,2009,6.22835
svk,2010,4.9871
svk,2011,3.25015
svk,2012,2.90386
svk,2013,3.46629
svk,2014,4.04765
svk,2015,4.25603
svk,2016,4.51984
svk,2017,4.50969
svk,2018,4.65468
svk,2019,4.61258
svn,1998,5.23451
svn,1999,4.48078
svn,2000,3.48278
svn,2001,3.08913
svn,2002,1.95361
svn,2003,3.12329
svn,2004,3.85382
svn,2005,3.40528
svn,2006,2.53454
svn,2007,2.66895
svn,2008,0.90828
svn,2009,0.19307
svn,2010,0.95025
svn,2011,1.57409
svn,2012,3.08672
svn,2013,1.72467
svn,2014,0.88954
svn,2015,0.47288
svn,2016,1.04351
svn,2017,0.77206
svn,2018,1.59819
svn,2019,1.10456
swe,1999,0.80571
swe,2000,0.46398
swe,2001,0.90449
swe,2002,0.8136
swe,2003,0.76921
swe,2004,0.07549
swe,2005,0.48782
swe,2006,0.46297
swe,2007,2.38668
swe,2008,5.5209
swe,2009,8.36757
swe,2010,8.72567
swe,2011,8.86305
swe,2012,4.15314
swe,2013,0.01054
swe,2014,0.18667
swe,2015,0.15907
swz,1970,47.33781
swz,1971,46.64466
swz,1972,42.78357
swz,1974,36.55867
swz,1975,37.94181
swz,1976,38.60905
swz,1977,38.126
swz,2009,7.15033
swz,2010,10.18841
swz,2011,6.85302
swz,2012,5.32645
swz,2013,2.11953
swz,2014,3.5498
swz,2015,2.76242
sxm,2012,11.71942
syc,1979,7.54564
syc,1993,2.72095
syc,1994,3.45613
syc,1995,4.97064
syc,2001,3.23739
syc,2002,3.01541
syc,2014,0
syc,2019,0.51712
syc,2020,2.92379
syr,1971,61.01936
syr,1973,41.90165
syr,1975,42.60694
syr,1976,38.36039
syr,1977,35.45589
syr,1978,35.63694
syr,1979,34.13473
syr,1998,38.68032
syr,1999,38.59118
syr,2000,38.77813
syr,2001,35.8248
syr,2002,33.85572
syr,2003,20.39979
syr,2004,16.44242
syr,2005,11.61509
syr,2006,14.29759
syr,2007,11.90964
syr,2008,11.85751
syr,2009,12.02705
syr,2010,11.98136
syr,2011,10.22576
syr,2012,5.73492
syr,2013,38.11006
tca,1999,21.56013
tca,2000,10.46386
tca,2009,6.25889
tca,2014,39.39759
tca,2015,32.45109
tca,2018,19.56164
tcd,1998,75.2916
tcd,1999,74.94588
tcd,2000,72.7132
tcd,2001,69.73158
tcd,2002,68.17532
tcd,2003,66.74602
tcd,2015,61.88611
tcd,2016,60.73049
