geo,time,se_xpd_cter_zs
svn,2015,89.63962
svn,2016,92.60396
svn,2017,92.54166
svn,2018,91.59555
swe,1998,100
swe,1999,100
swe,2000,100
swe,2001,100
swe,2003,100
swe,2004,100
swe,2005,95.76198
swe,2006,96.00658
swe,2007,96.1178
swe,2008,96.395
swe,2009,96.54424
swe,2010,96.75104
swe,2011,96.73551
swe,2012,96.6362
swe,2013,96.62673
swe,2014,96.53996
swe,2015,96.39751
swe,2016,96.29818
swe,2017,96.29548
swe,2018,96.26166
swz,2014,99.46949
syc,2012,92.01437
syc,2013,86.81734
syc,2014,96.81347
syc,2016,100
tca,1999,19.33468
tca,2015,98.62873
tcd,2011,67.72494
tcd,2012,23.70498
tcd,2020,99.11043
tgo,1998,99.44634
tgo,2000,99.72315
tgo,2010,97.59243
tgo,2011,92.77778
tgo,2012,100
tgo,2013,100
tgo,2014,88.38805
tgo,2015,90.9837
tgo,2016,90.30362
tgo,2017,99.58868
tha,2010,89.23825
tha,2011,82.66645
tha,2012,88.03767
tha,2013,86.38471
tha,2014,95.92288
tjk,1999,88.25687
tjk,2015,63.25134
tkm,2012,96.80851
tls,2008,80.02784
tls,2009,96.28062
tls,2010,100
tls,2011,94.10422
tls,2012,93.17989
tls,2013,97.30061
tls,2014,95.39803
tun,1999,73.6413
tun,2000,74.14622
tun,2001,75.23041
tun,2002,75.11521
tun,2007,81.74363
tun,2008,82.41403
tun,2009,75.52329
tun,2010,76.41803
tur,1999,79.74481
tur,2000,78.51843
tur,2001,79.82592
tur,2002,78.04801
tur,2003,82.85436
tur,2004,82.26112
tur,2006,78.60866
tur,2018,84.21985
uga,2004,75.45992
uga,2009,93.33209
uga,2010,94.30393
uga,2011,88.79866
uga,2012,96.56613
uga,2013,94.41548
uga,2014,91.24694
ukr,1998,98.7438
ukr,2000,83.22083
ukr,2011,96.01753
ukr,2012,96.54591
ukr,2013,97.70185
ukr,2014,97.87941
ukr,2016,91.11885
ukr,2017,94.03122
ukr,2018,94.55436
ukr,2019,93.67074
ury,1999,94.23984
ury,2000,94.9023
ury,2002,94.2599
ury,2003,95.15236
ury,2004,95.75027
ury,2005,95.02305
ury,2006,93.92644
ury,2011,93.00818
ury,2015,92.82501
ury,2016,93.26782
ury,2017,94.14314
ury,2018,93.6529
ury,2019,92.76481
usa,2015,90.05815
usa,2016,95.33791
usa,2017,90.29272
usa,2018,90.91824
uzb,2018,100
uzb,2020,100
vct,2005,100
vct,2009,100
ven,2006,84.99988
ven,2007,97.24928
ven,2009,100
vgb,2007,100
vnm,2009,70.68715
vnm,2010,76.55056
vnm,2011,77.19224
vnm,2012,78.94944
vnm,2013,76.46082
vut,2019,100
vut,2020,99.24755
wsm,2016,100
zaf,2001,98.44756
zaf,2003,99.95521
zaf,2005,99.85194
zaf,2006,95.89718
zaf,2007,99.95444
zaf,2008,99.94076
zaf,2009,99.90632
zaf,2010,99.76998
zaf,2014,100
zaf,2017,94.85055
zaf,2018,95.27362
zaf,2019,95.292
zaf,2020,95.43859
zmb,2000,100
zmb,2004,95.24235
zmb,2015,57.31385
zmb,2016,56.22547
zwe,2009,94.77414
