geo,time,st_int_arvl
fji,2018,1058000
fji,2019,969000
fji,2020,168000
fra,1996,148263000
fra,1997,157551000
fra,2004,190282000
fra,2005,185829000
fra,2006,193882000
fra,2007,193319000
fra,2008,193571000
fra,2009,192369000
fra,2010,189826000
fra,2011,196595000
fra,2012,197522000
fra,2013,204410000
fra,2014,206599000
fra,2015,203302000
fra,2016,203042000
fra,2017,207274000
fra,2018,211998000
fra,2019,217877000
fra,2020,117109000
fsm,1996,17600.00038
fsm,1997,17200.00076
fsm,1998,13399.99962
fsm,1999,16100.00038
fsm,2000,20500
fsm,2001,15300.00019
fsm,2002,19100.00038
fsm,2003,18200.00076
fsm,2004,19299.99924
fsm,2005,19000
fsm,2006,19100.00038
fsm,2007,21100.00038
fsm,2008,25700.00076
fsm,2009,47500
fsm,2010,44700.00076
fsm,2011,35400.00153
fsm,2012,38299.99924
fsm,2013,42099.99847
fsm,2014,35400.00153
fsm,2015,31200.00076
fsm,2016,29600.00038
fsm,2018,19200.00076
fsm,2019,18000
gab,1995,203000
gab,1996,217000
gab,1997,247000
gab,1998,274000
gab,1999,262000
gab,2000,230000
gab,2001,236000
gab,2002,269000
gab,2003,234000
gab,2004,351000
gab,2005,526000
gbr,1995,23537000
gbr,1996,25163000
gbr,1997,25515000
gbr,1998,25745000
gbr,1999,25394000
gbr,2000,25209000
gbr,2001,22835000
gbr,2002,24180000
gbr,2003,24715000
gbr,2004,27755000
gbr,2005,29970000
gbr,2006,32713000
gbr,2007,32778000
gbr,2008,31888000
gbr,2009,31072000
gbr,2010,30398000
gbr,2011,31886000
gbr,2012,32221000
gbr,2013,33567000
gbr,2014,35337000
gbr,2015,36792000
gbr,2016,39129000
gbr,2017,41080000
gbr,2018,40283000
gbr,2019,40857000
gbr,2020,11101000
geo,1995,85000
geo,1996,117000
geo,1997,313000
geo,1998,317000
geo,1999,384000
geo,2000,387000
geo,2001,302000
geo,2002,298000
geo,2003,313000
geo,2004,368000
geo,2005,560000
geo,2006,983000
geo,2007,1052000
geo,2008,1290000
geo,2009,1500000
geo,2010,2032000
geo,2011,2712000
geo,2012,4106000
geo,2013,4954000
geo,2014,5004000
geo,2015,5256000
geo,2016,5393000
geo,2017,6483000
geo,2018,7203000
geo,2019,7726000
geo,2020,1513000
gha,1995,286000
gha,1996,305000
gha,1997,325000
gha,1998,348000
gha,1999,373000
gha,2000,399000
gha,2001,439000
gha,2002,483000
gha,2003,531000
gha,2004,584000
gha,2005,429000
gha,2006,497000
gha,2007,587000
gha,2008,698000
gha,2009,803000
gha,2010,931000
gha,2011,821000
gha,2012,903000
gha,2013,994000
gha,2014,825000
gha,2015,897000
gin,1996,12000
gin,1997,17000
gin,1998,23000
gin,1999,27000
gin,2000,33000
gin,2001,38000
gin,2002,43000
gin,2003,44000
gin,2004,45000
gin,2005,45000
gin,2006,46099.99847
gin,2007,30000
gin,2008,24000
gin,2010,12399.99962
gin,2011,131000
gin,2012,96000
gin,2013,56000
gin,2014,33000
gin,2015,35000
gin,2016,63000
gin,2017,99000
gmb,1995,45000
gmb,1996,77000
gmb,1997,85000
gmb,1998,91000
gmb,1999,96000
gmb,2000,79000
gmb,2001,57000
gmb,2002,81000
gmb,2003,89000
gmb,2004,90000
gmb,2005,108000
gmb,2006,125000
gmb,2007,143000
gmb,2008,147000
gmb,2009,142000
gmb,2010,91000
gmb,2011,106000
gmb,2012,157000
gmb,2013,171000
gmb,2014,156000
gmb,2015,449000
gmb,2016,450000
gmb,2017,522000
gmb,2018,552000
gmb,2019,620000
gmb,2020,246000
gnb,2001,7800.00019
gnb,2005,5000
gnb,2006,11600.00038
gnb,2007,15600.00038
gnb,2008,18000
gnb,2009,16000
gnb,2010,22299.99924
gnb,2011,36700.00076
gnb,2012,35400.00153
gnb,2013,35500
gnb,2014,36099.99847
gnb,2015,43799.99924
gnb,2016,45200.00076
gnb,2017,49500
gnb,2018,55000
gnb,2019,52400.00153
grc,1995,10712000
grc,1996,9782000
grc,1997,10588000
grc,1998,11364000
grc,1999,12606000
grc,2000,13567000
grc,2001,14678000
grc,2002,14918000
grc,2003,14785000
grc,2004,14268000
grc,2005,15938000
grc,2006,17284000
grc,2013,20112000
grc,2014,24272000
grc,2015,26114000
grc,2016,28071000
grc,2017,30161000
grc,2018,33072000
grc,2019,34005000
grc,2020,7406000
grd,1995,369000
grd,1996,386000
grd,1997,368000
grd,1998,392000
grd,1999,379000
grd,2000,316000
grd,2001,277000
grd,2002,271000
grd,2003,294000
grd,2004,370000
grd,2005,380000
grd,2006,342000
grd,2007,406000
grd,2008,428000
grd,2009,460000
grd,2010,445000
grd,2011,447000
grd,2012,370000
grd,2013,327000
grd,2014,387000
grd,2015,437000
grd,2016,474000
grd,2017,468000
grd,2018,529000
grd,2019,526000
grd,2020,217000
gtm,1995,563000
gtm,1996,520000
gtm,1997,576000
gtm,1998,636000
gtm,1999,823000
gtm,2000,826000
gtm,2001,835000
gtm,2002,884000
gtm,2003,880000
gtm,2004,1182000
gtm,2005,1316000
gtm,2006,1502000
gtm,2007,1628000
gtm,2008,1715000
gtm,2009,1311000
gtm,2010,1384000
gtm,2011,1434000
gtm,2012,1491000
gtm,2013,1516000
gtm,2014,1739000
gtm,2015,1865000
gtm,2016,1906000
gtm,2017,2120000
gtm,2018,2406000
gtm,2019,2560000
gtm,2020,594000
gum,1995,1362000
gum,1996,1373000
gum,1997,1382000
gum,1998,1137000
gum,1999,1162000
gum,2000,1287000
gum,2001,1159000
gum,2002,1059000
gum,2003,910000
gum,2004,1160000
gum,2005,1228000
gum,2006,1212000
gum,2007,1225000
gum,2008,1142000
gum,2009,1053000
gum,2010,1197000
gum,2011,1160000
gum,2012,1308000
gum,2013,1334000
gum,2014,1343000
gum,2015,1409000
gum,2016,1536000
gum,2017,1545000
gum,2018,1549000
gum,2019,1667000
gum,2020,328000
guy,1995,106000
guy,1996,92000
guy,1997,76000
guy,1998,66000
guy,1999,75000
guy,2000,105000
guy,2001,99000
guy,2002,104000
guy,2003,101000
guy,2004,122000
guy,2005,117000
guy,2006,113000
guy,2007,134000
guy,2008,130000
guy,2009,141000
guy,2010,152000
guy,2011,157000
guy,2012,177000
guy,2013,200000
guy,2014,206000
guy,2015,207000
guy,2016,235000
guy,2017,247000
guy,2018,287000
guy,2019,315000
guy,2020,86400.00153
hkg,1995,10200000
hkg,1996,12974000
hkg,1997,11273000
hkg,1998,10160000
hkg,1999,11328000
hkg,2000,13059000
hkg,2001,13725000
hkg,2002,16566000
hkg,2003,15537000
hkg,2004,21811000
hkg,2005,23359000
hkg,2006,25251000
hkg,2007,28169000
hkg,2008,29507000
hkg,2009,29591000
hkg,2010,36030000
hkg,2011,41921000
hkg,2012,48615000
hkg,2013,54299000
hkg,2014,60839000
hkg,2015,59308000
hkg,2016,56655000
hkg,2017,58472000
hkg,2018,65148000
hkg,2019,55913000
hkg,2020,3569000
hnd,1996,271000
hnd,1997,310000
hnd,1998,324000
hnd,1999,428000
hnd,2000,689000
hnd,2001,672000
hnd,2002,788000
hnd,2003,887000
hnd,2004,1026000
hnd,2005,1118000
hnd,2006,1136000
hnd,2007,1309000
hnd,2008,1561000
hnd,2009,1589000
hnd,2010,1965000
hnd,2011,1852000
hnd,2012,1903000
hnd,2013,1857000
hnd,2014,2082000
hnd,2015,2093000
hnd,2016,2228000
hnd,2017,2144000
hnd,2018,2323000
hnd,2019,2315000
hnd,2020,669000
hrv,1995,16100000
hrv,1996,19085000
hrv,1997,23660000
hrv,1998,25499000
hrv,1999,29215000
hrv,2000,37226000
hrv,2001,40129000
hrv,2002,41737000
hrv,2003,42857000
hrv,2004,44974000
hrv,2005,45762000
hrv,2006,47733000
hrv,2007,52271000
hrv,2008,51336000
hrv,2009,47573000
hrv,2010,49006000
hrv,2011,49969000
hrv,2012,47185000
hrv,2013,48345000
hrv,2014,51168000
hrv,2015,55858000
hrv,2016,57587000
hrv,2017,59238000
hrv,2018,57668000
hrv,2019,60021000
hrv,2020,21608000
hti,1995,370000
hti,1996,400000
hti,1997,387000
hti,1998,393000
hti,1999,386000
hti,2000,445000
hti,2001,499000
hti,2002,482000
hti,2003,518000
hti,2004,385000
hti,2005,480000
hti,2006,558000
hti,2007,868000
hti,2008,758000
hti,2009,826000
hti,2010,793000
hti,2011,946000
hti,2012,959000
hti,2013,1064000
hti,2014,1127599.97559
hti,2015,1190000
hti,2016,1153000
hti,2017,1262000
hti,2018,1333000
hti,2019,938000
hun,1995,39240000
hun,1996,39833000
hun,1997,37315000
hun,1998,33624000
hun,1999,28803000
hun,2000,31141000
hun,2001,30679000
hun,2002,31739000
hun,2003,31412000
hun,2004,33934000
hun,2005,36173000
hun,2006,38318000
hun,2007,39379000
hun,2008,39554000
hun,2009,40624000
hun,2010,39904000
hun,2011,41304000
hun,2012,43565000
hun,2013,43611000
hun,2014,45984000
hun,2015,48345000
hun,2016,52890000
hun,2017,54962000
hun,2018,57667000
hun,2019,61397000
hun,2020,31641000
idn,1995,4324000
idn,1996,5034000
idn,1997,5185000
idn,1998,4606000
idn,1999,4728000
idn,2000,5064000
idn,2001,5153000
idn,2002,5033000
idn,2003,4467000
idn,2004,5321000
idn,2005,5002000
idn,2006,4871000
idn,2007,5506000
idn,2008,6234000
idn,2009,6324000
idn,2010,7003000
idn,2011,7650000
idn,2012,8044000
idn,2013,8802000
idn,2014,9435000
idn,2015,10407000
idn,2016,11519000
idn,2017,14040000
idn,2018,15810000
idn,2019,16107000
idn,2020,4053000
ind,1995,2124000
ind,1996,2288000
ind,1997,2374000
ind,1998,2359000
ind,1999,2482000
ind,2000,2649000
ind,2001,2537000
ind,2002,2384000
ind,2003,2726000
ind,2004,3457000
ind,2005,3919000
ind,2006,4447000
ind,2007,5082000
ind,2008,5283000
ind,2009,5168000
ind,2010,5776000
ind,2011,6309000
ind,2012,6578000
ind,2013,6968000
ind,2014,13107000
ind,2015,13284000
ind,2016,14570000
ind,2017,15543000
ind,2018,17423000
ind,2019,17914000
irl,1995,4818000
irl,1996,5289000
irl,1997,5587000
irl,1998,6064000
irl,1999,6403000
irl,2000,6646000
irl,2001,6353000
irl,2002,6476000
irl,2003,6764000
irl,2004,6953000
irl,2005,7333000
irl,2006,8001000
irl,2007,8332000
irl,2008,8026000
irl,2009,7189000
irl,2010,7134000
irl,2011,7630000
irl,2012,7550000
irl,2013,8260000
irl,2014,8813000
irl,2015,9528000
irl,2016,10100000
irl,2017,10338000
irl,2018,10926000
irl,2019,10951000
irn,1995,452000
irn,1996,573000
irn,1997,764000
irn,1998,1008000
irn,1999,1321000
irn,2000,1342000
irn,2001,1402000
irn,2002,1585000
irn,2003,1546000
irn,2004,1659000
irn,2005,1889000
irn,2006,2735000
irn,2007,2219000
irn,2008,2034000
irn,2009,2116000
irn,2010,2938000
irn,2011,3354000
irn,2012,3834000
irn,2013,4769000
irn,2014,4968000
irn,2015,5237000
irn,2016,4942000
irn,2017,4867000
irn,2018,7295000
irn,2019,9107000
irn,2020,1550000
irq,1995,61000
irq,1996,51000
irq,1997,15000
irq,1998,45000
irq,1999,30000
irq,2000,78000
irq,2001,127000
irq,2008,864000
irq,2009,1262000
irq,2010,1518000
irq,2011,1510000
irq,2012,1111000
irq,2013,892000
isl,1995,211000
isl,1996,223000
isl,1997,223000
isl,1998,255000
isl,1999,281000
isl,2000,328000
isl,2001,329000
isl,2002,315000
isl,2003,348000
isl,2004,405000
isl,2005,429000
isl,2006,477000
isl,2007,539000
isl,2008,561000
isl,2009,563000
isl,2010,559000
isl,2011,628000
isl,2012,765000
isl,2013,900000
isl,2014,1102000
isl,2015,1389000
isl,2016,1891000
isl,2017,2353000
isl,2018,2488000
isl,2019,2202000
isl,2020,488000
isr,1995,2530000
isr,1996,2360000
isr,1997,2295000
isr,1998,2200000
isr,1999,2566000
isr,2000,2672000
isr,2001,1219000
isr,2002,862099.97559
isr,2004,1505800.04883
isr,2005,1916000
isr,2006,1834000
isr,2007,2294000
isr,2008,3034000
isr,2009,2740000
isr,2010,3444000
isr,2011,3362000
isr,2012,3520000
isr,2013,3540000
isr,2014,3251000
isr,2015,3109000
isr,2016,3070000
isr,2017,3863000
isr,2018,4389000
isr,2019,4905000
ita,1995,55706000
ita,1996,59805000
ita,1997,57998000
ita,1998,58499000
ita,1999,59521000
ita,2000,62702000
ita,2001,60960000
ita,2002,63561000
ita,2003,63026000
ita,2004,58480000
ita,2005,59230000
ita,2006,66353000
ita,2007,70271000
ita,2008,70719000
ita,2009,71692000
ita,2010,73225000
ita,2011,75866000
ita,2012,76293000
ita,2013,76762000
ita,2014,77694000
ita,2015,81068000
ita,2016,84925000
ita,2017,89931000
ita,2018,93228601.5625
ita,2019,95399000
ita,2020,38419000
jam,1995,1752000
jam,1996,1821000
jam,1997,1904000
jam,1998,1899000
jam,1999,2013000
jam,2000,2230000
jam,2001,2117000
jam,2002,2131000
jam,2003,2483000
jam,2004,2515000
jam,2005,2615000
jam,2006,3016000
jam,2007,2880000
jam,2008,2859000
jam,2009,2753000
jam,2010,2832000
jam,2011,3077000
jam,2012,3306000
jam,2013,3274000
jam,2014,3504000
jam,2015,3692000
jam,2016,3837000
jam,2017,4276000
jam,2018,4319000
jam,2019,4233000
jam,2020,1329699.95117
jor,1995,3277000
jor,1996,3164000
jor,1997,3068000
jor,1998,3438000
jor,1999,3231000
jor,2000,2700000
jor,2001,3034000
jor,2002,4677000
jor,2003,4600000
jor,2004,5587000
jor,2005,5817000
jor,2006,6573000
jor,2007,6529000
jor,2008,7100000
jor,2009,7085000
jor,2010,8078000
jor,2011,6813000
jor,2012,6314000
jor,2013,5389000
jor,2014,5327000
jor,2015,4809000
jor,2016,4236000
jor,2017,4565000
jor,2018,4922000
jor,2019,5361000
jor,2020,1240000
jpn,1995,3345000
jpn,1996,3837000
jpn,1997,4218000
jpn,1998,4106000
jpn,1999,4438000
jpn,2000,4757000
jpn,2001,4772000
jpn,2002,5239000
jpn,2003,5212000
jpn,2004,6138000
jpn,2005,6728000
jpn,2006,7334000
jpn,2007,8347000
jpn,2008,8351000
jpn,2009,6790000
jpn,2010,8611000
jpn,2011,6219000
jpn,2012,8358000
jpn,2013,10364000
jpn,2014,13413000
jpn,2015,19737000
jpn,2016,24039000
jpn,2017,28691000
jpn,2018,31191000
jpn,2019,31881000
jpn,2020,4115799.80469
kaz,1996,202000
kaz,1997,284000
kaz,1998,257000
kaz,1999,394000
kaz,2000,1683000
kaz,2001,2693000
kaz,2002,3678000
kaz,2003,3237000
kaz,2004,4291000
kaz,2005,4365000
kaz,2006,4707000
kaz,2007,5311000
kaz,2008,4117000
kaz,2009,3774000
kaz,2010,4097000
kaz,2011,5685000
kaz,2012,6163000
kaz,2013,6841000
kaz,2014,6333000
kaz,2015,6430000
kaz,2016,6509000
kaz,2017,7701000
kaz,2018,8789000
kaz,2019,8515000
kaz,2020,2035000
ken,1995,974000
ken,1996,1003000
ken,1997,1001000
ken,1998,894000
ken,1999,969000
ken,2000,1037000
ken,2001,994000
ken,2002,1001000
ken,2003,1146000
ken,2004,1361000
ken,2005,1479000
ken,2006,1601000
ken,2007,1817000
ken,2008,1203000
ken,2009,1490000
ken,2010,1609000
ken,2011,1823000
ken,2012,1711000
ken,2013,1520000
ken,2014,1350000
ken,2015,1181000
ken,2016,1340000
ken,2017,1449000
ken,2018,2025000
ken,2019,2049000
kgz,1998,290000
kgz,1999,165000
kgz,2000,173000
kgz,2001,199000
kgz,2002,183000
kgz,2003,342000
kgz,2004,398000
kgz,2005,319000
kgz,2006,766000
kgz,2007,1656000
kgz,2008,2379000
kgz,2009,2451000
kgz,2010,1224000
kgz,2011,3025000
kgz,2012,3393000
kgz,2013,4134000
kgz,2014,3791000
kgz,2015,4000000
kgz,2016,3853000
kgz,2017,4568000
kgz,2018,6947000
kgz,2019,8508000
khm,1995,220000
khm,1996,260000
khm,1997,219000
khm,1998,287000
khm,1999,368000
khm,2000,466000
khm,2001,605000
khm,2002,787000
khm,2003,701000
khm,2004,1055000
khm,2005,1422000
khm,2006,1700000
khm,2007,2015000
khm,2008,2125000
khm,2009,2162000
khm,2010,2508000
khm,2011,2882000
khm,2012,3584000
khm,2013,4210000
khm,2014,4503000
khm,2015,4775000
khm,2016,5012000
khm,2017,5602000
khm,2018,6201000
khm,2019,6611000
khm,2020,1306000
kir,1999,20299.99924
kir,2000,13399.99962
kir,2001,14500
kir,2002,119500
kir,2003,130100.0061
kir,2004,63900.00153
kir,2005,50200.00076
kir,2006,10800.00019
kir,2007,32299.99924
kir,2014,8300.00019
kir,2015,8199.99981
kir,2016,7599.9999
kir,2017,7500
kir,2018,9000
kir,2019,12000
kna,1995,203000
kna,1996,172000
kna,1997,194000
kna,1998,250000
kna,1999,226000
kna,2000,247000
kna,2001,334000
kna,2002,240000
kna,2003,247000
kna,2004,383000
kna,2005,365000
kna,2006,350000
kna,2007,379000
kna,2008,533000
kna,2009,548000
kna,2010,624000
kna,2011,723000
kna,2012,666000
kna,2013,695000
kna,2014,818000
kna,2015,1036000
kna,2016,1055000
kna,2017,1194000
kna,2018,1278000
kna,2019,1107000
kna,2020,301399.9939
kor,1995,3753000
kor,1996,3684000
kor,1997,3908000
kor,1998,4250000
kor,1999,4660000
kor,2000,5322000
kor,2001,5147000
kor,2002,5347000
kor,2003,4753000
kor,2004,5818000
kor,2005,6023000
kor,2006,6155000
kor,2007,6448000
kor,2008,6891000
kor,2009,7818000
kor,2010,8798000
kor,2011,9795000
kor,2012,11140000
kor,2013,12176000
kor,2014,14202000
kor,2015,13232000
kor,2016,17242000
kor,2017,13336000
kor,2018,15347000
kor,2019,17503000
kor,2020,2519000
kwt,1995,1443000
kwt,1996,1565000
kwt,1997,1638000
kwt,1998,1763000
kwt,1999,1884000
kwt,2000,1944000
kwt,2001,2072000
kwt,2002,2316000
kwt,2003,2602000
kwt,2004,3056000
kwt,2005,3474000
kwt,2006,3899000
kwt,2007,4482000
kwt,2008,4736000
kwt,2009,5088000
kwt,2010,5208000
kwt,2011,5574000
kwt,2012,5729000
kwt,2013,6217000
kwt,2014,6528000
kwt,2015,6941000
kwt,2016,7055000
kwt,2017,7407000
kwt,2018,8508000
kwt,2019,8565000
kwt,2020,2161000
lao,1995,346000
lao,1996,403000
lao,1997,463000
lao,1998,500000
lao,1999,614000
lao,2000,737000
lao,2001,674000
lao,2002,736000
lao,2003,636000
lao,2004,895000
lao,2005,1095000
lao,2006,1215000
lao,2007,1624000
lao,2008,1737000
lao,2009,2008000
lao,2010,2513000
lao,2011,2724000
lao,2012,3330000
lao,2013,3779000
lao,2014,4159000
lao,2015,4684000
lao,2016,4239000
lao,2017,3869000
lao,2018,4186000
lao,2019,4791000
lao,2020,886400.02441
lbn,1995,450000
lbn,1996,424000
lbn,1997,558000
lbn,1998,631000
lbn,1999,673000
lbn,2000,742000
lbn,2001,837000
lbn,2002,956000
lbn,2003,1016000
lbn,2004,1278000
lbn,2005,1140000
lbn,2006,1063000
lbn,2007,1017000
lbn,2008,1333000
lbn,2009,1844000
lbn,2010,2168000
lbn,2011,1655000
lbn,2012,1366000
lbn,2013,1274000
lbn,2014,1355000
lbn,2015,1518000
lbn,2016,1688000
lbn,2017,1857000
lbn,2018,1964000
lbn,2019,1936000
lby,1995,1832000
lby,1996,1276000
lby,1997,913000
lby,1998,850000
lby,1999,965000
lby,2000,963000
lby,2001,953000
lby,2002,858000
lby,2003,958000
lby,2006,125000
lby,2007,106000
lby,2008,760000
lca,1995,407000
lca,1996,422000
lca,1997,563000
lca,1998,629000
lca,1999,666000
lca,2000,727000
lca,2001,747000
lca,2002,648000
lca,2003,683000
lca,2004,791000
lca,2005,720000
lca,2006,670000
lca,2007,905000
lca,2008,925000
lca,2009,982000
lca,2010,984000
lca,2011,950000
lca,2012,889000
lca,2013,921000
lca,2014,987000
lca,2015,1031000
lca,2016,948000
lca,2017,1064000
lca,2018,1165000
lca,2019,1220000
lca,2020,432500
lie,1995,59000
lie,1996,56000
lie,1997,57000
lie,1998,59000
lie,1999,60000
lie,2000,61599.99847
lie,2001,56500
lie,2002,48700.00076
lie,2003,49000
lie,2004,48500
lie,2005,49799.99924
lie,2006,54900.00153
lie,2007,72800.00305
lie,2008,72900.00153
lie,2009,66500
lie,2010,64300.00305
lie,2011,67000
lie,2012,62400.00153
lie,2013,59599.99847
lie,2014,61299.99924
lie,2015,56700.00076
lie,2016,69099.99847
lie,2017,79300.00305
lie,2018,85300.00305
lie,2019,98099.99847
lie,2020,58400.00153
lka,1995,414000
lka,1996,315000
lka,1997,384000
lka,1998,409000
lka,1999,465000
lka,2000,445000
lka,2001,397000
lka,2002,457000
lka,2003,583000
lka,2004,681000
lka,2005,669000
lka,2006,689000
lka,2007,592000
lka,2008,526000
lka,2009,538000
lka,2010,766000
lka,2011,976000
lka,2012,1133000
lka,2013,1415000
lka,2014,1665000
lka,2015,1993000
lka,2016,2168000
lka,2017,2248000
lka,2018,2521000
lka,2019,2027000
lka,2020,540000
lso,1995,209000
lso,1996,312000
lso,1997,313000
lso,1998,290000
lso,1999,308000
lso,2000,302000
lso,2001,295000
lso,2002,287000
lso,2003,329000
lso,2004,304000
lso,2005,304000
lso,2006,357000
lso,2007,300000
lso,2008,293000
lso,2009,344000
lso,2010,426000
lso,2011,398000
lso,2012,423000
lso,2013,433000
lso,2014,1079000
lso,2015,1082000
lso,2016,1196000
lso,2017,1137000
lso,2018,1173000
lso,2019,1142000
ltu,1995,2600000
ltu,1996,3497000
ltu,1997,3702000
ltu,1998,4287000
ltu,1999,4454000
ltu,2000,4092000
ltu,2001,4195000
ltu,2002,3999000
ltu,2003,3635000
ltu,2007,4251000
ltu,2008,4459000
ltu,2009,4001000
ltu,2010,4073000
ltu,2011,4504000
ltu,2012,4979000
ltu,2013,5264000
ltu,2014,5217000
ltu,2015,5048000
ltu,2016,5322000
ltu,2017,5590000
ltu,2018,6115000
ltu,2019,6150000
ltu,2020,2284000
lux,1995,768000
lux,1996,724000
lux,1997,778000
lux,1998,789000
lux,1999,863000
lux,2000,852000
lux,2001,836000
lux,2002,885000
lux,2003,867000
lux,2004,878000
lux,2005,913000
lux,2006,908000
lux,2007,914000
lux,2008,877000
lux,2009,847000
lux,2010,805000
lux,2011,874000
lux,2012,950000
lux,2013,945000
lux,2014,1038000
lux,2015,1090000
lux,2016,1054000
lux,2017,1046000
lux,2018,1018000
lux,2019,1041000
lux,2020,525000
lva,1995,1633000
lva,1996,1750000
lva,1997,1842000
lva,1998,1788000
lva,1999,1738000
lva,2000,1882000
lva,2001,2061000
lva,2002,2297000
lva,2003,2524000
lva,2004,3127000
lva,2005,3791000
lva,2006,4649000
lva,2007,5209000
lva,2008,5496000
lva,2009,4727000
lva,2010,5042000
lva,2011,5538000
lva,2012,5569000
lva,2013,5822000
lva,2014,6246000
lva,2015,6842000
lva,2016,6797000
lva,2017,7726000
lva,2018,7775000
lva,2019,8342000
lva,2020,3204000
mac,1995,7752000
mac,1996,8151000
mac,1997,7000000
mac,1998,6949000
mac,1999,7444000
mac,2000,9162000
mac,2001,10279000
mac,2002,11531000
mac,2003,11888000
mac,2004,16673000
mac,2005,18711000
mac,2006,21998000
mac,2007,27003000
mac,2008,22933000
mac,2009,21753000
mac,2010,24965000
mac,2011,28002000
mac,2012,28082000
mac,2013,29325000
mac,2014,31526000
mac,2015,30715000
mac,2016,30950000
mac,2017,32611000
mac,2018,35804000
mac,2019,39406000
mac,2020,5897000
mar,1995,2752000
mar,1996,2856000
mar,1997,3203000
mar,1998,3267000
mar,1999,4088000
mar,2000,4458000
mar,2001,4596000
mar,2002,4709000
mar,2003,5021000
mar,2004,5732000
mar,2005,6077000
mar,2006,6777000
mar,2007,7701000
mar,2008,8209000
mar,2009,8661000
mar,2010,9752000
mar,2011,9784000
mar,2012,9830000
mar,2013,10349000
mar,2014,10507000
mar,2015,10542000
mar,2016,10677000
mar,2017,11540000
mar,2018,12489000
mar,2019,13109000
mar,2020,2802000
mco,1995,233000
mco,1996,226000
mco,1997,259000
mco,1998,278000
mco,1999,278000
mco,2000,300000
mco,2001,270000
mco,2002,263000
mco,2003,235000
mco,2004,250000
mco,2005,286000
mco,2006,313000
mco,2007,328000
mco,2008,324000
mco,2009,265000
mco,2010,279000
mco,2011,295000
mco,2012,292000
mco,2013,328000
mco,2014,329000
mco,2015,331000
mco,2016,336000
mco,2017,355000
mco,2018,347000
mco,2019,363000
mco,2020,159000
mda,1995,32000
mda,1996,29000
mda,1997,21000
mda,1998,19000
mda,1999,14000
mda,2000,18000
mda,2001,16000
mda,2002,18000
mda,2003,21000
mda,2004,69000
mda,2005,67000
mda,2006,63000
mda,2007,70000
mda,2008,73000
mda,2009,60000
mda,2010,64000
mda,2011,75000
mda,2012,89000
mda,2013,95599.99847
mda,2014,93900.00153
mda,2015,94400.00153
mda,2016,121000
mda,2017,145000
mda,2018,160000
mda,2019,174000
mda,2020,29000
mdg,1995,115000
mdg,2015,282000
mdg,2016,333000
mdg,2017,285000
mdg,2018,360000
mdg,2019,486000
mdg,2020,87099.99847
mdv,1995,315000
mdv,1996,339000
mdv,1997,366000
mdv,1998,396000
mdv,1999,430000
mdv,2000,467000
mdv,2001,461000
mdv,2002,485000
mdv,2003,564000
mdv,2004,617000
mdv,2005,395000
mdv,2006,602000
mdv,2007,676000
mdv,2008,683000
mdv,2009,656000
mdv,2010,792000
mdv,2011,931000
mdv,2012,958000
mdv,2013,1125000
mdv,2014,1205000
mdv,2015,1234000
mdv,2016,1286000
mdv,2017,1390000
mdv,2018,1484000
mdv,2019,1703000
mdv,2020,555000
mex,1995,85446000
mex,1996,90394000
mex,1997,92915000
mex,1998,95214000
mex,1999,99869000
mex,2000,105673000
mex,2001,100718000
mex,2002,100153000
mex,2003,92330000
mex,2004,99250000
mex,2005,103146000
mex,2006,97701000
mex,2007,93582000
mex,2008,92948000
mex,2009,88044000
mex,2010,81953000
mex,2011,75732000
mex,2012,76749000
mex,2013,78100000
mex,2014,81042000
mex,2015,87129000
mex,2016,94853000
mex,2017,99349000
mex,2018,96497000
mex,2019,97406000
mex,2020,51128000
mhl,1995,5500
mhl,1996,6199.99981
mhl,1997,6400.0001
mhl,1998,6400.0001
mhl,1999,4599.9999
mhl,2000,5199.99981
mhl,2001,5400.0001
mhl,2002,6000
mhl,2003,7199.99981
mhl,2004,9000
mhl,2005,9199.99981
mhl,2006,5800.00019
mhl,2007,7199.99981
mhl,2008,6000
mhl,2009,5400.0001
mhl,2010,4599.9999
mhl,2011,4599.9999
mhl,2012,4599.9999
mhl,2014,4900.0001
mhl,2015,6300.00019
mhl,2016,5400.0001
mhl,2017,6000
mhl,2018,6800.00019
mhl,2019,6099.9999
mkd,1995,147000
mkd,1996,136000
mkd,1997,121000
mkd,1998,157000
mkd,1999,181000
mkd,2000,224000
mkd,2001,99000
mkd,2002,123000
mkd,2003,158000
mkd,2004,165000
mkd,2005,197000
mkd,2006,202000
mkd,2007,230000
mkd,2008,255000
mkd,2009,259000
mkd,2010,262000
mkd,2011,327000
mkd,2012,351000
mkd,2013,400000
mkd,2014,425000
mkd,2015,486000
mkd,2016,510000
mkd,2017,631000
mkd,2018,707000
mkd,2019,758000
mkd,2020,118000
mli,1995,42000
mli,1996,98000
mli,1997,75000
mli,1998,83000
mli,1999,82000
mli,2000,86000
mli,2001,89000
mli,2002,96000
mli,2003,110000
mli,2004,113000
mli,2005,143000
mli,2006,153000
mli,2007,164000
mli,2008,190000
mli,2009,160000
mli,2010,169000
mli,2011,160000
mli,2012,134000
mli,2013,142000
mli,2014,168000
mli,2015,159000
mli,2016,173000
mli,2017,193000
mli,2018,203000
mli,2019,217000
mlt,1995,1193000
mlt,1996,1123000
mlt,1997,1238000
mlt,1998,1326000
mlt,1999,1402000
mlt,2000,1387000
