geo,time,ic_wrh_proc
mwi,2014,13
mwi,2015,13
mwi,2016,13
mwi,2017,13
mwi,2018,13
mwi,2019,13
mys,2005,21
mys,2006,21
mys,2007,21
mys,2008,21
mys,2009,21
mys,2010,21
mys,2011,22
mys,2012,37
mys,2013,14
mys,2014,14
mys,2015,14
mys,2016,13
mys,2017,13
mys,2018,10
mys,2019,9
nam,2005,12
nam,2006,12
nam,2007,12
nam,2008,12
nam,2009,12
nam,2010,12
nam,2011,12
nam,2012,12
nam,2013,12
nam,2014,12
nam,2015,12
nam,2016,12
nam,2017,12
nam,2018,12
nam,2019,12
ner,2005,28
ner,2006,19
ner,2007,19
ner,2008,19
ner,2009,19
ner,2010,19
ner,2011,19
ner,2012,19
ner,2013,19
ner,2014,19
ner,2015,19
ner,2016,19
ner,2017,19
ner,2018,19
ner,2019,19
nga,2013,16.08
nga,2014,16.08
nga,2015,16.08
nga,2016,16.08
nga,2017,15.31
nga,2018,15.31
nga,2019,15.31
nic,2005,18
nic,2006,18
nic,2007,18
nic,2008,18
nic,2009,18
nic,2010,18
nic,2011,18
nic,2012,18
nic,2013,18
nic,2014,18
nic,2015,18
nic,2016,18
nic,2017,18
nic,2018,18
nic,2019,18
nld,2005,14
nld,2006,14
nld,2007,14
nld,2008,14
nld,2009,14
nld,2010,14
nld,2011,14
nld,2012,13
nld,2013,13
nld,2014,13
nld,2015,13
nld,2016,13
nld,2017,13
nld,2018,13
nld,2019,13
nor,2005,10
nor,2006,10
nor,2007,10
nor,2008,10
nor,2009,11
nor,2010,11
nor,2011,11
nor,2012,11
nor,2013,11
nor,2014,11
nor,2015,11
nor,2016,11
nor,2017,11
nor,2018,11
nor,2019,11
npl,2005,11
npl,2006,11
npl,2007,11
npl,2008,11
npl,2009,11
npl,2010,12
npl,2011,12
npl,2012,12
npl,2013,12
npl,2014,10
npl,2015,10
npl,2016,12
npl,2017,12
npl,2018,12
npl,2019,12
nzl,2005,11
nzl,2006,11
nzl,2007,11
nzl,2008,11
nzl,2009,11
nzl,2010,11
nzl,2011,11
nzl,2012,11
nzl,2013,11
nzl,2014,11
nzl,2015,11
nzl,2016,11
nzl,2017,11
nzl,2018,11
nzl,2019,11
omn,2005,15
omn,2006,15
omn,2007,15
omn,2008,15
omn,2009,15
omn,2010,15
omn,2011,15
omn,2012,15
omn,2013,15
omn,2014,15
omn,2015,15
omn,2016,15
omn,2017,15
omn,2018,15
omn,2019,15
pak,2013,18.4
pak,2014,18.4
pak,2015,19.05
pak,2016,19.05
pak,2017,19.05
pak,2018,19.05
pak,2019,17.05
pan,2005,20
pan,2006,20
pan,2007,20
pan,2008,20
pan,2009,19
pan,2010,19
pan,2011,19
pan,2012,19
pan,2013,18
pan,2014,18
pan,2015,18
pan,2016,18
pan,2017,18
pan,2018,18
pan,2019,18
per,2005,17
per,2006,18
per,2007,18
per,2008,21
per,2009,21
per,2010,21
per,2011,21
per,2012,19
per,2013,19
per,2014,19
per,2015,19
per,2016,19
per,2017,19
per,2018,19
per,2019,19
phl,2005,26
phl,2006,27
phl,2007,27
phl,2008,27
phl,2009,27
phl,2010,27
phl,2011,27
phl,2012,26
phl,2013,23
phl,2014,23
phl,2015,23
phl,2016,23
phl,2017,23
phl,2018,23
phl,2019,22
plw,2005,20
plw,2006,20
plw,2007,20
plw,2008,20
plw,2009,20
plw,2010,20
plw,2011,20
plw,2012,20
plw,2013,20
plw,2014,20
plw,2015,20
plw,2016,20
plw,2017,20
plw,2018,20
plw,2019,20
png,2005,17
png,2006,17
png,2007,17
png,2008,17
png,2009,17
png,2010,17
png,2011,17
png,2012,17
png,2013,17
png,2014,17
png,2015,17
png,2016,17
png,2017,17
png,2018,17
png,2019,17
pol,2005,22
pol,2006,22
pol,2007,20
pol,2008,20
pol,2009,20
pol,2010,20
pol,2011,20
pol,2012,18
pol,2013,18
pol,2014,16
pol,2015,16
pol,2016,12
pol,2017,12
pol,2018,12
pol,2019,12
pri,2005,18
pri,2006,18
pri,2007,18
pri,2008,18
pri,2009,18
pri,2010,18
pri,2011,21
pri,2012,23
pri,2013,23
pri,2014,22
pri,2015,22
pri,2016,22
pri,2017,22
pri,2018,22
pri,2019,22
prt,2005,16
prt,2006,16
prt,2007,16
prt,2008,17
prt,2009,15
prt,2010,16
prt,2011,14
prt,2012,14
prt,2013,14
prt,2014,14
prt,2015,14
prt,2016,14
prt,2017,14
prt,2018,14
prt,2019,14
pry,2005,15
pry,2006,15
pry,2007,14
pry,2008,14
pry,2009,14
pry,2010,14
pry,2011,14
pry,2012,14
pry,2013,14
pry,2014,14
pry,2015,14
pry,2016,14
pry,2017,14
pry,2018,14
pry,2019,14
pse,2005,21
pse,2006,21
pse,2007,21
pse,2008,21
pse,2009,21
pse,2010,21
pse,2011,21
pse,2012,21
pse,2013,21
pse,2014,21
pse,2015,20
pse,2016,20
pse,2017,20
pse,2018,20
pse,2019,20
qat,2007,17
qat,2008,17
qat,2009,17
qat,2010,17
qat,2011,17
qat,2012,17
qat,2013,17
qat,2014,17
qat,2015,13
qat,2016,13
qat,2017,13
qat,2018,13
qat,2019,13
rou,2005,17
rou,2006,17
rou,2007,18
rou,2008,18
rou,2009,19
rou,2010,22
rou,2011,23
rou,2012,23
rou,2013,23
rou,2014,23
rou,2015,24
rou,2016,24
rou,2017,24
rou,2018,24
rou,2019,24
rus,2013,20.6
rus,2014,15
rus,2015,15
rus,2016,14.1
rus,2017,14.1
rus,2018,13.1
rus,2019,13.1
rwa,2005,13
rwa,2006,13
rwa,2007,13
rwa,2008,11
rwa,2009,11
rwa,2010,11
rwa,2011,11
rwa,2012,11
rwa,2013,14
rwa,2014,14
rwa,2015,14
rwa,2016,15
rwa,2017,15
rwa,2018,15
rwa,2019,15
sau,2005,19
sau,2006,19
sau,2007,19
sau,2008,19
sau,2009,18
sau,2010,15
sau,2011,15
sau,2012,15
sau,2013,15
sau,2014,15
sau,2015,15
sau,2016,15
sau,2017,15
sau,2018,15
sau,2019,14
sdn,2005,17
sdn,2006,17
sdn,2007,17
sdn,2008,16
sdn,2009,16
sdn,2010,16
sdn,2011,16
sdn,2012,16
sdn,2013,16
sdn,2014,16
sdn,2015,16
sdn,2016,16
sdn,2017,16
sdn,2018,16
sdn,2019,16
sen,2005,13
sen,2006,13
sen,2007,13
sen,2008,13
sen,2009,13
sen,2010,14
sen,2011,14
sen,2012,14
sen,2013,14
sen,2014,14
sen,2015,14
sen,2016,14
sen,2017,14
sen,2018,14
sen,2019,14
sgp,2005,13
sgp,2006,13
sgp,2007,13
sgp,2008,13
sgp,2009,13
sgp,2010,13
sgp,2011,13
sgp,2012,13
sgp,2013,13
sgp,2014,14
sgp,2015,14
sgp,2016,10
sgp,2017,10
sgp,2018,10
sgp,2019,9
slb,2005,14
slb,2006,14
slb,2007,14
slb,2008,14
slb,2009,14
slb,2010,14
slb,2011,14
slb,2012,14
slb,2013,14
slb,2014,14
slb,2015,14
slb,2016,14
slb,2017,14
slb,2018,14
slb,2019,14
sle,2005,41
sle,2006,41
sle,2007,41
sle,2008,18
sle,2009,18
sle,2010,18
sle,2011,17
sle,2012,17
sle,2013,17
sle,2014,17
sle,2015,17
sle,2016,17
sle,2017,17
sle,2018,17
sle,2019,17
slv,2005,18
slv,2006,18
slv,2007,18
slv,2008,18
slv,2009,18
slv,2010,18
slv,2011,18
slv,2012,18
slv,2013,18
slv,2014,18
slv,2015,18
slv,2016,18
slv,2017,18
slv,2018,16
slv,2019,16
smr,2012,13
smr,2013,15
smr,2014,15
smr,2015,15
smr,2016,15
smr,2017,15
smr,2018,15
smr,2019,15
srb,2005,19
srb,2006,18
srb,2007,18
srb,2008,18
srb,2009,18
srb,2010,18
srb,2011,18
srb,2012,18
srb,2013,18
srb,2014,18
srb,2015,21
srb,2016,12
srb,2017,12
srb,2018,11
srb,2019,11
ssd,2012,23
ssd,2013,23
ssd,2014,23
ssd,2015,23
ssd,2016,23
ssd,2017,23
ssd,2018,23
ssd,2019,23
stp,2005,16
stp,2006,16
stp,2007,16
stp,2008,16
stp,2009,16
stp,2010,16
stp,2011,16
stp,2012,16
stp,2013,16
stp,2014,16
stp,2015,16
stp,2016,16
stp,2017,16
stp,2018,16
stp,2019,16
sur,2005,10
sur,2006,10
sur,2007,10
sur,2008,10
sur,2009,10
sur,2010,10
sur,2011,10
sur,2012,10
sur,2013,10
sur,2014,10
sur,2015,10
sur,2016,10
sur,2017,10
sur,2018,10
sur,2019,10
svk,2005,14
svk,2006,14
svk,2007,14
svk,2008,14
svk,2009,14
svk,2010,14
svk,2011,14
svk,2012,14
svk,2013,14
svk,2014,14
svk,2015,14
svk,2016,14
svk,2017,14
svk,2018,14
svk,2019,14
svn,2005,19
svn,2006,19
svn,2007,19
svn,2008,19
svn,2009,18
svn,2010,18
svn,2011,18
svn,2012,18
svn,2013,17
svn,2014,17
svn,2015,17
svn,2016,17
svn,2017,17
svn,2018,17
svn,2019,17
swe,2005,8
swe,2006,8
swe,2007,8
swe,2008,8
swe,2009,8
swe,2010,8
swe,2011,8
swe,2012,8
swe,2013,8
swe,2014,8
swe,2015,8
swe,2016,8
swe,2017,8
swe,2018,8
swe,2019,8
swz,2005,13
swz,2006,13
swz,2007,13
swz,2008,13
swz,2009,13
swz,2010,13
swz,2011,13
swz,2012,13
swz,2013,13
swz,2014,13
swz,2015,13
swz,2016,13
swz,2017,14
swz,2018,14
swz,2019,14
syc,2005,16
syc,2006,16
syc,2007,16
syc,2008,16
syc,2009,16
syc,2010,16
syc,2011,16
syc,2012,16
syc,2013,16
syc,2014,16
syc,2015,16
syc,2016,16
syc,2017,16
syc,2018,16
syc,2019,16
syr,2005,20
syr,2006,20
syr,2007,20
syr,2008,20
syr,2009,20
syr,2010,20
syr,2011,20
syr,2012,20
tcd,2005,13
tcd,2006,13
tcd,2007,13
tcd,2008,13
tcd,2009,13
tcd,2010,13
tcd,2011,13
tcd,2012,14
tcd,2013,14
tcd,2014,14
tcd,2015,14
tcd,2016,14
tcd,2017,14
tcd,2018,14
tcd,2019,14
tgo,2005,13
tgo,2006,13
tgo,2007,13
tgo,2008,13
tgo,2009,13
tgo,2010,13
tgo,2011,13
tgo,2012,13
tgo,2013,13
tgo,2014,12
tgo,2015,12
tgo,2016,12
tgo,2017,12
tgo,2018,12
tgo,2019,12
tha,2005,19
tha,2006,19
tha,2007,19
tha,2008,19
tha,2009,19
tha,2010,19
tha,2011,19
tha,2012,19
tha,2013,19
tha,2014,19
tha,2015,19
tha,2016,19
tha,2017,19
tha,2018,19
tha,2019,14
tjk,2005,28
tjk,2006,28
tjk,2007,28
tjk,2008,28
tjk,2009,27
tjk,2010,26
tjk,2011,26
tjk,2012,26
tjk,2013,26
tjk,2014,26
tjk,2015,26
tjk,2016,26
tjk,2017,26
tjk,2018,26
tjk,2019,26
tls,2005,16
tls,2006,16
tls,2007,16
tls,2008,16
tls,2009,16
tls,2010,16
tls,2011,16
tls,2012,16
tls,2013,16
tls,2014,16
tls,2015,16
tls,2016,16
tls,2017,16
tls,2018,16
tls,2019,16
ton,2005,15
ton,2006,15
ton,2007,15
ton,2008,12
ton,2009,12
ton,2010,12
ton,2011,12
ton,2012,12
ton,2013,12
ton,2014,12
ton,2015,12
ton,2016,14
ton,2017,14
ton,2018,14
ton,2019,14
tto,2005,16
tto,2006,16
tto,2007,16
tto,2008,16
tto,2009,16
tto,2010,16
tto,2011,16
tto,2012,16
tto,2013,16
tto,2014,16
tto,2015,16
tto,2016,16
tto,2017,16
tto,2018,16
tto,2019,16
tun,2005,15
tun,2006,15
tun,2007,15
tun,2008,15
tun,2009,15
tun,2010,15
tun,2011,15
tun,2012,14
tun,2013,14
tun,2014,14
tun,2015,14
tun,2016,14
tun,2017,14
tun,2018,14
tun,2019,14
tur,2005,22
tur,2006,22
tur,2007,22
tur,2008,22
tur,2009,22
tur,2010,22
tur,2011,22
tur,2012,20
tur,2013,19
tur,2014,19
tur,2015,18
tur,2016,18
tur,2017,18
tur,2018,18
tur,2019,18
tza,2005,21
tza,2006,21
tza,2007,21
tza,2008,21
tza,2009,21
tza,2010,22
tza,2011,22
tza,2012,22
tza,2013,22
tza,2014,23
tza,2015,24
tza,2016,24
tza,2017,24
tza,2018,24
tza,2019,24
uga,2005,17
uga,2006,17
uga,2007,17
uga,2008,17
uga,2009,17
uga,2010,17
uga,2011,17
uga,2012,17
uga,2013,18
uga,2014,18
uga,2015,18
uga,2016,18
uga,2017,18
uga,2018,18
uga,2019,18
ukr,2005,29
ukr,2006,29
ukr,2007,29
ukr,2008,29
ukr,2009,29
ukr,2010,21
ukr,2011,21
ukr,2012,21
ukr,2013,12
ukr,2014,12
ukr,2015,12
ukr,2016,12
ukr,2017,12
ukr,2018,11
ukr,2019,10
ury,2005,19
ury,2006,19
ury,2007,19
ury,2008,19
ury,2009,19
ury,2010,19
ury,2011,19
ury,2012,19
ury,2013,19
ury,2014,19
ury,2015,19
ury,2016,19
ury,2017,19
ury,2018,19
ury,2019,19
usa,2013,15.8
usa,2014,15.8
usa,2015,15.8
usa,2016,15.8
usa,2017,15.8
usa,2018,15.8
usa,2019,15.8
uzb,2005,22
uzb,2006,22
uzb,2007,22
uzb,2008,22
uzb,2009,22
uzb,2010,22
uzb,2011,22
uzb,2012,22
uzb,2013,22
uzb,2014,22
uzb,2015,22
uzb,2016,22
uzb,2017,17
uzb,2018,17
uzb,2019,17
vct,2005,7
vct,2006,9
vct,2007,9
vct,2008,9
vct,2009,9
vct,2010,9
vct,2011,8
vct,2012,14
vct,2013,14
vct,2014,14
vct,2015,14
vct,2016,14
vct,2017,14
vct,2018,14
vct,2019,14
ven,2005,11
ven,2006,11
ven,2007,11
ven,2008,11
ven,2009,11
ven,2010,11
ven,2011,11
ven,2012,11
ven,2013,11
ven,2014,11
ven,2015,11
ven,2016,11
ven,2017,11
ven,2018,11
ven,2019,11
vnm,2005,10
vnm,2006,10
vnm,2007,10
vnm,2008,10
vnm,2009,10
vnm,2010,10
vnm,2011,10
vnm,2012,10
vnm,2013,10
vnm,2014,10
vnm,2015,10
vnm,2016,10
vnm,2017,10
vnm,2018,10
vnm,2019,10
vut,2005,7
vut,2006,7
vut,2007,7
vut,2008,7
vut,2009,7
vut,2010,7
vut,2011,12
vut,2012,13
vut,2013,13
vut,2014,15
vut,2015,15
vut,2016,15
vut,2017,15
vut,2018,15
vut,2019,15
wsm,2005,18
wsm,2006,18
wsm,2007,18
wsm,2008,18
wsm,2009,18
wsm,2010,18
wsm,2011,18
wsm,2012,18
wsm,2013,18
wsm,2014,18
wsm,2015,18
wsm,2016,18
wsm,2017,18
wsm,2018,18
wsm,2019,18
yem,2005,11
yem,2006,11
yem,2007,11
yem,2008,11
yem,2009,11
yem,2010,11
yem,2011,11
yem,2012,11
yem,2013,11
yem,2014,11
yem,2015,11
zaf,2005,18
zaf,2006,18
zaf,2007,18
zaf,2008,18
zaf,2009,18
zaf,2010,18
zaf,2011,18
zaf,2012,18
zaf,2013,18
zaf,2014,20
zaf,2015,20
zaf,2016,20
zaf,2017,20
zaf,2018,20
zaf,2019,20
zmb,2005,11
zmb,2006,11
zmb,2007,11
zmb,2008,11
zmb,2009,11
zmb,2010,11
zmb,2011,10
zmb,2012,10
zmb,2013,10
zmb,2014,10
zmb,2015,10
zmb,2016,10
zmb,2017,10
zmb,2018,10
zmb,2019,10
zwe,2005,10
zwe,2006,10
zwe,2007,10
zwe,2008,10
zwe,2009,10
zwe,2010,10
zwe,2011,10
zwe,2012,10
zwe,2013,10
zwe,2014,10
zwe,2015,10
zwe,2016,10
zwe,2017,10
zwe,2018,10
zwe,2019,10
