geo,time,st_int_rcpt_cd
uga,2006,347000000
uga,2007,402000000
uga,2008,536000000
uga,2009,683000000
uga,2010,802000000
uga,2011,977000000
uga,2012,1157000000
uga,2013,960000000
uga,2014,984000000
uga,2015,1049000000
uga,2016,1118000000
uga,2017,954000000
uga,2018,1522000000
uga,2019,1400000000
uga,2020,518000000
ukr,1996,448000000
ukr,1997,477000000
ukr,1998,539000000
ukr,1999,503000000
ukr,2000,563000000
ukr,2001,759000000
ukr,2002,1001000000
ukr,2003,1204000000
ukr,2004,2931000000
ukr,2005,3542000000
ukr,2006,4018000000
ukr,2007,5320000000
ukr,2008,6722000000
ukr,2009,4349000000
ukr,2010,4696000000
ukr,2011,5406000000
ukr,2012,5988000000
ukr,2013,5931000000
ukr,2014,2264000000
ukr,2015,1662000000
ukr,2016,1723000000
ukr,2017,2019000000
ukr,2018,2269000000
ukr,2019,2595000000
ukr,2020,687000000
ury,1995,725000000
ury,1996,890000000
ury,1997,862000000
ury,2000,827000000
ury,2001,700000000
ury,2002,409000000
ury,2003,419000000
ury,2004,591000000
ury,2005,699000000
ury,2006,711000000
ury,2007,928000000
ury,2008,1195000000
ury,2009,1460000000
ury,2010,1669000000
ury,2011,2401000000
ury,2012,2666000000
ury,2013,2481000000
ury,2014,2341000000
ury,2015,2349000000
ury,2016,2396000000
ury,2017,2924000000
ury,2018,2708000000
ury,2019,2335000000
ury,2020,1085000000
usa,1995,93743000000
usa,1996,102196000000
usa,1997,107047000000
usa,1998,105095000000
usa,1999,109188000000
usa,2000,118316000000
usa,2001,105454000000
usa,2002,97415000000
usa,2003,94814000000
usa,2004,107210000000
usa,2005,116682000000
usa,2006,121030000000
usa,2007,134800000000
usa,2008,149094000000
usa,2009,137111000000
usa,2010,161821000000
usa,2011,178935000000
usa,2012,195113000000
usa,2013,213105000000
usa,2014,222746000000
usa,2015,230574000000
usa,2016,228549000000
usa,2017,233758000000
usa,2018,241984000000
usa,2019,239447000000
usa,2020,84205000000
uzb,1996,15000000
uzb,1997,198000000
uzb,1998,167000000
uzb,1999,102000000
uzb,2000,63000000
uzb,2001,72000000
uzb,2002,68000000
uzb,2003,48000000
uzb,2004,57000000
uzb,2014,660000000
uzb,2015,688000000
uzb,2016,579000000
uzb,2017,835000000
uzb,2018,1314000000
uzb,2019,1679000000
uzb,2020,395000000
vct,2014,178500000
vct,2015,211100006.10352
vct,2016,221300003.05176
vct,2017,215399993.89648
vct,2018,231000000
vct,2019,255000000
vct,2020,85000000
ven,1995,995000000
ven,1996,1026000000
ven,1997,623000000
ven,1998,769000000
ven,1999,643000000
ven,2000,469000000
ven,2001,677000000
ven,2002,484000000
ven,2003,378000000
ven,2004,554000000
ven,2005,722000000
ven,2006,843000000
ven,2007,972000000
ven,2008,1097000000
ven,2009,1053000000
ven,2010,885000000
ven,2011,806000000
ven,2012,904000000
ven,2013,926000000
ven,2014,900000000
ven,2015,654000000
ven,2016,546000000
vgb,1995,211000000
vgb,1996,227000000
vgb,1997,220000000
vgb,1998,255000000
vgb,1999,339000000
vgb,2000,345000000
vgb,2001,401000000
vgb,2002,345000000
vgb,2003,342000000
vgb,2004,393000000
vgb,2005,412000000
vgb,2006,438000000
vgb,2007,451000000
vgb,2008,446000000
vgb,2009,374000000
vgb,2010,389000000
vgb,2011,388000000
vgb,2012,398000000
vgb,2013,421000000
vgb,2014,459000000
vgb,2015,484000000
vir,1995,822000000
vir,1996,781000000
vir,1997,894000000
vir,1998,941000000
vir,1999,955000000
vir,2000,1206000000
vir,2001,1234000000
vir,2002,1195000000
vir,2003,1257000000
vir,2004,1356000000
vir,2005,1432000000
vir,2006,1468000000
vir,2007,1513000000
vir,2008,1157000000
vir,2009,1021000000
vir,2010,1223000000
vir,2011,1122000000
vir,2012,1210000000
vir,2013,1168000000
vir,2014,1319000000
vir,2015,1324000000
vir,2016,1343000000
vir,2017,1202000000
vir,2018,993000000
vir,2019,1031000000
vir,2020,686000000
vnm,2003,1400000000
vnm,2004,1700000000
vnm,2005,2300000000
vnm,2006,2850000000
vnm,2007,3750000000
vnm,2008,3930000000
vnm,2009,3050000000
vnm,2010,4450000000
vnm,2011,5710000000
vnm,2012,6850000000
vnm,2013,7250000000
vnm,2014,7410000000
vnm,2015,7350000000
vnm,2016,8500000000
vnm,2017,8890000000
vnm,2018,10080000000
vnm,2019,11830000000
vnm,2020,3232000000
vut,1998,72000000
vut,1999,59000000
vut,2000,69000000
vut,2001,58000000
vut,2002,72000000
vut,2003,83000000
vut,2004,93000000
vut,2005,104000000
vut,2006,109000000
vut,2007,142000000
vut,2008,188000000
vut,2009,214000000
vut,2010,242000000
vut,2011,249000000
vut,2012,268000000
vut,2013,314000000
vut,2014,284000000
vut,2015,254000000
vut,2016,275000000
vut,2017,289000000
vut,2018,325000000
vut,2019,295000000
vut,2020,67000000
wsm,1995,35699440.00244
wsm,1996,40398021.698
wsm,1997,38511844.63501
wsm,1998,39600471.49658
wsm,1999,42500000
wsm,2004,70000000
wsm,2005,73800003.05176
wsm,2006,88400001.52588
wsm,2007,102400001.52588
wsm,2008,111599998.47412
wsm,2009,115199996.94824
wsm,2010,123699996.94824
wsm,2011,134899993.89648
wsm,2012,148199996.94824
wsm,2013,137199996.94824
wsm,2014,147699996.94824
wsm,2015,142399993.89648
wsm,2016,148699996.94824
wsm,2017,167000000
wsm,2018,192300003.05176
wsm,2019,206100006.10352
wsm,2020,23059999.46594
yem,2010,1291000000
yem,2011,910000000
yem,2012,1005000000
yem,2013,1097000000
yem,2014,1199000000
yem,2015,116000000
yem,2016,116000000
zaf,1995,2654000000
zaf,1996,3137000000
zaf,1997,3422000000
zaf,1998,3419000000
zaf,1999,3407000000
zaf,2000,3338000000
zaf,2001,3256000000
zaf,2002,3695000000
zaf,2003,6674000000
zaf,2004,7571000000
zaf,2005,8629000000
zaf,2006,9211000000
zaf,2007,10226000000
zaf,2008,9178000000
zaf,2009,8684000000
zaf,2010,10309000000
zaf,2011,10706000000
zaf,2012,11202000000
zaf,2013,10468000000
zaf,2014,10484000000
zaf,2015,9140000000
zaf,2016,8807000000
zaf,2017,9706000000
zaf,2018,9789000000
zaf,2019,9064000000
zaf,2020,2716000000
zwe,1995,145000000
zwe,1996,232000000
zwe,1997,205000000
zwe,1998,158000000
zwe,1999,202000000
zwe,2000,125000000
zwe,2001,81000000
zwe,2002,76000000
zwe,2003,61000000
zwe,2004,194000000
zwe,2005,99000000
zwe,2006,338000000
zwe,2007,365000000
zwe,2008,294000000
zwe,2009,129000000
zwe,2010,135000000
zwe,2011,164000000
zwe,2012,174000000
zwe,2013,183000000
zwe,2014,186000000
zwe,2015,191000000
zwe,2016,194000000
zwe,2017,158000000
zwe,2018,191000000
zwe,2019,285000000
zwe,2020,66000000
