geo,time,gc_tax_impt_zs
zmb,2010,10.01188
zmb,2011,10.13162
zmb,2012,10.31476
zmb,2013,8.23497
zmb,2014,7.05991
zmb,2015,7.2611
zmb,2016,6.50574
zmb,2017,7.00221
zmb,2018,6.88799
zmb,2019,7.06272
zwe,2009,44.33674
zwe,2010,34.39022
zwe,2011,25.69341
zwe,2012,22.28986
zwe,2015,9.77557
zwe,2016,8.58984
zwe,2017,8.43385
zwe,2018,8.6167
