geo,time,sp_dyn_imrt_fe_in
brn,2007,7
brn,2008,7.1
brn,2009,7.1
brn,2010,7.2
brn,2011,7.4
brn,2012,7.5
brn,2013,7.6
brn,2014,7.8
brn,2015,8
brn,2016,8.2
brn,2017,8.3
brn,2018,8.5
brn,2019,8.6
brn,2020,8.7
btn,1969,179.9
btn,1970,174.3
btn,1971,168.7
btn,1972,163.5
btn,1973,158.1
btn,1974,153
btn,1975,147.9
btn,1976,143
btn,1977,138.2
btn,1978,133.7
btn,1979,129
btn,1980,124.4
btn,1981,119.8
btn,1982,115.5
btn,1983,111.2
btn,1984,107.1
btn,1985,103
btn,1986,99
btn,1987,95.1
btn,1988,91.3
btn,1989,87.6
btn,1990,84.1
btn,1991,80.7
btn,1992,77.3
btn,1993,74.1
btn,1994,70.9
btn,1995,67.8
btn,1996,64.8
btn,1997,61.8
btn,1998,59
btn,1999,56.2
btn,2000,53.4
btn,2001,50.8
btn,2002,48.3
btn,2003,45.9
btn,2004,43.5
btn,2005,41.1
btn,2006,38.8
btn,2007,36.7
btn,2008,34.7
btn,2009,32.8
btn,2010,31.1
btn,2011,29.5
btn,2012,28.1
btn,2013,26.9
btn,2014,25.8
btn,2015,24.8
btn,2016,23.9
btn,2017,23.1
btn,2018,22.3
btn,2019,21.6
btn,2020,20.9
bwa,1960,105.5
bwa,1961,102.5
bwa,1962,99.6
bwa,1963,96.8
bwa,1964,94.2
bwa,1965,91.6
bwa,1966,89
bwa,1967,86.5
bwa,1968,83.9
bwa,1969,81.2
bwa,1970,78.4
bwa,1971,75.6
bwa,1972,72.6
bwa,1973,69.6
bwa,1974,66.5
bwa,1975,63.3
bwa,1976,60.2
bwa,1977,57.1
bwa,1978,54.1
bwa,1979,51.4
bwa,1980,48.8
bwa,1981,46.4
bwa,1982,44
bwa,1983,41.9
bwa,1984,39.9
bwa,1985,38.1
bwa,1986,36.5
bwa,1987,35.1
bwa,1988,34.1
bwa,1989,33.6
bwa,1990,33.7
bwa,1991,34.2
bwa,1992,35.1
bwa,1993,36.1
bwa,1994,37.1
bwa,1995,38.1
bwa,1996,39.1
bwa,1997,40.1
bwa,1998,40.8
bwa,1999,41.4
bwa,2000,41
bwa,2001,40.4
bwa,2002,39.8
bwa,2003,39.1
bwa,2004,38.2
bwa,2005,35.2
bwa,2006,34.4
bwa,2007,35.8
bwa,2008,36.4
bwa,2009,36.3
bwa,2010,35.7
bwa,2011,37.2
bwa,2012,36.3
bwa,2013,35.6
bwa,2014,36.2
bwa,2015,35.8
bwa,2016,35.5
bwa,2017,34.4
bwa,2018,33.8
bwa,2019,33.2
bwa,2020,32.5
caf,1960,153.9
caf,1961,151.6
caf,1962,149.3
caf,1963,147
caf,1964,144.4
caf,1965,141.9
caf,1966,139.1
caf,1967,136.5
caf,1968,134
caf,1969,131.5
caf,1970,129
caf,1971,126.8
caf,1972,124.6
caf,1973,122.5
caf,1974,120.6
caf,1975,118.8
caf,1976,117
caf,1977,115.3
caf,1978,113.7
caf,1979,112.1
caf,1980,110.7
caf,1981,109.5
caf,1982,108.7
caf,1983,107.9
caf,1984,107.2
caf,1985,106.7
caf,1986,106.2
caf,1987,105.9
caf,1988,105.9
caf,1989,106.2
caf,1990,106.4
caf,1991,106.1
caf,1992,105.7
caf,1993,105.1
caf,1994,104.6
caf,1995,104.3
caf,1996,103.9
caf,1997,103.3
caf,1998,102.8
caf,1999,102.3
caf,2000,101.6
caf,2001,101
caf,2002,100.4
caf,2003,99.7
caf,2004,99
caf,2005,98.1
caf,2006,96.7
caf,2007,95.7
caf,2008,94.6
caf,2009,92.8
caf,2010,91.1
caf,2011,89
caf,2012,87
caf,2013,85.6
caf,2014,83.2
caf,2015,80.8
caf,2016,78.5
caf,2017,76.7
caf,2018,74.6
caf,2019,72.2
caf,2020,70.9
can,1960,24.2
can,1961,23.5
can,1962,22.8
can,1963,21.9
can,1964,21
can,1965,20.2
can,1966,19.4
can,1967,18.7
can,1968,17.9
can,1969,17
can,1970,16.2
can,1971,15.4
can,1972,14.7
can,1973,13.9
can,1974,13.2
can,1975,12.5
can,1976,11.8
can,1977,11.1
can,1978,10.4
can,1979,9.7
can,1980,9.1
can,1981,8.6
can,1982,8.1
can,1983,7.7
can,1984,7.4
can,1985,7.1
can,1986,6.8
can,1987,6.6
can,1988,6.4
can,1989,6.2
can,1990,6
can,1991,5.9
can,1992,5.7
can,1993,5.5
can,1994,5.3
can,1995,5.2
can,1996,5.1
can,1997,4.9
can,1998,4.9
can,1999,4.8
can,2000,4.8
can,2001,4.8
can,2002,4.8
can,2003,4.8
can,2004,4.8
can,2005,4.8
can,2006,4.8
can,2007,4.7
can,2008,4.7
can,2009,4.6
can,2010,4.6
can,2011,4.5
can,2012,4.5
can,2013,4.4
can,2014,4.4
can,2015,4.3
can,2016,4.3
can,2017,4.2
can,2018,4.2
can,2019,4.1
can,2020,4
che,1960,18.7
che,1961,18.3
che,1962,17.9
che,1963,17.3
che,1964,16.6
che,1965,15.9
che,1966,15.2
che,1967,14.6
che,1968,14
che,1969,13.5
che,1970,12.9
che,1971,12.2
che,1972,11.6
che,1973,10.9
che,1974,10.3
che,1975,9.6
che,1976,9
che,1977,8.4
che,1978,8
che,1979,7.6
che,1980,7.3
che,1981,7
che,1982,6.8
che,1983,6.6
che,1984,6.5
che,1985,6.4
che,1986,6.3
che,1987,6.2
che,1988,6.1
che,1989,6
che,1990,5.8
che,1991,5.6
che,1992,5.4
che,1993,5.1
che,1994,4.9
che,1995,4.7
che,1996,4.5
che,1997,4.4
che,1998,4.3
che,1999,4.3
che,2000,4.2
che,2001,4.2
che,2002,4.1
che,2003,4
che,2004,4
che,2005,3.9
che,2006,3.8
che,2007,3.8
che,2008,3.7
che,2009,3.6
che,2010,3.6
che,2011,3.6
che,2012,3.5
che,2013,3.5
che,2014,3.5
che,2015,3.4
che,2016,3.4
che,2017,3.3
che,2018,3.3
che,2019,3.3
che,2020,3.2
chl,1960,121.7
chl,1961,114.9
chl,1962,109.6
chl,1963,105
chl,1964,98.3
chl,1965,89.2
chl,1966,79.9
chl,1967,72.3
chl,1968,66.7
chl,1969,63.4
chl,1970,61.5
chl,1971,60.9
chl,1972,59.7
chl,1973,57.7
chl,1974,54.2
chl,1975,48.9
chl,1976,43.1
chl,1977,36.9
chl,1978,31.5
chl,1979,27.6
chl,1980,24.9
chl,1981,22.7
chl,1982,20.5
chl,1983,18.6
chl,1984,17.4
chl,1985,17
chl,1986,16.8
chl,1987,16.6
chl,1988,16.2
chl,1989,15.5
chl,1990,14.5
chl,1991,13.5
chl,1992,12.4
chl,1993,11.5
chl,1994,10.7
chl,1995,10.1
chl,1996,9.6
chl,1997,9.4
chl,1998,9.2
chl,1999,8.8
chl,2000,8.4
chl,2001,7.9
chl,2002,7.5
chl,2003,7.3
chl,2004,7.1
chl,2005,7
chl,2006,6.9
chl,2007,6.8
chl,2008,6.9
chl,2009,6.8
chl,2010,6.8
chl,2011,6.7
chl,2012,6.6
chl,2013,6.4
chl,2014,6.3
chl,2015,6.1
chl,2016,6
chl,2017,5.8
chl,2018,5.6
chl,2019,5.5
chl,2020,5.3
chn,1969,79.5
chn,1970,75.9
chn,1971,72.3
chn,1972,68.9
chn,1973,65.5
chn,1974,62
chn,1975,58.5
chn,1976,55
chn,1977,51.9
chn,1978,49
chn,1979,46.4
chn,1980,44.3
chn,1981,42.6
chn,1982,41.3
chn,1983,40.4
chn,1984,39.8
chn,1985,39.6
chn,1986,39.7
chn,1987,39.9
chn,1988,40.2
chn,1989,40.4
chn,1990,40.4
chn,1991,40.1
chn,1992,39.6
chn,1993,38.7
chn,1994,37.6
chn,1995,36.3
chn,1996,34.9
chn,1997,33.4
chn,1998,31.8
chn,1999,30.1
chn,2000,28.2
chn,2001,26.1
chn,2002,24
chn,2003,22
chn,2004,20
chn,2005,18.1
chn,2006,16.5
chn,2007,15.1
chn,2008,13.8
chn,2009,12.7
chn,2010,11.7
chn,2011,10.7
chn,2012,9.9
chn,2013,9.1
chn,2014,8.4
chn,2015,7.7
chn,2016,7.1
chn,2017,6.6
chn,2018,6.1
chn,2019,5.6
chn,2020,5.1
civ,1960,193.7
civ,1961,188.4
civ,1962,183.3
civ,1963,178.3
civ,1964,173.5
civ,1965,169.3
civ,1966,165.1
civ,1967,161
civ,1968,156.9
civ,1969,152.8
civ,1970,148.6
civ,1971,144.2
civ,1972,139.5
civ,1973,134.8
civ,1974,129.9
civ,1975,125.1
civ,1976,120.1
civ,1977,115.5
civ,1978,111.3
civ,1979,107.7
civ,1980,104.9
civ,1981,102.6
civ,1982,100.5
civ,1983,98.8
civ,1984,97.3
civ,1985,96.3
civ,1986,95.5
civ,1987,95
civ,1988,94.5
civ,1989,94.5
civ,1990,94.4
civ,1991,94.4
civ,1992,94.3
civ,1993,94.1
civ,1994,93.4
civ,1995,92.7
civ,1996,91.7
civ,1997,90.5
civ,1998,89.1
civ,1999,87.5
civ,2000,85.8
civ,2001,83.9
civ,2002,81.9
civ,2003,79.9
civ,2004,77.8
civ,2005,75.5
civ,2006,73.7
civ,2007,71.5
civ,2008,69.2
civ,2009,67.4
civ,2010,65.6
civ,2011,64.1
civ,2012,62.4
civ,2013,60.7
civ,2014,59.1
civ,2015,57.7
civ,2016,56.6
civ,2017,55.3
civ,2018,53.8
civ,2019,52.3
civ,2020,50.9
cmr,1960,153.9
cmr,1961,150.5
cmr,1962,147.8
cmr,1963,145.4
cmr,1964,142.9
cmr,1965,139.9
cmr,1966,136.1
cmr,1967,131.5
cmr,1968,126.6
cmr,1969,121.7
cmr,1970,117.1
cmr,1971,113
cmr,1972,109.8
cmr,1973,107.4
cmr,1974,106
cmr,1975,105
cmr,1976,104.4
cmr,1977,103.5
cmr,1978,102.4
cmr,1979,100.6
cmr,1980,98.4
cmr,1981,95.6
cmr,1982,92.6
cmr,1983,89.4
cmr,1984,86
cmr,1985,82.8
cmr,1986,80.2
cmr,1987,78.2
cmr,1988,76.9
cmr,1989,76.4
cmr,1990,76.7
cmr,1991,77.3
cmr,1992,78.4
cmr,1993,79.5
cmr,1994,80.4
cmr,1995,81.1
cmr,1996,81.6
cmr,1997,81.7
cmr,1998,81.5
cmr,1999,80.6
cmr,2000,79.3
cmr,2001,77.6
cmr,2002,75.8
cmr,2003,73.9
cmr,2004,72
cmr,2005,70.5
cmr,2006,68.8
cmr,2007,67.3
cmr,2008,65.5
cmr,2009,64
cmr,2010,61.7
cmr,2011,59.8
cmr,2012,57.6
cmr,2013,55.2
cmr,2014,53.3
cmr,2015,51.1
cmr,2016,49.4
cmr,2017,47.5
cmr,2018,45.9
cmr,2019,44.6
cmr,2020,43.1
cod,1969,141.1
cod,1970,139.6
cod,1971,138
cod,1972,136.5
cod,1973,135
cod,1974,133.5
cod,1975,131.8
cod,1976,130.2
cod,1977,128.5
cod,1978,126.8
cod,1979,125.3
cod,1980,123.8
cod,1981,122.4
cod,1982,121.1
cod,1983,119.7
cod,1984,118.4
cod,1985,117.2
cod,1986,116.1
cod,1987,115
cod,1988,113.9
cod,1989,112.9
cod,1990,111.8
cod,1991,110.7
cod,1992,109.5
cod,1993,108.4
cod,1994,107.3
cod,1995,106.1
cod,1996,104.8
cod,1997,103.3
cod,1998,101.7
cod,1999,99.9
cod,2000,97.9
cod,2001,95.8
cod,2002,93.6
cod,2003,91.5
cod,2004,89.2
cod,2005,86.9
cod,2006,84.7
cod,2007,82.5
cod,2008,80.3
cod,2009,78.2
cod,2010,76.1
cod,2011,74
cod,2012,72
cod,2013,70.1
cod,2014,68.2
cod,2015,66.3
cod,2016,64.6
cod,2017,62.8
cod,2018,61
cod,2019,59.3
cod,2020,57.6
cog,1960,106.9
cog,1961,102.9
cog,1962,99.4
cog,1963,96.1
cog,1964,93.1
cog,1965,90.3
cog,1966,87.4
cog,1967,84.8
cog,1968,82.3
cog,1969,80
cog,1970,77.8
cog,1971,75.8
cog,1972,73.9
cog,1973,72.2
cog,1974,70.6
cog,1975,69
cog,1976,67.6
cog,1977,66.2
cog,1978,64.8
cog,1979,63.4
cog,1980,62.1
cog,1981,60.8
cog,1982,59.5
cog,1983,58.1
cog,1984,56.7
cog,1985,55.4
cog,1986,54.4
cog,1987,53.6
cog,1988,53.3
cog,1989,53.3
cog,1990,53.8
cog,1991,54.7
cog,1992,55.9
cog,1993,57.5
cog,1994,59.3
cog,1995,61.2
cog,1996,63.2
cog,1997,65
cog,1998,66.4
cog,1999,66.8
cog,2000,66.3
cog,2001,64.8
cog,2002,62.3
cog,2003,59.1
cog,2004,55.4
cog,2005,51.7
cog,2006,48.2
cog,2007,45
cog,2008,42.3
cog,2009,40.3
cog,2010,38.7
cog,2011,37.5
cog,2012,36.6
cog,2013,35.6
cog,2014,34.7
cog,2015,33.7
cog,2016,32.8
cog,2017,31.9
cog,2018,31.1
cog,2019,32.3
cog,2020,29.5
col,1960,85.9
col,1961,83.3
col,1962,80.8
col,1963,78.5
col,1964,76.2
col,1965,74.1
col,1966,72
col,1967,70
col,1968,67.9
col,1969,65.8
col,1970,63.6
col,1971,61.4
col,1972,59.2
col,1973,56.9
col,1974,54.5
col,1975,52
col,1976,49.6
col,1977,47.1
col,1978,44.7
col,1979,42.3
col,1980,40
col,1981,37.9
col,1982,35.8
col,1983,34
col,1984,32.4
col,1985,30.9
col,1986,29.6
col,1987,28.5
col,1988,27.4
col,1989,26.5
col,1990,25.7
col,1991,24.9
col,1992,24.1
col,1993,23.3
col,1994,22.6
col,1995,21.8
col,1996,21.1
col,1997,20.4
col,1998,19.7
col,1999,19.1
col,2000,18.5
col,2001,18
col,2002,17.5
col,2003,17
col,2004,16.6
col,2005,16.1
col,2006,15.7
col,2007,15.2
col,2008,14.8
col,2009,14.3
col,2010,13.9
col,2011,13.4
col,2012,13
col,2013,12.6
col,2014,12.2
col,2015,11.8
col,2016,11.4
col,2017,11.1
col,2018,10.7
col,2019,10.4
col,2020,10.1
com,1970,142.3
com,1971,139.3
com,1972,136.2
com,1973,133.3
com,1974,130.3
com,1975,127.4
com,1976,124.3
com,1977,121.1
com,1978,117.6
com,1979,114.1
com,1980,110.6
com,1981,107.3
com,1982,103.9
com,1983,100.5
com,1984,97.3
com,1985,94.1
com,1986,91.1
com,1987,88.2
com,1988,85.6
com,1989,83.1
com,1990,80.7
com,1991,78.3
com,1992,75.9
com,1993,73.6
com,1994,71.7
com,1995,70.1
com,1996,68.8
com,1997,67.8
com,1998,67
com,1999,66.4
com,2000,66.1
com,2001,65.8
com,2002,65.8
com,2003,65.5
com,2004,64.8
com,2005,63.7
com,2006,62.4
com,2007,60.9
com,2008,59.4
com,2009,57.9
com,2010,56.4
com,2011,54.8
com,2012,53.4
com,2013,51.9
com,2014,50.6
com,2015,49.3
com,2016,47.9
com,2017,46.4
com,2018,45.1
com,2019,43.8
com,2020,42.5
cpv,1960,113.6
cpv,1961,112.4
cpv,1962,110.9
cpv,1963,109.4
cpv,1964,107.9
cpv,1965,106.2
cpv,1966,104
cpv,1967,101.5
cpv,1968,98.8
cpv,1969,95.7
cpv,1970,92.2
cpv,1971,88.3
cpv,1972,84.4
cpv,1973,80.4
cpv,1974,76.5
cpv,1975,72.7
cpv,1976,69.1
cpv,1977,65.9
cpv,1978,63.2
cpv,1979,61
cpv,1980,59.4
cpv,1981,58.3
cpv,1982,57.5
cpv,1983,56.7
cpv,1984,55.6
cpv,1985,53.9
cpv,1986,51.6
cpv,1987,49
cpv,1988,46.5
cpv,1989,44.2
cpv,1990,42.5
cpv,1991,41.5
cpv,1992,41
cpv,1993,40.9
cpv,1994,40.8
cpv,1995,40.3
cpv,1996,39
cpv,1997,36.9
cpv,1998,34.2
cpv,1999,31.2
cpv,2000,28.3
cpv,2001,25.8
cpv,2002,23.9
cpv,2003,22.6
cpv,2004,21.8
cpv,2005,21.4
cpv,2006,21.2
cpv,2007,21.1
cpv,2008,20.9
cpv,2009,20.6
cpv,2010,20
cpv,2011,19.2
cpv,2012,18.3
cpv,2013,17.2
cpv,2014,16.1
cpv,2015,15
cpv,2016,14
cpv,2017,13
cpv,2018,12.2
cpv,2019,11.6
cpv,2020,11
cri,1960,61.7
cri,1961,57.1
cri,1962,59
cri,1963,63.9
cri,1964,66.4
cri,1965,64.2
cri,1966,59.9
cri,1967,57.2
cri,1968,56.4
cri,1969,56.1
cri,1970,55.1
cri,1971,52.4
cri,1972,47.9
cri,1973,42.6
cri,1974,37.8
cri,1975,33.9
cri,1976,29.8
cri,1977,25.2
cri,1978,20.9
cri,1979,17.9
cri,1980,16.5
cri,1981,16.2
cri,1982,16.5
cri,1983,17
cri,1984,17.2
cri,1985,17
cri,1986,16.2
cri,1987,15
cri,1988,13.5
cri,1989,12.5
cri,1990,12.2
cri,1991,12
cri,1992,11.7
cri,1993,11.4
cri,1994,11.2
cri,1995,11.2
cri,1996,11.3
cri,1997,11.1
cri,1998,10.8
cri,1999,10.4
cri,2000,9.9
cri,2001,9.4
cri,2002,9.1
cri,2003,8.9
cri,2004,8.9
cri,2005,8.9
cri,2006,8.9
cri,2007,8.8
cri,2008,8.6
cri,2009,8.5
cri,2010,8.4
cri,2011,8.2
cri,2012,7.9
cri,2013,7.6
cri,2014,7.3
cri,2015,7.1
cri,2016,7.1
cri,2017,7
cri,2018,6.9
cri,2019,6.7
cri,2020,6.3
cub,1960,38.8
cub,1961,37.3
cub,1962,35.9
cub,1963,34.5
cub,1964,33.2
cub,1965,32
cub,1966,30.8
cub,1967,29.5
cub,1968,28.3
cub,1969,26.9
cub,1970,25.5
cub,1971,24.1
cub,1972,22.8
cub,1973,21.8
cub,1974,20.9
cub,1975,19.9
cub,1976,18.9
cub,1977,17.9
cub,1978,17
cub,1979,16.1
cub,1980,15.3
cub,1981,14.5
cub,1982,13.7
cub,1983,13
cub,1984,12.4
cub,1985,11.7
cub,1986,11.2
cub,1987,10.7
cub,1988,10.1
cub,1989,9.7
cub,1990,9.2
cub,1991,8.8
cub,1992,8.4
cub,1993,8
cub,1994,7.7
cub,1995,7.4
cub,1996,7.1
cub,1997,6.8
cub,1998,6.5
cub,1999,6.3
cub,2000,6.1
cub,2001,5.9
cub,2002,5.7
cub,2003,5.5
cub,2004,5.4
cub,2005,5.2
cub,2006,5
cub,2007,4.9
cub,2008,4.8
cub,2009,4.6
cub,2010,4.5
cub,2011,4.4
cub,2012,4.3
cub,2013,4.2
cub,2014,4.1
cub,2015,4
cub,2016,3.9
cub,2017,3.9
cub,2018,3.8
cub,2019,3.7
cub,2020,3.6
cyp,1971,31.4
cyp,1972,29.2
cyp,1973,27.1
cyp,1974,24.9
cyp,1975,22.6
cyp,1976,20.3
cyp,1977,18.1
cyp,1978,16.4
cyp,1979,15.5
cyp,1980,15.1
cyp,1981,14.8
cyp,1982,14.2
cyp,1983,13.1
cyp,1984,11.9
cyp,1985,10.6
cyp,1986,9.7
cyp,1987,9.1
cyp,1988,9
cyp,1989,9
cyp,1990,9
cyp,1991,8.9
cyp,1992,8.6
cyp,1993,8.2
cyp,1994,7.7
cyp,1995,7.3
cyp,1996,6.8
cyp,1997,6.4
cyp,1998,6
cyp,1999,5.6
cyp,2000,5.2
cyp,2001,4.8
cyp,2002,4.4
cyp,2003,4.1
cyp,2004,3.8
cyp,2005,3.5
cyp,2006,3.3
cyp,2007,3.1
cyp,2008,2.9
cyp,2009,2.7
cyp,2010,2.6
cyp,2011,2.5
cyp,2012,2.4
cyp,2013,2.3
cyp,2014,2.2
cyp,2015,2.2
cyp,2016,2.2
cyp,2017,2.1
cyp,2018,2.1
cyp,2019,2.1
cyp,2020,2.1
cze,1981,11.5
cze,1982,11.2
cze,1983,10.9
cze,1984,10.7
cze,1985,10.5
cze,1986,10.3
cze,1987,9.9
cze,1988,9.5
cze,1989,9.2
cze,1990,8.9
cze,1991,8.6
cze,1992,8.1
cze,1993,7.5
cze,1994,6.8
cze,1995,6.2
cze,1996,5.6
cze,1997,5.1
cze,1998,4.6
cze,1999,4.2
cze,2000,4
cze,2001,3.7
cze,2002,3.6
cze,2003,3.4
cze,2004,3.3
cze,2005,3.1
cze,2006,2.9
cze,2007,2.8
cze,2008,2.6
cze,2009,2.5
cze,2010,2.4
cze,2011,2.3
cze,2012,2.2
cze,2013,2.2
cze,2014,2.2
cze,2015,2.2
cze,2016,2.2
cze,2017,2.2
cze,2018,2.2
cze,2019,2.1
cze,2020,2
deu,1968,20.2
deu,1969,19.6
deu,1970,19
deu,1971,18.4
deu,1972,17.7
deu,1973,16.9
deu,1974,16.1
deu,1975,15.2
deu,1976,14.3
deu,1977,13.4
deu,1978,12.4
deu,1979,11.6
deu,1980,10.9
deu,1981,10.2
deu,1982,9.6
deu,1983,9
deu,1984,8.5
deu,1985,8
deu,1986,7.6
deu,1987,7.1
deu,1988,6.7
deu,1989,6.4
deu,1990,6
deu,1991,5.7
deu,1992,5.4
deu,1993,5.1
deu,1994,4.9
deu,1995,4.6
deu,1996,4.4
deu,1997,4.3
deu,1998,4.1
deu,1999,4
deu,2000,3.9
deu,2001,3.8
deu,2002,3.7
deu,2003,3.7
deu,2004,3.6
deu,2005,3.5
deu,2006,3.4
deu,2007,3.3
deu,2008,3.2
deu,2009,3.2
deu,2010,3.1
deu,2011,3.1
deu,2012,3.1
deu,2013,3
deu,2014,3
deu,2015,3
deu,2016,3
deu,2017,3
deu,2018,2.9
deu,2019,2.9
deu,2020,2.9
dji,1976,121.6
dji,1977,118.4
dji,1978,115.4
dji,1979,112.4
dji,1980,109.4
dji,1981,106.4
dji,1982,103.5
dji,1983,100.7
dji,1984,98
dji,1985,95.3
dji,1986,93
dji,1987,90.6
dji,1988,88.5
dji,1989,86.5
dji,1990,84.8
dji,1991,83.3
dji,1992,82.1
dji,1993,81
dji,1994,79.9
dji,1995,79.1
dji,1996,78.3
dji,1997,77.3
dji,1998,76.3
dji,1999,75.1
dji,2000,73.7
dji,2001,72.2
dji,2002,70.6
dji,2003,68.9
dji,2004,67.2
dji,2005,65.5
dji,2006,63.8
dji,2007,62.1
dji,2008,60.5
dji,2009,58.8
dji,2010,57.2
dji,2011,55.7
dji,2012,54.2
dji,2013,52.6
dji,2014,51.1
dji,2015,49.8
dji,2016,48.3
dji,2017,46.9
dji,2018,45.5
dji,2019,44.1
dji,2020,42.8
dma,1960,80
dma,1961,73.6
dma,1962,67.6
dma,1963,62.1
dma,1964,57
dma,1965,52.4
dma,1966,48.2
dma,1967,44.3
dma,1968,40.7
dma,1969,37.5
dma,1970,34.4
dma,1971,31.7
dma,1972,29.3
dma,1973,27
dma,1974,25
dma,1975,23.2
dma,1976,21.5
dma,1977,20.1
dma,1978,18.8
dma,1979,19.6
dma,1980,16.6
dma,1981,15.8
dma,1982,15
dma,1983,14.4
dma,1984,13.8
dma,1985,13.3
dma,1986,12.9
dma,1987,12.6
dma,1988,12.3
dma,1989,12.1
dma,1990,11.9
dma,1991,11.8
dma,1992,11.8
dma,1993,11.8
dma,1994,11.8
dma,1995,11.9
dma,1996,12
dma,1997,12.2
dma,1998,12.4
dma,1999,12.7
dma,2000,13
dma,2001,13.4
dma,2002,13.8
dma,2003,14.3
dma,2004,14.8
dma,2005,15.4
dma,2006,16.1
dma,2007,16.9
dma,2008,17.7
dma,2009,18.6
dma,2010,19.6
dma,2011,20.7
dma,2012,21.8
dma,2013,23
dma,2014,24.2
dma,2015,25.4
dma,2016,26.5
dma,2017,27.5
dma,2018,28.3
dma,2019,28.9
dma,2020,29.3
dnk,1960,18.1
dnk,1961,17.6
dnk,1962,17.1
dnk,1963,16.5
dnk,1964,15.8
dnk,1965,15
dnk,1966,14.1
dnk,1967,13.3
dnk,1968,12.7
dnk,1969,12.1
dnk,1970,11.6
dnk,1971,11
dnk,1972,10.4
dnk,1973,9.7
dnk,1974,9.1
dnk,1975,8.6
dnk,1976,8.1
dnk,1977,7.7
dnk,1978,7.4
dnk,1979,7.2
dnk,1980,7
dnk,1981,6.9
dnk,1982,6.8
dnk,1983,6.7
dnk,1984,6.8
dnk,1985,6.8
dnk,1986,6.9
dnk,1987,6.9
dnk,1988,6.9
dnk,1989,6.7
dnk,1990,6.4
dnk,1991,6.1
dnk,1992,5.7
dnk,1993,5.3
dnk,1994,5
dnk,1995,4.8
dnk,1996,4.6
dnk,1997,4.5
dnk,1998,4.4
dnk,1999,4.3
dnk,2000,4.2
dnk,2001,4.2
dnk,2002,4.1
dnk,2003,4
dnk,2004,3.9
dnk,2005,3.8
dnk,2006,3.6
dnk,2007,3.5
dnk,2008,3.3
dnk,2009,3.2
dnk,2010,3.2
dnk,2011,3.1
dnk,2012,3.1
dnk,2013,3.2
dnk,2014,3.2
dnk,2015,3.2
dnk,2016,3.2
dnk,2017,3.1
dnk,2018,3
dnk,2019,2.9
dnk,2020,2.8
dom,1960,97.8
dom,1961,97.2
dom,1962,96.2
dom,1963,95
dom,1964,93.5
dom,1965,91.9
dom,1966,90.2
dom,1967,88.5
dom,1968,86.6
dom,1969,84.7
dom,1970,82.8
dom,1971,80.6
dom,1972,78.3
dom,1973,75.7
dom,1974,73
dom,1975,70.3
dom,1976,67.7
dom,1977,65.3
dom,1978,63
dom,1979,60.7
dom,1980,58.6
dom,1981,56.6
dom,1982,54.7
dom,1983,52.8
dom,1984,51.2
dom,1985,49.6
dom,1986,48.1
dom,1987,46.6
dom,1988,45.1
dom,1989,43.7
dom,1990,42.2
dom,1991,40.7
dom,1992,39.1
dom,1993,37.7
dom,1994,36.2
dom,1995,34.9
dom,1996,33.6
dom,1997,32.4
dom,1998,31.3
dom,1999,30.3
dom,2000,29.5
dom,2001,28.9
dom,2002,28.3
dom,2003,27.9
dom,2004,27.5
dom,2005,27.2
dom,2006,26.9
dom,2007,26.7
dom,2008,26.5
dom,2009,26.3
dom,2010,26.2
dom,2011,26.1
dom,2012,26.1
dom,2013,26.1
dom,2014,26.2
dom,2015,26.2
dom,2016,26.2
dom,2017,26.1
dom,2018,26
dom,2019,25.7
dom,2020,25.3
dza,1960,140.2
dza,1961,140.3
dza,1962,140.6
dza,1963,141.1
dza,1964,141.5
dza,1965,142.1
dza,1966,142.5
dza,1967,142.6
dza,1968,142.2
dza,1969,141.2
dza,1970,139.6
dza,1971,137.4
dza,1972,134.7
dza,1973,131.4
dza,1974,127.6
dza,1975,123.5
dza,1976,119.1
dza,1977,114.5
dza,1978,109.6
dza,1979,104.3
dza,1980,98.2
dza,1981,91.1
dza,1982,82.5
dza,1983,72.6
dza,1984,62.9
dza,1985,54.5
dza,1986,48.3
dza,1987,43.9
dza,1988,40.9
dza,1989,38.9
dza,1990,37.6
dza,1991,36.6
dza,1992,35.8
dza,1993,35
dza,1994,34.2
dza,1995,33.3
dza,1996,32.5
dza,1997,31.8
dza,1998,31.3
dza,1999,31.2
dza,2000,31.1
dza,2001,30.5
dza,2002,29.4
dza,2003,28.9
dza,2004,28
dza,2005,26.9
dza,2006,25.9
dza,2007,24.8
dza,2008,24
dza,2009,22.8
dza,2010,22.1
dza,2011,21.5
dza,2012,21.1
dza,2013,20.8
dza,2014,20.5
dza,2015,20.2
dza,2016,19.9
dza,2017,19.4
dza,2018,19
dza,2019,18.6
dza,2020,18.1
ecu,1960,107.8
ecu,1961,104.8
ecu,1962,101.9
ecu,1963,99.2
ecu,1964,96.7
ecu,1965,94.4
ecu,1966,92.4
ecu,1967,90.6
ecu,1968,88.8
ecu,1969,87.1
ecu,1970,85.5
ecu,1971,83.6
ecu,1972,81.3
ecu,1973,78.7
ecu,1974,75.8
ecu,1975,72.7
ecu,1976,69.7
ecu,1977,66.9
ecu,1978,64.3
ecu,1979,61.7
ecu,1980,59.1
ecu,1981,56.5
ecu,1982,53.9
ecu,1983,51.2
ecu,1984,48.7
ecu,1985,46.4
ecu,1986,44.2
ecu,1987,42.2
ecu,1988,40.4
