geo,time,se_prm_nint_ma_zs
tjk,2017,95.56684
tls,2005,44.35349
tls,2008,48.98829
tls,2009,49.7677
tls,2010,52.65428
tls,2011,44.3873
tls,2012,34.28692
tls,2013,37.69467
tls,2014,35.9096
tls,2015,37.86162
tls,2016,36.84311
tls,2018,52.80863
ton,1998,58.77193
ton,1999,48.93314
ton,2001,82.39084
ton,2012,62.70463
ton,2013,60.87284
tto,1999,68.84874
tto,2000,65.03464
tto,2001,64.40185
tto,2003,61.70471
tto,2004,62.58109
tto,2008,68.3987
tto,2009,72.34786
tto,2010,73.2884
tun,2001,84.55084
tun,2002,84.5903
tun,2004,87.99278
tun,2006,86.45769
tun,2007,89.6595
tun,2008,89.93088
tun,2009,90.02466
tun,2010,89.65516
tun,2011,90.16689
tun,2012,91.38168
tun,2017,93.07531
tun,2018,93.52884
tuv,2016,14.39394
tuv,2018,78.67647
tza,1998,11.19028
tza,1999,12.91458
tza,2001,29.87157
tza,2002,91.68881
tza,2004,76.80282
tza,2005,77.72119
tza,2006,86.03828
tza,2007,88.18902
tza,2013,63.87175
tza,2014,71.76449
tza,2017,49.24729
uga,2002,68.48696
uga,2004,65.81045
uga,2005,71.25251
uga,2006,66.48437
uga,2007,69.70497
uga,2008,70.59394
uga,2009,68.59971
uga,2010,66.70788
uga,2011,65.97835
uga,2015,58.85862
uga,2016,57.82515
uga,2017,57.58225
ukr,2003,75.28932
ukr,2006,73.02918
ukr,2007,76.6
ukr,2008,76.52685
ukr,2009,77.72302
ukr,2010,82.7663
ukr,2011,83.60255
ukr,2012,78.0447
ukr,2013,70.04819
ukr,2014,65.95558
ury,2011,89.7218
ury,2012,87.22419
ury,2013,94.22911
ury,2014,94.14364
ury,2015,96.86988
ury,2016,96.63073
usa,2005,74.35566
usa,2010,75.73483
usa,2013,69.58227
usa,2014,71.74905
usa,2015,70.01388
uzb,2009,78.8272
uzb,2012,81.49709
uzb,2013,81.49927
uzb,2014,81.88549
uzb,2017,90.17922
vct,2003,63.64461
vct,2010,60.19846
ven,1999,59.62356
ven,2000,63.11966
ven,2001,66.36957
ven,2002,64.99582
ven,2003,61.67845
ven,2004,62.60268
ven,2005,58.83652
ven,2006,64.45765
ven,2007,68.45021
ven,2008,62.54205
ven,2009,74.80387
ven,2010,74.46792
ven,2011,74.31853
ven,2012,77.20319
ven,2013,77.20435
ven,2014,73.12044
ven,2015,73.1532
ven,2016,71.5957
ven,2017,70.54852
vgb,1999,72.77487
vgb,2002,66.20603
vgb,2003,74.34555
vgb,2004,68.58639
vgb,2012,77.67442
vut,2004,57.03448
vut,2008,37.33244
vut,2009,35.5272
vut,2010,41.19612
wsm,1998,77.0416
wsm,2018,68.54758
yem,1999,29.80957
yem,2008,51.05604
yem,2013,59.22978
yem,2016,69.5395
zaf,1998,45.00263
zaf,1999,43.56004
zaf,2001,40.03358
zaf,2002,44.93992
zaf,2003,46.76272
zaf,2004,56.51928
zaf,2005,56.43899
zaf,2017,42.98112
zmb,1998,36.83837
zmb,1999,35.61001
zmb,2000,37.39359
zmb,2002,34.17917
zmb,2004,37.5771
zmb,2005,46.63033
zmb,2006,41.60957
zmb,2007,43.20644
zmb,2008,47.50422
zmb,2010,44.49844
zmb,2011,47.02053
zmb,2012,50.19918
zmb,2013,48.76016
zwe,2000,45.57382
zwe,2001,50.16637
zwe,2002,47.09034
zwe,2003,47.48203
zwe,2012,42.91741
zwe,2013,39.37946
