geo,time,se_sec_uner_lo_fe_zs
lux,1982,14.54593
lux,1983,15.45319
lux,1984,13.18246
lux,1986,16.5129
lux,1987,14.32951
lux,1988,24.81944
lux,1999,5.74972
lux,2000,4.14715
lux,2001,11.45707
lux,2002,12.49017
lux,2003,11.94583
lux,2004,13.80387
lux,2005,3.88991
lux,2006,3.83509
lux,2007,3.39423
lux,2008,1.96261
lux,2010,0.48418
lux,2011,1.88095
lux,2012,2.93322
lux,2013,4.26535
lux,2014,2.4735
lux,2015,3.35448
lux,2016,3.95761
lux,2017,5.95699
lux,2018,5.05191
lux,2019,3.60726
lva,2009,0.45122
lva,2010,0.80212
lva,2011,0.54736
lva,2012,1.16966
lva,2013,1.49889
lva,2014,1.54365
lva,2015,1.61278
lva,2016,1.30751
lva,2017,0.79266
lva,2018,0.71891
lva,2019,1.46978
mac,1990,13.40699
mac,1992,1.68221
mac,1999,8.88211
mac,2000,4.36104
mac,2001,5.44297
mac,2002,11.25068
mac,2003,17.33758
mac,2004,20.61958
mac,2005,21.43416
mac,2006,19.75744
mac,2007,18.1929
mac,2008,16.73632
mac,2009,16.30995
mac,2010,15.84798
mac,2011,15.95043
mac,2012,16.03785
mac,2013,15.18113
mac,2014,14.00141
mac,2015,11.59017
mac,2016,5.83842
mac,2017,3.29225
mac,2018,1.16725
mac,2019,1.41974
mar,1999,53.90171
mar,2000,50.49177
mar,2003,39.78371
mar,2005,36.13625
mar,2006,36.45968
mar,2007,34.84345
mar,2008,33.68094
mar,2010,28.72293
mar,2011,24.59324
mar,2012,19.42745
mar,2017,13.7257
mar,2018,13.25288
mar,2019,11.38187
mar,2020,8.51725
mdg,2001,45.59153
mdg,2003,39.52514
mdg,2016,23.98825
mdg,2017,23.46274
mdg,2018,24.53232
mdg,2019,28.99433
mdv,1999,10.60999
mdv,2000,5.771
mdv,2001,5.33715
mdv,2002,9.56256
mdv,2012,5.41827
mdv,2013,12.75607
mdv,2014,9.90407
mdv,2015,13.63518
mdv,2016,16.63102
mdv,2019,14.79679
mex,1999,18.26902
mex,2000,18.38086
mex,2002,13.38925
mex,2003,9.6477
mex,2004,8.04668
mex,2005,7.99859
mex,2006,5.9951
mex,2007,5.08004
mex,2008,4.98398
mex,2009,5.38585
mex,2010,6.91336
mex,2011,7.13984
mex,2012,6.91155
mex,2013,4.30981
mex,2014,3.06873
mex,2015,1.99936
mex,2016,2.73757
mex,2017,5.10511
mex,2018,6.78494
mex,2019,6.44447
mhl,2002,9.62042
mhl,2015,31.69242
mhl,2016,31.72677
mhl,2019,23.05152
mhl,2020,25.81072
mkd,2005,7.55665
mli,1971,91.43145
mli,2009,61.77838
mli,2010,59.89955
mli,2011,57.14866
mli,2014,51.93048
mli,2015,48.37829
mli,2016,51.09179
mli,2017,58.31029
mli,2018,56.25222
mlt,1971,16.74864
mlt,1972,12.40501
mlt,1976,7.28516
mlt,2013,1.52396
mlt,2014,1.20306
mmr,2000,56.66385
mmr,2001,56.05153
mmr,2002,54.93918
mmr,2003,54.58305
mmr,2004,47.19476
mmr,2005,45.42489
mmr,2006,42.74842
mmr,2007,41.51857
mmr,2009,40.8175
mmr,2010,39.29396
mmr,2017,22.7657
mmr,2018,19.81454
mne,2015,1.79949
mne,2016,0.83333
mne,2017,3.95734
mne,2018,6.20093
mne,2019,7.2799
mne,2020,6.21841
mng,1995,23.46304
mng,1996,21.74224
mng,1997,23.7747
mng,1998,21.26091
mng,1999,17.15662
mng,2000,15.47952
mng,2001,14.06651
mng,2002,12.00059
mng,2003,5.50944
mng,2004,4.51362
mng,2005,1.98768
mng,2006,4.61207
mng,2007,7.68242
mng,2008,8.55019
mng,2019,7.2982
moz,1992,66.52392
moz,1993,67.47347
moz,1994,68.13091
moz,1995,65.64184
moz,1998,70.39506
moz,1999,68.49406
moz,2000,65.53151
moz,2001,62.57053
moz,2002,50.44397
moz,2004,57.04049
moz,2005,51.81535
moz,2006,50.27344
moz,2007,46.42854
moz,2008,43.61138
moz,2009,42.20552
moz,2010,41.54353
moz,2011,43.34914
moz,2012,44.95758
moz,2013,44.06972
moz,2014,45.95823
moz,2015,47.09719
moz,2020,40.98358
mrt,2001,57.27496
mrt,2002,55.83939
mrt,2004,54.92214
mrt,2005,51.63561
mrt,2006,53.9714
mrt,2012,29.7961
mrt,2013,41.09654
mrt,2014,38.94653
mrt,2016,43.94609
mrt,2017,41.68545
mrt,2018,34.51925
mrt,2019,25.47205
mus,1982,40.47338
mus,1998,19.36478
mus,1999,15.53761
mus,2000,11.12975
mus,2001,9.33552
mus,2002,10.59228
mus,2004,5.78874
mus,2011,6.27243
mus,2013,0.61458
mus,2014,1.46467
mus,2015,5.62826
mus,2016,5.17335
mus,2017,1.81893
mus,2018,3.32669
mus,2019,3.75931
mus,2020,2.12865
mus,2021,2.09903
mwi,2002,20.84848
mwi,2004,25.93317
mwi,2005,34.06487
mwi,2006,30.25101
mwi,2007,23.55002
mwi,2008,19.50781
mwi,2009,21.19754
mwi,2010,21.22028
mwi,2011,19.23551
mwi,2012,19.93438
mwi,2013,18.86928
mwi,2014,19.67638
mwi,2015,19.88462
mwi,2016,21.3938
mwi,2018,13.37601
mwi,2019,18.13865
mys,1970,54.93984
mys,1971,49.73014
mys,1972,48.69959
mys,1998,1.10481
mys,1999,5.01985
mys,2000,5.13272
mys,2001,8.10765
mys,2002,9.69096
mys,2003,1.24481
mys,2004,0.78203
mys,2005,5.84033
mys,2006,4.57554
mys,2007,8.10776
mys,2008,8.704
mys,2009,9.13954
mys,2010,9.86009
mys,2011,9.88579
mys,2012,10.32916
mys,2013,8.75836
mys,2014,8.90487
mys,2015,10.33293
mys,2016,12.08711
mys,2017,11.64603
mys,2018,11.8752
mys,2019,10.41542
nam,1998,12.19934
nam,1999,13.43885
nam,2000,14.28834
nam,2001,15.20331
nam,2002,6.77357
nam,2003,14.30702
nam,2004,9.4481
nam,2005,7.20992
nam,2006,4.55188
nam,2007,1.55392
nam,2012,7.34289
nam,2015,2.88163
nam,2016,1.96264
nam,2017,1.26818
nam,2018,0.49105
ner,1974,97.29541
ner,1990,92.6601
ner,1991,92.083
ner,1997,91.17567
ner,1999,90.96369
ner,2001,90.88143
ner,2002,90.50863
ner,2003,90.52835
ner,2004,89.4539
ner,2005,85.82806
ner,2007,83.12352
ner,2008,83.95873
ner,2009,84.21443
ner,2010,82.1062
ner,2011,82.4575
ner,2014,75.17014
ner,2015,73.4678
ner,2016,70.19786
ner,2017,69.05776
nic,1971,58.7369
nic,1980,41.99064
nic,1983,38.24589
nic,1984,45.88614
nic,1985,45.30532
nic,1986,46.83944
nic,1987,45.60462
nic,1989,45.44745
nic,2000,29.35994
nic,2001,33.19658
nic,2002,28.32697
nic,2004,23.75336
nic,2005,20.36732
nic,2006,8.20375
nic,2010,10.78385
nld,1971,4.30745
nld,1972,1.65248
nld,1973,2.14223
nld,1974,2.25678
nld,1975,3.17044
nld,1976,2.72886
nld,1977,3.04488
nld,1978,3.49437
nld,1979,4.45206
nld,1980,5.58746
nld,1981,5.65444
nld,1982,3.27591
nld,1983,1.00342
nld,1985,1.09877
nld,1986,4.2412
nld,1987,7.09796
nld,1988,9.36773
nld,1989,8.82425
nld,1990,7.91191
nld,1991,4.96775
nld,1992,10.94284
nld,1993,9.31176
nld,1996,0.83906
nld,1997,2.63485
nld,1999,0.7416
nld,2002,1.25324
nld,2005,0.02555
nld,2007,1.20719
nld,2008,2.1516
nld,2009,2.44093
nld,2010,1.78745
nld,2011,0.50944
nld,2016,0.25209
nld,2017,1.27473
nld,2018,1.97378
nld,2019,2.27174
nld_curacao,2020,14.35921
nor,1998,0.45087
nor,1999,1.97681
nor,2000,1.97967
nor,2001,1.93947
nor,2002,0.6358
nor,2008,1.30616
nor,2009,1.44372
nor,2010,0.60976
nor,2011,0.23879
nor,2013,0.87189
nor,2014,0.44946
nor,2015,0.02717
nor,2016,0.35347
nor,2017,1.25415
npl,2016,3.87236
npl,2017,3.16434
npl,2019,1.27865
nru,2014,9.1358
nru,2016,6.75
nru,2019,3.50467
nzl,1977,1.38961
nzl,1979,1.28453
nzl,1980,0.75117
nzl,1987,2.32004
nzl,1988,2.17775
nzl,1989,3.0854
nzl,1990,1.08335
nzl,1991,1.29014
nzl,1992,1.78273
nzl,2013,2.20082
nzl,2014,2.12155
nzl,2015,2.15712
nzl,2016,2.36283
nzl,2017,2.09503
nzl,2018,1.14308
nzl,2019,0.02619
omn,1982,83.19822
omn,1989,43.78731
omn,1991,36.86378
omn,1992,33.93236
omn,1993,35.67833
omn,1994,33.36344
omn,1995,30.97925
omn,1996,30.41478
omn,1997,26.02789
omn,1999,18.36748
omn,2000,16.35136
omn,2001,14.80265
omn,2002,15.73136
omn,2003,15.72402
omn,2011,7.45488
omn,2012,7.25245
omn,2020,2.91625
pan,1999,22.50586
pan,2000,20.91832
pan,2001,17.80113
pan,2002,15.23946
pan,2004,16.57435
pan,2005,18.41092
pan,2008,13.66283
pan,2009,11.99366
pan,2010,10.55061
pan,2011,12.19017
pan,2013,7.93433
pan,2014,11.35021
pan,2015,9.3882
pan,2017,11.60816
pan,2020,25.1906
per,1970,36.78274
per,1981,18.61104
per,1995,14.36879
per,1998,11.94643
per,1999,10.10966
per,2000,8.41243
per,2001,7.82476
per,2002,8.65811
per,2004,9.64085
per,2005,7.29749
per,2006,3.722
per,2010,0.43141
per,2011,3.01366
per,2016,3.33291
phl,1998,24.98041
phl,1999,23.06181
phl,2001,10.49148
phl,2002,8.35114
phl,2003,6.73981
phl,2004,5.43712
phl,2005,5.67029
phl,2006,6.34696
phl,2007,6.25691
phl,2008,5.74644
phl,2009,5.09206
phl,2014,3.8057
phl,2015,4.52375
phl,2016,5.84313
phl,2018,7.4985
phl,2019,7.26125
png,2018,31.64995
pol,1999,1.41238
pol,2001,4.16153
pol,2002,4.02286
pol,2003,3.73602
pol,2004,2.80554
pol,2005,2.68621
pol,2006,3.49741
pol,2007,5.14469
pol,2008,6.80355
pol,2009,7.73667
pol,2010,7.52175
pol,2011,7.47966
pol,2012,6.81505
pol,2013,6.37578
pol,2014,5.43384
pol,2015,4.28942
pol,2016,3.42666
pol,2017,3.3498
pol,2018,3.20815
pol,2019,4.32734
pri,2010,10.17769
pri,2011,10.51359
pri,2012,7.86995
pri,2013,6.31645
pri,2014,8.56388
pri,2015,8.85143
pri,2016,18.07404
prt,1973,32.81289
prt,1974,31.20297
prt,1976,29.34769
prt,1978,30.77141
prt,1993,7.56156
prt,1994,2.98087
prt,1995,1.91781
prt,2016,0.80941
prt,2017,0.36214
pry,1994,26.7309
pry,1996,23.2949
pry,1999,20.11265
pry,2001,16.82361
pry,2002,16.68708
pry,2003,15.05763
pry,2004,13.46501
pry,2005,12.89142
pry,2006,13.85228
pry,2007,14.25547
pry,2008,13.55272
pry,2009,13.37616
pry,2010,12.74526
pry,2011,14.283
pry,2012,15.00793
pry,2020,24.04033
pse,1999,17.37685
pse,2000,15.64284
pse,2001,13.56483
pse,2002,12.82145
pse,2003,9.86051
pse,2004,7.63475
pse,2005,5.68145
pse,2006,5.88386
pse,2007,6.68794
pse,2008,8.43996
pse,2009,9.76184
pse,2010,11.8622
pse,2011,12.64099
pse,2012,12.16324
pse,2013,11.17812
pse,2014,9.6317
pse,2015,7.2294
pse,2016,5.40458
pse,2017,3.06821
pse,2018,0.7929
pse,2019,0.56267
pse,2020,0.90332
qat,1991,13.35501
qat,1998,13.31401
qat,1999,9.30621
qat,2001,6.62449
qat,2006,8.23727
qat,2007,2.75896
qat,2012,3.37491
qat,2013,3.68203
qat,2014,2.62104
qat,2015,3.42684
qat,2016,5.85863
qat,2017,9.05659
qat,2018,9.15574
qat,2019,9.06032
qat,2020,9.78079
rou,1998,8.23446
rou,1999,5.55445
rou,2000,5.75947
rou,2001,7.69645
rou,2002,6.4772
rou,2003,7.92807
rou,2004,7.44447
rou,2005,7.26719
rou,2006,5.65002
rou,2007,3.8426
rou,2008,4.44208
rou,2009,5.48643
rou,2010,5.93856
rou,2011,5.71777
rou,2012,5.28176
rou,2014,4.85621
rou,2015,5.82546
rou,2016,7.0681
rou,2017,7.75202
rou,2018,9.15354
rou,2019,11.50418
rus,2013,2.39962
rus,2014,1.49978
rwa,2017,27.19611
rwa,2018,7.61312
rwa,2019,2.00141
sau,2009,10.4176
sau,2016,2.26385
sau,2018,2.54311
sdn,2011,58.11596
sdn,2018,35.49242
sen,2004,65.45876
sen,2005,57.84973
sen,2006,60.01929
sen,2012,44.99451
sen,2013,42.44153
sen,2014,38.8451
sen,2020,56.66851
sgp,2018,0.9358
sgp,2019,0.19148
slb,2006,20.1955
slb,2007,32.13351
sle,2013,42.06013
sle,2015,42.30472
sle,2016,39.77413
sle,2017,38.04107
sle,2018,49.16676
slv,2000,19.01663
slv,2001,16.27269
slv,2002,11.80389
slv,2005,5.7823
slv,2006,12.4013
slv,2007,11.06933
slv,2008,9.83037
slv,2009,8.03994
slv,2015,7.42754
slv,2016,12.34646
slv,2017,17.75688
slv,2018,17.21781
slv,2019,21.48597
smr,2018,9.63597
smr,2019,15.87902
smr,2020,8.25688
som,1977,82.80247
som,1978,83.74445
som,1979,84.5266
som,1980,85.46929
srb,2008,2.06247
srb,2009,1.71769
srb,2010,2.82709
srb,2014,0.95828
srb,2015,0.01229
srb,2016,1.0765
srb,2017,1.64861
srb,2018,1.86743
srb,2019,2.1712
srb,2020,2.62506
ssd,2011,56.74938
ssd,2015,63.04881
stp,2003,37.52588
stp,2004,29.62866
stp,2005,15.06342
stp,2007,13.93704
stp,2008,13.89132
stp,2009,14.87688
stp,2010,15.61822
stp,2011,4.05142
stp,2012,13.17365
stp,2013,9.58592
stp,2014,10.87336
stp,2015,6.79693
sur,1987,9.7869
sur,1988,12.24737
sur,2009,29.24728
sur,2010,22.61032
sur,2011,18.4157
sur,2012,13.61572
sur,2013,11.33947
sur,2014,10.6272
sur,2015,11.06859
svk,2002,2.61835
svk,2003,2.61913
svk,2004,2.51555
svk,2005,3.38493
svk,2006,4.78375
svk,2007,5.95865
svk,2008,6.20035
svk,2009,6.23253
svk,2010,4.99716
svk,2011,3.31242
svk,2012,2.96443
svk,2013,3.56545
svk,2014,4.04693
svk,2015,4.37731
svk,2016,4.74676
svk,2017,4.65513
svk,2018,4.80335
svk,2019,4.76226
svn,1998,5.19155
svn,1999,4.20892
svn,2000,1.60354
svn,2001,2.92728
svn,2002,1.92804
svn,2003,2.93891
svn,2004,4.33075
svn,2005,3.93311
svn,2006,2.52196
svn,2007,2.90102
svn,2008,0.91704
svn,2010,0.56711
svn,2011,1.50268
svn,2012,2.44927
svn,2013,1.36377
svn,2014,0.51849
svn,2016,0.97695
svn,2017,0.2292
svn,2018,1.25475
svn,2019,0.6801
swe,1999,0.51857
swe,2000,0.10715
swe,2007,1.92554
swe,2008,4.79264
swe,2009,7.65541
swe,2010,8.04494
swe,2011,8.49293
swe,2012,3.72165
swz,1971,49.47785
swz,1972,45.95621
swz,1974,38.99004
swz,1975,39.73083
swz,1976,40.19804
swz,1977,37.84096
swz,2009,9.65364
swz,2010,11.97365
swz,2011,10.15592
swz,2012,7.03174
swz,2013,3.44247
swz,2014,3.87667
swz,2015,2.94646
sxm,2012,9.15141
syc,1979,2.32558
syc,1993,1.42022
syc,1994,2.07101
syc,2010,9.08933
syc,2014,4.69548
syc,2017,6.39113
syc,2018,7.69426
syc,2019,6.55124
syr,1971,77.3322
syr,1973,64.16499
syr,1975,61.0056
syr,1976,57.46409
syr,1977,55.43542
syr,1978,54.03612
syr,1979,52.46645
syr,1998,42.7719
syr,1999,42.85469
syr,2000,42.88804
syr,2001,40.57054
syr,2002,38.28839
syr,2003,23.31552
syr,2004,19.15497
syr,2005,13.83887
syr,2006,16.07508
syr,2007,12.91331
syr,2008,12.72577
syr,2009,12.33676
syr,2010,12.45228
syr,2011,11.36884
syr,2012,6.95198
syr,2013,39.17766
tca,1999,20.75055
tca,2009,1.5919
tca,2014,41.40049
tca,2015,31.10329
tca,2018,17.24524
tcd,1998,86.47212
tcd,1999,85.76926
tcd,2000,84.00667
tcd,2001,81.17422
tcd,2002,79.45897
tcd,2003,78.77801
tcd,2015,71.05093
tcd,2016,70.10449
tcd,2017,73.15399
tcd,2018,68.66556
tcd,2019,69.53501
tgo,1991,60.1966
tgo,1999,51.12789
tgo,2001,52.05524
tgo,2003,47.96398
tgo,2004,47.08771
tgo,2005,45.71151
tgo,2007,48.86678
tgo,2017,27.6552
tha,1973,81.39233
tha,1974,79.10688
tha,2007,2.01065
tha,2009,3.12161
tjk,1999,28.7017
tjk,2000,21.53648
tjk,2001,23.09128
tjk,2002,18.71394
tjk,2004,13.64489
tjk,2005,14.23349
tjk,2006,13.09794
tjk,2007,10.64322
tjk,2008,10.07527
tjk,2009,9.60409
tjk,2010,8.72812
tjk,2011,9.04497
tls,2008,30.36952
tls,2009,27.78729
tls,2010,25.941
tls,2011,21.24224
tls,2012,19.12782
tls,2013,18.02788
tls,2014,15.55723
tls,2015,15.10316
tls,2016,13.25826
tls,2017,12.48113
tls,2018,11.62766
tls,2019,8.57255
ton,1998,1.543
ton,2001,17.86917
ton,2012,1.84307
ton,2013,7.42847
ton,2015,4.10885
ton,2018,3.28422
ton,2019,1.22081
ton,2020,4.24553
tto,1971,15.1743
tto,1972,16.16042
tto,1993,13.1546
tto,2004,10.99365
tun,1978,54.28514
tun,1979,54.98326
tun,1980,55.83675
tun,1983,48.85126
tun,1984,46.72652
tun,1985,42.61104
tur,1974,51.62788
tur,1997,43.50034
tur,1999,30.89592
tur,2000,20.72803
tur,2009,5.17741
tur,2010,3.59343
tur,2013,4.02567
tur,2014,6.27962
tur,2015,8.77978
tur,2016,10.50655
tur,2017,9.61759
tur,2018,6.79181
tur,2019,3.99705
tuv,2014,15
tuv,2015,20.13423
tuv,2016,25.27473
tuv,2018,22.91221
tuv,2019,30.02114
tuv,2020,35.98326
tza,2012,58.62007
tza,2013,58.34273
tza,2014,60.07249
tza,2015,66.91687
tza,2016,63.89039
uga,2012,42.06692
uga,2013,46.66963
uga,2014,41.77646
uga,2015,48.12887
uga,2016,46.44634
uga,2017,48.99008
ukr,2004,2.18101
ukr,2006,3.40123
ukr,2007,3.8631
ukr,2008,4.19862
ukr,2009,4.6929
ukr,2010,5.16922
ukr,2011,5.27102
ukr,2012,5.86623
ukr,2013,5.01188
ukr,2014,3.2292
ury,2007,8.224
ury,2008,7.954
ury,2009,7.07562
ury,2011,11.97596
ury,2012,12.26541
ury,2014,4.69992
ury,2016,0.16817
uzb,2007,3.27672
uzb,2008,4.18854
uzb,2009,4.72357
uzb,2010,5.35713
uzb,2011,7.02136
uzb,2012,7.94207
uzb,2013,8.61502
uzb,2014,7.40418
uzb,2015,7.19878
uzb,2016,5.28921
uzb,2017,4.47462
uzb,2018,3.0007
uzb,2019,2.40017
vct,2001,31.63265
vct,2002,0.97923
vct,2010,5.32774
vct,2013,1.84476
vct,2019,0.03893
ven,1999,22.66705
ven,2000,21.54341
ven,2001,18.20944
ven,2002,15.72343
ven,2003,14.40263
ven,2004,12.07752
ven,2005,10.75078
ven,2006,7.8705
ven,2007,4.536
ven,2008,6.68215
ven,2009,5.19942
ven,2010,6.8593
ven,2011,7.96499
ven,2012,5.65016
ven,2013,3.43431
ven,2014,5.69112
ven,2015,7.49014
ven,2016,8.68067
ven,2017,13.20588
vgb,1992,7.38916
vgb,2000,6.15711
vgb,2011,10.26936
vgb,2012,7.11974
vgb,2013,6.91824
vgb,2020,10.99831
vut,1989,47.01782
vut,1999,32.24442
vut,2000,15.35864
vut,2001,21.35543
vut,2002,14.49898
vut,2003,19.69428
vut,2004,17.78476
vut,2015,4.49866
vut,2020,23.59121
wsm,1998,6.8948
wsm,1999,6.29073
wsm,2000,0.56331
wsm,2001,23.99125
yem,1999,61.5771
yem,2010,50.96396
yem,2012,48.29596
yem,2013,42.21582
yem,2016,34.47587
zaf,1994,11.7614
zaf,1999,11.84107
zaf,2000,13.58814
zaf,2001,15.30892
zaf,2002,14.15223
zaf,2003,12.0558
zaf,2004,9.34003
zaf,2005,7.69469
zaf,2017,21.98757
zaf,2018,13.17866
zaf,2019,9.92305
zwe,1999,13.75009
zwe,2000,13.43193
zwe,2001,13.4666
zwe,2002,20.82334
zwe,2003,25.60596
zwe,2012,7.14256
