geo,time,sl_tlf_totl_in
usa,2002,148295437
usa,2003,149003774
usa,2004,150102997
usa,2005,151976098
usa,2006,153855509
usa,2007,155224880
usa,2008,156907793
usa,2009,157079943
usa,2010,157111093
usa,2011,157163170
usa,2012,157841889
usa,2013,158252925
usa,2014,158910317
usa,2015,159912569
usa,2016,161836238
usa,2017,163395307
usa,2018,164634753
usa,2019,166355636
usa,2020,164740393
usa,2021,165530225
uzb,1990,7926462
uzb,1991,8120478
uzb,1992,8495822
uzb,1993,8765168
uzb,1994,9065955
uzb,1995,9312062
uzb,1996,9555138
uzb,1997,9768754
uzb,1998,9985775
uzb,1999,10159024
uzb,2000,10390656
uzb,2001,10631669
uzb,2002,10875589
uzb,2003,11113571
uzb,2004,11302145
uzb,2005,11497294
uzb,2006,11685422
uzb,2007,11857284
uzb,2008,12049258
uzb,2009,12256902
uzb,2010,12622473
uzb,2011,12927721
uzb,2012,13068276
uzb,2013,13213701
uzb,2014,13368964
uzb,2015,13512339
uzb,2016,13675151
uzb,2017,13839057
uzb,2018,13991621
uzb,2019,14178358
uzb,2020,14047009
uzb,2021,14276052
vct,1990,41551
vct,1991,42204
vct,1992,42902
vct,1993,43502
vct,1994,43933
vct,1995,44576
vct,1996,45012
vct,1997,45496
vct,1998,45985
vct,1999,46430
vct,2000,46844
vct,2001,47375
vct,2002,48052
vct,2003,48757
vct,2004,49339
vct,2005,49814
vct,2006,50411
vct,2007,50803
vct,2008,51129
vct,2009,51407
vct,2010,51746
vct,2011,51976
vct,2012,52364
vct,2013,52844
vct,2014,53327
vct,2015,53786
vct,2016,54253
vct,2017,54747
vct,2018,55279
vct,2019,55720
vct,2020,54945
vct,2021,55377
ven,1990,7791951
ven,1991,8104085
ven,1992,8387613
ven,1993,8604235
ven,1994,8783305
ven,1995,9052749
ven,1996,9267535
ven,1997,9578481
ven,1998,9798006
ven,1999,9915104
ven,2000,10202994
ven,2001,10488958
ven,2002,10554345
ven,2003,10634723
ven,2004,11185252
ven,2005,11606475
ven,2006,11963899
ven,2007,12124615
ven,2008,12336408
ven,2009,12525010
ven,2010,12728031
ven,2011,12941283
ven,2012,13095403
ven,2013,13607727
ven,2014,13557468
ven,2015,13416397
ven,2016,13109698
ven,2017,12606669
ven,2018,11984547
ven,2019,10920757
ven,2020,10459875
ven,2021,10665678
vir,1990,48543
vir,1991,49293
vir,1992,50379
vir,1993,53956
vir,1994,50710
vir,1995,48003
vir,1996,45828
vir,1997,46214
vir,1998,46637
vir,1999,46361
vir,2000,47684
vir,2001,49834
vir,2002,49337
vir,2003,48460
vir,2004,50237
vir,2005,51468
vir,2006,52267
vir,2007,53269
vir,2008,53522
vir,2009,53847
vir,2010,52370
vir,2011,52892
vir,2012,51856
vir,2013,48793
vir,2014,48012
vir,2015,49825
vir,2016,49316
vir,2017,49729
vir,2018,46021
vir,2019,43417
vir,2020,42978
vir,2021,42468
vnm,1990,32737975
vnm,1991,33552129
vnm,1992,34335771
vnm,1993,35125784
vnm,1994,35924525
vnm,1995,36745065
vnm,1996,37534680
vnm,1997,37727729
vnm,1998,38396291
vnm,1999,39257093
vnm,2000,39533473
vnm,2001,40956005
vnm,2002,41597613
vnm,2003,42172371
vnm,2004,42706523
vnm,2005,44252550
vnm,2006,45717151
vnm,2007,47258124
vnm,2008,48708270
vnm,2009,50112002
vnm,2010,51173589
vnm,2011,51973297
vnm,2012,52592951
vnm,2013,53789503
vnm,2014,54390204
vnm,2015,55069620
vnm,2016,55175656
vnm,2017,55384734
vnm,2018,55501826
vnm,2019,55898817
vnm,2020,55885220
vnm,2021,56150904
vut,1990,57303
vut,1991,59189
vut,1992,61185
vut,1993,63256
vut,1994,65059
vut,1995,66984
vut,1996,68658
vut,1997,70170
vut,1998,71669
vut,1999,73358
vut,2000,75030
vut,2001,77411
vut,2002,80135
vut,2003,82709
vut,2004,85316
vut,2005,87828
vut,2006,90663
vut,2007,93275
vut,2008,95641
vut,2009,98182
vut,2010,101019
vut,2011,103477
vut,2012,106409
vut,2013,109414
vut,2014,112128
vut,2015,114647
vut,2016,117992
vut,2017,121011
vut,2018,124066
vut,2019,127385
vut,2020,129865
vut,2021,133619
wsm,1990,43497
wsm,1991,44019
wsm,1992,44434
wsm,1993,44676
wsm,1994,45089
wsm,1995,45143
wsm,1996,45353
wsm,1997,45657
wsm,1998,45810
wsm,1999,45879
wsm,2000,45748
wsm,2001,46081
wsm,2002,46409
wsm,2003,46691
wsm,2004,46987
wsm,2005,47335
wsm,2006,47826
wsm,2007,48195
wsm,2008,48755
wsm,2009,49491
wsm,2010,49981
wsm,2011,50404
wsm,2012,51063
wsm,2013,51460
wsm,2014,51668
wsm,2015,51588
wsm,2016,51745
wsm,2017,52036
wsm,2018,52524
wsm,2019,53065
wsm,2020,53478
wsm,2021,53576
yem,1990,2599936
yem,1991,2739820
yem,1992,2889275
yem,1993,3058709
yem,1994,3224791
yem,1995,3393671
yem,1996,3522440
yem,1997,3654235
yem,1998,3790451
yem,1999,3932577
yem,2000,4022147
yem,2001,4125057
yem,2002,4225457
yem,2003,4327293
yem,2004,4435806
yem,2005,4552351
yem,2006,4665142
yem,2007,4786966
yem,2008,4912343
yem,2009,5033522
yem,2010,5146313
yem,2011,5248763
yem,2012,5343592
yem,2013,5431786
yem,2014,5516486
yem,2015,5747437
yem,2016,5955038
yem,2017,6163987
yem,2018,6371618
yem,2019,6580962
yem,2020,6709734
yem,2021,6910687
zaf,1990,12953669
zaf,1991,13346100
zaf,1992,13761763
zaf,1993,14191564
zaf,1994,14624043
zaf,1995,15050229
zaf,1996,15446856
zaf,1997,15829321
zaf,1998,16201731
zaf,1999,16568904
zaf,2000,16933282
zaf,2001,17261790
zaf,2002,17588937
zaf,2003,17914454
zaf,2004,18235338
zaf,2005,18550441
zaf,2006,18850913
zaf,2007,19146437
zaf,2008,19441243
zaf,2009,19114540
zaf,2010,18827666
zaf,2011,19095444
zaf,2012,19550791
zaf,2013,20110076
zaf,2014,20542666
zaf,2015,21379123
zaf,2016,21767744
zaf,2017,22360602
zaf,2018,22608291
zaf,2019,22989511
zaf,2020,21345809
zaf,2021,22668441
zmb,1990,3377221
zmb,1991,3465325
zmb,1992,3554962
zmb,1993,3647800
zmb,1994,3745528
zmb,1995,3849453
zmb,1996,3955577
zmb,1997,4069697
zmb,1998,4189791
zmb,1999,4313163
zmb,2000,4437759
zmb,2001,4544233
zmb,2002,4652734
zmb,2003,4764127
zmb,2004,4880142
zmb,2005,5002383
zmb,2006,5079427
zmb,2007,5163479
zmb,2008,5254476
zmb,2009,5352539
zmb,2010,5457982
zmb,2011,5586739
zmb,2012,5722241
zmb,2013,5923418
zmb,2014,6136182
zmb,2015,6360119
zmb,2016,6590051
zmb,2017,6833139
zmb,2018,7087259
zmb,2019,7348517
zmb,2020,7551931
zmb,2021,7839814
zwe,1990,4721816
zwe,1991,4850329
zwe,1992,4980977
zwe,1993,5110439
zwe,1994,5232727
zwe,1995,5345211
zwe,1996,5434530
zwe,1997,5510105
zwe,1998,5575962
zwe,1999,5637954
zwe,2000,5698527
zwe,2001,5734130
zwe,2002,5765699
zwe,2003,5795681
zwe,2004,5824993
zwe,2005,5852903
zwe,2006,5901376
zwe,2007,5949276
zwe,2008,5999036
zwe,2009,6052658
zwe,2010,6110955
zwe,2011,6184085
zwe,2012,6322675
zwe,2013,6465320
zwe,2014,6611175
zwe,2015,6709332
zwe,2016,6802164
zwe,2017,6909356
zwe,2018,7028775
zwe,2019,7156060
zwe,2020,7204228
zwe,2021,7415660
