geo,time,sl_tlf_totl_in
dji,1992,122818
dji,1993,124287
dji,1994,125822
dji,1995,127946
dji,1996,131377
dji,1997,135370
dji,1998,139755
dji,1999,144303
dji,2000,148783
dji,2001,152545
dji,2002,156268
dji,2003,159920
dji,2004,163467
dji,2005,166950
dji,2006,170942
dji,2007,174831
dji,2008,178692
dji,2009,182607
dji,2010,186579
dji,2011,190248
dji,2012,194026
dji,2013,197872
dji,2014,201785
dji,2015,205750
dji,2016,209457
dji,2017,213318
dji,2018,217227
dji,2019,221057
dji,2020,220818
dji,2021,224696
dnk,1990,2905651
dnk,1991,2900547
dnk,1992,2921670
dnk,1993,2897901
dnk,1994,2775070
dnk,1995,2793968
dnk,1996,2827975
dnk,1997,2842438
dnk,1998,2833472
dnk,1999,2862051
dnk,2000,2853230
dnk,2001,2843345
dnk,2002,2870570
dnk,2003,2868773
dnk,2004,2894988
dnk,2005,2891543
dnk,2006,2916799
dnk,2007,2924600
dnk,2008,2919273
dnk,2009,2910409
dnk,2010,2890450
dnk,2011,2886698
dnk,2012,2872008
dnk,2013,2852590
dnk,2014,2868343
dnk,2015,2898109
dnk,2016,2945216
dnk,2017,2971347
dnk,2018,2992152
dnk,2019,3031682
dnk,2020,3027786
dnk,2021,3043847
dom,1990,2498452
dom,1991,2560089
dom,1992,2638665
dom,1993,2711272
dom,1994,2776151
dom,1995,2847539
dom,1996,2919951
dom,1997,2999496
dom,1998,3076487
dom,1999,3152499
dom,2000,3226118
dom,2001,3225600
dom,2002,3308494
dom,2003,3319780
dom,2004,3399243
dom,2005,3453340
dom,2006,3564951
dom,2007,3630832
dom,2008,3728146
dom,2009,3661622
dom,2010,3815112
dom,2011,3983751
dom,2012,4141884
dom,2013,4200334
dom,2014,4287762
dom,2015,4537662
dom,2016,4640591
dom,2017,4704626
dom,2018,4880941
dom,2019,5060916
dom,2020,4750336
dom,2021,4966066
dza,1990,6402241
dza,1991,6668923
dza,1992,6922168
dza,1993,7216939
dza,1994,7512992
dza,1995,7780127
dza,1996,8043670
dza,1997,8264429
dza,1998,8489529
dza,1999,8713359
dza,2000,8932727
dza,2001,9159728
dza,2002,9373599
dza,2003,9578796
dza,2004,9779482
dza,2005,9975538
dza,2006,10155998
dza,2007,10324354
dza,2008,10482036
dza,2009,10629401
dza,2010,10912087
dza,2011,10675639
dza,2012,11356926
dza,2013,11876807
dza,2014,11489980
dza,2015,11813561
dza,2016,12032169
dza,2017,12184474
dza,2018,12330675
dza,2019,12500369
dza,2020,12102616
dza,2021,12398337
ecu,1990,3990575
ecu,1991,4119536
ecu,1992,4237386
ecu,1993,4356409
ecu,1994,4493256
ecu,1995,4617885
ecu,1996,4737316
ecu,1997,4919056
ecu,1998,5211160
ecu,1999,5324927
ecu,2000,5439835
ecu,2001,5547949
ecu,2002,5658731
ecu,2003,5771714
ecu,2004,6098242
ecu,2005,6192115
ecu,2006,6429939
ecu,2007,6464362
ecu,2008,6589827
ecu,2009,6481412
ecu,2010,6488680
ecu,2011,6533045
ecu,2012,6743271
ecu,2013,6863959
ecu,2014,7050017
ecu,2015,7551558
ecu,2016,7955978
ecu,2017,8194875
ecu,2018,8196417
ecu,2019,8312171
ecu,2020,7697701
ecu,2021,8447612
egy,1990,15516692
egy,1991,15909214
egy,1992,16473915
egy,1993,17155233
egy,1994,17974863
egy,1995,18093219
egy,1996,18370170
egy,1997,18628900
egy,1998,18882756
egy,1999,20061904
egy,2000,20088977
egy,2001,20073204
egy,2002,19861134
egy,2003,20892446
egy,2004,21942395
egy,2005,22992916
egy,2006,24046624
egy,2007,25101035
egy,2008,25445320
egy,2009,26180947
egy,2010,27557027
egy,2011,27814540
egy,2012,28199906
egy,2013,28717575
egy,2014,29084186
egy,2015,28961629
egy,2016,29254321
egy,2017,28747249
egy,2018,28245855
egy,2019,28036701
egy,2020,27870211
egy,2021,28462515
eri,1990,997531
eri,1991,988039
eri,1992,971710
eri,1993,951650
eri,1994,932010
eri,1995,916425
eri,1996,920221
eri,1997,928928
eri,1998,944592
eri,1999,969168
eri,2000,1003539
eri,2001,1068536
eri,2002,1143458
eri,2003,1224054
eri,2004,1303755
eri,2005,1376646
eri,2006,1420179
eri,2007,1456170
eri,2008,1484864
eri,2009,1507355
eri,2010,1525360
eri,2011,1530962
eri,2012,1534245
eri,2013,1536446
eri,2014,1538991
eri,2015,1543416
eri,2016,1564588
eri,2017,1584008
eri,2018,1605095
eri,2019,1632029
eri,2020,1569813
eri,2021,1641174
esp,1990,15103328
esp,1991,15154952
esp,1992,15874925
esp,1993,16108539
esp,1994,16436211
esp,1995,16566474
esp,1996,16832905
esp,1997,17150120
esp,1998,17402215
esp,1999,17717611
esp,2000,18252859
esp,2001,18190944
esp,2002,19076333
esp,2003,19864092
esp,2004,20552732
esp,2005,21371099
esp,2006,22025436
esp,2007,22641673
esp,2008,23279862
esp,2009,23513311
esp,2010,23657167
esp,2011,23726989
esp,2012,23761805
esp,2013,23539701
esp,2014,23308362
esp,2015,23250566
esp,2016,23185921
esp,2017,23094352
esp,2018,23129730
esp,2019,23320938
esp,2020,22992127
esp,2021,23312310
est,1990,898593
est,1991,878512
est,1992,835952
est,1993,792719
est,1994,776241
est,1995,746630
est,1996,722347
est,1997,699318
est,1998,676685
est,1999,666818
est,2000,678493
est,2001,670693
est,2002,659086
est,2003,679284
est,2004,680085
est,2005,675179
est,2006,694144
est,2007,690631
est,2008,695123
est,2009,688723
est,2010,683638
est,2011,688880
est,2012,685016
est,2013,681349
est,2014,675660
est,2015,685323
est,2016,693798
est,2017,702603
est,2018,705462
est,2019,705504
est,2020,706382
est,2021,701672
eth,1990,20025169
eth,1991,20689446
eth,1992,21407690
eth,1993,22166297
eth,1994,22948933
eth,1995,23869811
eth,1996,24730404
eth,1997,25612115
eth,1998,26518789
eth,1999,27461846
eth,2000,28448679
eth,2001,29365214
eth,2002,30338931
eth,2003,31356568
eth,2004,32409760
eth,2005,33507107
eth,2006,34526170
eth,2007,35604865
eth,2008,36761939
eth,2009,38010277
eth,2010,39350692
eth,2011,40809845
eth,2012,42342365
eth,2013,43937092
eth,2014,45575209
eth,2015,47245852
eth,2016,48872202
eth,2017,50540486
eth,2018,52237702
eth,2019,53950175
eth,2020,53546648
eth,2021,55899321
fin,1990,2623064
fin,1991,2581373
fin,1992,2536887
fin,1993,2514816
fin,1994,2494328
fin,1995,2527858
fin,1996,2465253
fin,1997,2510624
fin,1998,2530381
fin,1999,2566138
fin,2000,2586118
fin,2001,2608246
fin,2002,2623353
fin,2003,2620803
fin,2004,2611527
fin,2005,2633966
fin,2006,2661292
fin,2007,2687636
fin,2008,2717142
fin,2009,2691752
fin,2010,2684521
fin,2011,2695888
fin,2012,2702445
fin,2013,2687746
fin,2014,2690267
fin,2015,2700148
fin,2016,2694717
fin,2017,2716173
fin,2018,2749120
fin,2019,2755452
fin,2020,2746237
fin,2021,2809846
fji,1990,267914
fji,1991,272224
fji,1992,276293
fji,1993,281631
fji,1994,287064
fji,1995,292913
fji,1996,296705
fji,1997,300570
fji,1998,304329
fji,1999,307486
fji,2000,309954
fji,2001,315278
fji,2002,319335
fji,2003,322841
fji,2004,326691
fji,2005,323777
fji,2006,333263
fji,2007,344220
fji,2008,356086
fji,2009,367858
fji,2010,378666
fji,2011,386372
fji,2012,378188
fji,2013,368980
fji,2014,359423
fji,2015,354870
fji,2016,352912
fji,2017,354659
fji,2018,357346
fji,2019,361022
fji,2020,361639
fji,2021,362966
fra,1990,25993309
fra,1991,25993428
fra,1992,26228488
fra,1993,26356175
fra,1994,26442844
fra,1995,26553485
fra,1996,26846032
fra,1997,26827849
fra,1998,26976871
fra,1999,27304722
fra,2000,27513438
fra,2001,27637511
fra,2002,27980235
fra,2003,28562456
fra,2004,28723060
fra,2005,28960856
fra,2006,29121837
fra,2007,29370122
fra,2008,29578964
fra,2009,29841513
fra,2010,29956981
fra,2011,29965384
fra,2012,30223508
fra,2013,30370293
fra,2014,30352088
fra,2015,30433066
fra,2016,30449775
fra,2017,30490320
fra,2018,30620365
fra,2019,30551690
fra,2020,30255910
fra,2021,30988676
gab,1990,276516
gab,1991,283708
gab,1992,291171
gab,1993,298900
gab,1994,306908
gab,1995,315201
gab,1996,323652
gab,1997,332471
gab,1998,341616
gab,1999,351031
gab,2000,360691
gab,2001,370691
gab,2002,381029
gab,2003,391858
gab,2004,403396
gab,2005,415781
gab,2006,429821
gab,2007,444614
gab,2008,460316
gab,2009,477169
gab,2010,495285
gab,2011,515371
gab,2012,536777
gab,2013,558666
gab,2014,580084
gab,2015,600426
gab,2016,617438
gab,2017,633493
gab,2018,648907
gab,2019,664205
gab,2020,673089
gab,2021,689224
gbr,1990,29239607
gbr,1991,29138592
gbr,1992,29056652
gbr,1993,28838501
gbr,1994,28803329
gbr,1995,28774398
gbr,1996,28903670
gbr,1997,29078651
gbr,1998,29151321
gbr,1999,29250480
gbr,2000,29521079
gbr,2001,29530758
gbr,2002,29851875
gbr,2003,30120599
gbr,2004,30375094
gbr,2005,30850081
gbr,2006,31344492
gbr,2007,31545732
gbr,2008,31947237
gbr,2009,32114459
gbr,2010,32288000
gbr,2011,32509057
gbr,2012,32814013
gbr,2013,33110692
gbr,2014,33393576
gbr,2015,33687036
gbr,2016,34032105
gbr,2017,34228936
gbr,2018,34511971
gbr,2019,34776798
gbr,2020,34749413
gbr,2021,34743740
geo,1990,2375611
geo,1991,2418593
geo,1992,2469330
geo,1993,2529548
geo,1994,2541954
geo,1995,2455856
geo,1996,2336005
geo,1997,2237440
geo,1998,2179167
geo,1999,2163757
geo,2000,2069279
geo,2001,2113753
geo,2002,2065768
geo,2003,2096464
geo,2004,2052991
geo,2005,2023981
geo,2006,1963722
geo,2007,1995312
geo,2008,2000204
geo,2009,2019979
geo,2010,2034639
geo,2011,2037401
geo,2012,2059015
geo,2013,2035839
geo,2014,2047473
geo,2015,2076280
geo,2016,2059401
geo,2017,1986332
geo,2018,1910785
geo,2019,1872142
geo,2020,1761695
geo,2021,1744210
gha,1990,6394047
gha,1991,6594051
gha,1992,6780720
gha,1993,6973372
gha,1994,7167471
gha,1995,7360399
gha,1996,7539430
gha,1997,7715323
gha,1998,7892960
gha,1999,8079239
gha,2000,8277620
gha,2001,8478581
gha,2002,8695052
gha,2003,8924229
gha,2004,9161159
gha,2005,9402919
gha,2006,9654681
gha,2007,9910741
gha,2008,10170347
gha,2009,10433208
gha,2010,10697599
gha,2011,10940077
gha,2012,11183023
gha,2013,11426904
gha,2014,11672257
gha,2015,11920081
gha,2016,12217714
gha,2017,12524927
gha,2018,12839627
gha,2019,13159208
gha,2020,13364617
gha,2021,13701873
gin,1990,2234920
gin,1991,2288931
gin,1992,2344341
gin,1993,2401636
gin,1994,2461517
gin,1995,2524564
gin,1996,2583093
gin,1997,2645203
gin,1998,2709644
gin,1999,2774702
gin,2000,2839654
gin,2001,2891492
gin,2002,2943740
gin,2003,2998214
gin,2004,3057096
gin,2005,3121797
gin,2006,3192631
gin,2007,3269621
gin,2008,3351766
gin,2009,3437284
gin,2010,3525211
gin,2011,3613639
gin,2012,3705222
gin,2013,3801846
gin,2014,3905858
gin,2015,4018675
gin,2016,4148772
gin,2017,4288458
gin,2018,4435743
gin,2019,4588010
gin,2020,4614181
gin,2021,4803817
gmb,1990,306246
gmb,1991,315684
gmb,1992,324755
gmb,1993,333641
gmb,1994,342584
gmb,1995,352023
gmb,1996,360782
gmb,1997,370370
gmb,1998,380798
gmb,1999,392171
gmb,2000,404611
gmb,2001,418546
gmb,2002,433537
gmb,2003,449503
gmb,2004,466351
gmb,2005,484017
gmb,2006,501144
gmb,2007,519203
gmb,2008,538161
gmb,2009,557939
gmb,2010,578418
gmb,2011,598033
gmb,2012,618648
gmb,2013,638842
gmb,2014,659684
gmb,2015,681105
gmb,2016,702236
gmb,2017,724125
gmb,2018,746817
gmb,2019,770377
gmb,2020,768986
gmb,2021,802452
gnb,1990,377330
gnb,1991,385654
gnb,1992,394360
gnb,1993,403486
gnb,1994,413164
gnb,1995,423386
gnb,1996,431852
gnb,1997,441043
gnb,1998,450890
gnb,1999,461297
gnb,2000,472281
gnb,2001,484174
gnb,2002,496856
gnb,2003,510335
gnb,2004,524574
gnb,2005,539478
gnb,2006,553990
gnb,2007,569253
gnb,2008,585196
gnb,2009,601762
gnb,2010,618942
gnb,2011,635907
gnb,2012,653753
gnb,2013,672304
gnb,2014,691379
gnb,2015,710909
gnb,2016,730230
gnb,2017,750149
gnb,2018,770686
gnb,2019,791905
gnb,2020,806753
gnb,2021,832182
gnq,1990,137374
gnq,1991,141850
gnq,1992,146464
gnq,1993,151411
gnq,1994,156948
gnq,1995,163190
gnq,1996,170232
gnq,1997,178092
gnq,1998,186543
gnq,1999,195327
gnq,2000,204358
gnq,2001,213661
gnq,2002,223456
gnq,2003,233682
gnq,2004,244447
gnq,2005,255896
gnq,2006,268600
gnq,2007,282161
gnq,2008,296309
gnq,2009,310967
gnq,2010,326138
gnq,2011,341631
gnq,2012,357849
gnq,2013,374439
gnq,2014,391238
gnq,2015,408279
gnq,2016,424929
gnq,2017,442090
gnq,2018,459385
gnq,2019,476710
gnq,2020,483616
gnq,2021,503177
grc,1990,4091075
grc,1991,4030515
grc,1992,4118436
grc,1993,4175211
grc,1994,4256965
grc,1995,4316583
grc,1996,4394140
grc,1997,4365322
grc,1998,4702143
grc,1999,4768698
grc,2000,4798249
grc,2001,4763411
grc,2002,4810500
grc,2003,4865285
grc,2004,4948611
grc,2005,4956226
grc,2006,4985262
grc,2007,4979147
grc,2008,4991624
grc,2009,5044784
grc,2010,5054160
grc,2011,4967713
grc,2012,4915175
grc,2013,4859851
grc,2014,4817019
grc,2015,4806673
grc,2016,4812950
grc,2017,4805421
grc,2018,4785624
grc,2019,4796764
grc,2020,4712041
grc,2021,4653394
gtm,1990,3057994
gtm,1991,3154440
gtm,1992,3251011
gtm,1993,3345690
gtm,1994,3443972
gtm,1995,3549397
gtm,1996,3648282
gtm,1997,3757242
gtm,1998,3874208
gtm,1999,3990774
gtm,2000,4108982
gtm,2001,4231471
gtm,2002,4352879
gtm,2003,4468311
gtm,2004,4590730
gtm,2005,4700495
gtm,2006,4815710
gtm,2007,4939775
gtm,2008,5069950
gtm,2009,5201009
gtm,2010,5330048
gtm,2011,5467480
gtm,2012,5567956
gtm,2013,5664712
gtm,2014,5868446
gtm,2015,6015811
gtm,2016,6180399
gtm,2017,6367398
gtm,2018,6537545
gtm,2019,6707594
gtm,2020,6387537
gtm,2021,6699367
gum,1990,66518
gum,1991,67478
gum,1992,68387
gum,1993,69221
gum,1994,69984
gum,1995,70689
gum,1996,71278
gum,1997,71839
gum,1998,72375
gum,1999,72843
gum,2000,73204
gum,2001,71451
gum,2002,68456
gum,2003,68490
gum,2004,68483
gum,2005,68228
gum,2006,70446
gum,2007,65380
gum,2008,68094
gum,2009,70816
gum,2010,70974
gum,2011,72921
gum,2012,73421
gum,2013,73957
gum,2014,74571
gum,2015,75338
gum,2016,76199
gum,2017,77213
gum,2018,78324
gum,2019,79375
gum,2020,77405
gum,2021,79376
guy,1990,278529
guy,1991,281245
guy,1992,284454
guy,1993,287605
guy,1994,287123
guy,1995,286050
guy,1996,285072
guy,1997,283366
guy,1998,280774
guy,1999,277333
guy,2000,273422
guy,2001,270615
guy,2002,267679
guy,2003,266159
guy,2004,265253
guy,2005,265124
guy,2006,267573
guy,2007,270424
guy,2008,273612
guy,2009,276891
guy,2010,280090
guy,2011,283273
guy,2012,286495
guy,2013,289655
guy,2014,292698
guy,2015,295579
guy,2016,297957
guy,2017,300364
guy,2018,302647
guy,2019,306151
guy,2020,293720
guy,2021,299060
hkg,1990,2848684
hkg,1991,2910075
hkg,1992,2895537
hkg,1993,2967806
hkg,1994,3052757
hkg,1995,3104917
hkg,1996,3246724
hkg,1997,3289068
hkg,1998,3345632
hkg,1999,3356358
hkg,2000,3362341
hkg,2001,3452709
hkg,2002,3512114
hkg,2003,3497891
hkg,2004,3540405
hkg,2005,3559155
hkg,2006,3623557
hkg,2007,3674868
hkg,2008,3696370
hkg,2009,3715828
hkg,2010,3686417
hkg,2011,3753214
hkg,2012,3834805
hkg,2013,3906208
hkg,2014,3926619
hkg,2015,3960062
hkg,2016,3977452
hkg,2017,3995453
hkg,2018,4014704
hkg,2019,3986050
hkg,2020,3891456
hkg,2021,3865680
hnd,1990,1768388
hnd,1991,1821613
hnd,1992,1887082
hnd,1993,1955691
hnd,1994,2019729
hnd,1995,2093400
hnd,1996,2164696
hnd,1997,2241672
hnd,1998,2319701
hnd,1999,2394253
hnd,2000,2420116
hnd,2001,2479124
hnd,2002,2541221
hnd,2003,2605133
hnd,2004,2669122
hnd,2005,2732602
hnd,2006,2740849
hnd,2007,2786673
hnd,2008,2905042
hnd,2009,3059061
hnd,2010,3214166
hnd,2011,3197958
hnd,2012,3225010
hnd,2013,3568374
hnd,2014,3764382
hnd,2015,3870926
hnd,2016,3933053
hnd,2017,4105648
hnd,2018,4351344
hnd,2019,4238924
hnd,2020,4089919
hnd,2021,4251983
hrv,1990,2156476
hrv,1991,2141015
hrv,1992,2071854
hrv,1993,2065431
hrv,1994,2070639
hrv,1995,2037981
hrv,1996,1993425
hrv,1997,1964304
hrv,1998,1942066
hrv,1999,1912874
hrv,2000,1874491
hrv,2001,1770295
hrv,2002,1832539
hrv,2003,1811080
hrv,2004,1850650
hrv,2005,1802259
hrv,2006,1793079
hrv,2007,1930145
hrv,2008,1935016
hrv,2009,1932012
hrv,2010,1909758
hrv,2011,1876824
hrv,2012,1858316
hrv,2013,1840265
hrv,2014,1893188
hrv,2015,1894251
hrv,2016,1833113
hrv,2017,1821332
hrv,2018,1788894
hrv,2019,1774837
hrv,2020,1765171
hrv,2021,1791840
hti,1990,2667100
hti,1991,2709511
hti,1992,2750401
hti,1993,2792581
hti,1994,2839889
hti,1995,2893840
hti,1996,2943348
hti,1997,2998749
hti,1998,3057914
hti,1999,3117186
hti,2000,3174536
hti,2001,3263801
hti,2002,3353716
hti,2003,3444170
hti,2004,3535796
hti,2005,3629068
hti,2006,3732148
hti,2007,3836867
hti,2008,3943169
hti,2009,4051158
hti,2010,4160937
hti,2011,4257833
hti,2012,4349886
hti,2013,4446085
hti,2014,4539509
hti,2015,4629513
hti,2016,4718848
hti,2017,4807860
hti,2018,4898140
hti,2019,4982122
hti,2020,4955980
hti,2021,5068853
hun,1990,4464142
hun,1991,4497324
hun,1992,4529838
hun,1993,4385274
hun,1994,4256189
hun,1995,4183015
hun,1996,4098704
hun,1997,4043564
hun,1998,4108877
hun,1999,4186347
hun,2000,4208931
hun,2001,4157735
hun,2002,4163117
hun,2003,4231205
hun,2004,4213076
hun,2005,4275426
hun,2006,4312431
hun,2007,4284099
hun,2008,4250546
hun,2009,4248177
hun,2010,4285963
hun,2011,4309846
hun,2012,4376366
hun,2013,4412415
hun,2014,4529757
hun,2015,4611255
hun,2016,4680832
hun,2017,4716109
hun,2018,4746435
hun,2019,4774046
hun,2020,4748466
hun,2021,4921575
idn,1990,76515392
idn,1991,78049288
idn,1992,80489831
idn,1993,81632206
idn,1994,85142090
idn,1995,87301299
idn,1996,89415674
idn,1997,90831392
idn,1998,93828926
idn,1999,96420797
idn,2000,99332850
idn,2001,100110976
idn,2002,100008028
idn,2003,101099298
idn,2004,102646165
idn,2005,102184327
idn,2006,103776784
idn,2007,108893086
idn,2008,110890081
idn,2009,112039660
idn,2010,114596174
idn,2011,117225410
idn,2012,120144188
idn,2013,120972115
idn,2014,122770335
idn,2015,124807236
idn,2016,126206202
idn,2017,129127477
idn,2018,133000453
idn,2019,136202238
idn,2020,136459585
idn,2021,139164176
ind,1990,315629324
ind,1991,322784226
ind,1992,330187683
ind,1993,337902550
ind,1994,346038329
ind,1995,353772133
ind,1996,361461183
ind,1997,369433851
ind,1998,377639683
ind,1999,386013225
ind,2000,394491693
ind,2001,404464319
ind,2002,414679930
ind,2003,425076778
ind,2004,435581775
ind,2005,446152605
ind,2006,448878843
ind,2007,451318662
ind,2008,453478308
ind,2009,455403683
ind,2010,457144011
ind,2011,457496428
ind,2012,457753613
ind,2013,461045398
ind,2014,464104758
ind,2015,466842711
ind,2016,469541836
ind,2017,471675710
ind,2018,473422438
ind,2019,482700285
ind,2020,457779812
ind,2021,471295273
irl,1990,1431684
irl,1991,1460882
irl,1992,1448756
irl,1993,1484606
irl,1994,1520608
irl,1995,1545888
irl,1996,1593839
irl,1997,1643047
irl,1998,1730230
irl,1999,1807565
irl,2000,1868665
irl,2001,1906350
irl,2002,1951540
irl,2003,1996514
irl,2004,2046543
irl,2005,2161417
irl,2006,2244396
irl,2007,2333886
irl,2008,2352819
irl,2009,2305853
irl,2010,2261294
irl,2011,2239945
irl,2012,2230536
irl,2013,2248142
irl,2014,2252110
irl,2015,2271333
irl,2016,2313591
irl,2017,2335923
irl,2018,2378250
irl,2019,2425468
irl,2020,2412829
irl,2021,2495822
irn,1990,14287166
irn,1991,14606148
irn,1992,14871687
irn,1993,15139375
irn,1994,15420114
irn,1995,15722945
irn,1996,16112355
irn,1997,16822754
irn,1998,17558543
irn,1999,18328856
irn,2000,19131768
irn,2001,19945736
irn,2002,20779347
irn,2003,21612886
irn,2004,22417313
irn,2005,23174601
irn,2006,23257049
irn,2007,23259218
irn,2008,22489530
irn,2009,23380643
irn,2010,23307173
irn,2011,22739600
irn,2012,23379009
irn,2013,23663015
irn,2014,23762811
irn,2015,24705761
irn,2016,25742459
irn,2017,26730481
irn,2018,27200998
irn,2019,27293909
irn,2020,25884148
irn,2021,26410582
irq,1990,4026931
irq,1991,4154859
irq,1992,4281382
irq,1993,4440120
irq,1994,4604928
irq,1995,4767296
irq,1996,4943168
irq,1997,5106940
irq,1998,5281564
irq,1999,5460655
irq,2000,5644809
irq,2001,5821082
irq,2002,6005060
irq,2003,6189655
irq,2004,6365398
irq,2005,6527913
irq,2006,6650093
irq,2007,6757432
irq,2008,6854442
irq,2009,6978770
irq,2010,7144371
irq,2011,7423495
irq,2012,7742672
irq,2013,8304576
irq,2014,8889023
irq,2015,9291728
irq,2016,9620473
irq,2017,9631305
irq,2018,9968680
irq,2019,10242316
irq,2020,10368723
irq,2021,10719016
isl,1990,142048
isl,1991,144011
isl,1992,147816
isl,1993,147890
isl,1994,149440
isl,1995,155109
isl,1996,153707
isl,1997,153671
isl,1998,158872
isl,1999,164024
isl,2000,169243
isl,2001,171628
isl,2002,171169
isl,2003,171715
isl,2004,172657
isl,2005,174967
isl,2006,181720
isl,2007,187329
isl,2008,189969
isl,2009,187696
isl,2010,188670
isl,2011,187884
isl,2012,189218
isl,2013,193193
isl,2014,198705
isl,2015,203037
isl,2016,208267
isl,2017,210572
isl,2018,212896
isl,2019,215408
isl,2020,213434
isl,2021,196880
isr,1990,1884312
isr,1991,2020034
isr,1992,2122024
isr,1993,2246242
isr,1994,2352120
isr,1995,2445738
isr,1996,2492081
isr,1997,2545697
isr,1998,2585329
isr,1999,2671307
isr,2000,2774942
isr,2001,2841412
isr,2002,2865513
isr,2003,2936323
isr,2004,3014764
isr,2005,3090030
isr,2006,3174547
isr,2007,3265369
isr,2008,3329931
isr,2009,3418009
isr,2010,3507857
isr,2011,3553422
isr,2012,3643832
isr,2013,3712191
isr,2014,3810092
isr,2015,3874441
isr,2016,3950538
isr,2017,4018175
isr,2018,4092962
isr,2019,4146067
isr,2020,4109454
isr,2021,4209156
ita,1990,23569057
ita,1991,24143359
ita,1992,23293807
ita,1993,23166857
ita,1994,22980714
ita,1995,22849374
ita,1996,22981454
ita,1997,23060999
ita,1998,23241916
ita,1999,23413641
ita,2000,23490236
ita,2001,23604084
ita,2002,23881110
ita,2003,24227695
ita,2004,24594682
ita,2005,24435666
ita,2006,24489833
ita,2007,24449163
ita,2008,24794412
ita,2009,24602873
ita,2010,24554256
ita,2011,24564738
ita,2012,25125842
ita,2013,25291021
ita,2014,25695578
ita,2015,25660847
ita,2016,25927768
ita,2017,26090152
ita,2018,26142141
ita,2019,25875327
ita,2020,25093564
ita,2021,25064409
jam,1990,1094531
jam,1991,1101964
jam,1992,1108269
jam,1993,1114018
jam,1994,1120125
jam,1995,1126895
jam,1996,1133851
jam,1997,1140759
jam,1998,1147315
jam,1999,1147482
jam,2000,1147457
jam,2001,1147029
jam,2002,1151831
jam,2003,1156455
jam,2004,1215721
jam,2005,1235639
jam,2006,1258437
jam,2007,1280842
jam,2008,1301710
jam,2009,1284589
jam,2010,1279158
jam,2011,1294591
jam,2012,1302749
jam,2013,1343203
jam,2014,1354704
jam,2015,1376583
jam,2016,1424883
jam,2017,1444404
jam,2018,1433102
jam,2019,1457091
jam,2020,1396688
jam,2021,1438133
jor,1990,774830
jor,1991,841150
jor,1992,895877
jor,1993,965472
jor,1994,1033368
jor,1995,1095064
jor,1996,1133339
jor,1997,1165182
jor,1998,1193799
jor,1999,1219804
jor,2000,1244705
jor,2001,1270367
jor,2002,1296313
jor,2003,1329068
jor,2004,1362411
jor,2005,1405256
jor,2006,1456928
jor,2007,1518862
jor,2008,1592165
jor,2009,1678167
jor,2010,1779761
jor,2011,1890903
jor,2012,2012050
jor,2013,2136696
jor,2014,2257076
jor,2015,2371503
jor,2016,2472442
jor,2017,2560879
jor,2018,2566017
jor,2019,2633530
jor,2020,2588725
jor,2021,2658875
jpn,1990,63721155
jpn,1991,64915712
jpn,1992,65745715
jpn,1993,66086944
jpn,1994,66375556
jpn,1995,66625286
jpn,1996,67160952
jpn,1997,67781361
jpn,1998,67764966
jpn,1999,67672260
jpn,2000,67491823
jpn,2001,67328405
jpn,2002,66823769
jpn,2003,66624607
jpn,2004,66403238
jpn,2005,66523715
jpn,2006,66676252
jpn,2007,66797261
jpn,2008,66632288
jpn,2009,66347900
jpn,2010,66113861
jpn,2011,65662929
jpn,2012,65340443
jpn,2013,65624762
jpn,2014,65712094
jpn,2015,65933194
jpn,2016,66356389
jpn,2017,66876077
jpn,2018,67935294
jpn,2019,68551941
jpn,2020,68306177
jpn,2021,68014219
kaz,1990,7843877
kaz,1991,7947886
kaz,1992,7996743
kaz,1993,8053726
kaz,1994,8043993
kaz,1995,7961844
kaz,1996,7887872
kaz,1997,7796072
kaz,1998,7705893
kaz,1999,7660399
kaz,2000,7642391
kaz,2001,7658645
kaz,2002,7700930
kaz,2003,7783698
kaz,2004,7876506
kaz,2005,7943998
kaz,2006,8079537
kaz,2007,8274942
kaz,2008,8533075
kaz,2009,8573098
kaz,2010,8721578
kaz,2011,8816456
kaz,2012,8899357
kaz,2013,8972219
kaz,2014,9045894
kaz,2015,9115881
kaz,2016,9064290
kaz,2017,9004270
kaz,2018,9169408
kaz,2019,9227219
kaz,2020,9195720
kaz,2021,9279286
ken,1990,8832294
ken,1991,9181663
ken,1992,9552647
ken,1993,9940305
ken,1994,10335948
ken,1995,10733809
ken,1996,11117180
ken,1997,11489370
ken,1998,11861012
ken,1999,12247392
ken,2000,12690470
ken,2001,13099487
ken,2002,13550867
ken,2003,14029692
ken,2004,14512441
ken,2005,14988416
ken,2006,15477612
ken,2007,15959067
ken,2008,16446062
ken,2009,16962552
ken,2010,17521856
ken,2011,18106418
ken,2012,18741301
ken,2013,19416508
ken,2014,20115070
ken,2015,20829067
ken,2016,21570342
ken,2017,22251990
ken,2018,22946017
ken,2019,23658574
ken,2020,24134840
ken,2021,24973034
kgz,1990,1653593
kgz,1991,1697551
kgz,1992,1753055
kgz,1993,1796618
kgz,1994,1859332
kgz,1995,1900381
kgz,1996,1925335
kgz,1997,1943257
kgz,1998,1986678
kgz,1999,2028308
kgz,2000,2062508
kgz,2001,2090461
kgz,2002,2137661
kgz,2003,2176348
kgz,2004,2219086
kgz,2005,2302459
kgz,2006,2374548
kgz,2007,2399732
kgz,2008,2420579
kgz,2009,2413345
