geo,time,ip_pat_nres
idn,2019,8388
idn,2020,6851
ind,1980,1817
ind,1981,1834
ind,1982,1948
ind,1984,2291
ind,1985,2493
ind,1986,2497
ind,1987,2520
ind,1988,2504
ind,1989,2600
ind,1990,2673
ind,1991,2328
ind,1992,2176
ind,1993,2511
ind,1994,3212
ind,1995,5021
ind,1996,6901
ind,1997,8229
ind,1998,6707
ind,1999,2620
ind,2000,6332
ind,2001,8213
ind,2002,8772
ind,2003,9188
ind,2004,13452
ind,2005,19661
ind,2006,23242
ind,2007,28922
ind,2008,30387
ind,2009,27025
ind,2010,30909
ind,2011,33450
ind,2012,34402
ind,2013,32362
ind,2014,30814
ind,2015,33079
ind,2016,31858
ind,2017,31621
ind,2018,33766
ind,2019,34173
ind,2020,33630
irl,1980,2355
irl,1981,2649
irl,1982,2676
irl,1983,2527
irl,1984,2721
irl,1985,2614
irl,1986,2678
irl,1987,2846
irl,1988,3174
irl,1989,3494
irl,1990,4001
irl,1991,3794
irl,2016,70
irl,2017,75
irl,2018,32
irl,2019,35
irl,2020,54
irn,1980,493
irn,1981,321
irn,1982,273
irn,1983,280
irn,1984,312
irn,1985,223
irn,1987,165
irn,1988,173
irn,1989,170
irn,1990,173
irn,1991,165
irn,1992,175
irn,1993,164
irn,1994,131
irn,1995,129
irn,1996,227
irn,1997,115
irn,1998,159
irn,1999,177
irn,2000,206
irn,2001,302
irn,2002,285
irn,2003,355
irn,2004,356
irn,2005,443
irn,2006,557
irn,2007,502
irn,2008,552
irn,2009,516
irn,2010,528
irn,2011,489
irn,2012,432
irn,2013,338
irn,2014,119
irn,2016,702
irn,2017,995
irn,2018,915
irn,2019,578
irn,2020,634
irq,1980,126
irq,1981,107
irq,1982,129
irq,1983,128
irq,1984,94
irq,1985,77
irq,1986,54
irq,1987,49
irq,1988,52
irq,1989,75
irq,1992,25
irq,1993,28
irq,1994,25
irq,1995,24
irq,1996,18
irq,2015,102
irq,2017,101
irq,2018,77
irq,2019,106
irq,2020,98
isl,1980,58
isl,1981,79
isl,1982,62
isl,1983,62
isl,1984,70
isl,1985,71
isl,1986,92
isl,1987,91
isl,1988,110
isl,1989,87
isl,1990,113
isl,1991,99
isl,1992,121
isl,1993,112
isl,1994,108
isl,1995,49
isl,1996,75
isl,1997,216
isl,1998,254
isl,1999,357
isl,2000,825
isl,2001,713
isl,2002,379
isl,2003,748
isl,2004,463
isl,2005,545
isl,2006,326
isl,2007,53
isl,2008,31
isl,2009,22
isl,2010,19
isl,2011,21
isl,2012,7
isl,2013,13
isl,2014,13
isl,2015,6
isl,2016,3
isl,2017,8
isl,2018,10
isl,2019,15
isl,2020,3
isr,1980,2104
isr,1981,2132
isr,1982,2207
isr,1983,2295
isr,1984,2690
isr,1985,2727
isr,1986,2830
isr,1987,3035
isr,1988,2859
isr,1989,3048
isr,1990,2856
isr,1991,2630
isr,1992,2327
isr,1993,2635
isr,1994,2701
isr,1995,3159
isr,1996,2101
isr,1997,1445
isr,1998,3106
isr,1999,3904
isr,2000,5203
isr,2001,5521
isr,2002,5095
isr,2003,4569
isr,2004,4870
isr,2005,5157
isr,2006,6154
isr,2007,6394
isr,2008,6214
isr,2009,5387
isr,2010,5856
isr,2011,5526
isr,2012,5473
isr,2013,4984
isr,2014,5148
isr,2015,5623
isr,2016,5119
isr,2017,5377
isr,2018,5857
isr,2019,6370
isr,2020,6481
ita,1980,9971
ita,1983,12080
ita,1985,7851
ita,1988,8000
ita,1992,486
ita,1993,483
ita,1994,439
ita,1996,1678
ita,1999,1172
ita,2000,1396
ita,2007,870
ita,2008,861
ita,2009,903
ita,2010,846
ita,2011,927
ita,2012,871
ita,2013,905
ita,2014,781
ita,2016,973
ita,2017,1031
ita,2018,900
ita,2019,898
ita,2020,947
jam,1983,93
jam,1984,93
jam,1987,101
jam,1990,77
jam,1991,39
jam,1992,59
jam,1993,64
jam,1994,60
jam,1995,54
jam,1996,77
jam,1997,61
jam,2000,90
jam,2001,72
jam,2002,54
jam,2003,41
jam,2004,61
jam,2005,59
jam,2006,132
jam,2007,157
jam,2008,121
jam,2009,110
jam,2010,142
jam,2011,93
jam,2012,82
jam,2013,97
jam,2014,122
jam,2015,63
jam,2016,59
jam,2017,57
jam,2018,53
jam,2019,51
jam,2020,47
jor,1980,68
jor,1981,91
jor,1982,24
jor,1989,61
jor,2000,127
jor,2001,147
jor,2002,117
jor,2003,157
jor,2004,141
jor,2005,169
jor,2006,428
jor,2007,507
jor,2008,535
jor,2009,446
jor,2010,429
jor,2011,360
jor,2012,346
jor,2013,357
jor,2014,339
jor,2015,294
jor,2016,256
jor,2017,174
jor,2018,109
jor,2019,290
jor,2020,301
jpn,1980,25290
jpn,1983,24977
jpn,1984,28562
jpn,1985,28622
jpn,1986,29887
jpn,1987,30089
jpn,1988,30491
jpn,1989,33641
jpn,1990,34360
jpn,1991,33463
jpn,1992,33875
jpn,1993,34141
jpn,1994,33363
jpn,1995,34603
jpn,1996,36514
jpn,1997,40765
jpn,1998,42551
jpn,1999,45475
jpn,2000,49501
jpn,2001,52408
jpn,2002,51586
jpn,2003,54909
jpn,2004,54665
jpn,2005,59118
jpn,2006,61614
jpn,2007,62793
jpn,2008,60892
jpn,2009,53281
jpn,2010,54517
jpn,2011,55030
jpn,2012,55783
jpn,2013,56705
jpn,2014,60030
jpn,2015,59882
jpn,2016,58137
jpn,2017,58189
jpn,2018,59937
jpn,2019,62597
jpn,2020,61124
kaz,1992,12
kaz,1993,1205
kaz,1994,183
kaz,1995,342
kaz,1996,325
kaz,1997,303
kaz,1998,159
kaz,1999,111
kaz,2000,116
kaz,2001,99
kaz,2002,103
kaz,2003,102
kaz,2004,111
kaz,2005,103
kaz,2006,124
kaz,2007,194
kaz,2008,189
kaz,2009,314
kaz,2010,273
kaz,2011,317
kaz,2013,378
kaz,2014,271
kaz,2015,232
kaz,2016,231
kaz,2017,173
kaz,2018,193
kaz,2020,97
ken,1980,96
ken,1981,75
ken,1982,76
ken,1983,100
ken,1984,122
ken,1985,98
ken,1986,107
ken,1987,108
ken,1988,55
ken,1989,65
ken,1991,20
ken,1993,37
ken,1996,38
ken,1997,40
ken,1998,34
ken,1999,30
ken,2002,49
ken,2003,73
ken,2004,53
ken,2005,59
ken,2006,41
ken,2007,91
ken,2008,89
ken,2009,123
ken,2010,120
ken,2011,122
ken,2012,136
ken,2013,114
ken,2014,75
ken,2015,56
ken,2016,59
ken,2017,43
ken,2018,42
ken,2019,41
ken,2020,35
kgz,1994,259
kgz,1995,29
kgz,1996,142
kgz,1997,55
kgz,1998,12
kgz,1999,2
kgz,2000,4
kgz,2001,14
kgz,2002,5
kgz,2003,1
kgz,2007,3
kgz,2008,3
kgz,2009,3
kgz,2010,6
kgz,2011,5
kgz,2012,1
kgz,2013,3
kgz,2014,7
kgz,2015,4
kgz,2016,5
kgz,2017,9
kgz,2019,1
kgz,2020,1
khm,2007,13
khm,2008,39
khm,2009,28
khm,2010,26
khm,2011,43
khm,2012,53
khm,2013,74
khm,2014,65
khm,2015,65
khm,2016,77
khm,2017,55
khm,2018,160
khm,2019,310
khm,2020,248
kir,1985,1
kir,1999,2
kna,2015,4
kna,2016,5
kna,2017,9
kna,2018,4
kor,1980,3829
kor,1981,3984
kor,1982,4368
kor,1983,4795
kor,1984,6636
kor,1985,7883
kor,1986,9115
kor,1987,12186
kor,1988,14355
kor,1989,16295
kor,1990,16738
kor,1991,14880
kor,1992,15122
kor,1993,15044
kor,1994,17158
kor,1995,19271
kor,1996,21921
kor,1997,25325
kor,1998,24637
kor,1999,24672
kor,2000,29179
kor,2001,30898
kor,2002,29566
kor,2003,28338
kor,2004,34865
kor,2005,38733
kor,2006,40713
kor,2007,43768
kor,2008,43518
kor,2009,36207
kor,2010,38296
kor,2011,40890
kor,2012,40779
kor,2013,44611
kor,2014,46219
kor,2015,46419
kor,2016,45406
kor,2017,45691
kor,2018,47431
kor,2019,47372
kor,2020,46282
kwt,2016,37
kwt,2018,256
lao,2004,11
lao,2005,4
lao,2006,14
lao,2007,21
lao,2008,36
lao,2009,18
lao,2010,20
lao,2011,43
lao,2012,53
lao,2013,69
lao,2014,43
lao,2015,61
lao,2016,63
lao,2017,97
lao,2018,58
lbn,2013,250
lbn,2014,261
lbn,2015,194
lbr,1991,11
lbr,1993,21
lby,1989,24
lby,1990,47
lby,1991,22
lby,1993,21
lby,1994,21
lby,1995,37
lby,1996,23
lca,1980,14
lca,1981,10
lca,1983,5
lca,1984,1
lca,1990,2
lca,1992,1
lca,1995,4
lca,1996,5
lca,2001,7
lka,1980,67
lka,1981,102
lka,1982,76
lka,1983,85
lka,1984,78
lka,1985,80
lka,1986,103
lka,1987,90
lka,1988,92
lka,1989,94
lka,1990,83
lka,1991,92
lka,1992,91
lka,1993,77
lka,1994,57
lka,1995,113
lka,1996,114
lka,1997,193
lka,1998,158
lka,1999,248
lka,2000,250
lka,2001,236
lka,2002,202
lka,2003,189
lka,2004,195
lka,2005,211
lka,2006,270
lka,2007,279
lka,2008,264
lka,2009,200
lka,2010,235
lka,2011,235
lka,2013,188
lka,2015,263
lka,2016,293
lka,2017,266
lka,2018,260
lka,2019,255
lka,2020,251
lso,1989,14
lso,1995,2
ltu,1992,117
ltu,1993,1036
ltu,1994,180
ltu,1995,27
ltu,1996,78
ltu,1997,77
ltu,1998,71
ltu,1999,71
ltu,2000,61
ltu,2001,55
ltu,2002,46
ltu,2003,49
ltu,2004,44
ltu,2005,47
ltu,2006,34
ltu,2007,20
ltu,2008,18
ltu,2009,16
ltu,2010,6
ltu,2011,15
ltu,2012,15
ltu,2013,20
ltu,2014,42
ltu,2015,18
ltu,2016,58
ltu,2017,46
ltu,2018,24
ltu,2019,33
ltu,2020,18
lux,1980,897
lux,1981,708
lux,1982,616
lux,1984,496
lux,1985,439
lux,1986,407
lux,1987,300
lux,1988,248
lux,1989,169
lux,1990,165
lux,1991,119
lux,1993,166
lux,1994,74
lux,1995,69
lux,1996,77
lux,1997,102
lux,1998,68
lux,1999,86
lux,2000,91
lux,2001,70
lux,2002,42
lux,2003,8
lux,2004,18
lux,2005,64
lux,2006,26
lux,2007,25
lux,2008,23
lux,2009,24
lux,2010,21
lux,2011,43
lux,2012,52
lux,2013,56
lux,2014,90
lux,2015,119
lux,2016,301
lux,2017,512
lux,2018,243
lux,2019,359
lux,2020,679
lva,1992,70
lva,1993,163
lva,1994,87
lva,1995,90
lva,1996,273
lva,1997,40
lva,1998,90
lva,1999,91
lva,2000,81
lva,2001,63
lva,2002,64
lva,2003,24
lva,2004,43
lva,2005,57
lva,2006,37
lva,2007,8
lva,2008,9
lva,2009,3
lva,2010,7
lva,2011,10
lva,2012,12
lva,2013,8
lva,2014,4
lva,2015,1
lva,2016,18
lva,2017,7
lva,2018,24
lva,2019,5
lva,2020,1
mac,2001,7
mac,2002,12
mac,2004,22
mac,2005,119
mac,2006,131
mac,2007,291
mac,2008,208
mac,2009,123
mac,2010,58
mac,2011,56
mac,2012,53
mac,2013,54
mac,2014,104
mac,2015,62
mac,2016,51
mac,2017,67
mac,2018,54
mac,2019,38
mac,2020,63
mar,1980,315
mar,1981,299
mar,1982,284
mar,1983,300
mar,1984,294
mar,1985,255
mar,1986,225
mar,1987,234
mar,1988,238
mar,1989,204
mar,1990,268
mar,1991,301
mar,1993,256
mar,1994,253
mar,1995,292
mar,1996,237
mar,1998,401
mar,2004,457
mar,2005,520
mar,2006,732
mar,2007,782
mar,2008,834
mar,2009,856
mar,2010,882
mar,2011,880
mar,2012,843
mar,2013,828
mar,2014,742
mar,2015,797
mar,2016,1066
mar,2017,2026
mar,2018,2350
mar,2019,2531
mar,2020,2438
mco,1980,54
mco,1981,56
mco,1982,37
mco,1983,46
mco,1984,51
mco,1985,54
mco,1986,40
mco,1987,55
mco,1988,67
mco,1989,50
mco,1990,56
mco,1991,42
mco,1992,13
mco,1993,11
mco,1994,14
mco,1995,17
mco,1996,23
mco,1997,13
mco,1998,15
mco,1999,14
mco,2000,7
mco,2001,14
mco,2002,4
mco,2003,3
mco,2004,2
mco,2005,5
mco,2006,7
mco,2007,5
mco,2008,3
mco,2009,7
mco,2010,5
mco,2011,3
mco,2012,4
mco,2014,4
mco,2015,1
mco,2016,7
mco,2017,17
mco,2018,11
mco,2019,5
mco,2020,7
mda,1993,36
mda,1994,296
mda,1995,39
mda,1996,135
mda,1997,57
mda,1998,23
mda,1999,15
mda,2000,10
mda,2001,17
mda,2002,30
mda,2003,3
mda,2004,9
mda,2005,11
mda,2006,9
mda,2007,14
mda,2008,22
mda,2009,5
mda,2010,11
mda,2011,11
mda,2012,22
mda,2013,29
mda,2014,72
mda,2015,60
mda,2016,64
mda,2017,37
mda,2018,21
mda,2019,15
mda,2020,11
mdg,1994,20
mdg,1995,16
mdg,1996,23
mdg,1997,36
mdg,1998,30
mdg,1999,37
mdg,2000,48
mdg,2001,38
mdg,2002,25
mdg,2003,20
mdg,2004,22
mdg,2005,35
mdg,2006,40
mdg,2007,67
mdg,2008,63
mdg,2009,43
mdg,2010,34
mdg,2011,58
mdg,2012,40
mdg,2013,47
mdg,2014,29
mdg,2015,16
mdg,2016,30
mdg,2017,42
mdg,2018,37
mdg,2019,30
mdg,2020,21
mex,1980,4768
mex,1981,5232
mex,1982,4763
mex,1983,3861
mex,1984,3771
mex,1985,3091
mex,1986,3071
mex,1987,3509
mex,1988,3748
mex,1989,3817
mex,1990,4400
mex,1991,4707
mex,1992,7130
mex,1993,7659
mex,1994,9446
mex,1995,4961
mex,1996,6365
mex,1997,10111
mex,1998,10440
mex,1999,11655
mex,2000,12630
mex,2001,13031
mex,2002,12536
mex,2003,11739
mex,2004,12633
mex,2005,13851
mex,2006,14931
mex,2007,15970
mex,2008,15896
mex,2009,13459
mex,2010,13625
mex,2011,12990
mex,2012,14020
mex,2013,14234
mex,2014,14889
mex,2015,16707
mex,2016,16103
mex,2017,15850
mex,2018,14869
mex,2019,14636
mex,2020,13180
mkd,1993,50
mkd,1994,178
mkd,1995,76
mkd,1996,13
mkd,1997,118
mkd,1998,60
mkd,1999,2
mkd,2000,53
mkd,2001,59
mkd,2002,209
mkd,2003,23
mkd,2004,9
mkd,2005,15
mkd,2006,4
mkd,2007,13
mkd,2008,5
mkd,2009,11
mkd,2010,1
mkd,2011,3
mkd,2012,3
mkd,2013,4
mli,1981,7
mlt,1980,17
mlt,1981,17
mlt,1982,15
mlt,1983,16
mlt,1984,15
mlt,1985,20
mlt,1986,12
mlt,1987,17
mlt,1988,14
mlt,1989,13
mlt,1990,17
mlt,1991,21
mlt,1992,22
mlt,1993,16
mlt,1994,21
mlt,1995,13
mlt,1996,18
mlt,1997,24
mlt,1998,26
mlt,1999,72
mlt,2000,93
mlt,2001,107
mlt,2002,180
mlt,2004,471
mlt,2006,805
mlt,2007,29
mlt,2008,34
mlt,2009,21
mlt,2010,7
mlt,2011,6
mlt,2012,6
mlt,2013,4
mlt,2014,8
mlt,2015,2
mlt,2016,1
mlt,2017,7
mlt,2018,15
mlt,2019,7
mlt,2020,5
mne,2008,914
mne,2010,136
mne,2011,83
mne,2012,41
mng,1983,32
mng,1984,11
mng,1991,1
mng,1992,2
mng,1993,6
mng,1994,21
mng,1995,52
mng,1996,23
mng,1997,3
mng,1998,32
mng,2001,76
mng,2002,105
mng,2003,86
mng,2004,86
mng,2005,87
mng,2006,110
mng,2009,67
mng,2010,69
mng,2013,132
mng,2014,126
mng,2015,128
mng,2016,107
mng,2017,104
mng,2018,79
mng,2019,86
mng,2020,82
moz,1999,18
moz,2000,8
moz,2001,1
moz,2002,9
moz,2003,16
moz,2004,4
moz,2005,14
moz,2006,17
moz,2007,26
moz,2008,14
moz,2009,17
moz,2010,25
moz,2011,15
moz,2012,26
moz,2013,30
moz,2014,46
moz,2015,30
moz,2016,25
moz,2017,26
moz,2018,13
moz,2019,24
moz,2020,14
mus,1980,10
mus,1981,19
mus,1982,8
mus,1985,5
mus,1986,21
mus,1987,5
mus,1988,14
mus,1989,11
mus,1990,3
mus,1991,8
mus,1992,12
mus,1993,4
mus,1994,12
mus,1995,4
mus,1996,19
mus,1997,12
mus,1998,12
mus,2008,22
mus,2011,19
mus,2012,14
mus,2013,18
mus,2014,18
mus,2015,20
mus,2016,36
mus,2017,18
mus,2018,13
mus,2019,23
mus,2020,19
mwi,1980,51
mwi,1981,41
mwi,1982,49
mwi,1983,37
mwi,1984,26
mwi,1985,35
mwi,1986,39
mwi,1987,53
mwi,1988,33
mwi,1989,34
mwi,1990,33
mwi,1991,21
mwi,1992,12
mwi,1993,15
mwi,1994,12
mwi,1995,33
mwi,1996,30
mwi,1997,26
mwi,1998,18
mwi,2000,17
mwi,2016,1
mys,1985,1329
mys,1986,233
mys,1987,3195
mys,1988,1547
mys,1989,1803
mys,1990,2213
mys,1991,2321
mys,1992,2260
mys,1993,2684
mys,1994,3364
mys,1995,3911
mys,1996,5354
mys,1997,6272
mys,1998,5770
mys,1999,5624
mys,2000,6021
mys,2001,5663
mys,2002,4615
mys,2003,4686
mys,2004,4920
mys,2005,5764
mys,2006,4269
mys,2007,1702
mys,2008,4485
mys,2009,4503
mys,2010,5152
mys,2011,5376
mys,2012,5826
mys,2013,6006
mys,2014,6267
mys,2015,6455
mys,2016,6127
mys,2017,5906
mys,2018,6179
mys,2019,6480
mys,2020,5839
nam,1990,158
nam,1991,130
nam,1993,120
nam,2015,11
nam,2016,14
nam,2017,15
nam,2018,15
nam,2019,12
nga,1985,431
nga,1990,246
nga,2011,747
nga,2012,676
nga,2013,869
nga,2016,150
nga,2017,180
nga,2018,509
nga,2019,683
nga,2020,598
nic,1983,64
nic,1984,49
nic,1985,33
nic,1986,39
nic,1992,39
nic,1993,34
nic,1995,35
nic,1999,136
nic,2000,129
nic,2011,208
nic,2012,172
nic,2013,124
nic,2014,145
nld,1980,5532
nld,1981,4228
nld,1982,3212
nld,1983,2611
nld,1984,2139
nld,1985,1658
nld,1986,1464
nld,1987,1201
nld,1988,1068
nld,1989,993
nld,1990,764
nld,1991,595
nld,1992,555
nld,1993,560
nld,1994,501
nld,1995,569
nld,1996,633
nld,1997,637
nld,1998,549
nld,1999,506
nld,2000,529
nld,2001,543
nld,2002,481
nld,2003,573
nld,2004,556
nld,2005,633
nld,2006,548
nld,2007,367
nld,2008,311
nld,2009,279
nld,2010,240
nld,2011,310
nld,2012,338
nld,2013,449
nld,2014,288
nld,2015,287
nld,2016,314
nld,2017,365
nld,2018,394
nld,2019,449
nld,2020,825
nor,1980,3247
nor,1981,3785
nor,1982,3733
nor,1983,4068
nor,1984,4332
nor,1985,3694
nor,1986,3519
nor,1987,4616
nor,1988,4933
nor,1989,4324
nor,1990,4745
nor,1991,4213
nor,1992,4120
nor,1993,3886
nor,1994,4072
nor,1995,4280
nor,1996,4336
nor,1997,4959
nor,1998,5006
nor,1999,5255
nor,2000,5389
nor,2001,5242
nor,2002,5109
nor,2003,4782
nor,2004,4348
nor,2005,4843
nor,2006,4957
nor,2007,5431
nor,2008,4280
nor,2009,2358
nor,2010,696
nor,2011,654
nor,2012,555
nor,2013,648
nor,2014,457
nor,2015,652
nor,2016,833
nor,2017,908
nor,2018,592
nor,2019,582
nor,2020,564
npl,1982,3
npl,1985,1
npl,1992,2
npl,1993,3
npl,1994,1
npl,1995,5
npl,2011,15
npl,2012,13
npl,2013,12
npl,2014,36
npl,2015,71
npl,2016,26
npl,2017,43
nzl,1980,2290
nzl,1981,2424
nzl,1982,2547
nzl,1983,2683
nzl,1984,3011
nzl,1985,2967
nzl,1986,3128
nzl,1987,3368
nzl,1988,3622
nzl,1989,3660
nzl,1990,3869
nzl,1991,3550
nzl,1992,3390
nzl,1993,1866
nzl,1994,2517
nzl,1995,3435
nzl,1996,6192
nzl,1997,8259
nzl,1998,4519
nzl,1999,6541
nzl,2000,5585
nzl,2001,5507
nzl,2002,5109
nzl,2003,5028
nzl,2004,4900
nzl,2005,5112
nzl,2006,5212
nzl,2007,5952
nzl,2008,4468
nzl,2009,4803
nzl,2010,5051
nzl,2011,4708
nzl,2012,5674
nzl,2013,5167
nzl,2014,6092
nzl,2015,5317
nzl,2016,5311
nzl,2017,5146
nzl,2018,5221
nzl,2019,5690
nzl,2020,5417
omn,2015,341
omn,2016,366
omn,2017,387
omn,2018,404
omn,2019,476
pak,1980,369
pak,1990,524
pak,1991,502
pak,1992,605
pak,1993,617
pak,1994,574
pak,1995,678
pak,1996,799
pak,1997,1049
pak,1998,1275
pak,1999,1089
pak,2000,1149
pak,2001,1168
pak,2002,1057
pak,2003,1070
pak,2004,1008
pak,2005,1141
pak,2006,1647
pak,2007,1449
pak,2008,1375
pak,2010,980
pak,2011,861
pak,2012,798
pak,2013,783
pak,2014,776
pak,2015,677
pak,2016,636
pak,2017,505
pak,2018,586
pak,2019,561
pak,2020,562
pan,1980,90
pan,1981,90
pan,1982,97
pan,1983,134
pan,1984,98
pan,1985,78
pan,1986,83
pan,1987,73
pan,1988,79
pan,1989,44
pan,1990,53
pan,1991,68
pan,1992,66
pan,1993,80
pan,1994,86
pan,1995,62
pan,1996,142
pan,2000,153
pan,2008,371
pan,2009,370
pan,2010,468
pan,2011,420
pan,2012,234
pan,2013,78
pan,2014,274
pan,2015,389
pan,2016,349
pan,2017,376
pan,2018,362
pan,2019,328
pan,2020,297
per,1980,280
per,1981,375
per,1982,294
per,1983,266
per,1985,211
per,1986,208
per,1987,194
per,1988,194
per,1990,219
per,1991,216
per,1992,262
per,1993,254
per,1994,369
per,1996,565
per,1997,756
per,1999,944
per,2000,1038
per,2001,974
per,2002,840
per,2003,892
per,2004,785
per,2005,993
per,2006,1232
per,2007,1331
per,2008,1504
per,2009,657
per,2010,261
per,2011,1129
per,2012,1136
per,2013,1193
per,2014,1204
per,2015,1182
per,2016,1091
per,2017,1119
per,2018,1133
per,2019,1122
per,2020,1142
phl,1980,1454
phl,1981,1514
phl,1982,1514
phl,1983,1613
phl,1984,1194
phl,1985,1489
phl,1986,1379
phl,1987,1568
phl,1988,1617
phl,1989,1772
phl,1990,1822
phl,1991,1774
phl,1992,1687
phl,1993,1860
phl,1994,1965
phl,1995,2207
phl,1996,2634
phl,1997,3440
phl,1998,3280
phl,1999,3217
phl,2000,3482
phl,2001,2470
phl,2002,705
phl,2003,1732
phl,2004,2538
phl,2005,2762
phl,2006,3034
phl,2007,3248
phl,2008,3097
phl,2009,2825
phl,2010,3223
phl,2011,3010
phl,2012,2832
phl,2013,3065
phl,2014,3255
phl,2015,3359
phl,2016,3092
phl,2017,3072
phl,2018,3771
phl,2019,3879
phl,2020,3517
png,2008,45
png,2013,79
png,2015,46
png,2018,33
png,2019,63
png,2020,53
pol,1980,1644
pol,1981,1188
pol,1982,990
pol,1983,783
pol,1984,798
pol,1985,770
pol,1986,713
pol,1987,769
pol,1988,763
pol,1989,843
pol,1990,1315
pol,1991,1086
pol,1992,1354
pol,1993,1013
pol,1994,1327
pol,1995,1265
pol,1996,1297
pol,1997,3950
pol,1998,4128
pol,1999,4671
pol,2000,4899
pol,2001,4328
pol,2002,4292
pol,2003,3973
pol,2004,5359
pol,2005,4555
pol,2006,655
pol,2007,361
pol,2008,290
pol,2009,241
pol,2010,227
pol,2011,244
pol,2012,247
pol,2013,174
pol,2014,155
pol,2015,139
pol,2016,135
pol,2017,117
pol,2018,115
pol,2019,112
pol,2020,88
prk,1986,8
prk,1987,32
prk,1988,13
prk,1989,13
prk,1990,38
prk,1991,8
prk,1992,8
prk,2005,66
prk,2006,56
prk,2007,76
prk,2009,55
prk,2010,39
prk,2011,39
prk,2012,27
prk,2017,2
prk,2018,8
prk,2019,7
prk,2020,6
prt,1980,1731
prt,1981,1843
prt,1982,1734
prt,1983,1760
prt,1984,1756
prt,1985,1906
prt,1986,2191
prt,1987,2258
prt,1988,2410
prt,1989,3311
prt,1990,3541
prt,1991,3453
prt,1992,1138
prt,1993,180
prt,1994,88
prt,1995,120
prt,1996,76
prt,1997,101
prt,1998,61
prt,1999,114
prt,2000,65
prt,2001,56
prt,2002,49
prt,2003,40
prt,2004,64
prt,2005,47
prt,2006,36
prt,2007,31
prt,2008,24
prt,2009,46
prt,2010,46
prt,2011,75
prt,2012,26
prt,2013,22
prt,2014,18
prt,2015,20
prt,2016,27
prt,2017,36
prt,2018,29
prt,2019,104
prt,2020,263
pry,1983,50
pry,1984,32
pry,1985,35
pry,1989,34
pry,1990,36
pry,1992,44
pry,1993,71
pry,2000,211
pry,2001,253
pry,2002,171
pry,2003,173
pry,2004,187
pry,2005,241
pry,2006,364
pry,2007,295
pry,2008,265
pry,2009,246
pry,2010,347
pry,2018,315
pry,2019,324
pry,2020,323
qat,2012,58
qat,2013,323
qat,2014,477
qat,2016,548
qat,2017,574
qat,2019,799
qat,2020,604
rou,1980,726
rou,1981,681
rou,1982,638
rou,1983,487
rou,1984,457
rou,1985,379
rou,1986,225
rou,1987,291
rou,1988,181
rou,1989,191
rou,1990,304
rou,1991,361
rou,1992,420
rou,1993,628
rou,1994,500
rou,1995,421
rou,1996,636
rou,1997,722
rou,1998,894
rou,1999,330
rou,2000,287
rou,2001,277
rou,2002,363
rou,2003,293
rou,2004,200
rou,2005,68
rou,2006,62
rou,2007,59
rou,2008,36
rou,2009,37
rou,2010,36
rou,2011,39
rou,2012,55
rou,2013,53
rou,2014,84
rou,2015,78
rou,2016,58
rou,2017,80
rou,2018,47
rou,2019,58
rou,2020,47
rus,1992,11850
rus,1993,3974
rus,1994,4495
rus,1995,6893
rus,1996,7980
rus,1997,8123
rus,1998,8299
rus,1999,7944
rus,2000,8960
rus,2001,9313
rus,2002,9596
rus,2003,9901
rus,2004,7205
rus,2005,8609
rus,2006,9807
rus,2007,11934
rus,2008,14137
rus,2009,12966
rus,2010,13778
rus,2011,14919
rus,2012,15510
rus,2013,16149
rus,2014,16236
rus,2015,16248
rus,2016,14792
rus,2017,14106
rus,2018,13031
rus,2019,12174
rus,2020,11225
rwa,1980,3
rwa,1981,7
rwa,1982,2
rwa,1983,3
rwa,1984,6
rwa,1985,1
rwa,1986,1
rwa,1987,2
rwa,1988,5
rwa,1989,1
rwa,1990,4
rwa,1991,1
rwa,1992,2
rwa,1994,3
rwa,1999,4
rwa,2012,30
rwa,2014,7
rwa,2015,1
rwa,2016,3
rwa,2017,2
rwa,2018,1
sau,1989,58
sau,1990,439
sau,1991,492
sau,1992,605
sau,1993,729
sau,1994,687
sau,1995,718
sau,1996,810
sau,1997,1001
sau,1998,1286
sau,1999,1144
sau,2000,797
sau,2001,683
sau,2002,552
sau,2003,487
sau,2004,395
sau,2005,374
sau,2006,419
sau,2007,642
sau,2010,643
sau,2011,643
sau,2013,440
sau,2014,135
sau,2015,1691
sau,2016,2196
sau,2017,2282
sau,2018,2321
sau,2019,2463
sau,2020,2274
sdn,1983,67
sdn,1992,26
sdn,1999,4
sdn,2000,16
sdn,2001,13
sdn,2002,20
sdn,2003,11
sdn,2004,17
sdn,2005,16
sdn,2006,13
sdn,2007,13
sdn,2008,3
sdn,2009,2
sdn,2010,2
sdn,2011,3
sdn,2014,8
sdn,2015,1
sdn,2016,1
sdn,2017,12
sdn,2018,31
sdn,2019,7
sdn,2020,7
sgp,1980,631
sgp,1981,603
sgp,1983,852
sgp,1984,927
sgp,1985,1003
sgp,1995,2412
sgp,1996,12357
sgp,1997,6048
sgp,1998,6367
sgp,1999,6679
sgp,2000,7720
sgp,2001,7726
sgp,2002,7575
sgp,2003,7248
sgp,2004,7944
sgp,2005,8036
sgp,2006,8537
sgp,2007,9255
sgp,2008,8899
sgp,2009,7986
sgp,2010,8878
sgp,2011,8738
sgp,2012,8604
sgp,2013,8579
sgp,2014,9009
sgp,2015,9345
sgp,2016,9379
sgp,2017,9321
sgp,2018,10270
sgp,2019,12409
