geo,time,cm_mkt_trnr
kwt,2001,5.1494
kwt,2002,7.08832
kwt,2003,9.20403
kwt,2004,66.4636
kwt,2005,89.0552
kwt,2006,53.4228
kwt,2019,3.1258
kwt,2020,12.4235
lbn,1996,2.80008
lbn,1997,23.83495
lbn,1998,13.73275
lbn,1999,4.55759
lbn,2000,7.48652
lbn,2001,4.28339
lbn,2002,8.87029
lbn,2003,8.74702
lbn,2004,8.53152
lbn,2005,18.7553
lbn,2006,24.68787
lbn,2007,9.00249
lbn,2008,17.85639
lbn,2009,8.10066
lbn,2010,14.78466
lbn,2011,5.65361
lbn,2019,2.5332
lbn,2020,3.46633
lka,1999,13.1601
lka,2000,12.43786
lka,2001,9.80226
lka,2002,18.7728
lka,2003,26.56589
lka,2004,15.26169
lka,2005,18.8787
lka,2006,12.59685
lka,2007,12.79291
lka,2008,22.59639
lka,2009,13.04435
lka,2010,25.06994
lka,2011,24.67419
lka,2012,9.86479
lka,2013,8.14945
lka,2014,10.98008
lka,2015,8.61984
lka,2016,6.50042
lka,2017,7.60847
lka,2018,7.04605
lka,2019,5.9933
lka,2020,10.71649
lux,1982,1.06111
lux,1983,1.05902
lux,1984,1.24423
lux,1985,1.50886
lux,1986,2.63482
lux,1987,1.75592
lux,1988,3.01285
lux,1989,1.97621
lux,1990,1.88656
lux,1991,1.30767
lux,1992,0.96516
lux,1993,1.09361
lux,1994,0.94269
lux,1995,0.67477
lux,1996,1.58616
lux,1997,2.93808
lux,1998,4.05537
lux,1999,2.6467
lux,2000,3.59361
lux,2001,1.89759
lux,2002,1.25164
lux,2003,0.75807
lux,2004,0.79071
lux,2005,0.44236
lux,2006,0.3023
lux,2007,0.14692
lux,2008,2.68808
lux,2009,0.26738
lux,2010,0.17584
lux,2011,0.18148
lux,2012,0.16342
lux,2013,0.15201
lux,2014,0.17485
lux,2015,0.20358
lux,2016,0.13314
lux,2017,0.1241
lux,2018,0.16059
lux,2019,0.1101
lux,2020,0.09291
mar,2010,8.81868
mar,2011,6.81089
mar,2012,6.65587
mar,2013,6.01278
mar,2014,5.76314
mar,2015,6.35561
mar,2016,6.26975
mar,2017,6.29826
mar,2018,6.38765
mar,2019,4.9844
mar,2020,5.50361
mex,1978,181.02981
mex,1979,343.63158
mex,1980,247.85373
mex,1981,413.9604
mex,1982,45.47093
mex,1983,30.88944
mex,1984,50.1429
mex,1985,77.81586
mex,1986,72.59873
mex,1987,115.13691
mex,1988,50.47414
mex,1989,50.02751
mex,1990,45.15861
mex,1991,30.79846
mex,1992,31.8251
mex,1993,31.16295
mex,1994,43.89265
mex,1995,37.7002
mex,1996,40.38842
mex,1997,33.01832
mex,1998,30.47568
mex,1999,22.67581
mex,2000,35.70204
mex,2001,42.0476
mex,2002,24.4721
mex,2003,18.83763
mex,2004,25.80565
mex,2005,22.78565
mex,2006,23.49419
mex,2007,29.64877
mex,2008,36.25669
mex,2009,22.03029
mex,2010,24.45721
mex,2011,24.41687
mex,2012,22.79498
mex,2013,31.1192
mex,2014,26.66041
mex,2015,25.76836
mex,2016,28.16135
mex,2017,23.12816
mex,2018,24.3595
mex,2019,20.4784
mex,2020,20.69504
mlt,2000,9.18378
mlt,2001,3.60093
mlt,2002,3.99281
mlt,2003,2.76214
mlt,2004,3.54459
mlt,2005,3.42492
mlt,2006,6.0068
mlt,2007,1.67909
mlt,2008,1.90394
mlt,2009,0.89381
mlt,2010,1.15798
mlt,2011,1.42232
mlt,2012,1.2141
mlt,2013,1.58524
mlt,2014,1.68765
mlt,2015,2.01574
mlt,2016,1.91242
mlt,2017,2.03898
mlt,2018,1.95401
mlt,2019,1.8896
mlt,2020,1.41065
mne,2008,2.40089
mne,2010,1.37771
mne,2011,2.1826
mne,2012,1.14886
mus,1993,5.35702
mus,1994,6.31417
mus,1995,4.00374
mus,1996,6.67928
mus,1997,8.0147
mus,1998,5.54997
mus,1999,4.65298
mus,2000,5.26443
mus,2001,10.77077
mus,2002,4.62247
mus,2003,5.41601
mus,2004,5.38474
mus,2005,6.00949
mus,2006,3.16365
mus,2007,5.19985
mus,2008,7.47921
mus,2009,5.16951
mus,2010,4.70799
mus,2011,6.50121
mus,2012,4.12028
mus,2013,3.59257
mus,2014,5.29458
mus,2015,6.36578
mus,2016,4.36353
mus,2017,4.60604
mus,2018,4.62043
mus,2019,4.3318
mus,2020,5.04529
mys,1981,20.28862
mys,1982,8.81975
mys,1983,13.21624
mys,1984,11.14601
mys,1985,9.93217
mys,1986,7.86341
mys,1987,20.87914
mys,1988,10.85707
mys,1989,16.64178
mys,1990,22.37709
mys,1991,18.8367
mys,1992,20.85899
mys,1993,6.59563
mys,1994,6.4898
mys,1995,28.12995
mys,1996,8.37673
mys,1997,45.68504
mys,1998,27.7852
mys,1999,30.06001
mys,2000,46.40645
mys,2001,17.67755
mys,2002,20.4554
mys,2003,28.42536
mys,2004,29.83714
mys,2005,24.7314
mys,2006,29.35103
mys,2007,47.53923
mys,2008,43.5012
mys,2009,27.95063
mys,2010,28.08719
mys,2011,32.93975
mys,2012,26.50246
mys,2013,28.41083
mys,2014,31.07845
mys,2015,29.10926
mys,2016,27.00751
mys,2017,30.05572
mys,2018,34.00215
mys,2019,26.889
mys,2020,56.94987
nam,1994,6.21498
nam,1995,1.58109
nam,1996,7.96225
nam,1997,3.35142
nam,1998,3.03612
nam,1999,3.35537
nam,2000,6.10637
nam,2001,3.45515
nam,2002,1.95298
nam,2003,3.97326
nam,2004,21.55495
nam,2005,4.54928
nam,2006,10.96398
nam,2007,11.7981
nam,2008,30.10261
nam,2009,80.37693
nam,2010,1721.54352
nam,2011,1107.2256
nam,2019,3.7593
nam,2020,1.95322
nga,1993,1.40957
nga,1994,1.50472
nga,1995,1.07468
nga,1996,2.4745
nga,1997,3.97347
nga,1998,5.90525
nga,1999,3.83048
nga,2004,10.59269
nga,2005,8.78336
nga,2006,10.95807
nga,2007,20.44875
nga,2008,34.7853
nga,2009,13.94245
nga,2010,10.09995
nga,2011,9.9208
nga,2014,8.17781
nga,2015,8.17405
nga,2016,5.35871
nga,2017,5.86793
nga,2018,8.20481
nga,2019,6.1851
nga,2020,4.38744
nld,1975,26.02735
nld,1976,29.06932
nld,1977,34.93167
nld,1978,37.48851
nld,1979,16.02307
nld,1980,16.17169
nld,1981,18.40278
nld,1982,19.14007
nld,1983,28.1038
nld,1984,31.32008
nld,1985,34.03937
nld,1986,40.14589
nld,1987,51.13802
nld,1988,27.90547
nld,1989,31.64544
nld,1990,36.46814
nld,1991,25.16038
nld,1992,26.08157
nld,1993,28.1216
nld,1994,33.90178
nld,1995,40.39602
nld,1996,45.64205
nld,1997,52.9904
nld,1998,67.12167
nld,1999,60.50077
nld,2000,101.5498
nld,2001,90.63372
nld,2002,131.60694
nld,2003,110.28728
nld,2004,116.67786
nld,2005,100.31488
nld,2006,115.55288
nld,2007,161.21447
nld,2008,249.73284
nld,2009,96.93869
nld,2010,84.31298
nld,2011,87.0197
nld,2012,64.14491
nld,2013,58.27452
nld,2014,60.53815
nor,1981,2.98432
nor,1982,3.64747
nor,1983,19.76796
nor,1984,3.79079
nor,1985,21.14376
nor,1986,16.82103
nor,1987,81.14211
nor,1988,30.5603
nor,1989,51.53413
nor,1990,56.7549
nor,1991,57.32489
nor,1992,51.12038
nor,1993,60.75487
nor,1994,49.86297
nor,1995,54.91832
nor,1996,62.23284
nor,1997,68.85083
nor,1998,85.78042
nor,1999,78.32134
nor,2000,91.76179
nor,2001,76.07085
nor,2002,56.86593
nor,2003,50.96976
nor,2004,64.71413
nor,2005,74.17338
nor,2006,100.70706
nor,2007,114.90948
nor,2008,186.22912
nor,2009,91.4004
nor,2010,71.80146
nor,2011,83.63973
nor,2012,49.26871
nor,2013,36.37527
nor,2014,46.64743
nor,2015,49.5106
nor,2016,45.17954
nor,2017,35.04925
nor,2018,44.56854
nor,2019,34.4117
nzl,1985,10.67249
nzl,1986,9.68469
nzl,1987,18.74454
nzl,1988,8.01637
nzl,1989,6.99781
nzl,1990,21.82514
nzl,1991,18.92412
nzl,1992,19.72827
nzl,1993,26.27311
nzl,1994,27.28794
nzl,1995,26.69136
nzl,1996,25.29238
nzl,1997,29.04669
nzl,1998,47.47849
nzl,1999,42.48766
nzl,2000,53.59215
nzl,2001,47.74877
nzl,2002,11.88707
nzl,2003,11.68532
nzl,2004,11.64014
nzl,2005,13.44136
nzl,2006,12.06452
nzl,2007,12.53058
nzl,2008,13.62141
nzl,2009,9.28511
nzl,2012,10.11415
nzl,2013,13.42006
nzl,2014,11.63127
nzl,2015,12.18442
nzl,2016,13.16826
nzl,2017,12.34926
nzl,2018,14.14903
nzl,2019,11.5606
nzl,2020,16.79246
omn,1993,11.66139
omn,1994,14.26629
omn,1995,11.34197
omn,1996,21.61589
omn,1997,49.72971
omn,1998,44.2217
omn,1999,11.63055
omn,2000,13.1327
omn,2001,8.56489
omn,2004,20.89506
omn,2005,23.93239
omn,2006,18.11241
omn,2007,25.89501
omn,2008,42.74037
omn,2009,25.96456
omn,2010,11.68751
omn,2011,9.48855
omn,2012,8.79028
omn,2013,15.60014
omn,2014,15.34466
omn,2015,8.65614
omn,2016,10.83733
omn,2017,11.20167
omn,2018,10.20415
omn,2019,10.0388
omn,2020,6.31582
pak,1993,0.33513
pak,1994,0.46876
pak,1995,1.68312
pak,1996,47.68757
pak,1997,89.47576
pak,1998,165.90454
pak,1999,297.15745
pak,2000,467.94976
pak,2001,253.96256
pak,2004,307.68909
pak,2005,307.6891
pak,2006,277.97915
pak,2007,143.19903
pak,2008,181.03896
pak,2009,55.17399
pak,2010,30.66155
pak,2011,29.59322
pan,1993,0.41284
pan,1994,9.2
pan,1995,0.96985
pan,1996,1.84211
pan,1997,1.9401
pan,1998,2.782
pan,1999,1.65709
pan,2000,5.49749
pan,2001,1.72169
pan,2002,1.90338
pan,2003,1.65217
pan,2004,4.29496
pan,2005,2.62293
pan,2006,3.54336
pan,2007,5.03242
pan,2008,4.11595
pan,2009,0.41826
pan,2010,0.81457
pan,2011,3.03323
pan,2019,2.1668
pan,2020,1.50756
per,1997,24.89468
per,1998,26.6239
per,1999,20.30281
per,2000,22.46841
per,2001,7.51936
per,2002,8.38898
per,2003,6.86158
per,2004,5.84943
per,2005,7.10837
per,2006,10.32521
per,2007,11.61732
per,2008,9.71868
per,2009,4.12873
per,2010,3.86407
per,2011,6.32179
per,2012,5.14423
per,2013,3.91849
per,2014,4.09398
per,2015,2.5657
per,2016,2.76371
per,2017,5.71
per,2018,2.43734
per,2019,1.6101
per,2020,2.42573
phl,1996,31.63154
phl,1997,64.89034
phl,1998,29.76428
phl,1999,45.94524
phl,2000,28.38365
phl,2001,14.18502
phl,2002,11.5767
phl,2003,10.54919
phl,2004,11.3055
phl,2005,13.45003
phl,2006,13.49796
phl,2007,23.56252
phl,2008,23.77191
phl,2009,16.5831
phl,2010,14.14268
phl,2011,16.57916
phl,2012,15.56103
phl,2013,20.51761
phl,2014,16.12172
phl,2015,16.08661
phl,2016,14.48903
phl,2017,11.63533
phl,2018,11.31637
phl,2019,10.8952
phl,2020,12.00118
png,2003,0.07966
png,2004,0.10431
png,2005,0.27841
png,2006,0.32101
png,2007,0.41448
png,2008,0.58184
png,2009,0.16084
png,2010,0.24258
png,2011,0.57622
png,2014,2.0695
png,2015,1.0331
png,2016,3.8857
png,2017,0.0535
pol,1995,60.67008
pol,1996,66.20498
pol,1997,61.18527
pol,1998,43.36515
pol,1999,36.33052
pol,2000,65.40902
pol,2001,39.11672
pol,2002,11.42523
pol,2003,20.97232
pol,2004,25.24484
pol,2005,27.90787
pol,2006,35.76357
pol,2007,42.60881
pol,2008,56.91644
pol,2009,37.51175
pol,2010,36.41177
pol,2011,52.85152
pol,2012,33.94904
pol,2013,35.50006
pol,2014,34.21914
pol,2015,38.19985
pol,2016,35.05819
pol,2017,33.66
pol,2018,34.1147
pol,2019,33.2375
pol,2020,47.00532
prt,1997,51.05238
prt,1998,79.7783
prt,1999,56.00005
prt,2000,91.60155
prt,2001,58.88513
prt,2002,52.65447
prt,2003,41.00799
prt,2004,52.8427
prt,2005,53.34361
prt,2006,63.38305
prt,2007,103.90449
prt,2008,110.21006
prt,2009,45.56839
prt,2010,65.4311
prt,2011,57.78187
prt,2012,40.34881
prt,2013,49.22195
prt,2014,81.0131
pry,1996,7.67405
pry,1997,4.58086
pry,1998,4.1803
pry,1999,3.82353
pse,1999,17.70155
pse,2000,29.60494
pse,2001,10.32167
pse,2002,7.64193
pse,2003,8.96613
pse,2004,18.29513
pse,2005,29.82119
pse,2006,23.89622
pse,2007,36.25371
pse,2008,47.04816
pse,2009,17.42599
pse,2010,15.26348
pse,2011,10.87056
pse,2012,8.49626
pse,2013,7.40112
pse,2014,11.10389
pse,2015,9.59451
pse,2016,13.66759
pse,2017,12.05348
pse,2018,9.46446
pse,2019,7.2892
pse,2020,5.51479
qat,2007,31.34886
qat,2008,62.96372
qat,2013,13.47825
qat,2014,29.4467
qat,2015,16.94217
qat,2016,12.64692
qat,2017,14.03428
qat,2018,11.64083
qat,2019,8.3356
qat,2020,14.01163
rou,1998,42.41846
rou,1999,32.1942
rou,2000,15.53644
rou,2001,9.4733
rou,2002,5.74528
rou,2003,6.48487
rou,2004,7.55381
rou,2005,8.96446
rou,2006,6.35887
rou,2007,9.09571
rou,2008,8.08637
rou,2009,12.61863
rou,2010,11.81335
rou,2011,20.89394
rou,2014,6.927
rou,2015,9.4907
rou,2016,9.5228
rou,2017,9.9545
rou,2018,11.6758
rou,2019,7.8303
rou,2020,11.4977
rus,2009,67.00353
rus,2010,53.28019
rus,2011,70.73296
rus,2012,41.23337
rus,2013,30.55965
rus,2014,41.44303
rus,2015,29.83352
rus,2016,25.73144
rus,2017,23.14471
rus,2018,25.54522
rus,2019,22.8322
rus,2020,39.81263
rwa,2019,0.00155
sau,2009,105.1379
sau,2010,56.9342
sau,2011,86.00143
sau,2012,136.90756
sau,2013,77.54148
sau,2014,117.44439
sau,2015,103.77168
sau,2016,77.47642
sau,2017,48.38078
sau,2018,46.25288
sau,2019,9.1732
sau,2020,19.98348
sgp,1979,7.81059
sgp,1980,14.93043
sgp,1981,18.31982
sgp,1982,20.61784
sgp,1983,35.99019
sgp,1984,31.3771
sgp,1985,13.05968
sgp,1986,16.13538
sgp,1987,40.40106
sgp,1988,19.24902
sgp,1989,39.29019
sgp,1990,61.48387
sgp,1991,37.99623
sgp,1992,38.63582
sgp,1993,62.9152
sgp,1994,66.28518
sgp,1995,43.20972
sgp,1996,40.1582
sgp,1997,70.98691
sgp,1998,61.5977
sgp,1999,55.65588
sgp,2000,62.26221
sgp,2001,61.45255
sgp,2002,62.12493
sgp,2003,63.52514
sgp,2004,50.94919
sgp,2005,45.31887
sgp,2006,48.37135
sgp,2007,70.71684
sgp,2008,95.49166
sgp,2009,52.74468
sgp,2010,47.24728
sgp,2011,45.91324
sgp,2012,34.08115
sgp,2013,37.44362
sgp,2014,26.64696
sgp,2015,30.94439
sgp,2016,31.92886
sgp,2017,27.8959
sgp,2018,31.94222
sgp,2019,16.3787
srb,2003,39.36843
srb,2004,13.42894
srb,2005,9.6967
srb,2006,10.29278
srb,2007,10.44808
srb,2008,7.74155
srb,2009,4.76398
srb,2010,7.55033
srb,2011,9.4349
svk,1999,2.44954
svk,2000,2.78178
svk,2001,4.10231
svk,2002,2.30265
svk,2003,1.40034
svk,2004,0.80429
svk,2005,0.07139
svk,2006,0.04951
svk,2007,0.45248
svk,2008,0.39174
svk,2009,3.4306
svk,2010,7.41368
svk,2011,8.33778
svk,2012,1.4256
svk,2013,0.9606
svk,2014,0.1904
svn,1997,27.71178
svn,1998,27.00398
svn,1999,29.72565
svn,2000,20.61071
svn,2001,27.89942
svn,2002,16.61055
svn,2003,7.01193
svn,2004,7.97019
svn,2005,6.0268
svn,2006,6.95816
svn,2007,10.17532
svn,2008,11.46093
svn,2009,8.50726
svn,2010,5.13388
svn,2011,8.09534
svn,2012,6.17636
svn,2013,5.78781
svn,2014,9.78594
svn,2015,6.04028
svn,2016,6.24671
svn,2017,6
svn,2019,1.8924
svn,2020,5.46899
swe,1975,4.95452
swe,1976,4.84614
swe,1977,4.92044
swe,1978,4.1468
swe,1979,19.31696
swe,1980,13.91511
swe,1981,21.31477
swe,1982,24.81186
swe,1983,32.5588
swe,1984,32.99125
swe,1985,28.95711
swe,1986,26.71293
swe,1987,27.83344
swe,1988,18.72252
swe,1989,15.12461
swe,1990,17.02466
swe,1991,21.15773
swe,1992,36.43758
swe,1993,40.4018
swe,1994,74.1968
swe,1995,57.56218
swe,1996,54.27584
swe,1997,57.73252
swe,1998,71.67694
swe,1999,57.54937
swe,2000,115.44788
swe,2001,126.79075
swe,2002,103.60085
swe,2003,68.45542
swz,1994,0.6202
swz,1995,0.11214
swz,1996,78.89811
swz,1997,276.00803
swz,1998,236.59454
swz,1999,0.15818
swz,2000,0.28755
swz,2001,6.68765
swz,2002,0.12181
swz,2003,0.02903
swz,2004,0.01801
swz,2005,0.01528
swz,2006,0.03038
swz,2007,1.51114
syc,2019,0.9345
tha,1989,55.10794
tha,1990,76.93741
tha,1991,50.96259
tha,1992,124.73392
tha,1993,67.98543
tha,1994,63.7565
tha,1995,41.99798
tha,1996,6.90156
tha,1997,77.1427
tha,1998,66.18675
tha,1999,65.24899
tha,2000,66.16304
tha,2001,86.38866
tha,2002,90.71746
tha,2003,87.84418
tha,2004,101.34023
tha,2005,72.50276
tha,2006,69.21285
tha,2007,57.19652
tha,2008,102.84042
tha,2009,71.55531
tha,2010,80.08846
tha,2011,80.17881
tha,2012,61.28225
tha,2013,98.74275
tha,2014,72.17022
tha,2015,77.78619
tha,2016,80.92073
tha,2017,61.868
tha,2018,77.19412
tha,2019,64.4918
tha,2020,88.61016
tto,2000,4.06905
tto,2001,4.27091
tun,1995,16.62306
tun,1996,5.35085
tun,1997,8.79568
tun,1998,7.44956
tun,2010,17.23291
tun,2011,10.87408
tun,2019,5.3823
tur,1993,43.69824
tur,1994,100.28669
tur,1995,244.9903
tur,1996,119.53365
tur,1997,71.50704
tur,1998,169.91915
tur,1999,60.31911
tur,2000,238.0804
tur,2001,135.73573
tur,2002,188.57881
tur,2003,143.50575
tur,2004,149.09937
tur,2005,124.83168
tur,2006,140.7739
tur,2007,114.15341
tur,2008,188.15053
tur,2009,134.98126
tur,2010,133.33026
tur,2011,183.21802
tur,2012,113.87349
tur,2013,191.19256
tur,2014,168.2478
tur,2015,185.15366
tur,2016,168.59648
tur,2017,165.76136
tur,2018,247.75668
tur,2019,187.942
tur,2020,365.76648
tza,1999,0.02334
tza,2000,2.07361
tza,2001,1.79101
tza,2020,0.28572
ukr,2010,7.29792
ukr,2011,4.5907
ury,1995,0.04306
ury,1996,0.1938
usa,1984,69.18292
usa,1985,63.83632
usa,1986,85.96411
usa,1987,113.63461
usa,1988,70.68861
usa,1989,69.2315
usa,1990,65.69033
usa,1991,51.44352
usa,1992,55.66511
usa,1993,65.40393
usa,1994,71.01847
usa,1995,74.49096
usa,1996,82.13547
usa,1997,86.02993
usa,1998,95.22276
usa,1999,127.32782
usa,2000,197.1309
usa,2001,149.34267
usa,2002,154.26269
usa,2003,112.4687
usa,2004,117.02673
usa,2005,151.71106
usa,2006,156.27687
usa,2007,215.09875
usa,2008,407.6304
usa,2009,227.53685
usa,2010,208.43856
usa,2011,262.4277
usa,2012,173.28524
usa,2013,138.32934
usa,2014,148.02801
usa,2015,165.14785
usa,2016,94.71885
usa,2017,116.07847
usa,2018,108.51264
ven,1993,20.42894
ven,1994,19.23334
ven,1995,7.68834
ven,1996,12.58106
ven,1997,24.86504
ven,1998,20.4953
ven,1999,12.66758
ven,2000,26.94321
ven,2001,18.45297
ven,2002,2.23138
vnm,2008,82.09446
vnm,2009,99.1068
vnm,2010,83.72404
vnm,2011,44.38863
vnm,2013,30.94461
vnm,2014,56.96158
vnm,2015,40.42963
vnm,2016,36.89327
vnm,2017,35.01569
vnm,2018,39.80591
vnm,2019,22.2989
vnm,2020,30.56786
zaf,1975,3.70943
zaf,1976,3.77156
zaf,1977,3.47792
zaf,1978,3.53533
zaf,1979,4.72806
zaf,1980,9.29322
zaf,1981,3.47688
zaf,1982,3.33192
zaf,1983,4.12717
zaf,1984,3.43215
zaf,1985,4.38253
zaf,1986,5.05073
zaf,1987,7.13259
zaf,1988,3.49119
zaf,1989,5.0875
zaf,1990,6.02461
zaf,1991,4.37385
zaf,1992,4.41501
zaf,1993,3.64562
zaf,1994,5.14665
zaf,1995,5.74928
zaf,1996,11.03058
zaf,1997,18.28772
zaf,1998,32.20853
zaf,1999,28.03535
zaf,2000,34.50885
zaf,2001,23.97908
zaf,2002,26.20153
zaf,2003,18.81459
zaf,2004,18.92986
zaf,2005,20.26418
zaf,2006,24.42798
zaf,2007,31.11918
zaf,2008,41.98
zaf,2009,27.22244
zaf,2010,29.96991
zaf,2011,28.62109
zaf,2012,24.99265
zaf,2013,24.6338
zaf,2014,26.3078
zaf,2015,31.79427
zaf,2016,38.36802
zaf,2017,25.73785
zaf,2018,34.09257
zaf,2019,33.1328
zaf,2020,27.94333
zmb,1995,0.05141
zmb,1996,1.22552
zmb,1997,1.59436
zmb,1998,0.45831
zmb,1999,2.08013
zmb,2001,1.66667
zmb,2003,0.86283
zmb,2004,0.13273
zmb,2005,0.44105
zmb,2006,0.40778
zmb,2011,0.64375
zwe,1993,3.4912
zwe,1994,10.26052
zwe,1995,6.54617
zwe,1996,6.44443
zwe,1997,16.2169
zwe,1998,8.39461
zwe,1999,8.17494
