geo,time,sh_h2o_smdw_ur_zs
pry,2014,71.35255
pry,2015,71.61576
pry,2016,71.87898
pry,2017,72.14219
pry,2018,72.20648
pry,2019,72.20648
pry,2020,72.20648
pse,2000,75.32803
pse,2001,75.60827
pse,2002,75.88851
pse,2003,76.16876
pse,2004,76.449
pse,2005,76.72924
pse,2006,77.00948
pse,2007,77.28972
pse,2008,77.56997
pse,2009,77.85021
pse,2010,78.13045
pse,2011,78.41069
pse,2012,78.69093
pse,2013,78.97118
pse,2014,79.25142
pse,2015,79.53166
pse,2016,79.8119
pse,2017,80.09214
pse,2018,80.37239
pse,2019,80.65263
pse,2020,80.93287
rou,2000,94.9535
rou,2001,94.9535
rou,2002,94.9535
rou,2003,94.9535
rou,2004,94.9535
rou,2005,94.9535
rou,2006,94.9535
rou,2007,94.9535
rou,2008,94.9535
rou,2009,94.9535
rou,2010,94.9535
rou,2011,94.9535
rou,2012,94.9535
rou,2013,94.9535
rou,2014,94.9535
rou,2015,94.9535
rou,2016,94.9535
rou,2017,94.9535
rou,2018,94.9535
rou,2019,94.9535
rou,2020,94.9535
rwa,2000,24.44612
rwa,2001,25.47463
rwa,2002,26.51221
rwa,2003,27.55886
rwa,2004,28.61459
rwa,2005,29.67939
rwa,2006,30.75327
rwa,2007,31.83622
rwa,2008,32.92824
rwa,2009,34.02933
rwa,2010,35.1395
rwa,2011,36.25875
rwa,2012,37.38707
rwa,2013,38.52446
rwa,2014,39.67092
rwa,2015,40.82646
rwa,2016,41.99107
rwa,2017,43.16476
rwa,2018,44.34752
rwa,2019,45.53935
rwa,2020,45.53935
sgp,2000,100
sgp,2001,100
sgp,2002,100
sgp,2003,100
sgp,2004,100
sgp,2005,100
sgp,2006,100
sgp,2007,100
sgp,2008,100
sgp,2009,100
sgp,2010,100
sgp,2011,100
sgp,2012,100
sgp,2013,100
sgp,2014,100
sgp,2015,100
sgp,2016,100
sgp,2017,100
sgp,2018,100
sgp,2019,100
sgp,2020,100
sle,2000,10.50382
sle,2001,10.60486
sle,2002,10.7059
sle,2003,10.80694
sle,2004,10.90798
sle,2005,11.00902
sle,2006,11.11006
sle,2007,11.2111
sle,2008,11.31215
sle,2009,11.41319
sle,2010,11.51423
sle,2011,11.61527
sle,2012,11.71631
sle,2013,11.81735
sle,2014,11.91839
sle,2015,12.01943
sle,2016,12.12047
sle,2017,12.22152
sle,2018,12.32256
sle,2019,12.4236
sle,2020,12.52464
slv,2000,83.21121
slv,2001,83.21121
slv,2002,82.93798
slv,2003,82.66299
slv,2004,82.38622
slv,2005,82.10767
slv,2006,81.82735
slv,2007,81.54525
slv,2008,81.26138
slv,2009,80.97573
slv,2010,80.68831
slv,2011,80.39912
slv,2012,80.10815
slv,2013,79.8154
slv,2014,79.52088
slv,2015,79.22459
slv,2016,78.92652
slv,2017,78.62667
slv,2018,78.32505
slv,2019,77.89782
slv,2020,77.44863
srb,2000,81.46126
srb,2001,81.46407
srb,2002,81.46688
srb,2003,81.46969
srb,2004,81.4725
srb,2005,81.47531
srb,2006,81.47812
srb,2007,81.48094
srb,2008,81.48375
srb,2009,81.48656
srb,2010,81.48937
srb,2011,81.49218
srb,2012,81.49499
srb,2013,81.4978
srb,2014,81.50061
srb,2015,81.50342
srb,2016,81.50623
srb,2017,81.50904
srb,2018,81.51185
srb,2019,81.51466
srb,2020,81.51747
stp,2000,31.93502
stp,2001,32.36067
stp,2002,32.78897
stp,2003,33.21994
stp,2004,33.65358
stp,2005,34.08987
stp,2006,34.52883
stp,2007,34.97044
stp,2008,35.41472
stp,2009,35.86166
stp,2010,36.31126
stp,2011,36.76353
stp,2012,37.21845
stp,2013,37.67604
stp,2014,38.13629
stp,2015,38.5992
stp,2016,39.06478
stp,2017,39.53301
stp,2018,39.74477
stp,2019,39.92958
stp,2020,40.1144
sur,2000,62.31964
sur,2001,62.3743
sur,2002,62.42895
sur,2003,62.4836
sur,2004,62.53826
sur,2005,62.59291
sur,2006,62.64756
sur,2007,62.70221
sur,2008,62.75687
sur,2009,62.81152
sur,2010,62.86617
sur,2011,62.92083
sur,2012,62.97548
sur,2013,63.03013
sur,2014,63.08478
sur,2015,63.13944
sur,2016,63.19409
sur,2017,63.24874
sur,2018,63.3034
sur,2019,63.35805
sur,2020,63.4127
swz,2000,67.90087
swz,2001,69.31779
swz,2002,70.7452
swz,2003,72.1831
swz,2004,73.63151
swz,2005,75.09041
swz,2006,76.55981
swz,2007,78.03971
swz,2008,79.53011
swz,2009,81.031
swz,2010,82.54239
swz,2011,84.06428
swz,2012,85.59666
swz,2013,86.35764
swz,2014,86.75157
swz,2015,87.1455
swz,2016,87.53942
swz,2017,87.93335
swz,2018,88.32728
swz,2019,88.7212
swz,2020,88.7212
tcd,2000,14.94689
tcd,2001,15.06861
tcd,2002,15.19032
tcd,2003,15.31203
tcd,2004,15.43374
tcd,2005,15.55545
tcd,2006,15.67716
tcd,2007,15.79888
tcd,2008,15.92059
tcd,2009,16.0423
tcd,2010,16.16401
tcd,2011,16.28572
tcd,2012,16.40743
tcd,2013,16.52915
tcd,2014,16.65086
tcd,2015,16.77257
tcd,2016,16.89428
tcd,2017,17.01599
tcd,2018,17.1377
tcd,2019,17.25942
tcd,2020,17.38113
tgo,2000,21.70334
tgo,2001,22.42058
tgo,2002,23.14622
tgo,2003,23.88027
tgo,2004,24.62272
tgo,2005,25.37357
tgo,2006,26.13282
tgo,2007,26.90048
tgo,2008,27.67654
tgo,2009,28.461
tgo,2010,29.25386
tgo,2011,30.05513
tgo,2012,30.8648
tgo,2013,31.68287
tgo,2014,32.50935
tgo,2015,33.34422
tgo,2016,34.1875
tgo,2017,35.03918
tgo,2018,35.89927
tgo,2019,36.76776
tgo,2020,36.76776
tkm,2000,85.5722
tkm,2001,85.60603
tkm,2002,85.63986
tkm,2003,85.67368
tkm,2004,85.70751
tkm,2005,86.67537
tkm,2006,87.64396
tkm,2007,88.6133
tkm,2008,89.58337
tkm,2009,90.55417
tkm,2010,91.52572
tkm,2011,92.498
tkm,2012,93.47101
tkm,2013,94.44477
tkm,2014,95.41011
tkm,2015,96.37284
tkm,2016,96.79529
tkm,2017,96.93897
tkm,2018,97.08265
tkm,2019,97.08265
tkm,2020,97.08265
ton,2000,49.91302
ton,2001,49.91302
ton,2002,49.91302
ton,2003,49.91302
ton,2004,49.91302
ton,2005,49.96815
ton,2006,50.02328
ton,2007,50.07841
ton,2008,50.13354
ton,2009,50.18867
ton,2010,50.2438
ton,2011,50.29893
ton,2012,50.35407
ton,2013,50.4092
ton,2014,50.46433
ton,2015,50.51946
ton,2016,50.57459
ton,2017,50.62972
ton,2018,50.68485
ton,2019,50.73998
ton,2020,50.79512
tun,2000,82.54305
tun,2001,82.62715
tun,2002,82.71126
tun,2003,82.79536
tun,2004,82.87946
tun,2005,82.96357
tun,2006,83.04767
tun,2007,83.13177
tun,2008,83.21588
tun,2009,83.29998
tun,2010,83.38408
tun,2011,83.46819
tun,2012,83.55229
tun,2013,83.63639
tun,2014,83.7205
tun,2015,83.8046
tun,2016,83.88871
tun,2017,83.91672
tun,2018,83.91672
tun,2019,83.91672
tun,2020,83.91672
tuv,2001,49.04367
tuv,2002,49.04367
tuv,2003,49.04367
tuv,2004,49.04367
tuv,2005,49.04367
tuv,2006,49.17183
tuv,2007,49.3
tuv,2008,49.42817
tuv,2009,49.55633
tuv,2010,49.6845
tuv,2011,49.81266
tuv,2012,49.94083
tuv,2013,50
tuv,2014,50
tuv,2015,50
tuv,2016,50
tuv,2017,50
tuv,2018,50
tuv,2019,50
tuv,2020,50
uga,2000,15.14712
uga,2001,16.51261
uga,2002,17.87991
uga,2003,19.24902
uga,2004,20.61993
uga,2005,21.99264
uga,2006,23.36717
uga,2007,24.74349
uga,2008,26.12163
uga,2009,27.50157
uga,2010,28.88332
uga,2011,30.26687
uga,2012,31.65223
uga,2013,33.03939
uga,2014,34.42836
uga,2015,35.81914
uga,2016,37.21172
uga,2017,38.60611
uga,2018,40.00231
uga,2019,41.40031
uga,2020,42.80011
ukr,2000,94.87233
ukr,2001,94.86067
ukr,2002,94.849
ukr,2003,94.83734
ukr,2004,94.28488
ukr,2005,93.73254
ukr,2006,93.18034
ukr,2007,92.62828
ukr,2008,92.07634
ukr,2009,91.52454
ukr,2010,90.97288
ukr,2011,90.42134
ukr,2012,89.86994
ukr,2013,89.31867
ukr,2014,88.76753
ukr,2015,88.7566
ukr,2016,88.74567
ukr,2017,88.73474
ukr,2018,88.72381
ukr,2019,88.71288
ukr,2020,88.70195
ury,2000,93.92301
ury,2001,93.92301
ury,2002,93.92301
ury,2003,93.92301
ury,2004,93.92301
ury,2005,93.97152
ury,2006,94.02004
ury,2007,94.06856
ury,2008,94.11708
ury,2009,94.1656
ury,2010,94.21412
ury,2011,94.26264
ury,2012,94.31116
ury,2013,94.35968
ury,2014,94.4082
ury,2015,94.45672
ury,2016,94.50524
ury,2017,94.55375
ury,2018,94.58874
ury,2019,94.58874
ury,2020,94.58874
usa,2000,96.41145
usa,2001,96.41145
usa,2002,96.41145
usa,2003,96.41145
usa,2004,96.41145
usa,2005,96.41145
usa,2006,96.41145
usa,2007,96.41145
usa,2008,96.41145
usa,2009,96.41145
usa,2010,96.50727
usa,2011,96.60313
usa,2012,96.69901
usa,2013,96.79493
usa,2014,96.89089
usa,2015,96.98687
usa,2016,97.08289
usa,2017,97.17894
usa,2018,97.27502
usa,2019,97.37113
usa,2020,97.46727
uzb,2000,84.23323
uzb,2001,84.35009
uzb,2002,84.46696
uzb,2003,84.58383
uzb,2004,84.70069
uzb,2005,84.81756
uzb,2006,84.93443
uzb,2007,85.05129
uzb,2008,85.16816
uzb,2009,85.28503
uzb,2010,85.4019
uzb,2011,85.51876
uzb,2012,85.63563
uzb,2013,85.7525
uzb,2014,85.86026
uzb,2015,85.94555
uzb,2016,86.03078
uzb,2017,86.11594
uzb,2018,86.11594
uzb,2019,86.11594
uzb,2020,86.11594
vut,2000,54.49756
vut,2001,54.49756
vut,2002,54.49756
vut,2003,54.49756
vut,2004,54.49756
vut,2005,54.66329
vut,2006,54.82902
vut,2007,54.99475
vut,2008,55.16048
vut,2009,55.32621
vut,2010,55.49195
vut,2011,55.65768
vut,2012,55.82341
vut,2013,55.98914
vut,2014,56.15487
vut,2015,56.3206
vut,2016,56.43182
vut,2017,56.5837
vut,2018,56.5837
vut,2019,56.5837
vut,2020,56.5837
zaf,2000,90.14658
zaf,2001,90.1754
zaf,2002,90.22888
zaf,2003,90.28238
zaf,2004,90.33589
zaf,2005,90.38942
zaf,2006,89.98318
zaf,2007,89.34833
zaf,2008,88.71305
zaf,2009,88.07734
zaf,2010,87.44121
zaf,2011,86.80466
zaf,2012,86.16769
zaf,2013,85.53029
zaf,2014,84.89247
zaf,2015,84.25422
zaf,2016,83.61556
zaf,2017,82.97647
zaf,2018,82.33695
zaf,2019,81.69701
zaf,2020,81.05665
zmb,2000,44.38012
zmb,2001,44.98845
zmb,2002,45.59868
zmb,2003,46.21081
zmb,2004,46.82484
zmb,2005,47.44077
zmb,2006,48.05861
zmb,2007,48.67834
zmb,2008,49.29998
zmb,2009,49.52327
zmb,2010,49.61114
zmb,2011,49.699
zmb,2012,49.78687
zmb,2013,49.87473
zmb,2014,49.9626
zmb,2015,50.05046
zmb,2016,50.13833
zmb,2017,50.2262
zmb,2018,50.31406
zmb,2019,50.40193
zmb,2020,50.48979
zwe,2000,64.42715
zwe,2001,64.42715
zwe,2002,64.43511
zwe,2003,64.44306
zwe,2004,64.45102
zwe,2005,64.45898
zwe,2006,64.46694
zwe,2007,64.47489
zwe,2008,64.48285
zwe,2009,64.49081
zwe,2010,64.49877
zwe,2011,64.50672
zwe,2012,64.51468
zwe,2013,64.52264
zwe,2014,64.5306
zwe,2015,64.53855
zwe,2016,64.54651
zwe,2017,64.55447
zwe,2018,64.56242
zwe,2019,64.57038
zwe,2020,64.57834
