geo,time,sh_med_numw_p3
kna,2001,6.5919
kna,2015,4.2188
kor,2000,2.961
kor,2001,3.357
kor,2002,3.5859
kor,2003,3.5425
kor,2004,3.7944
kor,2005,3.8306
kor,2006,3.9704
kor,2007,4.1363
kor,2008,4.3392
kor,2009,4.4777
kor,2010,4.6385
kor,2011,4.7459
kor,2012,4.8621
kor,2013,5.2258
kor,2014,5.6097
kor,2015,5.9843
kor,2016,7.0232
kor,2017,7.1482
kor,2018,7.4625
kwt,2001,4.3727
kwt,2006,4.153
kwt,2007,4.3259
kwt,2008,4.6762
kwt,2009,4.8047
kwt,2010,6.5293
kwt,2011,6.5011
kwt,2012,6.4206
kwt,2013,6.2055
kwt,2014,6.661
kwt,2015,7.1514
kwt,2016,7.0899
kwt,2017,7.3489
kwt,2018,7.4145
lao,1995,1.2566
lao,2000,1.0243
lao,2004,0.989
lao,2005,0.9952
lao,2009,0.8656
lao,2010,0.8572
lao,2012,0.866
lao,2013,0.9584
lao,2014,1.2787
lao,2015,1.2206
lao,2016,1.263
lao,2017,1.2106
lao,2018,1.1878
lao,2019,0.7171
lbn,2001,1.0416
lbn,2005,1.0045
lbn,2007,1.4539
lbn,2009,1.7218
lbn,2010,1.7748
lbn,2013,1.5314
lbn,2014,1.6686
lbn,2015,1.5416
lbn,2016,1.572
lbn,2017,1.6418
lbn,2018,1.6735
lbr,2004,0.3301
lbr,2008,0.2711
lbr,2009,0.9041
lbr,2010,0.4638
lbr,2018,0.5321
lby,1997,3.4738
lby,2004,4.7564
lby,2008,5.5276
lby,2009,7.0072
lby,2013,6.9602
lby,2014,6.7928
lby,2017,6.5305
lca,1999,2.1355
lca,2001,2.3451
lca,2003,3.0841
lca,2004,2.3177
lca,2005,1.9951
lca,2017,3.1547
lka,1990,0.7372
lka,1991,0.8016
lka,1992,0.8679
lka,1993,1.0299
lka,1994,0.9649
lka,1995,1.0849
lka,2000,1.1918
lka,2002,1.0622
lka,2004,1.7142
lka,2005,1.4077
lka,2006,1.6715
lka,2007,2.0501
lka,2010,1.7455
lka,2011,1.8234
lka,2012,1.8325
lka,2013,1.8401
lka,2014,1.9132
lka,2015,1.9606
lka,2016,1.9477
lka,2017,1.9966
lka,2018,2.1803
lka,2019,2.2604
lso,2003,0.5564
lso,2010,0.6655
lso,2018,3.2567
ltu,1991,9.4694
ltu,1992,9.4667
ltu,1993,9.3669
ltu,1994,9.484
ltu,1995,9.4499
ltu,1996,9.4731
ltu,1997,9.2765
ltu,1998,9.1874
ltu,1999,8.3316
ltu,2000,8.0193
ltu,2001,7.954
ltu,2002,7.79
ltu,2003,7.6564
ltu,2004,7.5609
ltu,2005,7.5546
ltu,2006,7.6
ltu,2007,7.5944
ltu,2008,7.7229
ltu,2009,7.6324
ltu,2010,7.594
ltu,2011,7.6905
ltu,2012,7.744
ltu,2013,7.7191
ltu,2014,7.8048
ltu,2015,7.9034
ltu,2016,7.9665
ltu,2017,7.9795
ltu,2018,8.5046
ltu,2019,9.4452
lux,1995,7.138
lux,1996,7.3599
lux,1997,7.5048
lux,1998,7.4307
lux,1999,7.5122
lux,2000,7.6061
lux,2001,7.7033
lux,2002,8.0392
lux,2003,9.2801
lux,2004,9.4931
lux,2005,11.4788
lux,2006,11.4369
lux,2007,11.2887
lux,2008,11.5225
lux,2009,11.5005
lux,2010,11.392
lux,2011,11.6137
lux,2012,12.2886
lux,2013,12.3185
lux,2014,12.3571
lux,2015,12.3346
lux,2016,12.1647
lux,2017,12.1744
lva,1990,6.2675
lva,1991,6.3272
lva,1992,5.8684
lva,1993,5.4966
lva,1994,4.9068
lva,1995,5.2043
lva,1996,5.1807
lva,1997,5.0132
lva,1998,4.7616
lva,1999,4.8819
lva,2000,4.7496
lva,2001,4.6729
lva,2002,4.7215
lva,2003,4.8803
lva,2004,5.0494
lva,2005,5.1758
lva,2006,5.8155
lva,2007,5.7563
lva,2008,5.7862
lva,2009,5.0956
lva,2010,5.1546
lva,2011,5.0683
lva,2012,4.97
lva,2013,5.0005
lva,2014,4.9525
lva,2015,4.8361
lva,2018,4.5569
lva,2019,4.6174
mar,2004,0.8078
mar,2009,0.9298
mar,2013,0.9725
mar,2014,0.944
mar,2017,1.3887
mco,1992,15.3846
mco,1995,15.114
mco,2011,16.9444
mco,2012,18
mco,2013,18.8076
mco,2014,20.1609
mda,1990,11.0658
mda,1991,11.2064
mda,1992,11.1689
mda,1993,11.1864
mda,1994,10.9489
mda,1995,10.4099
mda,1996,10.0646
mda,1997,10.4106
mda,1998,10.0543
mda,1999,8.716
mda,2000,5.6652
mda,2001,5.5346
mda,2002,5.5414
mda,2003,5.3864
mda,2004,5.1823
mda,2005,5.6476
mda,2006,5.6163
mda,2007,5.6468
mda,2008,5.6211
mda,2009,5.6259
mda,2010,5.6482
mda,2011,5.6445
mda,2012,5.6055
mda,2013,5.4872
mda,2014,5.311
mda,2015,5.0036
mda,2017,4.9235
mda,2019,3.9329
mdg,2002,0.3129
mdg,2003,0.3035
mdg,2004,0.2854
mdg,2005,0.35
mdg,2006,0.3022
mdg,2007,0.2941
mdg,2008,0.2811
mdg,2009,0.243
mdg,2010,0.2233
mdg,2011,0.2179
mdg,2012,0.2174
mdg,2013,0.2978
mdg,2018,0.298
mdv,1991,0.653
mdv,1993,0.7749
mdv,1996,1.3927
mdv,2004,2.8461
mdv,2007,4.5913
mdv,2009,5.2235
mdv,2010,5.108
mdv,2014,5.3701
mdv,2015,6.5729
mdv,2017,6.4927
mdv,2018,6.4282
mex,2000,3.1277
mex,2001,2.2265
mex,2002,2.2229
mex,2003,2.137
mex,2004,2.1126
mex,2005,2.2053
mex,2006,2.2215
mex,2007,2.2832
mex,2008,2.3066
mex,2009,2.3624
mex,2010,2.4118
mex,2011,2.5093
mex,2012,2.5488
mex,2013,2.8044
mex,2014,2.6798
mex,2015,2.4177
mex,2016,2.5103
mex,2017,2.5078
mex,2018,3.149
mex,2019,2.3646
mhl,2000,2.98
mhl,2007,3.3571
mhl,2010,2.2518
mhl,2011,3.4513
mhl,2012,3.2981
mhl,2018,3.339
mkd,2000,2.8588
mkd,2001,2.8627
mkd,2002,2.9904
mkd,2003,2.8411
mkd,2004,2.8537
mkd,2005,2.7651
mkd,2006,2.8346
mkd,2007,3.164
mkd,2008,3.402
mkd,2009,3.506
mkd,2010,3.6041
mkd,2011,3.613
mkd,2012,3.5776
mkd,2013,3.6544
mkd,2015,3.7917
mli,2004,0.6741
mli,2007,0.2111
mli,2009,0.4437
mli,2010,0.4462
mli,2011,0.3677
mli,2012,0.3772
mli,2013,0.1192
mli,2016,0.4131
mli,2018,0.4408
mlt,2002,5.4728
mlt,2003,5.4727
mlt,2004,5.6107
mlt,2005,5.7944
mlt,2006,5.934
mlt,2007,6.227
mlt,2008,6.7961
mlt,2009,6.5889
mlt,2010,6.8501
mlt,2011,7.0649
mlt,2012,7.046
mlt,2013,7.395
mlt,2014,8.3752
mlt,2015,8.3695
mlt,2018,9.4833
mmr,2005,0.7461
mmr,2006,0.7866
mmr,2007,0.8086
mmr,2008,0.8296
mmr,2009,0.8615
mmr,2010,0.8933
mmr,2011,0.9212
mmr,2012,0.9505
mmr,2016,1.0343
mmr,2018,0.9993
mmr,2019,1.0821
mne,2005,5.3683
mne,2006,5.3779
mne,2007,5.4729
mne,2008,5.5513
mne,2009,5.59
mne,2010,5.2827
mne,2011,5.1239
mne,2012,4.9369
mne,2013,5.392
mne,2014,5.446
mne,2015,5.3461
mne,2018,5.2294
mng,2002,3.6123
mng,2008,3.6495
mng,2009,3.6222
mng,2010,3.631
mng,2011,3.6612
mng,2012,3.7823
mng,2013,3.8046
mng,2014,4.0257
mng,2015,4.0932
mng,2016,4.0656
mng,2017,4.1406
mng,2018,4.2136
moz,1999,0.2835
moz,2000,0.2867
moz,2001,0.2808
moz,2002,0.2996
moz,2003,0.2976
moz,2004,0.3265
moz,2005,0.3304
moz,2006,0.3383
moz,2007,0.3628
moz,2008,0.3883
moz,2009,0.3949
moz,2010,0.404
moz,2011,0.3928
moz,2012,0.4057
moz,2013,0.5823
moz,2014,0.4184
moz,2015,0.4469
moz,2016,0.6785
moz,2017,0.6842
moz,2018,0.6847
moz,2019,0.4727
mrt,2004,0.6441
mrt,2009,0.6787
mrt,2010,0.8022
mrt,2014,0.9784
mrt,2015,1.0224
mrt,2017,1.0673
mrt,2018,0.9252
mus,2004,3.7871
mus,2007,2.6744
mus,2008,2.7435
mus,2009,2.8135
mus,2010,2.8846
mus,2011,2.9334
mus,2012,2.9813
mus,2013,3.1565
mus,2014,3.2806
mus,2015,3.3831
mus,2016,3.276
mus,2017,3.5152
mwi,2004,0.5905
mwi,2008,0.2838
mwi,2009,0.3406
mwi,2013,0.2268
mwi,2016,0.2988
mwi,2018,0.4386
mys,2000,1.6745
mys,2002,1.7919
mys,2008,2.6747
mys,2010,3.1976
mys,2011,3.3875
mys,2012,3.8141
mys,2013,3.9058
mys,2014,4.0069
mys,2015,4.1829
mys,2016,4.1958
mys,2017,4.2229
mys,2019,3.4843
nam,2004,3.2212
nam,2007,2.8657
nam,2013,1.8402
nam,2014,1.8527
nam,2015,1.8856
nam,2016,2.0424
nam,2017,2.0199
nam,2018,1.954
ner,2004,0.2147
ner,2008,0.1387
ner,2009,0.2039
ner,2013,0.2229
ner,2014,0.3066
ner,2015,0.2038
ner,2016,0.2695
ner,2018,0.2234
nga,2003,1.5944
nga,2005,1.5369
nga,2006,1.5034
nga,2007,1.4993
nga,2008,1.4969
nga,2013,1.0258
nga,2016,1.7551
nga,2018,0.9258
nga,2019,1.5007
nic,2003,1.1077
nic,2005,1.1573
nic,2006,1.1578
nic,2007,1.1824
nic,2008,1.2916
nic,2009,1.3028
nic,2010,1.2647
nic,2011,1.3657
nic,2012,1.3695
nic,2013,1.3597
nic,2014,1.3549
nic,2015,1.3667
nic,2016,1.4661
nic,2017,1.5524
nld,2002,7.9682
nld,2003,8.1362
nld,2004,8.2584
nld,2005,8.3058
nld,2006,8.2971
nld,2007,8.382
nld,2008,8.4924
nld,2014,10.5295
nld,2015,10.7489
nld,2016,10.9279
nld,2017,11.2466
nld,2018,11.4851
nor,2002,12.595
nor,2003,13.2301
nor,2004,13.7075
nor,2005,14.1044
nor,2006,14.3749
nor,2007,14.4027
nor,2008,14.4993
nor,2009,16.4531
nor,2010,16.6659
nor,2011,16.9533
nor,2012,17.0854
nor,2013,17.2115
nor,2014,17.4255
nor,2015,17.8622
nor,2016,17.4315
nor,2017,17.6013
nor,2018,18.2079
nor,2019,18.3493
npl,2004,0.4652
npl,2012,1.598
npl,2013,1.8729
npl,2014,2.1369
npl,2017,2.8479
npl,2018,3.1084
npl,2019,3.3047
nru,1995,5.6604
nru,2004,6.3636
nru,2008,6.9697
nru,2011,6.9307
nru,2015,6.7308
nru,2018,7.8505
nzl,2002,9.3604
nzl,2003,9.0783
nzl,2004,9.4314
nzl,2005,9.7067
nzl,2006,9.3877
nzl,2007,9.773
nzl,2008,10.2845
nzl,2009,10.2551
nzl,2010,10.576
nzl,2011,10.6167
nzl,2012,10.4545
nzl,2013,12.2541
nzl,2014,11.8172
nzl,2015,11.9905
nzl,2016,12.128
nzl,2017,12.3207
nzl,2018,11.1421
omn,1990,2.2884
omn,1995,2.7383
omn,1997,2.5745
omn,1998,2.8265
omn,1999,2.8551
omn,2000,3.4519
omn,2004,3.5764
omn,2005,3.6941
omn,2006,3.7256
omn,2007,3.9116
omn,2008,4.0832
omn,2009,4.2076
omn,2010,4.23
omn,2011,4.3794
omn,2012,4.4674
omn,2013,4.4969
omn,2014,4.6669
omn,2015,4.53
omn,2016,4.4115
omn,2017,4.2731
omn,2018,4.1965
omn,2019,4.085
pak,1992,0.3254
pak,1993,0.3321
pak,1994,0.3421
pak,1995,0.3433
pak,1996,0.3647
pak,1997,0.3853
pak,1998,0.4082
pak,1999,0.4211
pak,2000,0.4219
pak,2001,0.4297
pak,2004,0.4581
pak,2008,0.5297
pak,2009,0.5443
pak,2010,0.5595
pak,2013,0.5279
pak,2017,0.5986
pak,2019,0.4832
pan,1990,0.9956
pan,1991,0.9742
pan,1992,0.9639
pan,1993,1.0066
pan,1994,1.0253
pan,1995,1.0443
pan,1996,1.0779
pan,1997,1.1048
pan,1998,1.0936
pan,1999,1.1423
pan,2001,1.8413
pan,2002,1.9164
pan,2003,2.1984
pan,2004,1.9909
pan,2005,2.0044
pan,2006,2.0031
pan,2010,2.4765
pan,2011,2.3146
pan,2013,2.9306
pan,2014,2.9495
pan,2015,2.762
pan,2016,2.9863
pan,2017,3.0866
pan,2018,3.0741
pan,2019,3.2055
per,1999,0.656
per,2007,3.587
per,2009,1.3084
per,2012,1.5259
per,2013,2.2121
per,2014,2.0824
per,2015,2.0661
per,2016,2.1761
per,2017,2.213
per,2018,2.9772
phl,2000,4.3165
phl,2001,4.2981
phl,2002,4.2675
phl,2003,4.2366
phl,2004,4.2386
phl,2005,4.2752
phl,2006,4.4048
phl,2007,4.6536
phl,2008,5.1221
phl,2009,5.647
phl,2017,5.2744
phl,2018,4.9351
phl,2019,5.4439
plw,1998,6.1413
plw,2004,6.0302
plw,2006,6.0513
plw,2009,6.1202
plw,2010,6.6111
plw,2014,6.3068
plw,2018,7.2626
png,2000,0.4858
png,2008,0.4077
png,2010,0.4983
png,2018,0.543
png,2019,0.4529
pol,1990,6.1059
pol,1991,5.9808
pol,1992,5.9499
pol,1993,5.9436
pol,1994,6.0657
pol,1995,6.1376
pol,1996,6.2306
pol,1997,6.2789
pol,1998,6.1601
pol,1999,5.7
pol,2000,5.4888
pol,2001,5.4071
pol,2002,5.3947
pol,2003,5.2656
pol,2004,5.4757
pol,2005,5.609
pol,2006,5.6126
pol,2007,5.7181
pol,2008,5.7402
pol,2009,5.8059
pol,2010,5.828
pol,2011,5.8392
pol,2013,5.8551
pol,2014,5.8168
pol,2015,5.7802
pol,2016,5.7575
pol,2017,5.7029
pol,2018,6.8926
prk,2003,3.9679
prk,2008,4.1451
prk,2017,4.4489
prt,2002,4.0246
prt,2003,4.2043
prt,2004,4.3725
prt,2005,4.5825
prt,2006,4.8332
prt,2007,5.1147
prt,2008,5.3523
prt,2009,5.6206
prt,2010,5.8921
prt,2011,6.1004
prt,2012,6.2134
prt,2013,6.2837
prt,2014,6.3677
prt,2015,6.5324
prt,2017,6.9571
prt,2018,6.8987
pry,2013,0.5654
pry,2014,0.6143
pry,2015,0.6666
pry,2016,0.7038
pry,2017,0.7387
qat,2001,4.936
qat,2005,5.639
qat,2006,6.0477
qat,2008,5.8662
qat,2009,4.5894
qat,2010,5.7184
qat,2014,5.5998
qat,2016,4.9548
qat,2017,6.0429
qat,2018,7.197
rou,2000,5.3716
rou,2001,5.4561
rou,2002,5.6469
rou,2003,5.5411
rou,2004,5.6242
rou,2005,5.7613
rou,2006,5.96
rou,2007,6.0275
rou,2008,5.9526
rou,2009,6.1269
rou,2010,5.7113
rou,2011,5.8087
rou,2012,5.9367
rou,2013,6.1353
rou,2016,6.0922
rus,2005,7.7325
rus,2006,7.8562
rus,2007,7.8493
rus,2008,7.6953
rus,2009,7.7276
rus,2010,7.671
rus,2011,9.1455
rus,2012,4.1443
rus,2013,4.2551
rus,2014,4.5333
rwa,2004,0.413
rwa,2005,0.448
rwa,2008,0.688
rwa,2009,0.6786
rwa,2011,0.658
rwa,2014,0.9308
rwa,2015,0.9882
rwa,2016,1.0585
rwa,2018,1.2044
rwa,2019,0.948
sau,2000,1.7661
sau,2008,3.9129
sau,2009,4.1629
sau,2010,4.7332
sau,2011,4.7628
sau,2012,4.7917
sau,2014,5.2014
sau,2016,5.6705
sau,2017,4.399
sau,2018,5.4763
sau,2019,5.8174
sdn,2004,1.0424
sdn,2006,1.0534
sdn,2007,1.0043
sdn,2008,0.9812
sdn,2014,1.1992
sdn,2015,0.8245
sdn,2018,1.1455
sen,2004,0.3041
sen,2008,0.4377
sen,2013,0.2863
sen,2015,0.1919
sen,2016,0.2996
sen,2017,0.3127
sen,2019,0.5404
sgp,1999,4.0324
sgp,2001,4.2671
sgp,2004,4.6273
sgp,2005,4.7277
sgp,2006,4.7537
sgp,2007,4.8775
sgp,2008,5.0691
sgp,2009,5.3944
sgp,2010,5.718
sgp,2011,5.1218
sgp,2012,5.4778
sgp,2013,5.5727
sgp,2014,5.7453
sgp,2015,6.0092
sgp,2016,6.1678
sgp,2017,6.2432
slb,1999,0.8989
slb,2003,1.4094
slb,2005,1.4769
slb,2009,2.0963
slb,2011,1.7858
slb,2012,1.7371
slb,2013,1.9937
slb,2018,2.1642
sle,2004,0.2229
sle,2008,0.1435
sle,2010,0.1437
sle,2011,0.2669
sle,2014,0.9538
sle,2015,0.8189
sle,2016,0.7468
sle,2017,0.7986
sle,2018,0.7525
slv,1999,0.6755
slv,2002,0.859
slv,2005,0.3457
slv,2007,1.3676
slv,2013,1.7749
slv,2014,1.7591
slv,2015,1.7582
slv,2016,1.8039
slv,2017,1.8375
slv,2018,1.8344
smr,2012,8.8474
smr,2013,8.7117
smr,2014,8.2067
som,1997,0.191
som,2006,0.0897
som,2014,0.1119
srb,2011,7.4011
srb,2012,7.0457
srb,2013,7.1633
srb,2014,7.3024
srb,2015,7.6174
srb,2016,6.0855
stp,2004,2.0039
stp,2015,2.2166
stp,2018,1.9242
sur,2000,1.461
sur,2013,2.2967
sur,2014,2.0351
sur,2015,2.0873
sur,2016,1.9543
sur,2017,1.9281
sur,2018,2.7569
svk,2000,7.4228
svk,2001,7.2357
svk,2002,7.1021
svk,2003,6.7723
svk,2004,6.6204
svk,2005,6.3045
svk,2006,6.32
svk,2007,6.6125
svk,2008,6.582
svk,2009,6.3833
svk,2010,6.4058
svk,2011,6.2638
svk,2012,6.1392
svk,2013,6.0688
svk,2014,6.0715
svk,2015,6.0093
svk,2016,6.0671
svk,2017,5.9597
svk,2018,6.0156
svn,2000,12.1638
svn,2001,12.6642
svn,2002,12.7087
svn,2003,13.0872
svn,2004,13.1469
svn,2005,13.2406
svn,2006,13.4234
svn,2007,13.6499
svn,2008,13.8482
svn,2009,14.1012
svn,2010,14.3425
svn,2011,14.5376
svn,2012,14.1671
svn,2013,14.3439
svn,2014,14.7125
svn,2015,14.9928
svn,2016,9.6972
svn,2017,9.9745
svn,2018,10.2248
swe,1995,10.1095
swe,1996,10.0966
swe,1997,10.0237
swe,1998,10.2341
swe,1999,10.3663
swe,2000,10.2889
swe,2001,10.4535
swe,2002,10.678
swe,2003,10.7933
swe,2004,10.9905
swe,2005,11.1716
swe,2006,11.3213
swe,2007,11.4345
swe,2008,11.4697
swe,2009,11.489
swe,2010,11.5708
swe,2011,11.5933
swe,2012,11.6336
swe,2013,11.6651
swe,2014,11.6824
swe,2015,11.7297
swe,2016,11.7622
swe,2017,12.5813
swz,2000,3.327
swz,2013,3.4367
swz,2014,3.5132
swz,2015,3.6014
swz,2016,3.7702
swz,2017,3.9394
swz,2018,4.1415
syc,2005,4.3968
syc,2006,4.6257
syc,2007,4.5616
syc,2008,4.4972
syc,2010,4.5126
syc,2012,4.5248
syr,1997,2.2247
syr,1998,2.3188
syr,1999,1.9053
syr,2000,1.9544
syr,2002,1.9606
syr,2003,1.8506
syr,2004,1.9132
syr,2005,1.8846
syr,2007,1.8904
syr,2008,1.8423
syr,2009,1.8429
syr,2010,1.8749
syr,2014,2.3094
syr,2016,1.5406
tcd,1997,0.0478
tcd,1998,0.0561
tcd,1999,0.0596
tcd,2000,0.1246
tcd,2004,0.2567
tcd,2006,0.1808
tcd,2012,0.2782
tcd,2013,0.3383
tcd,2014,0.2639
tcd,2015,0.2525
tcd,2016,0.2133
tcd,2017,0.2322
tcd,2019,0.1377
tgo,2004,0.3543
tgo,2007,0.4175
tgo,2008,0.2985
tgo,2015,0.3018
tgo,2016,0.3169
tgo,2017,0.4201
tgo,2018,0.4102
tgo,2019,0.4643
tha,1991,0.7109
tha,1993,0.8
tha,1995,0.9125
tha,1997,0.9264
tha,1998,1.0345
tha,1999,1.0916
tha,2001,1.2282
tha,2002,1.3217
tha,2004,1.4879
tha,2006,1.5448
tha,2007,1.5283
tha,2008,1.5842
tha,2009,1.642
tha,2010,2.0643
tha,2015,2.3683
tha,2016,2.7724
tha,2017,2.9573
tha,2018,2.7593
tha,2019,3.1522
tjk,1990,5.9902
tjk,1991,6.2184
tjk,1992,5.8995
tjk,1993,5.7869
tjk,1994,5.5254
tjk,1995,5.0172
tjk,1996,4.9486
tjk,1997,4.8681
tjk,1998,4.4507
tjk,1999,4.3613
tjk,2000,4.1816
tjk,2001,3.8946
tjk,2002,3.86
tjk,2003,3.5649
tjk,2004,3.5267
tjk,2005,3.464
tjk,2006,3.5069
tjk,2007,3.5224
tjk,2008,3.5568
tjk,2009,3.5968
tjk,2010,3.9512
tjk,2011,4.0568
tjk,2012,4.3959
tjk,2013,5.015
tjk,2014,4.7534
tkm,2000,8.0118
tkm,2001,7.9645
tkm,2002,6.7833
tkm,2003,7.2106
tkm,2004,5.2332
tkm,2005,4.9465
tkm,2006,4.787
tkm,2007,4.6034
tkm,2008,4.5411
tkm,2009,4.503
tkm,2010,4.5135
tkm,2011,4.5136
tkm,2012,4.4963
tkm,2013,4.4453
tkm,2014,4.4273
tls,2004,1.8469
tls,2007,1.0199
tls,2008,1.0451
tls,2009,1.1319
tls,2010,1.1477
tls,2011,1.1525
tls,2014,1.4025
tls,2015,1.4821
tls,2017,1.7413
tls,2018,1.668
tls,2019,1.7555
ton,2001,3.4619
ton,2002,3.5354
ton,2008,3.5203
ton,2009,3.6381
ton,2010,3.8462
ton,2013,4.0079
ton,2018,4.157
ton,2019,4.3349
tto,1995,2.9796
tto,1996,2.2672
tto,1997,2.2948
tto,1998,2.7273
tto,1999,2.8871
tto,2000,2.5994
tto,2001,2.7776
tto,2002,2.987
tto,2003,3.1007
tto,2006,3.5537
tto,2007,3.5743
tto,2009,3.4719
tto,2010,2.9403
tto,2011,3.2772
tto,2015,3.4832
tto,2016,4.2639
tun,2003,2.0788
tun,2004,2.8474
tun,2008,2.1757
tun,2009,2.1528
tun,2010,2.2412
tun,2014,2.6511
tun,2015,2.67
tun,2016,2.6583
tun,2017,2.5136
tur,2000,1.7575
tur,2001,1.7806
tur,2002,1.748
tur,2003,1.7574
tur,2004,1.7756
tur,2005,1.7926
tur,2006,1.8487
tur,2007,2.0384
tur,2008,2.0958
tur,2009,2.1667
tur,2010,2.2829
tur,2011,2.4085
tur,2012,2.5234
tur,2013,2.5416
tur,2014,2.5284
tur,2015,2.6218
tur,2016,2.5731
tur,2017,2.7107
tur,2018,3.0027
tuv,2002,4.0625
tuv,2003,5.1546
tuv,2008,6.2136
tza,2002,0.3762
tza,2006,0.2387
tza,2012,0.4421
tza,2014,0.4314
tza,2017,0.5843
uga,2005,1.3591
uga,2012,1.1811
uga,2013,1.3209
uga,2014,1.2296
uga,2015,1.5565
uga,2016,1.6401
uga,2017,1.4686
uga,2018,1.2382
ukr,2000,6.5953
ukr,2001,6.5732
ukr,2002,6.5594
ukr,2003,6.5799
ukr,2004,6.6006
ukr,2005,6.6407
ukr,2006,6.6503
ukr,2007,6.6468
ukr,2008,6.6081
ukr,2009,7.544
ukr,2010,7.4719
ukr,2011,7.4711
ukr,2012,7.5132
ukr,2013,7.5702
ukr,2014,6.661
ury,2006,2.9915
ury,2008,5.8664
ury,2018,9.9913
ury,2019,7.2173
usa,1995,8.94
usa,2000,9.4673
usa,2005,9.9177
usa,2010,12.5927
usa,2017,14.5812
usa,2018,15.685
uzb,1990,11.4665
uzb,1991,11.8806
uzb,1992,11.9175
uzb,1993,11.8835
uzb,1994,10.3193
uzb,1995,10.5832
uzb,1996,10.9978
uzb,1997,11.0851
uzb,1998,10.9166
uzb,1999,10.9277
uzb,2000,10.9024
uzb,2001,10.8773
uzb,2002,10.8396
uzb,2003,10.7753
uzb,2004,10.6905
uzb,2005,10.9794
uzb,2006,10.7864
uzb,2007,10.8724
uzb,2008,11.1342
uzb,2009,11.173
uzb,2010,11.3794
uzb,2011,11.4244
uzb,2012,11.3964
uzb,2013,11.3259
uzb,2014,11.2804
vct,1997,2.5579
vct,2000,4.1466
vct,2001,4.4115
vct,2004,4.6452
vct,2013,9.0239
vct,2014,9.0358
vct,2015,9.505
vct,2016,8.411
vct,2017,6.3115
vct,2018,7.0145
ven,1997,0.6577
ven,2001,1.1361
ven,2017,2.01
ven,2018,2.0663
vnm,2001,0.7332
vnm,2002,0.7581
vnm,2005,0.831
vnm,2006,0.8797
vnm,2007,0.95
vnm,2008,1.0207
vnm,2009,1.1081
vnm,2010,1.2327
vnm,2012,1.4524
vnm,2013,0.2867
vnm,2014,1.4299
vnm,2015,1.4228
vnm,2016,1.4463
vut,1997,2.4471
vut,2004,1.7638
vut,2007,1.5672
vut,2008,1.6911
vut,2012,1.8397
vut,2018,1.4247
vut,2019,1.4205
wsm,1999,2.0104
wsm,2003,1.7465
wsm,2008,1.8985
wsm,2010,1.5385
wsm,2012,1.7874
wsm,2014,1.8574
wsm,2018,2.4885
wsm,2019,3.4399
yem,1997,0.4148
yem,2004,0.7035
yem,2010,0.7165
yem,2013,0.8649
yem,2014,0.8789
yem,2015,0.7242
yem,2016,0.7485
yem,2017,0.7682
yem,2018,0.7852
zaf,1998,3.9765
zaf,1999,3.8994
zaf,2000,3.8171
zaf,2001,3.7817
zaf,2002,3.7457
zaf,2003,3.804
zaf,2004,3.9005
zaf,2013,1.1881
zaf,2014,1.2264
zaf,2015,1.2693
zaf,2016,1.3315
zaf,2017,1.3078
zmb,2005,0.7059
zmb,2006,0.6875
zmb,2008,0.7076
zmb,2009,0.7186
zmb,2010,0.73
zmb,2017,0.931
zmb,2018,1.0227
zwe,1990,1.454
zwe,1995,1.5267
zwe,2009,0.9491
zwe,2010,0.8289
zwe,2011,1.3201
zwe,2012,1.1846
zwe,2013,1.4024
zwe,2014,1.5372
zwe,2015,1.3825
zwe,2016,1.4
zwe,2017,2.5972
zwe,2018,1.9346
