geo,time,sp_pop_scie_rd_p6
rou,2000,924.94974
rou,2001,897.07063
rou,2002,928.282
rou,2003,965.22132
rou,2004,985.12899
rou,2005,1071.93762
rou,2006,895.76749
rou,2007,894.16331
rou,2008,931.08256
rou,2009,933.76337
rou,2010,966.20415
rou,2011,790.68805
rou,2012,890.67001
rou,2013,922.67455
rou,2014,903.82628
rou,2015,876.22819
rou,2016,911.58518
rou,2017,891.32124
rou,2018,882.44127
rus,1996,3797.2354
rus,1997,3604.33853
rus,1998,3342.10085
rus,1999,3383.09161
rus,2000,3459.03716
rus,2001,3468.25413
rus,2002,3387.67778
rus,2003,3370.95655
rus,2004,3315.13651
rus,2005,3233.59197
rus,2006,3238.12034
rus,2007,3274.15651
rus,2008,3149.85615
rus,2009,3085.69403
rus,2010,3081.07915
rus,2011,3114.61084
rus,2012,3078.38752
rus,2013,3052.69101
rus,2014,3075.14249
rus,2015,3098.11238
rus,2016,2952.21387
rus,2017,2821.52662
rus,2018,2784.33237
rwa,2008,10.89817
rwa,2009,12.59357
rwa,2013,15.5482
rwa,2016,13.86086
sen,2006,264.53427
sen,2007,280.3951
sen,2008,377.09394
sen,2010,369.06021
sen,2015,564.33948
sgp,1996,2503.44471
sgp,1997,2586.28409
sgp,1998,2951.8115
sgp,1999,3185.64822
sgp,2000,4128.40471
sgp,2001,4105.91725
sgp,2002,4414.80999
sgp,2003,4849.29981
sgp,2004,5113.2705
sgp,2005,5576.90004
sgp,2006,5686.40114
sgp,2007,5962.788
sgp,2008,5829.34308
sgp,2009,6146.38263
sgp,2010,6241.86151
sgp,2011,6405.06828
sgp,2012,6356.67186
sgp,2013,6603.11177
sgp,2014,6632.24348
sgp,2015,7006.63036
sgp,2016,6934.91054
sgp,2017,6802.53716
slv,2015,63.23987
slv,2016,65.76315
slv,2017,63.71196
slv,2018,71.17553
srb,2007,1195.5864
srb,2008,1360.36615
srb,2009,1429.36933
srb,2010,1514.84186
srb,2011,1624.00859
srb,2012,1643.3742
srb,2013,1726.97302
srb,2014,1830.99247
srb,2015,2071.21672
srb,2016,2132.77271
srb,2017,2079.19966
srb,2018,2087.21892
svk,1996,1858.94041
svk,1997,1853.57482
svk,1998,1880.35633
svk,1999,1705.16819
svk,2000,1843.78792
svk,2001,1775.00263
svk,2002,1700.14677
svk,2003,1782.83258
svk,2004,1985.00569
svk,2005,2022.72177
svk,2006,2181.25825
svk,2007,2288.36911
svk,2008,2331.25303
svk,2009,2460.58573
svk,2010,2809.39564
svk,2011,2833.44029
svk,2012,2820.16861
svk,2013,2716.36795
svk,2014,2715.55258
svk,2015,2650.20804
svk,2016,2253.26171
svk,2017,2416.22368
svk,2018,2995.95783
svn,1996,2257.40672
svn,1997,2023.69362
svn,1998,2156.0996
svn,1999,2227.27346
svn,2000,2181.39705
svn,2001,2263.18906
svn,2002,2335.87132
svn,2003,1899.02518
svn,2004,2024.89973
svn,2005,2633.11438
svn,2006,2924.94619
svn,2007,3106.17966
svn,2008,3475.93636
svn,2009,3661.11975
svn,2010,3769.81379
svn,2011,4277.31468
svn,2012,4317.18374
svn,2013,4220.32756
svn,2014,4147.06155
svn,2015,3814.21582
svn,2016,3914.26133
svn,2017,4479.40035
svn,2018,4854.56751
swe,1997,4158.14762
swe,1999,4499.0789
swe,2001,5169.30131
swe,2003,5383.04692
swe,2004,5426.07913
swe,2005,6085.10832
swe,2006,6126.64788
swe,2007,4999.70588
swe,2008,5437.16684
swe,2009,5079.7335
swe,2010,5251.45024
swe,2011,5144.55392
swe,2012,5164.09629
swe,2013,6674.34947
swe,2014,6875.99043
swe,2015,6834.03397
swe,2016,7154.52927
swe,2017,7383.41927
swe,2018,7536.47495
swz,2015,142.34351
syc,2005,146.64741
syr,2015,90.95754
tcd,2016,57.89175
tgo,2003,26.63846
tgo,2004,25.05594
tgo,2005,33.14539
tgo,2006,23.59931
tgo,2007,36.48427
tgo,2010,34.30567
tgo,2011,34.45603
tgo,2012,35.78489
tgo,2014,38.04847
tgo,2015,36.13195
tgo,2016,32.17731
tgo,2017,38.75703
tgo,2018,48.05369
tha,1996,100.41546
tha,1997,72.46093
tha,1999,167.22695
tha,2001,278.72559
tha,2003,280.62026
tha,2005,313.4698
tha,2007,323.22955
tha,2009,329.01211
tha,2011,538.51997
tha,2013,790.89267
tha,2014,963.8546
tha,2015,864.67908
tha,2016,1208.45903
tha,2017,1350.34325
tto,2017,517.31899
tto,2018,566.97051
tun,2007,1087.85037
tun,2008,1217.44506
tun,2009,1490.54305
tun,2010,1384.73551
tun,2011,1431.40679
tun,2012,1627.91525
tun,2013,1801.15843
tun,2014,1814.12233
tun,2015,1799.02431
tun,2016,1982.22833
tun,2018,1771.60777
tur,1996,304.34199
tur,1997,313.1886
tur,1998,308.57818
tur,1999,322.13579
tur,2000,365.00521
tur,2001,353.65644
tur,2002,368.33011
tur,2003,494.17908
tur,2004,505.53768
tur,2005,576.39149
tur,2006,620.49825
tur,2007,713.80484
tur,2008,749.95603
tur,2009,809.83496
tur,2010,889.58445
tur,2011,981.82744
tur,2012,1100.08415
tur,2013,1173.18826
tur,2014,1160.92355
tur,2015,1211.78504
tur,2016,1254.67457
tur,2017,1379.41194
tza,2010,36.07047
tza,2013,19.15202
uga,2010,38.93837
uga,2014,27.84496
ukr,2006,1475.39462
ukr,2007,1455.6353
ukr,2008,1428.28728
ukr,2009,1345.59351
ukr,2010,1327.99136
ukr,2011,1257.92846
ukr,2012,1231.02563
ukr,2013,1162.04915
ukr,2014,1023.92665
ukr,2015,1005.99722
ukr,2016,1037.24086
ukr,2017,994.07744
ukr,2018,988.07663
ury,1999,218.90187
ury,2000,277.64557
ury,2002,373.41704
ury,2008,427.816
ury,2009,558.56148
ury,2010,626.6233
ury,2011,614.43768
ury,2012,632.44031
ury,2013,634.91258
ury,2014,642.85874
ury,2015,661.48712
ury,2016,679.00479
ury,2017,690.7908
ury,2018,696.37621
usa,1996,3140.92456
usa,1997,3243.38158
usa,1998,3408.37276
usa,1999,3465.72038
usa,2000,3496.36797
usa,2001,3567.42616
usa,2002,3652.18425
usa,2003,3894.90127
usa,2004,3789.08962
usa,2005,3742.51961
usa,2006,3806.33035
usa,2007,3781.17475
usa,2008,3935.49275
usa,2009,4090.2744
usa,2010,3885.08226
usa,2011,4027.11889
usa,2012,3990.62379
usa,2013,4090.88439
usa,2014,4205.25602
usa,2015,4267.83919
usa,2016,4247.7483
usa,2017,4412.43542
uzb,2000,662.25393
uzb,2001,614.61104
uzb,2002,630.40868
uzb,2003,588.33122
uzb,2004,578.38896
uzb,2005,632.7809
uzb,2006,565.66032
uzb,2007,556.9256
uzb,2008,580.41085
uzb,2009,572.98176
uzb,2010,544.95896
uzb,2011,574.80051
uzb,2012,513.08323
uzb,2013,507.03862
uzb,2014,501.24254
uzb,2015,497.42064
uzb,2016,506.04688
uzb,2017,495.5728
uzb,2018,476.17883
ven,1998,49.76692
ven,1999,56.2767
ven,2000,61.79615
ven,2001,71.45039
ven,2002,70.15822
ven,2003,95.88432
ven,2004,105.74462
ven,2005,122.87928
ven,2006,148.11811
ven,2007,165.2622
ven,2008,190.36879
ven,2009,185.82991
ven,2010,204.04403
ven,2011,232.62356
ven,2012,295.83625
ven,2013,363.7885
ven,2014,272.67612
ven,2015,248.92103
ven,2016,300.25538
vnm,2002,114.40569
vnm,2013,679.46269
vnm,2015,678.56047
vnm,2017,707.74357
zaf,1997,198.49974
zaf,2001,311.20482
zaf,2003,302.46454
zaf,2004,378.80948
zaf,2005,361.3785
zaf,2006,383.02655
zaf,2007,393.33011
zaf,2008,389.4041
zaf,2009,392.12037
zaf,2010,365.49511
zaf,2011,386.80015
zaf,2012,404.71937
zaf,2013,434.85308
zaf,2014,432.16155
zaf,2015,472.30756
zaf,2016,492.03626
zaf,2017,517.72191
zmb,1996,47.6459
zmb,1997,51.57535
zmb,1998,53.51455
zmb,1999,52.85704
zmb,2008,41.71683
zwe,2012,99.5185
