geo,time,gc_tax_ypkg_zs
ukr,2017,23.74435
ukr,2018,26.30243
ukr,2019,28.42819
ury,1972,8.1761
ury,1973,10.98592
ury,1974,12.60946
ury,1975,11.05372
ury,1976,10.26596
ury,1977,12.24422
ury,1978,11.81684
ury,1979,12.51845
ury,1980,15.2892
ury,1981,10.65578
ury,1982,8.9393
ury,1983,12.58955
ury,1984,9.57206
ury,1985,11.28532
ury,1986,12.11646
ury,1987,11.57533
ury,1988,12.63605
ury,1989,10.89539
ury,1990,9.9319
ury,1991,8.87543
ury,1992,10.66111
ury,1993,11.17411
ury,1994,10.78262
ury,1995,15.52708
ury,1996,21.11217
ury,1997,18.83722
ury,1998,19.69345
ury,1999,23.93444
ury,2000,25.11332
ury,2001,12.46628
ury,2002,11.36379
ury,2003,9.24932
ury,2004,13.76514
ury,2005,15.73534
ury,2006,16.12253
ury,2007,18.46835
ury,2008,29.02469
ury,2009,27.91175
ury,2010,28.57153
ury,2011,27.27959
ury,2012,28.07484
ury,2013,30.48397
ury,2014,29.22126
ury,2015,30.79977
ury,2016,47.21925
ury,2017,36.69104
ury,2018,37.59269
ury,2019,37.61877
usa,1972,83.97381
usa,1973,85.12054
usa,1974,86.17975
usa,1975,86.52836
usa,1976,85.94627
usa,1977,87.5186
usa,1978,88.80006
usa,1979,89.9201
usa,1980,89.01767
usa,1981,86.15652
usa,1982,86.7379
usa,1983,86.70957
usa,1984,86.67024
usa,1985,87.91087
usa,1986,88.5869
usa,1987,89.67814
usa,1988,89.33045
usa,1989,90.30413
usa,1990,89.8263
usa,1991,89.07858
usa,1992,88.62366
usa,1993,88.77145
usa,1994,88.31249
usa,1995,89.09431
usa,1996,90.23121
usa,1997,90.70345
usa,1998,91.03657
usa,1999,90.1311
usa,2000,91.15543
usa,2001,90.97573
usa,2002,89.60337
usa,2003,89.57249
usa,2004,89.71188
usa,2005,91.0684
usa,2006,91.86741
usa,2007,92.58957
usa,2008,91.94544
usa,2009,90.21259
usa,2010,91.31987
usa,2011,92.05219
usa,2012,91.85655
usa,2013,91.71182
usa,2014,91.91779
usa,2015,92.14861
usa,2016,92.3302
usa,2017,82.34409
usa,2018,90.90945
usa,2019,91.16064
usa,2020,91.8523
uzb,2011,37.76188
uzb,2012,34.8437
uzb,2013,31.25155
uzb,2014,30.70644
uzb,2015,26.99455
uzb,2016,29.23113
uzb,2017,34.85808
uzb,2018,26.68474
uzb,2019,24.24046
vct,1990,28.10127
vct,1991,32.36823
vct,1992,31.50685
vct,1993,30.08299
vct,1994,33.65696
vct,1995,30.12195
vct,1996,31.29899
vct,1997,31.58985
vct,1998,34.12921
vct,1999,32.34082
vct,2000,31.41195
vct,2001,29.32856
vct,2002,32.20357
vct,2003,28.25503
vct,2004,27.63361
vct,2005,29.07809
vct,2006,27.3143
vct,2007,25.72688
vct,2008,24.64346
vct,2009,25.50888
vct,2010,25.81659
vct,2011,27.75716
vct,2012,28.42934
vct,2013,26.49354
vct,2014,29.9005
vct,2015,26.95233
vct,2016,29.1048
vct,2017,27.82787
vut,1990,0
vut,1995,0
vut,1996,0
vut,1997,0
vut,1998,0
vut,1999,0
vut,2009,0
vut,2010,0
vut,2011,0
vut,2012,0
vut,2013,0
vut,2014,0
vut,2015,0
vut,2016,0
vut,2017,0
vut,2018,0
vut,2019,0
wsm,2012,25.01228
wsm,2013,24.44464
wsm,2014,23.57635
wsm,2015,23.84801
wsm,2016,22.56289
wsm,2017,22.21429
wsm,2018,21.54737
wsm,2019,22.54039
zaf,1972,63.77119
zaf,1973,66.38098
zaf,1974,70.19032
zaf,1975,68.5565
zaf,1976,66.86778
zaf,1977,63.71721
zaf,1978,61.02544
zaf,1979,61.49658
zaf,1980,64.89147
zaf,1981,61.36804
zaf,1982,59.47129
zaf,1983,59.89397
zaf,1984,57.91762
zaf,1985,58.57191
zaf,1986,58.39858
zaf,1987,56.73866
zaf,1988,54.27121
zaf,1989,51.62517
zaf,1990,56.04359
zaf,1991,57.4904
zaf,1992,58.48983
zaf,1993,53.27306
zaf,1994,54.5264
zaf,1995,54.03928
zaf,1996,56.25819
zaf,1997,57.41774
zaf,1998,58.34555
zaf,1999,57.66228
zaf,2000,57.10333
zaf,2001,58.22201
zaf,2002,58.07665
zaf,2003,56.30298
zaf,2004,54.44604
zaf,2005,54.69315
zaf,2006,55.81916
zaf,2007,57.04102
zaf,2008,60.36992
zaf,2009,58.68733
zaf,2010,55.21258
zaf,2011,56.0298
zaf,2012,54.92644
zaf,2013,55.07457
zaf,2014,55.62357
zaf,2015,54.79931
zaf,2016,56.23387
zaf,2017,58.30856
zaf,2018,57.1691
zaf,2019,56.92098
zmb,1990,41.90672
zmb,1991,35.42876
zmb,1992,41.51854
zmb,1993,33.91716
zmb,1994,31.28488
zmb,1995,31.42586
zmb,1996,34.68121
zmb,1997,33.60502
zmb,1998,37.11553
zmb,1999,34.65864
zmb,2001,37.92781
zmb,2002,43.40585
zmb,2003,46.36605
zmb,2004,44.30019
zmb,2005,43.67685
zmb,2006,45.74448
zmb,2007,44.37598
zmb,2008,43.95714
zmb,2009,48.86274
zmb,2010,51.48967
zmb,2011,53.69204
zmb,2012,52.14289
zmb,2013,43.7337
zmb,2014,41.1191
zmb,2015,46.34508
zmb,2016,50.50299
zmb,2017,43.07339
zmb,2018,44.26929
zmb,2019,46.328
zwe,2009,23.2344
zwe,2010,33.37454
zwe,2011,35.62748
zwe,2012,36.75642
zwe,2015,36.74992
zwe,2016,36.28576
zwe,2017,35.55359
zwe,2018,37.48337
