geo,time,ip_tmk_nres
hkg,2001,15487
hkg,2002,14543
hkg,2003,12995
hkg,2004,11767
hkg,2005,13390
hkg,2006,14936
hkg,2007,15627
hkg,2008,16149
hkg,2009,15300
hkg,2010,17970
hkg,2011,20839
hkg,2012,22326
hkg,2013,23496
hkg,2014,24890
hkg,2015,24803
hkg,2016,22845
hkg,2017,23121
hkg,2018,25378
hkg,2019,23406
hnd,1980,1405
hnd,1981,747
hnd,1982,1300
hnd,1983,387
hnd,1984,1659
hnd,1985,931
hnd,1986,1580
hnd,1987,1634
hnd,1988,1778
hnd,1989,1232
hnd,1990,1418
hnd,1991,1846
hnd,1992,2724
hnd,1993,3166
hnd,1994,2967
hnd,1995,3454
hnd,1996,3987
hnd,1997,3903
hnd,1998,3751
hnd,1999,3876
hnd,2000,4366
hnd,2001,3792
hnd,2002,3996
hnd,2003,3811
hnd,2004,4216
hnd,2005,4563
hnd,2006,4959
hnd,2007,5052
hnd,2008,4939
hnd,2009,3801
hnd,2010,4159
hnd,2011,5308
hnd,2012,5009
hnd,2013,5535
hnd,2014,4951
hnd,2015,5711
hnd,2016,5363
hnd,2017,4785
hnd,2018,4677
hnd,2019,4862
hrv,1992,2294
hrv,1993,4858
hrv,1994,4550
hrv,1995,5181
hrv,1996,4989
hrv,1997,5899
hrv,1998,5702
hrv,1999,5377
hrv,2000,6243
hrv,2001,5575
hrv,2002,5219
hrv,2003,5753
hrv,2004,6239
hrv,2005,6637
hrv,2006,7036
hrv,2007,7284
hrv,2008,7519
hrv,2009,5809
hrv,2010,5904
hrv,2011,5583
hrv,2012,5524
hrv,2013,3838
hrv,2014,2090
hrv,2015,1642
hrv,2016,1616
hrv,2017,1577
hrv,2018,1701
hrv,2019,1446
hti,1980,32
hti,1982,944
hti,1983,686
hti,1984,569
hti,1986,551
hti,1987,638
hti,1991,620
hti,1995,1366
hti,1996,1312
hti,1999,1306
hti,2001,1325
hti,2002,1122
hti,2003,967
hti,2004,830
hti,2005,1079
hti,2006,1173
hti,2007,973
hti,2008,925
hti,2009,981
hti,2010,1365
hti,2011,1288
hti,2012,1202
hti,2013,1114
hti,2014,1189
hun,1980,200
hun,1981,210
hun,1982,274
hun,1983,260
hun,1984,223
hun,1985,2240
hun,1986,2464
hun,1987,2632
hun,1988,3180
hun,1989,4185
hun,1990,7446
hun,1991,7469
hun,1992,7776
hun,1993,7203
hun,1994,8022
hun,1995,9821
hun,1996,8321
hun,1997,9258
hun,1998,9452
hun,1999,9395
hun,2000,11076
hun,2001,9982
hun,2002,9085
hun,2003,9178
hun,2004,7123
hun,2005,5456
hun,2006,5087
hun,2007,4577
hun,2008,4200
hun,2009,2970
hun,2010,2612
hun,2011,2373
hun,2012,2282
hun,2013,2239
hun,2014,1873
hun,2015,1680
hun,2016,1832
hun,2017,1874
hun,2018,1959
hun,2019,1729
idn,1980,1670
idn,1982,2300
idn,1983,2479
idn,1984,2383
idn,1985,2252
idn,1986,2581
idn,1987,4339
idn,1988,4682
idn,1989,3114
idn,1990,2427
idn,1991,2417
idn,1992,5251
idn,1994,9714
idn,1996,11938
idn,2001,12520
idn,2002,9581
idn,2003,8023
idn,2004,13685
idn,2005,10082
idn,2006,16005
idn,2007,11078
idn,2008,14051
idn,2009,5018
idn,2010,4525
idn,2011,2543
idn,2013,16695
idn,2014,11931
idn,2015,10454
idn,2016,14183
idn,2017,16187
idn,2018,18145
idn,2019,22850
ind,1981,1185
ind,1982,2141
ind,1983,2821
ind,1984,1612
ind,1985,1725
ind,1986,3645
ind,1987,3166
ind,1988,4523
ind,1989,1799
ind,1990,1968
ind,1991,2014
ind,1992,2054
ind,1993,2862
ind,1994,3418
ind,1995,4614
ind,1999,5393
ind,2000,17013
ind,2001,10490
ind,2002,5930
ind,2003,15450
ind,2004,15090
ind,2005,12361
ind,2006,15211
ind,2007,6500
ind,2008,10801
ind,2009,7540
ind,2010,17806
ind,2011,22161
ind,2012,14807
ind,2013,19646
ind,2014,23616
ind,2015,24240
ind,2016,31660
ind,2017,23688
ind,2018,26264
ind,2019,26619
irl,1980,3474
irl,1981,3343
irl,1982,3414
irl,1983,3197
irl,1984,3504
irl,1985,3824
irl,1986,3640
irl,1987,4094
irl,1988,5177
irl,1989,6171
irl,1990,6896
irl,1991,5861
irl,1992,6086
irl,1993,5133
irl,1994,5948
irl,1995,6424
irl,1996,5127
irl,1997,3687
irl,1998,3871
irl,1999,3395
irl,2000,3523
irl,2001,3274
irl,2002,4506
irl,2003,4652
irl,2004,4913
irl,2005,3895
irl,2006,3669
irl,2007,3459
irl,2008,3063
irl,2009,2189
irl,2010,2028
irl,2011,1952
irl,2012,1822
irl,2013,1677
irl,2014,1592
irl,2015,1595
irl,2016,1627
irl,2017,1718
irl,2018,1819
irl,2019,1758
irn,1980,500
irn,1981,523
irn,1982,386
irn,1983,374
irn,1984,391
irn,1985,355
irn,1986,290
irn,1987,253
irn,1988,318
irn,1989,374
irn,1990,398
irn,1991,510
irn,1992,954
irn,1993,797
irn,1994,829
irn,1995,566
irn,1996,711
irn,1997,795
irn,1998,861
irn,1999,771
irn,2000,1047
irn,2001,1224
irn,2002,1239
irn,2003,1294
irn,2004,3043
irn,2005,3641
irn,2006,3982
irn,2007,4334
irn,2008,3939
irn,2009,3834
irn,2010,4130
irn,2011,4340
irn,2012,3977
irn,2013,7235
irn,2016,5427
irn,2017,12448
irn,2018,9782
irn,2019,5064
irq,1980,424
irq,1981,397
irq,1982,484
irq,1983,416
irq,1984,364
irq,1985,373
irq,1986,514
irq,2017,5000
irq,2018,10000
isl,1980,410
isl,1981,379
isl,1982,462
isl,1983,428
isl,1984,434
isl,1985,487
isl,1986,486
isl,1987,534
isl,1988,801
isl,1989,860
isl,1990,870
isl,1991,1024
isl,1992,1042
isl,1993,845
isl,1994,1024
isl,1995,1228
isl,1996,1326
isl,1997,1794
isl,1998,4273
isl,1999,5320
isl,2000,6324
isl,2001,3154
isl,2002,2897
isl,2003,2762
isl,2004,3079
isl,2006,3570
isl,2007,3607
isl,2008,3451
isl,2009,2761
isl,2010,2651
isl,2011,2730
isl,2012,2707
isl,2013,2631
isl,2014,2941
isl,2015,2746
isl,2016,2915
isl,2017,2922
isl,2018,3095
isl,2019,3083
isr,1980,3601
isr,1981,3506
isr,1982,3190
isr,1983,1481
isr,1984,1334
isr,1985,1295
isr,1986,1531
isr,1987,1699
isr,1988,1915
isr,1989,2330
isr,1990,2209
isr,1991,2248
isr,1992,2306
isr,1993,2590
isr,1994,3977
isr,1995,4498
isr,1996,4947
isr,1997,5493
isr,1998,5911
isr,1999,6147
isr,2000,8733
isr,2001,6468
isr,2002,4827
isr,2003,5127
isr,2004,5237
isr,2005,6159
isr,2006,6778
isr,2007,7285
isr,2008,7544
isr,2009,5572
isr,2010,6209
isr,2011,5756
isr,2012,6160
isr,2013,6381
isr,2014,6577
isr,2015,6718
isr,2016,6758
isr,2017,6916
isr,2018,7422
isr,2019,7428
ita,2009,5902
ita,2010,5675
ita,2011,5356
ita,2012,4952
ita,2013,4616
ita,2014,4635
ita,2016,4762
ita,2017,5098
ita,2018,5275
ita,2019,5209
jam,1982,670
jam,1983,471
jam,1984,386
jam,1985,516
jam,1986,485
jam,1987,615
jam,1988,535
jam,1989,770
jam,1990,520
jam,1991,737
jam,1992,677
jam,1993,743
jam,1994,931
jam,1995,1199
jam,1996,1092
jam,1997,1315
jam,1998,1424
jam,1999,1320
jam,2000,1455
jam,2001,1601
jam,2002,1131
jam,2003,1010
jam,2004,1056
jam,2005,1072
jam,2006,1125
jam,2007,1118
jam,2008,1144
jam,2009,991
jam,2010,1161
jam,2011,1254
jam,2012,1310
jam,2013,1387
jam,2014,1433
jam,2015,1472
jam,2016,1349
jam,2017,1347
jam,2018,1442
jam,2019,1612
jor,1980,523
jor,1981,549
jor,1982,500
jor,1989,783
jor,2000,3266
jor,2001,2623
jor,2002,2279
jor,2003,2386
jor,2004,3051
jor,2005,3078
jor,2006,3850
jor,2007,4633
jor,2010,4064
jor,2011,4514
jor,2012,4465
jor,2013,4397
jor,2014,4405
jor,2015,4760
jor,2016,4333
jor,2017,4562
jor,2018,4494
jor,2019,4076
jpn,1980,11866
jpn,1981,12192
jpn,1982,13184
jpn,1983,14273
jpn,1984,15148
jpn,1985,14989
jpn,1986,15894
jpn,1987,17468
jpn,1988,17786
jpn,1989,19679
jpn,1990,19791
jpn,1991,18743
jpn,1992,22654
jpn,1993,19811
jpn,1994,20151
jpn,1995,22899
jpn,1996,24642
jpn,1997,18727
jpn,1998,15624
jpn,1999,17609
jpn,2000,22004
jpn,2001,18491
jpn,2002,16360
jpn,2003,16374
jpn,2004,19552
jpn,2005,21131
jpn,2006,22514
jpn,2007,24348
jpn,2008,22176
jpn,2009,19141
jpn,2010,21013
jpn,2011,22343
jpn,2012,23718
jpn,2013,23636
jpn,2014,24575
jpn,2015,26906
jpn,2016,29672
jpn,2017,34154
jpn,2018,38423
jpn,2019,39460
kaz,1993,5175
kaz,1994,3416
kaz,1995,3161
kaz,1996,3198
kaz,1997,3469
kaz,1998,3614
kaz,1999,2890
kaz,2000,3219
kaz,2001,2982
kaz,2002,2813
kaz,2003,3160
kaz,2004,3646
kaz,2008,5746
kaz,2009,4860
kaz,2010,5226
kaz,2011,6725
kaz,2012,7198
kaz,2013,7477
kaz,2014,6968
kaz,2015,6486
kaz,2016,6160
kaz,2017,6602
kaz,2018,6879
kaz,2019,7041
ken,1980,778
ken,1981,706
ken,1982,778
ken,1983,506
ken,1984,522
ken,1985,566
ken,1986,585
ken,1987,473
ken,1988,509
ken,1989,582
ken,1991,502
ken,1994,710
ken,1997,1207
ken,1998,1689
ken,1999,2236
ken,2001,1966
ken,2002,1825
ken,2003,1711
ken,2004,1876
ken,2005,1978
ken,2006,1941
ken,2007,2114
ken,2008,2144
ken,2009,2005
ken,2010,2136
ken,2011,2378
ken,2012,2759
ken,2013,2546
ken,2015,2824
ken,2017,3112
ken,2019,3302
kgz,1993,49
kgz,1994,1850
kgz,1995,2190
kgz,1996,2262
kgz,1997,2490
kgz,1998,2587
kgz,1999,2103
kgz,2000,2289
kgz,2001,2131
kgz,2002,1750
kgz,2003,1882
kgz,2004,2316
kgz,2005,2410
kgz,2006,2717
kgz,2007,3225
kgz,2008,3204
kgz,2011,2960
kgz,2012,3104
kgz,2013,3063
kgz,2014,2706
kgz,2015,2866
kgz,2016,2654
kgz,2017,3008
kgz,2018,3281
kgz,2019,3080
khm,1994,1334
khm,1995,1255
khm,1996,1650
khm,1997,1507
khm,1998,1216
khm,1999,1245
khm,2000,1658
khm,2001,1274
khm,2002,1251
khm,2003,548
khm,2004,1192
khm,2005,1223
khm,2006,699
khm,2007,2206
khm,2008,2521
khm,2009,2271
khm,2010,3129
khm,2011,3664
khm,2012,4200
khm,2013,4886
khm,2014,3707
khm,2016,5133
khm,2017,5534
khm,2018,5976
khm,2019,6410
kir,1999,105
kna,2015,240
kna,2016,203
kna,2017,213
kna,2018,276
kor,1980,4773
kor,1981,6463
kor,1982,7299
kor,1983,8365
kor,1984,8840
kor,1985,7107
kor,1986,7585
kor,1987,8587
kor,1988,10480
kor,1989,12914
kor,1990,13262
kor,1991,13144
kor,1992,11961
kor,1993,13034
kor,1994,16262
kor,1995,16634
kor,1996,18621
kor,1997,20843
kor,1998,14492
kor,1999,16070
kor,2000,19477
kor,2001,20729
kor,2002,17862
kor,2003,18746
kor,2004,21878
kor,2005,22698
kor,2006,23783
kor,2007,28115
kor,2008,28394
kor,2009,24946
kor,2010,21776
kor,2011,19928
kor,2012,21497
kor,2013,21906
kor,2014,22265
kor,2015,22979
kor,2016,24776
kor,2017,24761
kor,2018,28975
kor,2019,28371
kwt,2016,6388
kwt,2017,6434
kwt,2018,7195
lao,1991,226
lao,1992,1496
lao,1993,938
lao,1994,999
lao,1995,809
lao,1996,853
lao,1997,988
lao,1998,653
lao,1999,589
lao,2000,705
lao,2001,769
lao,2002,784
lao,2003,968
lao,2004,1272
lao,2005,1428
lao,2006,1457
lao,2007,1663
lao,2008,1823
lao,2009,1505
lao,2010,1953
lao,2011,2633
lao,2012,2434
lao,2013,2834
lao,2014,2711
lao,2015,2657
lao,2016,2281
lao,2017,2789
lao,2018,3056
lbn,2013,195
lbn,2014,169
lbn,2015,182
lbr,1991,579
lbr,1993,305
lca,1980,123
lca,1981,150
lca,1983,154
lca,1984,87
lca,1990,185
lca,1991,259
lca,1992,217
lca,1994,287
lca,1995,286
lca,1996,385
lca,2000,476
lca,2001,538
lca,2012,376
lca,2013,363
lca,2014,403
lca,2016,338
lca,2017,303
lca,2018,352
lie,1982,100
lie,1983,86
lie,1984,101
lie,1985,2598
lie,1986,2851
lie,1987,3197
lie,1988,3911
lie,1990,4650
lie,1991,4407
lie,1992,4644
lie,1993,4488
lie,1994,4403
lie,1995,4925
lie,1999,4657
lie,2001,4791
lie,2002,3585
lie,2005,3539
lie,2007,3693
lie,2008,3966
lie,2013,2391
lie,2014,2442
lie,2015,2502
lie,2016,2518
lie,2017,2675
lie,2018,2613
lie,2019,2509
lka,1980,670
lka,1981,655
lka,1982,640
lka,1983,598
lka,1984,572
lka,1985,766
lka,1986,753
lka,1987,707
lka,1988,750
lka,1989,708
lka,1990,994
lka,1991,1153
lka,1992,1297
lka,1993,1671
lka,1994,2028
lka,1995,1967
lka,1996,2066
lka,1997,2035
lka,1998,1397
lka,1999,1906
lka,2000,2321
lka,2001,1705
lka,2002,1613
lka,2003,1773
lka,2004,3600
lka,2005,1900
lka,2006,2392
lka,2007,2835
lka,2008,3012
lka,2009,1915
lka,2010,2302
lka,2011,2925
lka,2012,3178
lka,2013,3344
lka,2015,3432
lka,2016,3935
lka,2018,4127
lka,2019,3709
lso,1993,580
lso,1995,668
lso,1996,903
lso,2018,1121
ltu,1992,2041
ltu,1993,9986
ltu,1994,2153
ltu,1995,2079
ltu,1996,2046
ltu,1997,2393
ltu,1998,3676
ltu,1999,4133
ltu,2000,5304
ltu,2001,5181
ltu,2002,4956
ltu,2003,5755
ltu,2004,4869
ltu,2005,3552
ltu,2006,3567
ltu,2007,3733
ltu,2008,3341
ltu,2009,2159
ltu,2010,2217
ltu,2011,2128
ltu,2012,2034
ltu,2013,2037
ltu,2014,1760
ltu,2015,1436
ltu,2016,1416
ltu,2017,1651
ltu,2018,1737
ltu,2019,1479
lva,1992,5304
lva,1993,8649
lva,1994,2022
lva,1995,3309
lva,1996,3970
lva,1997,4614
lva,1998,4974
lva,1999,4526
lva,2000,5553
lva,2001,5366
lva,2002,5059
lva,2003,5862
lva,2004,4795
lva,2005,3586
lva,2006,3455
lva,2007,3501
lva,2008,3080
lva,2009,2066
lva,2010,2154
lva,2011,2119
lva,2012,1989
lva,2013,1967
lva,2014,1729
lva,2015,1443
lva,2016,1457
lva,2017,1539
lva,2018,1588
lva,2019,1497
mac,1987,628
mac,1991,680
mac,1992,989
mac,1993,804
mac,1994,1062
mac,1995,1036
mac,1996,1292
mac,1997,1472
mac,1998,1071
mac,1999,1083
mac,2000,2020
mac,2001,1633
mac,2002,1493
mac,2004,2633
mac,2005,4091
mac,2006,4973
mac,2007,6529
mac,2008,7054
mac,2009,5340
mac,2010,5989
mac,2011,7350
mac,2012,8596
mac,2013,8893
mac,2014,10866
mac,2015,11307
mac,2016,9823
mac,2017,11105
mac,2018,14028
mac,2019,12884
mar,1980,456
mar,1985,2654
mar,1986,2794
mar,1987,3010
mar,1988,3427
mar,1989,3671
mar,1990,3815
mar,1991,3509
mar,1992,3649
mar,1993,4293
mar,1994,4145
mar,1995,4802
mar,1996,4790
mar,1998,4220
mar,2000,4763
mar,2004,4550
mar,2005,4823
mar,2006,5044
mar,2007,5172
mar,2008,5269
mar,2009,4471
mar,2010,5013
mar,2011,4970
mar,2012,5085
mar,2013,5051
mar,2014,5077
mar,2015,4998
mar,2016,5571
mar,2017,5415
mar,2018,5785
mar,2019,5451
mco,1980,157
mco,1981,169
mco,1982,201
mco,1983,167
mco,1984,148
mco,1985,2828
mco,1986,3237
mco,1987,3992
mco,1988,4839
mco,1989,4879
mco,1990,4982
mco,1991,4644
mco,1992,4426
mco,1993,4285
mco,1994,4385
mco,1995,4347
mco,1996,4039
mco,1997,4421
mco,1998,4358
mco,1999,4337
mco,2000,5141
mco,2001,4341
mco,2002,3570
mco,2003,3389
mco,2004,3606
mco,2005,3584
mco,2006,3794
mco,2007,3811
mco,2008,3743
mco,2009,2714
mco,2011,2631
mco,2012,2667
mco,2013,2542
mco,2014,2449
mco,2015,2422
mco,2016,2581
mco,2017,2609
mco,2018,2730
mco,2019,2551
mda,1993,452
mda,1994,4745
mda,1995,2502
mda,1996,2623
mda,1997,2751
mda,1998,3139
mda,1999,2692
mda,2000,3026
mda,2001,2859
mda,2002,2529
mda,2003,2931
mda,2004,3376
mda,2005,3429
mda,2006,3980
mda,2007,4583
mda,2008,4375
mda,2009,3377
mda,2010,3708
mda,2011,3847
mda,2012,3862
mda,2013,3904
mda,2014,3436
mda,2015,3238
mda,2016,3027
mda,2017,3274
mda,2018,3385
mda,2019,3194
mdg,1994,714
mdg,1995,954
mdg,1996,350
mdg,1997,322
mdg,1998,290
mdg,1999,336
mdg,2000,408
mdg,2001,336
mdg,2002,293
mdg,2003,334
mdg,2004,321
mdg,2005,419
mdg,2006,432
mdg,2007,400
mdg,2008,872
mdg,2009,901
mdg,2010,1032
mdg,2011,1029
mdg,2012,1140
mdg,2013,1096
mdg,2014,1146
mdg,2015,1181
mdg,2016,1284
mdg,2017,1204
mdg,2018,1465
mdg,2019,1294
mex,1980,13538
mex,1981,7627
mex,1982,6913
mex,1983,8808
mex,1984,3781
mex,1985,6318
mex,1986,6991
mex,1987,6296
mex,1988,7183
mex,1989,8580
mex,1990,9579
mex,1991,10597
mex,1992,11477
mex,1993,12788
mex,1994,14619
mex,1995,14049
mex,1996,12774
mex,1997,13929
mex,1998,15373
mex,1999,16657
mex,2000,23023
mex,2001,21252
mex,2002,18473
mex,2003,18961
mex,2004,20239
mex,2005,22219
mex,2006,24620
mex,2007,28606
mex,2008,27695
mex,2009,22660
mex,2010,25529
mex,2011,29190
mex,2012,29817
mex,2013,27097
mex,2014,28832
mex,2015,29759
mex,2016,30182
mex,2017,30462
mex,2018,32227
mex,2019,32946
mkd,1993,1048
mkd,1994,3430
mkd,1995,3925
mkd,1996,3447
mkd,1997,3568
mkd,1998,3523
mkd,1999,3181
mkd,2000,3848
mkd,2001,3543
mkd,2002,3300
mkd,2003,3608
mkd,2004,4102
mkd,2005,4324
mkd,2006,4525
mkd,2007,4913
mkd,2008,4965
mkd,2009,3603
mkd,2010,3653
mkd,2011,3418
mkd,2012,3343
mkd,2013,3323
mli,1981,217
mli,1982,393
mlt,1980,308
mlt,1981,355
mlt,1982,346
mlt,1983,374
mlt,1984,368
mlt,1986,390
mlt,1987,385
mlt,1988,495
mlt,1989,469
mlt,1990,514
mlt,1991,800
mlt,1992,738
mlt,1993,661
mlt,1994,789
mlt,1995,980
mlt,1996,1113
mlt,1997,1186
mlt,1998,1366
mlt,1999,1225
mlt,2000,1401
mlt,2001,2523
mlt,2002,1817
mlt,2003,3211
mlt,2004,1200
mlt,2005,1271
mlt,2006,859
mlt,2007,788
mlt,2008,733
mlt,2009,465
mlt,2010,415
mlt,2011,399
mlt,2012,382
mlt,2013,445
mlt,2014,340
mlt,2015,294
mlt,2016,167
mlt,2017,396
mlt,2019,196
mmr,2010,2149
mmr,2011,2378
mmr,2012,4068
mne,2008,5442
mne,2010,3506
mne,2011,3562
mne,2012,3284
mne,2013,3225
mne,2014,3126
mne,2015,2968
mne,2016,2934
mne,2018,3090
mne,2019,2934
mng,1982,17
mng,1983,65
mng,1984,39
mng,1985,444
mng,1986,956
mng,1987,989
mng,1988,1065
mng,1989,1309
mng,1990,1421
mng,1991,1330
mng,1992,1245
mng,1993,1523
mng,1994,1437
mng,1995,1690
mng,1996,5169
mng,1997,6549
mng,1998,5431
mng,1999,2217
mng,2000,2834
mng,2001,2992
mng,2002,3218
mng,2003,2469
mng,2004,2681
mng,2005,3160
mng,2006,1654
mng,2009,1463
mng,2010,1662
mng,2014,2325
mng,2015,2233
mng,2016,2076
mng,2017,2353
mng,2018,2613
mng,2019,2496
moz,1999,3985
moz,2000,2736
moz,2001,1715
moz,2002,1496
moz,2003,1350
moz,2004,1718
moz,2005,1602
moz,2006,1821
moz,2007,1733
moz,2008,2501
moz,2009,1383
moz,2010,1772
moz,2011,2007
moz,2012,2043
moz,2013,2048
moz,2014,2380
moz,2015,2574
moz,2016,2133
moz,2017,2022
moz,2018,2033
moz,2019,2201
mus,1981,236
mus,1982,228
mus,1983,229
mus,1984,240
mus,1985,204
mus,1986,208
mus,1987,186
mus,1988,231
mus,1990,302
mus,1991,335
mus,1992,428
mus,1993,279
mus,1994,437
mus,1995,585
mus,1996,596
mus,1997,630
mus,1998,633
mus,2011,1058
mus,2012,997
mus,2013,971
mus,2014,1000
mus,2015,1058
mus,2016,1218
mus,2017,1057
mus,2018,1008
mus,2019,1066
mwi,1980,351
mwi,1981,314
mwi,1982,271
mwi,1983,210
mwi,1984,190
mwi,1985,193
mwi,1986,215
mwi,1987,185
mwi,1988,189
mwi,1989,316
mwi,1990,284
mwi,1991,369
mwi,1992,330
mwi,1993,323
mwi,1994,448
mwi,1995,492
mwi,1996,538
mwi,1997,648
mwi,1998,475
mwi,1999,563
mwi,2000,618
mwi,2001,495
mwi,2002,440
mwi,2003,388
mwi,2004,434
mwi,2005,335
mwi,2006,582
mwi,2007,539
mwi,2008,624
mwi,2009,540
mwi,2010,1834
mwi,2011,798
mwi,2012,755
mwi,2013,649
mwi,2014,666
mwi,2015,836
mwi,2016,668
mys,1985,3060
mys,1986,2891
mys,1987,3081
mys,1988,3612
mys,1989,4145
mys,1990,4989
mys,1991,4616
mys,1992,5061
mys,1993,5209
mys,1994,6334
mys,1995,7242
mys,1996,8243
mys,1997,13087
mys,1998,10813
mys,1999,8660
mys,2000,12500
mys,2001,10078
mys,2002,8785
mys,2003,9439
mys,2004,10337
mys,2005,11668
mys,2006,12840
mys,2007,13605
mys,2008,13472
mys,2009,11260
mys,2010,13271
mys,2011,15832
mys,2012,17832
mys,2013,17520
mys,2014,19171
mys,2015,19983
mys,2016,20580
mys,2017,21612
mys,2018,23793
mys,2019,24125
nam,1990,2048
nam,1991,1392
nam,1993,1257
nam,2012,2220
nam,2013,2007
nam,2014,2198
nam,2015,2430
nam,2016,2358
nam,2017,2141
nam,2018,1904
nam,2019,2800
nga,1990,614
nga,2017,8322
nga,2018,9504
nga,2019,7317
nic,1983,493
nic,1984,664
nic,1985,590
nic,1986,592
nic,1987,538
nic,1988,594
nic,1989,521
nic,1990,897
nic,1991,1819
nic,1992,2089
nic,1993,2301
nic,1994,2571
nic,1995,2830
nic,1996,3605
nic,1997,3879
nic,1998,3752
nic,1999,4072
nic,2000,4230
nic,2001,3950
nic,2002,3723
nic,2003,3690
nic,2004,4160
nic,2005,4745
nic,2006,4646
nic,2007,4780
nic,2013,6800
nld_curacao,2010,737
nld_curacao,2011,1141
nld_curacao,2012,1096
nld_curacao,2013,988
nld_curacao,2014,1253
nld_curacao,2015,1173
nld_curacao,2016,1171
nld_curacao,2017,996
nld_curacao,2018,919
nld_curacao,2019,978
nor,1980,3206
nor,1981,2889
nor,1982,3120
nor,1983,3337
nor,1984,3520
nor,1985,3708
nor,1986,3976
nor,1987,4320
nor,1988,4895
nor,1989,5328
nor,1990,5417
nor,1991,5145
nor,1992,5055
nor,1993,4822
nor,1994,5602
nor,1995,6066
nor,1996,6500
nor,1997,7761
nor,1998,8782
nor,1999,9939
nor,2000,12484
nor,2001,10677
nor,2002,9094
nor,2003,9078
nor,2004,10047
nor,2005,10528
nor,2006,11041
nor,2007,12037
nor,2008,11483
nor,2009,9371
nor,2010,9758
nor,2011,10672
nor,2012,10633
nor,2013,11137
nor,2014,10911
nor,2015,10876
nor,2016,11777
nor,2017,11127
nor,2018,11639
nor,2019,11688
npl,1980,67
npl,1981,123
npl,1982,93
npl,1984,92
npl,1995,627
npl,1998,588
npl,1999,485
npl,2000,515
npl,2001,557
npl,2002,396
npl,2003,567
npl,2004,565
npl,2005,419
npl,2006,303
npl,2007,520
npl,2011,1379
npl,2012,1490
npl,2013,1706
npl,2014,1796
npl,2015,1812
npl,2016,1863
npl,2017,1677
nzl,1980,2702
nzl,1981,2616
nzl,1982,2699
nzl,1983,2941
nzl,1984,3368
nzl,1985,3361
nzl,1987,4050
nzl,1988,6928
nzl,1989,5429
nzl,1990,6544
nzl,1991,4902
nzl,1992,4904
nzl,1993,5290
nzl,1994,6393
nzl,1995,7864
nzl,1996,8329
nzl,1997,9632
nzl,1998,10297
nzl,1999,9800
nzl,2000,15822
nzl,2001,12232
nzl,2002,11277
nzl,2003,12784
nzl,2004,7864
nzl,2005,8564
nzl,2006,9075
nzl,2007,9945
nzl,2008,9252
nzl,2009,7752
nzl,2010,8695
nzl,2011,9116
nzl,2012,8955
nzl,2013,10819
nzl,2014,11388
nzl,2015,11936
nzl,2016,13454
nzl,2017,14025
nzl,2018,14817
nzl,2019,14996
omn,1991,1075
omn,1992,1216
omn,1993,1193
omn,1994,1418
omn,2015,2062
omn,2016,2174
omn,2017,1991
omn,2018,1964
omn,2019,2037
pak,1980,756
pak,1981,901
pak,1982,852
pak,1983,1180
pak,1984,1035
pak,1986,803
pak,1987,844
pak,1988,770
pak,1989,924
pak,1990,1015
pak,1991,1216
pak,1992,1574
pak,1993,1483
pak,1994,1711
pak,1995,2465
pak,1996,2579
pak,1997,2662
pak,1998,2468
pak,1999,2508
pak,2000,2855
pak,2001,2392
pak,2002,1560
pak,2003,2153
pak,2004,5171
pak,2005,3765
pak,2006,4809
pak,2007,4952
pak,2008,4686
pak,2009,3297
pak,2011,4475
pak,2012,4342
pak,2013,5114
pak,2014,4691
pak,2015,4512
pak,2016,9109
pak,2017,7793
pak,2018,7438
pak,2019,5591
pan,1980,1133
pan,1981,1068
pan,1982,1547
pan,1983,1278
pan,1984,1127
pan,1985,1366
pan,1986,1417
pan,1987,1523
pan,1988,1288
pan,1989,1554
pan,1990,1888
pan,1991,1923
pan,1992,2486
pan,1993,2367
pan,1994,2741
pan,1995,3049
pan,1996,3788
pan,1997,5094
pan,1998,4475
pan,1999,4725
pan,2000,5530
pan,2001,4553
pan,2002,4021
pan,2003,5082
pan,2005,5201
pan,2006,6089
pan,2007,6079
pan,2008,6309
pan,2009,4982
pan,2010,5927
pan,2011,7205
pan,2012,7391
pan,2013,5698
pan,2014,5482
pan,2015,5352
pan,2016,5304
pan,2017,4658
pan,2018,4462
pan,2019,4701
per,1980,5837
per,1986,2907
per,1987,3099
per,1988,2856
per,1989,2962
per,1990,2959
per,1991,3044
per,1992,3498
per,1993,7476
per,1994,6238
per,1995,6411
per,1996,7582
per,1997,7680
per,1998,7304
per,1999,6939
per,2000,8007
per,2001,6963
per,2002,6049
per,2003,5661
per,2004,6309
per,2005,8353
per,2006,8538
per,2007,8867
per,2008,9845
per,2010,8310
per,2012,9203
per,2013,9723
per,2014,8877
per,2015,8758
per,2016,8107
per,2017,8073
per,2018,8591
per,2019,8538
phl,1980,1558
phl,1981,1824
phl,1982,1829
phl,1983,1681
phl,1984,1542
phl,1985,1434
phl,1986,1476
phl,1987,1700
phl,1988,2033
phl,1989,2166
phl,1990,2391
phl,1991,2238
phl,1992,2661
phl,1993,3500
phl,1994,4167
phl,1995,5067
phl,1996,6374
phl,1997,7665
phl,1998,5733
phl,1999,5090
phl,2000,5648
phl,2001,4536
phl,2002,4740
phl,2003,4969
phl,2004,5272
phl,2005,5681
phl,2006,6178
phl,2007,6402
phl,2008,6965
phl,2009,6135
phl,2010,7984
phl,2011,8039
phl,2012,9137
