geo,time,sl_ind_empl_fe_zs
dza,2004,26.19
dza,2005,26.05
dza,2006,25.74
dza,2007,25.48
dza,2008,25.08
dza,2009,24.73
dza,2010,24.32
dza,2011,23.83
dza,2012,23.87
dza,2013,23.9
dza,2014,24.01
dza,2015,24.15
dza,2016,24.26
dza,2017,24.36
dza,2018,23.93
dza,2019,23.48
ecu,1991,17.99
ecu,1992,17.73
ecu,1993,17.7
ecu,1994,17.46
ecu,1995,17.18
ecu,1996,16.8
ecu,1997,16.51
ecu,1998,16
ecu,1999,15.2
ecu,2000,14.42
ecu,2001,13.7
ecu,2002,12.32
ecu,2003,11.07
ecu,2004,11.4
ecu,2005,10.1
ecu,2006,10.82
ecu,2007,11.31
ecu,2008,11.23
ecu,2009,10.72
ecu,2010,11.08
ecu,2011,10.86
ecu,2012,10.63
ecu,2013,11.37
ecu,2014,11.38
ecu,2015,11.17
ecu,2016,10.6
ecu,2017,11.12
ecu,2018,10.83
ecu,2019,9.81
egy,1991,10.07
egy,1992,10.34
egy,1993,8.09
egy,1994,7.38
egy,1995,9.24
egy,1996,8.7
egy,1997,8.05
egy,1998,9.09
egy,1999,11.17
egy,2000,6.86
egy,2001,10.13
egy,2002,10.35
egy,2003,6.16
egy,2004,5.78
egy,2005,4.91
egy,2006,6.01
egy,2007,6.15
egy,2008,5.54
egy,2009,5.12
egy,2010,5.93
egy,2011,5.09
egy,2012,5.51
egy,2013,5.06
egy,2014,5.02
egy,2015,5.63
egy,2016,6.22
egy,2017,6.84
egy,2018,8.25
egy,2019,8.01
eri,1991,5.31
eri,1992,5.34
eri,1993,5.31
eri,1994,5.33
eri,1995,5.37
eri,1996,5.37
eri,1997,5.38
eri,1998,5.51
eri,1999,5.52
eri,2000,5.42
eri,2001,5.37
eri,2002,5.25
eri,2003,5.2
eri,2004,5.09
eri,2005,5.17
eri,2006,5.1
eri,2007,5.02
eri,2008,4.93
eri,2009,4.78
eri,2010,4.82
eri,2011,4.72
eri,2012,4.66
eri,2013,4.67
eri,2014,4.58
eri,2015,4.6
eri,2016,4.55
eri,2017,4.57
eri,2018,4.52
eri,2019,4.5
esp,1991,16
esp,1992,15.56
esp,1993,15.11
esp,1994,14.39
esp,1995,13.97
esp,1996,13.62
esp,1997,13.66
esp,1998,13.75
esp,1999,13.49
esp,2000,14.44
esp,2001,14.37
esp,2002,14.31
esp,2003,13.32
esp,2004,12.78
esp,2005,12.42
esp,2006,11.63
esp,2007,11.61
esp,2008,11.23
esp,2009,10.08
esp,2010,9.56
esp,2011,8.91
esp,2012,9.06
esp,2013,8.48
esp,2014,8.44
esp,2015,8.68
esp,2016,8.44
esp,2017,8.85
esp,2018,9.12
esp,2019,9.42
est,1991,31.24
est,1992,29.9
est,1993,27.22
est,1994,26.04
est,1995,26.55
est,1996,25.35
est,1997,25.21
est,1998,23.74
est,1999,22.74
est,2000,22.91
est,2001,25.26
est,2002,22.66
est,2003,22.6
est,2004,25.65
est,2005,24.19
est,2006,21.64
est,2007,21.8
est,2008,22.09
est,2009,19.37
est,2010,17.96
est,2011,19.07
est,2012,17.66
est,2013,17.14
est,2014,17.53
est,2015,17.47
est,2016,17.25
est,2017,17.34
est,2018,17.34
est,2019,17.05
eth,1991,9.06
eth,1992,9.04
eth,1993,8.92
eth,1994,8.79
eth,1995,8.7
eth,1996,8.59
eth,1997,8.55
eth,1998,8.48
eth,1999,8.44
eth,2000,8.5
eth,2001,8.54
eth,2002,8.62
eth,2003,8.77
eth,2004,8.93
eth,2005,9.07
eth,2006,8.99
eth,2007,8.91
eth,2008,8.93
eth,2009,8.92
eth,2010,8.86
eth,2011,8.85
eth,2012,8.92
eth,2013,8.93
eth,2014,8.92
eth,2015,8.93
eth,2016,9.02
eth,2017,9.07
eth,2018,9.04
eth,2019,9.1
fin,1991,15.72
fin,1992,15.33
fin,1993,15.02
fin,1994,14.93
fin,1995,14.74
fin,1996,13.97
fin,1997,13.89
fin,1998,15.07
fin,1999,14.19
fin,2000,14.23
fin,2001,13.75
fin,2002,13.63
fin,2003,12.86
fin,2004,12.35
fin,2005,12.28
fin,2006,11.85
fin,2007,11.46
fin,2008,10.39
fin,2009,9.96
fin,2010,9.9
fin,2011,9.29
fin,2012,9.05
fin,2013,9.07
fin,2014,8.62
fin,2015,8.73
fin,2016,8.81
fin,2017,8.55
fin,2018,8.91
fin,2019,8.79
fji,1991,20.52
fji,1992,20.49
fji,1993,20.4
fji,1994,20.35
fji,1995,20.2
fji,1996,20.11
fji,1997,19.81
fji,1998,19.59
fji,1999,19.57
fji,2000,19.05
fji,2001,18.59
fji,2002,18.14
fji,2003,17.54
fji,2004,17.03
fji,2005,16.27
fji,2006,15.47
fji,2007,14.54
fji,2008,13.68
fji,2009,12.81
fji,2010,12.1
fji,2011,11.43
fji,2012,10.69
fji,2013,10.08
fji,2014,9.47
fji,2015,8.9
fji,2016,8.32
fji,2017,8.01
fji,2018,7.75
fji,2019,7.51
fra,1991,15.98
fra,1992,15.65
fra,1993,15.21
fra,1994,15.15
fra,1995,15.03
fra,1996,14.34
fra,1997,14.38
fra,1998,14.29
fra,1999,14.36
fra,2000,14.04
fra,2001,13.94
fra,2002,13.34
fra,2003,12.39
fra,2004,12.51
fra,2005,12.07
fra,2006,11.72
fra,2007,11.53
fra,2008,10.95
fra,2009,10.3
fra,2010,10.16
fra,2011,10.54
fra,2012,10.26
fra,2013,10.14
fra,2014,9.68
fra,2015,9.39
fra,2016,9.28
fra,2017,9.89
fra,2018,9.58
fra,2019,9.54
gab,1991,2.35
gab,1992,2.4
gab,1993,2.41
gab,1994,2.41
gab,1995,2.38
gab,1996,2.36
gab,1997,2.36
gab,1998,2.36
gab,1999,2.4
gab,2000,2.38
gab,2001,2.38
gab,2002,2.4
gab,2003,2.41
gab,2004,2.4
gab,2005,2.4
gab,2006,2.43
gab,2007,2.43
gab,2008,2.45
gab,2009,2.49
gab,2010,2.45
gab,2011,2.46
gab,2012,2.49
gab,2013,2.51
gab,2014,2.54
gab,2015,2.58
gab,2016,2.63
gab,2017,2.66
gab,2018,2.69
gab,2019,2.72
gbr,1991,16.44
gbr,1992,16.13
gbr,1993,15.81
gbr,1994,14.31
gbr,1995,14.09
gbr,1996,13.96
gbr,1997,13.28
gbr,1998,13.11
gbr,1999,12.56
gbr,2000,11.95
gbr,2001,11.37
gbr,2002,10.81
gbr,2003,10.24
gbr,2004,9.53
gbr,2005,9.38
gbr,2006,9.42
gbr,2007,9.43
gbr,2008,9.41
gbr,2009,7.69
gbr,2010,7.43
gbr,2011,7.51
gbr,2012,7.65
gbr,2013,7.68
gbr,2014,7.94
gbr,2015,7.67
gbr,2016,7.61
gbr,2017,7.67
gbr,2018,7.45
gbr,2019,7.7
geo,1991,7.82
geo,1992,8.2
geo,1993,8.34
geo,1994,7.92
geo,1995,7.04
geo,1996,6.32
geo,1997,5.87
geo,1998,5.64
geo,1999,4.93
geo,2000,4
geo,2001,5.87
geo,2002,3.48
geo,2003,4.2
geo,2004,4.02
geo,2005,4.36
geo,2006,3.93
geo,2007,3.67
geo,2008,3.68
geo,2009,3.81
geo,2010,4.18
geo,2011,5.2
geo,2012,4.74
geo,2013,4.76
geo,2014,5.09
geo,2015,5.08
geo,2016,6.01
geo,2017,5.42
geo,2018,5.77
geo,2019,5.58
gha,1991,14.8
gha,1992,14.77
gha,1993,14.86
gha,1994,14.8
gha,1995,14.75
gha,1996,14.65
gha,1997,14.63
gha,1998,14.58
gha,1999,14.55
gha,2000,14.48
gha,2001,14.42
gha,2002,14.38
gha,2003,14.32
gha,2004,14.28
gha,2005,14.28
gha,2006,14.35
gha,2007,13.86
gha,2008,13.27
gha,2009,12.83
gha,2010,12.45
gha,2011,11.98
gha,2012,11.49
gha,2013,11.07
gha,2014,15.2
gha,2015,20.22
gha,2016,20.62
gha,2017,21.23
gha,2018,22.41
gha,2019,23.11
gin,1991,1.99
gin,1992,1.97
gin,1993,1.96
gin,1994,1.98
gin,1995,1.99
gin,1996,1.98
gin,1997,1.96
gin,1998,1.95
gin,1999,1.96
gin,2000,1.93
gin,2001,1.92
gin,2002,1.92
gin,2003,1.9
gin,2004,1.9
gin,2005,1.89
gin,2006,1.91
gin,2007,1.91
gin,2008,1.91
gin,2009,1.92
gin,2010,1.91
gin,2011,1.91
gin,2012,1.92
gin,2013,1.94
gin,2014,1.95
gin,2015,1.98
gin,2016,1.97
gin,2017,1.98
gin,2018,1.98
gin,2019,1.98
gmb,1991,4.78
gmb,1992,4.74
gmb,1993,4.7
gmb,1994,4.71
gmb,1995,4.72
gmb,1996,4.69
gmb,1997,4.69
gmb,1998,4.66
gmb,1999,4.68
gmb,2000,4.67
gmb,2001,4.66
gmb,2002,4.69
gmb,2003,4.66
gmb,2004,4.64
gmb,2005,4.68
gmb,2006,4.61
gmb,2007,4.56
gmb,2008,4.54
gmb,2009,4.48
gmb,2010,4.44
gmb,2011,4.43
gmb,2012,4.37
gmb,2013,4.32
gmb,2014,4.32
gmb,2015,4.28
gmb,2016,4.24
gmb,2017,4.16
gmb,2018,4.1
gmb,2019,4.04
gnb,1991,7.27
gnb,1992,7.26
gnb,1993,7.29
gnb,1994,7.3
gnb,1995,7.25
gnb,1996,7.16
gnb,1997,6.97
gnb,1998,7.02
gnb,1999,6.94
gnb,2000,6.73
gnb,2001,6.5
gnb,2002,6.49
gnb,2003,6.41
gnb,2004,6.31
gnb,2005,6.25
gnb,2006,6.14
gnb,2007,6.06
gnb,2008,6.09
gnb,2009,5.99
gnb,2010,5.95
gnb,2011,5.88
gnb,2012,5.93
gnb,2013,5.86
gnb,2014,5.81
gnb,2015,5.82
gnb,2016,5.8
gnb,2017,5.79
gnb,2018,5.73
gnb,2019,5.77
gnq,1991,8.82
gnq,1992,8.82
gnq,1993,8.94
gnq,1994,9.14
gnq,1995,9.45
gnq,1996,9.86
gnq,1997,9.93
gnq,1998,10.44
gnq,1999,10.99
gnq,2000,11.81
gnq,2001,12.23
gnq,2002,12.86
gnq,2003,13.55
gnq,2004,13.93
gnq,2005,14.25
gnq,2006,14.66
gnq,2007,15.17
gnq,2008,15.41
gnq,2009,15.34
gnq,2010,15.47
gnq,2011,15.25
gnq,2012,14.62
gnq,2013,14.28
gnq,2014,13.77
gnq,2015,13.22
gnq,2016,12.79
gnq,2017,12.56
gnq,2018,12.26
gnq,2019,11.65
grc,1991,15.46
grc,1992,15.23
grc,1993,14.82
grc,1994,14.07
grc,1995,13.83
grc,1996,13.58
grc,1997,13.3
grc,1998,12.36
grc,1999,12.38
grc,2000,12.13
grc,2001,11.63
grc,2002,11.15
grc,2003,11.03
grc,2004,10.44
grc,2005,9.91
grc,2006,9.84
grc,2007,9.85
grc,2008,9.38
grc,2009,8.64
grc,2010,7.82
grc,2011,7.5
grc,2012,7.41
grc,2013,7.5
grc,2014,7.5
grc,2015,7.97
grc,2016,8.14
grc,2017,8.17
grc,2018,7.73
grc,2019,7.83
gtm,1991,25.75
gtm,1992,25.59
gtm,1993,25.41
gtm,1994,25.24
gtm,1995,25.07
gtm,1996,24.84
gtm,1997,24.73
gtm,1998,24.62
gtm,1999,24.49
gtm,2000,24.33
gtm,2001,24.42
gtm,2002,24.23
gtm,2003,24.1
gtm,2004,20.11
gtm,2005,20.35
gtm,2006,20.62
gtm,2007,21.62
gtm,2008,22.49
gtm,2009,23.16
gtm,2010,24.02
gtm,2011,19.5
gtm,2012,15.47
gtm,2013,14.1
gtm,2014,17.26
gtm,2015,17.71
gtm,2016,18.48
gtm,2017,17.17
gtm,2018,17.19
gtm,2019,17.07
gum,1991,3.37
gum,1992,3.37
gum,1993,3.36
gum,1994,3.36
gum,1995,3.35
gum,1996,3.34
gum,1997,3.33
gum,1998,3.33
gum,1999,3.33
gum,2000,3.31
gum,2001,3.36
gum,2002,3.39
gum,2003,3.4
gum,2004,3.4
gum,2005,3.4
gum,2006,3.46
gum,2007,3.48
gum,2008,3.53
gum,2009,3.61
gum,2010,3.62
gum,2011,3.58
gum,2012,3.63
gum,2013,3.62
gum,2014,3.6
gum,2015,3.58
gum,2016,3.56
gum,2017,3.54
gum,2018,3.54
gum,2019,3.54
guy,1991,19.59
guy,1992,19.83
guy,1993,19.67
guy,1994,19.91
guy,1995,20.1
guy,1996,20.22
guy,1997,20.87
guy,1998,18.57
guy,1999,16.87
guy,2000,15.15
guy,2001,13.83
guy,2002,12.61
guy,2003,12.47
guy,2004,12.33
guy,2005,12.06
guy,2006,11.87
guy,2007,11.83
guy,2008,11.82
guy,2009,11.71
guy,2010,11.62
guy,2011,11.62
guy,2012,11.53
guy,2013,11.51
guy,2014,11.45
guy,2015,11.37
guy,2016,11.24
guy,2017,11.15
guy,2018,11.03
guy,2019,10.95
hkg,1991,29.52
hkg,1992,26.58
hkg,1993,22.72
hkg,1994,19.74
hkg,1995,18.71
hkg,1996,16.37
hkg,1997,14.4
hkg,1998,12.59
hkg,1999,11.74
hkg,2000,10.43
hkg,2001,9.85
hkg,2002,9.16
hkg,2003,8.15
hkg,2004,7.25
hkg,2005,6.53
hkg,2006,6.31
hkg,2007,5.88
hkg,2008,5.26
hkg,2009,5.06
hkg,2010,4.79
hkg,2011,4.58
hkg,2012,4.4
hkg,2013,4.25
hkg,2014,4.11
hkg,2015,3.96
hkg,2016,3.85
hkg,2017,3.69
hkg,2018,3.55
hkg,2019,3.43
hnd,1991,25.1
hnd,1992,24.69
hnd,1993,26.9
hnd,1994,28.87
hnd,1995,28.68
hnd,1996,28.66
hnd,1997,27.13
hnd,1998,26.44
hnd,1999,24.59
hnd,2000,25.09
hnd,2001,25.41
hnd,2002,26.34
hnd,2003,25.46
hnd,2004,23.87
hnd,2005,24.9
hnd,2006,22.59
hnd,2007,22.32
hnd,2008,21.39
hnd,2009,20.11
hnd,2010,19.13
hnd,2011,20.61
hnd,2012,21.16
hnd,2013,19.2
hnd,2014,22.74
hnd,2015,20.9
hnd,2016,20.04
hnd,2017,20.28
hnd,2018,18.29
hnd,2019,19.04
hrv,1991,22.34
hrv,1992,21.73
hrv,1993,21.36
hrv,1994,21.26
hrv,1995,21.02
hrv,1996,20.95
hrv,1997,21.08
hrv,1998,20.87
hrv,1999,20.51
hrv,2000,20.42
hrv,2001,20.52
hrv,2002,20.44
hrv,2003,19.81
hrv,2004,18.21
hrv,2005,18.1
hrv,2006,17.81
hrv,2007,18.11
hrv,2008,18.03
hrv,2009,16.39
hrv,2010,14.88
hrv,2011,16.33
hrv,2012,16.78
hrv,2013,15.42
hrv,2014,15.36
hrv,2015,15.03
hrv,2016,14.55
hrv,2017,13.51
hrv,2018,15.2
hrv,2019,16.16
hti,1991,3.08
hti,1992,3.04
hti,1993,3.01
hti,1994,2.97
hti,1995,2.93
hti,1996,2.94
hti,1997,2.89
hti,1998,2.88
hti,1999,2.81
hti,2000,2.74
hti,2001,2.67
hti,2002,2.61
hti,2003,2.56
hti,2004,2.51
hti,2005,2.48
hti,2006,2.45
hti,2007,2.43
hti,2008,2.38
hti,2009,2.33
hti,2010,2.23
hti,2011,2.22
hti,2012,2.17
hti,2013,2.14
hti,2014,2.12
hti,2015,2.1
hti,2016,2.06
hti,2017,2.02
hti,2018,2
hti,2019,2
hun,1991,28.55
hun,1992,27.82
hun,1993,26.26
hun,1994,25.39
hun,1995,24.73
hun,1996,25.14
hun,1997,24.66
hun,1998,25.85
hun,1999,24.93
hun,2000,24.77
hun,2001,25.5
hun,2002,24.53
hun,2003,23.38
hun,2004,22.63
hun,2005,21.17
hun,2006,20.85
hun,2007,21.08
hun,2008,20.91
hun,2009,19.35
hun,2010,19.77
hun,2011,19.84
hun,2012,19.06
hun,2013,19.05
hun,2014,19.15
hun,2015,18.94
hun,2016,19.16
hun,2017,19.88
hun,2018,19.99
hun,2019,19.99
idn,1991,13.31
idn,1992,13.98
idn,1993,15.01
idn,1994,17.05
idn,1995,15.98
idn,1996,16.11
idn,1997,16.09
idn,1998,15.36
idn,1999,15.13
idn,2000,14.97
idn,2001,16.12
idn,2002,15.78
idn,2003,15.16
idn,2004,14.21
idn,2005,15.91
idn,2006,15.36
idn,2007,15.03
idn,2008,14.58
idn,2009,14.42
idn,2010,14.95
idn,2011,15.06
idn,2012,15.77
idn,2013,15.73
idn,2014,15.43
idn,2015,15.76
idn,2016,16
idn,2017,16.66
idn,2018,16.98
idn,2019,16.67
ind,1991,11.59
ind,1992,11.6
ind,1993,11.59
ind,1994,11.65
ind,1995,11.69
ind,1996,11.69
ind,1997,11.62
ind,1998,11.59
ind,1999,11.63
ind,2000,11.65
ind,2001,11.95
ind,2002,12.26
ind,2003,12.7
ind,2004,13.21
ind,2005,13.65
ind,2006,13.99
ind,2007,14.33
ind,2008,14.59
ind,2009,15.03
ind,2010,15.53
ind,2011,17.12
ind,2012,18.77
ind,2013,18.43
ind,2014,18.17
ind,2015,17.95
ind,2016,17.74
ind,2017,17.52
ind,2018,17.28
ind,2019,17.35
irl,1991,17.12
irl,1992,16.88
irl,1993,16.68
irl,1994,17.29
irl,1995,17.3
irl,1996,16.23
irl,1997,17.2
irl,1998,16.38
irl,1999,15.45
irl,2000,15.3
irl,2001,14.71
irl,2002,13.46
irl,2003,13.05
irl,2004,13.23
irl,2005,11.89
irl,2006,11.39
irl,2007,10.6
irl,2008,9.77
irl,2009,9.24
irl,2010,8.65
irl,2011,8.66
irl,2012,8.75
irl,2013,8.76
irl,2014,8.44
irl,2015,8.52
irl,2016,8.96
irl,2017,8.74
irl,2018,8.49
irl,2019,8.84
irn,1991,37.35
irn,1992,37.02
irn,1993,36.39
irn,1994,35.99
irn,1995,35.86
irn,1996,35.65
irn,1997,34.85
irn,1998,34.28
irn,1999,33.28
irn,2000,32.54
irn,2001,31.63
irn,2002,30.78
irn,2003,30.02
irn,2004,29.23
irn,2005,28.38
irn,2006,31.81
irn,2007,29.15
irn,2008,27.34
irn,2009,25.49
irn,2010,24.42
irn,2011,24.26
irn,2012,24.32
irn,2013,24.35
irn,2014,24.32
irn,2015,23.8
irn,2016,25.17
irn,2017,25.51
irn,2018,26.9
irn,2019,26.7
irq,1991,19.53
irq,1992,19.43
irq,1993,19.26
irq,1994,19.1
irq,1995,18.92
irq,1996,18.92
irq,1997,18.95
irq,1998,19.33
irq,1999,19.12
irq,2000,18.7
irq,2001,18.65
irq,2002,18.25
irq,2003,17.88
irq,2004,17.7
irq,2005,17.48
irq,2006,17.42
irq,2007,17.19
irq,2008,17.15
irq,2009,17.15
irq,2010,17.09
irq,2011,17.04
irq,2012,17.15
irq,2013,17.16
irq,2014,16.91
irq,2015,16.7
irq,2016,16.85
irq,2017,16.58
irq,2018,16.27
irq,2019,16.18
isl,1991,17.67
isl,1992,15.09
isl,1993,15.1
isl,1994,15.12
isl,1995,14.18
isl,1996,13.42
isl,1997,13.95
isl,1998,16.8
isl,1999,12.87
isl,2000,10.29
isl,2001,10.93
isl,2002,10.94
isl,2003,11.54
isl,2004,12.25
isl,2005,10.72
isl,2006,9.5
isl,2007,8.62
isl,2008,8.77
isl,2009,8.87
isl,2010,7.77
isl,2011,7.99
isl,2012,7.43
isl,2013,7.8
isl,2014,7.96
isl,2015,6.9
isl,2016,6.94
isl,2017,6.97
isl,2018,7.61
isl,2019,7.35
isr,1991,14.97
isr,1992,14.92
isr,1993,15.17
isr,1994,15.53
isr,1995,15.02
isr,1996,14.53
isr,1997,13.98
isr,1998,13.49
isr,1999,13.02
isr,2000,12.6
isr,2001,12.02
isr,2002,11.56
isr,2003,11.12
isr,2004,10.64
isr,2005,10.28
isr,2006,9.92
isr,2007,9.56
isr,2008,9.2
isr,2009,8.91
isr,2010,8.61
isr,2011,8.29
isr,2012,8.03
isr,2013,8.37
isr,2014,8.11
isr,2015,7.99
isr,2016,8.29
isr,2017,8.18
isr,2018,8.08
isr,2019,7.95
ita,1991,23.57
ita,1992,23.09
ita,1993,23.12
ita,1994,22.82
ita,1995,22.69
ita,1996,22.37
ita,1997,21.9
ita,1998,21.53
ita,1999,21.06
ita,2000,20.54
ita,2001,20.45
ita,2002,20.12
ita,2003,19.88
ita,2004,17.75
ita,2005,17.39
ita,2006,16.72
ita,2007,16.5
ita,2008,15.89
ita,2009,14.87
ita,2010,14.15
ita,2011,14.28
ita,2012,13.85
ita,2013,13.75
ita,2014,13.39
ita,2015,13.29
ita,2016,12.95
ita,2017,12.81
ita,2018,13.1
ita,2019,13.02
jam,1991,11.96
jam,1992,11.6
jam,1993,11.63
jam,1994,11.67
jam,1995,12.48
jam,1996,11.75
jam,1997,9.91
jam,1998,8.45
jam,1999,7.47
jam,2000,6.22
jam,2001,6.12
jam,2002,6.47
jam,2003,6.33
jam,2004,5.42
jam,2005,5.24
jam,2006,4.64
jam,2007,5.15
jam,2008,5.5
jam,2009,5.79
jam,2010,6.14
jam,2011,6.55
jam,2012,6.51
jam,2013,5.91
jam,2014,5.92
jam,2015,5.67
jam,2016,6.04
jam,2017,6.16
jam,2018,6.01
jam,2019,5.72
jor,1991,14.53
jor,1992,14.55
jor,1993,14.41
jor,1994,14.26
jor,1995,14.12
jor,1996,13.96
jor,1997,13.79
jor,1998,13.65
jor,1999,13.47
jor,2000,13.29
jor,2001,13.08
jor,2002,12.99
jor,2003,15.01
jor,2004,17.35
jor,2005,17
jor,2006,16.78
jor,2007,16.72
jor,2008,16.42
jor,2009,16.1
jor,2010,15.69
jor,2011,15.36
jor,2012,14.98
jor,2013,14.55
jor,2014,14.24
jor,2015,13.94
jor,2016,13.67
jor,2017,13.43
jor,2018,13.19
jor,2019,12.97
jpn,1991,27.7
jpn,1992,27.44
jpn,1993,26.68
jpn,1994,25.82
jpn,1995,25.09
jpn,1996,24.66
jpn,1997,24.25
jpn,1998,22.77
jpn,1999,22.13
jpn,2000,21.56
jpn,2001,20.77
jpn,2002,19.74
jpn,2003,18.94
jpn,2004,18.16
jpn,2005,17.57
jpn,2006,17.2
jpn,2007,16.87
jpn,2008,16.47
jpn,2009,15.31
jpn,2010,14.81
jpn,2011,14.52
jpn,2012,14.38
jpn,2013,14.36
jpn,2014,14.38
jpn,2015,14.47
jpn,2016,14.21
jpn,2017,14.15
jpn,2018,14.14
jpn,2019,13.9
kaz,1991,11.71
kaz,1992,11.37
kaz,1993,11.04
kaz,1994,10.8
kaz,1995,10.51
kaz,1996,10.29
kaz,1997,10.11
kaz,1998,9.88
kaz,1999,9.85
kaz,2000,9.73
kaz,2001,9.73
kaz,2002,9.7
kaz,2003,10.17
kaz,2004,10.39
kaz,2005,10.9
kaz,2006,11.53
kaz,2007,11.97
kaz,2008,11.53
kaz,2009,11.11
kaz,2010,11.43
kaz,2011,11.43
kaz,2012,11.6
kaz,2013,12.18
kaz,2014,11.85
kaz,2015,11.49
kaz,2016,11.62
kaz,2017,11.62
kaz,2018,11.71
kaz,2019,11.83
ken,1991,10.77
ken,1992,10.69
ken,1993,10.56
ken,1994,10.42
ken,1995,10.1
ken,1996,9.8
ken,1997,9.35
ken,1998,8.76
ken,1999,8.02
ken,2000,6.56
ken,2001,5.25
ken,2002,4.26
ken,2003,3.44
ken,2004,2.8
ken,2005,2.29
ken,2006,2.09
ken,2007,1.94
ken,2008,1.85
ken,2009,1.78
ken,2010,1.72
ken,2011,1.69
ken,2012,1.67
ken,2013,1.65
ken,2014,1.64
ken,2015,1.63
ken,2016,1.63
ken,2017,1.62
ken,2018,1.62
ken,2019,1.62
kgz,1991,19.84
kgz,1992,16.99
kgz,1993,16.31
kgz,1994,14.94
kgz,1995,12.64
kgz,1996,10.77
kgz,1997,9.99
kgz,1998,10.21
kgz,1999,8.37
kgz,2000,7.24
kgz,2001,7.05
kgz,2002,7.43
kgz,2003,9.9
kgz,2004,10.91
kgz,2005,10.26
kgz,2006,10.74
kgz,2007,10.87
kgz,2008,10.88
kgz,2009,10.94
kgz,2010,11.1
kgz,2011,11.24
kgz,2012,11.37
kgz,2013,11.04
kgz,2014,11.64
kgz,2015,10.79
kgz,2016,11.36
kgz,2017,12.91
kgz,2018,13.85
kgz,2019,14.87
khm,1991,6.92
khm,1992,7.09
khm,1993,7.22
khm,1994,6.73
khm,1995,7.05
khm,1996,7.36
khm,1997,7.69
khm,1998,8.06
khm,1999,8.77
khm,2000,9.72
khm,2001,12.72
khm,2002,12.94
khm,2003,13.1
khm,2004,13.49
khm,2005,13.77
khm,2006,14.05
khm,2007,14.27
khm,2008,15.13
khm,2009,16.05
khm,2010,16.46
khm,2011,16.94
khm,2012,17.64
khm,2013,18.6
khm,2014,23.61
khm,2015,24.3
khm,2016,24.4
khm,2017,24.52
khm,2018,25.6
khm,2019,26.29
kor,1991,30.24
kor,1992,27.97
kor,1993,25.44
kor,1994,24.29
kor,1995,23.63
kor,1996,22.72
kor,1997,20.99
kor,1998,18.46
kor,1999,18.5
kor,2000,19.1
kor,2001,18.51
kor,2002,17.99
kor,2003,17.89
kor,2004,17.32
kor,2005,16.2
kor,2006,15.61
kor,2007,15.33
kor,2008,14.9
kor,2009,13.75
kor,2010,14.35
kor,2011,14.38
kor,2012,13.97
kor,2013,15.26
kor,2014,13.76
kor,2015,13.76
kor,2016,13.32
kor,2017,13.69
kor,2018,13.49
kor,2019,12.81
kwt,1991,2.86
kwt,1992,2.88
kwt,1993,2.98
kwt,1994,2.96
kwt,1995,2.91
kwt,1996,2.85
kwt,1997,2.78
kwt,1998,2.69
kwt,1999,2.62
kwt,2000,2.57
kwt,2001,2.45
kwt,2002,2.36
kwt,2003,2.31
kwt,2004,2.26
kwt,2005,2.17
kwt,2006,2.51
kwt,2007,2.96
kwt,2008,3.65
kwt,2009,3.54
kwt,2010,3.46
kwt,2011,3.39
kwt,2012,3.42
kwt,2013,3.4
kwt,2014,3.36
kwt,2015,3.29
kwt,2016,3.21
kwt,2017,3.1
kwt,2018,3.04
kwt,2019,2.97
lao,1991,2.21
lao,1992,2.29
lao,1993,2.41
lao,1994,2.56
lao,1995,2.72
lao,1996,2.94
lao,1997,3.13
lao,1998,3.32
lao,1999,3.53
lao,2000,3.7
lao,2001,3.92
lao,2002,4.18
lao,2003,4.38
lao,2004,4.63
lao,2005,4.91
lao,2006,5.19
lao,2007,5.56
lao,2008,5.88
lao,2009,6.35
lao,2010,6.69
lao,2011,7.04
lao,2012,7.45
lao,2013,7.86
lao,2014,8.05
lao,2015,8.33
lao,2016,8.56
lao,2017,8.87
lao,2018,9.19
lao,2019,9.37
lbn,1991,16.57
lbn,1992,16.72
lbn,1993,16.72
lbn,1994,16.69
lbn,1995,16.63
lbn,1996,16.59
lbn,1997,16.36
lbn,1998,16.18
lbn,1999,15.93
lbn,2000,15.72
lbn,2001,15.45
lbn,2002,15.19
lbn,2003,14.97
lbn,2004,14.86
lbn,2005,14.68
lbn,2006,14.54
lbn,2007,14.6
lbn,2008,14.59
lbn,2009,14.61
lbn,2010,14.57
lbn,2011,14.4
lbn,2012,14.27
lbn,2013,14.2
lbn,2014,14.05
lbn,2015,13.83
lbn,2016,13.67
lbn,2017,13.48
lbn,2018,13.24
lbn,2019,12.93
lbr,1991,6.54
lbr,1992,6.25
lbr,1993,6.01
lbr,1994,5.82
lbr,1995,5.81
lbr,1996,5.6
lbr,1997,5.41
lbr,1998,5.43
lbr,1999,5.44
lbr,2000,5.41
lbr,2001,5.65
lbr,2002,5.66
lbr,2003,5.76
lbr,2004,5.71
lbr,2005,5.61
lbr,2006,5.54
lbr,2007,5.5
lbr,2008,5.48
lbr,2009,5.44
lbr,2010,5.41
lbr,2011,5.37
lbr,2012,5.33
lbr,2013,5.29
lbr,2014,5.26
lbr,2015,5.21
lbr,2016,5.24
lbr,2017,5.19
lbr,2018,5.13
lbr,2019,5.16
lby,1991,22.53
lby,1992,22.4
lby,1993,22.23
lby,1994,22.07
lby,1995,21.85
lby,1996,21.69
lby,1997,21.54
lby,1998,21.43
