geo,time,er_h2o_fwst_zs
ury,2002,9.7861
ury,2007,9.7861
ury,2012,9.7861
ury,2017,9.7861
ury,2018,9.7861
usa,1982,32.13562
usa,1987,30.47212
usa,1992,29.58175
usa,1997,29.85108
usa,2002,30.13942
usa,2007,28.81369
usa,2012,27.18875
usa,2017,28.16198
usa,2018,28.16198
uzb,1997,153.63104
uzb,2002,150.83167
uzb,2007,141.80927
uzb,2012,143.88045
uzb,2017,168.9131
uzb,2018,168.92458
vct,1997,9.9
vct,2002,9.41744
vct,2007,9.1
vct,2012,8.1
vct,2017,7.9
vct,2018,7.9
ven,1972,1.47686
ven,1977,1.75276
ven,1982,2.02855
ven,1987,2.30433
ven,1992,2.57838
ven,1997,2.85434
ven,2002,4.34259
ven,2007,7.54037
ven,2012,7.54037
ven,2017,7.54037
ven,2018,7.54037
vnm,1982,9.04146
vnm,1987,10.57964
vnm,1992,12.30891
vnm,1997,14.55643
vnm,2002,16.80997
vnm,2007,18.13032
vnm,2012,18.13032
vnm,2017,18.13032
vnm,2018,18.13032
yem,1992,143.60001
yem,1997,154.74286
yem,2002,164.59047
yem,2007,169.7619
yem,2012,169.7619
yem,2017,169.7619
yem,2018,169.7619
zaf,1992,42.03714
zaf,1997,41.11432
zaf,2002,42.13478
zaf,2007,45.5425
zaf,2012,48.95022
zaf,2017,62.05572
zaf,2018,63.56068
zmb,1992,3.15115
zmb,1997,2.98656
zmb,2002,2.8355
zmb,2007,2.8355
zmb,2012,2.8355
zmb,2017,2.8355
zmb,2018,2.8355
zwe,1987,11.45325
zwe,1992,20.79422
zwe,1997,30.13519
zwe,2002,39.47615
zwe,2007,33.51483
zwe,2012,32.48803
zwe,2017,31.34623
zwe,2018,35.40537
