geo,time,se_prm_uner_zs
dza,2009,1.00285
dza,2010,1.07932
dza,2011,0.91279
dza,2012,0.85005
dza,2015,0.68412
dza,2016,0.72481
dza,2017,0.51463
dza,2018,0.3525
dza,2019,0.2973
dza,2020,0.177
ecu,1971,20.46131
ecu,1973,19.9593
ecu,1974,19.02465
ecu,1975,19.65929
ecu,1976,19.2096
ecu,1977,16.09555
ecu,1978,14.22206
ecu,1979,11.06583
ecu,1980,12.44871
ecu,1994,8.01789
ecu,1995,7.47812
ecu,1996,6.24724
ecu,1997,3.73515
ecu,1998,3.29564
ecu,1999,3.53117
ecu,2000,2.93101
ecu,2001,1.58413
ecu,2002,0.80823
ecu,2003,0.87408
ecu,2005,2.09752
ecu,2006,1.49945
ecu,2007,0.90622
ecu,2008,5.47229
ecu,2009,0.93929
ecu,2010,0.76222
ecu,2011,0.87005
ecu,2012,1.18334
ecu,2013,1.05741
ecu,2014,1.0439
ecu,2015,0.98589
ecu,2016,1.07116
ecu,2017,1.13854
ecu,2018,1.31207
ecu,2019,1.47087
ecu,2020,1.37986
egy,1971,34.989
egy,1972,34.58277
egy,1973,34.75258
egy,1978,33.07336
egy,1994,12.6125
egy,1997,10.74792
egy,1999,12.76961
egy,2000,11.10721
egy,2001,10.28556
egy,2002,9.40726
egy,2003,8.46269
egy,2004,7.60072
egy,2005,7.40808
egy,2006,10.14302
egy,2007,5.63067
egy,2009,4.08226
egy,2010,2.25589
egy,2011,3.86226
egy,2012,0.89468
egy,2014,0.41434
egy,2016,0.51305
egy,2017,0.55276
egy,2018,0.65193
egy,2019,0.72737
eri,1992,70.88829
eri,1994,67.08978
eri,1995,65.66807
eri,1996,63.41112
eri,1997,62.64318
eri,1999,54.17801
eri,2000,46.60431
eri,2001,43.54997
eri,2002,35.08356
eri,2003,26.91231
eri,2004,21.04163
eri,2005,16.05177
eri,2006,14.45703
eri,2007,20.6002
eri,2008,25.00962
eri,2009,30.18126
eri,2010,34.4619
eri,2011,31.69774
eri,2012,29.66009
eri,2013,33.72049
eri,2014,35.84601
eri,2015,39.2496
eri,2017,47.00545
eri,2018,47.34818
esp,1971,6.78837
esp,1972,5.45291
esp,1973,4.52439
esp,1975,0.53203
esp,1976,0.09278
esp,1977,0.84001
esp,1978,1.40016
esp,1979,1.31384
esp,1980,0.84036
esp,1981,0.81604
esp,1983,0.41043
esp,1984,0.24066
esp,1985,0.20734
esp,1986,0.1985
esp,1987,0.79359
esp,1988,1.39615
esp,1989,0.76996
esp,1990,0.77725
esp,1991,0.33702
esp,1992,0.35
esp,1993,0.01134
esp,1994,0.01899
esp,1995,0.04234
esp,1996,0.05661
esp,1997,0.06469
esp,1999,0.02612
esp,2000,0.16409
esp,2001,0.13987
esp,2002,0.0938
esp,2003,0.01106
esp,2004,0.03992
esp,2005,0.14021
esp,2006,0.16116
esp,2007,0.05856
esp,2008,0.00932
esp,2009,0.05337
esp,2010,0.06822
esp,2011,0.0461
esp,2012,0.11682
esp,2013,0.22942
esp,2014,0.26721
esp,2015,0.32778
esp,2016,0.95535
esp,2017,2.53093
esp,2018,3.0759
esp,2019,2.80019
est,1995,12.96548
est,1996,9.39048
est,1998,0.77842
est,1999,0.82957
est,2000,1.01883
est,2001,1.08983
est,2002,1.14744
est,2003,0.55715
est,2004,1.27392
est,2005,1.41067
est,2006,1.44485
est,2007,0.08847
est,2008,0.4382
est,2009,0.84926
est,2010,0.57052
est,2011,0.02482
est,2012,0.04573
est,2013,1.24651
est,2014,2.0283
est,2015,2.45569
est,2016,2.63127
est,2017,2.43254
est,2018,2.15716
est,2019,2.49251
eth,1987,70.57816
eth,1988,70.02555
eth,1989,71.29744
eth,1994,80.81166
eth,1995,78.05329
eth,1996,73.80816
eth,1998,66.33458
eth,1999,63.8298
eth,2000,59.72928
eth,2001,55.43375
eth,2002,53.1896
eth,2003,52.45198
eth,2004,49.65072
eth,2005,38.81246
eth,2006,34.24151
eth,2007,28.94114
eth,2008,23.27572
eth,2009,23.69401
eth,2010,25.62368
eth,2011,21.71918
eth,2012,20.19255
eth,2014,13.84104
eth,2015,14.37807
eth,2020,12.79203
fin,1972,18.85862
fin,1979,2.96777
fin,1993,1.24629
fin,1994,1.36208
fin,1995,1.68523
fin,1996,1.63247
fin,1997,1.28515
fin,1998,0.51747
fin,1999,0.16174
fin,2000,0.26457
fin,2001,0.01218
fin,2002,0.36887
fin,2003,1.0408
fin,2004,1.99892
fin,2005,2.3662
fin,2006,2.90975
fin,2007,2.26416
fin,2008,1.85824
fin,2009,1.68278
fin,2010,1.41344
fin,2011,1.15885
fin,2012,0.63456
fin,2013,0.69319
fin,2014,0.38788
fin,2015,0.62052
fin,2016,0.72933
fin,2017,1.15209
fin,2018,1.3271
fin,2019,1.87418
fji,1992,3.35344
fji,1994,2.99533
fji,1995,4.50112
fji,1996,6.85267
fji,1997,6.42295
fji,1998,5.44193
fji,1999,5.73906
fji,2000,5.12491
fji,2001,2.04021
fji,2002,0.78897
fji,2003,0.63896
fji,2004,0.18274
fji,2006,0.36752
fji,2007,0.39506
fji,2008,0.67972
fji,2009,0.87942
fji,2010,1.01458
fji,2011,0.76734
fji,2012,0.92502
fji,2013,0.86635
fji,2014,0.34827
fji,2015,0.88336
fji,2016,0.5569
fra,1971,2.6513
fra,1972,2.72916
fra,1973,2.68845
fra,1974,2.42828
fra,1976,3.18499
fra,1977,3.05484
fra,1979,1.05832
fra,1980,0.70518
fra,1981,1.14634
fra,1982,2.38416
fra,1983,4.53089
fra,1985,5.12225
fra,1986,2.38518
fra,1987,0.11292
fra,1988,0.15444
fra,1989,0.14034
fra,1990,0.08251
fra,1991,0.01173
fra,1992,0.78063
fra,1993,2.16696
fra,1994,2.20833
fra,1995,1.05894
fra,1996,0.05341
fra,1997,0.0609
fra,1999,3.17907
fra,2000,3.54871
fra,2001,3.63417
fra,2002,3.70045
fra,2003,3.9328
fra,2004,3.92818
fra,2005,0.08451
fra,2006,0.02924
fra,2007,0.13174
fra,2008,0.50356
fra,2009,0.89351
fra,2010,1.26805
fra,2011,0.24182
fra,2012,0.36989
fra,2013,0.57923
fra,2014,1.36188
fra,2015,0.51498
fra,2016,0.1672
fra,2017,0.0584
fra,2018,0.01472
fra,2019,0.0054
fsm,2014,9.27331
fsm,2015,14.54301
fsm,2016,10.11165
fsm,2019,10.32574
fsm,2020,16.67838
gab,1975,0.67558
gab,1997,9.09131
gab,2019,23.2981
gbr,1971,1.81746
gbr,1972,2.6866
gbr,1973,3.64244
gbr,1974,4.13235
gbr,1975,4.21516
gbr,1976,4.12409
gbr,1977,3.80781
gbr,1978,3.73574
gbr,1979,3.56932
gbr,1980,2.2137
gbr,1981,2.34204
gbr,1982,3.29916
gbr,1983,4.88686
gbr,1984,5.35516
gbr,1985,6.42954
gbr,1986,4.81269
gbr,1987,1.98894
gbr,1988,0.32084
gbr,1989,0.28788
gbr,1990,0.21087
gbr,1991,1.81529
gbr,1992,3.34512
gbr,1998,0.0603
gbr,1999,0.03042
gbr,2000,0.03909
gbr,2001,0.06361
gbr,2002,0.17695
gbr,2003,0.09115
gbr,2004,0.5898
gbr,2005,0.00206
gbr,2006,0.36012
gbr,2007,2.23427
gbr,2008,1.02824
gbr,2009,1.84359
gbr,2010,1.61068
gbr,2011,1.66501
gbr,2012,1.50386
gbr,2013,0.27542
gbr,2014,0.10052
gbr,2015,0.06567
gbr,2016,0.34792
gbr,2017,0.43037
gbr,2018,0.66309
gbr,2019,1.13423
geo,1995,8.58202
geo,1996,1.70778
geo,1997,0.13045
geo,2004,2.12033
geo,2005,2.70014
geo,2006,3.27758
geo,2007,0.65089
geo,2008,1.4023
geo,2009,3.0779
geo,2011,2.40575
geo,2012,1.22018
geo,2013,0.44121
geo,2014,0.68412
geo,2015,0.26285
geo,2016,2.04718
geo,2017,0.75896
geo,2018,0.78621
geo,2019,0.62686
geo,2020,0.62309
gha,1999,40.20463
gha,2000,32.0762
gha,2001,37.52387
gha,2002,33.50899
gha,2003,34.16753
gha,2005,29.39088
gha,2006,27.27063
gha,2007,21.96868
gha,2008,16.36679
gha,2009,15.89533
gha,2011,7.97313
gha,2012,8.78244
gha,2017,2.17847
gha,2018,3.62358
gha,2019,0.81645
gha,2020,5.9837
gib,1978,27.25844
gib,1979,28.85365
gib,1981,28.97727
gib,1982,26.47363
gib,2016,0.29809
gin,1984,75.16831
gin,1985,72.40076
gin,1986,74.45746
gin,1987,76.33249
gin,1988,75.42161
gin,1989,75.52878
gin,1990,76.19108
gin,1991,74.15303
gin,1998,59.13682
gin,1999,56.99545
gin,2000,54.24118
gin,2001,51.07375
gin,2002,44.05627
gin,2003,40.89981
gin,2004,37.95027
gin,2005,36.18083
gin,2006,34.30016
gin,2007,32.36415
gin,2008,33.40255
gin,2009,32.0473
gin,2010,29.29677
gin,2011,25.31199
gin,2012,25.82334
gin,2013,24.05136
gin,2014,20.48549
gin,2016,21.91268
gin,2020,14.46402
gmb,1971,79.07476
gmb,1972,79.18065
gmb,1973,77.92908
gmb,1974,77.45241
gmb,1975,76.30166
gmb,1976,74.77583
gmb,1977,70.81779
gmb,1978,68.2591
gmb,1979,64.29579
gmb,1980,59.59594
gmb,1981,51.10142
gmb,1982,47.04805
gmb,1983,43.62222
gmb,1984,41.85472
gmb,1985,39.06468
gmb,1986,39.35541
gmb,1990,50.98228
gmb,1992,52.17768
gmb,1993,48.95078
gmb,1996,41.768
gmb,1998,41.10692
gmb,1999,32.01627
gmb,2000,35.4777
gmb,2001,35.71151
gmb,2002,37.8776
gmb,2003,34.66888
gmb,2004,34.22565
gmb,2005,36.12665
gmb,2006,31.36171
gmb,2007,29.3286
gmb,2008,33.3555
gmb,2010,32.10655
gmb,2011,32.69536
gmb,2012,29.72173
gmb,2013,29.96025
gmb,2014,30.17821
gmb,2015,24.08675
gmb,2016,22.34824
gmb,2017,19.84564
gmb,2018,18.19148
gmb,2019,14.7417
gmb,2020,12.84329
gmb,2021,13.6324
gnb,1981,55.31922
gnb,1982,46.39251
gnb,1984,49.49115
gnb,1985,50.02411
gnb,1987,58.98756
gnb,1988,60.45156
gnb,2000,50.67961
gnb,2010,27.33176
gnq,1994,36.06779
gnq,2000,34.52685
gnq,2001,27.83143
gnq,2002,30.2019
gnq,2003,32.32205
gnq,2008,52.89852
gnq,2009,54.12355
gnq,2010,54.92259
gnq,2011,53.92405
gnq,2012,52.60599
gnq,2015,55.30304
grc,1971,8.10993
grc,1972,7.66042
grc,1973,6.54634
grc,1974,4.95177
grc,1975,4.59227
grc,1976,4.39236
grc,1977,4.94873
grc,1978,5.65255
grc,1979,6.62365
grc,1980,8.27568
grc,1981,6.7875
grc,1982,6.57701
grc,1983,5.7386
grc,1984,5.8064
grc,1985,5.92578
grc,1986,6.82844
grc,1987,9.04541
grc,1988,8.27853
grc,1989,8.80918
grc,1990,9.1039
grc,1991,9.37021
grc,1992,11.05925
grc,1993,12.69519
grc,1994,13.01424
grc,1995,11.35537
grc,1996,11.55021
grc,1997,10.36322
grc,1998,2.97019
grc,1999,2.14176
grc,2000,0.88165
grc,2001,2.32095
grc,2002,2.36239
grc,2003,2.56087
grc,2004,3.02539
grc,2005,4.05296
grc,2006,4.26627
grc,2007,4.29003
grc,2010,2.9226
grc,2011,2.77858
grc,2012,2.26872
grc,2013,2.07222
grc,2014,2.95515
grc,2015,2.17935
grc,2016,1.5167
grc,2017,1.24924
grc,2018,1.42842
grc,2019,0.89269
grd,1972,16.21552
grd,1977,2.34599
grd,1978,1.22715
grd,1979,1.51358
grd,1980,4.09538
grd,1981,8.82406
grd,1982,11.93735
grd,1983,11.89066
grd,1984,9.43838
grd,1999,0.2498
grd,2002,0.5155
grd,2004,0.29048
grd,2005,3.47689
grd,2007,0.28097
grd,2008,0.19661
grd,2014,0.03484
grd,2016,3.32481
grd,2018,0.76442
gtm,1970,54.04749
gtm,1971,52.87936
gtm,1972,52.1597
gtm,1974,50.88201
gtm,1975,49.89709
gtm,1978,47.683
gtm,1979,47.18094
gtm,1980,45.35076
gtm,1981,42.46268
gtm,1982,45.35097
gtm,1983,41.82316
gtm,1997,28.96687
gtm,1999,16.57188
gtm,2000,14.31736
gtm,2001,15.51794
gtm,2002,12.45854
gtm,2004,8.14393
gtm,2005,6.74986
gtm,2006,5.28502
gtm,2007,4.40416
gtm,2008,4.54674
gtm,2011,4.50162
gtm,2012,7.50295
gtm,2013,9.82353
gtm,2014,11.73694
gtm,2015,12.04114
gtm,2016,12.70308
gtm,2017,11.69229
gtm,2018,10.62872
gtm,2019,10.7173
gtm,2020,10.55454
guy,1971,13.14248
guy,1972,11.94228
guy,1974,9.46714
guy,1976,13.10662
guy,1977,8.24485
guy,1979,11.31957
guy,1982,11.12328
guy,1991,8.12709
guy,1992,10.35332
guy,1993,11.93336
guy,1995,10.10178
guy,1996,11.56292
guy,2003,7.19548
guy,2008,1.88877
guy,2009,7.60583
guy,2010,3.66081
guy,2011,1.80635
guy,2012,1.79294
hkg,1971,11.53451
hkg,1972,10.36596
hkg,1973,10.39951
hkg,1974,8.89145
hkg,1975,7.25133
hkg,1976,6.14652
hkg,1977,4.89275
hkg,1978,5.3124
hkg,1979,4.92354
hkg,1980,0.76407
hkg,1981,1.0528
hkg,1982,1.7992
hkg,1983,2.16364
hkg,1984,2.83661
hkg,1985,3.9995
hkg,1995,6.09739
hkg,1996,6.19259
hkg,2012,0.45246
hkg,2013,0.4856
hkg,2014,0.71101
hkg,2015,1.08631
hkg,2016,1.78979
hkg,2017,2.2723
hkg,2018,2.43139
hkg,2019,2.86673
hkg,2020,2.46628
hnd,1978,28.18118
hnd,1979,24.80896
hnd,1980,24.36823
hnd,1982,14.19302
hnd,1983,12.68113
hnd,1984,11.69231
hnd,1986,11.86032
hnd,1991,13.73375
hnd,1993,12.43674
hnd,2000,14.25094
hnd,2003,9.58243
hnd,2004,9.07054
hnd,2005,13.69244
hnd,2006,10.11752
hnd,2007,15.50693
hnd,2008,12.43736
hnd,2009,13.61608
hnd,2010,12.52876
hnd,2011,12.30881
hnd,2012,15.60673
hnd,2013,18.57464
hnd,2014,19.33157
hnd,2015,20.09608
hnd,2016,18.83383
hnd,2017,17.46139
hnd,2018,15.69807
hnd,2019,12.54708
hnd,2020,15.979
hrv,1998,16.00046
hrv,1999,7.42173
hrv,2000,6.09329
hrv,2001,2.48029
hrv,2002,0.31713
hrv,2003,0.26617
hrv,2005,0.95677
hrv,2006,0.87454
hrv,2007,0.98643
hrv,2008,2.5796
hrv,2009,8.35041
hrv,2010,4.96036
hrv,2011,2.75966
hrv,2012,1.14784
hrv,2013,1.37935
hrv,2014,1.22434
hrv,2015,1.14689
hrv,2016,1.59305
hrv,2017,1.36378
hrv,2018,1.6178
hrv,2019,2.18771
hti,1980,63.29426
hti,1981,62.29811
hti,1982,56.80382
hti,1983,52.51478
hti,1984,55.92354
hti,1985,50.81301
hti,1986,48.63699
hti,1987,57.45263
hti,1997,41.88773
hun,1994,8.45402
hun,1995,9.49392
hun,1996,21.57779
hun,1997,12.99997
hun,1998,1.61555
hun,1999,1.391
hun,2000,3.1619
hun,2001,2.42407
hun,2002,1.95911
hun,2003,3.04859
hun,2004,3.31681
hun,2005,2.56286
hun,2006,2.04909
hun,2007,2.90438
hun,2008,1.95822
hun,2009,1.49907
hun,2010,1.6991
hun,2011,2.46512
hun,2012,3.02332
hun,2013,3.21251
hun,2014,3.03637
hun,2015,2.86345
hun,2016,2.23319
hun,2017,2.57473
hun,2018,4.44464
hun,2019,5.46731
idn,1971,29.94972
idn,1972,28.81441
idn,1974,29.08532
idn,1975,26.63866
idn,1976,23.72491
idn,1977,21.33738
idn,1978,14.5554
idn,1981,9.87646
idn,1982,3.96764
idn,1983,2.57755
idn,1984,2.29103
idn,1985,2.17464
idn,1986,2.78192
idn,1987,1.94802
idn,1988,2.23125
idn,1989,2.12277
idn,1990,3.76745
idn,1991,4.67848
idn,1992,5.54194
idn,1993,6.74545
idn,1994,6.21266
idn,1995,6.38919
idn,1996,7.48397
idn,1997,7.53811
idn,2001,3.84774
idn,2002,4.54313
idn,2003,5.0485
idn,2004,5.7987
idn,2005,6.74832
idn,2006,5.40089
idn,2007,3.0432
idn,2008,3.90732
idn,2009,3.16278
idn,2010,2.74617
idn,2011,3.16939
idn,2012,4.05297
idn,2013,6.27357
idn,2014,6.82466
idn,2016,6.37853
idn,2017,5.0612
idn,2018,5.62332
ind,1971,38.95805
ind,1990,22.87993
ind,2000,16.14501
ind,2001,16.20184
ind,2002,16.3754
ind,2003,11.53768
ind,2007,3.21055
ind,2008,3.15829
ind,2009,4.46285
ind,2010,3.87968
ind,2011,4.28239
ind,2012,3.01236
ind,2013,2.26232
ind,2020,5.37329
irl,1971,2.2163
irl,1972,2.97892
irl,1973,2.77516
irl,1974,3.93514
irl,1975,4.1576
irl,1976,4.04541
irl,1977,4.05609
irl,1978,4.16843
irl,1979,4.97999
irl,1980,6.22085
irl,1981,8.0499
irl,1982,10.01917
irl,1983,11.56245
irl,1986,12.95199
irl,1987,12.33882
irl,1988,11.44538
irl,1989,10.99747
irl,1990,10.63127
irl,1991,11.15255
irl,1992,12.04781
irl,1993,12.41151
irl,1994,12.35736
irl,1995,12.05732
irl,1996,11.19376
irl,1998,0.23293
irl,1999,0.09849
irl,2000,0.04083
irl,2001,0.18283
irl,2002,0.21958
irl,2003,0.01902
irl,2004,0.09194
irl,2005,0.25852
irl,2006,0.11734
irl,2007,0.17504
irl,2008,0.07445
irl,2009,0.02636
irl,2010,0.20008
irl,2011,0.1255
irl,2012,0.05789
irl,2013,0.07269
irl,2014,0.03736
irl,2015,0.04882
irl,2016,0.01164
irl,2017,0.02866
irl,2018,0.00174
irl,2019,0.13723
irn,1971,40.63823
irn,1984,16.81287
irn,1985,16.6824
irn,1986,15.80568
irn,1987,15.56287
irn,1988,14.83803
irn,1989,14.5277
irn,1990,8.55586
irn,1992,4.90067
irn,1997,8.44027
irn,1999,14.54176
irn,2000,13.83266
irn,2002,2.87093
irn,2003,3.95346
irn,2004,2.23856
irn,2005,4.67038
irn,2006,4.12518
irn,2007,4.77643
irn,2009,2.19957
irn,2010,3.35476
irn,2011,3.2058
irn,2012,1.97712
irn,2013,1.19632
irn,2014,0.37216
irn,2015,0.23091
irn,2016,0.2153
irn,2017,0.22911
irq,1971,42.87905
irq,1972,40.32622
irq,1973,37.71965
irq,1974,35.27582
irq,1975,35.4797
irq,1976,27.46878
irq,1977,26.17317
irq,1978,24.5511
irq,1979,10.03789
irq,1980,6.48937
irq,1981,7.27115
irq,1983,11.60309
irq,1985,12.59589
irq,1986,11.89796
irq,1987,10.13558
irq,1988,9.02466
irq,1989,10.07855
irq,1993,21.39467
irq,1996,23.86017
irq,1999,9.9577
irq,2000,11.10287
irq,2003,5.62305
irq,2004,7.00044
irq,2007,7.20402
isl,1977,0.8701
isl,1994,2.66335
isl,1996,2.0102
isl,1997,1.52151
isl,1998,0.48275
isl,1999,1.10989
isl,2000,1.06525
isl,2001,0.73146
isl,2002,0.71265
isl,2003,1.71148
isl,2004,3.37254
isl,2005,3.17475
isl,2006,2.67737
isl,2007,1.85282
isl,2008,0.76225
isl,2009,0.27741
isl,2010,0.69524
isl,2011,1.20191
isl,2012,1.75128
isl,2013,1.87089
isl,2014,1.76384
isl,2015,1.3227
isl,2016,0.45629
isl,2017,0.04765
isl,2018,0.05864
isl,2019,0.20488
isr,1999,0.48971
isr,2000,0.44995
isr,2001,0.13693
isr,2002,0.16207
isr,2003,0.14771
isr,2004,0.04654
isr,2005,0.02097
isr,2006,0.19654
isr,2007,0.08829
isr,2008,0.11144
isr,2009,0.08947
isr,2010,0.0766
isr,2011,0.07365
isr,2012,0.0457
isr,2013,0.01534
isr,2014,0.09739
isr,2015,0.099
isr,2016,0.32171
isr,2017,0.25274
isr,2018,0.3121
isr,2019,0.49926
ita,1973,0.5074
ita,1976,1.61991
ita,1979,0.49672
ita,1985,0.99073
ita,1995,2.93733
ita,1996,1.77043
ita,1997,0.86481
ita,1999,0.11688
ita,2000,0.09528
ita,2001,0.24743
ita,2002,0.29746
ita,2003,0.37386
ita,2004,0.33146
ita,2005,0.57699
ita,2006,0.63429
ita,2007,0.6129
ita,2008,0.59563
ita,2009,0.50473
ita,2010,0.40808
ita,2011,0.48066
ita,2012,0.26234
ita,2013,0.11543
ita,2014,0.83955
ita,2015,1.47977
ita,2016,2.0465
ita,2017,2.52176
ita,2018,3.1466
ita,2019,3.49892
jam,1975,4.8495
jam,1976,7.49632
jam,1977,7.02823
jam,1979,3.51743
jam,1980,3.49894
jam,1981,3.59224
jam,1983,2.55536
jam,1984,3.75678
jam,1985,4.50181
jam,1986,4.29673
jam,1987,2.23909
jam,1988,5.35947
jam,1989,1.89585
jam,1990,2.63212
jam,1991,4.27475
jam,1993,7.3298
jam,1999,8.61537
jam,2000,7.1511
jam,2001,7.13074
jam,2002,7.92702
jam,2003,9.18422
jam,2004,7.19023
jam,2005,9.12911
jam,2013,21.26908
jam,2014,21.60592
jam,2015,22.62883
jam,2016,22.65713
jam,2017,24.53121
jam,2018,26.45542
jam,2019,33.29653
jor,1972,13.18571
jor,1973,7.68226
jor,1974,5.35609
jor,1975,4.974
jor,1976,4.32235
jor,1977,3.45868
jor,1978,2.58805
jor,1979,3.0256
jor,1980,8.29205
jor,1981,10.4398
jor,1982,10.73109
jor,1983,13.38834
jor,1984,13.62391
jor,1985,12.81598
jor,1999,9.50226
jor,2000,8.70085
jor,2002,6.85176
jor,2003,5.61543
jor,2004,5.38306
jor,2005,6.34847
jor,2006,8.08237
jor,2007,10.64117
jor,2008,13.31986
jor,2010,19.22063
jor,2011,21.65067
jor,2012,24.54555
jor,2013,25.06384
jor,2016,23.12796
jor,2017,19.78779
jor,2018,19.02325
jor,2019,18.66647
jor,2020,20.08473
jpn,1971,0.68972
jpn,1972,1.15412
jpn,1973,1.68256
jpn,1974,3.30358
jpn,1975,2.22536
jpn,1976,1.27305
jpn,1977,0.83179
jpn,1978,1.2632
jpn,1979,1.02707
jpn,1980,0.06122
jpn,1981,0.44923
jpn,1982,1.41483
jpn,1983,1.74326
jpn,1984,1.5393
jpn,1985,0.62491
jpn,1986,0.12449
jpn,1987,0.13098
jpn,1988,0.14419
jpn,1989,0.15429
jpn,1990,0.18779
jpn,1991,0.69478
jpn,1992,1.04285
jpn,1994,0.48085
jpn,1995,0.24082
jpn,1998,1.96085
jpn,1999,2.208
jpn,2016,1.75722
jpn,2017,2.28951
jpn,2018,2.41312
kaz,2000,5.34209
kaz,2001,0.08631
kaz,2002,0.19242
kaz,2003,0.41194
kaz,2004,0.32097
kaz,2005,0.33154
kaz,2006,0.78913
kaz,2007,1.1626
kaz,2008,0.11443
kaz,2009,0.12274
kaz,2010,0.36369
kaz,2011,0.41509
kaz,2012,0.25802
kaz,2013,0.25705
kaz,2014,0.10729
kaz,2015,0.02785
kaz,2016,0.1952
kaz,2017,0.82388
kaz,2018,0.99061
kaz,2019,0.92301
kaz,2020,9.61296
ken,1999,38.43271
ken,2000,35.6931
ken,2001,27.76282
ken,2002,30.1783
ken,2003,16.67772
ken,2004,18.5683
ken,2005,18.21436
ken,2006,19.2389
ken,2007,9.61928
ken,2008,13.43603
ken,2009,11.08239
ken,2012,18.76994
kgz,1996,7.75815
kgz,1999,5.39178
kgz,2000,6.39758
kgz,2001,5.54614
kgz,2002,5.70394
kgz,2003,5.85043
kgz,2004,1.16746
kgz,2005,3.78919
kgz,2006,2.55402
kgz,2007,3.58845
kgz,2008,4.11554
kgz,2009,4.75354
kgz,2010,4.02594
kgz,2011,4.22537
kgz,2012,1.5916
kgz,2013,0.44182
kgz,2014,0.35489
kgz,2015,0.38962
kgz,2016,0.37281
kgz,2017,0.29122
kgz,2018,0.28764
kgz,2019,0.4953
kgz,2020,0.11654
khm,1997,16.89921
khm,1998,15.04431
khm,1999,13.10722
khm,2000,6.83445
khm,2003,1.93603
khm,2006,4.84784
khm,2007,4.11252
khm,2008,5.18253
khm,2010,6.38272
khm,2011,2.24726
khm,2012,2.27413
khm,2014,4.65491
khm,2015,4.43741
khm,2016,7.02104
khm,2017,9.1966
khm,2018,9.30971
khm,2019,9.35434
khm,2020,10.84626
kir,1979,1.29184
kir,1981,0.27158
kir,1983,0.64973
kir,1984,0.57985
kir,1985,1.18573
kir,1986,2.57859
kir,1987,5.61434
kir,1989,1.57834
kir,1991,0.27246
kir,1992,0.06102
kir,1993,1.14623
kir,1994,0.95147
kir,1995,1.70328
kir,1996,1.68353
kir,1997,0.88524
kir,2014,1.35209
kir,2015,2.55536
kir,2016,1.76038
kir,2017,3.91249
kir,2020,3.2543
kna,1984,0.65206
kna,1985,14.07942
kna,1986,11.61489
kna,1988,1.25622
kna,1989,1.08629
kna,2002,4.91894
kna,2003,1.93083
kna,2004,2.33914
kna,2005,0.38624
kna,2007,2.30743
kna,2008,3.25118
kna,2010,2.39857
kna,2012,0.32001
kna,2013,0.24868
kna,2014,0.08169
kna,2016,1.0811
kor,1971,4.08326
kor,1972,2.456
kor,1973,3.19221
kor,1974,3.55468
kor,1975,3.2161
kor,1976,2.31046
kor,1977,3.21561
kor,1978,2.87917
kor,1979,1.24899
kor,1980,0.03307
kor,1981,0.05215
kor,1982,0.18691
kor,1983,0.2413
kor,1984,0.86154
kor,1985,1.42539
kor,1986,1.72656
kor,1987,0.5304
kor,1988,0.11597
kor,1989,0.11769
kor,1990,0.22297
kor,1991,0.26019
kor,1992,0.42046
kor,1993,0.64804
kor,1994,0.99181
kor,1995,1.48437
kor,1996,1.75656
kor,1997,1.44632
kor,1998,1.58281
kor,1999,1.35622
kor,2000,0.77048
kor,2001,1.78087
kor,2002,2.06335
kor,2003,1.2807
kor,2004,1.36586
kor,2005,0.24662
kor,2006,0.21142
kor,2007,0.13859
kor,2008,0.02101
kor,2009,0.32197
kor,2010,0.21413
kor,2011,0.31767
kor,2012,2.02933
kor,2013,4.51018
kor,2014,4.06879
kor,2015,1.43787
kor,2016,2.71083
kor,2017,2.42258
kor,2018,0.92399
kor,2019,0.00993
kwt,1971,38.5473
kwt,1972,35.82017
kwt,1973,32.43554
kwt,1974,31.22221
kwt,1975,29.98975
kwt,1976,28.58262
kwt,1977,23.88487
kwt,1978,14.97646
kwt,1979,16.68589
kwt,1980,18.26696
kwt,1981,17.37858
kwt,1982,16.42762
kwt,1983,13.90744
kwt,1984,12.57571
kwt,1985,11.00436
kwt,1986,11.2579
kwt,1987,16.52268
kwt,1988,18.09532
kwt,1992,53.00427
kwt,1994,32.03273
kwt,1996,10.74846
kwt,1997,11.15339
kwt,1998,5.16438
kwt,1999,5.16521
kwt,2000,8.58253
kwt,2001,9.10703
kwt,2002,6.54752
kwt,2003,7.31888
kwt,2004,5.60061
kwt,2005,7.27863
kwt,2007,1.36689
kwt,2008,1.40938
kwt,2010,0.99167
kwt,2011,0.53794
kwt,2012,0.60317
kwt,2013,1.15514
kwt,2014,1.27714
kwt,2015,1.67411
kwt,2016,2.70151
lao,1988,35.05894
lao,1990,35.33749
lao,1992,42.08568
lao,1993,37.27392
lao,1994,33.54567
lao,1996,31.5629
lao,1997,29.04768
lao,1998,25.72206
lao,1999,25.05297
lao,2000,24.14093
lao,2001,24.623
lao,2002,23.4324
lao,2003,20.82375
lao,2004,20.15148
lao,2005,18.895
lao,2006,17.37785
lao,2007,14.76544
lao,2008,12.32733
lao,2009,10.02051
lao,2010,5.39464
lao,2011,5.64037
lao,2012,5.65803
lao,2013,3.75254
lao,2014,3.44372
lao,2015,5.10675
lao,2016,5.99015
lao,2017,7.50599
lao,2018,8.5114
lao,2019,8.42004
lao,2020,8.23966
lbn,1974,2.12751
lbr,1999,51.89605
lbr,2008,56.20903
lbr,2014,6.76753
lbr,2017,21.35893
lby,1971,21.46996
