geo,time,sl_tlf_cact_fm_ne_zs
tha,1980,87.22241
tha,1982,89.15936
tha,1984,86.92632
tha,1987,87.32944
tha,1988,87.33874
tha,1989,87.12714
tha,1990,87.01951
tha,1994,77.72874
tha,1996,81.12956
tha,1997,82.01386
tha,1998,80.69423
tha,1999,79.95516
tha,2000,80.54866
tha,2001,79.86247
tha,2003,80.22697
tha,2004,79.61129
tha,2005,81.33971
tha,2006,80.11567
tha,2007,80.74192
tha,2008,80.68475
tha,2009,79.52282
tha,2010,79.61735
tha,2011,81.26773
tha,2012,80.4238
tha,2013,78.60942
tha,2014,78.1929
tha,2015,78.40369
tha,2016,78.27784
tha,2017,77.96009
tha,2018,77.94329
tha,2019,78.15894
tha,2020,78.4701
tjk,1996,86.62362
tjk,2003,66.47693
tjk,2004,70.61765
tjk,2009,51.19215
tjk,2016,61.73633
tls,2001,50.07032
tls,2004,73.06667
tls,2010,47.89991
tls,2013,53.75883
tls,2016,84.52004
ton,1966,6.34284
ton,1976,18.79176
ton,1984,37.41007
ton,1986,25.9286
ton,1990,47.67888
ton,1994,61.12384
ton,2003,73.81826
ton,2018,68.29832
tto,1960,35.48986
tto,1970,31.37255
tto,1971,40.41419
tto,1974,45.99602
tto,1978,44.68445
tto,1979,45.71184
tto,1980,40.09534
tto,1981,45.88596
tto,1983,46.68374
tto,1985,48.71258
tto,1986,48.96933
tto,1987,50.44575
tto,1988,58.33563
tto,1989,57.69931
tto,1990,50.94162
tto,1991,66.93907
tto,1993,59.42029
tto,1995,59.56009
tto,1996,63.09829
tto,1998,62.39702
tto,1999,62.1301
tto,2000,62.41869
tto,2002,63.65343
tto,2005,69.6253
tto,2006,71.10932
tto,2007,68.79904
tto,2008,70.50852
tto,2009,68.71974
tto,2010,68.72405
tto,2011,67.60307
tto,2012,71.10458
tto,2013,70.9142
tto,2014,71.48639
tto,2015,69.88958
tto,2016,71.89448
tun,1966,6.61157
tun,1975,23.3134
tun,1980,24.59285
tun,1984,27.68218
tun,1989,26.96033
tun,1994,31.01952
tun,1997,32.22601
tun,2003,35.86066
tun,2005,34.81209
tun,2006,36.2461
tun,2007,36.18499
tun,2008,36.37834
tun,2009,36.09898
tun,2010,35.76054
tun,2011,35.48709
tun,2012,36.64676
tun,2013,36.52199
tun,2015,37.84531
tun,2016,38.83212
tun,2017,38.80182
tur,1960,69.79522
tur,1965,61.6489
tur,1970,60.05903
tur,1975,55.48923
tur,1980,54.6777
tur,1985,53.23473
tur,1988,44.22203
tur,1989,46.32937
tur,1990,42.84818
tur,1991,42.53675
tur,1992,41.08488
tur,1993,34.33295
tur,1994,39.85221
tur,1995,39.75315
tur,1996,39.52677
tur,1997,37.55214
tur,1998,38.12875
tur,1999,39.56464
tur,2000,36.04178
tur,2001,37.24441
tur,2002,38.98045
tur,2003,37.7396
tur,2004,33.19585
tur,2005,33.01205
tur,2006,33.48817
tur,2007,33.61906
tur,2008,34.70095
tur,2009,36.76174
tur,2010,38.77289
tur,2011,40.05073
tur,2012,41.28519
tur,2013,42.75434
tur,2014,42.44806
tur,2015,43.8871
tur,2016,45.04654
tur,2017,46.28658
tur,2018,47.00455
tur,2019,47.67927
tur,2020,45.24648
tuv,2002,69.69607
tuv,2016,53.84832
tza,1978,99.13086
tza,2001,95.21715
tza,2006,97.1897
tza,2011,97.10649
tza,2012,92.27754
tza,2013,89.69197
tza,2014,90.93281
uga,1991,80.28479
uga,2002,98.6747
uga,2003,96.09254
uga,2005,96.66198
uga,2009,97.42376
uga,2012,87.89622
uga,2013,94.98696
uga,2017,73.79298
ukr,1970,86.9989
ukr,1979,86.00388
ukr,1989,80.22785
ukr,1995,88.8311
ukr,1998,90.05316
ukr,1999,82.18741
ukr,2001,85.38416
ukr,2002,85.95323
ukr,2003,86.05412
ukr,2004,86.27657
ukr,2005,83.94171
ukr,2006,83.19168
ukr,2007,82.91232
ukr,2008,82.41443
ukr,2009,83.98844
ukr,2011,82.74399
ukr,2012,82.18793
ukr,2014,81.01906
ukr,2015,81.26084
ukr,2016,80.90619
ukr,2017,80.68116
ukr,2018,82.19872
ukr,2019,75.99938
ukr,2020,75.89089
ury,1963,33.44012
ury,1975,37.39951
ury,1984,56.1324
ury,1985,46.04816
ury,1990,63.85705
ury,1991,59.71086
ury,1992,61.87199
ury,1993,61.27369
ury,1994,62.2058
ury,1995,63.16928
ury,1996,62.9897
ury,1998,66.70699
ury,1999,67.07904
ury,2000,67.67247
ury,2001,70.32144
ury,2002,69.53799
ury,2003,70.58824
ury,2004,69.2534
ury,2005,71.13533
ury,2006,70.3769
ury,2007,71.11875
ury,2008,73.0451
ury,2009,73.27689
ury,2010,73.60684
ury,2011,74.70133
ury,2012,75.51347
ury,2013,73.51459
ury,2014,75.15512
ury,2015,75.67531
ury,2016,76.48975
ury,2017,76.88194
ury,2018,77.58215
ury,2019,78.13505
ury,2020,78.99197
usa,1960,45.2581
usa,1961,45.95898
usa,1962,46.21951
usa,1963,47.0516
usa,1964,47.77778
usa,1965,48.69889
usa,1966,50.12438
usa,1967,51.1194
usa,1968,51.93508
usa,1969,53.50877
usa,1970,54.32873
usa,1971,54.86726
usa,1972,55.64005
usa,1973,56.72589
usa,1974,58.06862
usa,1975,59.43517
usa,1976,61.03226
usa,1977,62.29087
usa,1978,64.18485
usa,1979,65.42416
usa,1980,66.53747
usa,1981,67.66234
usa,1982,68.66841
usa,1983,69.24084
usa,1984,70.15706
usa,1985,71.42857
usa,1986,72.47706
usa,1987,73.49082
usa,1988,74.27822
usa,1989,75.13089
usa,1990,75.26178
usa,1991,75.72559
usa,1992,76.25329
usa,1993,76.79045
usa,1994,78.35463
usa,1995,78.68088
usa,1996,79.08837
usa,1997,79.77095
usa,1998,79.91721
usa,1999,80.33993
usa,2000,80.12298
usa,2001,80.31972
usa,2002,80.45884
usa,2003,80.95497
usa,2004,80.67639
usa,2005,80.82378
usa,2006,80.80588
usa,2007,81.00246
usa,2008,81.5216
usa,2009,82.26546
usa,2010,82.35459
usa,2011,82.43473
usa,2012,82.21208
usa,2013,82.04503
usa,2014,82.3147
usa,2015,82.08544
usa,2016,82.09278
usa,2017,82.58289
usa,2018,82.66473
usa,2019,83.05134
usa,2020,83.06237
usa,2021,82.97337
uzb,2002,78.17574
uzb,2003,80.0482
uzb,2004,93.30324
uzb,2005,91.35622
uzb,2006,91.54659
uzb,2009,90.15101
uzb,2010,89.20006
uzb,2011,87.31996
uzb,2012,87.62582
uzb,2013,88.94257
uzb,2014,89.04964
uzb,2015,89.7158
uzb,2016,90.13012
uzb,2017,90.83464
uzb,2019,82.90409
uzb,2020,183.21644
vct,1960,56.32724
vct,1970,50.25489
vct,1991,54.80996
ven,1961,22.60481
ven,1971,28.18725
ven,1977,37.01644
ven,1979,36.94173
ven,1981,36.88402
ven,1982,36.26168
ven,1983,36.74676
ven,1984,38.45963
ven,1985,37.84217
ven,1986,38.07175
ven,1987,38.66075
ven,1988,39.11879
ven,1989,42.62636
ven,1990,46.20245
ven,1991,47.70857
ven,1992,46.93221
ven,1993,45.49113
ven,1994,46.06075
ven,1995,50.18279
ven,1996,52.54854
ven,1997,55.82548
ven,1998,57.21154
ven,2001,63.47479
ven,2002,65.4352
ven,2005,62.21466
ven,2006,62.43432
ven,2007,62.52048
ven,2008,62.72279
ven,2009,63.68394
ven,2010,63.13306
ven,2011,63.58151
ven,2012,64.1049
ven,2016,63.79794
ven,2017,67.5737
ven,2020,65.43779
vgb,1960,22.95119
vgb,1970,46.44718
vgb,1980,67.50521
vgb,1991,81.43094
vgb,1994,98.82064
vir,1960,53.13717
vir,1970,61.28404
vir,1980,72.70963
vir,1990,82.26587
vnm,1989,90.25886
vnm,1996,91.43576
vnm,1997,90.53709
vnm,1998,90.70968
vnm,1999,91.54746
vnm,2000,90.40736
vnm,2001,90.62499
vnm,2002,90.55118
vnm,2003,90.36939
vnm,2004,89.54829
vnm,2007,89.89294
vnm,2009,88.87369
vnm,2010,88.30351
vnm,2011,88.07531
vnm,2012,88.71167
vnm,2013,88.96644
vnm,2014,89.00587
vnm,2015,88.17662
vnm,2016,88.3364
vnm,2017,88.13225
vnm,2018,86.93237
vnm,2019,82.67462
vnm,2020,82.6555
vut,1979,87.42167
vut,1989,89.55746
vut,1999,85.71753
vut,2006,92.78635
vut,2009,77.00179
vut,2010,82.12922
vut,2019,85.38206
wsm,1961,10.88544
wsm,1966,26.84659
wsm,1971,17.45845
wsm,1976,21.36929
wsm,1981,18.5825
wsm,1991,51.99327
wsm,2001,47.67338
wsm,2006,51.21203
wsm,2011,39.98972
wsm,2012,61.15847
wsm,2014,61.17382
wsm,2017,57.24677
yem,1973,22.24841
yem,1994,22.77268
yem,1999,31.18741
yem,2004,14.03509
yem,2005,13.95349
yem,2006,13.83812
yem,2007,13.75661
yem,2008,13.65462
yem,2009,13.47903
yem,2010,14.85621
yem,2014,9.23406
zaf,1960,30.41331
zaf,1970,47.30022
zaf,1980,49.36216
zaf,1985,55.697
zaf,1991,64.92308
zaf,1994,66.60959
zaf,1996,69.18714
zaf,1997,64.38095
zaf,1998,66.60682
zaf,1999,76.08319
zaf,2000,71.33769
zaf,2001,70.50768
zaf,2002,68.96668
zaf,2003,68.51502
zaf,2004,67.02521
zaf,2005,68.91962
zaf,2006,70.06921
zaf,2007,69.59959
zaf,2008,74.43703
zaf,2009,74.18216
zaf,2010,73.71202
zaf,2011,75.16274
zaf,2012,74.87995
zaf,2013,76.27623
zaf,2014,76.36214
zaf,2015,76.78917
zaf,2016,76.5216
zaf,2017,77.43377
zaf,2018,77.65838
zaf,2019,77.60884
zaf,2020,76.74095
zmb,1969,40.09273
zmb,1980,48.60453
zmb,1990,51.34352
zmb,1991,79.14894
zmb,1998,83.82353
zmb,2000,66.98971
zmb,2010,90.09146
zmb,2017,59.1578
zmb,2018,57.89351
zmb,2019,59.58919
zwe,1982,60.07747
zwe,1987,85.89029
zwe,1997,85.11148
zwe,1999,82.07151
zwe,2004,87.72367
zwe,2011,87.94415
zwe,2012,75.69046
zwe,2014,89.71493
zwe,2019,65.64277
