geo,time,sl_uem_totl_zs
dji,2007,27.444
dji,2008,27.305
dji,2009,27.221
dji,2010,27.058
dji,2011,26.888
dji,2012,26.778
dji,2013,26.638
dji,2014,26.475
dji,2015,26.325
dji,2016,26.193
dji,2017,26.06
dji,2018,26.189
dji,2019,26.357
dji,2020,28.39
dji,2021,28.386
dnk,1991,9.1
dnk,1992,9.03
dnk,1993,10.72
dnk,1994,8.04
dnk,1995,6.99
dnk,1996,6.84
dnk,1997,5.4
dnk,1998,5.04
dnk,1999,5.14
dnk,2000,4.48
dnk,2001,4.16
dnk,2002,4.27
dnk,2003,5.4
dnk,2004,5.2
dnk,2005,4.83
dnk,2006,3.9
dnk,2007,3.8
dnk,2008,3.68
dnk,2009,6.41
dnk,2010,7.75
dnk,2011,7.77
dnk,2012,7.8
dnk,2013,7.38
dnk,2014,6.93
dnk,2015,6.28
dnk,2016,5.99
dnk,2017,5.83
dnk,2018,5.13
dnk,2019,5.02
dnk,2020,5.64
dnk,2021,4.798
dom,1991,6.353
dom,1992,6.203
dom,1993,6.267
dom,1994,6.356
dom,1995,6.326
dom,1996,6.339
dom,1997,6.311
dom,1998,6.363
dom,1999,6.392
dom,2000,6.43
dom,2001,7.26
dom,2002,6.78
dom,2003,6.94
dom,2004,6.3
dom,2005,6.59
dom,2006,5.65
dom,2007,5.16
dom,2008,4.76
dom,2009,5.47
dom,2010,5.21
dom,2011,6.09
dom,2012,6.72
dom,2013,7.35
dom,2014,6.72
dom,2015,7.61
dom,2016,7.28
dom,2017,5.83
dom,2018,5.86
dom,2019,6.36
dom,2020,6.13
dom,2021,8.496
dza,1991,20.6
dza,1992,24.38
dza,1993,26.23
dza,1994,27.74
dza,1995,31.84
dza,1996,28.531
dza,1997,25.43
dza,1998,26.662
dza,1999,28.302
dza,2000,29.77
dza,2001,27.3
dza,2002,25.9
dza,2003,23.72
dza,2004,17.65
dza,2005,15.27
dza,2006,12.27
dza,2007,13.79
dza,2008,11.33
dza,2009,10.16
dza,2010,9.96
dza,2011,9.96
dza,2012,10.97
dza,2013,9.82
dza,2014,10.21
dza,2015,11.21
dza,2016,10.2
dza,2017,10.333
dza,2018,10.42
dza,2019,10.513
dza,2020,12.55
dza,2021,12.704
ecu,1991,4.37
ecu,1992,4.527
ecu,1993,4.56
ecu,1994,4.443
ecu,1995,4.592
ecu,1996,4.651
ecu,1997,4.513
ecu,1998,4.605
ecu,1999,5.184
ecu,2000,4.8
ecu,2001,4.25
ecu,2002,4.898
ecu,2003,5.66
ecu,2004,5
ecu,2005,3.78
ecu,2006,3.55
ecu,2007,3.14
ecu,2008,3.92
ecu,2009,4.61
ecu,2010,4.09
ecu,2011,3.46
ecu,2012,3.23
ecu,2013,3.08
ecu,2014,3.48
ecu,2015,3.62
ecu,2016,4.6
ecu,2017,3.84
ecu,2018,3.53
ecu,2019,3.81
ecu,2020,6.11
ecu,2021,6.427
egy,1991,9.38
egy,1992,8.92
egy,1993,10.92
egy,1994,10.93
egy,1995,11.04
egy,1996,9
egy,1997,8.37
egy,1998,8.03
egy,1999,7.95
egy,2000,8.98
egy,2001,9.26
egy,2002,10.01
egy,2003,11.01
egy,2004,10.32
egy,2005,11.2
egy,2006,10.49
egy,2007,8.8
egy,2008,8.52
egy,2009,9.09
egy,2010,8.76
egy,2011,11.85
egy,2012,12.6
egy,2013,13.15
egy,2014,13.1
egy,2015,13.05
egy,2016,12.41
egy,2017,11.74
egy,2018,9.82
egy,2019,7.84
egy,2020,9.167
egy,2021,9.329
eri,1991,5.317
eri,1992,5.539
eri,1993,5.732
eri,1994,5.898
eri,1995,6.04
eri,1996,6.075
eri,1997,6.082
eri,1998,6.006
eri,1999,5.952
eri,2000,5.877
eri,2001,5.766
eri,2002,5.703
eri,2003,5.579
eri,2004,5.374
eri,2005,5.264
eri,2006,5.26
eri,2007,5.249
eri,2008,5.172
eri,2009,5.245
eri,2010,5.495
eri,2011,5.521
eri,2012,5.53
eri,2013,5.58
eri,2014,5.673
eri,2015,5.828
eri,2016,5.902
eri,2017,5.943
eri,2018,5.947
eri,2019,5.994
eri,2020,7.865
eri,2021,8.047
esp,1991,15.93
esp,1992,17.7
esp,1993,22.16
esp,1994,24.21
esp,1995,22.67
esp,1996,22.14
esp,1997,20.7
esp,1998,18.67
esp,1999,15.48
esp,2000,13.79
esp,2001,10.35
esp,2002,11.15
esp,2003,11.28
esp,2004,11.09
esp,2005,9.15
esp,2006,8.45
esp,2007,8.23
esp,2008,11.25
esp,2009,17.86
esp,2010,19.86
esp,2011,21.39
esp,2012,24.79
esp,2013,26.09
esp,2014,24.44
esp,2015,22.06
esp,2016,19.63
esp,2017,17.22
esp,2018,15.25
esp,2019,14.1
esp,2020,15.53
esp,2021,14.733
est,1991,1.47
est,1992,3.68
est,1993,6.54
est,1994,7.56
est,1995,9.66
est,1996,9.92
est,1997,10.37
est,1998,9.51
est,1999,11.57
est,2000,13.36
est,2001,13.13
est,2002,10.03
est,2003,11.29
est,2004,10.25
est,2005,8.03
est,2006,5.91
est,2007,4.59
est,2008,5.45
est,2009,13.55
est,2010,16.71
est,2011,12.33
est,2012,10.02
est,2013,8.63
est,2014,7.35
est,2015,6.19
est,2016,6.76
est,2017,5.76
est,2018,5.37
est,2019,4.45
est,2020,6.8
est,2021,6.331
eth,1991,3.08
eth,1992,3.104
eth,1993,3.047
eth,1994,3.1
eth,1995,3.213
eth,1996,3.312
eth,1997,3.47
eth,1998,3.621
eth,1999,3.71
eth,2000,3.509
eth,2001,3.304
eth,2002,3.13
eth,2003,2.942
eth,2004,2.693
eth,2005,2.5
eth,2006,2.47
eth,2007,2.435
eth,2008,2.406
eth,2009,2.38
eth,2010,2.339
eth,2011,2.312
eth,2012,2.287
eth,2013,2.25
eth,2014,2.262
eth,2015,2.274
eth,2016,2.288
eth,2017,2.299
eth,2018,2.318
eth,2019,2.326
eth,2020,3.237
eth,2021,3.694
fin,1991,6.5
fin,1992,11.6
fin,1993,16.2
fin,1994,16.43
fin,1995,17
fin,1996,15.57
fin,1997,14.97
fin,1998,13.21
fin,1999,11.69
fin,2000,11.13
fin,2001,10.29
fin,2002,10.42
fin,2003,10.47
fin,2004,10.36
fin,2005,8.38
fin,2006,7.72
fin,2007,6.85
fin,2008,6.37
fin,2009,8.25
fin,2010,8.39
fin,2011,7.78
fin,2012,7.69
fin,2013,8.19
fin,2014,8.66
fin,2015,9.38
fin,2016,8.82
fin,2017,8.64
fin,2018,7.36
fin,2019,6.69
fin,2020,7.76
fin,2021,7.525
fji,1991,4.06
fji,1992,3.881
fji,1993,3.957
fji,1994,3.896
fji,1995,3.945
fji,1996,3.896
fji,1997,4.03
fji,1998,3.95
fji,1999,3.794
fji,2000,3.992
fji,2001,3.907
fji,2002,3.873
fji,2003,3.906
fji,2004,3.811
fji,2005,3.89
fji,2006,3.959
fji,2007,4.108
fji,2008,4.162
fji,2009,4.31
fji,2010,4.31
fji,2011,4.41
fji,2012,4.42
fji,2013,4.327
fji,2014,4.29
fji,2015,4.295
fji,2016,4.32
fji,2017,4.278
fji,2018,4.333
fji,2019,4.448
fji,2020,4.715
fji,2021,5.239
fra,1991,9.13
fra,1992,10.21
fra,1993,11.32
fra,1994,12.59
fra,1995,11.84
fra,1996,12.37
fra,1997,12.57
fra,1998,12.07
fra,1999,11.98
fra,2000,10.22
fra,2001,8.61
fra,2002,8.7
fra,2003,8.31
fra,2004,8.91
fra,2005,8.49
fra,2006,8.45
fra,2007,7.66
fra,2008,7.06
fra,2009,8.74
fra,2010,8.87
fra,2011,8.81
fra,2012,9.4
fra,2013,9.92
fra,2014,10.29
fra,2015,10.35
fra,2016,10.05
fra,2017,9.41
fra,2018,9.02
fra,2019,8.41
fra,2020,8.01
fra,2021,8.063
gab,1991,17.78
gab,1992,17.868
gab,1993,17.78
gab,1994,17.715
gab,1995,17.633
gab,1996,17.577
gab,1997,17.484
gab,1998,17.435
gab,1999,17.491
gab,2000,17.343
gab,2001,17.226
gab,2002,17.174
gab,2003,17.071
gab,2004,17.009
gab,2005,16.91
gab,2006,17.671
gab,2007,18.284
gab,2008,19.094
gab,2009,19.764
gab,2010,20.39
gab,2011,20.429
gab,2012,20.488
gab,2013,20.521
gab,2014,20.573
gab,2015,20.613
gab,2016,20.669
gab,2017,20.721
gab,2018,20.749
gab,2019,20.742
gab,2020,21.972
gab,2021,22.265
gbr,1991,8.55
gbr,1992,9.78
gbr,1993,10.35
gbr,1994,9.65
gbr,1995,8.69
gbr,1996,8.19
gbr,1997,7.07
gbr,1998,6.2
gbr,1999,6.04
gbr,2000,5.56
gbr,2001,4.7
gbr,2002,5.04
gbr,2003,4.81
gbr,2004,4.59
gbr,2005,4.75
gbr,2006,5.35
gbr,2007,5.26
gbr,2008,5.62
gbr,2009,7.54
gbr,2010,7.79
gbr,2011,8.04
gbr,2012,7.88
gbr,2013,7.52
gbr,2014,6.11
gbr,2015,5.3
gbr,2016,4.81
gbr,2017,4.33
gbr,2018,4
gbr,2019,3.74
gbr,2020,4.472
gbr,2021,4.526
geo,1991,2.7
geo,1992,5.4
geo,1993,5.4
geo,1994,8.4
geo,1995,7.6
geo,1996,11.5
geo,1997,11.5
geo,1998,14.53
geo,1999,13.8
geo,2000,10.82
geo,2001,11.16
geo,2002,12.59
geo,2003,11.51
geo,2004,12.62
geo,2005,13.81
geo,2006,13.57
geo,2007,13.28
geo,2008,17.87
geo,2009,20.71
geo,2010,20.2
geo,2011,19.63
geo,2012,19.65
geo,2013,19.42
geo,2014,17.44
geo,2015,16.51
geo,2016,16.6
geo,2017,13.94
geo,2018,12.67
geo,2019,11.57
geo,2020,18.5
geo,2021,10.659
gha,1991,3.49
gha,1992,4.7
gha,1993,5.268
gha,1994,5.863
gha,1995,6.439
gha,1996,7.019
gha,1997,7.614
gha,1998,8.2
gha,1999,10.1
gha,2000,10.46
gha,2001,9.501
gha,2002,8.535
gha,2003,7.563
gha,2004,6.593
gha,2005,5.619
gha,2006,4.64
gha,2007,4.843
gha,2008,4.992
gha,2009,5.217
gha,2010,5.38
gha,2011,5.596
gha,2012,5.911
gha,2013,6.203
gha,2014,6.524
gha,2015,6.81
gha,2016,5.527
gha,2017,4.22
gha,2018,4.276
gha,2019,4.316
gha,2020,4.651
gha,2021,4.704
gin,1991,4.453
gin,1992,4.457
gin,1993,4.451
gin,1994,4.472
gin,1995,4.477
gin,1996,4.49
gin,1997,4.494
gin,1998,4.519
gin,1999,4.529
gin,2000,4.553
gin,2001,4.553
gin,2002,4.55
gin,2003,4.616
gin,2004,4.632
gin,2005,4.653
gin,2006,4.699
gin,2007,4.671
gin,2008,4.725
gin,2009,4.806
gin,2010,4.773
gin,2011,4.793
gin,2012,4.818
gin,2013,4.866
gin,2014,4.896
gin,2015,4.923
gin,2016,4.88
gin,2017,4.914
gin,2018,4.983
gin,2019,5.02
gin,2020,6.103
gin,2021,6.342
gmb,1991,8.833
gmb,1992,8.864
gmb,1993,8.899
gmb,1994,8.951
gmb,1995,8.974
gmb,1996,8.992
gmb,1997,8.999
gmb,1998,9.04
gmb,1999,9.045
gmb,2000,9.083
gmb,2001,9.11
gmb,2002,9.217
gmb,2003,9.161
gmb,2004,9.186
gmb,2005,9.293
gmb,2006,9.304
gmb,2007,9.301
gmb,2008,9.3
gmb,2009,9.324
gmb,2010,9.358
gmb,2011,9.509
gmb,2012,9.42
gmb,2013,9.453
gmb,2014,9.503
gmb,2015,9.467
gmb,2016,9.498
gmb,2017,9.485
gmb,2018,9.476
gmb,2019,9.498
gmb,2020,11.081
gmb,2021,11.212
gnb,1991,6.189
gnb,1992,6.302
gnb,1993,6.351
gnb,1994,6.36
gnb,1995,6.337
gnb,1996,6.389
gnb,1997,6.413
gnb,1998,6.353
gnb,1999,6.315
gnb,2000,6.247
gnb,2001,6.298
gnb,2002,6.376
gnb,2003,6.368
gnb,2004,6.25
gnb,2005,6.211
gnb,2006,6.141
gnb,2007,6.056
gnb,2008,5.892
gnb,2009,5.896
gnb,2010,6.081
gnb,2011,5.982
gnb,2012,5.87
gnb,2013,5.809
gnb,2014,5.803
gnb,2015,5.87
gnb,2016,5.951
gnb,2017,5.986
gnb,2018,5.982
gnb,2019,6.036
gnb,2020,6.737
gnb,2021,6.759
gnq,1991,8.132
gnq,1992,8.272
gnq,1993,8.372
gnq,1994,8.425
gnq,1995,8.468
gnq,1996,8.529
gnq,1997,8.558
gnq,1998,8.504
gnq,1999,8.489
gnq,2000,8.455
gnq,2001,8.567
gnq,2002,8.714
gnq,2003,8.773
gnq,2004,8.713
gnq,2005,8.754
gnq,2006,8.709
gnq,2007,8.647
gnq,2008,8.496
gnq,2009,8.549
gnq,2010,8.818
gnq,2011,8.728
gnq,2012,8.613
gnq,2013,8.513
gnq,2014,8.483
gnq,2015,8.544
gnq,2016,8.629
gnq,2017,8.648
gnq,2018,8.624
gnq,2019,8.679
gnq,2020,9.901
gnq,2021,9.245
grc,1991,7.66
grc,1992,7.84
grc,1993,8.61
grc,1994,8.86
grc,1995,9.06
grc,1996,9.66
grc,1997,9.58
grc,1998,10.84
grc,1999,11.85
grc,2000,11.25
grc,2001,10.46
grc,2002,9.97
grc,2003,9.41
grc,2004,10.31
grc,2005,9.99
grc,2006,9.01
grc,2007,8.4
grc,2008,7.76
grc,2009,9.62
grc,2010,12.71
grc,2011,17.86
grc,2012,24.44
grc,2013,27.47
grc,2014,26.49
grc,2015,24.9
grc,2016,23.54
grc,2017,21.49
grc,2018,19.29
grc,2019,17.31
grc,2020,16.3
grc,2021,14.795
gtm,1991,2.588
gtm,1992,2.566
gtm,1993,2.608
gtm,1994,2.619
gtm,1995,2.606
gtm,1996,2.683
gtm,1997,2.654
gtm,1998,2.65
gtm,1999,2.701
gtm,2000,2.725
gtm,2001,2.784
gtm,2002,2.751
gtm,2003,2.81
gtm,2004,2.97
gtm,2005,3.051
gtm,2006,3.061
gtm,2007,3.109
gtm,2008,3.309
gtm,2009,3.512
gtm,2010,3.5
gtm,2011,3.085
gtm,2012,2.76
gtm,2013,3.02
gtm,2014,2.72
gtm,2015,2.51
gtm,2016,2.58
gtm,2017,2.46
gtm,2018,2.28
gtm,2019,2.19
gtm,2020,3.553
gtm,2021,3.572
gum,1991,3.51
gum,1992,3.84
gum,1993,5.53
gum,1994,7.6
gum,1995,7.9
gum,1996,8.28
gum,1997,9.67
gum,1998,7.74
gum,1999,13.95
gum,2000,15.32
gum,2001,13.21
gum,2002,11.39
gum,2003,9.753
gum,2004,7.7
gum,2005,7
gum,2006,7.4
gum,2007,8.3
gum,2008,8.716
gum,2009,9.3
gum,2010,8.2
gum,2011,13.3
gum,2012,12.2
gum,2013,11.5
gum,2014,7.6
gum,2015,6.9
gum,2016,5.4
gum,2017,5.435
gum,2018,5.559
gum,2019,5.515
gum,2020,6.802
gum,2021,6.983
guy,1991,11.93
guy,1992,11.9
guy,1993,11.882
guy,1994,11.865
guy,1995,11.879
guy,1996,11.841
guy,1997,11.841
guy,1998,11.889
guy,1999,11.838
guy,2000,11.858
guy,2001,11.815
guy,2002,11.81
guy,2003,11.554
guy,2004,11.267
guy,2005,11.023
guy,2006,10.7
guy,2007,10.957
guy,2008,11.271
guy,2009,11.526
guy,2010,11.798
guy,2011,12.057
guy,2012,12.335
guy,2013,12.628
guy,2014,12.924
guy,2015,13.212
guy,2016,13.464
guy,2017,13.746
guy,2018,14.02
guy,2019,13.992
guy,2020,16.431
guy,2021,16.425
hkg,1991,1.8
hkg,1992,1.96
hkg,1993,1.96
hkg,1994,1.9
hkg,1995,3.22
hkg,1996,2.83
hkg,1997,2.22
hkg,1998,4.58
hkg,1999,6.25
hkg,2000,4.92
hkg,2001,5.09
hkg,2002,7.28
hkg,2003,7.86
hkg,2004,6.74
hkg,2005,5.58
hkg,2006,4.77
hkg,2007,4.01
hkg,2008,3.56
hkg,2009,5.26
hkg,2010,4.33
hkg,2011,3.42
hkg,2012,3.29
hkg,2013,3.4
hkg,2014,3.3
hkg,2015,3.31
hkg,2016,3.39
hkg,2017,3.13
hkg,2018,2.82
hkg,2019,2.93
hkg,2020,5.83
hkg,2021,5.315
hnd,1991,4.58
hnd,1992,3.06
hnd,1993,3.115
hnd,1994,3.251
hnd,1995,3.24
hnd,1996,4.37
hnd,1997,3.32
hnd,1998,4.02
hnd,1999,3.85
hnd,2000,3.839
hnd,2001,4
hnd,2002,4.02
hnd,2003,5.3
hnd,2004,5.99
hnd,2005,4.91
hnd,2006,3.57
hnd,2007,3.21
hnd,2008,3.16
hnd,2009,3.29
hnd,2010,4.12
hnd,2011,4.47
hnd,2012,3.75
hnd,2013,5.65
hnd,2014,7.08
hnd,2015,6.15
hnd,2016,6.73
hnd,2017,5.53
hnd,2018,5.65
hnd,2019,5.7
hnd,2020,8.373
hnd,2021,8.513
hrv,1991,11.14
hrv,1992,11.007
hrv,1993,10.68
hrv,1994,10.625
hrv,1995,10.172
hrv,1996,9.68
hrv,1997,9.71
hrv,1998,11.39
hrv,1999,13.56
hrv,2000,16.06
hrv,2001,15.82
hrv,2002,15.05
hrv,2003,13.92
hrv,2004,13.66
hrv,2005,12.6
hrv,2006,11.13
hrv,2007,9.91
hrv,2008,8.53
hrv,2009,9.2
hrv,2010,11.62
hrv,2011,13.68
hrv,2012,15.93
hrv,2013,17.25
hrv,2014,17.29
hrv,2015,16.18
hrv,2016,13.1
hrv,2017,11.21
hrv,2018,8.43
hrv,2019,6.62
hrv,2020,7.51
hrv,2021,8.683
hti,1991,7.505
hti,1992,7.585
hti,1993,7.55
hti,1994,7.609
hti,1995,7.257
hti,1996,7.3
hti,1997,7.281
hti,1998,7.248
hti,1999,7.2
hti,2000,8.404
hti,2001,9.633
hti,2002,10.826
hti,2003,11.997
hti,2004,13.324
hti,2005,14.416
hti,2006,15.691
hti,2007,16.8
hti,2008,16.336
hti,2009,15.657
hti,2010,15.379
hti,2011,14.528
hti,2012,14.1
hti,2013,13.996
hti,2014,13.951
hti,2015,13.962
hti,2016,13.925
hti,2017,13.877
hti,2018,13.86
hti,2019,13.915
hti,2020,15.451
hti,2021,15.726
hun,1991,8.5
hun,1992,9.94
hun,1993,12.1
hun,1994,10.85
hun,1995,10.17
hun,1996,10.02
hun,1997,8.99
hun,1998,8.93
hun,1999,6.93
hun,2000,6.56
hun,2001,5.67
hun,2002,5.61
hun,2003,5.79
hun,2004,5.83
hun,2005,7.19
hun,2006,7.49
hun,2007,7.41
hun,2008,7.82
hun,2009,10.03
hun,2010,11.17
hun,2011,11.03
hun,2012,11
hun,2013,10.18
hun,2014,7.73
hun,2015,6.81
hun,2016,5.11
hun,2017,4.16
hun,2018,3.71
hun,2019,3.42
hun,2020,4.25
hun,2021,4.116
idn,1991,2.62
idn,1992,2.73
idn,1993,2.78
idn,1994,4.37
idn,1995,4.598
idn,1996,4.86
idn,1997,4.68
idn,1998,5.46
idn,1999,6.36
idn,2000,6.08
idn,2001,6.08
idn,2002,6.6
idn,2003,6.66
idn,2004,7.3
idn,2005,7.94
idn,2006,7.55
idn,2007,8.06
idn,2008,7.21
idn,2009,6.11
idn,2010,5.61
idn,2011,5.15
idn,2012,4.47
idn,2013,4.34
idn,2014,4.05
idn,2015,4.51
idn,2016,4.3
idn,2017,3.88
idn,2018,4.4
idn,2019,3.62
idn,2020,4.28
idn,2021,4.413
ind,1991,5.599
ind,1992,5.727
ind,1993,5.691
ind,1994,5.739
ind,1995,5.755
ind,1996,5.74
ind,1997,5.613
ind,1998,5.666
ind,1999,5.736
ind,2000,5.561
ind,2001,5.576
ind,2002,5.53
ind,2003,5.643
ind,2004,5.629
ind,2005,5.613
ind,2006,5.601
ind,2007,5.572
ind,2008,5.414
ind,2009,5.544
ind,2010,5.546
ind,2011,5.426
ind,2012,5.414
ind,2013,5.424
ind,2014,5.436
ind,2015,5.435
ind,2016,5.423
ind,2017,5.358
ind,2018,5.33
ind,2019,5.27
ind,2020,7.997
ind,2021,5.978
irl,1991,15.78
irl,1992,15.03
irl,1993,15.59
irl,1994,14.57
irl,1995,11.98
irl,1996,11.72
irl,1997,10.2
irl,1998,7.7
irl,1999,5.8
irl,2000,4.32
irl,2001,3.68
irl,2002,4.22
irl,2003,4.48
irl,2004,4.49
irl,2005,4.34
irl,2006,4.41
irl,2007,4.98
irl,2008,6.77
irl,2009,12.61
irl,2010,14.53
irl,2011,15.35
irl,2012,15.45
irl,2013,13.73
irl,2014,11.86
irl,2015,9.91
irl,2016,8.37
irl,2017,6.71
irl,2018,5.74
irl,2019,4.95
irl,2020,5.62
irl,2021,6.633
irn,1991,11.1
irn,1992,10.83
irn,1993,10.435
irn,1994,10.045
irn,1995,9.566
irn,1996,9.1
irn,1997,9.781
irn,1998,10.381
irn,1999,11.024
irn,2000,11.574
irn,2001,12.281
irn,2002,12.8
irn,2003,11.51
irn,2004,10.3
irn,2005,11.81
irn,2006,11.52
irn,2007,10.77
irn,2008,10.63
irn,2009,12.11
irn,2010,13.68
irn,2011,12.49
irn,2012,12.27
irn,2013,10.6
irn,2014,10.68
irn,2015,11.17
irn,2016,12.62
irn,2017,12.23
irn,2018,12.19
irn,2019,10.74
irn,2020,12.169
irn,2021,11.461
irq,1991,9.132
irq,1992,8.915
irq,1993,8.89
irq,1994,8.97
irq,1995,8.956
irq,1996,8.866
irq,1997,8.768
irq,1998,8.758
irq,1999,8.746
irq,2000,8.727
irq,2001,8.807
irq,2002,8.852
irq,2003,8.819
irq,2004,8.608
irq,2005,8.706
irq,2006,8.652
irq,2007,8.65
irq,2008,8.484
irq,2009,8.393
irq,2010,8.251
irq,2011,8.122
irq,2012,7.96
irq,2013,9.264
irq,2014,10.59
irq,2015,10.725
irq,2016,10.82
irq,2017,13.02
irq,2018,12.966
irq,2019,12.863
irq,2020,14.088
irq,2021,14.192
isl,1991,2.55
isl,1992,4.31
isl,1993,5.26
isl,1994,5.33
isl,1995,5.2
isl,1996,3.6
isl,1997,3.72
isl,1998,3.07
isl,1999,2.18
isl,2000,1.94
isl,2001,1.87
isl,2002,2.99
isl,2003,4
isl,2004,4.03
isl,2005,2.55
isl,2006,2.83
isl,2007,2.25
isl,2008,2.95
isl,2009,7.22
isl,2010,7.56
isl,2011,7.03
isl,2012,6
isl,2013,5.38
isl,2014,4.9
isl,2015,3.98
isl,2016,2.98
isl,2017,2.74
isl,2018,2.7
isl,2019,3.51
isl,2020,5.48
isl,2021,5.401
isr,1991,13.39
isr,1992,14.08
isr,1993,12.74
isr,1994,9.93
isr,1995,8.78
isr,1996,8.46
isr,1997,9.75
isr,1998,10.75
isr,1999,11.18
isr,2000,11.1
isr,2001,11.81
isr,2002,12.89
isr,2003,13.51
isr,2004,13.03
isr,2005,11.34
isr,2006,10.71
isr,2007,9.38
isr,2008,7.7
isr,2009,9.53
isr,2010,8.48
isr,2011,7.14
isr,2012,6.86
isr,2013,6.21
isr,2014,5.89
isr,2015,5.25
isr,2016,4.8
isr,2017,4.22
isr,2018,4
isr,2019,3.8
isr,2020,4.33
isr,2021,5.045
ita,1991,10.1
ita,1992,9.33
ita,1993,10.24
ita,1994,11.09
ita,1995,11.67
ita,1996,11.87
ita,1997,12
ita,1998,12.12
ita,1999,11.69
ita,2000,10.84
ita,2001,9.6
ita,2002,9.21
ita,2003,8.87
ita,2004,7.87
ita,2005,7.73
ita,2006,6.78
ita,2007,6.08
ita,2008,6.72
ita,2009,7.75
ita,2010,8.36
ita,2011,8.36
ita,2012,10.65
ita,2013,12.15
ita,2014,12.68
ita,2015,11.9
ita,2016,11.69
ita,2017,11.21
ita,2018,10.61
ita,2019,9.95
ita,2020,9.16
ita,2021,9.834
jam,1991,15.74
jam,1992,15.75
jam,1993,16.32
jam,1994,15.34
jam,1995,16.23
jam,1996,16.01
jam,1997,16.35
jam,1998,15.5
jam,1999,15.74
jam,2000,15.54
jam,2001,14.93
jam,2002,14.19
jam,2003,11.73
jam,2004,12.21
jam,2005,11.26
jam,2006,10.32
jam,2007,9.75
jam,2008,10.59
jam,2009,11.36
jam,2010,12.37
jam,2011,12.7
jam,2012,13.93
jam,2013,15.25
jam,2014,13.74
jam,2015,13.51
jam,2016,13.19
jam,2017,11.63
jam,2018,9.1
jam,2019,7.69
jam,2020,9.48
jam,2021,9.182
jor,1991,19.513
jor,1992,19.274
jor,1993,19.7
jor,1994,17.171
jor,1995,14.6
jor,1996,13.7
jor,1997,13.686
jor,1998,13.703
jor,1999,13.707
jor,2000,13.7
jor,2001,14.7
jor,2002,15.3
jor,2003,14.5
jor,2004,14.58
jor,2005,14.8
jor,2006,14
jor,2007,13.1
jor,2008,12.7
jor,2009,12.9
jor,2010,12.5
jor,2011,12.9
jor,2012,12.2
jor,2013,12.6
jor,2014,11.9
jor,2015,13.08
jor,2016,15.28
jor,2017,18.14
jor,2018,18.27
jor,2019,16.81
jor,2020,19.026
jor,2021,19.252
jpn,1991,2.1
jpn,1992,2.2
jpn,1993,2.5
jpn,1994,2.9
jpn,1995,3.2
jpn,1996,3.4
jpn,1997,3.4
jpn,1998,4.1
jpn,1999,4.7
jpn,2000,4.75
jpn,2001,5.02
jpn,2002,5.39
jpn,2003,5.25
jpn,2004,4.73
jpn,2005,4.45
jpn,2006,4.19
jpn,2007,3.89
jpn,2008,4
jpn,2009,5.07
jpn,2010,5.1
jpn,2011,4.55
jpn,2012,4.36
jpn,2013,4
jpn,2014,3.6
jpn,2015,3.4
jpn,2016,3.1
jpn,2017,2.8
jpn,2018,2.4
jpn,2019,2.4
jpn,2020,2.8
jpn,2021,2.799
kaz,1991,0.9
kaz,1992,1
kaz,1993,1.11
kaz,1994,7.54
kaz,1995,10.98
kaz,1996,12.96
kaz,1997,13.01
kaz,1998,13.13
kaz,1999,13.46
kaz,2000,12.75
kaz,2001,10.43
kaz,2002,9.33
kaz,2003,8.78
kaz,2004,8.4
kaz,2005,8.13
kaz,2006,7.79
kaz,2007,7.26
kaz,2008,6.63
kaz,2009,6.55
kaz,2010,5.77
kaz,2011,5.39
kaz,2012,5.29
kaz,2013,5.2
kaz,2014,5.06
kaz,2015,4.93
kaz,2016,4.96
kaz,2017,4.9
kaz,2018,4.85
kaz,2019,4.8
kaz,2020,4.89
kaz,2021,4.9
ken,1991,3.118
ken,1992,3.122
ken,1993,3.104
ken,1994,3.078
ken,1995,3.056
ken,1996,3.046
ken,1997,3.058
ken,1998,3.029
ken,1999,3.023
ken,2000,3.021
ken,2001,2.989
ken,2002,2.996
ken,2003,2.969
ken,2004,2.942
ken,2005,2.924
ken,2006,2.907
ken,2007,2.891
ken,2008,2.916
ken,2009,2.884
ken,2010,2.839
ken,2011,2.837
ken,2012,2.831
ken,2013,2.808
ken,2014,2.795
ken,2015,2.777
ken,2016,2.76
ken,2017,3.513
ken,2018,4.249
ken,2019,5.01
ken,2020,5.729
ken,2021,5.742
kgz,1991,1
kgz,1992,1.1
kgz,1993,3.4
kgz,1994,4.7
kgz,1995,5.6
kgz,1996,7.3
kgz,1997,7.5
kgz,1998,8.9
kgz,1999,8.4
kgz,2000,7.54
kgz,2001,7.84
kgz,2002,12.55
kgz,2003,9.92
kgz,2004,8.53
kgz,2005,8.11
kgz,2006,8.27
kgz,2007,8.1
kgz,2008,8.22
kgz,2009,8.41
kgz,2010,8.64
kgz,2011,8.53
kgz,2012,8.43
kgz,2013,8.33
kgz,2014,8.05
kgz,2015,7.56
kgz,2016,7.21
kgz,2017,6.89
kgz,2018,6.886
kgz,2019,6.918
kgz,2020,8.706
kgz,2021,9.104
khm,1991,0.729
khm,1992,0.751
khm,1993,0.798
khm,1994,1.333
khm,1995,0.781
khm,1996,0.84
khm,1997,0.907
khm,1998,0.945
khm,1999,0.897
khm,2000,0.968
khm,2001,1.033
khm,2002,1.097
khm,2003,1.114
khm,2004,1.13
khm,2005,1.131
khm,2006,1.209
