geo,time,sl_srv_empl_fe_zs
dza,2003,62.01
dza,2004,63.75
dza,2005,65.09
dza,2006,66.78
dza,2007,68.24
dza,2008,69.59
dza,2009,71.08
dza,2010,72.16
dza,2011,73.21
dza,2012,72.96
dza,2013,72.79
dza,2014,72.53
dza,2015,72.28
dza,2016,72.04
dza,2017,71.8
dza,2018,72.49
dza,2019,73.13
ecu,1991,58.64
ecu,1992,58.66
ecu,1993,59.37
ecu,1994,59.56
ecu,1995,59.86
ecu,1996,60.05
ecu,1997,60.49
ecu,1998,60.5
ecu,1999,61.07
ecu,2000,61.11
ecu,2001,61.09
ecu,2002,63.45
ecu,2003,65.82
ecu,2004,62.54
ecu,2005,64.58
ecu,2006,64.14
ecu,2007,66.02
ecu,2008,67.16
ecu,2009,67.35
ecu,2010,68.04
ecu,2011,68.27
ecu,2012,68.3
ecu,2013,67.92
ecu,2014,68.52
ecu,2015,66.26
ecu,2016,65.58
ecu,2017,64.11
ecu,2018,63.07
ecu,2019,63.05
egy,1991,36.3
egy,1992,37.13
egy,1993,45.43
egy,1994,45.63
egy,1995,48.28
egy,1996,49.77
egy,1997,51.43
egy,1998,55.58
egy,1999,56.92
egy,2000,53.73
egy,2001,57.96
egy,2002,62.08
egy,2003,54.77
egy,2004,47.44
egy,2005,48.43
egy,2006,50.67
egy,2007,47.29
egy,2008,48.84
egy,2009,48.81
egy,2010,51.21
egy,2011,51.54
egy,2012,56.9
egy,2013,52.07
egy,2014,51.76
egy,2015,54.17
egy,2016,55.39
egy,2017,56.26
egy,2018,70.07
egy,2019,70.78
eri,1991,15.65
eri,1992,16.09
eri,1993,16.33
eri,1994,16.91
eri,1995,17.13
eri,1996,17.57
eri,1997,18.09
eri,1998,18.79
eri,1999,18.99
eri,2000,18.69
eri,2001,19.51
eri,2002,19.47
eri,2003,19.51
eri,2004,19.65
eri,2005,20.66
eri,2006,20.94
eri,2007,21.25
eri,2008,20.55
eri,2009,21.01
eri,2010,21.78
eri,2011,22.6
eri,2012,23.18
eri,2013,23.07
eri,2014,24.64
eri,2015,24.16
eri,2016,25.17
eri,2017,25.02
eri,2018,26.36
eri,2019,27.15
esp,1991,75.46
esp,1992,76.16
esp,1993,76.83
esp,1994,78.18
esp,1995,78.91
esp,1996,80.25
esp,1997,80.5
esp,1998,80.93
esp,1999,81.45
esp,2000,80.79
esp,2001,81.14
esp,2002,81.71
esp,2003,82.79
esp,2004,83.56
esp,2005,84.06
esp,2006,85.1
esp,2007,85.44
esp,2008,86.2
esp,2009,87.47
esp,2010,88
esp,2011,88.7
esp,2012,88.53
esp,2013,89.28
esp,2014,89.32
esp,2015,89.21
esp,2016,89.43
esp,2017,88.88
esp,2018,88.72
esp,2019,88.55
est,1991,54.79
est,1992,56.89
est,1993,61.27
est,1994,63.66
est,1995,65.71
est,1996,67.45
est,1997,67.79
est,1998,69.77
est,1999,70.76
est,2000,72.68
est,2001,71.77
est,2002,73.22
est,2003,73.61
est,2004,71.64
est,2005,72.59
est,2006,75.18
est,2007,75.14
est,2008,75.5
est,2009,78.02
est,2010,79.24
est,2011,78.47
est,2012,79.83
est,2013,80.59
est,2014,80.24
est,2015,80.03
est,2016,80.75
est,2017,80.74
est,2018,81.02
est,2019,81.44
eth,1991,23.78
eth,1992,23.67
eth,1993,24.08
eth,1994,24.09
eth,1995,24.35
eth,1996,24.87
eth,1997,25
eth,1998,24.49
eth,1999,24.49
eth,2000,23.27
eth,2001,22.18
eth,2002,20.63
eth,2003,19
eth,2004,18.51
eth,2005,17.53
eth,2006,18.43
eth,2007,19.42
eth,2008,20.62
eth,2009,21.71
eth,2010,22.91
eth,2011,24.28
eth,2012,25.85
eth,2013,27.49
eth,2014,28.33
eth,2015,29.14
eth,2016,29.88
eth,2017,30.65
eth,2018,31.21
eth,2019,32.19
fin,1991,78.23
fin,1992,78.73
fin,1993,79.18
fin,1994,79.49
fin,1995,79.95
fin,1996,80.33
fin,1997,80.8
fin,1998,80.32
fin,1999,81.43
fin,2000,81.87
fin,2001,82.47
fin,2002,82.64
fin,2003,83.71
fin,2004,84.65
fin,2005,84.8
fin,2006,85.35
fin,2007,85.96
fin,2008,86.92
fin,2009,87.2
fin,2010,87.33
fin,2011,88.3
fin,2012,88.63
fin,2013,88.68
fin,2014,89.06
fin,2015,89.07
fin,2016,89.11
fin,2017,89.3
fin,2018,89.02
fin,2019,89.14
fji,1991,52.2
fji,1992,52.48
fji,1993,52.81
fji,1994,53.2
fji,1995,53.66
fji,1996,54.13
fji,1997,54.69
fji,1998,55.35
fji,1999,56.11
fji,2000,57.02
fji,2001,57.95
fji,2002,59.1
fji,2003,60.33
fji,2004,61.39
fji,2005,62.64
fji,2006,64.61
fji,2007,66.63
fji,2008,68.46
fji,2009,70.34
fji,2010,72.08
fji,2011,73.82
fji,2012,75.8
fji,2013,77.6
fji,2014,79.27
fji,2015,80.92
fji,2016,82.48
fji,2017,83.12
fji,2018,83.71
fji,2019,84.29
fra,1991,79.08
fra,1992,79.68
fra,1993,80.33
fra,1994,80.9
fra,1995,81.25
fra,1996,82.14
fra,1997,82.26
fra,1998,82.62
fra,1999,82.65
fra,2000,83.1
fra,2001,83.23
fra,2002,83.87
fra,2003,84.91
fra,2004,84.84
fra,2005,85.64
fra,2006,86.04
fra,2007,86.31
fra,2008,87.2
fra,2009,87.8
fra,2010,88.06
fra,2011,87.57
fra,2012,87.89
fra,2013,88.01
fra,2014,88.66
fra,2015,89
fra,2016,89.1
fra,2017,88.54
fra,2018,89.04
fra,2019,88.97
gab,1991,33.93
gab,1992,34.41
gab,1993,34.97
gab,1994,35.62
gab,1995,36
gab,1996,36.41
gab,1997,37.11
gab,1998,37.76
gab,1999,38.18
gab,2000,38.46
gab,2001,39.15
gab,2002,39.82
gab,2003,40.56
gab,2004,41.08
gab,2005,41.67
gab,2006,42.19
gab,2007,42.95
gab,2008,43.22
gab,2009,43.96
gab,2010,44.31
gab,2011,44.94
gab,2012,45.65
gab,2013,46.37
gab,2014,47.19
gab,2015,48.14
gab,2016,49.03
gab,2017,49.82
gab,2018,50.52
gab,2019,51.52
gbr,1991,82.38
gbr,1992,82.73
gbr,1993,83.11
gbr,1994,84.53
gbr,1995,84.68
gbr,1996,84.87
gbr,1997,85.66
gbr,1998,85.97
gbr,1999,86.68
gbr,2000,87.27
gbr,2001,87.95
gbr,2002,88.5
gbr,2003,89.18
gbr,2004,89.88
gbr,2005,89.89
gbr,2006,89.91
gbr,2007,89.82
gbr,2008,89.86
gbr,2009,91.76
gbr,2010,91.97
gbr,2011,91.83
gbr,2012,91.67
gbr,2013,91.72
gbr,2014,91.35
gbr,2015,91.68
gbr,2016,91.77
gbr,2017,91.68
gbr,2018,91.93
gbr,2019,91.72
geo,1991,42.98
geo,1992,45.41
geo,1993,46.96
geo,1994,46.91
geo,1995,45.33
geo,1996,43.72
geo,1997,43.73
geo,1998,43.39
geo,1999,40.93
geo,2000,38.23
geo,2001,41.33
geo,2002,41.24
geo,2003,38.97
geo,2004,39.49
geo,2005,38.43
geo,2006,38.71
geo,2007,39.75
geo,2008,41.95
geo,2009,44.07
geo,2010,45.82
geo,2011,42.73
geo,2012,44.35
geo,2013,44.88
geo,2014,45.87
geo,2015,47.81
geo,2016,48.33
geo,2017,48.93
geo,2018,52.96
geo,2019,54.33
gha,1991,33.05
gha,1992,33.29
gha,1993,33.53
gha,1994,33.83
gha,1995,34.18
gha,1996,34.57
gha,1997,34.91
gha,1998,35.36
gha,1999,35.79
gha,2000,35.59
gha,2001,35.45
gha,2002,35.31
gha,2003,35.21
gha,2004,35.1
gha,2005,34.97
gha,2006,34.78
gha,2007,36.35
gha,2008,38.2
gha,2009,39.88
gha,2010,41.65
gha,2011,43.65
gha,2012,45.56
gha,2013,47.44
gha,2014,50.32
gha,2015,52.33
gha,2016,53.09
gha,2017,53.7
gha,2018,54.13
gha,2019,54.8
gin,1991,19.65
gin,1992,19.77
gin,1993,19.98
gin,1994,20.34
gin,1995,20.73
gin,1996,21.03
gin,1997,21.39
gin,1998,21.72
gin,1999,22.14
gin,2000,22.52
gin,2001,23.11
gin,2002,23.83
gin,2003,23.8
gin,2004,24.43
gin,2005,24.99
gin,2006,25.49
gin,2007,26.43
gin,2008,27.05
gin,2009,27.35
gin,2010,28.16
gin,2011,28.9
gin,2012,29.83
gin,2013,30.6
gin,2014,31.31
gin,2015,32.08
gin,2016,33.25
gin,2017,34.45
gin,2018,35.35
gin,2019,36.22
gmb,1991,44.02
gmb,1992,44.22
gmb,1993,44.47
gmb,1994,44.79
gmb,1995,45.19
gmb,1996,45.42
gmb,1997,46.16
gmb,1998,46.65
gmb,1999,47.8
gmb,2000,48.73
gmb,2001,49.81
gmb,2002,49.88
gmb,2003,51.22
gmb,2004,52.52
gmb,2005,52.82
gmb,2006,52.81
gmb,2007,53.46
gmb,2008,54.98
gmb,2009,56.26
gmb,2010,57.51
gmb,2011,56.76
gmb,2012,57.74
gmb,2013,58.45
gmb,2014,58.57
gmb,2015,59.43
gmb,2016,60.09
gmb,2017,61.01
gmb,2018,62.06
gmb,2019,62.9
gnb,1991,16.47
gnb,1992,16.68
gnb,1993,16.96
gnb,1994,17.17
gnb,1995,17.43
gnb,1996,18
gnb,1997,17.86
gnb,1998,17.46
gnb,1999,17.86
gnb,2000,18.39
gnb,2001,18.64
gnb,2002,19.14
gnb,2003,19.45
gnb,2004,19.95
gnb,2005,20.65
gnb,2006,21.02
gnb,2007,21.6
gnb,2008,22.3
gnb,2009,22.73
gnb,2010,23.45
gnb,2011,24.29
gnb,2012,24.63
gnb,2013,25.04
gnb,2014,25.33
gnb,2015,26.54
gnb,2016,27.35
gnb,2017,28.39
gnb,2018,28.97
gnb,2019,30.09
gnq,1991,40.4
gnq,1992,40.76
gnq,1993,41.05
gnq,1994,41.62
gnq,1995,42.2
gnq,1996,42.24
gnq,1997,42.5
gnq,1998,42.5
gnq,1999,42.56
gnq,2000,42.89
gnq,2001,42.48
gnq,2002,42.21
gnq,2003,42.08
gnq,2004,41.8
gnq,2005,41.57
gnq,2006,41.54
gnq,2007,41.28
gnq,2008,40.98
gnq,2009,41.21
gnq,2010,41.47
gnq,2011,41.6
gnq,2012,41.85
gnq,2013,42.27
gnq,2014,42.66
gnq,2015,43.3
gnq,2016,43.87
gnq,2017,44.21
gnq,2018,45.13
gnq,2019,45.85
grc,1991,58.04
grc,1992,58.84
grc,1993,59.84
grc,1994,61.05
grc,1995,62.25
grc,1996,62.48
grc,1997,63.55
grc,1998,67.22
grc,1999,67.83
grc,2000,68.22
grc,2001,70.96
grc,2002,71.9
grc,2003,72.4
grc,2004,75.67
grc,2005,76.56
grc,2006,77.29
grc,2007,78.03
grc,2008,79
grc,2009,79.5
grc,2010,79.59
grc,2011,79.86
grc,2012,79.64
grc,2013,79.05
grc,2014,79.51
grc,2015,79.67
grc,2016,80.11
grc,2017,80.35
grc,2018,80.55
grc,2019,81.58
gtm,1991,56.87
gtm,1992,57.12
gtm,1993,57.45
gtm,1994,57.79
gtm,1995,58.08
gtm,1996,58.42
gtm,1997,58.8
gtm,1998,59.22
gtm,1999,58.37
gtm,2000,57.51
gtm,2001,58.97
gtm,2002,59.82
gtm,2003,60.88
gtm,2004,66.09
gtm,2005,65.14
gtm,2006,64.18
gtm,2007,63.69
gtm,2008,63.3
gtm,2009,62.91
gtm,2010,62.49
gtm,2011,67.66
gtm,2012,72.05
gtm,2013,76.28
gtm,2014,71.58
gtm,2015,72.48
gtm,2016,72.2
gtm,2017,72.69
gtm,2018,72.76
gtm,2019,73.15
gum,1991,96.3
gum,1992,96.31
gum,1993,96.32
gum,1994,96.33
gum,1995,96.35
gum,1996,96.37
gum,1997,96.38
gum,1998,96.39
gum,1999,96.41
gum,2000,96.44
gum,2001,96.41
gum,2002,96.39
gum,2003,96.39
gum,2004,96.41
gum,2005,96.42
gum,2006,96.37
gum,2007,96.36
gum,2008,96.32
gum,2009,96.25
gum,2010,96.24
gum,2011,96.29
gum,2012,96.24
gum,2013,96.26
gum,2014,96.29
gum,2015,96.31
gum,2016,96.34
gum,2017,96.36
gum,2018,96.37
gum,2019,96.37
guy,1991,60.75
guy,1992,61.44
guy,1993,60.89
guy,1994,61.52
guy,1995,62.5
guy,1996,62.69
guy,1997,62.56
guy,1998,66.45
guy,1999,70.89
guy,2000,73.97
guy,2001,77.2
guy,2002,80.06
guy,2003,80.43
guy,2004,80.56
guy,2005,80.19
guy,2006,79.6
guy,2007,79.45
guy,2008,79.66
guy,2009,79.57
guy,2010,79.34
guy,2011,79.57
guy,2012,79.63
guy,2013,80.17
guy,2014,80.4
guy,2015,80.76
guy,2016,80.37
guy,2017,80.62
guy,2018,80.77
guy,2019,81.18
hkg,1991,69.85
hkg,1992,72.98
hkg,1993,76.91
hkg,1994,79.89
hkg,1995,80.92
hkg,1996,83.36
hkg,1997,85.38
hkg,1998,87.19
hkg,1999,88.05
hkg,2000,89.35
hkg,2001,90
hkg,2002,90.63
hkg,2003,91.68
hkg,2004,92.57
hkg,2005,93.3
hkg,2006,93.5
hkg,2007,93.97
hkg,2008,94.58
hkg,2009,94.77
hkg,2010,95.05
hkg,2011,95.27
hkg,2012,95.45
hkg,2013,95.61
hkg,2014,95.76
hkg,2015,95.91
hkg,2016,96.03
hkg,2017,96.19
hkg,2018,96.34
hkg,2019,96.46
hnd,1991,68.02
hnd,1992,68.49
hnd,1993,66.36
hnd,1994,64.45
hnd,1995,63.96
hnd,1996,63.31
hnd,1997,65.55
hnd,1998,65.54
hnd,1999,66.67
hnd,2000,67
hnd,2001,67.35
hnd,2002,64.36
hnd,2003,65.82
hnd,2004,68.82
hnd,2005,66.68
hnd,2006,66.48
hnd,2007,68.29
hnd,2008,68.78
hnd,2009,68.78
hnd,2010,68.96
hnd,2011,70.35
hnd,2012,68.15
hnd,2013,71.27
hnd,2014,68.36
hnd,2015,71.64
hnd,2016,72.1
hnd,2017,70.51
hnd,2018,71.14
hnd,2019,72.7
hrv,1991,53.48
hrv,1992,54.05
hrv,1993,54.66
hrv,1994,55.6
hrv,1995,56.71
hrv,1996,57.84
hrv,1997,59.88
hrv,1998,60.88
hrv,1999,61.87
hrv,2000,62.75
hrv,2001,63.56
hrv,2002,64.38
hrv,2003,62.58
hrv,2004,63.63
hrv,2005,63
hrv,2006,67.24
hrv,2007,68.33
hrv,2008,67.98
hrv,2009,69.44
hrv,2010,69.63
hrv,2011,68.29
hrv,2012,71.04
hrv,2013,74.69
hrv,2014,76.66
hrv,2015,77.55
hrv,2016,79.91
hrv,2017,81.36
hrv,2018,79.73
hrv,2019,79.41
hti,1991,73.01
hti,1992,73.07
hti,1993,73.14
hti,1994,73.12
hti,1995,73.42
hti,1996,73.53
hti,1997,73.9
hti,1998,74.14
hti,1999,74.61
hti,2000,75.17
hti,2001,75.66
hti,2002,76.19
hti,2003,76.72
hti,2004,77.08
hti,2005,77.67
hti,2006,78.18
hti,2007,78.7
hti,2008,79.29
hti,2009,79.93
hti,2010,80.74
hti,2011,81.16
hti,2012,81.85
hti,2013,82.38
hti,2014,82.85
hti,2015,83.24
hti,2016,83.75
hti,2017,84.24
hti,2018,84.68
hti,2019,84.9
hun,1991,63.57
hun,1992,64.53
hun,1993,67.86
hun,1994,69.19
hun,1995,70.62
hun,1996,70.58
hun,1997,71.08
hun,1998,70.27
hun,1999,71.41
hun,2000,71.89
hun,2001,71.07
hun,2002,71.78
hun,2003,73.96
hun,2004,74.71
hun,2005,76.19
hun,2006,76.53
hun,2007,76.65
hun,2008,76.77
hun,2009,78.06
hun,2010,77.92
hun,2011,77.52
hun,2012,78.14
hun,2013,78.34
hun,2014,78.21
hun,2015,78.42
hun,2016,78
hun,2017,77.28
hun,2018,77.29
hun,2019,77.17
idn,1991,29.65
idn,1992,29.23
idn,1993,31.59
idn,1994,33.25
idn,1995,40.12
idn,1996,40.01
idn,1997,40
idn,1998,39
idn,1999,38.55
idn,2000,38.3
idn,2001,39.36
idn,2002,38.82
idn,2003,37.3
idn,2004,41.17
idn,2005,39.71
idn,2006,43.52
idn,2007,43.57
idn,2008,44.06
idn,2009,45.65
idn,2010,46.65
idn,2011,48.15
idn,2012,48.96
idn,2013,50.36
idn,2014,51.21
idn,2015,51.63
idn,2016,53.94
idn,2017,54.52
idn,2018,55.5
idn,2019,56.97
ind,1991,12.24
ind,1992,12.44
ind,1993,12.69
ind,1994,12.89
ind,1995,13.01
ind,1996,13.16
ind,1997,13.41
ind,1998,13.61
ind,1999,13.76
ind,2000,13.96
ind,2001,14.25
ind,2002,14.55
ind,2003,14.79
ind,2004,15.03
ind,2005,15.3
ind,2006,15.67
ind,2007,16.09
ind,2008,16.6
ind,2009,17.04
ind,2010,17.49
ind,2011,19.32
ind,2012,21.27
ind,2013,22.21
ind,2014,23.16
ind,2015,24.12
ind,2016,25.11
ind,2017,26.14
ind,2018,27.19
ind,2019,27.96
irl,1991,78.71
irl,1992,79.05
irl,1993,79.34
irl,1994,78.99
irl,1995,79.1
irl,1996,80.01
irl,1997,79.3
irl,1998,80.9
irl,1999,82.1
irl,2000,82.52
irl,2001,83.41
irl,2002,84.82
irl,2003,85.13
irl,2004,85.33
irl,2005,86.81
irl,2006,87.29
irl,2007,87.85
irl,2008,88.56
irl,2009,89.04
irl,2010,89.45
irl,2011,89.69
irl,2012,89.61
irl,2013,89.55
irl,2014,89.83
irl,2015,89.88
irl,2016,89.51
irl,2017,89.71
irl,2018,90.05
irl,2019,89.96
irn,1991,44.82
irn,1992,45.23
irn,1993,45.68
irn,1994,46.34
irn,1995,47.1
irn,1996,47.21
irn,1997,46.35
irn,1998,45.79
irn,1999,44.82
irn,2000,43.59
irn,2001,42.72
irn,2002,41.48
irn,2003,40.14
irn,2004,39.02
irn,2005,38.03
irn,2006,37.32
irn,2007,37.78
irn,2008,41.97
irn,2009,44.01
irn,2010,47.62
irn,2011,48.56
irn,2012,50.72
irn,2013,52.42
irn,2014,53.87
irn,2015,53.38
irn,2016,52.86
irn,2017,53.16
irn,2018,53.41
irn,2019,54.51
irq,1991,57.07
irq,1992,57.54
irq,1993,57.83
irq,1994,58.22
irq,1995,58.5
irq,1996,58.41
irq,1997,57.66
irq,1998,57.61
irq,1999,56.65
irq,2000,56.82
irq,2001,58.12
irq,2002,59.93
irq,2003,60.56
irq,2004,61.12
irq,2005,61.7
irq,2006,61.64
irq,2007,62.33
irq,2008,62.52
irq,2009,63.58
irq,2010,64.11
irq,2011,64.36
irq,2012,64.3
irq,2013,64.83
irq,2014,65.66
irq,2015,66.22
irq,2016,66.12
irq,2017,67.38
irq,2018,68.15
irq,2019,68.77
isl,1991,77.21
isl,1992,80.42
isl,1993,80.52
isl,1994,80.67
isl,1995,81.45
isl,1996,81.66
isl,1997,81.81
isl,1998,78.25
isl,1999,82.39
isl,2000,85.44
isl,2001,85.69
isl,2002,85.61
isl,2003,85.52
isl,2004,85.02
isl,2005,86.21
isl,2006,87.64
isl,2007,88.87
isl,2008,88.98
isl,2009,89.01
isl,2010,90
isl,2011,90.1
isl,2012,90.43
isl,2013,89.75
isl,2014,90.05
isl,2015,91.35
isl,2016,90.88
isl,2017,91.07
isl,2018,91.16
isl,2019,91.26
isr,1991,83.07
isr,1992,83.07
isr,1993,81.32
isr,1994,82.63
isr,1995,83.24
isr,1996,83.83
isr,1997,84.47
isr,1998,85.05
isr,1999,85.6
isr,2000,86.1
isr,2001,86.76
isr,2002,87.3
isr,2003,87.81
isr,2004,88.36
isr,2005,88.78
isr,2006,89.21
isr,2007,89.63
isr,2008,90.05
isr,2009,90.39
isr,2010,90.73
isr,2011,91.1
isr,2012,91.4
isr,2013,90.96
isr,2014,91.3
isr,2015,91.41
isr,2016,91.16
isr,2017,91.32
isr,2018,91.44
isr,2019,91.59
ita,1991,67.54
ita,1992,68.35
ita,1993,69.68
ita,1994,70.35
ita,1995,70.9
ita,1996,72.02
ita,1997,72.88
ita,1998,73.4
ita,1999,74.43
ita,2000,75.11
ita,2001,75.18
ita,2002,75.95
ita,2003,76.42
ita,2004,79.09
ita,2005,79.35
ita,2006,79.95
ita,2007,80.44
ita,2008,81.28
ita,2009,82.46
ita,2010,83.13
ita,2011,83.08
ita,2012,83.57
ita,2013,83.82
ita,2014,84.2
ita,2015,84.27
ita,2016,84.53
ita,2017,84.84
ita,2018,84.5
ita,2019,84.6
jam,1991,71.93
jam,1992,72.37
jam,1993,76.23
jam,1994,76.12
jam,1995,75.78
jam,1996,77
jam,1997,80.02
jam,1998,81.79
jam,1999,83.68
jam,2000,84.55
jam,2001,84.28
jam,2002,83.7
jam,2003,84.86
jam,2004,85.78
jam,2005,86.32
jam,2006,87.03
jam,2007,86.38
jam,2008,86.13
jam,2009,85.98
jam,2010,85.76
jam,2011,85.47
jam,2012,85.47
jam,2013,85.96
jam,2014,86.11
jam,2015,86.4
jam,2016,85.3
jam,2017,84.66
jam,2018,85.07
jam,2019,86.06
jor,1991,81.9
jor,1992,81.82
jor,1993,81.91
jor,1994,82.06
jor,1995,82.19
jor,1996,82.38
jor,1997,82.59
jor,1998,82.8
jor,1999,83.04
jor,2000,83.33
jor,2001,83.66
jor,2002,83.86
jor,2003,82.93
jor,2004,81.32
jor,2005,81.71
jor,2006,81.95
jor,2007,82.01
jor,2008,82.34
jor,2009,82.69
jor,2010,83.14
jor,2011,83.51
jor,2012,83.92
jor,2013,84.41
jor,2014,84.76
jor,2015,85.12
jor,2016,85.44
jor,2017,85.73
jor,2018,86.02
jor,2019,86.27
jpn,1991,64.52
jpn,1992,65.27
jpn,1993,66.54
jpn,1994,67.61
jpn,1995,68.42
jpn,1996,69.08
jpn,1997,69.73
jpn,1998,71.26
jpn,1999,72.12
jpn,2000,72.9
jpn,2001,73.95
jpn,2002,75.3
jpn,2003,76.25
jpn,2004,77.15
jpn,2005,77.87
jpn,2006,78.36
jpn,2007,78.8
jpn,2008,79.31
jpn,2009,80.6
jpn,2010,81.29
jpn,2011,81.77
jpn,2012,82.09
jpn,2013,82.25
jpn,2014,82.32
jpn,2015,82.31
jpn,2016,82.74
jpn,2017,82.86
jpn,2018,82.84
jpn,2019,83.15
kaz,1991,53.01
kaz,1992,53.04
kaz,1993,52.77
kaz,1994,52.95
kaz,1995,53.28
kaz,1996,53.67
kaz,1997,54
kaz,1998,53.94
kaz,1999,54.68
kaz,2000,55.18
kaz,2001,56.08
kaz,2002,55.62
kaz,2003,55.82
kaz,2004,57.65
kaz,2005,57.78
kaz,2006,58.31
kaz,2007,58.32
kaz,2008,59.32
kaz,2009,60.51
kaz,2010,61.17
kaz,2011,62.31
kaz,2012,63.4
kaz,2013,64.59
kaz,2014,68.07
kaz,2015,71.42
kaz,2016,72.4
kaz,2017,73.25
kaz,2018,74.04
kaz,2019,74.92
ken,1991,34.33
ken,1992,34.6
ken,1993,34.91
ken,1994,35.28
ken,1995,35.77
ken,1996,36.15
ken,1997,36.48
ken,1998,36.88
ken,1999,37.01
ken,2000,35.7
ken,2001,34.47
ken,2002,33.13
ken,2003,31.9
ken,2004,30.74
ken,2005,29.59
ken,2006,29.59
ken,2007,29.93
ken,2008,30.28
ken,2009,30.77
ken,2010,31.49
ken,2011,32.23
ken,2012,32.97
ken,2013,33.76
ken,2014,34.58
ken,2015,35.45
ken,2016,36.32
ken,2017,37.23
ken,2018,38.14
ken,2019,39.04
kgz,1991,43.18
kgz,1992,44.27
kgz,1993,44.72
kgz,1994,43.43
kgz,1995,40.33
kgz,1996,41.86
kgz,1997,41.36
kgz,1998,40.89
kgz,1999,38.42
kgz,2000,37.97
kgz,2001,38.16
kgz,2002,43.9
kgz,2003,47.12
kgz,2004,50.41
kgz,2005,52.4
kgz,2006,53.91
kgz,2007,55.18
kgz,2008,55.24
kgz,2009,56.22
kgz,2010,57.14
kgz,2011,58.1
kgz,2012,59.04
kgz,2013,56.04
kgz,2014,53.89
kgz,2015,57.27
kgz,2016,60.81
kgz,2017,64.85
kgz,2018,65.8
kgz,2019,66.32
khm,1991,12.63
khm,1992,12.84
khm,1993,12.88
khm,1994,12.88
khm,1995,12.96
khm,1996,13.34
khm,1997,13.64
khm,1998,14.02
khm,1999,14.53
khm,2000,15.49
khm,2001,18.69
khm,2002,20.01
khm,2003,20.88
khm,2004,22.38
khm,2005,23.46
khm,2006,24.77
khm,2007,26.17
khm,2008,25.93
khm,2009,25.85
khm,2010,25.83
khm,2011,25.79
khm,2012,28.03
khm,2013,30.48
khm,2014,29.07
khm,2015,31.07
khm,2016,35.23
khm,2017,35.28
khm,2018,35.95
khm,2019,37.14
kor,1991,52.74
kor,1992,55.28
kor,1993,58.39
kor,1994,60.69
kor,1995,62.32
kor,1996,64.1
kor,1997,66.25
kor,1998,67.25
kor,1999,68.26
kor,2000,68.66
kor,2001,70.19
kor,2002,71.34
kor,2003,71.96
kor,2004,73.16
kor,2005,74.95
kor,2006,75.92
kor,2007,76.53
kor,2008,77.25
kor,2009,78.73
kor,2010,78.77
kor,2011,78.86
kor,2012,79.71
kor,2013,77.82
kor,2014,80.61
kor,2015,80.87
kor,2016,81.69
kor,2017,81.55
kor,2018,81.77
kor,2019,82.36
kwt,1991,97.09
kwt,1992,97.06
kwt,1993,96.97
kwt,1994,96.99
kwt,1995,97.04
kwt,1996,97.1
kwt,1997,97.17
kwt,1998,97.26
kwt,1999,97.33
kwt,2000,97.38
kwt,2001,97.5
kwt,2002,97.59
kwt,2003,97.64
kwt,2004,97.7
kwt,2005,97.78
kwt,2006,97.45
kwt,2007,96.99
kwt,2008,96.3
kwt,2009,96.42
kwt,2010,96.5
kwt,2011,96.57
kwt,2012,96.54
kwt,2013,96.56
kwt,2014,96.6
kwt,2015,96.68
kwt,2016,96.76
kwt,2017,96.88
kwt,2018,96.93
kwt,2019,97
lao,1991,7.16
lao,1992,7.25
lao,1993,7.43
lao,1994,7.57
lao,1995,7.91
lao,1996,8.42
lao,1997,8.99
lao,1998,9.71
lao,1999,10.18
lao,2000,10.88
lao,2001,11.57
lao,2002,12.18
lao,2003,13.01
lao,2004,13.99
lao,2005,14.9
lao,2006,15.51
lao,2007,16.62
lao,2008,17.81
lao,2009,18.65
lao,2010,19.73
lao,2011,20.48
lao,2012,21.24
lao,2013,22.13
lao,2014,23.13
lao,2015,23.93
lao,2016,24.6
lao,2017,25.38
lao,2018,26.18
lao,2019,27.09
lbn,1991,64.95
lbn,1992,64.7
lbn,1993,64.57
lbn,1994,64.65
lbn,1995,64.79
lbn,1996,64.77
lbn,1997,65.34
lbn,1998,65.75
lbn,1999,66.53
lbn,2000,67.28
lbn,2001,67.88
lbn,2002,68.49
lbn,2003,69.08
lbn,2004,69.44
lbn,2005,69.99
lbn,2006,70.81
lbn,2007,71.14
lbn,2008,71.43
lbn,2009,71.6
lbn,2010,71.79
lbn,2011,72.34
lbn,2012,72.74
lbn,2013,73.07
lbn,2014,73.53
lbn,2015,74.08
lbn,2016,74.63
lbn,2017,75.33
lbn,2018,76.26
lbn,2019,77.59
lbr,1991,33.55
lbr,1992,33.19
lbr,1993,32.83
lbr,1994,32.67
lbr,1995,33.82
lbr,1996,34.65
lbr,1997,36.35
lbr,1998,37.63
lbr,1999,38.8
lbr,2000,40.46
lbr,2001,41.18
lbr,2002,42.08
lbr,2003,40.83
lbr,2004,41.31
lbr,2005,42.07
lbr,2006,43.1
lbr,2007,44.35
lbr,2008,45.32
lbr,2009,46.18
lbr,2010,47.13
lbr,2011,48.31
lbr,2012,49.53
lbr,2013,50.82
lbr,2014,51.41
lbr,2015,51.95
lbr,2016,52.64
lbr,2017,53.37
lbr,2018,53.93
lbr,2019,54.51
lby,1991,45.49
lby,1992,45.92
lby,1993,46.38
lby,1994,46.66
lby,1995,47.54
lby,1996,48
lby,1997,48.69
lby,1998,49.6
lby,1999,50.16
lby,2000,50.57
