geo,time,ic_bus_ndns_zs
mys,2018,2.36613
mys,2019,2.29753
mys,2020,2.13053
nam,2006,0.59511
nam,2007,0.61216
nam,2008,0.82886
nam,2009,0.72259
nam,2010,0.60301
nam,2011,0.65579
nam,2012,0.81313
nam,2013,0.79127
nam,2014,0.82548
nam,2015,0.8923
nam,2016,1.00554
nam,2017,0.79814
nam,2018,1.95795
nam,2019,0.77836
nam,2020,0.56286
ner,2016,0.07756
ner,2017,0.07426
ner,2018,0.08748
nga,2006,0.45328
nga,2007,0.59228
nga,2008,0.7995
nga,2009,0.79211
nga,2010,0.77133
nga,2011,0.83708
nga,2012,0.91462
nga,2013,0.81678
nga,2014,0.76873
nga,2015,0.73189
nga,2016,0.76269
nga,2017,0.77291
nga,2018,0.82537
nga,2019,0.84295
nga,2020,0.88397
nld,2016,2.84415
nld,2017,2.87846
nld,2018,2.96768
nld,2019,2.97461
nld,2020,3.10279
nor,2006,11.35424
nor,2007,6.55857
nor,2008,5.50982
nor,2009,4.01498
nor,2010,4.30216
nor,2011,4.95472
nor,2012,7.72076
nor,2013,7.84538
nor,2014,7.65146
nor,2015,7.83003
nor,2016,8.12975
nor,2017,8.64836
nor,2018,8.62357
nor,2019,8.66404
nor,2020,9.44276
npl,2006,0.37697
npl,2007,0.47404
npl,2008,0.55216
npl,2009,0.6321
npl,2010,0.61489
npl,2011,0.62633
npl,2012,0.65108
npl,2013,0.57905
npl,2014,0.73421
npl,2015,0.75395
npl,2016,1.01759
npl,2017,1.10683
npl,2018,1.34259
npl,2019,0.97785
npl,2020,1.35782
nzl,2006,24.39187
nzl,2007,25.0383
nzl,2008,18.83794
nzl,2009,16.8799
nzl,2010,15.6235
nzl,2011,14.5281
nzl,2012,15.07499
nzl,2013,15.53851
nzl,2014,16.50668
nzl,2015,17.36626
nzl,2016,18.91554
nzl,2017,18.5237
nzl,2018,17.78324
nzl,2019,16.54848
nzl,2020,17.88356
omn,2006,1.45919
omn,2007,2.09777
omn,2008,2.26407
omn,2009,1.79038
omn,2010,1.74949
omn,2011,2.15584
omn,2012,1.96289
omn,2013,1.58698
omn,2014,1.16279
omn,2015,2.0739
omn,2016,2.25776
omn,2017,1.64591
omn,2018,1.49058
omn,2019,1.73976
omn,2020,1.51538
pak,2006,0.04456
pak,2007,0.03524
pak,2008,0.03523
pak,2009,0.02386
pak,2010,0.02753
pak,2011,0.03144
pak,2012,0.03569
pak,2013,0.03482
pak,2014,0.04031
pak,2015,0.04519
pak,2016,0.05498
pak,2017,0.07688
pak,2018,0.10132
pak,2019,0.12155
pak,2020,0.14728
pan,2013,12.22548
pan,2014,11.71595
pan,2015,10.2926
pan,2016,8.7916
pan,2017,6.79464
pan,2018,5.69279
pan,2019,5.86923
pan,2020,4.22132
per,2006,2.13952
per,2007,2.66363
per,2008,3.08161
per,2009,3.05759
per,2010,3.2588
per,2011,3.81225
per,2012,3.97242
per,2013,3.89759
per,2014,3.83461
per,2015,4.04082
per,2016,3.75277
per,2017,3.84144
per,2018,3.77267
per,2019,4.11574
per,2020,3.7967
phl,2006,0.25339
phl,2007,0.22799
phl,2008,0.24379
phl,2009,0.20173
phl,2010,0.20148
phl,2011,0.29454
phl,2012,0.3052
phl,2013,0.32672
phl,2014,0.33344
phl,2015,0.33286
phl,2016,0.34146
phl,2017,0.36449
phl,2018,0.29475
phl,2019,0.31453
phl,2020,0.21468
pol,2006,0.48666
pol,2007,0.50971
pol,2008,0.46729
pol,2009,0.53064
pol,2010,0.66794
pol,2011,0.71427
pol,2012,0.91877
pol,2013,1.11561
pol,2014,1.13354
pol,2015,1.52527
pol,2016,1.66419
pol,2017,1.50235
pol,2018,1.44023
pol,2019,1.58944
pol,2020,1.64153
pri,2015,2.11894
pri,2016,2.50816
pri,2017,2.68733
pri,2018,4.11632
pri,2019,5.06134
pri,2020,5.53793
prt,2006,4.51227
prt,2007,4.9255
prt,2008,4.44858
prt,2009,4.03604
prt,2010,4.06149
prt,2011,4.56658
prt,2012,4.0106
prt,2013,4.67088
prt,2014,4.68252
prt,2015,5.056
prt,2016,5.01687
prt,2017,5.63111
prt,2018,6.49098
prt,2019,7.07788
prt,2020,5.45493
pry,2019,0.22509
pry,2020,0.04928
qat,2006,4.48867
qat,2007,4.14123
qat,2008,3.58804
qat,2009,2.84314
qat,2010,3.15992
qat,2011,3.45847
qat,2012,3.05894
qat,2013,2.97977
qat,2014,3.41182
qat,2015,2.55942
qat,2016,5.08904
qat,2017,6.06193
qat,2018,6.26302
rou,2006,6.34761
rou,2007,7.12409
rou,2008,7.11152
rou,2009,4.04967
rou,2010,3.73605
rou,2011,4.78127
rou,2012,4.49935
rou,2013,4.43413
rou,2014,4.17538
rou,2015,4.81543
rou,2016,5.58457
rou,2017,7.53509
rou,2018,7.3185
rou,2019,7.46132
rou,2020,6.23169
rus,2006,4.11363
rus,2007,3.95148
rus,2008,4.05254
rus,2009,2.50144
rus,2010,2.51282
rus,2011,1.53375
rus,2012,3.8966
rus,2013,3.92624
rus,2014,4.23452
rus,2015,4.54921
rus,2016,4.36327
rus,2017,3.9662
rus,2018,3.25969
rus,2019,2.92382
rus,2020,2.25507
rwa,2006,0.04949
rwa,2007,0.0611
rwa,2008,0.08126
rwa,2009,0.24042
rwa,2010,0.64891
rwa,2011,1.04775
rwa,2012,1.43619
rwa,2013,1.52398
rwa,2014,1.59425
rwa,2015,1.53323
rwa,2016,1.52076
rwa,2017,1.46468
rwa,2018,1.50184
rwa,2019,1.7377
rwa,2020,2.16599
sau,2006,0.20685
sau,2007,0.24579
sau,2008,0.28213
sau,2009,0.29073
sau,2010,0.3121
sau,2011,0.344
sau,2012,0.41926
sau,2013,0.42518
sau,2014,0.45774
sau,2015,0.48943
sau,2016,0.45771
sau,2017,0.46046
sau,2018,0.50179
sau,2019,0.70661
sau,2020,0.63685
sen,2006,0.17434
sen,2007,0.49078
sen,2008,0.26622
sen,2009,0.34116
sen,2010,0.25805
sen,2011,0.26118
sen,2012,0.27214
sen,2013,0.28771
sen,2014,0.31161
sen,2015,0.418
sen,2016,0.4259
sen,2017,0.44875
sen,2018,0.46892
sen,2019,0.48637
sen,2020,0.47118
sgp,2006,5.84801
sgp,2007,6.78184
sgp,2008,6.28769
sgp,2009,6.21901
sgp,2010,6.87466
sgp,2011,7.30925
sgp,2012,7.56659
sgp,2013,8.21647
sgp,2014,8.9366
sgp,2015,7.86058
sgp,2016,8.01292
sgp,2017,8.57864
sgp,2018,10.01172
sgp,2019,10.19289
sgp,2020,9.98689
sle,2006,0.10748
sle,2007,0.11758
sle,2008,0.16941
sle,2009,0.20449
sle,2010,0.26168
sle,2011,0.23432
sle,2012,0.29363
sle,2013,0.27966
sle,2014,0.17741
sle,2015,0.24952
sle,2016,0.26662
sle,2017,0.29581
sle,2018,0.46239
slv,2006,0.51872
slv,2007,0.55556
slv,2008,0.49448
slv,2009,0.47356
slv,2010,0.49026
slv,2011,0.46393
slv,2012,0.47681
slv,2013,0.50393
slv,2014,0.52089
slv,2015,0.53416
slv,2016,0.54336
slv,2017,0.52197
slv,2018,0.56939
slv,2019,0.62703
slv,2020,0.42163
srb,2006,2.21581
srb,2007,2.27909
srb,2008,2.20332
srb,2009,1.97562
srb,2010,1.88443
srb,2011,1.69395
srb,2012,1.74388
srb,2013,1.7693
srb,2014,1.68589
srb,2015,1.67091
srb,2016,1.7631
srb,2017,1.86338
srb,2018,1.88253
srb,2019,1.97927
srb,2020,1.99337
ssd,2006,0.08006
ssd,2007,0.2685
ssd,2008,0.69875
ssd,2009,0.51789
ssd,2010,0.1854
ssd,2011,0.85212
ssd,2012,0.82083
ssd,2013,0.65401
ssd,2014,0.34532
ssd,2015,0.13092
ssd,2016,0.30005
stp,2013,2.83644
stp,2014,3.00964
stp,2015,2.93682
stp,2016,3.28198
stp,2017,2.65318
stp,2018,2.31049
stp,2019,2.2364
stp,2020,2.21394
sur,2006,0.3578
sur,2007,0.33636
sur,2008,0.51258
sur,2009,0.42342
sur,2010,0.62779
sur,2011,1.15543
sur,2012,1.65952
sur,2013,1.66163
sur,2014,1.3704
sur,2015,1.12521
sur,2016,1.41112
sur,2017,2.29228
sur,2018,2.34389
sur,2019,2.46275
sur,2020,2.2969
svk,2006,3.49946
svk,2007,4.1356
svk,2008,4.53545
svk,2009,4.06266
svk,2010,4.4998
svk,2011,4.88777
svk,2012,5.13826
svk,2013,6.9086
svk,2014,3.3415
svk,2015,3.24565
svk,2016,4.74091
svk,2017,5.23504
svk,2018,5.25363
svk,2019,5.52081
svk,2020,5.12924
svn,2006,2.75341
svn,2007,3.49791
svn,2008,4.30959
svn,2009,4.11108
svn,2010,3.83145
svn,2011,4.06754
svn,2012,4.37895
svn,2013,4.34439
svn,2014,4.46337
svn,2015,3.94355
svn,2016,3.07572
svn,2017,3.30463
svn,2018,3.03747
svn,2019,2.89413
svn,2020,2.4244
swe,2006,4.0321
swe,2007,4.68382
swe,2008,4.56761
swe,2009,4.00219
swe,2010,5.67008
swe,2011,7.15958
swe,2012,6.38849
swe,2013,6.36588
swe,2014,6.82983
swe,2015,7.36987
swe,2016,7.98717
swe,2017,7.72067
swe,2018,7.18919
swe,2019,7.25662
swe,2020,8.97905
swz,2006,3.59153
swz,2007,2.82492
swz,2008,2.63915
swz,2009,2.72241
swz,2010,2.60769
swz,2011,2.4114
swz,2012,2.60589
swz,2013,3.16125
swz,2014,3.86057
swz,2015,3.78529
swz,2016,3.86823
swz,2017,3.41288
swz,2018,3.99334
swz,2019,4.29994
swz,2020,4.35944
syc,2006,1.95742
syc,2007,6.33324
syc,2008,6.41036
syc,2009,2.36454
syc,2010,2.03223
syc,2011,1.88819
syc,2012,2.67948
syc,2013,1.97578
syc,2014,1.74304
syc,2015,2.18539
syc,2016,1.69017
syc,2017,1.54032
syc,2018,2.50966
syc,2019,2.34924
syc,2020,1.62401
tcd,2012,0.12858
tcd,2013,0.13901
tcd,2014,0.13722
tcd,2015,0.10947
tcd,2016,0.0966
tcd,2017,0.10361
tcd,2018,0.11257
tgo,2009,0.15138
tgo,2010,0.16006
tgo,2011,0.17108
tgo,2012,0.19559
tgo,2013,0.19378
tgo,2014,0.27635
tgo,2015,0.42259
tgo,2016,0.39995
tgo,2017,0.41347
tgo,2018,0.58771
tgo,2019,0.74812
tgo,2020,0.9435
tha,2006,0.64275
tha,2007,0.53218
tha,2008,0.58035
tha,2009,0.57327
tha,2010,0.6561
tha,2011,0.69502
tha,2012,0.84037
tha,2013,0.9108
tha,2014,0.88995
tha,2015,0.91301
tha,2016,0.99385
tha,2017,1.12664
tha,2018,1.46258
tha,2019,1.45076
tha,2020,1.28735
tjk,2006,0.21532
tjk,2007,0.21043
tjk,2008,0.24922
tjk,2009,0.41565
tjk,2010,0.47416
tjk,2011,0.2637
tjk,2012,0.26334
tjk,2013,1.12219
tjk,2014,0.29889
tjk,2015,0.23535
tjk,2016,0.18647
tjk,2017,0.14744
tjk,2018,0.15169
tls,2008,0.73788
tls,2009,2.05501
tls,2010,7.60888
tls,2011,3.67758
tls,2012,2.72781
tls,2013,5.62647
tls,2014,4.42867
ton,2006,1.88092
ton,2007,2.50317
ton,2008,1.76867
ton,2009,1.78538
ton,2010,2.35039
ton,2011,1.96334
ton,2012,1.95798
ton,2013,1.92064
ton,2014,1.11984
ton,2015,1.22315
ton,2016,0.83678
ton,2017,0.45441
ton,2018,0.52887
ton,2019,0.6814
ton,2020,0.71777
tto,2006,3.69269
tto,2007,3.7772
tto,2008,3.7062
tto,2009,2.86559
tto,2010,3.57681
tto,2011,4.04502
tto,2012,3.63377
tto,2013,4.55845
tto,2014,4.91383
tto,2015,5.41128
tto,2016,4.54266
tto,2017,4.05398
tto,2018,4.3006
tto,2019,4.71253
tto,2020,4.53645
tun,2006,0.9222
tun,2007,1.28029
tun,2008,1.161
tun,2009,1.25906
tun,2010,1.53815
tun,2011,1.52039
tun,2012,1.6734
tun,2013,1.67876
tun,2014,1.57294
tun,2015,1.52167
tun,2016,1.6156
tun,2017,1.50168
tun,2018,1.68209
tun,2019,2.00024
tur,2014,1.04036
tur,2015,1.2503
tur,2016,1.1784
tur,2017,1.3201
tur,2018,1.51469
tur,2019,1.48097
tur,2020,1.77489
tza,2006,0.17994
tza,2007,0.19783
tza,2008,0.23149
tza,2009,0.22139
tza,2010,0.29128
tza,2011,0.3165
tza,2012,0.32827
tza,2013,0.3395
tza,2014,0.33314
tza,2015,0.32717
tza,2016,0.29653
tza,2017,0.22409
tza,2018,0.17578
uga,2006,0.51336
uga,2007,0.52247
uga,2008,0.5653
uga,2009,0.61817
uga,2010,0.65968
uga,2011,0.89025
uga,2012,0.97761
uga,2013,0.8701
uga,2014,0.91044
uga,2015,0.95954
uga,2016,0.90282
uga,2017,0.83379
uga,2018,0.86338
ukr,2006,0.94957
ukr,2007,1.17455
ukr,2008,0.96918
ukr,2009,0.66779
ukr,2010,0.97714
ukr,2011,1.07759
ukr,2012,0.93049
ukr,2013,1.1114
ukr,2014,1.06353
ukr,2015,1.2213
ukr,2016,1.5576
ukr,2017,1.67906
ury,2006,1.97151
ury,2007,2.25022
ury,2008,2.07604
ury,2009,1.507
ury,2010,2.06851
ury,2011,2.32067
ury,2012,3.64073
ury,2013,2.80476
ury,2014,2.87175
ury,2015,2.08877
ury,2016,1.78261
ury,2017,1.83502
ury,2018,1.51248
ury,2019,1.50427
ury,2020,2.29088
uzb,2006,0.53512
uzb,2007,0.56027
uzb,2008,0.54914
uzb,2009,0.75485
uzb,2010,0.79654
uzb,2011,0.84899
uzb,2012,0.66368
uzb,2013,0.85074
uzb,2014,0.84037
uzb,2015,0.89606
uzb,2016,1.01886
uzb,2017,1.20281
uzb,2018,1.62393
uzb,2019,2.71893
uzb,2020,2.713
vct,2006,2.26225
vct,2007,2.97737
vct,2008,2.36029
vct,2009,1.84434
vct,2010,1.94719
vct,2011,1.87078
vct,2012,1.76443
vct,2013,1.83692
vct,2014,1.71654
vct,2015,1.62651
vct,2016,1.6015
vct,2017,2.35697
vct,2018,5.53491
vct,2019,3.77278
vct,2020,4.26949
vnm,2011,0.87773
vnm,2012,0.81285
vnm,2013,0.88153
vnm,2014,0.88133
vnm,2015,1.13281
vnm,2016,1.32992
vnm,2017,1.54991
vnm,2018,1.60909
vnm,2019,1.66716
vnm,2020,1.66123
vut,2006,0.42937
vut,2007,0.56724
vut,2008,0.50743
vut,2009,0.17263
vut,2010,0.63632
vut,2011,0.52839
vut,2012,0.48579
vut,2013,0.36436
vut,2014,0.57945
vut,2015,0.53516
vut,2016,0.81373
vut,2017,1.02402
vut,2018,1.53278
wsm,2006,0.43526
wsm,2007,0.36195
wsm,2008,0.54159
wsm,2009,0.77511
wsm,2010,0.89118
wsm,2011,0.93694
wsm,2012,0.81556
wsm,2013,0.87295
wsm,2014,1.0695
wsm,2015,1.17637
wsm,2016,0.99629
wsm,2017,1.24431
wsm,2018,1.12949
wsm,2019,1.10872
wsm,2020,0.71604
zaf,2006,9.73638
zaf,2007,10.20695
zaf,2008,8.85468
zaf,2009,8.45961
zaf,2010,6.15798
zaf,2011,5.30333
zaf,2012,6.37126
zaf,2013,6.79524
zaf,2014,6.57504
zaf,2015,8.67782
zaf,2016,10.20707
zaf,2019,10.65838
zaf,2020,12.49758
zmb,2006,0.60278
zmb,2007,0.8763
zmb,2008,0.92749
zmb,2009,0.77365
zmb,2010,0.92255
zmb,2011,1.09145
zmb,2012,1.20033
zmb,2013,1.23118
zmb,2014,1.18718
zmb,2015,1.1117
zmb,2016,1.04108
zmb,2017,1.06218
zmb,2018,1.11412
zmb,2019,1.00673
zmb,2020,1.07476
zwe,2011,1.20044
zwe,2012,1.31545
zwe,2013,1.3361
zwe,2014,1.27373
zwe,2015,1.20041
zwe,2016,1.06297
zwe,2017,1.22658
zwe,2018,2.12996
zwe,2019,3.11499
zwe,2020,2.47663
