geo,time,sl_agr_empl_zs
dza,2004,20.1
dza,2005,18.54
dza,2006,17.06
dza,2007,15.63
dza,2008,14.33
dza,2009,13.03
dza,2010,11.87
dza,2011,10.77
dza,2012,10.69
dza,2013,10.59
dza,2014,10.49
dza,2015,10.38
dza,2016,10.28
dza,2017,10.16
dza,2018,9.88
dza,2019,9.6
ecu,1991,29.73
ecu,1992,29.79
ecu,1993,29.55
ecu,1994,29.42
ecu,1995,29.34
ecu,1996,29.37
ecu,1997,29.11
ecu,1998,29.08
ecu,1999,29.54
ecu,2000,29.83
ecu,2001,29.65
ecu,2002,29.71
ecu,2003,29.8
ecu,2004,30.44
ecu,2005,30.35
ecu,2006,29.62
ecu,2007,28.49
ecu,2008,27.96
ecu,2009,28.54
ecu,2010,27.88
ecu,2011,27.91
ecu,2012,27.98
ecu,2013,26.65
ecu,2014,25.28
ecu,2015,26.19
ecu,2016,26.94
ecu,2017,27.69
ecu,2018,28.83
ecu,2019,29.74
egy,1991,39.02
egy,1992,38.46
egy,1993,35.29
egy,1994,35.18
egy,1995,33.99
egy,1996,32.72
egy,1997,31.38
egy,1998,29.8
egy,1999,28.7
egy,2000,29.63
egy,2001,28.54
egy,2002,27.52
egy,2003,29.87
egy,2004,31.83
egy,2005,30.94
egy,2006,31.23
egy,2007,31.76
egy,2008,31.69
egy,2009,29.96
egy,2010,28.28
egy,2011,29.24
egy,2012,27.07
egy,2013,27.96
egy,2014,27.55
egy,2015,25.82
egy,2016,25.57
egy,2017,25.05
egy,2018,21.66
egy,2019,20.62
eri,1991,71.82
eri,1992,71.4
eri,1993,70.89
eri,1994,70.27
eri,1995,69.84
eri,1996,69.23
eri,1997,68.62
eri,1998,68.25
eri,1999,68
eri,2000,67.97
eri,2001,67.53
eri,2002,67.45
eri,2003,67.76
eri,2004,67.83
eri,2005,67.79
eri,2006,67.86
eri,2007,67.72
eri,2008,68.06
eri,2009,67.68
eri,2010,67.31
eri,2011,66.54
eri,2012,66.1
eri,2013,66.34
eri,2014,64.94
eri,2015,65.48
eri,2016,64.66
eri,2017,64.89
eri,2018,63.76
eri,2019,63.12
esp,1991,10.22
esp,1992,9.96
esp,1993,9.78
esp,1994,9.49
esp,1995,8.99
esp,1996,8.36
esp,1997,8.04
esp,1998,7.7
esp,1999,7.21
esp,2000,6.69
esp,2001,6.56
esp,2002,6.01
esp,2003,5.71
esp,2004,5.48
esp,2005,5.3
esp,2006,4.81
esp,2007,4.52
esp,2008,4.05
esp,2009,4.13
esp,2010,4.2
esp,2011,4.1
esp,2012,4.22
esp,2013,4.3
esp,2014,4.24
esp,2015,4.12
esp,2016,4.22
esp,2017,4.35
esp,2018,4.2
esp,2019,4.03
est,1991,19.25
est,1992,18.09
est,1993,16
est,1994,14.15
est,1995,10.18
est,1996,9.72
est,1997,9.69
est,1998,9.3
est,1999,8.58
est,2000,6.36
est,2001,6.34
est,2002,6.6
est,2003,6.24
est,2004,5.06
est,2005,5.19
est,2006,5.06
est,2007,4.78
est,2008,3.9
est,2009,4.05
est,2010,4.22
est,2011,4.41
est,2012,4.49
est,2013,4.26
est,2014,3.86
est,2015,3.9
est,2016,3.89
est,2017,3.53
est,2018,3.29
est,2019,3.17
eth,1991,76.85
eth,1992,77.05
eth,1993,76.8
eth,1994,76.76
eth,1995,76.61
eth,1996,76.28
eth,1997,76.24
eth,1998,76.46
eth,1999,76.36
eth,2000,76.7
eth,2001,76.92
eth,2002,77.41
eth,2003,78.01
eth,2004,77.92
eth,2005,78.12
eth,2006,77.43
eth,2007,76.65
eth,2008,75.83
eth,2009,75.04
eth,2010,74.04
eth,2011,73.04
eth,2012,72.11
eth,2013,71.03
eth,2014,70.21
eth,2015,69.4
eth,2016,68.64
eth,2017,67.9
eth,2018,67.29
eth,2019,66.63
fin,1991,8.43
fin,1992,8.37
fin,1993,8.28
fin,1994,8.04
fin,1995,7.76
fin,1996,7.89
fin,1997,7.78
fin,1998,7.11
fin,1999,6.38
fin,2000,6.21
fin,2001,5.84
fin,2002,5.53
fin,2003,5.28
fin,2004,5.01
fin,2005,4.83
fin,2006,4.67
fin,2007,4.54
fin,2008,4.52
fin,2009,4.63
fin,2010,4.44
fin,2011,4.23
fin,2012,4.16
fin,2013,4.13
fin,2014,4.26
fin,2015,4.22
fin,2016,3.87
fin,2017,3.76
fin,2018,3.71
fin,2019,3.78
fji,1991,34.41
fji,1992,34.09
fji,1993,33.82
fji,1994,33.58
fji,1995,33.18
fji,1996,32.79
fji,1997,32.4
fji,1998,32.03
fji,1999,31.74
fji,2000,31.08
fji,2001,30.29
fji,2002,29.84
fji,2003,29.34
fji,2004,28.75
fji,2005,28.25
fji,2006,27.57
fji,2007,27.07
fji,2008,26.11
fji,2009,25.36
fji,2010,24.44
fji,2011,23.72
fji,2012,22.97
fji,2013,22.09
fji,2014,20.85
fji,2015,19.88
fji,2016,19.09
fji,2017,18.48
fji,2018,17.98
fji,2019,17.61
fra,1991,6.03
fra,1992,5.73
fra,1993,5.46
fra,1994,5.19
fra,1995,4.89
fra,1996,4.82
fra,1997,4.64
fra,1998,4.41
fra,1999,4.24
fra,2000,4.14
fra,2001,4.07
fra,2002,4.13
fra,2003,4.25
fra,2004,3.87
fra,2005,3.64
fra,2006,3.73
fra,2007,3.45
fra,2008,2.74
fra,2009,2.93
fra,2010,2.91
fra,2011,2.91
fra,2012,2.92
fra,2013,3.08
fra,2014,2.85
fra,2015,2.71
fra,2016,2.86
fra,2017,2.61
fra,2018,2.5
fra,2019,2.53
gab,1991,44.24
gab,1992,44.02
gab,1993,43.52
gab,1994,42.97
gab,1995,42.36
gab,1996,41.8
gab,1997,41.15
gab,1998,40.57
gab,1999,40.47
gab,2000,40.11
gab,2001,39.57
gab,2002,39.12
gab,2003,38.57
gab,2004,38.1
gab,2005,37.55
gab,2006,37.23
gab,2007,36.56
gab,2008,36.29
gab,2009,35.87
gab,2010,35.18
gab,2011,34.51
gab,2012,33.91
gab,2013,33.3
gab,2014,32.72
gab,2015,32.14
gab,2016,31.6
gab,2017,31.11
gab,2018,30.59
gab,2019,29.96
gbr,1991,2.16
gbr,1992,2.11
gbr,1993,2.05
gbr,1994,2.08
gbr,1995,2.05
gbr,1996,1.95
gbr,1997,1.85
gbr,1998,1.72
gbr,1999,1.55
gbr,2000,1.54
gbr,2001,1.39
gbr,2002,1.39
gbr,2003,1.25
gbr,2004,1.28
gbr,2005,1.38
gbr,2006,1.35
gbr,2007,1.37
gbr,2008,1.08
gbr,2009,1.11
gbr,2010,1.22
gbr,2011,1.22
gbr,2012,1.19
gbr,2013,1.06
gbr,2014,1.26
gbr,2015,1.14
gbr,2016,1.13
gbr,2017,1.16
gbr,2018,1.07
gbr,2019,1.05
geo,1991,47.04
geo,1992,47.73
geo,1993,48.45
geo,1994,48.59
geo,1995,48.54
geo,1996,48.72
geo,1997,48.32
geo,1998,48.55
geo,1999,52.25
geo,2000,52.17
geo,2001,52.79
geo,2002,53.77
geo,2003,54.9
geo,2004,54
geo,2005,54.34
geo,2006,55.3
geo,2007,53.43
geo,2008,51.31
geo,2009,49.35
geo,2010,48.09
geo,2011,48.62
geo,2012,47.13
geo,2013,47.33
geo,2014,46.06
geo,2015,44.05
geo,2016,43.81
geo,2017,43.13
geo,2018,38.9
geo,2019,38.15
gha,1991,57.12
gha,1992,56.94
gha,1993,56.68
gha,1994,56.49
gha,1995,56.24
gha,1996,55.97
gha,1997,55.66
gha,1998,55.3
gha,1999,54.95
gha,2000,55.03
gha,2001,55.1
gha,2002,55.12
gha,2003,55.1
gha,2004,55.05
gha,2005,54.96
gha,2006,54.93
gha,2007,53.94
gha,2008,52.63
gha,2009,51.51
gha,2010,50.11
gha,2011,48.36
gha,2012,46.85
gha,2013,45.38
gha,2014,40.41
gha,2015,35.18
gha,2016,33.89
gha,2017,32.57
gha,2018,31.05
gha,2019,29.75
gin,1991,73.44
gin,1992,73.34
gin,1993,73.16
gin,1994,73
gin,1995,72.79
gin,1996,72.57
gin,1997,72.29
gin,1998,72.03
gin,1999,71.7
gin,2000,71.42
gin,2001,70.99
gin,2002,70.45
gin,2003,70.07
gin,2004,69.69
gin,2005,69.26
gin,2006,68.93
gin,2007,68.28
gin,2008,67.76
gin,2009,67.59
gin,2010,67.03
gin,2011,66.38
gin,2012,65.7
gin,2013,65.12
gin,2014,64.55
gin,2015,63.98
gin,2016,62.99
gin,2017,62.03
gin,2018,61.32
gin,2019,60.65
gmb,1991,37.7
gmb,1992,37.57
gmb,1993,37.43
gmb,1994,37.35
gmb,1995,37.22
gmb,1996,37.03
gmb,1997,36.69
gmb,1998,36.38
gmb,1999,35.88
gmb,2000,35.37
gmb,2001,34.79
gmb,2002,34.77
gmb,2003,34.14
gmb,2004,33.48
gmb,2005,33.39
gmb,2006,33.19
gmb,2007,32.76
gmb,2008,32.14
gmb,2009,31.49
gmb,2010,30.89
gmb,2011,31.11
gmb,2012,30.54
gmb,2013,30.11
gmb,2014,29.92
gmb,2015,29.39
gmb,2016,28.99
gmb,2017,28.41
gmb,2018,27.71
gmb,2019,27.03
gnb,1991,68.6
gnb,1992,68.54
gnb,1993,68.43
gnb,1994,68.27
gnb,1995,68.11
gnb,1996,67.77
gnb,1997,67.45
gnb,1998,67.99
gnb,1999,67.92
gnb,2000,67.68
gnb,2001,67.51
gnb,2002,67.47
gnb,2003,67.32
gnb,2004,67.05
gnb,2005,66.69
gnb,2006,66.41
gnb,2007,66.08
gnb,2008,65.69
gnb,2009,65.32
gnb,2010,64.87
gnb,2011,64.22
gnb,2012,64.09
gnb,2013,63.68
gnb,2014,63.4
gnb,2015,62.82
gnb,2016,62.18
gnb,2017,61.57
gnb,2018,61.06
gnb,2019,60.48
gnq,1991,54.79
gnq,1992,54.14
gnq,1993,53.65
gnq,1994,52.95
gnq,1995,52.12
gnq,1996,50.71
gnq,1997,49.2
gnq,1998,48.11
gnq,1999,46.91
gnq,2000,45.64
gnq,2001,44.07
gnq,2002,42.77
gnq,2003,41.58
gnq,2004,40.37
gnq,2005,39.41
gnq,2006,38.72
gnq,2007,37.89
gnq,2008,37.21
gnq,2009,37.1
gnq,2010,37.19
gnq,2011,37.11
gnq,2012,37.21
gnq,2013,37.52
gnq,2014,37.81
gnq,2015,38.36
gnq,2016,38.86
gnq,2017,39.19
gnq,2018,39.15
gnq,2019,39.51
grc,1991,21.96
grc,1992,21.59
grc,1993,21.28
grc,1994,20.81
grc,1995,20.43
grc,1996,20.28
grc,1997,19.84
grc,1998,17.89
grc,1999,17.43
grc,2000,17.4
grc,2001,15.87
grc,2002,15.23
grc,2003,15.03
grc,2004,12.37
grc,2005,12.16
grc,2006,11.72
grc,2007,11.33
grc,2008,11.14
grc,2009,11.7
grc,2010,12.4
grc,2011,12.35
grc,2012,13
grc,2013,13.69
grc,2014,13.57
grc,2015,12.9
grc,2016,12.37
grc,2017,12.08
grc,2018,12.27
grc,2019,11.6
gtm,1991,39.58
gtm,1992,39.37
gtm,1993,39.13
gtm,1994,38.85
gtm,1995,38.58
gtm,1996,38.48
gtm,1997,38.05
gtm,1998,37.56
gtm,1999,38.66
gtm,2000,39.77
gtm,2001,37.19
gtm,2002,35.49
gtm,2003,33.52
gtm,2004,36.16
gtm,2005,34.76
gtm,2006,33.23
gtm,2007,33.03
gtm,2008,33.04
gtm,2009,33.46
gtm,2010,33.5
gtm,2011,32.91
gtm,2012,32.26
gtm,2013,30.88
gtm,2014,31.53
gtm,2015,31.88
gtm,2016,29.38
gtm,2017,31.78
gtm,2018,31.74
gtm,2019,31.3
gum,1991,0.65
gum,1992,0.64
gum,1993,0.63
gum,1994,0.62
gum,1995,0.6
gum,1996,0.59
gum,1997,0.57
gum,1998,0.55
gum,1999,0.54
gum,2000,0.52
gum,2001,0.49
gum,2002,0.47
gum,2003,0.44
gum,2004,0.42
gum,2005,0.4
gum,2006,0.38
gum,2007,0.37
gum,2008,0.35
gum,2009,0.33
gum,2010,0.32
gum,2011,0.31
gum,2012,0.29
gum,2013,0.28
gum,2014,0.27
gum,2015,0.26
gum,2016,0.26
gum,2017,0.25
gum,2018,0.24
gum,2019,0.23
guy,1991,32.45
guy,1992,31.75
guy,1993,31.58
guy,1994,30.83
guy,1995,30.1
guy,1996,29.27
guy,1997,28.29
guy,1998,27.37
guy,1999,25.76
guy,2000,24.66
guy,2001,23.38
guy,2002,22.18
guy,2003,21.73
guy,2004,21.42
guy,2005,21.64
guy,2006,21.98
guy,2007,21.29
guy,2008,20.8
guy,2009,20.38
guy,2010,20.05
guy,2011,19.41
guy,2012,18.93
guy,2013,18.04
guy,2014,17.43
guy,2015,16.92
guy,2016,16.68
guy,2017,16.25
guy,2018,15.89
guy,2019,15.44
hkg,1991,0.81
hkg,1992,0.69
hkg,1993,0.64
hkg,1994,0.62
hkg,1995,0.57
hkg,1996,0.4
hkg,1997,0.33
hkg,1998,0.3
hkg,1999,0.3
hkg,2000,0.29
hkg,2001,0.22
hkg,2002,0.28
hkg,2003,0.22
hkg,2004,0.26
hkg,2005,0.26
hkg,2006,0.24
hkg,2007,0.18
hkg,2008,0.24
hkg,2009,0.24
hkg,2010,0.23
hkg,2011,0.22
hkg,2012,0.21
hkg,2013,0.21
hkg,2014,0.2
hkg,2015,0.19
hkg,2016,0.19
hkg,2017,0.18
hkg,2018,0.17
hkg,2019,0.17
hnd,1991,38.05
hnd,1992,38.23
hnd,1993,37.46
hnd,1994,37.21
hnd,1995,37.25
hnd,1996,38.29
hnd,1997,37
hnd,1998,34.59
hnd,1999,35.07
hnd,2000,35.94
hnd,2001,36.94
hnd,2002,38.83
hnd,2003,37.36
hnd,2004,34.93
hnd,2005,33.11
hnd,2006,35.62
hnd,2007,33.99
hnd,2008,34.27
hnd,2009,35.5
hnd,2010,36.45
hnd,2011,35.3
hnd,2012,37.01
hnd,2013,34.52
hnd,2014,28.83
hnd,2015,28.72
hnd,2016,27.35
hnd,2017,31.99
hnd,2018,30.67
hnd,2019,29.49
hrv,1991,22.36
hrv,1992,22.58
hrv,1993,22.48
hrv,1994,21.25
hrv,1995,20.55
hrv,1996,19.89
hrv,1997,17.77
hrv,1998,17.21
hrv,1999,16.85
hrv,2000,16.52
hrv,2001,16.01
hrv,2002,15.55
hrv,2003,16.87
hrv,2004,16.97
hrv,2005,17.3
hrv,2006,14.25
hrv,2007,12.35
hrv,2008,12.82
hrv,2009,13.32
hrv,2010,14.25
hrv,2011,14.59
hrv,2012,12.25
hrv,2013,10.79
hrv,2014,9.52
hrv,2015,9.23
hrv,2016,7.6
hrv,2017,6.98
hrv,2018,6.24
hrv,2019,6.19
hti,1991,40.18
hti,1992,40.36
hti,1993,40.25
hti,1994,40.53
hti,1995,39.73
hti,1996,38.96
hti,1997,38.71
hti,1998,38.25
hti,1999,38.06
hti,2000,37.75
hti,2001,37.42
hti,2002,36.96
hti,2003,36.47
hti,2004,36.28
hti,2005,35.72
hti,2006,35.32
hti,2007,34.85
hti,2008,34.44
hti,2009,33.96
hti,2010,34.02
hti,2011,33.04
hti,2012,32.06
hti,2013,31.48
hti,2014,30.89
hti,2015,30.41
hti,2016,30.05
hti,2017,29.7
hti,2018,29.22
hti,2019,29.03
hun,1991,11.58
hun,1992,11.26
hun,1993,9.13
hun,1994,8.75
hun,1995,8.09
hun,1996,8.22
hun,1997,7.81
hun,1998,7.34
hun,1999,6.95
hun,2000,6.46
hun,2001,6.19
hun,2002,6.12
hun,2003,5.38
hun,2004,5.26
hun,2005,4.87
hun,2006,4.76
hun,2007,4.59
hun,2008,4.32
hun,2009,4.61
hun,2010,4.54
hun,2011,4.89
hun,2012,5.06
hun,2013,4.78
hun,2014,4.68
hun,2015,4.9
hun,2016,5.04
hun,2017,5.04
hun,2018,4.85
hun,2019,4.72
idn,1991,55.51
idn,1992,55.2
idn,1993,52.11
idn,1994,47.79
idn,1995,43.98
idn,1996,43.42
idn,1997,43.09
idn,1998,44.91
idn,1999,45.22
idn,2000,45.28
idn,2001,43.77
idn,2002,44.34
idn,2003,46.38
idn,2004,43.33
idn,2005,44
idn,2006,42.06
idn,2007,41.26
idn,2008,41.1
idn,2009,40.45
idn,2010,39.13
idn,2011,37.19
idn,2012,35.93
idn,2013,34.98
idn,2014,34.28
idn,2015,33.04
idn,2016,31.82
idn,2017,30.79
idn,2018,29.63
idn,2019,28.5
ind,1991,63.32
ind,1992,62.99
ind,1993,62.66
ind,1994,62.18
ind,1995,61.76
ind,1996,61.35
ind,1997,61.12
ind,1998,60.72
ind,1999,60.09
ind,2000,59.65
ind,2001,59.1
ind,2002,58.6
ind,2003,57.76
ind,2004,56.78
ind,2005,56
ind,2006,55.08
ind,2007,54.11
ind,2008,53.51
ind,2009,52.5
ind,2010,51.52
ind,2011,49.26
ind,2012,47
ind,2013,46.5
ind,2014,45.89
ind,2015,45.26
ind,2016,44.56
ind,2017,43.93
ind,2018,43.33
ind,2019,42.6
irl,1991,13.85
irl,1992,13.51
irl,1993,13.13
irl,1994,12.58
irl,1995,12.01
irl,1996,11.24
irl,1997,10.91
irl,1998,9.1
irl,1999,8.64
irl,2000,7.95
irl,2001,7.11
irl,2002,7.03
irl,2003,6.5
irl,2004,6.38
irl,2005,5.91
irl,2006,5.71
irl,2007,5.44
irl,2008,5.29
irl,2009,5.59
irl,2010,5.75
irl,2011,5.73
irl,2012,5.79
irl,2013,5.78
irl,2014,5.44
irl,2015,5.34
irl,2016,5.29
irl,2017,5.05
irl,2018,4.77
irl,2019,4.43
irn,1991,24.96
irn,1992,24.71
irn,1993,24.54
irn,1994,24.29
irn,1995,23.99
irn,1996,23.51
irn,1997,23.85
irn,1998,24.12
irn,1999,24.29
irn,2000,24.4
irn,2001,24.47
irn,2002,24.5
irn,2003,24.53
irn,2004,24.65
irn,2005,24.75
irn,2006,23.18
irn,2007,22.81
irn,2008,21.21
irn,2009,20.86
irn,2010,19.22
irn,2011,18.81
irn,2012,18.49
irn,2013,18.24
irn,2014,17.89
irn,2015,18.03
irn,2016,17.98
irn,2017,17.58
irn,2018,17.69
irn,2019,17.37
irq,1991,31.54
irq,1992,31.42
irq,1993,31.25
irq,1994,31.06
irq,1995,30.83
irq,1996,30.52
irq,1997,30.11
irq,1998,29.63
irq,1999,29.15
irq,2000,28.71
irq,2001,28.19
irq,2002,27.75
irq,2003,27.34
irq,2004,26.76
irq,2005,26.14
irq,2006,25.53
irq,2007,24.94
irq,2008,24.32
irq,2009,23.76
irq,2010,23.08
irq,2011,22.57
irq,2012,21.89
irq,2013,21.31
irq,2014,20.82
irq,2015,20.39
irq,2016,19.76
irq,2017,19.29
irq,2018,18.82
irq,2019,18.27
isl,1991,10.17
isl,1992,10.45
isl,1993,9.76
isl,1994,9.06
isl,1995,9.57
isl,1996,9.98
isl,1997,9.09
isl,1998,8.65
isl,1999,8.92
isl,2000,8.71
isl,2001,7.71
isl,2002,7.37
isl,2003,6.98
isl,2004,6.32
isl,2005,6.53
isl,2006,6.31
isl,2007,5.92
isl,2008,4.6
isl,2009,4.83
isl,2010,5.59
isl,2011,5.49
isl,2012,5.55
isl,2013,4.45
isl,2014,4.54
isl,2015,4.24
isl,2016,3.9
isl,2017,3.76
isl,2018,4.03
isl,2019,4.04
isr,1991,3.5
isr,1992,3.51
isr,1993,4.17
isr,1994,3.31
isr,1995,3.13
isr,1996,2.96
isr,1997,2.8
isr,1998,2.64
isr,1999,2.49
isr,2000,2.35
isr,2001,2.21
isr,2002,2.08
isr,2003,1.96
isr,2004,1.85
isr,2005,1.74
isr,2006,1.63
isr,2007,1.53
isr,2008,1.44
isr,2009,1.35
isr,2010,1.26
isr,2011,1.18
isr,2012,1.11
isr,2013,1.24
isr,2014,1.11
isr,2015,1.02
isr,2016,1.02
isr,2017,1
isr,2018,0.96
isr,2019,0.92
ita,1991,8.31
ita,1992,8.01
ita,1993,7.09
ita,1994,6.9
ita,1995,6.58
ita,1996,6.13
ita,1997,5.88
ita,1998,5.77
ita,1999,5.42
ita,2000,5.23
ita,2001,5.21
ita,2002,4.93
ita,2003,4.72
ita,2004,4.14
ita,2005,4.2
ita,2006,4.27
ita,2007,3.97
ita,2008,3.7
ita,2009,3.69
ita,2010,3.77
ita,2011,3.68
ita,2012,3.69
ita,2013,3.6
ita,2014,3.64
ita,2015,3.75
ita,2016,3.88
ita,2017,3.78
ita,2018,3.76
ita,2019,3.89
jam,1991,27.91
jam,1992,27.47
jam,1993,24.63
jam,1994,23.95
jam,1995,23.2
jam,1996,22.66
jam,1997,21.25
jam,1998,21
jam,1999,20.6
jam,2000,20.86
jam,2001,20.77
jam,2002,20.13
jam,2003,20.39
jam,2004,18.49
jam,2005,18.11
jam,2006,18.28
jam,2007,18.4
jam,2008,18.15
jam,2009,18.02
jam,2010,17.82
jam,2011,17.59
jam,2012,18.24
jam,2013,18.25
jam,2014,18.42
jam,2015,17.75
jam,2016,16.63
jam,2017,16.78
jam,2018,16.23
jam,2019,15.22
jor,1991,4.85
jor,1992,4.81
jor,1993,4.77
jor,1994,4.71
jor,1995,4.65
jor,1996,4.58
jor,1997,4.5
jor,1998,4.41
jor,1999,4.3
jor,2000,4.19
jor,2001,4.06
jor,2002,3.93
jor,2003,4.03
jor,2004,4.11
jor,2005,3.98
jor,2006,3.85
jor,2007,3.72
jor,2008,3.6
jor,2009,3.48
jor,2010,3.38
jor,2011,3.28
jor,2012,3.18
jor,2013,3.08
jor,2014,2.98
jor,2015,2.88
jor,2016,2.78
jor,2017,2.68
jor,2018,2.58
jor,2019,2.47
jpn,1991,6.73
jpn,1992,6.42
jpn,1993,5.97
jpn,1994,5.81
jpn,1995,5.7
jpn,1996,5.52
jpn,1997,5.37
jpn,1998,5.3
jpn,1999,5.21
jpn,2000,5.09
jpn,2001,4.91
jpn,2002,4.72
jpn,2003,4.64
jpn,2004,4.56
jpn,2005,4.46
jpn,2006,4.39
jpn,2007,4.31
jpn,2008,4.25
jpn,2009,4.21
jpn,2010,4.07
jpn,2011,3.97
jpn,2012,3.87
jpn,2013,3.75
jpn,2014,3.69
jpn,2015,3.63
jpn,2016,3.5
jpn,2017,3.44
jpn,2018,3.49
jpn,2019,3.38
kaz,1991,36.9
kaz,1992,36.91
kaz,1993,37.26
kaz,1994,37.62
kaz,1995,37.62
kaz,1996,37.58
kaz,1997,37.45
kaz,1998,37.45
kaz,1999,37.15
kaz,2000,36.44
kaz,2001,35.52
kaz,2002,35.48
kaz,2003,35.25
kaz,2004,33.5
kaz,2005,32.41
kaz,2006,31.54
kaz,2007,31.22
kaz,2008,30.16
kaz,2009,29.02
kaz,2010,28.28
kaz,2011,26.45
kaz,2012,25.54
kaz,2013,24.19
kaz,2014,20.97
kaz,2015,18.01
kaz,2016,17.26
kaz,2017,16.56
kaz,2018,15.77
kaz,2019,14.86
ken,1991,44.48
ken,1992,44.51
ken,1993,44.53
ken,1994,44.46
ken,1995,44.4
ken,1996,44.45
ken,1997,44.8
ken,1998,45.07
ken,1999,45.66
ken,2000,48.73
ken,2001,51.5
ken,2002,54.28
ken,2003,56.76
ken,2004,58.93
ken,2005,61.06
ken,2006,61.14
ken,2007,60.97
ken,2008,61.11
ken,2009,60.94
ken,2010,60.32
ken,2011,59.74
ken,2012,59.22
ken,2013,58.59
ken,2014,57.94
ken,2015,57.26
ken,2016,56.53
ken,2017,55.86
ken,2018,55.08
ken,2019,54.34
kgz,1991,35.5
kgz,1992,38.16
kgz,1993,38.98
kgz,1994,41.98
kgz,1995,47.19
kgz,1996,47.15
kgz,1997,48.29
kgz,1998,49
kgz,1999,52.39
kgz,2000,53.08
kgz,2001,52.92
kgz,2002,49.11
kgz,2003,43.24
kgz,2004,38.91
kgz,2005,38.5
kgz,2006,36.27
kgz,2007,34.49
kgz,2008,34.02
kgz,2009,33.01
kgz,2010,32.24
kgz,2011,31.11
kgz,2012,30.09
kgz,2013,31.67
kgz,2014,31.59
kgz,2015,29.31
kgz,2016,26.79
kgz,2017,23.03
kgz,2018,20.43
kgz,2019,19.32
khm,1991,78.13
khm,1992,77.76
khm,1993,77.69
khm,1994,78.83
khm,1995,78.37
khm,1996,77.75
khm,1997,77.3
khm,1998,76.75
khm,1999,75.38
khm,2000,73.48
khm,2001,68.93
khm,2002,67.25
khm,2003,65.99
khm,2004,63.87
khm,2005,62.03
khm,2006,60.08
khm,2007,58.13
khm,2008,58.11
khm,2009,58.04
khm,2010,57.31
khm,2011,56.55
khm,2012,53.21
khm,2013,49.52
khm,2014,46
khm,2015,42.47
khm,2016,37.54
khm,2017,38.21
khm,2018,36.38
khm,2019,34.53
kor,1991,14.61
kor,1992,14.03
kor,1993,13.48
kor,1994,12.56
kor,1995,11.77
kor,1996,11.14
kor,1997,10.77
kor,1998,12.02
kor,1999,11.34
kor,2000,10.6
kor,2001,9.96
kor,2002,9.33
kor,2003,8.81
kor,2004,8.4
kor,2005,7.96
kor,2006,7.65
kor,2007,7.3
kor,2008,7.14
kor,2009,7.01
kor,2010,6.6
kor,2011,6.37
kor,2012,6.13
kor,2013,6.76
kor,2014,5.58
kor,2015,5.23
kor,2016,4.94
kor,2017,4.92
kor,2018,5
kor,2019,5.14
kwt,1991,2.33
kwt,1992,2.27
kwt,1993,2.19
kwt,1994,2.13
kwt,1995,2.07
kwt,1996,2.12
kwt,1997,2.19
kwt,1998,2.27
kwt,1999,2.34
kwt,2000,2.4
kwt,2001,2.47
kwt,2002,2.53
kwt,2003,2.59
kwt,2004,2.64
kwt,2005,2.71
kwt,2006,2.65
kwt,2007,2.59
kwt,2008,2.51
kwt,2009,2.48
kwt,2010,2.42
kwt,2011,2.36
kwt,2012,2.29
kwt,2013,2.22
kwt,2014,2.15
kwt,2015,2.08
kwt,2016,2.01
kwt,2017,1.93
kwt,2018,1.86
kwt,2019,1.78
lao,1991,86.82
lao,1992,86.65
lao,1993,86.34
lao,1994,85.96
lao,1995,85.41
lao,1996,84.67
lao,1997,84.1
lao,1998,83.28
lao,1999,82.62
lao,2000,81.87
lao,2001,81.05
lao,2002,80.3
lao,2003,79.37
lao,2004,78.3
lao,2005,77.21
lao,2006,76.48
lao,2007,75.06
lao,2008,73.79
lao,2009,72.66
lao,2010,71.46
lao,2011,70.31
lao,2012,69.04
lao,2013,67.77
lao,2014,66.7
lao,2015,65.58
lao,2016,64.71
lao,2017,63.58
lao,2018,62.37
lao,2019,61.44
lbn,1991,21.03
lbn,1992,20.81
lbn,1993,20.62
lbn,1994,20.44
lbn,1995,20.22
lbn,1996,20.01
lbn,1997,19.77
lbn,1998,19.43
lbn,1999,19.13
lbn,2000,18.78
lbn,2001,18.4
lbn,2002,18.05
lbn,2003,17.69
lbn,2004,17.27
lbn,2005,16.86
lbn,2006,16.42
lbn,2007,15.87
lbn,2008,15.34
lbn,2009,14.82
lbn,2010,14.45
lbn,2011,14.09
lbn,2012,13.76
lbn,2013,13.41
lbn,2014,13.11
lbn,2015,12.81
lbn,2016,12.45
lbn,2017,12.08
lbn,2018,11.69
lbn,2019,11.32
lbr,1991,54.82
lbr,1992,55.5
lbr,1993,56.22
lbr,1994,56.82
lbr,1995,57.13
lbr,1996,56.78
lbr,1997,55.17
lbr,1998,54.22
lbr,1999,53.27
lbr,2000,51.95
lbr,2001,51.43
lbr,2002,50.81
lbr,2003,51.91
lbr,2004,51.34
lbr,2005,50.68
lbr,2006,49.91
lbr,2007,49.11
lbr,2008,48.48
lbr,2009,47.96
lbr,2010,47.31
lbr,2011,46.44
lbr,2012,45.56
lbr,2013,44.6
lbr,2014,44.22
lbr,2015,43.91
lbr,2016,43.74
lbr,2017,43.22
lbr,2018,42.78
lbr,2019,42.62
lby,1991,29.23
lby,1992,29.09
lby,1993,28.89
lby,1994,28.68
lby,1995,28.53
lby,1996,28.2
lby,1997,27.9
lby,1998,27.55
lby,1999,27.06
lby,2000,26.54
