geo,time,is_rrs_pasg_km
sau,1995,164
sau,1996,181
sau,1997,213
sau,1998,219
sau,1999,267
sau,2000,288
sau,2001,257
sau,2002,239
sau,2003,293
sau,2004,364
sau,2005,399
sau,2006,369
sau,2007,344
sau,2008,337
sau,2010,297.072
sau,2017,49.67
sau,2018,134.65
sdn,1995,0
sdn,1996,185
sdn,1997,142
sdn,1998,124
sdn,1999,129
sdn,2000,205
sdn,2001,90
sdn,2002,73
sdn,2003,52
sdn,2004,32
sdn,2005,40
sdn,2006,34
sdn,2010,25
sdn,2011,13
sdn,2013,7.2
sdn,2014,81.5
sen,1995,174
sen,1996,103
sen,1997,78
sen,1998,63
sen,1999,71
sen,2000,138
sen,2001,136
sen,2002,136
sen,2003,137
sen,2004,138
sen,2005,134
sen,2006,129
slv,1995,4.5
slv,1996,4.5
srb,1995,2326
srb,1996,1415
srb,1997,1304
srb,1998,1368
srb,1999,789
srb,2000,1236
srb,2001,1047
srb,2002,954
srb,2003,809
srb,2004,821
srb,2005,713
srb,2006,684
srb,2007,687
srb,2008,583
srb,2009,522
srb,2010,522
srb,2011,541
srb,2012,540
srb,2013,612
srb,2014,453
srb,2015,509
srb,2016,438
srb,2017,377
svk,1995,4202
svk,1996,3769
svk,1997,3057
svk,1998,3092
svk,1999,2968
svk,2000,2870
svk,2001,2805
svk,2002,2682
svk,2003,2316
svk,2004,2228
svk,2005,2182
svk,2006,2213
svk,2007,2165
svk,2008,2296
svk,2009,2264
svk,2010,2309
svk,2011,2431
svk,2012,2459
svk,2013,2485
svk,2014,2583
svk,2015,3411
svk,2016,3595
svk,2017,3873
svk,2018,3915
svn,1995,595
svn,1996,613
svn,1997,616
svn,1998,645
svn,1999,623
svn,2000,705
svn,2001,715
svn,2002,749
svn,2003,777
svn,2004,764
svn,2005,777
svn,2006,793
svn,2007,812
svn,2008,834
svn,2009,840
svn,2010,813
svn,2011,773
svn,2012,742
svn,2013,760
svn,2014,697
svn,2015,709
svn,2016,680
svn,2017,650
swe,1995,6833
swe,1996,6953
swe,1997,7022
swe,1998,7210
swe,1999,7701
swe,2000,8243
swe,2001,8732
swe,2002,8874
swe,2003,8834
swe,2004,8658
swe,2005,8936
swe,2006,9617
swe,2007,10261
swe,2008,11146
swe,2009,11321
swe,2010,11155
swe,2011,11378
swe,2012,11792
swe,2013,11842
swe,2014,12121
swe,2015,12650
swe,2016,12800
swe,2017,13331
swe,2018,13778
swz,2007,0.5
swz,2008,0.4
swz,2009,0.221
swz,2010,0.128
swz,2011,0.068
syr,1995,492
syr,1996,452
syr,1997,292
syr,1998,182
syr,1999,187
syr,2000,196
syr,2001,304
syr,2002,364.6
syr,2003,527.7
syr,2004,527.23
syr,2005,571.23
syr,2006,658
syr,2007,744.177
syr,2008,1120.021
syr,2010,1857.435
syr,2013,1223
tha,1995,12975
tha,1996,12205
tha,1997,11804
tha,1998,10947
tha,1999,9894
tha,2000,9935
tha,2001,10321
tha,2002,10378
tha,2003,10251
tha,2004,9195
tha,2005,9195
tha,2007,8037
tha,2010,8187
tha,2011,8032
tha,2015,6181
tha,2017,6020
tjk,1995,122
tjk,1996,92
tjk,1997,150
tjk,1998,142
tjk,1999,82
tjk,2000,73
tjk,2001,33
tjk,2002,41.6
tjk,2003,50
tjk,2004,50
tjk,2006,52.38
tjk,2007,53
tjk,2009,45
tjk,2010,32.8
tjk,2011,31.5
tjk,2012,24
tjk,2014,18
tjk,2015,16
tjk,2016,18.4
tjk,2017,28
tjk,2018,33
tkm,1995,1876
tkm,1996,2104
tkm,1997,958
tkm,1998,571
tkm,1999,701
tkm,2000,943
tkm,2001,1118
tkm,2002,1118
tkm,2004,1286
tkm,2006,1435
tkm,2007,1570
tkm,2008,1685
tkm,2009,1725
tkm,2010,1811
tkm,2011,1811
tkm,2012,1811
tkm,2014,1811
tkm,2015,2326
tkm,2016,2336
tkm,2017,2340
tun,1995,996
tun,1996,988
tun,1997,1096
tun,1998,1136
tun,1999,1192
tun,2000,1257
tun,2001,1281
tun,2002,1264
tun,2003,1242
tun,2004,1294
tun,2005,1317
tun,2006,1407
tun,2007,1487
tun,2008,1493
tun,2010,1534
tun,2011,1113.6
tun,2014,1298
tun,2015,1246
tun,2016,1235
tun,2017,1164
tun,2018,1109
tur,1995,5797
tur,1996,5229
tur,1997,5840
tur,1998,6160
tur,1999,6146
tur,2000,5832
tur,2001,5568
tur,2002,5204
tur,2003,5878
tur,2004,5163
tur,2005,5036
tur,2006,5277
tur,2007,5553
tur,2008,5097
tur,2009,5374
tur,2010,5584
tur,2011,7122
tur,2012,6361
tur,2013,6225
tur,2014,7401
tur,2015,8326
tur,2016,7829
tur,2017,8465
tur,2018,8938
tza,1995,1383
tza,1996,1086
tza,1997,883
tza,1998,244
tza,1999,853
tza,2000,428
tza,2001,911
tza,2002,445
tza,2003,444
tza,2004,433
tza,2005,433
tza,2006,475
ukr,1995,63752
ukr,1996,59080
ukr,1997,54433
ukr,1998,49938
ukr,1999,47600
ukr,2000,51767
ukr,2001,49661
ukr,2002,50544
ukr,2003,52558
ukr,2004,51726
ukr,2005,52655
ukr,2006,53230
ukr,2007,53089
ukr,2008,53056
ukr,2009,48327
ukr,2010,50248
ukr,2011,50593
ukr,2012,49329
ukr,2013,48981
ukr,2014,35865
ukr,2015,35367
ukr,2016,36839
ukr,2017,28075
ukr,2018,28685
ury,1999,10
ury,2000,9
ury,2001,9
ury,2002,8
ury,2003,11
ury,2004,11
ury,2005,12
ury,2006,17
ury,2007,15
ury,2014,8
ury,2015,8
usa,1995,22079.19752
usa,1996,21865.60959
usa,1997,22746.3577
usa,1998,23490.39133
usa,1999,23910.67499
usa,2000,25977.28145
usa,2001,25198.0953
usa,2002,24409.62251
usa,2003,25044.07181
usa,2004,24776.56201
usa,2005,25393.59163
usa,2006,27296.43241
usa,2007,30357.90671
usa,2008,32143.40602
usa,2009,30906.93164
usa,2010,31871.67192
usa,2011,32579.5102
usa,2012,34125.70066
usa,2013,36047.10494
usa,2014,36393.10649
usa,2015,36043.87568
usa,2016,35892.15736
usa,2017,33255.54261
usa,2018,31962.70664
uzb,1995,2498
uzb,1996,2029
uzb,1997,2186
uzb,1998,2189
uzb,1999,1898
uzb,2000,2163
uzb,2001,2163
uzb,2004,2012
uzb,2005,2012
uzb,2006,2339.3
uzb,2007,2264
uzb,2008,2477
uzb,2009,2632
uzb,2010,2905
uzb,2011,3025
uzb,2012,3437.8
uzb,2014,3760
uzb,2015,3758
uzb,2016,3934
uzb,2017,4294
uzb,2018,4329
ven,1995,12
vnm,1995,2133
vnm,1996,2476
vnm,1997,2437
vnm,1998,2542
vnm,1999,2721
vnm,2000,3200
vnm,2001,3697
vnm,2002,3426
vnm,2003,4041
vnm,2004,4376
vnm,2005,4558
vnm,2006,4334.9
vnm,2007,4659
vnm,2008,4492
vnm,2009,4138
vnm,2010,4378
vnm,2011,4571
vnm,2012,4558
vnm,2013,4548
vnm,2014,4252.58
vnm,2015,4233.88
vnm,2016,3416
vnm,2017,3657
vnm,2018,3542
zaf,1995,10243
zaf,1996,10978
zaf,1997,12551
zaf,1998,12728
zaf,1999,11564
zaf,2000,11890
zaf,2001,13023
zaf,2002,1126
zaf,2003,996
zaf,2004,1001
zaf,2005,991
zaf,2007,13864.97958
zmb,1996,280
zmb,1997,236
zmb,1998,183
zmb,1999,186
zmb,2017,4.268
zmb,2018,4.185
