geo,time,sl_uem_basc_fe_zs
nor,2008,5.13
nor,2009,4.94
nor,2010,5.97
nor,2011,6.47
nor,2012,5.52
nor,2013,7.41
nor,2014,6.54
nor,2015,8.42
nor,2016,8.48
nor,2017,9.36
nor,2018,8.21
nor,2019,7.81
nor,2020,8.69
npl,2008,1.08
npl,2017,13.74
nzl,1995,0.28
nzl,1997,0.54
nzl,1999,7.84
nzl,2000,12
nzl,2001,8.89
nzl,2002,9.76
nzl,2006,6.5
nzl,2007,6.69
nzl,2009,10.38
nzl,2010,10.23
nzl,2011,10
nzl,2012,10.68
nzl,2013,10.05
nzl,2014,6.62
nzl,2015,7.16
nzl,2016,7.06
nzl,2017,6.62
nzl,2018,5.35
nzl,2019,5.24
nzl,2020,6.56
omn,1996,17.55
omn,2008,5.25
omn,2016,14.14
pak,2002,19.53
pak,2004,16.56
pak,2006,0.07
pak,2008,0.69
pak,2009,0.5
pak,2010,1.17
pak,2011,0.68
pak,2013,3.93
pak,2014,0.84
pak,2015,3.97
pak,2018,4.87
pak,2019,5.25
pan,1997,7.1
pan,2003,17.52
pan,2004,15.22
pan,2005,10.86
pan,2006,9.91
pan,2007,7.46
pan,2008,6.66
pan,2010,6.82
pan,2011,4.5
pan,2012,4.53
pan,2013,4.57
pan,2014,6.44
pan,2015,5.56
pan,2016,5.88
pan,2017,7.21
pan,2018,5.75
pan,2019,6.86
pan,2020,22.59
pan,2021,8.76
per,1997,1.65
per,1998,2.16
per,1999,1.42
per,2000,1.06
per,2001,2.34
per,2002,3.52
per,2003,3.26
per,2004,3.15
per,2005,3.92
per,2006,4.2
per,2007,4.03
per,2008,3.52
per,2009,3.42
per,2010,3.23
per,2011,2.7
per,2012,3.27
per,2013,3.1
per,2014,2.61
per,2015,2.32
per,2016,3.63
per,2017,2.99
per,2018,2.12
per,2019,2.85
per,2020,3.63
phl,2004,7.73
phl,2006,5.36
phl,2007,5.14
phl,2008,4.54
phl,2009,5.87
phl,2010,5.66
phl,2011,5.47
phl,2012,6.16
phl,2014,4.82
phl,2015,4.74
phl,2016,4.26
plw,2000,7.56
png,2010,0.82
pol,1994,15.9
pol,1995,15.05
pol,1996,14.12
pol,1998,14.42
pol,1999,16.39
pol,2000,22.15
pol,2001,24.8
pol,2002,25.93
pol,2003,25.65
pol,2004,28.53
pol,2005,27.55
pol,2006,23.13
pol,2007,16.08
pol,2008,12.45
pol,2009,15.48
pol,2010,17.47
pol,2011,18.26
pol,2012,19.43
pol,2013,21.25
pol,2014,19
pol,2015,17.19
pol,2016,13.98
pol,2017,11.35
pol,2018,8.98
pol,2019,9.53
pol,2020,9.89
prt,1998,5.85
prt,1999,5
prt,2000,4.69
prt,2001,5.6
prt,2002,5.6
prt,2003,7.98
prt,2004,8.46
prt,2005,9.59
prt,2006,9.67
prt,2007,10.31
prt,2008,9.3
prt,2009,11.48
prt,2010,13.42
prt,2011,14.72
prt,2012,15.99
prt,2013,16.46
prt,2014,15.19
prt,2015,13.41
prt,2016,11.68
prt,2017,10.84
prt,2018,8.28
prt,2019,7.64
prt,2020,7.07
pry,1998,5.68
pry,1999,5.74
pry,2001,8.19
pry,2002,13.97
pry,2003,9.07
pry,2004,9.52
pry,2005,6.43
pry,2006,6.99
pry,2007,7.58
pry,2008,6.13
pry,2009,6.08
pry,2010,6.9
pry,2011,6.42
pry,2012,4.65
pry,2013,5.22
pry,2014,6.38
pry,2015,5.69
pry,2016,7
pry,2017,6.2
pse,2000,3.17
pse,2001,3.74
pse,2002,8.89
pse,2003,7.07
pse,2004,5.85
pse,2005,7.38
pse,2006,4.78
pse,2007,5
pse,2008,7.31
pse,2009,7.59
pse,2010,7.69
pse,2011,8.08
pse,2012,8.79
pse,2013,8.69
pse,2014,8.19
pse,2015,15.44
pse,2016,15.58
pse,2017,15.6
pse,2018,17.74
pse,2019,18.96
pse,2020,15.48
qat,2013,0.52
qat,2014,0.24
qat,2015,0.31
qat,2016,0.28
qat,2017,0.27
qat,2019,0.15
qat,2020,0.17
rou,1995,5.35
rou,1996,4.85
rou,1998,2.4
rou,1999,2.55
rou,2000,3.09
rou,2001,2.68
rou,2002,4.16
rou,2003,4.41
rou,2004,5.35
rou,2005,4.96
rou,2006,4.83
rou,2007,4.7
rou,2008,4
rou,2009,4.84
rou,2010,3.94
rou,2011,4.53
rou,2012,3.98
rou,2013,4.34
rou,2014,4.15
rou,2015,5.93
rou,2016,5.84
rou,2017,4.74
rou,2018,3.53
rou,2019,4.32
rou,2020,6.53
rus,1998,18.98
rus,2002,13.98
rus,2003,12.92
rus,2004,15.27
rus,2006,14.1
rus,2007,12.37
rus,2008,14.16
rus,2009,16.69
rus,2010,16.13
rus,2011,15.27
rus,2012,12.82
rus,2013,13.83
rus,2014,12.76
rus,2015,13.58
rus,2016,13.94
rus,2017,13.94
rus,2018,13.13
rus,2019,11.06
rus,2020,13.6
rwa,2014,1.18
rwa,2017,18.49
rwa,2018,15.96
rwa,2019,16.74
rwa,2020,17.94
sau,2009,0.82
sau,2014,1.7
sau,2016,1.28
sau,2017,18.78
sau,2018,17.63
sau,2019,18.76
sau,2020,19.28
sdn,2011,42.64
sen,2015,9.82
sen,2016,8.14
sen,2017,4.79
sen,2018,7.76
sen,2019,4.27
sgp,1994,2.91
sgp,1995,3.18
sgp,1996,2.93
sgp,1997,3.3
sgp,1998,4.85
sgp,2001,5.75
sgp,2002,7.93
sgp,2003,7.95
sgp,2006,13.1
sgp,2007,10.56
sgp,2008,11.23
sgp,2009,5.28
sgp,2010,3.32
sgp,2011,7.22
sgp,2012,7.22
sgp,2013,2.47
sgp,2015,3.04
sgp,2017,2.93
sgp,2020,5.35
slb,2013,0.45
sle,2014,6.14
sle,2018,3.13
slv,1996,7.81
slv,2010,2.97
slv,2011,2.46
slv,2012,2.65
slv,2013,2.38
slv,2014,1.97
slv,2015,2.88
slv,2016,2.3
slv,2017,3.33
slv,2018,2.68
slv,2019,2.93
slv,2020,3.33
smr,2009,6.63
smr,2010,6.58
smr,2016,7.64
som,2019,30
srb,2008,19.2
srb,2009,23.93
srb,2010,26.86
srb,2011,29.66
srb,2012,30.94
srb,2013,27.65
srb,2014,19.69
srb,2015,14.07
srb,2016,11.09
srb,2017,11.1
srb,2018,11.91
srb,2019,10.1
srb,2020,8.16
sur,2016,14.71
svk,1994,16.32
svk,1995,18.94
svk,1997,70.58
svk,1998,24.34
svk,1999,29.67
svk,2000,33.62
svk,2001,35.77
svk,2002,40.58
svk,2003,42.94
svk,2004,47.77
svk,2005,48.39
svk,2006,43.71
svk,2007,42.23
svk,2008,37.08
svk,2009,40.85
svk,2010,42.94
svk,2011,38.25
svk,2012,40.77
svk,2013,39.03
svk,2014,36.77
svk,2015,35.52
svk,2016,32.09
svk,2017,27.48
svk,2018,29.01
svk,2019,29.33
svk,2020,32.09
svn,1998,8
svn,1999,9.29
svn,2000,9.76
svn,2001,8.42
svn,2002,8.3
svn,2003,9.42
svn,2004,7.85
svn,2005,8.72
svn,2006,7.08
svn,2007,6.09
svn,2008,5.89
svn,2009,7.41
svn,2010,9.17
svn,2011,11.41
svn,2012,13.68
svn,2013,18.06
svn,2014,14.22
svn,2015,13.16
svn,2016,14.84
svn,2017,9.84
svn,2018,8.99
svn,2019,7.87
svn,2020,9.57
swe,1998,12.14
swe,1999,11.74
swe,2000,8.14
swe,2001,7.78
swe,2002,8.94
swe,2003,9.28
swe,2004,10.57
swe,2005,14.91
swe,2006,13.27
swe,2007,12.93
swe,2008,14.2
swe,2009,16.22
swe,2010,17.81
swe,2011,17.47
swe,2012,18.12
swe,2013,20.16
swe,2014,21.2
swe,2015,21.73
swe,2016,20.03
swe,2017,20.17
swe,2018,21.05
swe,2019,25.15
swe,2020,28.57
swz,2016,27.59
syc,2014,4.79
syc,2015,2.05
tcd,2018,0.64
tgo,2006,5
tgo,2011,1.07
tgo,2017,4.56
tha,2010,0.38
tha,2011,0.42
tha,2012,0.34
tha,2013,0.13
tha,2014,0.45
tha,2015,0.39
tha,2016,0.48
tha,2017,0.56
tha,2018,0.43
tha,2019,0.44
tha,2020,0.69
tjk,2003,2.55
tjk,2007,1.75
tjk,2009,4.51
tls,2010,2.73
tls,2013,12.76
tls,2016,5.86
ton,2018,3.83
tto,2010,6.98
tto,2011,5.38
tto,2012,6.09
tto,2013,3.89
tto,2014,3.8
tto,2015,3.3
tto,2016,4.03
tun,1994,9.33
tun,1997,26.99
tun,2005,16.25
tun,2006,14.36
tun,2007,14.09
tun,2008,12.58
tun,2009,15
tun,2010,12.97
tun,2011,19.32
tun,2012,15.42
tun,2013,10.33
tun,2015,10.99
tun,2016,10.91
tun,2017,8.56
tur,2000,4.42
tur,2001,6.36
tur,2002,6.87
tur,2003,7.68
tur,2004,7.65
tur,2005,8.58
tur,2006,7.46
tur,2007,6.85
tur,2008,7.98
tur,2009,10.35
tur,2010,9.48
tur,2011,7.84
tur,2012,7.34
tur,2013,8.6
tur,2014,9.57
tur,2015,10.32
tur,2016,11.2
tur,2017,10.65
tur,2018,11.06
tur,2019,13.56
tur,2020,11.71
tuv,2016,18.99
tza,2001,8.71
tza,2006,13.31
tza,2011,4.32
tza,2012,0.38
tza,2013,4.45
tza,2014,6.46
uga,2012,6.18
uga,2017,5.82
ukr,2011,4.75
ukr,2012,4.15
ukr,2013,5.97
ukr,2014,6.89
ukr,2015,8.05
ukr,2016,5.61
ukr,2017,11.36
ukr,2018,8.48
ukr,2019,9.16
ukr,2020,11.87
ury,1998,14.19
ury,1999,15.5
ury,2000,18.12
ury,2001,23.29
ury,2002,25.75
ury,2003,24.81
ury,2004,20.89
ury,2005,18.94
ury,2006,16.98
ury,2007,14.58
ury,2008,13.39
ury,2009,13.8
ury,2010,12.04
ury,2011,9.83
ury,2012,10.11
ury,2013,10.06
ury,2014,10.58
ury,2015,10.92
ury,2016,11.8
ury,2017,12.09
ury,2018,12.51
ury,2019,13.55
usa,1994,14.35
usa,1995,13.75
usa,1996,13.8
usa,1997,12.35
usa,1998,11.31
usa,1999,11.3
usa,2000,10.58
usa,2001,11.72
usa,2002,12.09
usa,2003,12.28
usa,2004,12.71
usa,2005,11.65
usa,2006,10.02
usa,2007,9.26
usa,2008,11.62
usa,2009,15.15
usa,2010,15.76
usa,2011,15.62
usa,2012,14.83
usa,2013,13.08
usa,2014,11.55
usa,2015,8.99
usa,2016,9.69
usa,2017,8.02
usa,2018,7.08
usa,2019,6.85
usa,2020,13.99
usa,2021,9.76
ven,2005,11.96
ven,2006,9.38
ven,2007,7.22
ven,2008,5.68
ven,2009,5.35
ven,2010,5.91
ven,2011,5.74
ven,2012,5.82
ven,2016,3.42
ven,2017,4.55
vnm,2010,0.75
vnm,2011,0.59
vnm,2012,0.57
vnm,2013,0.58
vnm,2014,0.53
vnm,2015,0.92
vnm,2016,0.87
vnm,2017,0.99
vnm,2018,0.66
vnm,2019,1.48
vnm,2020,1.77
vut,2006,10.81
vut,2010,2.04
vut,2019,10.87
wsm,2012,14.05
wsm,2017,27.84
yem,2010,65.58
yem,2014,28.69
zaf,2000,39.74
zaf,2001,41.62
zaf,2002,48.92
zaf,2003,46.93
zaf,2004,43.11
zaf,2005,42.73
zaf,2006,42.46
zaf,2007,40.88
zaf,2008,33.06
zaf,2009,32.23
zaf,2010,33.24
zaf,2011,34.86
zaf,2013,33.92
zaf,2014,35.42
zaf,2015,35.03
zaf,2016,36.6
zaf,2017,36.44
zaf,2018,35.52
zaf,2019,37.85
zaf,2020,38.11
zmb,2017,11.36
zmb,2018,10.72
zmb,2019,11.67
zwe,2011,5.85
zwe,2014,4.85
zwe,2019,15.13
