geo,time,sh_sta_traf_p5
hnd,2000,15.4
hnd,2001,15.5
hnd,2002,15.9
hnd,2003,15.9
hnd,2004,15.9
hnd,2005,15.8
hnd,2006,15.8
hnd,2007,15.7
hnd,2008,16.1
hnd,2009,16.3
hnd,2010,16.4
hnd,2011,16.3
hnd,2012,16.3
hnd,2013,16.4
hnd,2014,16.1
hnd,2015,16
hnd,2016,16.4
hnd,2017,16.2
hnd,2018,16.1
hnd,2019,16.1
hrv,2000,15.2
hrv,2001,15.1
hrv,2002,14.7
hrv,2003,16.5
hrv,2004,14.3
hrv,2005,14.1
hrv,2006,14.5
hrv,2007,14.6
hrv,2008,15.7
hrv,2009,13
hrv,2010,10.5
hrv,2011,11.1
hrv,2012,9.6
hrv,2013,9.2
hrv,2014,8.2
hrv,2015,9.3
hrv,2016,8.1
hrv,2017,8.7
hrv,2018,8.4
hrv,2019,7.9
hti,2000,17.5
hti,2001,18.7
hti,2002,18.9
hti,2003,19.3
hti,2004,18.9
hti,2005,18.5
hti,2006,18.6
hti,2007,18.5
hti,2008,18.4
hti,2009,18.2
hti,2010,18.7
hti,2011,18.7
hti,2012,17.9
hti,2013,17.7
hti,2014,17.9
hti,2015,18
hti,2016,18.3
hti,2017,18.4
hti,2018,18.6
hti,2019,18.8
hun,2000,12.7
hun,2001,13.5
hun,2002,16.1
hun,2003,15.1
hun,2004,15.2
hun,2005,14.8
hun,2006,15.3
hun,2007,14.7
hun,2008,12.3
hun,2009,10.4
hun,2010,9.2
hun,2011,8.5
hun,2012,8.2
hun,2013,7.8
hun,2014,8
hun,2015,7.8
hun,2016,7.8
hun,2017,8
hun,2018,8.1
hun,2019,7.7
idn,2000,14.5
idn,2001,14.6
idn,2002,14.8
idn,2003,14.5
idn,2004,14.4
idn,2005,14.3
idn,2006,14.2
idn,2007,13.7
idn,2008,13.5
idn,2009,13.9
idn,2010,13.7
idn,2011,13.8
idn,2012,13
idn,2013,12.9
idn,2014,12.7
idn,2015,12.3
idn,2016,12.1
idn,2017,11.8
idn,2018,11.6
idn,2019,11.3
ind,2000,16.9
ind,2001,16.6
ind,2002,16.3
ind,2003,15.8
ind,2004,15.6
ind,2005,15.9
ind,2006,16.3
ind,2007,16.7
ind,2008,17.1
ind,2009,17
ind,2010,17.2
ind,2011,17.4
ind,2012,17.6
ind,2013,17
ind,2014,16.1
ind,2015,15.6
ind,2016,15.3
ind,2017,15.2
ind,2018,15.5
ind,2019,15.6
irl,2000,11.4
irl,2001,11.1
irl,2002,10
irl,2003,8.7
irl,2004,9.6
irl,2005,9.9
irl,2006,8.9
irl,2007,8
irl,2008,6.5
irl,2009,6
irl,2010,4.8
irl,2011,4.2
irl,2012,3.6
irl,2013,4.2
irl,2014,4.3
irl,2015,3.6
irl,2016,4.1
irl,2017,3.4
irl,2018,3
irl,2019,3.1
irn,2000,26.8
irn,2001,30.6
irn,2002,33.5
irn,2003,38.9
irn,2004,39
irn,2005,41
irn,2006,40.3
irn,2007,33.1
irn,2008,33.4
irn,2009,32.5
irn,2010,32.5
irn,2011,27.7
irn,2012,26.1
irn,2013,24.3
irn,2014,22.5
irn,2015,21.8
irn,2016,20.6
irn,2017,20.7
irn,2018,21.7
irn,2019,21.5
irq,2000,20.7
irq,2001,20.6
irq,2002,20.9
irq,2003,22
irq,2004,21.1
irq,2005,19.3
irq,2006,19.6
irq,2007,20.2
irq,2008,21.1
irq,2009,21
irq,2010,20.9
irq,2011,18.5
irq,2012,18.8
irq,2013,18
irq,2014,20.5
irq,2015,20.5
irq,2016,20.4
irq,2017,20.4
irq,2018,27.1
irq,2019,27.3
isl,2000,11.8
isl,2001,9.6
isl,2002,10.5
isl,2003,8.4
isl,2004,8.3
isl,2005,6.8
isl,2006,10.8
isl,2007,4.9
isl,2008,4.5
isl,2009,5.7
isl,2010,2.6
isl,2011,4.3
isl,2012,3.4
isl,2013,4.9
isl,2014,1.8
isl,2015,4.8
isl,2016,6.6
isl,2017,5.5
isl,2018,7
isl,2019,2
isr,2000,8
isr,2001,9.2
isr,2002,8.7
isr,2003,7.4
isr,2004,7.7
isr,2005,7.1
isr,2006,6.4
isr,2007,5.8
isr,2008,5.9
isr,2009,4.5
isr,2010,4.9
isr,2011,4.7
isr,2012,3.6
isr,2013,3.7
isr,2014,3.6
isr,2015,4.2
isr,2016,4.3
isr,2017,4
isr,2018,3.4
isr,2019,3.9
ita,2000,13.9
ita,2001,13.9
ita,2002,13.3
ita,2003,11.8
ita,2004,10.9
ita,2005,10.3
ita,2006,10.3
ita,2007,9.7
ita,2008,8.9
ita,2009,8
ita,2010,7.3
ita,2011,7.2
ita,2012,6.5
ita,2013,5.8
ita,2014,5.8
ita,2015,5.9
ita,2016,5.5
ita,2017,5.7
ita,2018,5.6
ita,2019,5.3
jam,2000,12.5
jam,2001,13.4
jam,2002,14.5
jam,2003,13.6
jam,2004,12.4
jam,2005,12.4
jam,2006,14.1
jam,2007,12.7
jam,2008,12.4
jam,2009,12.7
jam,2010,11.4
jam,2011,12.9
jam,2012,9.1
jam,2013,10.7
jam,2014,11.5
jam,2015,13.3
jam,2016,13.1
jam,2017,13.5
jam,2018,14.3
jam,2019,15.1
jor,2000,23.2
jor,2001,23.3
jor,2002,23.4
jor,2003,22.9
jor,2004,22.8
jor,2005,22.6
jor,2006,22.3
jor,2007,22.2
jor,2008,21.9
jor,2009,22.3
jor,2010,22.4
jor,2011,25.3
jor,2012,23.7
jor,2013,23.9
jor,2014,23.9
jor,2015,24
jor,2016,24.1
jor,2017,21.5
jor,2018,17.6
jor,2019,17
jpn,2000,12.5
jpn,2001,12.1
jpn,2002,11.3
jpn,2003,10.6
jpn,2004,10.1
jpn,2005,9.4
jpn,2006,8.6
jpn,2007,6.2
jpn,2008,5.5
jpn,2009,5.4
jpn,2010,5.3
jpn,2011,5
jpn,2012,4.8
jpn,2013,4.5
jpn,2014,4.2
jpn,2015,4.2
jpn,2016,4.1
jpn,2017,3.9
jpn,2018,3.7
jpn,2019,3.6
kaz,2000,14.2
kaz,2001,16.2
kaz,2002,16.6
kaz,2003,18.8
kaz,2004,25.4
kaz,2005,31.1
kaz,2006,39.8
kaz,2007,39.5
kaz,2008,29.2
kaz,2009,25.6
kaz,2010,25.9
kaz,2011,24
kaz,2012,23.6
kaz,2013,22.8
kaz,2014,19.3
kaz,2015,18.4
kaz,2016,17.7
kaz,2017,13.9
kaz,2018,13.8
kaz,2019,12.7
ken,2000,26.4
ken,2001,26.5
ken,2002,26.5
ken,2003,26.2
ken,2004,25.9
ken,2005,26.3
ken,2006,25.8
ken,2007,25.8
ken,2008,25.9
ken,2009,26.1
ken,2010,25.7
ken,2011,25.7
ken,2012,26.6
ken,2013,26.4
ken,2014,26.6
ken,2015,27.3
ken,2016,27.4
ken,2017,27.7
ken,2018,28
ken,2019,28.3
kgz,2000,12.4
kgz,2001,14.2
kgz,2002,14.6
kgz,2003,17.9
kgz,2004,18.7
kgz,2005,17.6
kgz,2006,20.5
kgz,2007,21.8
kgz,2008,21.8
kgz,2009,19.9
kgz,2010,18
kgz,2011,19.3
kgz,2012,19.1
kgz,2013,20.2
kgz,2014,17.3
kgz,2015,17.5
kgz,2016,15.1
kgz,2017,16.5
kgz,2018,12.8
kgz,2019,12.7
khm,2000,17.9
khm,2001,17.6
khm,2002,17.7
khm,2003,17.6
khm,2004,17.6
khm,2005,17.9
khm,2006,17.9
khm,2007,17.4
khm,2008,17.7
khm,2009,17.9
khm,2010,18.1
khm,2011,18
khm,2012,17
khm,2013,17.1
khm,2014,17.3
khm,2015,17.4
khm,2016,17.8
khm,2017,18.4
khm,2018,19
khm,2019,19.6
kir,2000,8.3
kir,2001,7
kir,2002,8
kir,2003,19.1
kir,2004,18.8
kir,2005,10.8
kir,2006,18
kir,2007,6.2
kir,2008,2
kir,2009,5
kir,2010,5.8
kir,2011,1.9
kir,2012,5.6
kir,2013,0.9
kir,2014,4.6
kir,2015,3.6
kir,2016,4.4
kir,2017,2.4
kir,2018,2.1
kir,2019,1.9
kor,2000,25.6
kor,2001,21
kor,2002,18.6
kor,2003,18.8
kor,2004,16.6
kor,2005,16.1
kor,2006,15.9
kor,2007,15.4
kor,2008,15
kor,2009,14.7
kor,2010,13.7
kor,2011,12.8
kor,2012,12.7
kor,2013,11.8
kor,2014,10.9
kor,2015,10.6
kor,2016,9.8
kor,2017,9.5
kor,2018,8.6
kor,2019,8.6
kwt,2000,26.1
kwt,2001,23.6
kwt,2002,23.5
kwt,2003,26
kwt,2004,25.4
kwt,2005,29.5
kwt,2006,29
kwt,2007,29.5
kwt,2008,28.5
kwt,2009,25.6
kwt,2010,20.1
kwt,2011,22.1
kwt,2012,24.7
kwt,2013,21.6
kwt,2014,19
kwt,2015,18.8
kwt,2016,18.1
kwt,2017,17.1
kwt,2018,16.2
kwt,2019,15.4
lao,2000,13.8
lao,2001,13.4
lao,2002,13.6
lao,2003,13.7
lao,2004,13.8
lao,2005,14
lao,2006,13.9
lao,2007,14.2
lao,2008,14.1
lao,2009,14.2
lao,2010,14.3
lao,2011,14
lao,2012,14.2
lao,2013,14.3
lao,2014,16.4
lao,2015,15.2
lao,2016,16.4
lao,2017,16.8
lao,2018,17.3
lao,2019,17.9
lbn,2000,19.2
lbn,2001,18.8
lbn,2002,18.3
lbn,2003,18.1
lbn,2004,17.5
lbn,2005,17
lbn,2006,16.4
lbn,2007,14.9
lbn,2008,14.8
lbn,2009,14.8
lbn,2010,14.6
lbn,2011,14.8
lbn,2012,15.9
lbn,2013,16
lbn,2014,16.1
lbn,2015,16.2
lbn,2016,16.2
lbn,2017,16.3
lbn,2018,16.3
lbn,2019,16.4
lbr,2000,35.5
lbr,2001,35.4
lbr,2002,34.8
lbr,2003,37.5
lbr,2004,37.3
lbr,2005,36.5
lbr,2006,34.7
lbr,2007,33.6
lbr,2008,33.9
lbr,2009,33.4
lbr,2010,33.1
lbr,2011,32.9
lbr,2012,34
lbr,2013,34.1
lbr,2014,34.8
lbr,2015,35.2
lbr,2016,36.1
lbr,2017,37
lbr,2018,37.9
lbr,2019,38.9
lby,2000,20.6
lby,2001,21.1
lby,2002,21.5
lby,2003,21.1
lby,2004,21.2
lby,2005,21.1
lby,2006,21.3
lby,2007,21.2
lby,2008,21.1
lby,2009,21.9
lby,2010,22
lby,2011,26.2
lby,2012,22.3
lby,2013,23
lby,2014,23.6
lby,2015,24.3
lby,2016,25.2
lby,2017,21.3
lby,2018,18.7
lby,2019,21.3
lca,2000,19.8
lca,2001,15.8
lca,2002,23.8
lca,2003,17.4
lca,2004,20.4
lca,2005,13.5
lca,2006,6
lca,2007,16.7
lca,2008,3.5
lca,2009,18.4
lca,2010,9.7
lca,2011,24.5
lca,2012,9.1
lca,2013,18
lca,2014,12.9
lca,2015,19
lca,2016,35
lca,2017,23.8
lca,2018,26.7
lca,2019,29.8
lka,2000,15.1
lka,2001,15.3
lka,2002,15.1
lka,2003,15
lka,2004,14.7
lka,2005,14.9
lka,2006,14.4
lka,2007,14.4
lka,2008,14.2
lka,2009,14.3
lka,2010,14.2
lka,2011,14.1
lka,2012,12.9
lka,2013,12.6
lka,2014,12.1
lka,2015,13.9
lka,2016,14.7
lka,2017,16.3
lka,2018,17.9
lka,2019,19.7
lso,2000,27
lso,2001,27.1
lso,2002,28
lso,2003,28.1
lso,2004,27.2
lso,2005,27.6
lso,2006,27.8
lso,2007,27.8
lso,2008,27.6
lso,2009,27.7
lso,2010,27.7
lso,2011,27.4
lso,2012,28.5
lso,2013,28.8
lso,2014,29.5
lso,2015,30.1
lso,2016,30.8
lso,2017,42.6
lso,2018,31.6
lso,2019,31.9
ltu,2000,22.8
ltu,2001,22
ltu,2002,22.7
ltu,2003,23.5
ltu,2004,23.6
ltu,2005,25.6
ltu,2006,26.7
ltu,2007,26.6
ltu,2008,18.3
ltu,2009,13.6
ltu,2010,12.1
ltu,2011,11.8
ltu,2012,12.9
ltu,2013,9.7
ltu,2014,11.2
ltu,2015,10.5
ltu,2016,8.1
ltu,2017,8.2
ltu,2018,7.5
ltu,2019,8.1
lux,2000,17.9
lux,2001,16.4
lux,2002,14.4
lux,2003,12.3
lux,2004,11.5
lux,2005,10.5
lux,2006,9.4
lux,2007,9.7
lux,2008,7.4
lux,2009,9.9
lux,2010,6.5
lux,2011,6.5
lux,2012,6.4
lux,2013,8.3
lux,2014,6.5
lux,2015,6.5
lux,2016,6.2
lux,2017,4.8
lux,2018,6.7
lux,2019,4.1
lva,2000,29.2
lva,2001,25.9
lva,2002,25.8
lva,2003,24.6
lva,2004,23.5
lva,2005,21.4
lva,2006,20
lva,2007,20.1
lva,2008,18.5
lva,2009,12.3
lva,2010,11.8
lva,2011,9
lva,2012,10.1
lva,2013,9.9
lva,2014,12.4
lva,2015,11.2
lva,2016,9.3
lva,2017,8.1
lva,2018,9.1
lva,2019,8.1
mar,2000,23.9
mar,2001,23.8
mar,2002,24
mar,2003,24.1
mar,2004,23.8
mar,2005,24
mar,2006,23.9
mar,2007,23.8
mar,2008,23.7
mar,2009,23.7
mar,2010,23.4
mar,2011,20.9
mar,2012,20.3
mar,2013,20.1
mar,2014,19.8
mar,2015,19.7
mar,2016,19.7
mar,2017,19.1
mar,2018,17.7
mar,2019,17
mco,2013,0
mda,2000,13.6
mda,2001,15.8
mda,2002,15.6
mda,2003,15.9
mda,2004,16.7
mda,2005,15.5
mda,2006,14.8
mda,2007,17
mda,2008,16.3
mda,2009,13.8
mda,2010,13.2
mda,2011,13.6
mda,2012,13.8
mda,2013,10.8
mda,2014,11.3
mda,2015,10.4
mda,2016,9.7
mda,2017,8.5
mda,2018,7.7
mda,2019,7.3
mdg,2000,26.6
mdg,2001,26.1
mdg,2002,26.8
mdg,2003,26.4
mdg,2004,26.4
mdg,2005,25.9
mdg,2006,25.7
mdg,2007,25.6
mdg,2008,25.5
mdg,2009,26.3
mdg,2010,26.7
mdg,2011,27
mdg,2012,27.4
mdg,2013,27.7
mdg,2014,28.1
mdg,2015,28.3
mdg,2016,28.6
mdg,2017,28.8
mdg,2018,29
mdg,2019,29.2
mdv,2000,1.8
mdv,2001,0.7
mdv,2002,2
mdv,2003,0.7
mdv,2004,1.6
mdv,2005,5
mdv,2006,2.5
mdv,2007,3.6
mdv,2008,2.1
mdv,2009,2.6
mdv,2010,3
mdv,2011,2.4
mdv,2012,1.3
mdv,2013,2.9
mdv,2014,2.5
mdv,2015,2.6
mdv,2016,0.9
mdv,2017,1.8
mdv,2018,1.7
mdv,2019,1.6
mex,2000,14.2
mex,2001,14
mex,2002,14.4
mex,2003,15
mex,2004,15
mex,2005,15.6
mex,2006,15.6
mex,2007,14.1
mex,2008,15.4
mex,2009,15.8
mex,2010,14.5
mex,2011,14.4
mex,2012,14.6
mex,2013,13.3
mex,2014,13.3
mex,2015,13.6
mex,2016,13.6
mex,2017,13.1
mex,2018,13
mex,2019,12.8
mhl,2013,5.7
mkd,2000,8.2
mkd,2001,5.4
mkd,2002,8.8
mkd,2003,6.4
mkd,2004,7.8
mkd,2005,7.1
mkd,2006,7
mkd,2007,8.6
mkd,2008,8.1
mkd,2009,8
mkd,2010,8.1
mkd,2011,8.5
mkd,2012,6.6
mkd,2013,9.8
mkd,2014,6.4
mkd,2015,7.4
mkd,2016,6.4
mkd,2017,6.1
mkd,2018,5.2
mkd,2019,5.1
mli,2000,25.6
mli,2001,24.8
mli,2002,24.8
mli,2003,24.5
mli,2004,24.5
mli,2005,24.1
mli,2006,23.9
mli,2007,23.8
mli,2008,24
mli,2009,24.2
mli,2010,24.2
mli,2011,24
mli,2012,23.7
mli,2013,23.7
mli,2014,23.4
mli,2015,23.2
mli,2016,23.1
mli,2017,23
mli,2018,22.9
mli,2019,22.7
mlt,2000,4.6
mlt,2001,4.8
mlt,2002,4
mlt,2003,4.5
mlt,2004,3.5
mlt,2005,4.2
mlt,2006,2.5
mlt,2007,3.9
mlt,2008,4.3
mlt,2009,5.3
mlt,2010,3.9
mlt,2011,4.8
mlt,2012,2.8
mlt,2013,4.7
mlt,2014,2.3
mlt,2015,2.8
mlt,2016,6
mlt,2017,4.9
mlt,2018,4.6
mlt,2019,4.1
mmr,2000,20.9
mmr,2001,20.6
mmr,2002,20.4
mmr,2003,20.1
mmr,2004,19.7
mmr,2005,19.3
mmr,2006,19
mmr,2007,19
mmr,2008,19.2
mmr,2009,19.1
mmr,2010,19.1
mmr,2011,19
mmr,2012,19.5
mmr,2013,19.5
mmr,2014,19.6
mmr,2015,19.7
mmr,2016,19.9
mmr,2017,20
mmr,2018,20.2
mmr,2019,20.4
mne,2000,14.2
mne,2001,17.6
mne,2002,13.7
mne,2003,14.2
mne,2004,15.3
mne,2005,15.9
mne,2006,14.2
mne,2007,20.3
mne,2008,18.5
mne,2009,16.5
mne,2010,15.7
mne,2011,9.6
mne,2012,7.5
mne,2013,12.1
mne,2014,10.7
mne,2015,8.5
mne,2016,10.7
mne,2017,10.4
mne,2018,7.8
mne,2019,7.6
mng,2000,15.9
mng,2001,15.9
mng,2002,22
mng,2003,15.8
mng,2004,21.1
mng,2005,21.7
mng,2006,21.7
mng,2007,22.3
mng,2008,19.6
mng,2009,17.5
mng,2010,18.6
mng,2011,20.3
mng,2012,21.6
mng,2013,20.7
mng,2014,23.8
mng,2015,19.4
mng,2016,16.3
mng,2017,20.8
mng,2018,20.9
mng,2019,21
moz,2000,34
moz,2001,33.9
moz,2002,33.9
moz,2003,33.5
moz,2004,33.1
moz,2005,32.3
moz,2006,32
moz,2007,31.2
moz,2008,31.4
moz,2009,31
moz,2010,30.7
moz,2011,30.4
moz,2012,30.4
moz,2013,30.3
moz,2014,30.4
moz,2015,30.7
moz,2016,31.1
moz,2017,30.2
moz,2018,30.1
moz,2019,30
mrt,2000,26.1
mrt,2001,25.9
mrt,2002,25.9
mrt,2003,25.8
mrt,2004,26.7
mrt,2005,26.5
mrt,2006,26
mrt,2007,25.7
mrt,2008,26.3
mrt,2009,26.2
mrt,2010,26.4
mrt,2011,26.1
mrt,2012,25.4
mrt,2013,25.5
mrt,2014,25.6
mrt,2015,25.8
mrt,2016,25.6
mrt,2017,25.7
mrt,2018,25.6
mrt,2019,25.6
mus,2000,16.1
mus,2001,14
mus,2002,18.9
mus,2003,15.4
mus,2004,15.4
mus,2005,11.6
mus,2006,12.5
mus,2007,12.7
mus,2008,15.3
mus,2009,12.1
mus,2010,13.3
mus,2011,15
mus,2012,14
mus,2013,12.2
mus,2014,13.1
mus,2015,13.8
mus,2016,13.7
mus,2017,12.5
mus,2018,12.4
mus,2019,12.2
mwi,2000,31.2
mwi,2001,32.4
mwi,2002,33.2
mwi,2003,32.6
mwi,2004,32.9
mwi,2005,32.9
mwi,2006,32.4
mwi,2007,31.8
mwi,2008,31.3
mwi,2009,30.9
mwi,2010,30.6
mwi,2011,30.2
mwi,2012,31.5
mwi,2013,31.8
mwi,2014,32.1
mwi,2015,32.4
mwi,2016,32.6
mwi,2017,32.8
mwi,2018,33.1
mwi,2019,33.4
mys,2000,26.8
mys,2001,25.4
mys,2002,25.1
mys,2003,26.2
mys,2004,25.5
mys,2005,24.9
mys,2006,24.7
mys,2007,24.2
mys,2008,24.7
mys,2009,25.1
mys,2010,25.1
mys,2011,24.7
mys,2012,24.5
mys,2013,24.2
mys,2014,23
mys,2015,22.8
mys,2016,24
mys,2017,22.9
mys,2018,22.7
mys,2019,22.5
nam,2000,22.5
nam,2001,22.8
nam,2002,23.2
nam,2003,22.8
nam,2004,22
nam,2005,21.9
nam,2006,23.6
nam,2007,21.5
nam,2008,21.3
nam,2009,26.8
nam,2010,26.2
nam,2011,23.9
nam,2012,28.1
nam,2013,30.3
nam,2014,31.1
nam,2015,32
nam,2016,32
nam,2017,33.3
nam,2018,34
nam,2019,34.8
ner,2000,28.4
ner,2001,28.1
ner,2002,28.3
ner,2003,28
ner,2004,27.9
ner,2005,27.5
ner,2006,27.6
ner,2007,27.3
ner,2008,27.2
ner,2009,27.3
ner,2010,27.3
ner,2011,27.3
ner,2012,26.2
ner,2013,26.1
ner,2014,26.1
ner,2015,26.1
ner,2016,26
ner,2017,25.8
ner,2018,25.7
ner,2019,25.5
nga,2000,29.2
nga,2001,29.6
nga,2002,29.8
nga,2003,28.6
nga,2004,27.6
nga,2005,27
nga,2006,26.4
nga,2007,25.9
nga,2008,25.1
nga,2009,25.3
nga,2010,25.1
nga,2011,22.5
nga,2012,22.1
nga,2013,22
nga,2014,21.9
nga,2015,21.4
nga,2016,21.4
nga,2017,21.1
nga,2018,20.9
nga,2019,20.7
nic,2000,16.3
nic,2001,16
nic,2002,15.8
nic,2003,16
nic,2004,15.9
nic,2005,16.1
nic,2006,16.2
nic,2007,14.4
nic,2008,14.3
nic,2009,14.4
nic,2010,14.5
nic,2011,14.3
nic,2012,15.2
nic,2013,13.7
nic,2014,16.2
nic,2015,16.1
nic,2016,16.1
nic,2017,16.3
nic,2018,16.6
nic,2019,16.9
nld,2000,7.5
nld,2001,7
nld,2002,6.8
nld,2003,6.9
nld,2004,5.6
nld,2005,5.1
nld,2006,5.1
nld,2007,4.9
nld,2008,4.7
nld,2009,4.5
nld,2010,4
nld,2011,4.1
nld,2012,4
nld,2013,3.5
nld,2014,3.5
nld,2015,3.8
nld,2016,3.8
nld,2017,3.7
nld,2018,4.1
nld,2019,4
nor,2000,8
nor,2001,6.6
nor,2002,7.4
nor,2003,6.7
nor,2004,6.3
nor,2005,5.3
nor,2006,5.3
nor,2007,5.1
nor,2008,5.5
nor,2009,4.6
nor,2010,4.4
nor,2011,3.5
nor,2012,3
nor,2013,3.8
nor,2014,3
nor,2015,2.6
nor,2016,2.7
nor,2017,2.1
nor,2018,2.1
nor,2019,2.1
npl,2000,15.5
npl,2001,15.3
npl,2002,15.3
npl,2003,15.4
npl,2004,15.9
npl,2005,16
npl,2006,15.9
npl,2007,16
npl,2008,15.9
npl,2009,15.7
npl,2010,15.8
npl,2011,16.1
npl,2012,15.7
npl,2013,15.7
npl,2014,15.9
npl,2015,16.3
npl,2016,17
npl,2017,16.2
npl,2018,16.2
npl,2019,16.3
nzl,2000,12.3
nzl,2001,12
nzl,2002,11.3
nzl,2003,12.2
nzl,2004,11.2
nzl,2005,10.3
nzl,2006,10.1
nzl,2007,10.5
nzl,2008,9.2
nzl,2009,9.6
nzl,2010,9.3
nzl,2011,7.3
nzl,2012,7.6
nzl,2013,6.2
nzl,2014,7.2
nzl,2015,7.7
nzl,2016,7.8
nzl,2017,9
nzl,2018,8.9
nzl,2019,9.6
omn,2000,22.4
omn,2001,22.4
omn,2002,25.6
omn,2003,25
omn,2004,26.9
omn,2005,28.3
omn,2006,27.2
omn,2007,31
omn,2008,35.6
omn,2009,35.5
omn,2010,27.8
omn,2011,33.5
omn,2012,33.6
omn,2013,25
omn,2014,20.9
omn,2015,16.3
omn,2016,15.9
omn,2017,14.1
omn,2018,13.6
omn,2019,10.6
pak,2000,14
pak,2001,14
pak,2002,14.1
pak,2003,14
pak,2004,14.4
pak,2005,14.4
pak,2006,14.1
pak,2007,14.1
pak,2008,14.2
pak,2009,14.5
pak,2010,14.7
pak,2011,14.8
pak,2012,13.8
pak,2013,13.7
pak,2014,13.5
pak,2015,13.5
pak,2016,13.5
pak,2017,13.3
pak,2018,13.1
pak,2019,13
pan,2000,15.4
pan,2001,15.4
pan,2002,15.7
pan,2003,15.4
pan,2004,13.9
pan,2005,13.8
pan,2006,16
pan,2007,14.7
pan,2008,15.4
pan,2009,13.6
pan,2010,13.2
pan,2011,14
pan,2012,14.1
pan,2013,12.9
pan,2014,14.2
pan,2015,14.2
pan,2016,14.2
pan,2017,13.4
pan,2018,13.9
pan,2019,13.9
per,2000,15.8
per,2001,16
per,2002,14.5
per,2003,14
per,2004,15.4
per,2005,15.9
per,2006,16.6
per,2007,16.6
per,2008,16.4
per,2009,15.1
per,2010,13.2
per,2011,16.2
per,2012,14.6
per,2013,14
per,2014,13.6
per,2015,13.9
per,2016,13.9
per,2017,13.8
per,2018,13.7
per,2019,13.6
phl,2000,9.8
phl,2001,9.7
phl,2002,10.2
phl,2003,10.1
phl,2004,10.1
phl,2005,10.1
phl,2006,9.8
phl,2007,10.6
phl,2008,10
phl,2009,10.6
phl,2010,11.5
phl,2011,10.5
phl,2012,10.8
phl,2013,10.6
phl,2014,10.9
phl,2015,12.5
phl,2016,12.2
phl,2017,11.8
phl,2018,11.9
phl,2019,12
plw,2013,4.78
png,2000,17.4
png,2001,17.5
png,2002,18
png,2003,17.6
png,2004,17.7
png,2005,18.1
png,2006,18
png,2007,17.5
png,2008,17.4
png,2009,17.6
png,2010,17.1
png,2011,16.8
png,2012,16.2
png,2013,16.3
png,2014,14.3
png,2015,14.1
png,2016,13.9
png,2017,13.9
png,2018,13.5
png,2019,12.6
pol,2000,18.6
pol,2001,16.6
pol,2002,17.2
pol,2003,16.5
pol,2004,16.9
pol,2005,16
pol,2006,15.1
pol,2007,16.4
pol,2008,16.6
pol,2009,13.3
pol,2010,12
pol,2011,12.8
pol,2012,11.1
pol,2013,10.8
pol,2014,10.4
pol,2015,9.3
pol,2016,9.7
pol,2017,9.1
pol,2018,9.2
pol,2019,9.4
prk,2000,22.7
prk,2001,22.3
prk,2002,22.5
prk,2003,23
prk,2004,22.7
prk,2005,22.6
prk,2006,23.2
prk,2007,23.7
prk,2008,23.7
prk,2009,23.4
prk,2010,23.3
prk,2011,23.5
prk,2012,23.3
prk,2013,23.2
prk,2014,23.5
prk,2015,23.5
prk,2016,24.1
prk,2017,23.8
prk,2018,24.1
prk,2019,24.2
prt,2000,19.4
prt,2001,21.5
prt,2002,21.2
prt,2003,19.4
prt,2004,19.1
prt,2005,17.7
prt,2006,16.1
prt,2007,13.1
prt,2008,12.1
prt,2009,12
prt,2010,11.2
prt,2011,10.8
prt,2012,8
prt,2013,7.9
prt,2014,8.5
prt,2015,8.3
prt,2016,7.4
prt,2017,8
prt,2018,9
prt,2019,8.2
pry,2000,9.4
pry,2001,11.9
pry,2002,8.9
pry,2003,11.7
pry,2004,12.1
pry,2005,14.5
pry,2006,16.8
pry,2007,17.2
pry,2008,22.6
pry,2009,23.6
pry,2010,24.9
pry,2011,24.3
pry,2012,22.9
pry,2013,23.2
pry,2014,21.8
pry,2015,22
pry,2016,22.6
pry,2017,22.2
pry,2018,22.1
pry,2019,22
pse,2016,5.3
qat,2000,31.2
qat,2001,27.8
qat,2002,31.7
qat,2003,32.6
qat,2004,29.5
qat,2005,31.8
qat,2006,35.6
qat,2007,23.8
qat,2008,22.8
qat,2009,18.1
qat,2010,15.9
qat,2011,13.3
qat,2012,12.7
qat,2013,14.2
qat,2014,13.4
qat,2015,11.1
qat,2016,9
qat,2017,8.7
qat,2018,8.1
qat,2019,7.3
rou,2000,12.4
rou,2001,13
rou,2002,11.6
rou,2003,11.8
rou,2004,12.3
rou,2005,13.3
rou,2006,13.2
rou,2007,14.4
rou,2008,15.5
rou,2009,14
rou,2010,12
rou,2011,10.4
rou,2012,10.4
rou,2013,9.7
rou,2014,10
rou,2015,10
rou,2016,10.3
rou,2017,10.6
rou,2018,10.2
rou,2019,10.3
rus,2000,27.9
rus,2001,28.8
rus,2002,29.6
rus,2003,31
rus,2004,29.9
rus,2005,28.8
rus,2006,27.5
rus,2007,28.2
rus,2008,25.5
rus,2009,21.7
rus,2010,20.5
rus,2011,21.1
rus,2012,21.4
rus,2013,20.7
rus,2014,20.3
rus,2015,17.5
rus,2016,14.4
rus,2017,13.5
rus,2018,12.9
rus,2019,12
rwa,2000,38
rwa,2001,36.4
rwa,2002,37.2
rwa,2003,36.9
rwa,2004,36.7
rwa,2005,37
rwa,2006,35.5
rwa,2007,34.7
rwa,2008,33.6
rwa,2009,34.1
rwa,2010,34
rwa,2011,34
rwa,2012,34.2
