geo,time,ic_isv_durs
mdv,2009,1.5
mdv,2010,1.5
mdv,2011,1.5
mdv,2012,1.5
mdv,2013,1.5
mdv,2014,1.5
mdv,2015,1.5
mdv,2016,1.5
mdv,2017,1.5
mdv,2018,1.5
mdv,2019,1.5
mex,2013,1.8
mex,2014,1.8
mex,2015,1.8
mex,2016,1.8
mex,2017,1.8
mex,2018,1.8
mex,2019,1.8
mhl,2003,2
mhl,2004,2
mhl,2005,2
mhl,2006,2
mhl,2007,2
mhl,2008,2
mhl,2009,2
mhl,2010,2
mhl,2011,2
mhl,2012,2
mhl,2013,2
mhl,2014,2
mhl,2015,2
mhl,2016,2
mhl,2017,2
mhl,2018,2
mhl,2019,2
mkd,2003,2
mkd,2004,2
mkd,2005,2
mkd,2006,2
mkd,2007,2
mkd,2008,2
mkd,2009,2
mkd,2010,2
mkd,2011,2
mkd,2012,2
mkd,2013,1.8
mkd,2014,1.8
mkd,2015,1.8
mkd,2016,1.5
mkd,2017,1.5
mkd,2018,1.5
mkd,2019,1.5
mli,2003,3.6
mli,2004,3.6
mli,2005,3.6
mli,2006,3.6
mli,2007,3.6
mli,2008,3.6
mli,2009,3.6
mli,2010,3.6
mli,2011,3.6
mli,2012,3.6
mli,2013,3.6
mli,2014,3.6
mli,2015,3.6
mli,2016,3.6
mli,2017,3.6
mli,2018,3.6
mli,2019,3.6
mlt,2011,3
mlt,2012,3
mlt,2013,3
mlt,2014,3
mlt,2015,3
mlt,2016,3
mlt,2017,3
mlt,2018,3
mlt,2019,3
mmr,2012,5
mmr,2013,5
mmr,2014,5
mmr,2015,5
mmr,2016,5
mmr,2017,5
mmr,2018,5
mmr,2019,5
mne,2006,2
mne,2007,2
mne,2008,2
mne,2009,2
mne,2010,2
mne,2011,2
mne,2012,1.4
mne,2013,1.4
mne,2014,1.4
mne,2015,1.4
mne,2016,1.4
mne,2017,1.4
mne,2018,1.4
mne,2019,1.4
mng,2003,4
mng,2004,4
mng,2005,4
mng,2006,4
mng,2007,4
mng,2008,4
mng,2009,4
mng,2010,4
mng,2011,4
mng,2012,4
mng,2013,4
mng,2014,4
mng,2015,4
mng,2016,4
mng,2017,4
mng,2018,4
mng,2019,4
moz,2003,2.3
moz,2004,2.3
moz,2005,2.3
moz,2006,2.3
moz,2007,2.3
moz,2008,2.3
moz,2009,2.3
moz,2010,2.3
moz,2011,2
moz,2012,2
moz,2013,1.5
moz,2014,1.5
moz,2015,1.5
moz,2016,1.5
moz,2017,1.5
moz,2018,1.5
moz,2019,1.5
mus,2004,1.7
mus,2005,1.7
mus,2006,1.7
mus,2007,1.7
mus,2008,1.7
mus,2009,1.7
mus,2010,1.7
mus,2011,1.7
mus,2012,1.7
mus,2013,1.7
mus,2014,1.7
mus,2015,1.7
mus,2016,1.7
mus,2017,1.7
mus,2018,1.7
mus,2019,1.7
mwi,2003,2.6
mwi,2004,2.6
mwi,2005,2.6
mwi,2006,2.6
mwi,2007,2.6
mwi,2008,2.6
mwi,2009,2.6
mwi,2010,2.6
mwi,2011,2.6
mwi,2012,2.6
mwi,2013,2.6
mwi,2014,2.6
mwi,2015,2.6
mwi,2016,2.6
mwi,2017,2.6
mwi,2018,2.6
mwi,2019,2.6
mys,2003,2.3
mys,2004,2.3
mys,2005,2.3
mys,2006,2.3
mys,2007,2.3
mys,2008,2.3
mys,2009,2.3
mys,2010,2.3
mys,2011,1.5
mys,2012,1.5
mys,2013,1.5
mys,2014,1
mys,2015,1
mys,2016,1
mys,2017,1
mys,2018,1
mys,2019,1
nam,2003,2.5
nam,2004,2.5
nam,2005,2.5
nam,2006,2.5
nam,2007,2.5
nam,2008,2.5
nam,2009,2.5
nam,2010,2.5
nam,2011,2.5
nam,2012,2.5
nam,2013,2.5
nam,2014,2.5
nam,2015,2.5
nam,2016,2.5
nam,2017,2.5
nam,2018,2.5
nam,2019,2.5
ner,2003,5
ner,2004,5
ner,2005,5
ner,2006,5
ner,2007,5
ner,2008,5
ner,2009,5
ner,2010,5
ner,2011,5
ner,2012,5
ner,2013,5
ner,2014,5
ner,2015,5
ner,2016,5
ner,2017,5
ner,2018,5
ner,2019,5
nga,2013,2
nga,2014,2
nga,2015,2
nga,2016,2
nga,2017,2
nga,2018,2
nga,2019,2
nic,2003,2.2
nic,2004,2.2
nic,2005,2.2
nic,2006,2.2
nic,2007,2.2
nic,2008,2.2
nic,2009,2.2
nic,2010,2.2
nic,2011,2.2
nic,2012,2.2
nic,2013,2.2
nic,2014,2.2
nic,2015,2.2
nic,2016,2.2
nic,2017,2.2
nic,2018,2.2
nic,2019,2.2
nld,2003,1.1
nld,2004,1.1
nld,2005,1.1
nld,2006,1.1
nld,2007,1.1
nld,2008,1.1
nld,2009,1.1
nld,2010,1.1
nld,2011,1.1
nld,2012,1.1
nld,2013,1.1
nld,2014,1.1
nld,2015,1.1
nld,2016,1.1
nld,2017,1.1
nld,2018,1.1
nld,2019,1.1
nor,2003,0.9
nor,2004,0.9
nor,2005,0.9
nor,2006,0.9
nor,2007,0.9
nor,2008,0.9
nor,2009,0.9
nor,2010,0.9
nor,2011,0.9
nor,2012,0.9
nor,2013,0.9
nor,2014,0.9
nor,2015,0.9
nor,2016,0.9
nor,2017,0.9
nor,2018,0.9
nor,2019,0.9
npl,2003,2
npl,2004,2
npl,2005,2
npl,2006,2
npl,2007,2
npl,2008,2
npl,2009,2
npl,2010,2
npl,2011,2
npl,2012,2
npl,2013,2
npl,2014,2
npl,2015,2
npl,2016,2
npl,2017,2
npl,2018,2
npl,2019,2
nzl,2003,1.3
nzl,2004,1.3
nzl,2005,1.3
nzl,2006,1.3
nzl,2007,1.3
nzl,2008,1.3
nzl,2009,1.3
nzl,2010,1.3
nzl,2011,1.3
nzl,2012,1.3
nzl,2013,1.3
nzl,2014,1.3
nzl,2015,1.3
nzl,2016,1.3
nzl,2017,1.3
nzl,2018,1.3
nzl,2019,1.3
omn,2003,3
omn,2004,3
omn,2005,3
omn,2006,3
omn,2007,3
omn,2008,3
omn,2009,3
omn,2010,3
omn,2011,3
omn,2012,3
omn,2013,3
omn,2014,3
omn,2015,3
omn,2016,3
omn,2017,3
omn,2018,3
omn,2019,3
pak,2013,2.6
pak,2014,2.6
pak,2015,2.6
pak,2016,2.6
pak,2017,2.6
pak,2018,2.6
pak,2019,2.6
pan,2003,2.5
pan,2004,2.5
pan,2005,2.5
pan,2006,2.5
pan,2007,2.5
pan,2008,2.5
pan,2009,2.5
pan,2010,2.5
pan,2011,2.5
pan,2012,2.5
pan,2013,2.5
pan,2014,2.5
pan,2015,2.5
pan,2016,2.5
pan,2017,2.5
pan,2018,2.5
pan,2019,2.5
per,2003,3.1
per,2004,3.1
per,2005,3.1
per,2006,3.1
per,2007,3.1
per,2008,3.1
per,2009,3.1
per,2010,3.1
per,2011,3.1
per,2012,3.1
per,2013,3.1
per,2014,3.1
per,2015,3.1
per,2016,3.1
per,2017,3.1
per,2018,3.1
per,2019,3.1
phl,2003,5.7
phl,2004,5.7
phl,2005,5.7
phl,2006,5.7
phl,2007,5.7
phl,2008,5.7
phl,2009,5.7
phl,2010,5.7
phl,2011,5.7
phl,2012,5.7
phl,2013,2.7
phl,2014,2.7
phl,2015,2.7
phl,2016,2.7
phl,2017,2.7
phl,2018,2.7
phl,2019,2.7
plw,2003,1
plw,2004,1
plw,2005,1
plw,2006,2
plw,2007,2
plw,2008,2
plw,2009,2
plw,2010,2
plw,2011,2
plw,2012,2
plw,2013,2
plw,2014,2
plw,2015,2
plw,2016,2
plw,2017,2
plw,2018,2
plw,2019,2
png,2003,3
png,2004,3
png,2005,3
png,2006,3
png,2007,3
png,2008,3
png,2009,3
png,2010,3
png,2011,3
png,2012,3
png,2013,3
png,2014,3
png,2015,3
png,2016,3
png,2017,3
png,2018,3
png,2019,3
pol,2003,3
pol,2004,3
pol,2005,3
pol,2006,3
pol,2007,3
pol,2008,3
pol,2009,3
pol,2010,3
pol,2011,3
pol,2012,3
pol,2013,3
pol,2014,3
pol,2015,3
pol,2016,3
pol,2017,3
pol,2018,3
pol,2019,3
pri,2003,3.8
pri,2004,3.8
pri,2005,3.8
pri,2006,3.8
pri,2007,2.5
pri,2008,2.5
pri,2009,2.5
pri,2010,2.5
pri,2011,2.5
pri,2012,2.5
pri,2013,2.5
pri,2014,2.5
pri,2015,2.5
pri,2016,2.5
pri,2017,2.5
pri,2018,2.5
pri,2019,2.5
prt,2003,2
prt,2004,2
prt,2005,2
prt,2006,2
prt,2007,2
prt,2008,2
prt,2009,2
prt,2010,2
prt,2011,2
prt,2012,2
prt,2013,2
prt,2014,3
prt,2015,3
prt,2016,3
prt,2017,3
prt,2018,3
prt,2019,3
pry,2003,3.9
pry,2004,3.9
pry,2005,3.9
pry,2006,3.9
pry,2007,3.9
pry,2008,3.9
pry,2009,3.9
pry,2010,3.9
pry,2011,3.9
pry,2012,3.9
pry,2013,3.9
pry,2014,3.9
pry,2015,3.9
pry,2016,3.9
pry,2017,3.9
pry,2018,3.9
pry,2019,3.9
qat,2007,2.8
qat,2008,2.8
qat,2009,2.8
qat,2010,2.8
qat,2011,2.8
qat,2012,2.8
qat,2013,2.8
qat,2014,2.8
qat,2015,2.8
qat,2016,2.8
qat,2017,2.8
qat,2018,2.8
qat,2019,2.8
rou,2003,4.6
rou,2004,4.6
rou,2005,4.6
rou,2006,4.6
rou,2007,3.3
rou,2008,3.3
rou,2009,3.3
rou,2010,3.3
rou,2011,3.3
rou,2012,3.3
rou,2013,3.3
rou,2014,3.3
rou,2015,3.3
rou,2016,3.3
rou,2017,3.3
rou,2018,3.3
rou,2019,3.3
rus,2013,2
rus,2014,2
rus,2015,2
rus,2016,2
rus,2017,2
rus,2018,2
rus,2019,2
rwa,2003,3
rwa,2004,3
rwa,2005,3
rwa,2006,3
rwa,2007,3
rwa,2008,3
rwa,2009,3
rwa,2010,3
rwa,2011,3
rwa,2012,3
rwa,2013,2.5
rwa,2014,2.5
rwa,2015,2.5
rwa,2016,2.5
rwa,2017,2.5
rwa,2018,2.5
rwa,2019,2.5
sdn,2004,2
sdn,2005,2
sdn,2006,2
sdn,2007,2
sdn,2008,2
sdn,2009,2
sdn,2010,2
sdn,2011,2
sdn,2012,2
sdn,2013,2
sdn,2014,2
sdn,2015,2
sdn,2016,2
sdn,2017,2
sdn,2018,2
sdn,2019,2
sen,2003,3
sen,2004,3
sen,2005,3
sen,2006,3
sen,2007,3
sen,2008,3
sen,2009,3
sen,2010,3
sen,2011,3
sen,2012,3
sen,2013,3
sen,2014,3
sen,2015,3
sen,2016,3
sen,2017,3
sen,2018,3
sen,2019,3
sgp,2003,0.8
sgp,2004,0.8
sgp,2005,0.8
sgp,2006,0.8
sgp,2007,0.8
sgp,2008,0.8
sgp,2009,0.8
sgp,2010,0.8
sgp,2011,0.8
sgp,2012,0.8
sgp,2013,0.8
sgp,2014,0.8
sgp,2015,0.8
sgp,2016,0.8
sgp,2017,0.8
sgp,2018,0.8
sgp,2019,0.8
slb,2003,1
slb,2004,1
slb,2005,1
slb,2006,1
slb,2007,1
slb,2008,1
slb,2009,1
slb,2010,1
slb,2011,1
slb,2012,1
slb,2013,1
slb,2014,1
slb,2015,1
slb,2016,1
slb,2017,1
slb,2018,1
slb,2019,1
sle,2003,2.6
sle,2004,2.6
sle,2005,2.6
sle,2006,2.6
sle,2007,2.6
sle,2008,2.6
sle,2009,2.6
sle,2010,2.6
sle,2011,2.6
sle,2012,2.6
sle,2013,2.3
sle,2014,2.3
sle,2015,2.3
sle,2016,2.3
sle,2017,2.3
sle,2018,2.3
sle,2019,2.3
slv,2003,4
slv,2004,4
slv,2005,4
slv,2006,4
slv,2007,4
slv,2008,4
slv,2009,4
slv,2010,4
slv,2011,4
slv,2012,4
slv,2013,3.5
slv,2014,3.5
slv,2015,3.5
slv,2016,3.5
slv,2017,3.5
slv,2018,3.5
slv,2019,3.5
smr,2012,2.3
smr,2013,2.3
smr,2014,2.3
smr,2015,2.3
smr,2016,2.3
smr,2017,2.3
smr,2018,2.3
smr,2019,2.3
srb,2003,2.7
srb,2004,2.7
srb,2005,2.7
srb,2006,2.7
srb,2007,2.7
srb,2008,2.7
srb,2009,2.7
srb,2010,2.7
srb,2011,2.7
srb,2012,2
srb,2013,2
srb,2014,2
srb,2015,2
srb,2016,2
srb,2017,2
srb,2018,2
srb,2019,2
sur,2005,5
sur,2006,5
sur,2007,5
sur,2008,5
sur,2009,5
sur,2010,5
sur,2011,5
sur,2012,5
sur,2013,5
sur,2014,5
sur,2015,5
sur,2016,5
sur,2017,5
sur,2018,5
sur,2019,5
svk,2003,4.8
svk,2004,4.8
svk,2005,4.8
svk,2006,4
svk,2007,4
svk,2008,4
svk,2009,4
svk,2010,4
svk,2011,4
svk,2012,4
svk,2013,4
svk,2014,4
svk,2015,4
svk,2016,4
svk,2017,4
svk,2018,4
svk,2019,4
svn,2003,2
svn,2004,2
svn,2005,2
svn,2006,2
svn,2007,2
svn,2008,2
svn,2009,2
svn,2010,2
svn,2011,2
svn,2012,2
svn,2013,2
svn,2014,2
svn,2015,0.8
svn,2016,0.8
svn,2017,0.8
svn,2018,0.8
svn,2019,0.8
swe,2003,2
swe,2004,2
swe,2005,2
swe,2006,2
swe,2007,2
swe,2008,2
swe,2009,2
swe,2010,2
swe,2011,2
swe,2012,2
swe,2013,2
swe,2014,2
swe,2015,2
swe,2016,2
swe,2017,2
swe,2018,2
swe,2019,2
swz,2005,2
swz,2006,2
swz,2007,2
swz,2008,2
swz,2009,2
swz,2010,2
swz,2011,2
swz,2012,2
swz,2013,2
swz,2014,2
swz,2015,2
swz,2016,2
swz,2017,2
swz,2018,2
swz,2019,2
syc,2005,2
syc,2006,2
syc,2007,2
syc,2008,2
syc,2009,2
syc,2010,2
syc,2011,2
syc,2012,2
syc,2013,2
syc,2014,2
syc,2015,2
syc,2016,2
syc,2017,2
syc,2018,2
syc,2019,2
syr,2003,4.1
syr,2004,4.1
syr,2005,4.1
syr,2006,4.1
syr,2007,4.1
syr,2008,4.1
syr,2009,4.1
syr,2010,4.1
syr,2011,4.1
syr,2012,4.1
syr,2013,4.1
syr,2014,4.1
syr,2015,4.1
syr,2016,4.1
syr,2017,4.1
syr,2018,4.1
syr,2019,4.1
tcd,2003,4
tcd,2004,4
tcd,2005,4
tcd,2006,4
tcd,2007,4
tcd,2008,4
tcd,2009,4
tcd,2010,4
tcd,2011,4
tcd,2012,4
tcd,2013,4
tcd,2014,4
tcd,2015,4
tcd,2016,4
tcd,2017,4
tcd,2018,4
tcd,2019,4
tgo,2003,3
tgo,2004,3
tgo,2005,3
tgo,2006,3
tgo,2007,3
tgo,2008,3
tgo,2009,3
tgo,2010,3
tgo,2011,3
tgo,2012,3
tgo,2013,3
tgo,2014,3
tgo,2015,3
tgo,2016,3
tgo,2017,3
tgo,2018,3
tgo,2019,3
tha,2003,2.7
tha,2004,2.7
tha,2005,2.7
tha,2006,2.7
tha,2007,2.7
tha,2008,2.7
tha,2009,2.7
tha,2010,2.7
tha,2011,1.5
tha,2012,1.5
tha,2013,1.5
tha,2014,1.5
tha,2015,1.5
tha,2016,1.5
tha,2017,1.5
tha,2018,1.5
tha,2019,1.5
tjk,2005,1.7
tjk,2006,1.7
tjk,2007,1.7
tjk,2008,1.7
tjk,2009,1.7
tjk,2010,1.7
tjk,2011,1.7
tjk,2012,1.7
tjk,2013,1.7
tjk,2014,1.7
tjk,2015,1.7
tjk,2016,1.7
tjk,2017,1.7
tjk,2018,1.7
tjk,2019,1.7
ton,2003,2.7
ton,2004,2.7
ton,2005,2.7
ton,2006,2.7
ton,2007,2.7
ton,2008,2.7
ton,2009,2.7
ton,2010,2.7
ton,2011,2.7
ton,2012,2.7
ton,2013,2.7
ton,2014,2.7
ton,2015,2.7
ton,2016,2.7
ton,2017,2.7
ton,2018,2.7
ton,2019,2.7
tto,2005,2.5
tto,2006,2.5
tto,2007,2.5
tto,2008,2.5
tto,2009,2.5
tto,2010,2.5
tto,2011,2.5
tto,2012,2.5
tto,2013,2.5
tto,2014,2.5
tto,2015,2.5
tto,2016,2.5
tto,2017,2.5
tto,2018,2.5
tto,2019,2.5
tun,2003,1.3
tun,2004,1.3
tun,2005,1.3
tun,2006,1.3
tun,2007,1.3
tun,2008,1.3
tun,2009,1.3
tun,2010,1.3
tun,2011,1.3
tun,2012,1.3
tun,2013,1.3
tun,2014,1.3
tun,2015,1.3
tun,2016,1.3
tun,2017,1.3
tun,2018,1.3
tun,2019,1.3
tur,2003,3.3
tur,2004,3.3
tur,2005,3.3
tur,2006,3.3
tur,2007,3.3
tur,2008,3.3
tur,2009,3.3
tur,2010,3.3
tur,2011,3.3
tur,2012,3.3
tur,2013,3.3
tur,2014,3.3
tur,2015,4.5
tur,2016,4.5
tur,2017,5
tur,2018,5
tur,2019,5
tza,2003,3
tza,2004,3
tza,2005,3
tza,2006,3
tza,2007,3
tza,2008,3
tza,2009,3
tza,2010,3
tza,2011,3
tza,2012,3
tza,2013,3
tza,2014,3
tza,2015,3
tza,2016,3
tza,2017,3
tza,2018,3
tza,2019,3
uga,2003,2.2
uga,2004,2.2
uga,2005,2.2
uga,2006,2.2
uga,2007,2.2
uga,2008,2.2
uga,2009,2.2
uga,2010,2.2
uga,2011,2.2
uga,2012,2.2
uga,2013,2.2
uga,2014,2.2
uga,2015,2.2
uga,2016,2.2
uga,2017,2.2
uga,2018,2.2
uga,2019,2.2
ukr,2003,2.9
ukr,2004,2.9
ukr,2005,2.9
ukr,2006,2.9
ukr,2007,2.9
ukr,2008,2.9
ukr,2009,2.9
ukr,2010,2.9
ukr,2011,2.9
ukr,2012,2.9
ukr,2013,2.9
ukr,2014,2.9
ukr,2015,2.9
ukr,2016,2.9
ukr,2017,2.9
ukr,2018,2.9
ukr,2019,2.9
ury,2003,2.1
ury,2004,2.1
ury,2005,2.1
ury,2006,2.1
ury,2007,2.1
ury,2008,2.1
ury,2009,2.1
ury,2010,2.1
ury,2011,2.1
ury,2012,2.1
ury,2013,1.8
ury,2014,1.8
ury,2015,1.8
ury,2016,1.8
ury,2017,1.8
ury,2018,1.8
ury,2019,1.8
usa,2013,1
usa,2014,1
usa,2015,1
usa,2016,1
usa,2017,1
usa,2018,1
usa,2019,1
uzb,2003,4
uzb,2004,4
uzb,2005,4
uzb,2006,4
uzb,2007,4
uzb,2008,4
uzb,2009,4
uzb,2010,4
uzb,2011,4
uzb,2012,2
uzb,2013,2
uzb,2014,2
uzb,2015,2
uzb,2016,2
uzb,2017,2
uzb,2018,2
uzb,2019,2
ven,2003,4
ven,2004,4
ven,2005,4
ven,2006,4
ven,2007,4
ven,2008,4
ven,2009,4
ven,2010,4
ven,2011,4
ven,2012,4
ven,2013,4
ven,2014,4
ven,2015,4
ven,2016,4
ven,2017,4
ven,2018,4
ven,2019,4
vnm,2003,5
vnm,2004,5
vnm,2005,5
vnm,2006,5
vnm,2007,5
vnm,2008,5
vnm,2009,5
vnm,2010,5
vnm,2011,5
vnm,2012,5
vnm,2013,5
vnm,2014,5
vnm,2015,5
vnm,2016,5
vnm,2017,5
vnm,2018,5
vnm,2019,5
vut,2003,2.6
vut,2004,2.6
vut,2005,2.6
vut,2006,2.6
vut,2007,2.6
vut,2008,2.6
vut,2009,2.6
vut,2010,2.6
vut,2011,2.6
vut,2012,2.6
vut,2013,2.6
vut,2014,2.6
vut,2015,2.6
vut,2016,2.6
vut,2017,2.6
vut,2018,2.6
vut,2019,2.6
wsm,2003,2
wsm,2004,2
wsm,2005,2
wsm,2006,2
wsm,2007,2
wsm,2008,2
wsm,2009,2
wsm,2010,2
wsm,2011,2
wsm,2012,2
wsm,2013,2
wsm,2014,2
wsm,2015,2
wsm,2016,2
wsm,2017,2
wsm,2018,2
wsm,2019,2
yem,2003,3
yem,2004,3
yem,2005,3
yem,2006,3
yem,2007,3
yem,2008,3
yem,2009,3
yem,2010,3
yem,2011,3
yem,2012,3
yem,2013,3
yem,2014,3
yem,2015,3
yem,2016,3
yem,2017,3
yem,2018,3
yem,2019,3
zaf,2003,2
zaf,2004,2
zaf,2005,2
zaf,2006,2
zaf,2007,2
zaf,2008,2
zaf,2009,2
zaf,2010,2
zaf,2011,2
zaf,2012,2
zaf,2013,2
zaf,2014,2
zaf,2015,2
zaf,2016,2
zaf,2017,2
zaf,2018,2
zaf,2019,2
zmb,2003,2.7
zmb,2004,2.7
zmb,2005,2.7
zmb,2006,2.7
zmb,2007,2.7
zmb,2008,2.7
zmb,2009,2.7
zmb,2010,2.7
zmb,2011,2.7
zmb,2012,2.7
zmb,2013,2.4
zmb,2014,2
zmb,2015,1.5
zmb,2016,1
zmb,2017,1
zmb,2018,1
zmb,2019,1
zwe,2003,3.3
zwe,2004,3.3
zwe,2005,3.3
zwe,2006,3.3
zwe,2007,3.3
zwe,2008,3.3
zwe,2009,3.3
zwe,2010,3.3
zwe,2011,3.3
zwe,2012,3.3
zwe,2013,3.3
zwe,2014,3.3
zwe,2015,3.3
zwe,2016,3.3
zwe,2017,3.3
zwe,2018,3.3
zwe,2019,3.3
