geo,time,sh_sgr_irsk_zs
mrt,2008,36.8
mrt,2009,38.7
mrt,2010,37.3
mrt,2011,37.9
mrt,2012,36.4
mrt,2013,33.4
mrt,2014,31.6
mrt,2015,28.1
mrt,2016,31.3
mrt,2017,30.6
mrt,2018,30.9
mrt,2019,29.9
mrt,2020,30
mus,2006,3.6
mus,2007,3.3
mus,2008,2.8
mus,2009,2.8
mus,2010,2.7
mus,2011,2.5
mus,2012,3.7
mus,2013,3.6
mus,2014,3.3
mus,2015,3.1
mus,2016,3
mus,2017,2.2
mus,2018,1.9
mus,2019,1.9
mus,2020,1.7
mwi,2003,84.5
mwi,2004,87.3
mwi,2005,86.9
mwi,2006,86.6
mwi,2007,86.5
mwi,2008,83.7
mwi,2009,85.8
mwi,2010,80.8
mwi,2011,77.4
mwi,2012,74.6
mwi,2013,78.6
mwi,2014,75.9
mwi,2015,75.7
mwi,2016,70.8
mwi,2017,67.8
mwi,2018,68.1
mwi,2019,66.7
mwi,2020,67.4
mys,2003,20.3
mys,2004,15.8
mys,2005,14.8
mys,2006,14
mys,2007,12.7
mys,2008,11.9
mys,2009,11.5
mys,2010,11.3
mys,2011,9.4
mys,2012,8.4
mys,2013,5.9
mys,2014,5.3
mys,2015,4.8
mys,2016,4.7
mys,2017,4.2
mys,2018,3.9
mys,2019,3.5
mys,2020,3.2
nam,2003,36
nam,2004,35.2
nam,2005,35.1
nam,2006,35.5
nam,2007,34.3
nam,2008,32.4
nam,2009,28.1
nam,2010,29.6
nam,2011,28.6
nam,2012,27
nam,2013,27
nam,2014,26.4
nam,2015,22.4
nam,2016,21
nam,2017,21.4
nam,2018,22.2
nam,2019,21.5
nam,2020,21.6
ner,2003,85.1
ner,2004,85.6
ner,2005,85.2
ner,2006,85.8
ner,2007,88.6
ner,2008,88.8
ner,2009,87.6
ner,2010,87.8
ner,2011,89.7
ner,2012,84.9
ner,2013,83.7
ner,2014,87.7
ner,2015,85.4
ner,2016,87.6
ner,2017,85.2
ner,2018,83.2
ner,2019,81.8
ner,2020,72
nga,2003,26.1
nga,2004,23.5
nga,2007,20.2
nga,2008,27.4
nga,2009,31.1
nga,2010,31.2
nga,2011,32.8
nga,2012,33.8
nga,2013,28.2
nga,2014,29.7
nga,2015,28.7
nga,2016,32.3
nga,2017,33.8
nga,2018,23
nga,2019,23
nga,2020,30.6
nic,2003,43.9
nic,2004,44.3
nic,2005,39.9
nic,2006,40.3
nic,2007,38.6
nic,2008,37.8
nic,2009,32.8
nic,2010,33
nic,2011,32.2
nic,2012,30.3
nic,2013,30.7
nic,2014,31.9
nic,2015,29.9
nic,2016,28.8
nic,2017,28.8
nic,2018,29.4
nic,2019,30.8
nic,2020,32.1
nld,2003,0
nld,2004,0
nld,2005,0
nld,2006,0
nld,2007,0
nld,2008,0
nld,2009,0
nld,2010,0
nld,2011,0
nld,2012,0
nld,2013,0
nld,2014,0
nld,2015,0
nld,2016,0
nld,2017,0
nld,2018,0
nld,2019,0
nld,2020,0
nor,2003,0
nor,2004,0
nor,2005,0
nor,2006,0
nor,2007,0
nor,2008,0
nor,2009,0
nor,2010,0
nor,2011,0
nor,2012,0
nor,2013,0
nor,2014,0
nor,2015,0
nor,2016,0
nor,2017,0
nor,2018,0
nor,2019,0
nor,2020,0
npl,2003,84.5
npl,2004,83.6
npl,2005,82.2
npl,2006,81.8
npl,2007,82.2
npl,2008,82.5
npl,2009,82
npl,2010,79.4
npl,2011,81
npl,2012,73.1
npl,2013,71
npl,2014,68.1
npl,2015,68.8
npl,2016,68
npl,2017,66.6
npl,2018,64.2
npl,2019,62.2
npl,2020,60.3
pak,2003,51.5
pak,2004,51.4
pak,2005,49.3
pak,2006,48.2
pak,2007,44.8
pak,2008,43.5
pak,2009,47.2
pak,2010,45.2
pak,2011,44
pak,2012,41.3
pak,2013,41.7
pak,2014,40.1
pak,2015,40.1
pak,2016,40.4
pak,2017,34.7
pak,2018,35.3
pak,2019,31.4
pak,2020,31.4
pan,2003,23.7
pan,2004,22
pan,2005,20.5
pan,2006,20.1
pan,2007,17.7
pan,2008,16.6
pan,2009,16.3
pan,2010,14.3
pan,2011,14.2
pan,2012,14.6
pan,2013,13.7
pan,2014,12.1
pan,2015,12.5
pan,2016,11.5
pan,2017,11.2
pan,2018,10
pan,2019,9.9
pan,2020,9.7
per,2003,28.9
per,2004,25.4
per,2005,23.9
per,2006,25.3
per,2007,23.5
per,2008,18.6
per,2009,17.5
per,2010,14.7
per,2011,13
per,2012,11.8
per,2013,10.7
per,2014,9.7
per,2015,9.5
per,2016,8.8
per,2017,8.5
per,2018,8.3
per,2019,7.8
per,2020,7.6
phl,2003,34.7
phl,2004,35
phl,2005,35.2
phl,2006,33.1
phl,2007,33
phl,2008,32.5
phl,2009,32.1
phl,2010,31.1
phl,2011,29.8
phl,2012,28.6
phl,2013,28.2
phl,2014,27.6
phl,2015,23.4
phl,2016,20.9
phl,2017,20.5
phl,2018,19.4
phl,2019,18.6
phl,2020,17
png,2003,83.9
png,2004,91
png,2005,88.8
png,2006,85.1
png,2007,80.1
png,2008,77.2
png,2009,70.3
png,2010,65.4
png,2011,60.8
png,2012,52.6
png,2013,47.2
png,2014,43.1
png,2015,37
png,2016,32
png,2017,26.8
png,2018,22.9
png,2019,19.2
png,2020,16.5
pol,2004,1.8
pol,2005,1
pol,2006,0.7
pol,2007,0.5
pol,2008,0.4
pol,2009,0.3
pol,2010,0.3
pol,2011,0.3
pol,2012,0.3
pol,2013,0.3
pol,2014,0.2
pol,2015,0.2
pol,2016,0.1
pol,2017,0.1
pol,2018,0
pol,2019,0
pol,2020,0
prt,2003,0.8
prt,2004,0.8
prt,2005,0.8
prt,2006,0.7
prt,2007,0.5
prt,2008,0.5
prt,2009,0.3
prt,2010,0.3
prt,2011,0.5
prt,2012,0.6
prt,2013,0.5
prt,2014,0.4
prt,2015,0.4
prt,2016,0.3
prt,2017,0.2
prt,2018,0.2
prt,2019,0.3
prt,2020,0.2
pry,2003,34.6
pry,2004,31
pry,2005,28.4
pry,2006,30.6
pry,2007,30.1
pry,2008,26.8
pry,2009,23.6
pry,2010,24.4
pry,2011,25.7
pry,2012,20.1
pry,2013,19.8
pry,2014,22.1
pry,2015,18.3
pry,2016,17.7
pry,2017,18.2
pry,2018,14.9
pry,2019,15.6
pry,2020,15.5
rou,2004,2.7
rou,2006,3
rou,2007,1.5
rou,2008,1
rou,2009,1
rou,2010,1
rou,2011,1.2
rou,2012,1.2
rou,2013,1.4
rou,2014,1.1
rou,2015,0.8
rou,2016,0.5
rou,2017,0.6
rou,2018,0.5
rou,2019,0.5
rou,2020,0.4
rus,2003,11.1
rus,2004,10.2
rus,2005,9.1
rus,2006,7.4
rus,2007,7.6
rus,2008,6
rus,2009,5.4
rus,2010,4.7
rus,2011,4.5
rus,2012,4.6
rus,2013,4.4
rus,2014,3.6
rus,2015,3.5
rus,2016,3.3
rus,2017,3.1
rus,2018,2.9
rus,2019,3
rus,2020,2.9
rwa,2003,80.8
rwa,2004,83.4
rwa,2005,82.2
rwa,2006,80.6
rwa,2007,75.4
rwa,2008,74.8
rwa,2009,71.9
rwa,2010,72
rwa,2011,68.8
rwa,2012,66.3
rwa,2013,65.2
rwa,2014,69.2
rwa,2015,69.5
rwa,2016,67
rwa,2017,61.3
rwa,2018,61.2
rwa,2019,57.2
rwa,2020,54.9
sdn,2009,35.5
sdn,2010,35.3
sdn,2011,38.1
sdn,2012,40.3
sdn,2013,41
sdn,2014,40.1
sdn,2015,37.4
sdn,2016,39.8
sdn,2017,38.8
sdn,2018,41.7
sdn,2019,46.1
sdn,2020,46.4
sen,2003,36.5
sen,2004,36.8
sen,2005,33.1
sen,2006,31.1
sen,2007,30.6
sen,2008,30.9
sen,2009,30.6
sen,2010,30.2
sen,2011,32.9
sen,2012,31.7
sen,2013,32.6
sen,2014,32.9
sen,2015,31
sen,2016,30.8
sen,2017,30.6
sen,2018,29
sen,2019,28.8
sen,2020,27.7
slb,2007,48.8
sle,2003,82.8
sle,2004,81.7
sle,2005,82.2
sle,2006,83.7
sle,2007,83.5
sle,2008,81.2
sle,2009,79.1
sle,2010,84.7
sle,2011,75.2
sle,2012,71.9
sle,2013,59.5
sle,2014,65.3
sle,2015,65.1
sle,2016,64.2
sle,2017,66
sle,2018,60.9
sle,2019,54.9
sle,2020,47.9
slv,2003,23.5
slv,2004,20.2
slv,2005,20
slv,2006,16
slv,2007,14.8
slv,2008,16.5
slv,2009,16.4
slv,2010,14.1
slv,2011,12.7
slv,2012,12.1
slv,2013,12.4
slv,2014,11.1
slv,2015,9.7
slv,2016,8.5
slv,2017,7.3
slv,2018,7.6
slv,2019,7.4
slv,2020,7.1
srb,2012,4.2
srb,2013,4.5
srb,2014,4.8
srb,2015,4.8
srb,2016,3.9
srb,2017,2.3
srb,2018,2.2
srb,2019,2.1
srb,2020,1.9
sur,2007,30.7
svk,2004,0
svk,2005,0.1
svk,2006,0
svk,2007,0
svk,2008,0
svk,2009,0
svk,2010,0
svk,2011,0
svk,2012,0
svk,2013,0
svk,2014,0
svk,2015,0
svk,2016,0
svk,2017,0
svk,2018,0
svk,2019,0
svk,2020,0
svn,2003,0
svn,2004,0
svn,2005,0
svn,2006,0
svn,2007,0
svn,2008,0
svn,2009,0
svn,2010,0
svn,2011,0
svn,2012,0
svn,2013,0
svn,2014,0
svn,2015,0
svn,2016,0
svn,2017,0
svn,2018,0
svn,2019,0
svn,2020,0
swe,2003,0
swe,2004,0
swe,2005,0
swe,2006,0
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0
swe,2013,0
swe,2014,0
swe,2015,0
swe,2016,0
swe,2017,0
swe,2018,0
swe,2019,0
swe,2020,0
syc,2013,6.6
syc,2014,4
syc,2015,4
syc,2016,3.8
syc,2017,3.4
syc,2018,3.2
syc,2019,2.9
syc,2020,2.6
syr,2004,22.6
syr,2005,23.3
syr,2006,24
syr,2007,25.1
syr,2008,25.3
syr,2009,24.8
syr,2010,26.3
syr,2011,23.6
syr,2012,23
syr,2013,21.8
syr,2014,20.1
syr,2015,17.8
syr,2016,17.9
syr,2017,15.1
syr,2018,15.1
syr,2019,14.6
syr,2020,14
tcd,2003,5.3
tcd,2004,11.7
tcd,2005,21.6
tcd,2006,39.2
tcd,2007,60.1
tcd,2008,61.8
tcd,2009,57
tcd,2010,56.1
tcd,2011,58
tcd,2012,54.7
tcd,2013,52.2
tcd,2014,51.5
tcd,2015,52.7
tcd,2016,55.9
tcd,2017,59.1
tcd,2018,58.9
tcd,2019,60.5
tcd,2020,60.4
tgo,2006,76.7
tgo,2007,76.2
tgo,2008,76.1
tgo,2009,76.6
tgo,2010,74.6
tgo,2011,75.3
tgo,2012,75.5
tgo,2013,75
tgo,2014,72.9
tgo,2015,72.4
tgo,2016,71.5
tgo,2017,71.9
tgo,2018,71.7
tgo,2019,71
tgo,2020,68.9
tha,2003,16.7
tha,2004,16.4
tha,2005,16.1
tha,2006,14
tha,2007,11.4
tha,2008,10.7
tha,2009,10.5
tha,2010,9.8
tha,2011,8
tha,2012,8.6
tha,2013,7.1
tha,2014,7
tha,2015,6.1
tha,2016,6.2
tha,2017,5.7
tha,2018,5
tha,2019,4.7
tha,2020,4
tjk,2003,64.5
tjk,2004,61.4
tjk,2005,59.1
tjk,2006,55.9
tjk,2007,53.1
tjk,2008,50.2
tjk,2009,51.7
tjk,2010,49.1
tjk,2011,43
tjk,2012,45.3
tjk,2013,43.8
tjk,2014,41.3
tjk,2015,42.9
tjk,2016,41.4
tjk,2017,41.9
tjk,2018,41.3
tjk,2019,40.1
tjk,2020,38.9
tkm,2003,61
tkm,2004,55.6
tkm,2005,48.4
tkm,2006,42.8
tkm,2007,36.4
tkm,2008,32.7
tkm,2009,26.7
tkm,2010,22.5
tkm,2011,19.2
tkm,2012,16.5
tkm,2013,13.4
tkm,2014,11.2
tkm,2015,9.7
tkm,2016,8
tkm,2017,6.4
tkm,2018,5.3
tkm,2019,4.3
tkm,2020,3.5
tls,2003,53.5
tls,2004,58.2
tls,2005,58.1
tls,2006,57.3
tls,2007,62.9
tls,2008,68.9
tls,2009,62.7
tls,2010,59.3
tls,2011,61.6
tls,2012,58.1
tls,2013,57.4
tls,2014,55.3
tls,2015,54.1
tls,2016,56.2
tls,2017,52
tls,2018,53.2
tls,2019,51.9
tls,2020,49.1
ton,2007,5.2
tun,2003,16.8
tun,2004,16.3
tun,2005,12.8
tun,2006,12.5
tun,2007,10.4
tun,2008,10
tun,2009,8.7
tun,2010,6.5
tun,2011,5.4
tun,2012,4.8
tun,2013,3.7
tun,2014,3.6
tun,2015,1.5
tun,2016,1.5
tun,2017,1.2
tun,2018,1.1
tun,2019,0.9
tun,2020,0.8
tur,2003,4.4
tur,2004,3.5
tur,2005,3.7
tur,2006,2.2
tur,2007,1.7
tur,2008,1.9
tur,2009,2
tur,2010,1.8
tur,2011,1.7
tur,2012,1.8
tur,2013,1.6
tur,2014,2
tur,2015,2.6
tur,2016,1.9
tur,2017,1.7
tur,2018,1.9
tur,2019,1.9
tur,2020,1.8
tza,2003,85.8
tza,2004,85
tza,2005,84.2
tza,2006,81.4
tza,2007,77.9
tza,2008,80.6
tza,2009,81
tza,2010,78.2
tza,2011,74.3
tza,2012,75.9
tza,2013,77.6
tza,2014,75.4
tza,2015,73.5
tza,2016,74.3
tza,2017,74.2
tza,2018,75.9
tza,2019,74.4
tza,2020,73.6
uga,2003,82.4
uga,2004,83.6
uga,2005,83.8
uga,2006,83.9
uga,2007,80
uga,2008,80.4
uga,2009,75.9
uga,2010,74.2
uga,2011,74.2
uga,2012,73.9
uga,2013,73.7
uga,2014,74.5
uga,2015,72.1
uga,2016,72.3
uga,2017,72.8
uga,2018,70.9
uga,2019,72
uga,2020,68.7
ukr,2003,21.2
ukr,2004,16.1
ukr,2005,12.6
ukr,2006,9.3
ukr,2007,4.6
ukr,2008,2.7
ukr,2009,3.7
ukr,2010,2.4
ukr,2011,1.5
ukr,2012,1.1
ukr,2013,0.9
ukr,2014,1.3
ukr,2015,3.6
ukr,2016,3.2
ukr,2017,2
ukr,2018,1.7
ukr,2019,1.3
ukr,2020,0.8
ury,2003,7.9
ury,2004,8.7
ury,2005,7.8
ury,2006,8.3
ury,2007,8.2
ury,2008,6.3
ury,2009,6.4
ury,2010,4.9
ury,2011,3.3
ury,2012,2.1
ury,2013,2.2
ury,2014,1.8
ury,2015,2
ury,2016,1.8
ury,2017,1.7
ury,2018,1.6
ury,2019,1.6
ury,2020,1.7
usa,2003,0.2
usa,2004,0.2
usa,2005,0.2
usa,2006,0.2
usa,2007,0.2
usa,2008,0.2
usa,2009,0.2
usa,2010,0.2
usa,2011,0.2
usa,2012,0.2
usa,2013,0.2
usa,2014,0.2
usa,2015,0.2
usa,2016,0.2
usa,2017,0.2
usa,2018,0.2
usa,2019,0.2
usa,2020,0.2
uzb,2003,87
uzb,2004,83.7
uzb,2005,79.1
uzb,2006,73.7
uzb,2007,70.5
uzb,2008,67.6
uzb,2009,59.7
uzb,2010,57.6
uzb,2011,51.8
uzb,2012,47.4
uzb,2013,43.6
uzb,2014,37.3
uzb,2015,34.1
uzb,2016,32.3
uzb,2017,31
uzb,2018,29.1
uzb,2019,26.8
uzb,2020,24.9
ven,2003,16.7
ven,2004,17.2
ven,2005,18.3
ven,2006,10.2
ven,2007,8.8
ven,2008,8.8
ven,2009,9.5
ven,2010,9.6
ven,2011,9
ven,2012,8.5
ven,2013,8.2
ven,2014,8.9
ven,2015,9.1
ven,2016,9.3
ven,2017,10.1
ven,2018,10.6
ven,2019,11.4
ven,2020,11.5
vnm,2003,63.6
vnm,2004,59.2
vnm,2005,57.5
vnm,2006,53.6
vnm,2007,49.3
vnm,2008,47.6
vnm,2009,44.8
vnm,2010,45.1
vnm,2011,44.3
vnm,2012,39.4
vnm,2013,36.3
vnm,2014,34.8
vnm,2015,30.9
vnm,2016,29.7
vnm,2017,26.3
vnm,2018,24.9
vnm,2019,22.5
vnm,2020,19.1
vut,2010,16.3
vut,2011,16.3
vut,2012,16.6
vut,2013,15.8
vut,2014,15.6
vut,2015,15.4
vut,2016,15.6
vut,2017,15.2
vut,2018,14.3
vut,2019,15
vut,2020,13.3
zaf,2003,23.5
zaf,2004,23.5
zaf,2005,31.7
zaf,2006,31.4
zaf,2007,30
zaf,2008,27.8
zaf,2009,28.5
zaf,2010,27.3
zaf,2011,27.1
zaf,2012,26.9
zaf,2013,27
zaf,2014,27.3
zaf,2015,27.4
zaf,2016,27.4
zaf,2017,27
zaf,2018,27.5
zaf,2019,27.4
zaf,2020,27.5
