geo,time,sl_agr_empl_ma_zs
lby,2001,25.32
lby,2002,24.67
lby,2003,23.77
lby,2004,23.1
lby,2005,22.16
lby,2006,21.47
lby,2007,20.81
lby,2008,20.13
lby,2009,19.7
lby,2010,19.2
lby,2011,19.35
lby,2012,19.25
lby,2013,19.29
lby,2014,19.33
lby,2015,19.15
lby,2016,18.78
lby,2017,17.91
lby,2018,17.15
lby,2019,16.65
lca,1991,30.26
lca,1992,29.89
lca,1993,29.82
lca,1994,33.76
lca,1995,28.87
lca,1996,29.82
lca,1997,25.19
lca,1998,27.77
lca,1999,26.17
lca,2000,25.98
lca,2001,25.81
lca,2002,25.63
lca,2003,24.89
lca,2004,24.23
lca,2005,22.78
lca,2006,21.82
lca,2007,21.42
lca,2008,20.83
lca,2009,20.49
lca,2010,19.88
lca,2011,18.98
lca,2012,18.26
lca,2013,17.77
lca,2014,16.93
lca,2015,16.32
lca,2016,15.55
lca,2017,15
lca,2018,16.25
lca,2019,15.63
lka,1991,42.33
lka,1992,43.84
lka,1993,39.25
lka,1994,42.75
lka,1995,38.4
lka,1996,34.66
lka,1997,36.05
lka,1998,39.12
lka,1999,38.83
lka,2000,37.98
lka,2001,37.98
lka,2002,37.37
lka,2003,36.66
lka,2004,35.94
lka,2005,35.11
lka,2006,34.07
lka,2007,33.23
lka,2008,32.46
lka,2009,31.79
lka,2010,29.49
lka,2011,29.58
lka,2012,29.7
lka,2013,28.47
lka,2014,27.22
lka,2015,26.84
lka,2016,25.44
lka,2017,24.42
lka,2018,23.99
lka,2019,23.63
lso,1991,63.1
lso,1992,62.81
lso,1993,62.63
lso,1994,62.32
lso,1995,62.12
lso,1996,61.75
lso,1997,61.48
lso,1998,61.34
lso,1999,61.23
lso,2000,60.67
lso,2001,60
lso,2002,59.52
lso,2003,58.62
lso,2004,57.99
lso,2005,57.18
lso,2006,56.27
lso,2007,55.36
lso,2008,54.26
lso,2009,53.66
lso,2010,53.19
lso,2011,52.26
lso,2012,51.25
lso,2013,50.5
lso,2014,49.88
lso,2015,49.28
lso,2016,48.48
lso,2017,48.34
lso,2018,48.09
lso,2019,47.65
ltu,1991,26.53
ltu,1992,26.73
ltu,1993,26.72
ltu,1994,26.04
ltu,1995,25.16
ltu,1996,24.48
ltu,1997,23.16
ltu,1998,22.43
ltu,1999,24
ltu,2000,23.41
ltu,2001,22.27
ltu,2002,22.25
ltu,2003,21.81
ltu,2004,18.93
ltu,2005,16.93
ltu,2006,16.17
ltu,2007,13.98
ltu,2008,10.19
ltu,2009,11.53
ltu,2010,11.44
ltu,2011,10.67
ltu,2012,11.42
ltu,2013,10.83
ltu,2014,11.69
ltu,2015,11.61
ltu,2016,10.53
ltu,2017,10.28
ltu,2018,9.73
ltu,2019,8.77
lux,1991,3.83
lux,1992,3.69
lux,1993,3.5
lux,1994,3.37
lux,1995,4.1
lux,1996,3.23
lux,1997,3
lux,1998,3.66
lux,1999,2.27
lux,2000,3.07
lux,2001,1.85
lux,2002,2.61
lux,2003,3.33
lux,2004,2.29
lux,2005,2.2
lux,2006,2.3
lux,2007,2.38
lux,2008,2.04
lux,2009,1.73
lux,2010,1.38
lux,2011,1.55
lux,2012,1.67
lux,2013,2.11
lux,2014,1.89
lux,2015,1.29
lux,2016,1.37
lux,2017,1.97
lux,2018,1.55
lux,2019,0.9
lva,1991,22.31
lva,1992,22.77
lva,1993,21.93
lva,1994,21.6
lva,1995,20.52
lva,1996,20.5
lva,1997,23.88
lva,1998,21.28
lva,1999,19.63
lva,2000,16.67
lva,2001,18.52
lva,2002,20.23
lva,2003,18.21
lva,2004,16.48
lva,2005,15.87
lva,2006,14.33
lva,2007,12.45
lva,2008,10.11
lva,2009,11.52
lva,2010,11.78
lva,2011,12.63
lva,2012,11.98
lva,2013,11.26
lva,2014,10.55
lva,2015,10.87
lva,2016,10.41
lva,2017,9.58
lva,2018,9.99
lva,2019,10.29
mac,1991,0.63
mac,1992,0.62
mac,1993,0.61
mac,1994,0.6
mac,1995,0.59
mac,1996,0.59
mac,1997,0.58
mac,1998,0.58
mac,1999,0.59
mac,2000,0.6
mac,2001,0.6
mac,2002,0.61
mac,2003,0.61
mac,2004,0.61
mac,2005,0.62
mac,2006,0.62
mac,2007,0.64
mac,2008,0.64
mac,2009,0.65
mac,2010,0.65
mac,2011,0.66
mac,2012,0.65
mac,2013,0.66
mac,2014,0.66
mac,2015,0.66
mac,2016,0.67
mac,2017,0.67
mac,2018,0.67
mac,2019,0.67
mar,1991,43.07
mar,1992,43.14
mar,1993,43.18
mar,1994,42.73
mar,1995,42.93
mar,1996,42.29
mar,1997,42.24
mar,1998,41.68
mar,1999,41.52
mar,2000,41.26
mar,2001,40.41
mar,2002,40.18
mar,2003,39.36
mar,2004,40.54
mar,2005,39.66
mar,2006,36.83
mar,2007,35.93
mar,2008,34.94
mar,2009,34.09
mar,2010,33.17
mar,2011,32.26
mar,2012,32.04
mar,2013,31.29
mar,2014,30.73
mar,2015,30.06
mar,2016,29.64
mar,2017,28.9
mar,2018,28.1
mar,2019,27.36
mda,1991,43.39
mda,1992,42.03
mda,1993,45.42
mda,1994,48.41
mda,1995,46.34
mda,1996,44.13
mda,1997,43.13
mda,1998,47.03
mda,1999,50.4
mda,2000,51.95
mda,2001,51.72
mda,2002,50.68
mda,2003,44.34
mda,2004,40.95
mda,2005,41.15
mda,2006,35.25
mda,2007,35.47
mda,2008,33.69
mda,2009,31.42
mda,2010,30.54
mda,2011,30.84
mda,2012,29.65
mda,2013,32.14
mda,2014,34.23
mda,2015,38.51
mda,2016,37.07
mda,2017,36.6
mda,2018,28.39
mda,2019,24.98
mdg,1991,74.43
mdg,1992,74.49
mdg,1993,74.55
mdg,1994,74.8
mdg,1995,74.71
mdg,1996,74.76
mdg,1997,74.86
mdg,1998,74.93
mdg,1999,75.04
mdg,2000,75.36
mdg,2001,75.72
mdg,2002,76.63
mdg,2003,76.7
mdg,2004,79.13
mdg,2005,81.46
mdg,2006,80.2
mdg,2007,78.84
mdg,2008,77.36
mdg,2009,76.46
mdg,2010,75.02
mdg,2011,73.48
mdg,2012,71.67
mdg,2013,70.9
mdg,2014,70.34
mdg,2015,69.87
mdg,2016,69.33
mdg,2017,68.94
mdg,2018,68.53
mdg,2019,68.11
mdv,1991,25.52
mdv,1992,25.58
mdv,1993,25.64
mdv,1994,25.6
mdv,1995,25.56
mdv,1996,25.37
mdv,1997,25.03
mdv,1998,24.71
mdv,1999,24.38
mdv,2000,24.13
mdv,2001,24.17
mdv,2002,23.41
mdv,2003,22.22
mdv,2004,21.74
mdv,2005,22.19
mdv,2006,20.9
mdv,2007,20.12
mdv,2008,19.24
mdv,2009,18.6
mdv,2010,17.45
mdv,2011,16.28
mdv,2012,15.36
mdv,2013,14.3
mdv,2014,13.27
mdv,2015,12.33
mdv,2016,11.41
mdv,2017,10.94
mdv,2018,10.38
mdv,2019,9.97
mex,1991,26.44
mex,1992,26.34
mex,1993,26.26
mex,1994,26.06
mex,1995,26.21
mex,1996,25.77
mex,1997,25.51
mex,1998,24.97
mex,1999,23.83
mex,2000,22.79
mex,2001,23.19
mex,2002,22.52
mex,2003,21.74
mex,2004,21.01
mex,2005,20.35
mex,2006,19.65
mex,2007,19.02
mex,2008,19.06
mex,2009,19.59
mex,2010,19.76
mex,2011,19.42
mex,2012,19.47
mex,2013,19.53
mex,2014,19.71
mex,2015,19.23
mex,2016,18.79
mex,2017,18.66
mex,2018,18.37
mex,2019,17.85
mkd,1991,25.15
mkd,1992,25.6
mkd,1993,25.36
mkd,1994,25.45
mkd,1995,25.59
mkd,1996,25.48
mkd,1997,25.29
mkd,1998,24.96
mkd,1999,24.4
mkd,2000,23.82
mkd,2001,23.7
mkd,2002,23.43
mkd,2003,21.94
mkd,2004,21.39
mkd,2005,20.7
mkd,2006,20
mkd,2007,18.87
mkd,2008,18.96
mkd,2009,18.93
mkd,2010,18.79
mkd,2011,18.72
mkd,2012,17.13
mkd,2013,17.71
mkd,2014,18.45
mkd,2015,18.11
mkd,2016,17.19
mkd,2017,16.48
mkd,2018,16.34
mkd,2019,14.49
mli,1991,72.87
mli,1992,72.84
mli,1993,72.82
mli,1994,72.63
mli,1995,72.55
mli,1996,72.36
mli,1997,72.13
mli,1998,71.81
mli,1999,71.57
mli,2000,71.35
mli,2001,70.65
mli,2002,70.47
mli,2003,69.87
mli,2004,69.8
mli,2005,69.58
mli,2006,69.13
mli,2007,69.03
mli,2008,68.91
mli,2009,68.61
mli,2010,68.35
mli,2011,68.08
mli,2012,68.22
mli,2013,67.93
mli,2014,67.12
mli,2015,62.52
mli,2016,66.16
mli,2017,63.9
mli,2018,62.64
mli,2019,62.33
mlt,1991,3.11
mlt,1992,3.07
mlt,1993,3.02
mlt,1994,2.96
mlt,1995,2.89
mlt,1996,2.83
mlt,1997,2.8
mlt,1998,2.74
mlt,1999,2.68
mlt,2000,2.59
mlt,2001,3
mlt,2002,3.09
mlt,2003,3.26
mlt,2004,2.95
mlt,2005,2.78
mlt,2006,2.69
mlt,2007,2.44
mlt,2008,2.41
mlt,2009,1.98
mlt,2010,1.81
mlt,2011,1.58
mlt,2012,1.43
mlt,2013,1.74
mlt,2014,1.79
mlt,2015,2.02
mlt,2016,1.61
mlt,2017,1.38
mlt,2018,1.38
mlt,2019,1.4
mmr,1991,75.33
mmr,1992,74.32
mmr,1993,73.9
mmr,1994,73.62
mmr,1995,71.76
mmr,1996,70.38
mmr,1997,68.78
mmr,1998,68.19
mmr,1999,67.53
mmr,2000,66
mmr,2001,65.04
mmr,2002,63.54
mmr,2003,61.71
mmr,2004,60.43
mmr,2005,59.38
mmr,2006,58.11
mmr,2007,57.39
mmr,2008,56.36
mmr,2009,55.51
mmr,2010,55.12
mmr,2011,54.71
mmr,2012,54.37
mmr,2013,54.01
mmr,2014,53.58
mmr,2015,52.81
mmr,2016,53.5
mmr,2017,54.07
mmr,2018,51.97
mmr,2019,53.21
mne,1991,11.92
mne,1992,12.23
mne,1993,12.74
mne,1994,12.67
mne,1995,12.3
mne,1996,11.79
mne,1997,11.48
mne,1998,11.22
mne,1999,11.45
mne,2000,11.16
mne,2001,10.91
mne,2002,10.83
mne,2003,10.84
mne,2004,9.63
mne,2005,8.5
mne,2006,8.76
mne,2007,9.04
mne,2008,8.16
mne,2009,7.76
mne,2010,7.03
mne,2011,6.4
mne,2012,5.73
mne,2013,6.17
mne,2014,6.56
mne,2015,7.35
mne,2016,8.02
mne,2017,8.71
mne,2018,8.61
mne,2019,7.57
mng,1991,44.38
mng,1992,45.49
mng,1993,45.9
mng,1994,45.79
mng,1995,47.11
mng,1996,47.87
mng,1997,50.17
mng,1998,50.67
mng,1999,50.54
mng,2000,50.53
mng,2001,50.04
mng,2002,47.26
mng,2003,48.19
mng,2004,42.64
mng,2005,42.77
mng,2006,41.77
mng,2007,42.81
mng,2008,41.88
mng,2009,41.17
mng,2010,34.7
mng,2011,33.5
mng,2012,35.81
mng,2013,31.08
mng,2014,29.48
mng,2015,29.72
mng,2016,32.43
mng,2017,31.06
mng,2018,28.47
mng,2019,27
moz,1991,73.86
moz,1992,73.94
moz,1993,73.8
moz,1994,73.56
moz,1995,73.51
moz,1996,73.06
moz,1997,72.48
moz,1998,71.86
moz,1999,71.12
moz,2000,70.78
moz,2001,69.87
moz,2002,69.59
moz,2003,68.93
moz,2004,68.35
moz,2005,67.88
moz,2006,67.21
moz,2007,66.56
moz,2008,66.06
moz,2009,65.55
moz,2010,64.9
moz,2011,64.16
moz,2012,63.43
moz,2013,62.69
moz,2014,62.02
moz,2015,61.26
moz,2016,60.8
moz,2017,60.51
moz,2018,60.1
moz,2019,59.82
mrt,1991,44.31
mrt,1992,44.25
mrt,1993,44.04
mrt,1994,44.16
mrt,1995,43.75
mrt,1996,43.47
mrt,1997,43.65
mrt,1998,43.45
mrt,1999,43.17
mrt,2000,43.44
mrt,2001,43.41
mrt,2002,43.17
mrt,2003,42.52
mrt,2004,41.99
mrt,2005,41.17
mrt,2006,39.87
mrt,2007,39.86
mrt,2008,39.71
mrt,2009,39.54
mrt,2010,39.16
mrt,2011,38.68
mrt,2012,38.18
mrt,2013,37.7
mrt,2014,37.21
mrt,2015,36.65
mrt,2016,36.36
mrt,2017,35.89
mrt,2018,35.53
mrt,2019,34.85
mus,1991,15.65
mus,1992,15.18
mus,1993,14.91
mus,1994,14.67
mus,1995,15.34
mus,1996,13.91
mus,1997,13.59
mus,1998,12.96
mus,1999,12.42
mus,2000,12.74
mus,2001,12.13
mus,2002,11.72
mus,2003,12.85
mus,2004,10.97
mus,2005,10.54
mus,2006,10.55
mus,2007,10.21
mus,2008,9.9
mus,2009,9.51
mus,2010,9.21
mus,2011,8.49
mus,2012,8.37
mus,2013,8.23
mus,2014,8.08
mus,2015,7.95
mus,2016,7.79
mus,2017,7.65
mus,2018,7.5
mus,2019,7.23
mwi,1991,75.01
mwi,1992,75
mwi,1993,75.06
mwi,1994,74.71
mwi,1995,74.56
mwi,1996,74.48
mwi,1997,74.33
mwi,1998,74.33
mwi,1999,74.39
mwi,2000,74.5
mwi,2001,74.78
mwi,2002,74.78
mwi,2003,74.5
mwi,2004,74.34
mwi,2005,74.18
mwi,2006,73.86
mwi,2007,73.29
mwi,2008,73.12
mwi,2009,72.85
mwi,2010,72.55
mwi,2011,72.37
mwi,2012,72.38
mwi,2013,72.21
mwi,2014,71.96
mwi,2015,71.78
mwi,2016,71.64
mwi,2017,71.48
mwi,2018,71.29
mwi,2019,71.08
mys,1991,23.56
mys,1992,22.71
mys,1993,22.21
mys,1994,21.97
mys,1995,21.63
mys,1996,20.62
mys,1997,18.94
mys,1998,20.83
mys,1999,21.03
mys,2000,20.71
mys,2001,16.83
mys,2002,16.74
mys,2003,16.08
mys,2004,16.78
mys,2005,17.08
mys,2006,17.14
mys,2007,17.33
mys,2008,16.5
mys,2009,16.08
mys,2010,15.9
mys,2011,14.49
mys,2012,15.93
mys,2013,15.4
mys,2014,15.34
mys,2015,15.26
mys,2016,14.16
mys,2017,14.14
mys,2018,13.45
mys,2019,12.99
nam,1991,44.93
nam,1992,43.04
nam,1993,42.27
nam,1994,41.82
nam,1995,40.4
nam,1996,39.08
nam,1997,37.75
nam,1998,36.17
nam,1999,34.57
nam,2000,33
nam,2001,33.28
nam,2002,33.6
nam,2003,33.79
nam,2004,33.79
nam,2005,33.48
nam,2006,32.45
nam,2007,31.44
nam,2008,30.68
nam,2009,30.33
nam,2010,29.59
nam,2011,28.78
nam,2012,28.05
nam,2013,31.92
nam,2014,28.41
nam,2015,25.11
nam,2016,21.99
nam,2017,23.15
nam,2018,24.12
nam,2019,23.62
ncl,1991,10.69
ncl,1992,10.49
ncl,1993,10.28
ncl,1994,10.01
ncl,1995,9.7
ncl,1996,9.41
ncl,1997,8.57
ncl,1998,7.9
ncl,1999,7.3
ncl,2000,6.72
ncl,2001,6.14
ncl,2002,5.58
ncl,2003,5.09
ncl,2004,4.65
ncl,2005,4.24
ncl,2006,4.03
ncl,2007,4.01
ncl,2008,3.82
ncl,2009,3.69
ncl,2010,3.57
ncl,2011,3.44
ncl,2012,3.33
ncl,2013,3.22
ncl,2014,3.16
ncl,2015,3.06
ncl,2016,2.96
ncl,2017,2.87
ncl,2018,2.79
ncl,2019,2.7
ner,1991,76.92
ner,1992,76.97
ner,1993,77.03
ner,1994,77.02
ner,1995,77.06
ner,1996,77.18
ner,1997,77.2
ner,1998,77.24
ner,1999,77.35
ner,2000,77.41
ner,2001,77.44
ner,2002,77.42
ner,2003,77.42
ner,2004,77.36
ner,2005,77.28
ner,2006,77.15
ner,2007,77
ner,2008,76.87
ner,2009,76.67
ner,2010,76.48
ner,2011,76.35
ner,2012,75.87
ner,2013,75.61
ner,2014,75.46
ner,2015,75.32
ner,2016,75.29
ner,2017,75.13
ner,2018,75.02
ner,2019,74.79
nga,1991,54.48
nga,1992,54.34
nga,1993,54.48
nga,1994,54.6
nga,1995,54.65
nga,1996,54.46
nga,1997,54.32
nga,1998,54.2
nga,1999,54.19
nga,2000,53.76
nga,2001,53.25
nga,2002,52.15
nga,2003,51.41
nga,2004,50.37
nga,2005,50.23
nga,2006,50.05
nga,2007,49.77
nga,2008,49.41
nga,2009,48.91
nga,2010,48.31
nga,2011,47.77
nga,2012,47.3
nga,2013,46.68
nga,2014,45.82
nga,2015,45.39
nga,2016,45.3
nga,2017,45.06
nga,2018,44.8
nga,2019,44.48
nic,1991,45.26
nic,1992,45.05
nic,1993,44.85
nic,1994,44.43
nic,1995,44.03
nic,1996,43.73
nic,1997,43.35
nic,1998,43.05
nic,1999,42.19
nic,2000,42.13
nic,2001,41.74
nic,2002,41.8
nic,2003,41.57
nic,2004,41.15
nic,2005,40.74
nic,2006,41.62
nic,2007,42.2
nic,2008,41.17
nic,2009,41.92
nic,2010,42.9
nic,2011,43.86
nic,2012,44.06
nic,2013,44.5
nic,2014,44.92
nic,2015,44.59
nic,2016,43.99
nic,2017,43.54
nic,2018,44.06
nic,2019,44.65
nld,1991,5.16
nld,1992,5.1
nld,1993,5
nld,1994,4.98
nld,1995,4.9
nld,1996,4.82
nld,1997,4.63
nld,1998,4.25
nld,1999,3.9
nld,2000,3.96
nld,2001,3.65
nld,2002,3.63
nld,2003,3.85
nld,2004,4.25
nld,2005,4.75
nld,2006,4.74
nld,2007,4.44
nld,2008,4.19
nld,2009,4.12
nld,2010,4.08
nld,2011,3.75
nld,2012,3.68
nld,2013,2.82
nld,2014,3.04
nld,2015,3.01
nld,2016,3.01
nld,2017,2.96
nld,2018,2.79
nld,2019,2.68
nor,1991,7.66
nor,1992,7.33
nor,1993,7.37
nor,1994,7.04
nor,1995,7.3
nor,1996,7.32
nor,1997,7.08
nor,1998,6.61
nor,1999,6.47
nor,2000,6.02
nor,2001,5.79
nor,2002,5.72
nor,2003,5.36
nor,2004,5.25
nor,2005,4.83
nor,2006,4.81
nor,2007,4.26
nor,2008,3.9
nor,2009,4.08
nor,2010,3.93
nor,2011,3.71
nor,2012,3.48
nor,2013,3.36
nor,2014,3.36
nor,2015,2.99
nor,2016,3.09
nor,2017,3.07
nor,2018,3.01
nor,2019,2.93
npl,1991,74.79
npl,1992,74.68
npl,1993,74.4
npl,1994,73.83
npl,1995,73.14
npl,1996,72.14
npl,1997,70.86
npl,1998,69.33
npl,1999,67.43
npl,2000,66.37
npl,2001,65.56
npl,2002,65.2
npl,2003,64.52
npl,2004,63.9
npl,2005,63.38
npl,2006,62.85
npl,2007,62.36
npl,2008,61.57
npl,2009,61.01
npl,2010,60.4
npl,2011,59.71
npl,2012,58.55
npl,2013,57.4
npl,2014,56.13
npl,2015,55.21
npl,2016,54.93
npl,2017,53.79
npl,2018,52.89
npl,2019,52.11
nzl,1991,13.52
nzl,1992,13.35
nzl,1993,13.12
nzl,1994,12.79
nzl,1995,12.21
nzl,1996,11.67
nzl,1997,11.11
nzl,1998,10.86
nzl,1999,11.68
nzl,2000,11.08
nzl,2001,11.71
nzl,2002,11.44
nzl,2003,10.1
nzl,2004,9.21
nzl,2005,8.66
nzl,2006,8.61
nzl,2007,8.75
nzl,2008,8.38
nzl,2009,8.42
nzl,2010,8.84
nzl,2011,8.93
nzl,2012,8.8
nzl,2013,8.37
nzl,2014,8.25
nzl,2015,8.03
nzl,2016,8.56
nzl,2017,8.13
nzl,2018,7.79
nzl,2019,7.74
omn,1991,10.59
omn,1992,10.34
omn,1993,10.08
omn,1994,9.2
omn,1995,8.38
omn,1996,7.63
omn,1997,7.39
omn,1998,7.12
omn,1999,6.86
omn,2000,6.59
omn,2001,7.11
omn,2002,7.63
omn,2003,8.15
omn,2004,8.63
omn,2005,9.06
omn,2006,9.45
omn,2007,9.75
omn,2008,9.97
omn,2009,7.89
omn,2010,5.99
omn,2011,5.85
omn,2012,5.74
omn,2013,5.52
omn,2014,5.29
omn,2015,5.14
omn,2016,5.01
omn,2017,4.86
omn,2018,4.66
omn,2019,4.49
pak,1991,41.29
pak,1992,41.01
pak,1993,40.77
pak,1994,40.54
pak,1995,40.77
pak,1996,40.21
pak,1997,39.9
pak,1998,39.66
pak,1999,39.35
pak,2000,38.97
pak,2001,38.71
pak,2002,38.45
pak,2003,37.81
pak,2004,37.86
pak,2005,37.96
pak,2006,37.69
pak,2007,37.07
pak,2008,37.59
pak,2009,36.02
pak,2010,35.46
pak,2011,35.31
pak,2012,34.41
pak,2013,33.49
pak,2014,33.79
pak,2015,32.57
pak,2016,34.1
pak,2017,32.11
pak,2018,30.15
pak,2019,29.74
pan,1991,38.71
pan,1992,35.54
pan,1993,32.76
pan,1994,28.57
pan,1995,29.64
pan,1996,29.16
pan,1997,27.2
pan,1998,26.1
pan,1999,25.64
pan,2000,25.16
pan,2001,26.25
pan,2002,25.32
pan,2003,25.2
pan,2004,23.32
pan,2005,22.21
pan,2006,22.39
pan,2007,21.27
pan,2008,24.03
pan,2009,23.88
pan,2010,23.11
pan,2011,22.14
pan,2012,21.71
pan,2013,20.85
pan,2014,20.35
pan,2015,19.01
pan,2016,19.54
pan,2017,18.22
pan,2018,18.33
pan,2019,18.5
per,1991,39.16
per,1992,39.22
per,1993,39
per,1994,38.31
per,1995,37.86
per,1996,37.75
per,1997,37.29
per,1998,37.37
per,1999,37.44
per,2000,37.15
per,2001,37.09
per,2002,36.61
per,2003,38.44
per,2004,36.06
per,2005,36.6
per,2006,34.91
per,2007,31.26
per,2008,30.82
per,2009,29.96
per,2010,28.68
per,2011,29.65
per,2012,28.53
per,2013,28.31
per,2014,29.04
per,2015,29.26
per,2016,29.22
per,2017,29.06
per,2018,29.17
per,2019,28.25
phl,1991,52.77
phl,1992,53.22
phl,1993,53.66
phl,1994,53.08
phl,1995,51.55
phl,1996,50.29
phl,1997,46.91
phl,1998,45.49
phl,1999,46.45
phl,2000,45.32
phl,2001,44.99
phl,2002,44.68
phl,2003,44.03
phl,2004,43.44
phl,2005,42.93
phl,2006,42.32
phl,2007,41.6
phl,2008,41.29
phl,2009,41.07
phl,2010,40.12
phl,2011,39.95
phl,2012,39.36
phl,2013,38.09
phl,2014,37.1
phl,2015,35.92
phl,2016,33.13
phl,2017,31.68
phl,2018,30.55
phl,2019,28.7
png,1991,69.13
png,1992,68.77
png,1993,68.34
png,1994,68.14
png,1995,68.48
png,1996,67.76
png,1997,68.09
png,1998,68.36
png,1999,68.67
png,2000,69.33
png,2001,68.96
png,2002,68.85
png,2003,68.55
png,2004,67.95
png,2005,67.32
png,2006,66.47
png,2007,65.26
png,2008,65.14
png,2009,63.71
png,2010,61.34
png,2011,60.71
png,2012,59.28
png,2013,58.39
png,2014,57.28
png,2015,55.5
png,2016,54.82
png,2017,54.06
png,2018,53.48
png,2019,52.33
pol,1991,24.93
pol,1992,24.52
pol,1993,24.07
pol,1994,23.4
pol,1995,22.69
pol,1996,21.9
pol,1997,21.1
pol,1998,20.37
pol,1999,19.63
pol,2000,18.91
pol,2001,19
pol,2002,20.15
pol,2003,19.22
pol,2004,18.45
pol,2005,17.97
pol,2006,16.41
pol,2007,15.21
pol,2008,14.09
pol,2009,13.38
pol,2010,13.35
pol,2011,13.44
pol,2012,13.27
pol,2013,12.85
pol,2014,12.49
pol,2015,12.49
pol,2016,11.55
pol,2017,11.31
pol,2018,10.59
pol,2019,10.01
pri,1991,5.55
pri,1992,5.41
pri,1993,5.29
pri,1994,5.64
pri,1995,4.62
pri,1996,4.28
pri,1997,4.37
pri,1998,3.9
pri,1999,3.57
pri,2000,3.05
pri,2001,3.3
pri,2002,3.23
pri,2003,3.29
pri,2004,3.49
pri,2005,3.31
pri,2006,2.25
pri,2007,1.74
pri,2008,2.21
pri,2009,2.26
pri,2010,2.13
pri,2011,2.03
pri,2012,2.02
pri,2013,1.97
pri,2014,1.91
pri,2015,1.84
pri,2016,1.8
pri,2017,1.76
pri,2018,1.71
pri,2019,1.71
prk,1991,42.4
prk,1992,43
prk,1993,43.49
prk,1994,43.95
prk,1995,44.39
prk,1996,44.89
prk,1997,45.59
prk,1998,45.83
prk,1999,45.4
prk,2000,45.3
prk,2001,44.92
prk,2002,44.76
prk,2003,44.32
prk,2004,44.03
prk,2005,43.47
prk,2006,43.41
prk,2007,43.29
prk,2008,42.95
prk,2009,42.85
prk,2010,42.74
prk,2011,42.68
prk,2012,42.44
prk,2013,42.11
prk,2014,41.79
prk,2015,41.64
prk,2016,41.17
prk,2017,41.31
prk,2018,41.39
prk,2019,40.82
prt,1991,10.61
prt,1992,10.43
prt,1993,10.48
prt,1994,10.8
prt,1995,10.58
prt,1996,11.19
prt,1997,11.74
prt,1998,12.64
prt,1999,11.46
prt,2000,11.34
prt,2001,11.93
prt,2002,11.56
prt,2003,12.1
prt,2004,11.78
prt,2005,11.17
prt,2006,11.38
prt,2007,11.39
prt,2008,10.9
prt,2009,11.24
prt,2010,11.46
prt,2011,11.49
prt,2012,12.57
prt,2013,12.42
prt,2014,10.86
prt,2015,9.56
prt,2016,8.93
prt,2017,8.5
prt,2018,8.07
prt,2019,7.28
pry,1991,43.54
pry,1992,43.39
pry,1993,43.1
pry,1994,42.79
pry,1995,42.28
pry,1996,42.11
pry,1997,41.65
pry,1998,41.58
pry,1999,41.51
pry,2000,41.67
pry,2001,41.91
pry,2002,41.94
pry,2003,38.26
pry,2004,38.19
pry,2005,38.11
pry,2006,35.96
pry,2007,32.38
pry,2008,29.79
pry,2009,32.55
pry,2010,30.2
pry,2011,29.33
pry,2012,28.76
pry,2013,27.45
pry,2014,25.87
pry,2015,23.44
pry,2016,25.54
pry,2017,23.54
pry,2018,23.73
pry,2019,22.62
pse,1991,11.9
pse,1992,11.6
pse,1993,11.41
pse,1994,10.98
pse,1995,10.9
pse,1996,11.03
pse,1997,10.53
pse,1998,10.04
pse,1999,9.58
pse,2000,10.26
pse,2001,9.62
pse,2002,12.4
pse,2003,12.45
pse,2004,12.4
pse,2005,11.42
pse,2006,12.62
pse,2007,11.07
pse,2008,10.17
pse,2009,10.06
pse,2010,9.83
pse,2011,9.3
pse,2012,8.91
pse,2013,8.45
pse,2014,8.11
pse,2015,7.75
pse,2016,7.06
pse,2017,6.54
pse,2018,6.23
pse,2019,5.93
pyf,1991,19.76
pyf,1992,19.49
pyf,1993,19.28
pyf,1994,19.03
pyf,1995,18.63
pyf,1996,18.27
pyf,1997,17.14
pyf,1998,15.94
pyf,1999,14.93
pyf,2000,14
pyf,2001,12.95
pyf,2002,12.06
pyf,2003,11.89
pyf,2004,11.88
pyf,2005,11.82
pyf,2006,11.77
pyf,2007,11.67
pyf,2008,11.46
pyf,2009,11.35
pyf,2010,11.2
pyf,2011,11.09
pyf,2012,10.9
pyf,2013,10.71
pyf,2014,10.42
pyf,2015,10.17
pyf,2016,9.92
pyf,2017,9.63
pyf,2018,9.36
pyf,2019,9.11
qat,1991,5.23
qat,1992,5.14
qat,1993,5.07
qat,1994,4.92
qat,1995,4.77
qat,1996,4.61
qat,1997,4.39
qat,1998,3.91
qat,1999,3.48
qat,2000,3.09
qat,2001,2.74
qat,2002,2.94
qat,2003,3.13
qat,2004,3.28
qat,2005,3.38
qat,2006,3.47
qat,2007,2.72
qat,2008,1.79
qat,2009,1.77
qat,2010,1.65
qat,2011,1.54
qat,2012,1.53
qat,2013,1.58
qat,2014,1.5
qat,2015,1.42
qat,2016,1.41
qat,2017,1.44
qat,2018,1.4
qat,2019,1.35
rou,1991,26.37
rou,1992,28.84
rou,1993,32.17
rou,1994,34.77
rou,1995,35.29
rou,1996,34.24
rou,1997,37.29
rou,1998,38.68
rou,1999,40.86
rou,2000,42.79
rou,2001,41.77
rou,2002,35.7
rou,2003,36.08
rou,2004,32.21
rou,2005,31.66
rou,2006,29.92
rou,2007,28.31
rou,2008,27.33
rou,2009,27.78
rou,2010,29.95
rou,2011,27.78
rou,2012,28.68
