geo,time,fb_cbk_brch_p5
kaz,2012,3.29
kaz,2013,3.27
kaz,2014,3.39
kaz,2015,2.96
kaz,2016,2.95
kaz,2017,2.81
kaz,2018,2.49
kaz,2019,2.49
kaz,2020,2.4
ken,2004,2.7
ken,2005,2.6
ken,2006,2.69
ken,2007,3.51
ken,2008,4.07
ken,2009,4.36
ken,2010,4.65
ken,2011,4.92
ken,2012,5.19
ken,2013,5.28
ken,2014,5.48
ken,2015,5.59
ken,2016,5.37
ken,2017,5.21
ken,2018,5
ken,2019,4.79
ken,2020,4.67
kgz,2004,5.14
kgz,2005,5.3
kgz,2006,5.32
kgz,2007,6.41
kgz,2008,6.82
kgz,2009,6.91
kgz,2010,6.1
kgz,2011,7.16
kgz,2012,7.71
kgz,2013,7.85
kgz,2014,7.89
kgz,2015,8.28
kgz,2016,8.43
kgz,2017,8.18
kgz,2018,8.09
kgz,2019,7.96
kgz,2020,7.55
khm,2006,2.33
khm,2007,3.03
khm,2008,3.14
khm,2009,3.96
khm,2010,4.12
khm,2011,4.28
khm,2012,4.49
khm,2013,4.77
khm,2014,5.69
khm,2015,6.12
khm,2016,7.24
khm,2017,7.52
khm,2018,7.84
khm,2019,8.3
khm,2020,11.6
kir,2011,5.99
kir,2012,5.87
kir,2013,5.74
kna,2004,57.56
kna,2005,56.8
kna,2006,56.11
kna,2007,55.46
kna,2008,59.84
kna,2009,59.19
kna,2010,58.55
kna,2011,48.26
kna,2012,50.11
kna,2013,49.57
kna,2014,44.37
kna,2015,43.92
kna,2016,41.21
kna,2017,36.28
kna,2018,37.71
kna,2019,37.1
kna,2020,37.1
kor,2004,16.8
kor,2005,17.33
kor,2006,17.82
kor,2007,18.31
kor,2008,18.7
kor,2009,18.19
kor,2010,18.18
kor,2011,18.22
kor,2012,18.31
kor,2013,18.02
kor,2014,17.2
kor,2015,16.75
kor,2016,16.24
kor,2017,15.44
kor,2018,15.27
kor,2019,15.1
kor,2020,14.37
kos,2004,24.33
kos,2005,24.31
kos,2006,24.12
kos,2007,23.93
kos,2008,23.73
kos,2009,23.54
kos,2010,23.36
kos,2011,23.16
kos,2012,22.9
kos,2013,21.79
kos,2014,20.28
kos,2015,20.35
kos,2016,19.97
kos,2017,16.74
kos,2018,16.16
kos,2019,15.47
kos,2020,15.13
kwt,2004,12.82
kwt,2005,13.75
kwt,2006,14.58
kwt,2007,15.4
kwt,2008,15.48
kwt,2009,15.84
kwt,2010,15.71
kwt,2011,15.94
kwt,2012,14.8
kwt,2013,15.35
kwt,2014,15.27
kwt,2015,14.79
kwt,2016,14.67
kwt,2017,14.59
kwt,2018,14.72
kwt,2019,13.58
kwt,2020,13.6
lao,2008,0.48
lao,2009,2.35
lao,2010,2.54
lao,2011,2.55
lao,2012,2.7
lao,2013,2.73
lao,2014,2.88
lao,2015,2.9
lao,2016,3
lao,2017,3.09
lao,2018,3.17
lao,2019,3.21
lao,2020,3.21
lbn,2004,26.98
lbn,2005,26.86
lbn,2006,26.35
lbn,2007,26.45
lbn,2008,26.45
lbn,2009,26.51
lbn,2010,26.29
lbn,2011,26
lbn,2012,24.86
lbn,2013,24
lbn,2014,23.55
lbn,2015,23.01
lbn,2016,22.56
lbn,2017,22.25
lbn,2018,22.27
lbn,2019,21.66
lbn,2020,20.32
lbr,2006,0.84
lbr,2007,1.12
lbr,2008,1.66
lbr,2009,2.95
lbr,2010,3.65
lbr,2011,3.75
lbr,2012,3.68
lbr,2013,3.82
lbr,2014,3.74
lbr,2015,3.05
lbr,2016,2.96
lbr,2017,2.98
lbr,2018,3.17
lbr,2019,3.08
lbr,2020,2.88
lby,2004,8.8
lby,2005,8.87
lby,2006,10.64
lby,2007,10.74
lby,2008,10.69
lby,2009,10.85
lby,2010,11.16
lby,2011,11.14
lby,2012,11.35
lby,2013,11.8
lby,2014,11.75
lby,2015,11.67
lby,2016,11.63
lby,2017,11.48
lby,2018,11.36
lca,2004,25.14
lca,2005,24.57
lca,2006,23.93
lca,2007,23.31
lca,2008,22.72
lca,2009,22.17
lca,2010,21.69
lca,2011,21.29
lca,2012,20.96
lca,2013,20.68
lca,2014,20.42
lca,2015,19.48
lca,2016,15.84
lca,2017,15.67
lca,2018,15.52
lca,2019,16.72
lca,2020,15.27
lka,2004,8.7
lka,2005,9.01
lka,2006,12
lka,2007,13.25
lka,2008,14.08
lka,2009,14.89
lka,2010,15.86
lka,2011,17.28
lka,2012,18.01
lka,2013,18.32
lka,2014,18.47
lka,2015,18.63
lso,2004,2.4
lso,2005,2.31
lso,2006,1.91
lso,2007,2.05
lso,2008,2.2
lso,2009,2.25
lso,2010,3.31
lso,2011,3.36
lso,2012,3.33
lso,2013,3.59
lso,2014,3.55
lso,2015,3.72
lso,2016,3.83
lso,2017,3.78
lso,2018,3.74
lso,2019,3.76
lso,2020,3.79
ltu,2004,23.76
ltu,2005,25.5
ltu,2006,27.95
ltu,2007,29.93
ltu,2008,29.72
ltu,2009,29.51
ltu,2010,29.05
ltu,2011,19
ltu,2012,19.28
ltu,2013,18.08
ltu,2014,16.24
ltu,2015,14.55
ltu,2016,13.44
ltu,2017,13.6
ltu,2018,11.45
ltu,2019,10.08
ltu,2020,10.46
lux,2004,110.94
lux,2005,105.41
lux,2006,100.62
lux,2007,97.55
lux,2008,94.58
lux,2009,90.93
lux,2010,88.62
lux,2011,85.95
lux,2012,82.98
lux,2013,81.72
lux,2014,79.57
lux,2015,76.84
lux,2016,76.72
lux,2017,71.72
lux,2018,68.44
lux,2019,64.48
lux,2020,59
lva,2004,31.59
lva,2005,31.88
lva,2006,33.41
lva,2007,37.36
lva,2008,36.61
lva,2009,35.35
lva,2010,34.18
lva,2011,32.76
lva,2012,24.62
lva,2013,21.57
lva,2014,20.37
lva,2015,18.05
lva,2016,17.1
lva,2017,16.47
lva,2018,14.7
lva,2019,9.74
lva,2020,6.99
mac,2004,34.47
mac,2005,34.19
mac,2006,35.87
mac,2007,35.87
mac,2008,36.16
mac,2009,36.23
mac,2010,36.08
mac,2011,36.62
mac,2012,36.3
mac,2013,36.81
mac,2014,37.56
mac,2015,37.82
mac,2016,37.48
mac,2017,38.9
mac,2018,39.42
mac,2019,40.13
mac,2020,39.92
mar,2004,9.9
mar,2005,10.62
mar,2006,11.49
mar,2007,12.63
mar,2008,14.15
mar,2009,19.56
mar,2010,20.79
mar,2011,21.81
mar,2012,22.86
mar,2013,23.59
mar,2014,24.06
mar,2015,24.58
mar,2016,24.8
mar,2017,24.85
mar,2018,24.89
mar,2019,24.64
mar,2020,24.17
mda,2004,37.11
mda,2005,40.11
mda,2006,41.5
mda,2007,44.68
mda,2008,49.6
mda,2009,48.69
mda,2010,49.19
mda,2011,52.74
mda,2012,53.2
mda,2013,54.04
mda,2014,56.23
mda,2015,34.56
mda,2016,34.54
mda,2017,34.71
mda,2018,35.33
mda,2019,32.41
mda,2020,30.52
mdg,2004,1.12
mdg,2005,1.11
mdg,2006,1.14
mdg,2007,1.27
mdg,2008,1.33
mdg,2009,1.41
mdg,2010,1.46
mdg,2011,1.53
mdg,2012,1.61
mdg,2013,1.68
mdg,2014,1.9
mdg,2015,2.06
mdg,2016,2.2
mdg,2017,2.32
mdg,2018,2.38
mdg,2019,2.46
mdg,2020,2.51
mdv,2004,10.08
mdv,2005,10.04
mdv,2006,11.77
mdv,2007,12.11
mdv,2008,12.41
mdv,2009,12.27
mdv,2010,11.71
mdv,2011,11.45
mdv,2012,11.16
mdv,2013,10.55
mdv,2014,10.28
mdv,2015,10.04
mdv,2016,11.94
mdv,2017,13.16
mdv,2018,13.11
mdv,2019,13.87
mdv,2020,13.81
mex,2004,11.05
mex,2005,11.09
mex,2006,11.44
mex,2007,12.6
mex,2008,13.97
mex,2009,13.68
mex,2010,14.09
mex,2011,14.41
mex,2012,14.89
mex,2013,14.83
mex,2014,14.73
mex,2015,13.92
mex,2016,14.02
mex,2017,14.03
mex,2018,13.86
mex,2019,13.73
mex,2020,12.79
mhl,2004,11.8
mhl,2005,11.8
mhl,2006,11.8
mhl,2007,14.73
mhl,2008,17.65
mhl,2009,17.61
mhl,2010,17.58
mhl,2011,20.46
mhl,2012,20.41
mhl,2013,20.36
mhl,2014,20.32
mhl,2015,20.29
mhl,2016,20.26
mhl,2017,14.42
mhl,2018,14.07
mhl,2019,13.4
mhl,2020,13.4
mkd,2004,17.29
mkd,2005,16.42
mkd,2006,18.79
mkd,2007,19.97
mkd,2008,24.35
mkd,2009,25.31
mkd,2010,25.65
mkd,2011,24.16
mkd,2012,24.65
mkd,2013,24.76
mkd,2014,24.87
mkd,2015,24.69
mkd,2016,25.01
mkd,2017,25.65
mkd,2018,24.15
mkd,2019,24.11
mkd,2020,23.11
mli,2004,2.45
mli,2005,2.49
mli,2006,2.65
mli,2007,2.99
mli,2008,2.87
mli,2009,3.22
mli,2010,3.66
mli,2011,4.27
mli,2012,4.83
mli,2013,5.06
mli,2014,5.64
mli,2015,6.06
mli,2016,6.08
mli,2017,5.16
mli,2018,5.03
mli,2019,4.96
mli,2020,4.67
mlt,2004,38.88
mlt,2005,39.29
mlt,2006,37.39
mlt,2007,38.49
mlt,2008,40.05
mlt,2009,40.11
mlt,2010,39.45
mlt,2011,41.44
mlt,2012,37.91
mlt,2013,37.85
mlt,2014,37.05
mlt,2015,37.2
mlt,2016,34.3
mlt,2017,32.14
mlt,2018,29.61
mlt,2019,27.56
mlt,2020,23.34
mmr,2004,1.81
mmr,2005,1.72
mmr,2006,1.42
mmr,2007,1.44
mmr,2008,1.47
mmr,2009,1.49
mmr,2010,1.53
mmr,2011,1.68
mmr,2012,1.86
mmr,2013,2.74
mmr,2014,3.39
mmr,2015,3.36
mmr,2016,3.4
mmr,2017,4.7
mmr,2018,5.09
mmr,2019,5.61
mne,2004,21.09
mne,2005,25.09
mne,2006,27.24
mne,2007,34.65
mne,2008,41.77
mne,2009,43.58
mne,2010,39.78
mne,2011,40.28
mne,2012,40.57
mne,2013,42.42
mne,2014,41.9
mne,2015,42.99
mne,2016,44.27
mne,2017,43.63
mne,2018,43.62
mne,2019,40.85
mne,2020,38.07
mng,2004,40.01
mng,2005,41.66
mng,2006,46.11
mng,2007,53.07
mng,2008,57.23
mng,2009,54.3
mng,2010,54.61
mng,2011,65.69
mng,2012,68.21
mng,2013,70.68
mng,2014,71.23
mng,2015,70.14
mng,2016,69.83
mng,2017,69.92
mng,2018,69.17
mng,2019,63.89
mng,2020,62.59
moz,2004,1.82
moz,2005,2.05
moz,2006,2.09
moz,2007,2.42
moz,2008,2.57
moz,2009,2.94
moz,2010,3.38
moz,2011,3.62
moz,2012,3.85
moz,2013,3.87
moz,2014,4.12
moz,2015,4.29
moz,2016,4.36
moz,2017,4.3
moz,2018,4.24
moz,2019,4.1
moz,2020,4
mrt,2007,4.08
mrt,2008,4.26
mrt,2009,4.28
mrt,2010,4.29
mrt,2011,4.25
mrt,2012,4.75
mrt,2013,6.77
mrt,2014,7.03
mrt,2015,7.39
mrt,2016,8.63
mrt,2017,8.64
mrt,2018,10.92
mrt,2019,11.36
mrt,2020,11.2
mus,2004,18.14
mus,2005,18.28
mus,2006,18.65
mus,2007,18.95
mus,2008,19.55
mus,2009,21.1
mus,2010,21.31
mus,2011,21.61
mus,2012,21.91
mus,2013,22.24
mus,2014,22.47
mus,2015,21.72
mus,2016,20.4
mus,2017,18.6
mus,2018,17.11
mus,2019,16.42
mus,2020,15.48
mwi,2004,1
mwi,2005,0.96
mwi,2006,0.95
mwi,2007,1.99
mwi,2008,2.23
mwi,2009,2.34
mwi,2010,2.95
mwi,2011,1.09
mwi,2012,3.36
mwi,2013,3.34
mwi,2014,3.32
mwi,2015,3.37
mwi,2016,2.99
mwi,2017,2.21
mwi,2018,2.29
mwi,2019,2.27
mys,2004,14.04
mys,2005,12.62
mys,2006,11.73
mys,2007,11.46
mys,2008,11.28
mys,2009,11.13
mys,2010,10.92
mys,2011,11.25
mys,2012,11.15
mys,2013,10.97
mys,2014,10.81
mys,2015,10.69
mys,2016,10.44
mys,2017,10.23
mys,2018,10.24
mys,2019,10.08
mys,2020,8.97
nam,2004,11.26
nam,2005,11.16
nam,2006,12.12
nam,2007,12.71
nam,2008,12.81
nam,2009,12.82
nam,2010,12.82
nam,2011,12.95
nam,2012,12.84
nam,2013,12.94
nam,2014,13.53
nam,2015,13.62
nam,2016,15.45
nam,2017,10.48
nam,2018,11.39
nam,2019,11.18
nam,2020,10.78
ner,2004,0.52
ner,2005,0.68
ner,2006,0.76
ner,2007,0.92
ner,2008,1.07
ner,2009,1.12
ner,2010,1.22
ner,2011,1.25
ner,2012,1.55
ner,2013,1.65
ner,2014,1.66
ner,2015,1.71
ner,2016,1.67
ner,2017,1.68
ner,2018,1.63
ner,2019,1.63
ner,2020,1.59
nga,2004,4.7
nga,2005,4.18
nga,2006,3.78
nga,2007,5.21
nga,2008,6.27
nga,2009,6.48
nga,2010,6.56
nga,2011,6.41
nga,2012,5.82
nga,2013,5.9
nga,2014,5.61
nga,2015,4.98
nga,2016,4.74
nga,2017,4.44
nga,2018,4.3
nga,2019,4.78
nga,2020,4.45
nic,2004,4.87
nic,2005,6.2
nic,2006,6.9
nic,2007,7.34
nic,2008,8.12
nic,2009,8.05
nic,2010,6.75
nic,2011,7.11
nic,2012,7.02
nic,2013,7.37
nic,2014,7.57
nic,2015,8.09
nic,2016,11.07
nic,2017,11.16
nic,2018,9.44
nic,2019,8.8
nic,2020,7.99
nld,2004,33.61
nld,2005,28.07
nld,2006,27.7
nld,2007,28.66
nld,2008,27.57
nld,2009,25.22
nld,2010,23.02
nld,2011,21.31
nld,2012,19.65
nld,2013,17.35
nld,2014,14.79
nld,2015,13.99
nld,2016,12.46
nld,2017,11.92
nld,2018,10.94
nld,2019,9.24
nld,2020,6.99
nor,2005,12.08
nor,2006,12.01
nor,2007,12.31
nor,2008,11.7
nor,2009,11.02
nor,2010,10.96
nor,2011,10.73
nor,2012,9.93
nor,2013,8.94
nor,2014,8.51
nor,2015,7.73
nor,2016,6.16
nor,2017,5.5
npl,2004,2.56
npl,2005,2.51
npl,2006,2.55
npl,2007,3.5
npl,2008,3.48
npl,2009,4.59
npl,2010,5.1
npl,2011,7.35
npl,2012,8.54
npl,2013,8.62
npl,2014,8.88
npl,2015,9.45
npl,2016,10.28
npl,2017,12.13
npl,2018,15.46
npl,2019,17.79
npl,2020,21.52
nzl,2004,35.01
nzl,2005,35.15
nzl,2006,35.35
nzl,2007,35.14
nzl,2008,34.99
nzl,2009,35.7
nzl,2010,34.49
nzl,2011,33.91
nzl,2012,33.32
nzl,2013,30.83
nzl,2014,29.51
nzl,2015,28.87
nzl,2016,29.57
nzl,2017,27.17
nzl,2018,26.67
nzl,2019,25.12
nzl,2020,21.41
omn,2004,21.16
omn,2005,20.17
omn,2006,19.64
omn,2007,20.06
omn,2008,20.67
omn,2009,21.1
omn,2010,20.4
omn,2011,19.45
omn,2012,18.47
omn,2013,18.57
omn,2014,16.93
omn,2015,16.37
omn,2016,15.95
omn,2017,14.57
omn,2018,14.59
omn,2019,13.91
omn,2020,14.2
pak,2004,7.59
pak,2005,7.67
pak,2006,7.8
pak,2007,8.02
pak,2008,8.33
pak,2009,8.37
pak,2010,8.38
pak,2011,8.53
pak,2012,8.75
pak,2013,9.05
pak,2014,9.31
pak,2015,9.65
pak,2016,9.95
pak,2017,10.18
pak,2018,10.28
pak,2019,10.41
pak,2020,10.31
pan,2007,21.43
pan,2008,22.48
pan,2009,22.36
pan,2010,22.7
pan,2011,22.65
pan,2012,22.26
pan,2013,23.59
pan,2014,23.96
pan,2015,23.61
pan,2016,23.37
pan,2017,22.22
pan,2018,21.66
pan,2019,20.2
pan,2020,20.15
per,2004,4.21
per,2005,4.34
per,2006,4.52
per,2007,5.19
per,2008,6.71
per,2009,6.82
per,2010,6.92
per,2011,7.17
per,2012,7.79
per,2013,7.94
per,2014,8.25
per,2015,8.37
per,2016,8.1
per,2017,7.6
per,2018,7.22
per,2019,6.56
per,2020,6
phl,2004,8.21
phl,2005,8
phl,2006,7.8
phl,2007,7.53
phl,2008,7.57
phl,2009,7.49
phl,2010,7.55
phl,2011,7.66
phl,2012,7.93
phl,2013,8.24
phl,2014,8.62
phl,2015,8.76
phl,2016,8.84
phl,2017,8.99
phl,2018,9.02
phl,2019,9.2
phl,2020,9.17
png,2004,1.79
png,2005,1.77
png,2006,1.68
png,2007,1.68
png,2008,1.64
png,2009,1.55
png,2010,1.6
png,2011,1.71
png,2012,1.71
png,2013,1.66
png,2014,1.62
png,2015,1.58
png,2016,1.54
png,2017,1.5
png,2018,1.52
png,2019,1.61
png,2020,1.59
pol,2004,26.62
pol,2005,26.59
pol,2006,27.62
pol,2007,29.71
pol,2008,32.75
pol,2009,32.94
pol,2010,32.19
pol,2011,32.57
pol,2012,33.96
pol,2013,32.95
pol,2014,32.93
pol,2015,31.12
pol,2016,31.01
pol,2017,29.31
pol,2018,29.73
pol,2019,28.95
pol,2020,25.73
prt,2004,66.45
prt,2005,68.15
prt,2006,70.74
prt,2007,61.51
prt,2008,64.21
prt,2009,65.78
prt,2010,65.87
prt,2011,63.95
prt,2012,61.1
prt,2013,58.03
prt,2014,53.39
prt,2015,35.5
prt,2016,42.7
prt,2017,39.08
prt,2018,35.46
prt,2019,34.54
prt,2020,32.84
pry,2004,4.15
pry,2005,3.99
pry,2006,4.05
pry,2007,4.32
pry,2008,5.75
pry,2009,7.12
pry,2010,8.57
pry,2011,9.51
pry,2012,10.02
pry,2013,10.32
pry,2014,9.1
pry,2015,10.12
pry,2016,10.1
pry,2017,11.68
pry,2018,11.53
pry,2019,11.02
pry,2020,9.82
pse,2004,8.77
pse,2005,8.68
pse,2006,9.05
pse,2007,9.28
pse,2008,10.41
pse,2009,10.87
pse,2010,10.53
pse,2011,10.79
pse,2012,10.65
pse,2013,10.52
pse,2014,11.04
pse,2015,11.3
pse,2016,12.28
pse,2017,13.01
pse,2018,13.08
pse,2019,12.8
pse,2020,13.24
qat,2004,21.49
qat,2005,20.22
qat,2006,18.56
qat,2007,17.78
qat,2008,17.65
qat,2009,17.39
qat,2010,17.13
qat,2011,12.43
qat,2012,12.31
qat,2013,11.53
qat,2014,13.23
qat,2015,10.58
qat,2016,11.32
qat,2017,9.12
qat,2018,7.19
qat,2019,9.44
qat,2020,10.09
rou,2008,36.73
rou,2009,36.21
rou,2010,35.44
rou,2011,35.27
rou,2012,33.2
rou,2013,31.64
rou,2014,30.74
rou,2015,28.72
rou,2016,28.02
rou,2017,26.68
rou,2018,25.58
rou,2019,23.66
rou,2020,22.56
rus,2004,26.76
rus,2005,28.43
rus,2006,30.36
rus,2007,33.64
rus,2008,35.57
rus,2009,34.64
rus,2010,35.06
rus,2011,36.75
rus,2012,38.25
rus,2013,38.52
rus,2014,37.04
rus,2015,32.93
rus,2016,30.13
rus,2017,29.23
rus,2018,26.26
rus,2019,25.63
rus,2020,24.59
rwa,2004,0.4
rwa,2005,0.78
rwa,2006,0.74
rwa,2007,1.1
rwa,2008,4.67
rwa,2009,5
rwa,2010,4.99
rwa,2011,5.56
rwa,2012,5.73
rwa,2013,6.07
rwa,2014,5.94
rwa,2015,6.22
rwa,2016,6.28
rwa,2017,6.18
rwa,2018,5.77
rwa,2019,5.32
rwa,2020,4.59
sau,2004,8.13
sau,2005,7.86
sau,2006,7.95
sau,2007,8.01
sau,2008,8.02
sau,2009,8.3
sau,2010,8.36
sau,2011,8.28
sau,2012,8.17
sau,2013,8.17
sau,2014,8.51
sau,2015,8.55
sau,2016,8.53
sau,2017,8.5
sau,2018,8.34
sau,2019,8.16
sau,2020,7.79
sdn,2004,2.56
sdn,2005,2.43
sdn,2006,2.37
sdn,2007,2.37
sdn,2008,2.37
sdn,2009,2.5
sdn,2010,2.92
sdn,2011,3.02
sdn,2012,3.06
sdn,2013,3.16
sdn,2014,3.2
sdn,2015,3.32
sdn,2016,3.26
sdn,2017,3.32
sdn,2018,3.37
sen,2004,2.01
sen,2005,2.55
sen,2006,2.96
sen,2007,3.14
sen,2008,3.81
sen,2009,3.99
sen,2010,4.24
sen,2011,4.55
sen,2012,4.79
sen,2013,4.7
sen,2014,4.76
sen,2015,5.1
sen,2016,5.14
sen,2017,5.76
sen,2018,5.6
sen,2019,5.76
sen,2020,5.22
sgp,2004,11.46
sgp,2005,11.24
sgp,2006,10.89
sgp,2007,10.45
sgp,2008,9.98
sgp,2009,9.87
sgp,2010,9.83
sgp,2011,9.6
sgp,2012,9.42
sgp,2013,9.11
sgp,2014,9.01
sgp,2015,8.95
sgp,2016,8.68
sgp,2017,8.22
sgp,2018,8.13
sgp,2019,7.82
sgp,2020,7.02
slb,2004,7.45
slb,2005,7.98
slb,2006,8.13
slb,2007,7.93
slb,2008,7.73
slb,2009,7.54
slb,2010,4.48
slb,2011,4.04
slb,2012,3.93
slb,2013,3.53
slb,2014,4.01
slb,2015,3.9
slb,2016,4.06
slb,2017,4.22
slb,2018,4.1
slb,2019,3.99
slb,2020,3.88
sle,2004,1.12
sle,2005,1.2
sle,2006,1.34
sle,2007,1.6
sle,2008,2.02
sle,2009,2.45
sle,2010,2.57
sle,2011,2.64
sle,2012,2.65
slv,2009,11.66
slv,2010,10.65
slv,2011,11.48
slv,2012,11.06
slv,2013,11.73
slv,2014,11.66
slv,2015,11.46
slv,2016,13.24
slv,2017,14.82
slv,2018,14.92
slv,2019,14.79
slv,2020,14.64
smr,2004,237
smr,2005,258.17
smr,2006,274.83
smr,2007,287.24
smr,2008,283.7
smr,2009,280.26
smr,2010,276.78
smr,2011,258.34
smr,2012,258.72
smr,2013,251.95
smr,2014,238.38
smr,2015,229.03
smr,2016,223.81
smr,2017,189.93
smr,2018,181.18
smr,2019,140.45
smr,2020,133.6
srb,2004,22.32
srb,2005,32.06
srb,2006,36.41
srb,2007,40.72
srb,2008,45.51
srb,2009,43.94
srb,2010,41.24
srb,2011,39.75
srb,2012,37.45
srb,2013,33.7
srb,2014,30.4
srb,2015,29.54
srb,2016,29.41
srb,2017,27.92
srb,2018,27.52
srb,2019,27.6
srb,2020,27.31
ssd,2009,0.68
ssd,2010,0.73
ssd,2011,0.75
ssd,2012,0.96
ssd,2013,1.47
ssd,2014,1.9
ssd,2015,1.62
ssd,2016,1.65
ssd,2017,1.46
ssd,2018,1.38
ssd,2019,1.41
ssd,2020,1.45
stp,2008,19.67
stp,2009,24.14
stp,2010,28.41
stp,2011,28.73
stp,2012,31.91
stp,2013,32.24
stp,2014,30.72
stp,2015,30.09
stp,2016,25.09
stp,2017,24.51
stp,2018,20.61
sur,2004,10.66
sur,2005,10.79
sur,2006,10.61
sur,2007,10.71
sur,2008,10.52
sur,2009,10.62
sur,2010,11.24
sur,2011,11.06
sur,2012,10.89
sur,2013,12.26
sur,2014,12.33
sur,2015,10.92
sur,2016,11.26
sur,2017,11.59
sur,2018,11.68
sur,2019,11.53
sur,2020,11.39
svk,2004,25.22
svk,2005,25.71
svk,2006,26.3
svk,2007,25.96
svk,2008,27.79
svk,2009,26.46
svk,2010,26.29
svk,2011,25.97
svk,2012,26.63
svk,2013,26.89
svk,2014,27.98
svk,2015,28.26
svk,2016,28.25
svk,2017,26.91
svk,2018,25.6
svk,2019,24.81
svk,2020,23.32
svn,2004,40.97
svn,2005,40.09
svn,2006,39.65
svn,2007,40.22
svn,2008,39.38
svn,2009,39.58
svn,2010,38.76
svn,2011,38.32
svn,2012,38.47
svn,2013,34.43
svn,2014,31.83
svn,2015,31.18
svn,2016,30.63
svn,2017,29.46
svn,2018,27.92
svn,2019,27.47
svn,2020,24.69
swe,2004,23.57
swe,2005,23.52
swe,2006,23.78
swe,2007,23.59
swe,2008,23.95
swe,2009,22.96
swe,2010,22.5
swe,2011,21.7
swe,2012,21.81
swe,2013,21.54
swe,2014,21.11
swe,2015,19.32
swe,2016,17.54
swe,2017,16.17
swe,2018,14.91
swe,2019,16.42
swe,2020,13.8
swz,2004,6.17
swz,2005,6.28
swz,2006,6.39
swz,2007,6.32
swz,2008,6.41
swz,2009,6.34
swz,2010,6.44
swz,2011,7.31
swz,2012,7.23
swz,2013,6.99
swz,2014,6.92
swz,2015,8.03
swz,2016,7.32
swz,2017,6.49
swz,2018,6.97
swz,2019,6.58
swz,2020,6.75
syc,2004,42.36
syc,2005,40.21
syc,2006,40.85
syc,2007,40.45
syc,2008,46.85
syc,2009,46.32
syc,2010,46.18
syc,2011,47.42
syc,2012,48.42
syc,2013,49.02
syc,2014,54.04
syc,2015,54.36
syc,2016,53.72
syc,2017,53.18
syc,2018,51.43
syc,2019,55.07
syc,2020,46.63
syr,2004,2.53
syr,2005,2.68
syr,2006,2.73
syr,2007,2.89
syr,2008,3.1
syr,2009,3.47
syr,2010,3.86
syr,2011,4.1
syr,2012,4.25
syr,2013,4.39
tcd,2004,0.38
tcd,2005,0.37
tcd,2006,0.36
tcd,2007,0.36
tcd,2008,0.49
tcd,2009,0.56
tcd,2010,0.62
tcd,2011,0.68
tcd,2012,0.65
tcd,2013,0.88
tcd,2014,0.96
tcd,2015,0.98
tcd,2016,1
tcd,2017,0.99
tcd,2018,0.94
tcd,2019,0.84
tcd,2020,0.85
tgo,2004,1.18
tgo,2005,1.21
tgo,2006,1.61
tgo,2007,2.92
tgo,2008,3.85
tgo,2009,4.03
tgo,2010,4.22
tgo,2011,4.45
tgo,2012,4.48
tgo,2013,4.58
tgo,2014,4.91
tgo,2015,5.29
tgo,2016,5.66
tgo,2017,5.59
tgo,2018,5.19
tgo,2019,5.45
tgo,2020,5.53
tha,2004,7.75
tha,2005,8.27
tha,2006,9.08
tha,2007,9.69
tha,2008,10.31
tha,2009,10.8
tha,2010,11
tha,2011,11.34
tha,2012,11.68
tha,2013,12.09
tha,2014,12.52
tha,2015,12.53
tha,2016,12.35
tha,2017,11.86
tha,2018,11.7
tha,2019,11.24
tha,2020,10.59
tjk,2004,4.94
tjk,2005,5.06
tjk,2006,5.1
tjk,2007,5.13
tjk,2008,5.38
tjk,2009,5.3
tjk,2010,5.54
tjk,2011,5.83
tjk,2012,6.3
tjk,2013,6.6
tjk,2014,6.8
tjk,2015,6.86
tjk,2016,6.7
tjk,2017,5.01
tjk,2018,4.64
tjk,2019,4.5
tjk,2020,4.53
tls,2004,1.12
tls,2005,2
tls,2006,1.95
tls,2007,1.9
tls,2008,1.85
tls,2009,1.8
tls,2010,1.75
tls,2011,3.86
tls,2012,4.2
tls,2013,4.82
tls,2014,4.97
tls,2015,4.97
tls,2016,4.83
tls,2017,5.08
tls,2018,5.96
tls,2019,6.17
tls,2020,5.64
ton,2004,24.22
ton,2005,20.85
ton,2006,20.67
ton,2007,22.03
ton,2008,23.34
ton,2009,21.6
ton,2010,21.51
ton,2011,21.52
ton,2012,20.09
ton,2013,21.78
ton,2014,18.75
ton,2015,31.21
ton,2016,30.96
ton,2017,33.59
ton,2018,33.01
tto,2004,12.59
tto,2005,12.44
tto,2006,12.61
tto,2007,12.8
tto,2008,12.8
tto,2009,12.81
tto,2010,13.49
tto,2011,12.55
tto,2012,12.65
tto,2013,12.48
tto,2014,13.24
tto,2015,12.88
tto,2016,12.8
tto,2017,12.09
tto,2018,11.75
tto,2019,11.51
tto,2020,11.17
tun,2004,11.8
tun,2005,12.1
tun,2006,12.89
tun,2007,13.6
tun,2008,14.32
tun,2009,14.88
tun,2010,16.39
tun,2011,16.86
tun,2012,17.45
tun,2013,18.11
tun,2014,19.24
tun,2015,19.99
tun,2016,20.66
tun,2017,21.7
tun,2018,22.08
tun,2019,22.23
tun,2020,22.31
tur,2005,12.94
tur,2006,14.05
tur,2007,15.32
tur,2008,17.16
tur,2009,17.34
tur,2010,17.88
tur,2011,18.23
tur,2012,18.6
tur,2013,19.63
tur,2014,19.59
tur,2015,19.14
tur,2016,18.07
