geo,time,sp_pop_65up_fe_in
pyf,2019,12471
pyf,2020,13100
qat,1960,733
qat,1961,765
qat,1962,803
qat,1963,836
qat,1964,874
qat,1965,914
qat,1966,956
qat,1967,991
qat,1968,1026
qat,1969,1069
qat,1970,1109
qat,1971,1190
qat,1972,1285
qat,1973,1392
qat,1974,1524
qat,1975,1672
qat,1976,1673
qat,1977,1676
qat,1978,1672
qat,1979,1671
qat,1980,1664
qat,1981,1760
qat,1982,1858
qat,1983,1963
qat,1984,2065
qat,1985,2154
qat,1986,2223
qat,1987,2287
qat,1988,2344
qat,1989,2390
qat,1990,2435
qat,1991,2524
qat,1992,2602
qat,1993,2677
qat,1994,2762
qat,1995,2852
qat,1996,2969
qat,1997,3105
qat,1998,3271
qat,1999,3460
qat,2000,3689
qat,2001,3767
qat,2002,3875
qat,2003,4020
qat,2004,4202
qat,2005,4403
qat,2006,4682
qat,2007,5040
qat,2008,5446
qat,2009,5881
qat,2010,6323
qat,2011,6728
qat,2012,7264
qat,2013,7921
qat,2014,8648
qat,2015,9356
qat,2016,10102
qat,2017,10852
qat,2018,11671
qat,2019,12624
qat,2020,13748
rou,1960,744690
rou,1961,770822
rou,1962,798217
rou,1963,826693
rou,1964,853415
rou,1965,876205
rou,1966,899058
rou,1967,921301
rou,1968,937884
rou,1969,954206
rou,1970,977458
rou,1971,999013
rou,1972,1026374
rou,1973,1057536
rou,1974,1091209
rou,1975,1128785
rou,1976,1175174
rou,1977,1217711
rou,1978,1255193
rou,1979,1280505
rou,1980,1293191
rou,1981,1295437
rou,1982,1285959
rou,1983,1271004
rou,1984,1261824
rou,1985,1265137
rou,1986,1285624
rou,1987,1313967
rou,1988,1347646
rou,1989,1384517
rou,1990,1419790
rou,1991,1444772
rou,1992,1474066
rou,1993,1517447
rou,1994,1559306
rou,1995,1596475
rou,1996,1640887
rou,1997,1676251
rou,1998,1708200
rou,1999,1743447
rou,2000,1784913
rou,2001,1809768
rou,2002,1831918
rou,2003,1873875
rou,2004,1908657
rou,2005,1927559
rou,2006,1945079
rou,2007,1931234
rou,2008,1905939
rou,2009,1898744
rou,2010,1904134
rou,2011,1914328
rou,2012,1932553
rou,2013,1958834
rou,2014,1989730
rou,2015,2022241
rou,2016,2060621
rou,2017,2100328
rou,2018,2140394
rou,2019,2181734
rou,2020,2220829
rus,1960,5128313
rus,1961,5279543
rus,1962,5440732
rus,1963,5619780
rus,1964,5822843
rus,1965,6054535
rus,1966,6279296
rus,1967,6524823
rus,1968,6786799
rus,1969,7058561
rus,1970,7337793
rus,1971,7635050
rus,1972,7917882
rus,1973,8202644
rus,1974,8511835
rus,1975,8853757
rus,1976,9198395
rus,1977,9579246
rus,1978,9954185
rus,1979,10258202
rus,1980,10458761
rus,1981,10555086
rus,1982,10544370
rus,1983,10475895
rus,1984,10440702
rus,1985,10466232
rus,1986,10549929
rus,1987,10664873
rus,1988,10819256
rus,1989,11025447
rus,1990,11251124
rus,1991,11522587
rus,1992,11850489
rus,1993,12184749
rus,1994,12462197
rus,1995,12636891
rus,1996,12722802
rus,1997,12668711
rus,1998,12555987
rus,1999,12481244
rus,2000,12505845
rus,2001,12672140
rus,2002,12937185
rus,2003,13223924
rus,2004,13406458
rus,2005,13407886
rus,2006,13364076
rus,2007,13206931
rus,2008,13007332
rus,2009,12852709
rus,2010,12775446
rus,2011,12764222
rus,2012,12803213
rus,2013,12896559
rus,2014,13046494
rus,2015,13252115
rus,2016,13542734
rus,2017,13879548
rus,2018,14238453
rus,2019,14607189
rus,2020,14954212
rwa,1960,49849
rwa,1961,51309
rwa,1962,52655
rwa,1963,53891
rwa,1964,54991
rwa,1965,55970
rwa,1966,56932
rwa,1967,57792
rwa,1968,58614
rwa,1969,59467
rwa,1970,60370
rwa,1971,61638
rwa,1972,62864
rwa,1973,64025
rwa,1974,65104
rwa,1975,66098
rwa,1976,67479
rwa,1977,68821
rwa,1978,70035
rwa,1979,70986
rwa,1980,71624
rwa,1981,72544
rwa,1982,73123
rwa,1983,73705
rwa,1984,74709
rwa,1985,76327
rwa,1986,79274
rwa,1987,82735
rwa,1988,86039
rwa,1989,88470
rwa,1990,89758
rwa,1991,91547
rwa,1992,91204
rwa,1993,90029
rwa,1994,89833
rwa,1995,91867
rwa,1996,99907
rwa,1997,112343
rwa,1998,127881
rwa,1999,143376
rwa,2000,156034
rwa,2001,156427
rwa,2002,152614
rwa,2003,146786
rwa,2004,141469
rwa,2005,137917
rwa,2006,138800
rwa,2007,141046
rwa,2008,144133
rwa,2009,147330
rwa,2010,150279
rwa,2011,155686
rwa,2012,161183
rwa,2013,167061
rwa,2014,173702
rwa,2015,181353
rwa,2016,191074
rwa,2017,201574
rwa,2018,212731
rwa,2019,224348
rwa,2020,236345
sau,1960,78800
sau,1961,81417
sau,1962,84087
sau,1963,86794
sau,1964,89535
sau,1965,92307
sau,1966,95164
sau,1967,98047
sau,1968,101030
sau,1969,104183
sau,1970,107558
sau,1971,111244
sau,1972,115226
sau,1973,119519
sau,1974,124089
sau,1975,128910
sau,1976,133616
sau,1977,138463
sau,1978,143669
sau,1979,149485
sau,1980,156094
sau,1981,161280
sau,1982,166841
sau,1983,172550
sau,1984,178049
sau,1985,183004
sau,1986,191790
sau,1987,201644
sau,1988,212689
sau,1989,224874
sau,1990,238210
sau,1991,246477
sau,1992,254250
sau,1993,261849
sau,1994,269486
sau,1995,277187
sau,1996,283969
sau,1997,290591
sau,1998,297141
sau,1999,303714
sau,2000,310571
sau,2001,317678
sau,2002,324605
sau,2003,331928
sau,2004,340297
sau,2005,350052
sau,2006,358396
sau,2007,367889
sau,2008,378084
sau,2009,388255
sau,2010,398119
sau,2011,407253
sau,2012,416470
sau,2013,426520
sau,2014,438579
sau,2015,453338
sau,2016,474006
sau,2017,497259
sau,2018,522160
sau,2019,547135
sau,2020,571401
sdn,1960,130886
sdn,1961,134099
sdn,1962,137051
sdn,1963,139880
sdn,1964,142752
sdn,1965,145789
sdn,1966,149635
sdn,1967,153560
sdn,1968,157592
sdn,1969,161772
sdn,1970,166135
sdn,1971,171462
sdn,1972,176925
sdn,1973,182519
sdn,1974,188226
sdn,1975,194048
sdn,1976,200502
sdn,1977,207050
sdn,1978,213740
sdn,1979,220651
sdn,1980,227853
sdn,1981,235442
sdn,1982,243192
sdn,1983,251116
sdn,1984,259221
sdn,1985,267591
sdn,1986,276324
sdn,1987,285009
sdn,1988,293986
sdn,1989,303636
sdn,1990,314213
sdn,1991,327544
sdn,1992,341939
sdn,1993,357101
sdn,1994,372632
sdn,1995,388340
sdn,1996,401229
sdn,1997,413226
sdn,1998,424711
sdn,1999,436110
sdn,2000,447826
sdn,2001,461756
sdn,2002,475821
sdn,2003,490037
sdn,2004,504345
sdn,2005,518758
sdn,2006,535523
sdn,2007,552267
sdn,2008,569326
sdn,2009,587031
sdn,2010,605697
sdn,2011,626186
sdn,2012,647373
sdn,2013,669505
sdn,2014,692782
sdn,2015,717365
sdn,2016,744094
sdn,2017,771920
sdn,2018,800950
sdn,2019,831202
sdn,2020,862810
sen,1960,46031
sen,1961,47145
sen,1962,48130
sen,1963,49022
sen,1964,49857
sen,1965,50677
sen,1966,52127
sen,1967,53509
sen,1968,54831
sen,1969,56100
sen,1970,57326
sen,1971,59416
sen,1972,61467
sen,1973,63452
sen,1974,65352
sen,1975,67161
sen,1976,69985
sen,1977,72739
sen,1978,75464
sen,1979,78194
sen,1980,80976
sen,1981,84431
sen,1982,87962
sen,1983,91570
sen,1984,95290
sen,1985,99127
sen,1986,103407
sen,1987,107866
sen,1988,112496
sen,1989,117259
sen,1990,122160
sen,1991,127202
sen,1992,132223
sen,1993,137254
sen,1994,142353
sen,1995,147548
sen,1996,152482
sen,1997,157330
sen,1998,162170
sen,1999,167038
sen,2000,171996
sen,2001,177072
sen,2002,182117
sen,2003,187148
sen,2004,192147
sen,2005,197114
sen,2006,202715
sen,2007,208191
sen,2008,213545
sen,2009,218770
sen,2010,223880
sen,2011,229886
sen,2012,235783
sen,2013,241855
sen,2014,248485
sen,2015,255932
sen,2016,264332
sen,2017,273461
sen,2018,283177
sen,2019,293233
sen,2020,303514
sgp,1960,20340
sgp,1961,21950
sgp,1962,23703
sgp,1963,25582
sgp,1964,27557
sgp,1965,29583
sgp,1966,31356
sgp,1967,33135
sgp,1968,34866
sgp,1969,36639
sgp,1970,38557
sgp,1971,40756
sgp,1972,42995
sgp,1973,45377
sgp,1974,47903
sgp,1975,50588
sgp,1976,52989
sgp,1977,55631
sgp,1978,58263
sgp,1979,60810
sgp,1980,63155
sgp,1981,67886
sgp,1982,72382
sgp,1983,74681
sgp,1984,77533
sgp,1985,79269
sgp,1986,80173
sgp,1987,82449
sgp,1988,85751
sgp,1989,89591
sgp,1990,94522
sgp,1991,98038
sgp,1992,101919
sgp,1993,105540
sgp,1994,110254
sgp,1995,115670
sgp,1996,122512
sgp,1997,128736
sgp,1998,135130
sgp,1999,138246
sgp,2000,143232
sgp,2001,152059
sgp,2002,158550
sgp,2003,160641
sgp,2004,165895
sgp,2005,171889
sgp,2006,178407
sgp,2007,185618
sgp,2008,194720
sgp,2009,200824
sgp,2010,207380
sgp,2011,220456
sgp,2012,236033
sgp,2013,250126
sgp,2014,263266
sgp,2015,276642
sgp,2016,298715
sgp,2017,319254
sgp,2018,342722
sgp,2019,370194
sgp,2020,393563
slb,1960,844
slb,1961,964
slb,1962,1092
slb,1963,1236
slb,1964,1364
slb,1965,1468
slb,1966,1582
slb,1967,1678
slb,1968,1772
slb,1969,1874
slb,1970,1990
slb,1971,2053
slb,1972,2117
slb,1973,2173
slb,1974,2230
slb,1975,2285
slb,1976,2394
slb,1977,2504
slb,1978,2618
slb,1979,2714
slb,1980,2803
slb,1981,2890
slb,1982,2968
slb,1983,3045
slb,1984,3139
slb,1985,3249
slb,1986,3389
slb,1987,3545
slb,1988,3702
slb,1989,3845
slb,1990,3978
slb,1991,4112
slb,1992,4231
slb,1993,4346
slb,1994,4481
slb,1995,4651
slb,1996,4865
slb,1997,5113
slb,1998,5371
slb,1999,5608
slb,2000,5821
slb,2001,6042
slb,2002,6228
slb,2003,6404
slb,2004,6610
slb,2005,6847
slb,2006,7148
slb,2007,7486
slb,2008,7832
slb,2009,8176
slb,2010,8505
slb,2011,8945
slb,2012,9393
slb,2013,9840
slb,2014,10290
slb,2015,10751
slb,2016,11166
slb,2017,11595
slb,2018,12045
slb,2019,12523
slb,2020,13042
sle,1960,47573
sle,1961,48851
sle,1962,50066
sle,1963,51211
sle,1964,52283
sle,1965,53282
sle,1966,54573
sle,1967,55798
sle,1968,56946
sle,1969,58017
sle,1970,59007
sle,1971,60411
sle,1972,61714
sle,1973,62927
sle,1974,64042
sle,1975,65080
sle,1976,66572
sle,1977,67971
sle,1978,69268
sle,1979,70448
sle,1980,71512
sle,1981,73070
sle,1982,74423
sle,1983,75665
sle,1984,76882
sle,1985,78122
sle,1986,80159
sle,1987,82202
sle,1988,83989
sle,1989,85210
sle,1990,85729
sle,1991,86568
sle,1992,86365
sle,1993,85382
sle,1994,83939
sle,1995,82232
sle,1996,82351
sle,1997,82502
sle,1998,82808
sle,1999,83380
sle,2000,84223
sle,2001,86612
sle,2002,89682
sle,2003,93111
sle,2004,96541
sle,2005,99768
sle,2006,102768
sle,2007,105167
sle,2008,107122
sle,2009,108836
sle,2010,110458
sle,2011,113057
sle,2012,115498
sle,2013,117766
sle,2014,119816
sle,2015,121629
sle,2016,124542
sle,2017,127169
sle,2018,129601
sle,2019,131925
sle,2020,134210
slv,1960,52136
slv,1961,53340
slv,1962,54496
slv,1963,55630
slv,1964,56776
slv,1965,57944
slv,1966,59428
slv,1967,60918
slv,1968,62408
slv,1969,63874
slv,1970,65316
slv,1971,67341
slv,1972,69344
slv,1973,71336
slv,1974,73311
slv,1975,75293
slv,1976,77982
slv,1977,80669
slv,1978,83363
slv,1979,86085
slv,1980,88866
slv,1981,92073
slv,1982,95320
slv,1983,98634
slv,1984,102050
slv,1985,105612
slv,1986,109552
slv,1987,113628
slv,1988,117835
slv,1989,122132
slv,1990,126496
slv,1991,130647
slv,1992,134817
slv,1993,139108
slv,1994,143681
slv,1995,148629
slv,1996,153843
slv,1997,159344
slv,1998,165088
slv,1999,171029
slv,2000,177172
slv,2001,183601
slv,2002,190111
slv,2003,196667
slv,2004,203223
slv,2005,209736
slv,2006,216861
slv,2007,223748
slv,2008,230512
slv,2009,237262
slv,2010,244090
slv,2011,250729
slv,2012,257492
slv,2013,264523
slv,2014,272012
slv,2015,280105
slv,2016,289015
slv,2017,298497
slv,2018,308358
slv,2019,318372
slv,2020,328444
som,1960,46161
som,1961,47707
som,1962,49162
som,1963,50540
som,1964,51845
som,1965,53092
som,1966,54849
som,1967,56618
som,1968,58283
som,1969,59691
som,1970,60809
som,1971,61870
som,1972,62591
som,1973,63658
som,1974,65904
som,1975,69694
som,1976,74536
som,1977,81534
som,1978,89518
som,1979,97212
som,1980,103952
som,1981,108076
som,1982,109627
som,1983,109503
som,1984,108788
som,1985,108128
som,1986,109829
som,1987,111613
som,1988,113096
som,1989,113826
som,1990,113576
som,1991,114353
som,1992,114283
som,1993,113666
som,1994,112801
som,1995,111821
som,1996,113643
som,1997,115952
som,1998,118665
som,1999,121775
som,2000,125256
som,2001,129465
som,2002,134078
som,2003,138856
som,2004,143485
som,2005,147812
som,2006,152904
som,2007,157509
som,2008,161894
som,2009,166421
som,2010,171316
som,2011,176926
som,2012,182795
som,2013,188891
som,2014,195103
som,2015,201394
som,2016,208916
som,2017,216417
som,2018,223957
som,2019,231603
som,2020,239401
srb,1960,253914
srb,1961,259584
srb,1962,265728
srb,1963,272157
srb,1964,278541
srb,1965,284545
srb,1966,292900
srb,1967,300781
srb,1968,308500
srb,1969,316142
srb,1970,323855
srb,1971,333433
srb,1972,342821
srb,1973,351633
srb,1974,359517
srb,1975,366159
srb,1976,372799
srb,1977,378353
srb,1978,382411
srb,1979,384152
srb,1980,383237
srb,1981,381003
srb,1982,375996
srb,1983,370451
srb,1984,367430
srb,1985,368744
srb,1986,376414
srb,1987,387278
srb,1988,400501
srb,1989,414785
srb,1990,429275
srb,1991,444911
srb,1992,463535
srb,1993,482766
srb,1994,501075
srb,1995,509694
srb,1996,529063
srb,1997,546529
srb,1998,562495
srb,1999,577588
srb,2000,591921
srb,2001,601560
srb,2002,610408
srb,2003,616865
srb,2004,620674
srb,2005,621143
srb,2006,621726
srb,2007,619643
srb,2008,616776
srb,2009,616273
srb,2010,619746
srb,2011,625846
srb,2012,637327
srb,2013,651694
srb,2014,668073
srb,2015,685485
srb,2016,699992
srb,2017,714912
srb,2018,729238
srb,2019,741763
srb,2020,750657
ssd,1960,39501
ssd,1961,40127
ssd,1962,40685
ssd,1963,41160
ssd,1964,41540
ssd,1965,41830
ssd,1966,42940
ssd,1967,43951
ssd,1968,44895
ssd,1969,45781
ssd,1970,46631
ssd,1971,48127
ssd,1972,49601
ssd,1973,51056
ssd,1974,52491
ssd,1975,53925
ssd,1976,55956
ssd,1977,57948
ssd,1978,59943
ssd,1979,61978
ssd,1980,64088
ssd,1981,66639
ssd,1982,69243
ssd,1983,71794
ssd,1984,74160
ssd,1985,76271
ssd,1986,78890
ssd,1987,80915
ssd,1988,82258
ssd,1989,82847
ssd,1990,82676
ssd,1991,83274
ssd,1992,82908
ssd,1993,82057
ssd,1994,81305
ssd,1995,80961
ssd,1996,83614
ssd,1997,87686
ssd,1998,92698
ssd,1999,98071
ssd,2000,103408
ssd,2001,108270
ssd,2002,113077
ssd,2003,118137
ssd,2004,123861
ssd,2005,130476
ssd,2006,137631
ssd,2007,145507
ssd,2008,153823
ssd,2009,162232
ssd,2010,170504
ssd,2011,177553
ssd,2012,183819
ssd,2013,189155
ssd,2014,193337
ssd,2015,196367
ssd,2016,199185
ssd,2017,200452
ssd,2018,200936
ssd,2019,201590
ssd,2020,202934
stp,1960,1390
stp,1961,1314
stp,1962,1221
stp,1963,1118
stp,1964,996
stp,1965,855
stp,1966,1006
stp,1967,1187
stp,1968,1404
stp,1969,1648
stp,1970,1916
stp,1971,1861
stp,1972,1804
stp,1973,1753
stp,1974,1710
stp,1975,1669
stp,1976,1805
stp,1977,1945
stp,1978,2086
stp,1979,2229
stp,1980,2375
stp,1981,2363
stp,1982,2362
stp,1983,2361
stp,1984,2362
stp,1985,2366
stp,1986,2398
stp,1987,2418
stp,1988,2428
stp,1989,2433
stp,1990,2425
stp,1991,2491
stp,1992,2550
stp,1993,2596
stp,1994,2631
stp,1995,2663
stp,1996,2682
stp,1997,2686
stp,1998,2668
stp,1999,2640
stp,2000,2609
stp,2001,2672
stp,2002,2750
stp,2003,2823
stp,2004,2889
stp,2005,2929
stp,2006,3007
stp,2007,3068
stp,2008,3115
stp,2009,3152
stp,2010,3180
stp,2011,3191
stp,2012,3205
stp,2013,3214
stp,2014,3236
stp,2015,3271
stp,2016,3335
stp,2017,3415
stp,2018,3508
stp,2019,3620
stp,2020,3752
sur,1960,5994
sur,1961,6119
sur,1962,6281
sur,1963,6482
sur,1964,6686
sur,1965,6895
sur,1966,7084
sur,1967,7271
sur,1968,7419
sur,1969,7530
sur,1970,7593
sur,1971,7657
sur,1972,7638
sur,1973,7528
sur,1974,7372
sur,1975,7211
sur,1976,7485
sur,1977,7759
sur,1978,8006
sur,1979,8209
sur,1980,8360
sur,1981,8440
sur,1982,8505
sur,1983,8584
sur,1984,8725
sur,1985,8956
sur,1986,9124
sur,1987,9390
sur,1988,9725
sur,1989,10081
sur,1990,10439
sur,1991,10829
sur,1992,11214
sur,1993,11584
sur,1994,11971
sur,1995,12401
sur,1996,12743
sur,1997,13043
sur,1998,13284
sur,1999,13474
sur,2000,13642
sur,2001,14126
sur,2002,14636
sur,2003,15154
sur,2004,15664
sur,2005,16164
sur,2006,16641
sur,2007,17106
sur,2008,17570
sur,2009,18049
sur,2010,18549
sur,2011,19077
sur,2012,19609
sur,2013,20159
sur,2014,20715
sur,2015,21282
sur,2016,21847
sur,2017,22429
sur,2018,23030
sur,2019,23649
sur,2020,24295
svk,1960,159601
svk,1961,168812
svk,1962,175666
svk,1963,182952
svk,1964,190691
svk,1965,198680
svk,1966,206548
svk,1967,214542
svk,1968,222612
svk,1969,230642
svk,1970,237597
svk,1971,243931
svk,1972,250386
svk,1973,256636
svk,1974,263299
svk,1975,270628
svk,1976,278123
svk,1977,286559
svk,1978,294506
svk,1979,299981
svk,1980,301612
svk,1981,299705
svk,1982,294671
svk,1983,288465
svk,1984,284448
svk,1985,284616
svk,1986,289782
svk,1987,298112
svk,1988,308295
svk,1989,318074
svk,1990,326170
svk,1991,332679
svk,1992,337656
svk,1993,342920
svk,1994,348049
svk,1995,353084
svk,1996,359008
svk,1997,364856
svk,1998,370306
svk,1999,375005
svk,2000,377966
svk,2001,381402
svk,2002,384401
svk,2003,386778
svk,2004,389454
svk,2005,392744
svk,2006,397181
svk,2007,402162
svk,2008,407851
svk,2009,414230
svk,2010,421044
svk,2011,428816
svk,2012,437334
svk,2013,446486
svk,2014,456925
svk,2015,468920
svk,2016,483682
svk,2017,499723
svk,2018,516386
svk,2019,533163
svk,2020,549473
svn,1960,74210
svn,1961,76944
svn,1962,79892
svn,1963,83193
svn,1964,86653
svn,1965,90189
svn,1966,93304
svn,1967,96266
svn,1968,98876
svn,1969,101105
svn,1970,103463
svn,1971,106983
svn,1972,110467
svn,1973,113910
svn,1974,116930
svn,1975,120330
svn,1976,124057
svn,1977,127483
svn,1978,130488
svn,1979,132754
svn,1980,133975
svn,1981,132467
svn,1982,129524
svn,1983,126334
svn,1984,123397
svn,1985,121795
svn,1986,124155
svn,1987,128020
svn,1988,131745
svn,1989,135393
svn,1990,138802
svn,1991,143197
svn,1992,147085
svn,1993,150653
svn,1994,154350
svn,1995,158298
svn,1996,162513
svn,1997,166434
svn,1998,169998
svn,1999,173824
svn,2000,177824
svn,2001,181181
svn,2002,184291
svn,2003,187111
svn,2004,189732
svn,2005,192353
svn,2006,195288
svn,2007,198413
svn,2008,200522
svn,2009,204052
svn,2010,206722
svn,2011,208420
svn,2012,210227
svn,2013,212268
svn,2014,214951
svn,2015,218449
svn,2016,222638
svn,2017,227592
svn,2018,233689
svn,2019,240654
svn,2020,247466
swe,1960,477986
swe,1961,488498
swe,1962,499754
swe,1963,511419
swe,1964,524278
swe,1965,538500
swe,1966,553294
swe,1967,567260
swe,1968,580330
swe,1969,594747
swe,1970,611339
swe,1971,629688
swe,1972,645906
swe,1973,661550
swe,1974,678044
swe,1975,695278
swe,1976,711251
swe,1977,726871
swe,1978,741619
swe,1979,755201
swe,1980,767965
swe,1981,780935
swe,1982,791915
swe,1983,801978
swe,1984,812459
swe,1985,823975
swe,1986,833711
swe,1987,844093
swe,1988,854816
swe,1989,865785
swe,1990,875756
swe,1991,881734
swe,1992,885224
swe,1993,887337
swe,1994,889985
swe,1995,891076
swe,1996,889796
swe,1997,888090
swe,1998,886622
swe,1999,885018
swe,2000,883616
swe,2001,883639
swe,2002,882013
swe,2003,880529
swe,2004,881451
swe,2005,885928
swe,2006,890789
swe,2007,900258
swe,2008,912510
swe,2009,927097
swe,2010,943236
swe,2011,960014
swe,2012,978512
swe,2013,998848
swe,2014,1019607
swe,2015,1038741
swe,2016,1061003
swe,2017,1080843
swe,2018,1096801
swe,2019,1111543
swe,2020,1124948
swz,1960,5726
swz,1961,5868
swz,1962,5993
swz,1963,6107
swz,1964,6234
swz,1965,6367
swz,1966,6508
swz,1967,6658
swz,1968,6806
swz,1969,6949
swz,1970,7077
swz,1971,7249
swz,1972,7411
swz,1973,7555
swz,1974,7694
swz,1975,7822
swz,1976,7990
swz,1977,8149
swz,1978,8304
swz,1979,8464
swz,1980,8614
swz,1981,8824
swz,1982,9020
swz,1983,9207
swz,1984,9396
swz,1985,9602
swz,1986,9882
swz,1987,10197
swz,1988,10535
swz,1989,10867
swz,1990,11192
swz,1991,11646
swz,1992,12077
swz,1993,12504
swz,1994,12965
swz,1995,13483
swz,1996,14103
swz,1997,14764
swz,1998,15481
swz,1999,16212
swz,2000,16955
swz,2001,17832
swz,2002,18692
swz,2003,19531
swz,2004,20363
swz,2005,21185
swz,2006,21966
swz,2007,22741
swz,2008,23502
swz,2009,24263
swz,2010,25026
swz,2011,25723
swz,2012,26428
swz,2013,27113
swz,2014,27737
swz,2015,28295
swz,2016,28666
swz,2017,28960
swz,2018,29198
swz,2019,29421
swz,2020,29642
syc,1960,1552
syc,1961,1593
syc,1962,1630
syc,1963,1657
syc,1964,1696
syc,1965,1736
syc,1966,1763
syc,1967,1797
syc,1968,1836
syc,1969,1877
syc,1970,1917
syc,1971,1944
syc,1972,1981
syc,1973,2011
syc,1974,2056
syc,1975,2123
syc,1976,2184
syc,1977,2261
syc,1978,2306
syc,1979,2355
syc,1980,2398
syc,1981,2445
syc,1982,2463
syc,1983,2463
syc,1984,2489
syc,1985,2529
syc,1986,2553
syc,1987,2678
syc,1988,2705
syc,1989,2729
syc,1990,2748
syc,1991,2814
syc,1992,2856
syc,1993,2945
syc,1994,3057
syc,1995,3144
syc,1996,3229
syc,1997,3315
syc,1998,3436
syc,1999,3568
syc,2000,3666
syc,2001,3662
syc,2002,3760
syc,2003,3692
syc,2004,3640
syc,2005,3605
syc,2006,3674
syc,2007,3703
syc,2008,3815
syc,2009,3874
syc,2010,4054
syc,2011,3889
syc,2012,3865
syc,2013,3870
syc,2014,3882
syc,2015,3947
syc,2016,4013
syc,2017,4103
syc,2018,4209
syc,2019,4341
syc,2020,4505
syr,1960,84398
syr,1961,86615
syr,1962,88367
syr,1963,89833
syr,1964,91280
syr,1965,92811
syr,1966,94902
syr,1967,97020
syr,1968,99165
syr,1969,101281
syr,1970,103337
syr,1971,106349
syr,1972,109272
syr,1973,112153
syr,1974,115032
syr,1975,117952
syr,1976,121533
syr,1977,125134
syr,1978,128845
syr,1979,132733
syr,1980,136873
syr,1981,141504
syr,1982,146352
syr,1983,151405
syr,1984,156627
syr,1985,162032
syr,1986,167984
syr,1987,174063
syr,1988,180394
syr,1989,187134
syr,1990,194411
syr,1991,201928
syr,1992,209755
syr,1993,218053
syr,1994,226997
syr,1995,236629
syr,1996,247951
syr,1997,259630
syr,1998,271239
syr,1999,282150
syr,2000,291984
syr,2001,294731
syr,2002,296315
syr,2003,298005
syr,2004,301389
syr,2005,307531
syr,2006,323201
syr,2007,341376
syr,2008,359286
syr,2009,373383
syr,2010,381666
syr,2011,387983
syr,2012,387277
syr,2013,383028
syr,2014,380041
syr,2015,381787
syr,2016,386157
syr,2017,395795
syr,2018,411726
syr,2019,435063
syr,2020,466438
tcd,1960,64851
tcd,1961,66450
tcd,1962,67967
tcd,1963,69333
tcd,1964,70470
tcd,1965,71334
tcd,1966,72772
tcd,1967,73913
tcd,1968,74843
tcd,1969,75648
tcd,1970,76370
tcd,1971,78173
tcd,1972,79852
tcd,1973,81348
tcd,1974,82581
tcd,1975,83520
tcd,1976,85029
tcd,1977,86212
tcd,1978,87109
tcd,1979,87770
tcd,1980,88241
tcd,1981,89795
tcd,1982,91201
tcd,1983,92514
tcd,1984,93789
tcd,1985,95062
tcd,1986,97362
tcd,1987,99718
tcd,1988,102054
tcd,1989,104271
tcd,1990,106310
tcd,1991,108878
tcd,1992,111229
tcd,1993,113436
tcd,1994,115565
tcd,1995,117678
tcd,1996,120491
tcd,1997,123275
tcd,1998,126059
tcd,1999,128874
tcd,2000,131745
tcd,2001,135221
tcd,2002,138720
tcd,2003,142202
tcd,2004,145608
tcd,2005,148928
tcd,2006,152555
tcd,2007,156030
tcd,2008,159368
tcd,2009,162556
tcd,2010,165632
tcd,2011,169447
tcd,2012,173062
tcd,2013,176818
tcd,2014,181198
tcd,2015,186470
tcd,2016,193379
tcd,2017,200872
tcd,2018,208703
tcd,2019,216502
tcd,2020,224087
tgo,1960,26385
tgo,1961,26659
tgo,1962,26789
tgo,1963,26863
tgo,1964,26993
tgo,1965,27217
tgo,1966,28153
tgo,1967,29331
tgo,1968,30633
tgo,1969,31950
tgo,1970,33223
tgo,1971,34532
tgo,1972,35635
tgo,1973,36600
tgo,1974,37508
tgo,1975,38410
tgo,1976,39679
tgo,1977,40903
tgo,1978,42120
tgo,1979,43351
tgo,1980,44621
tgo,1981,46313
tgo,1982,48135
tgo,1983,50049
tgo,1984,51999
tgo,1985,53954
tgo,1986,55897
tgo,1987,57783
tgo,1988,59610
tgo,1989,61359
tgo,1990,63049
tgo,1991,64696
tgo,1992,66179
tgo,1993,67601
tgo,1994,69066
tgo,1995,70647
tgo,1996,72054
tgo,1997,73460
tgo,1998,74846
tgo,1999,76153
tgo,2000,77368
tgo,2001,79182
tgo,2002,80785
tgo,2003,82240
tgo,2004,83606
tgo,2005,84959
tgo,2006,87096
tgo,2007,89151
tgo,2008,91149
tgo,2009,93119
tgo,2010,95095
tgo,2011,98310
tgo,2012,101524
tgo,2013,104749
tgo,2014,107986
tgo,2015,111258
tgo,2016,115131
tgo,2017,118931
tgo,2018,122727
tgo,2019,126578
tgo,2020,130550
tha,1960,515092
tha,1961,532070
tha,1962,551237
tha,1963,572061
tha,1964,593543
tha,1965,615092
tha,1966,636464
tha,1967,657387
tha,1968,678459
tha,1969,700655
tha,1970,724559
tha,1971,748586
tha,1972,774281
tha,1973,800910
tha,1974,827207
tha,1975,852484
tha,1976,881244
tha,1977,908561
tha,1978,935146
tha,1979,961962
tha,1980,989698
tha,1981,1019312
tha,1982,1049485
tha,1983,1080986
tha,1984,1114567
tha,1985,1150991
tha,1986,1192954
tha,1987,1238900
tha,1988,1289575
tha,1989,1345791
tha,1990,1408224
tha,1991,1473486
tha,1992,1541829
tha,1993,1614079
tha,1994,1691709
tha,1995,1776384
tha,1996,1860123
tha,1997,1950013
tha,1998,2046012
