geo,time,fb_bnk_capa_zs
pak,2015,6.98317
pak,2016,6.29533
pak,2017,5.81607
pak,2018,5.84082
pak,2019,5.94289
pak,2020,5.79145
pak,2021,5.13999
pan,2005,12.7947
pan,2006,12.12871
pan,2007,11.9967
pan,2008,11.60033
pan,2009,10.83981
pan,2010,11.54824
pan,2011,11.21261
pan,2012,10.4245
pan,2013,9.8045
pan,2014,10.02714
pan,2015,10.16603
pan,2016,11.44968
pan,2017,12.48098
pan,2018,12.48737
pan,2019,12.71
pan,2020,11.80467
pan,2021,12.15339
per,2010,7.8328
per,2011,8.42556
per,2012,8.72538
per,2013,8.75776
per,2014,9.26507
per,2015,8.70157
per,2016,9.58829
per,2017,9.94859
per,2018,10.27091
per,2019,10.91942
per,2020,9.12
phl,2005,15.9842
phl,2008,7.35036
phl,2009,8.01392
phl,2010,8.51836
phl,2011,9.07525
phl,2012,9.97439
phl,2013,9.15514
phl,2014,8.3861
phl,2015,8.38551
phl,2016,8.34204
phl,2017,8.70217
phl,2018,9.298
phl,2019,9.51804
phl,2020,9.7292
png,2008,11.66219
png,2009,9.47547
png,2010,10.52785
png,2011,9.70451
png,2012,10.17449
png,2013,11.8584
png,2014,13.18632
png,2015,13.3086
png,2016,13.26074
png,2017,14.20996
png,2018,14.46442
png,2019,14.0127
png,2020,14.4622
png,2021,13.53781
pol,2008,7.54273
pol,2009,8.08424
pol,2010,8.19848
pol,2011,7.81802
pol,2012,8.69343
pol,2013,9.09819
pol,2014,8.93797
pol,2015,9.36958
pol,2016,9.51434
pol,2017,10.01778
pol,2018,9.77049
pol,2019,9.56346
pol,2020,9.40355
pol,2021,6.7236
prt,2005,6.07109
prt,2006,6.40648
prt,2007,4.60609
prt,2008,4.42783
prt,2009,5.08879
prt,2010,5.14474
prt,2011,5.07173
prt,2012,6.63041
prt,2013,6.74663
prt,2014,6.41862
prt,2015,7.16937
prt,2016,6.50913
prt,2017,7.63271
prt,2018,7.01355
prt,2019,7.63248
prt,2020,7.36345
pry,2010,5.76868
pry,2011,7.33094
pry,2012,7.50883
pry,2013,7.00299
pry,2014,6.96611
pry,2015,7.17881
pry,2016,7.93653
pry,2017,8.15646
pry,2018,8.42352
pry,2019,8.72192
pry,2020,8.47026
pry,2021,9.44583
pse,2008,7.97506
pse,2009,9.65606
pse,2010,10.7004
pse,2011,11.16248
pse,2012,10.82569
pse,2013,10.25427
pse,2014,10.36227
pse,2015,9.71317
pse,2016,9.84391
pse,2017,9.68182
pse,2018,10.18196
pse,2019,9.42407
pse,2020,9.03349
rou,2007,10.68374
rou,2008,9.04564
rou,2009,8.56724
rou,2010,8.87857
rou,2011,8.07237
rou,2012,8.01953
rou,2013,7.95697
rou,2014,7.38359
rou,2015,8.17832
rou,2016,8.92436
rou,2017,8.88865
rou,2018,9.34216
rou,2019,10.19908
rou,2020,9.98786
rus,2008,9.70816
rus,2009,11.77284
rus,2010,10.84163
rus,2011,10.04446
rus,2012,9.96418
rus,2013,10.36409
rus,2014,7.72431
rus,2015,7.63338
rus,2016,8.77133
rus,2017,8.38445
rus,2018,8.59724
rus,2019,9.163
rus,2020,8.38565
rwa,2008,14.49597
rwa,2009,14.76561
rwa,2010,13.65007
rwa,2011,15.49896
rwa,2012,15.25502
rwa,2013,13.50844
rwa,2014,13.66619
rwa,2015,14.0711
rwa,2016,14.43806
rwa,2017,13.84215
rwa,2018,16.16727
sau,2009,11.53305
sau,2010,12.22858
sau,2011,12.01016
sau,2012,12.6535
sau,2013,13.54331
sau,2014,13.67733
sau,2015,13.90255
sau,2016,14.79819
sau,2017,15.41638
sau,2018,15.19181
sau,2019,14.4258
sau,2020,14.4349
sgp,2008,7.87239
sgp,2009,9.09666
sgp,2010,9.11326
sgp,2011,8.02869
sgp,2012,8.46235
sgp,2013,7.91003
sgp,2014,7.89299
sgp,2015,8.33528
sgp,2016,8.52735
sgp,2017,8.37412
sgp,2018,8.04087
sgp,2019,8.23996
slb,2010,14.09233
slb,2011,14.49351
slb,2012,12.30726
slb,2013,12.25687
slb,2014,13.19439
slb,2015,11.31172
slb,2016,11.47256
slb,2017,12.44345
slb,2018,11.82856
slb,2019,12.77131
slb,2020,12.99417
slv,2008,8.82809
slv,2009,9.55105
slv,2010,9.40914
slv,2011,10.21517
slv,2012,10.24562
slv,2013,10.18263
slv,2014,10.14251
slv,2015,10.14618
slv,2016,10.22901
slv,2017,10.01645
slv,2018,9.5759
slv,2019,9.19077
slv,2020,8.83857
slv,2021,8.90012
smr,2009,10.51468
smr,2010,9.53233
smr,2011,8.72887
smr,2012,6.30953
smr,2013,7.2805
smr,2014,6.20789
smr,2015,6.9186
smr,2016,6.21686
smr,2017,6.50018
smr,2018,6.20879
smr,2019,4.24058
smr,2020,4.02068
svk,2005,5.81823
svk,2008,5.87376
svk,2009,7.1506
svk,2010,7.20045
svk,2011,7.38676
svk,2012,7.97467
svk,2013,7.5609
svk,2014,7.68844
svk,2015,7.67578
svk,2016,7.32132
svk,2017,7.46188
svk,2018,7.35268
svk,2019,7.25978
svk,2020,7.28797
svk,2021,7.59887
svn,2018,10.68825
svn,2019,10.61129
svn,2020,9.52284
svn,2021,9.16603
swe,2016,5.60559
swe,2017,5.63519
swe,2018,5.38349
swe,2019,5.65964
swe,2020,5.66657
swz,2009,10.69063
swz,2010,12.34857
swz,2011,12.23258
swz,2012,12.54701
swz,2013,11.9474
swz,2014,12.61292
swz,2015,12.91105
swz,2016,12.9805
swz,2017,13.44703
swz,2018,13.11153
swz,2019,4.4867
syc,2006,6.63117
syc,2007,6.69468
syc,2008,5.91558
syc,2009,9.70857
syc,2010,7.00079
syc,2011,6.58219
syc,2012,7.2271
syc,2013,7.17774
syc,2014,6.28385
syc,2015,7.91376
syc,2016,9.19133
syc,2017,8.59155
syc,2018,8.25773
syc,2019,8.15861
syc,2020,6.21744
syc,2021,6.8269
tcd,2010,5.29541
tcd,2011,8.87074
tcd,2012,8.67027
tcd,2013,9.64925
tcd,2014,6.98169
tcd,2015,7.68611
tcd,2016,7.66755
tcd,2017,8.81592
tcd,2018,7.503
tcd,2019,2.80059
tcd,2020,1.63611
tha,2006,7.49836
tha,2007,8.12577
tha,2008,8.01713
tha,2009,8.4116
tha,2010,8.52695
tha,2011,7.83667
tha,2012,7.80676
tha,2013,8.52311
tha,2014,9.21213
tha,2015,10.03389
tha,2016,10.45776
tha,2017,10.72781
tha,2018,10.78024
tha,2019,11.29782
tha,2020,11.13757
tjk,2010,15.07988
tjk,2011,13.56398
tjk,2012,15.61297
tjk,2013,16.45111
tjk,2014,10.82186
tjk,2015,12.06263
tjk,2016,25.45313
tjk,2017,26.59271
tjk,2018,27.0417
tjk,2019,27.37582
tjk,2020,26.26675
tjk,2021,20.92227
ton,2009,7.68089
ton,2010,7.55805
ton,2011,7.63905
ton,2012,16.55606
ton,2013,17.7813
ton,2014,20.35635
ton,2015,19.64676
ton,2016,16.8206
ton,2017,15.33252
ton,2018,15.968
ton,2019,17.66173
ton,2020,17.2063
tto,2008,10.56519
tto,2009,10.15532
tto,2010,11.38675
tto,2011,11.35394
tto,2012,11.20657
tto,2013,11.10332
tto,2014,10.7596
tto,2015,11.69009
tto,2016,10.67786
tto,2017,11.17021
tto,2018,11.21541
tto,2019,10.54665
tto,2020,10.18095
tur,2005,12.31242
tur,2006,11.71578
tur,2007,12.83339
tur,2008,12.09171
tur,2009,12.49294
tur,2010,12.27945
tur,2011,11.71008
tur,2012,12.10321
tur,2013,10.94559
tur,2014,11.59204
tur,2015,11.00131
tur,2016,10.72799
tur,2017,10.71992
tur,2018,10.79392
tur,2019,11.7487
tur,2020,10.54507
tza,2010,10.30422
tza,2011,10.01981
tza,2012,10.06173
tza,2013,10.61353
tza,2014,10.34619
tza,2015,11.10887
tza,2016,12.51694
tza,2017,12.25736
tza,2018,11.85255
tza,2019,11.70037
tza,2020,12.42433
uga,2005,9.48333
uga,2006,10.00379
uga,2007,9.45469
uga,2008,11.87021
uga,2009,12.07964
uga,2010,11.33823
uga,2011,12.83479
uga,2012,12.73266
uga,2013,12.33188
uga,2014,12.96254
uga,2015,13.0391
uga,2016,11.69436
uga,2017,13.80647
uga,2018,13.90159
uga,2019,13.66882
uga,2020,13.37171
ukr,2005,9.53247
ukr,2006,9.26294
ukr,2007,8.75317
ukr,2008,10.36405
ukr,2009,12.15751
ukr,2010,12.39288
ukr,2011,12.54733
ukr,2012,12.10905
ukr,2013,12.20896
ukr,2014,10.3179
ukr,2015,6.90973
ukr,2016,6.07601
ukr,2017,6.49198
ukr,2018,6.02743
ukr,2019,6.93971
ukr,2020,7.18656
ukr,2021,6.88785
ury,2008,7.80959
ury,2009,8.27567
ury,2010,7.80073
ury,2011,9.16962
ury,2012,8.96525
ury,2013,9.30406
ury,2014,9.19111
ury,2015,8.53264
ury,2016,9.17399
ury,2017,10.14518
ury,2018,10.97985
ury,2019,11.04569
ury,2020,10.21586
usa,2005,8.28119
usa,2009,8.57676
usa,2010,8.80745
usa,2011,8.85112
usa,2012,8.81749
usa,2013,9.15675
usa,2014,9.20762
usa,2015,9.36658
usa,2016,9.33607
usa,2017,9.38401
usa,2018,9.44499
usa,2019,9.39999
usa,2020,8.61199
uzb,2010,12.38548
uzb,2011,10.89593
uzb,2012,10.03201
uzb,2013,9.76841
uzb,2014,10.0372
uzb,2015,9.03219
uzb,2016,8.53922
uzb,2017,10.57847
uzb,2018,10.32847
uzb,2019,16.65761
uzb,2020,13.14958
uzb,2021,13.17628
vct,2015,6.66464
vct,2016,6.47339
vct,2017,6.29484
vct,2018,6.26813
vct,2019,6.45233
vct,2020,5.52555
vnm,2008,8.4966
vnm,2009,7.74992
vnm,2010,6.69884
vnm,2011,7.57911
vnm,2012,7.97137
vnm,2013,7.41636
vnm,2014,6.86385
vnm,2015,6.33741
vnm,2016,5.61606
vnm,2017,5.19388
vnm,2018,5.7264
vnm,2019,5.76741
vnm,2020,7.18671
vut,2010,11.90169
vut,2011,12.08744
vut,2012,13.46636
vut,2013,12.8858
vut,2014,12.34847
vut,2015,11.1699
vut,2016,10.93973
vut,2017,10.2585
wsm,2016,11.96074
wsm,2017,11.56583
wsm,2018,11.93277
wsm,2019,11.71618
wsm,2020,12.16936
zaf,2008,5.45351
zaf,2009,6.23096
zaf,2010,6.78389
zaf,2011,6.83584
zaf,2012,7.43699
zaf,2013,7.55531
zaf,2014,7.16761
zaf,2015,7.12183
zaf,2016,7.64707
zaf,2017,8.19395
zaf,2018,7.91208
zaf,2019,8.00796
zaf,2020,7.61015
zmb,2007,15.21712
zmb,2008,17.47511
zmb,2009,3.49857
zmb,2010,8.98678
zmb,2011,8.91589
zmb,2012,10.97816
zmb,2013,13.48388
zmb,2014,13.74949
zmb,2015,11.16039
zmb,2016,12.08671
zmb,2017,11.65472
zmb,2018,11.15824
zmb,2019,11.09037
zmb,2020,8.4803
zmb,2021,10.25722
